	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035022_Candida_emberorum
714	OG0000714	YBR229C	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-8.115-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-8.115&CDS=1-2862
715	OG0000715	YBR231C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.121-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.121&CDS=1-1056
716	OG0000716	YBR233W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.122-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.122&CDS=1-1557
717	OG0000717	YBR233W-A	snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.56-mRNA-1_1&gene=snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.56&CDS=1-294
718	OG0000718	YBR234C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.101-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.101&CDS=1-1128
719	OG0000719	YBR235W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.15&CDS=1-4110
720	OG0000720	YBR236C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-5.98-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-5.98&CDS=1-1716
721	OG0000721	YBR243C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.71&CDS=1-1473
722	OG0000722	YBR246W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.82&CDS=1-882
723	OG0000723	YBR247C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.59&CDS=1-1356
724	OG0000724	YBR248C	maker-NODE_12_length_467700_cov_19.8081_ID_23-augustus-gene-2.5-mRNA-1_1&gene=maker-NODE_12_length_467700_cov_19.8081_ID_23-augustus-gene-2.5&CDS=1-4419
725	OG0000725	YBR254C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-6.85-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-6.85&CDS=1-477
726	OG0000726	YBR255W	snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-7.82&CDS=1-1791
727	OG0000727	YBR256C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.74&CDS=1-714
728	OG0000728	YBR257W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.50&CDS=1-804
729	OG0000729	YBR258C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.109&CDS=1-630
730	OG0000730	YBR260C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.120-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.120&CDS=1-1821
731	OG0000731	YBR261C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-0.69&CDS=1-738
732	OG0000732	YBR265W	augustus_masked-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.44&CDS=1-1755
733	OG0000733	YBR267W	augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.105&CDS=1-1245
734	OG0000734	YBR268W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.23-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-7.23&CDS=1-303
735	OG0000735	YBR269C	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.113-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.113&CDS=1-405
736	OG0000736	YBR271W	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.112-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.112&CDS=1-1209
737	OG0000737	YBR276C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.8&CDS=1-3048
738	OG0000738	YBR278W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.114-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.114&CDS=1-726
739	OG0000739	YBR279W	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.4&CDS=1-1332
740	OG0000740	YBR280C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.11-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.11&CDS=1-1881
741	OG0000741	YBR281C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.114-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.114&CDS=1-3024
742	OG0000742	YBR282W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.113-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.113&CDS=1-507
743	OG0000743	YBR283C	snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.91&CDS=1-1506
744	OG0000744	YBR286W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-6.64-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-6.64&CDS=1-1491
745	OG0000745	YBR287W	maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-7.66-mRNA-1_1&gene=maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-7.66&CDS=1-6408
746	OG0000746	YBR288C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.96&CDS=1-1485
747	OG0000747	YBR289W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.43-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.43&CDS=1-2013
748	OG0000748	YBR290W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.44-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.44&CDS=1-1164
749	OG0000749	YBR291C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.46-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.46&CDS=1-885
750	OG0000750	YBR296C	augustus_masked-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.13&CDS=1-1710
751	OG0000751	YCL002C	snap_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.71&CDS=1-477
752	OG0000752	YCL004W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.18&CDS=1-1629
753	OG0000753	YCL005W-A	snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-5.45&CDS=1-207
754	OG0000754	YCL009C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.46&CDS=1-912
755	OG0000755	YCL010C	snap_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.56&CDS=1-831
756	OG0000756	YCL012C	snap_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.58&CDS=1-528
757	OG0000757	YCL014W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.20&CDS=1-4308
758	OG0000758	YCL017C	augustus_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.117&CDS=1-3324
759	OG0000759	YCL018W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-2.33&CDS=1-1140
760	OG0000760	YCL027W	augustus_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.87&CDS=1-1038
761	OG0000761	YCL030C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.32&CDS=1-2571
762	OG0000762	YCL031C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-2.65&CDS=1-858
763	OG0000763	YCL032W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-0.81&CDS=1-1413
764	OG0000764	YCL033C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.72-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.72&CDS=1-405
765	OG0000765	YCL034W	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.70&CDS=1-1338
766	OG0000766	YCL043C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.59&CDS=1-1653
767	OG0000767	YCL044C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.139-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.139&CDS=1-1026
768	OG0000768	YCL045C	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.84-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-6.84&CDS=1-2589
769	OG0000769	YCL054W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.42-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.42&CDS=1-2454
770	OG0000770	YCL055W	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.18&CDS=1-1053
771	OG0000771	YCL057C-A	snap_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.115-mRNA-1_1&gene=snap_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.115&CDS=1-252
772	OG0000772	YCL059C	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-4.96&CDS=1-1083
773	OG0000773	YCL061C	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-4.111-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-4.111&CDS=1-3669
774	OG0000774	YCR002C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.111&CDS=1-1011
775	OG0000775	YCR003W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-1.92&CDS=1-573
776	OG0000776	YCR008W	maker-NODE_14_length_432756_cov_16.3425_ID_27-snap-gene-3.122-mRNA-1_1&gene=maker-NODE_14_length_432756_cov_16.3425_ID_27-snap-gene-3.122&CDS=1-1872
777	OG0000777	YCR009C	snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.74&CDS=1-795
778	OG0000778	YCR011C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.10&CDS=1-3090
779	OG0000779	YCR012W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.81&CDS=1-1251
780	OG0000780	YCR015C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.94&CDS=1-828
781	OG0000781	YCR016W	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.78&CDS=1-930
782	OG0000782	YCR017C	snap_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.37&CDS=1-2922
783	OG0000783	YCR019W	snap_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-4.81&CDS=1-1002
784	OG0000784	YCR020C	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.48&CDS=1-654
785	OG0000785	YCR021C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.68&CDS=1-945
786	OG0000786	YCR023C	maker-NODE_6_length_870134_cov_17.5615_ID_11-snap-gene-4.4-mRNA-1_1&gene=maker-NODE_6_length_870134_cov_17.5615_ID_11-snap-gene-4.4&CDS=1-3429
787	OG0000787	YCR024C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.107&CDS=1-1452
788	OG0000788	YCR028C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.125-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-3.125&CDS=1-1401
789	OG0000789	YCR028C-A	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.63&CDS=1-399
790	OG0000790	YCR030C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.4&CDS=1-2751
791	OG0000791	YCR033W	snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.54&CDS=1-3423
792	OG0000792	YCR034W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.5-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.5&CDS=1-1008
793	OG0000793	YCR035C	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.145&CDS=1-1113
794	OG0000794	YCR036W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.0-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-5.0&CDS=1-984
795	OG0000795	YCR042C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.60&CDS=1-4950
796	OG0000796	YCR044C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-3.53&CDS=1-1230
797	OG0000797	YCR046C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.30&CDS=1-543
798	OG0000798	YCR047C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.29&CDS=1-807
799	OG0000799	YCR051W	snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.141-mRNA-1_1&gene=snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.141&CDS=1-660
800	OG0000800	YCR053W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.103-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.103&CDS=1-1515
801	OG0000801	YCR054C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.81&CDS=1-1470
802	OG0000802	YCR057C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.91&CDS=1-2685
803	OG0000803	YCR059C	maker-NODE_11_length_491709_cov_15.873_ID_21-snap-gene-3.222-mRNA-1_1&gene=maker-NODE_11_length_491709_cov_15.873_ID_21-snap-gene-3.222&CDS=1-849
804	OG0000804	YCR060W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.121-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.121&CDS=1-957
805	OG0000805	YCR061W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.16&CDS=1-1851
806	OG0000806	YCR066W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-0.83&CDS=1-1209
807	OG0000807	YCR068W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-0.98&CDS=1-2658
808	OG0000808	YCR071C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.50&CDS=1-375
809	OG0000809	YCR072C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.67&CDS=1-1545
810	OG0000810	YCR077C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.48&CDS=1-2538
811	OG0000811	YCR079W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-3.69&CDS=1-1293
812	OG0000812	YCR081W	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.65&CDS=1-5121
813	OG0000813	YCR084C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-9.41-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-9.41&CDS=1-1923
814	OG0000814	YCR086W	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.112&CDS=1-1080
815	OG0000815	YCR087C-A	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.93&CDS=1-486
816	OG0000816	YCR088W	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.151-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.151&CDS=1-2022
817	OG0000817	YCR090C	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.66&CDS=1-480
818	OG0000818	YCR092C	snap_masked-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.161&CDS=1-3252
819	OG0000819	YCR093W	maker-NODE_6_length_870134_cov_17.5615_ID_11-augustus-gene-5.72-mRNA-1_1&gene=maker-NODE_6_length_870134_cov_17.5615_ID_11-augustus-gene-5.72&CDS=1-8700
820	OG0000820	YCR095C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.41&CDS=1-1392
821	OG0000821	YCR098C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.104&CDS=1-1566
822	OG0000822	YDL001W	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.42&CDS=1-1365
823	OG0000823	YDL002C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-1.30&CDS=1-909
824	OG0000824	YDL003W	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.102&CDS=1-1671
825	OG0000825	YDL004W	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.129&CDS=1-474
826	OG0000826	YDL006W	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-0.115&CDS=1-990
827	OG0000827	YDL007W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.85&CDS=1-1323
828	OG0000828	YDL008W	snap_masked-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-0.5&CDS=1-198
829	OG0000829	YDL012C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-3.235-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-3.235&CDS=1-396
830	OG0000830	YDL013W	genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.50&CDS=1-1197
831	OG0000831	YDL014W	genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_25_length_78057_cov_16.1977_ID_49-processed-gene-0.49&CDS=1-978
832	OG0000832	YDL015C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.56&CDS=1-951
833	OG0000833	YDL017W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.104&CDS=1-1686
834	OG0000834	YDL018C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-0.115&CDS=1-642
