	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035643_Yarrowia_bubula
365	OG0000365	YKL050C, YMR031C	snap_masked-flattened_line_377-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_377-processed-gene-0.0&CDS=1-3915
366	OG0000366	YKL068W, YMR047C	snap_masked-flattened_line_67-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.166&CDS=1-3267
367	OG0000367	YKL070W	genemark-flattened_line_37-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-1.116&CDS=1-480, snap_masked-flattened_line_59-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.149&CDS=1-708
368	OG0000368	YKL072W, YMR053C	augustus_masked-flattened_line_11-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.51&CDS=1-2322
369	OG0000369	YKL103C	snap_masked-flattened_line_127-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.82&CDS=1-1476, snap_masked-flattened_line_2-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.71&CDS=1-1389
370	OG0000370	YKL121W, YMR102C	snap_masked-flattened_line_43-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.111&CDS=1-2694
371	OG0000371	YKL133C, YMR115W	snap_masked-flattened_line_53-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.11&CDS=1-1569
372	OG0000372	YKL141W, YMR118C	snap_masked-flattened_line_33-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.65&CDS=1-513
373	OG0000373	YKL192C	maker-flattened_line_285-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_285-snap-gene-0.0&CDS=1-387, snap_masked-flattened_line_233-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_233-processed-gene-0.25&CDS=1-327
374	OG0000374	YKL196C	snap_masked-flattened_line_33-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.14&CDS=1-600, snap_masked-flattened_line_53-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.58&CDS=1-600
375	OG0000375	YKL221W	augustus_masked-flattened_line_71-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.115&CDS=1-1485, snap_masked-flattened_line_243-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_243-processed-gene-0.34&CDS=1-1416
376	OG0000376	YKR076W, YMR251W	snap_masked-flattened_line_0-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.1&CDS=1-960
377	OG0000377	YKR089C, YOR081C	genemark-flattened_line_79-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.12&CDS=1-2325
378	OG0000378	YKR091W, YOR083W	augustus_masked-flattened_line_113-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.95&CDS=1-990
379	OG0000379	YLL012W, YLR020C	snap_masked-flattened_line_159-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.68&CDS=1-1353
380	OG0000380	YLL016W, YLR310C	snap_masked-flattened_line_25-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.49&CDS=1-3426
381	OG0000381	YLL024C	snap_masked-flattened_line_267-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_267-processed-gene-0.12&CDS=1-1890, snap_masked-flattened_line_33-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.48&CDS=1-1935
382	OG0000382	YLL048C	genemark-flattened_line_6-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.6&CDS=1-4881, genemark-flattened_line_6-processed-gene-2.196-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.196&CDS=1-4881
383	OG0000383	YLR059C	snap_masked-flattened_line_107-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.136&CDS=1-546, snap_masked-flattened_line_211-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_211-processed-gene-0.15&CDS=1-540
384	OG0000384	YLR205C	augustus_masked-flattened_line_161-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.79&CDS=1-348, augustus_masked-flattened_line_375-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_375-processed-gene-0.9&CDS=1-705
385	OG0000385	YLR260W, YOR171C	maker-flattened_line_35-augustus-gene-1.136-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-1.136&CDS=1-1794
386	OG0000386	YLR264W, YOR167C	snap_masked-flattened_line_27-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.53&CDS=1-219
387	OG0000387	YLR270W, YOR173W	snap_masked-flattened_line_7-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.55&CDS=1-924
388	OG0000388	YLR287C-A, YOR182C	maker-flattened_line_271-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_271-snap-gene-0.9&CDS=1-699
389	OG0000389	YLR300W, YOR190W	snap_masked-flattened_line_121-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.49&CDS=1-1263
390	OG0000390	YLR398C	snap_masked-flattened_line_125-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.109&CDS=1-3705, snap_masked-flattened_line_311-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_311-processed-gene-0.13&CDS=1-3795
391	OG0000391	YLR449W, YML074C	snap_masked-flattened_line_137-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.18&CDS=1-1215
392	OG0000392	YLR450W, YML075C	snap_masked-flattened_line_11-processed-gene-2.125-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.125&CDS=1-2997
393	OG0000393	YLR456W, YPR172W	snap_masked-flattened_line_23-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.84&CDS=1-471
394	OG0000394	YML046W	snap_masked-flattened_line_25-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.31&CDS=1-1926, snap_masked-flattened_line_297-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_297-processed-gene-0.38&CDS=1-1710
395	OG0000395	YML100W, YMR261C	snap_masked-flattened_line_23-processed-gene-1.162-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.162&CDS=1-3153
396	OG0000396	YML106W, YMR271C	snap_masked-flattened_line_2-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.38&CDS=1-657
397	OG0000397	YML109W, YMR273C	augustus_masked-flattened_line_197-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_197-processed-gene-0.44&CDS=1-4107
398	OG0000398	YML118W, YMR285C	snap_masked-flattened_line_29-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.41&CDS=1-1368
399	OG0000399	YML123C	snap_masked-flattened_line_143-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.43&CDS=1-1728, snap_masked-flattened_line_223-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_223-processed-gene-0.43&CDS=1-1731
400	OG0000400	YML131W	snap_masked-flattened_line_107-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.140&CDS=1-1020, snap_masked-flattened_line_29-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.67&CDS=1-1020
401	OG0000401	YMR019W	augustus_masked-flattened_line_2-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.127&CDS=1-2313, snap_masked-flattened_line_187-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.17&CDS=1-1785
402	OG0000402	YMR048W	snap_masked-flattened_line_6-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.37&CDS=1-1137, snap_masked-flattened_line_6-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.51&CDS=1-1137
403	OG0000403	YMR058W	snap_masked-flattened_line_151-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.44&CDS=1-1974, snap_masked-flattened_line_95-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.146&CDS=1-1758
404	OG0000404	YMR119W, YNL008C	snap_masked-flattened_line_93-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.136&CDS=1-1914
405	OG0000405	YMR139W	snap_masked-flattened_line_17-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.160&CDS=1-1131, snap_masked-flattened_line_87-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.89&CDS=1-963
406	OG0000406	YMR155W	augustus_masked-flattened_line_2-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.8&CDS=1-1275, snap_masked-flattened_line_283-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_283-processed-gene-0.20&CDS=1-1353
407	OG0000407	YMR177W, YPL224C	snap_masked-flattened_line_99-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.79&CDS=1-1221
408	OG0000408	YMR182C, YPL230W	snap_masked-flattened_line_97-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.102&CDS=1-1659
409	OG0000409	YMR194W, YPL249C-A	snap_masked-flattened_line_23-processed-gene-1.183-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.183&CDS=1-300
410	OG0000410	YMR202W	snap_masked-flattened_line_47-processed-gene-0.190-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.190&CDS=1-654, snap_masked-flattened_line_49-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.123&CDS=1-654
411	OG0000411	YMR222C, YOR280C	snap_masked-flattened_line_17-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.33&CDS=1-711
412	OG0000412	YMR230W, YOR293W	snap_masked-flattened_line_29-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.53&CDS=1-414
413	OG0000413	YMR237W, YOR299W	snap_masked-flattened_line_205-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_205-processed-gene-0.40&CDS=1-2085
414	OG0000414	YMR242C, YOR312C	genemark-flattened_line_2-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.104&CDS=1-540
415	OG0000415	YMR253C, YPL264C	augustus_masked-flattened_line_39-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.44&CDS=1-1152
416	OG0000416	YNL087W, YOR086C	maker-flattened_line_85-snap-gene-0.192-mRNA-1_1&gene=maker-flattened_line_85-snap-gene-0.192&CDS=1-5118
417	OG0000417	YNL096C, YOR096W	snap_masked-flattened_line_175-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.59&CDS=1-576
418	OG0000418	YNL104C, YOR108W	snap_masked-flattened_line_147-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.31&CDS=1-1725
419	OG0000419	YNL106C, YOR109W	snap_masked-flattened_line_103-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.103&CDS=1-3162
420	OG0000420	YNL108C, YOR110W	maker-flattened_line_73-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_73-snap-gene-0.78&CDS=1-1227
421	OG0000421	YNL239W	augustus_masked-flattened_line_2-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.183&CDS=1-1329, snap_masked-flattened_line_121-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.61&CDS=1-1527
422	OG0000422	YNL274C	snap_masked-flattened_line_199-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.25&CDS=1-1050, snap_masked-flattened_line_375-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_375-processed-gene-0.4&CDS=1-993
423	OG0000423	YNL283C, YOL105C	maker-flattened_line_211-snap-gene-0.58-mRNA-1_1&gene=maker-flattened_line_211-snap-gene-0.58&CDS=1-957
424	OG0000424	YNL294C	snap_masked-flattened_line_145-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.49&CDS=1-1857, snap_masked-flattened_line_97-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.87&CDS=1-1563
425	OG0000425	YNL298W, YOL113W	maker-flattened_line_9-snap-gene-2.105-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-2.105&CDS=1-2367
426	OG0000426	YNL299W, YOL115W	snap_masked-flattened_line_7-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.90&CDS=1-2070
427	OG0000427	YNL301C, YOL120C	maker-flattened_line_113-snap-gene-0.148-mRNA-1_1&gene=maker-flattened_line_113-snap-gene-0.148&CDS=1-558
428	OG0000428	YNL302C, YOL121C	snap_masked-flattened_line_0-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.77&CDS=1-441
429	OG0000429	YNL306W	snap_masked-flattened_line_6-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.48&CDS=1-618, snap_masked-flattened_line_6-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.35&CDS=1-618
430	OG0000430	YNR029C	snap_masked-flattened_line_6-processed-gene-1.44-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.44&CDS=1-1251, snap_masked-flattened_line_6-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.18&CDS=1-1251
431	OG0000431	YOL069W	augustus_masked-flattened_line_323-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_323-processed-gene-0.13&CDS=1-1338, augustus_masked-flattened_line_47-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.107&CDS=1-1359
432	OG0000432	YOL145C	snap_masked-flattened_line_21-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.158&CDS=1-357, snap_masked-flattened_line_307-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_307-processed-gene-0.6&CDS=1-2934
433	OG0000433	YOR049C	snap_masked-flattened_line_137-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.37&CDS=1-1053, snap_masked-flattened_line_45-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.39&CDS=1-996
434	OG0000434	YOR226C, YPL135W	snap_masked-flattened_line_99-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.68&CDS=1-531
435	OG0000435	YOR227W, YPL137C	snap_masked-flattened_line_165-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.52&CDS=1-4125
436	OG0000436	YOR234C, YPL143W	snap_masked-flattened_line_47-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.188&CDS=1-321
437	OG0000437	YOR237W, YPL145C	snap_masked-flattened_line_241-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_241-processed-gene-0.18&CDS=1-1185
438	OG0000438	YOR256C, YPL176C	augustus_masked-flattened_line_63-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.9&CDS=1-2379
439	OG0000439	YOR285W	genemark-flattened_line_41-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-1.90&CDS=1-414, snap_masked-flattened_line_141-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.63&CDS=1-579
440	OG0000440	YOR348C	snap_masked-flattened_line_0-processed-gene-8.48-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.48&CDS=1-1677, snap_masked-flattened_line_317-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_317-processed-gene-0.8&CDS=1-1620
441	OG0000441	YOR390W, YPL279C	snap_masked-flattened_line_87-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.58&CDS=1-678
442	OG0000442	YPL123C	snap_masked-flattened_line_61-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.113&CDS=1-1230, snap_masked-flattened_line_71-processed-gene-0.182-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.182&CDS=1-867
443	OG0000443	YPR013C, YPR015C	snap_masked-flattened_line_267-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_267-processed-gene-0.5&CDS=1-933
444	OG0000444	YPR082C	snap_masked-flattened_line_6-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.39&CDS=1-429, snap_masked-flattened_line_6-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.49&CDS=1-429
445	OG0000445	YPR153W	augustus_masked-flattened_line_6-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.10&CDS=1-429, augustus_masked-flattened_line_6-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.117&CDS=1-429
446	OG0000446	YPR159W	snap_masked-flattened_line_177-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_177-processed-gene-0.24&CDS=1-1968, snap_masked-flattened_line_91-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.69&CDS=1-1983
447	OG0000447	YPR165W	snap_masked-flattened_line_193-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.51&CDS=1-609, snap_masked-flattened_line_65-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.106&CDS=1-612
448	OG0000448	YPR201W	augustus_masked-flattened_line_203-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_203-processed-gene-0.35&CDS=1-2790, snap_masked-flattened_line_15-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.34&CDS=1-1248
449	OG0000449	YAL001C	snap_masked-flattened_line_19-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.11&CDS=1-4068
450	OG0000450	YAL002W	snap_masked-flattened_line_61-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.134&CDS=1-5025
451	OG0000451	YAL003W	snap_masked-flattened_line_55-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.94&CDS=1-660
452	OG0000452	YAL009W	snap_masked-flattened_line_95-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.130&CDS=1-642
453	OG0000453	YAL010C	genemark-flattened_line_105-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_105-processed-gene-0.104&CDS=1-1047
454	OG0000454	YAL011W	maker-flattened_line_105-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_105-snap-gene-0.79&CDS=1-2715
455	OG0000455	YAL012W	snap_masked-flattened_line_121-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.59&CDS=1-1179
456	OG0000456	YAL013W	genemark-flattened_line_121-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_121-processed-gene-0.131&CDS=1-1995
457	OG0000457	YAL014C	snap_masked-flattened_line_85-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.22&CDS=1-762
458	OG0000458	YAL016W	snap_masked-flattened_line_81-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.86&CDS=1-1887
459	OG0000459	YAL019W	snap_masked-flattened_line_67-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.152&CDS=1-2670
460	OG0000460	YAL020C	snap_masked-flattened_line_47-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.204&CDS=1-1131
461	OG0000461	YAL021C	snap_masked-flattened_line_113-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.33&CDS=1-2085
462	OG0000462	YAL022C	snap_masked-flattened_line_61-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.90&CDS=1-1188
463	OG0000463	YAL023C	snap_masked-flattened_line_61-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.89&CDS=1-2211
464	OG0000464	YAL025C	snap_masked-flattened_line_15-processed-gene-2.6-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.6&CDS=1-927
465	OG0000465	YAL026C	augustus_masked-flattened_line_47-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.91&CDS=1-3969
466	OG0000466	YAL032C	snap_masked-flattened_line_241-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_241-processed-gene-0.27&CDS=1-1695
467	OG0000467	YAL033W	genemark-flattened_line_255-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_255-processed-gene-0.13&CDS=1-471
468	OG0000468	YAL034W-A	snap_masked-flattened_line_121-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.89&CDS=1-1299
469	OG0000469	YAL035W	snap_masked-flattened_line_165-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.54&CDS=1-3057
470	OG0000470	YAL036C	snap_masked-flattened_line_21-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.3&CDS=1-1104
