	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035652_Torulaspora_maleeae
1056	OG0001056	YDR430C	maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-3.155-mRNA-1_1&gene=maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-3.155&CDS=1-3603
1057	OG0001057	YDR432W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.9&CDS=1-1164
1058	OG0001058	YDR434W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.10&CDS=1-1557
1059	OG0001059	YDR435C	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.84&CDS=1-978
1060	OG0001060	YDR437W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.13-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.13&CDS=1-423
1061	OG0001061	YDR439W	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.65&CDS=1-762
1062	OG0001062	YDR443C	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.89&CDS=1-4083
1063	OG0001063	YDR444W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.19-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.19&CDS=1-2136
1064	OG0001064	YDR446W	snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.119&CDS=1-819
1065	OG0001065	YDR448W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.22-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.22&CDS=1-1311
1066	OG0001066	YDR449C	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.92&CDS=1-1320
1067	OG0001067	YDR452W	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.72&CDS=1-1986
1068	OG0001068	YDR454C	maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-3.157-mRNA-1_1&gene=maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-3.157&CDS=1-1059
1069	OG0001069	YDR456W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.25-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.25&CDS=1-1881
1070	OG0001070	YDR457W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-3.27&CDS=1-9753
1071	OG0001071	YDR459C	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.117-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.117&CDS=1-1068
1072	OG0001072	YDR460W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.112-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.112&CDS=1-963
1073	OG0001073	YDR462W	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.73&CDS=1-432
1074	OG0001074	YDR463W	snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.15&CDS=1-1500
1075	OG0001075	YDR464W	snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.16&CDS=1-4293
1076	OG0001076	YDR466W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.122-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.122&CDS=1-2064
1077	OG0001077	YDR469W	snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.18&CDS=1-216
1078	OG0001078	YDR470C	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.97&CDS=1-2106
1079	OG0001079	YDR472W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.125-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.125&CDS=1-849
1080	OG0001080	YDR473C	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.154-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.154&CDS=1-1308
1081	OG0001081	YDR475C	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.101&CDS=1-2913
1082	OG0001082	YDR476C	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.157-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.157&CDS=1-639
1083	OG0001083	YDR477W	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.83&CDS=1-3189
1084	OG0001084	YDR478W	snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.29-mRNA-1_1&gene=snap_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.29&CDS=1-558
1085	OG0001085	YDR479C	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-4.158&CDS=1-1629
1086	OG0001086	YDR481C	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.95&CDS=1-1635
1087	OG0001087	YDR482C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.27&CDS=1-432
1088	OG0001088	YDR485C	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.60&CDS=1-2247
1089	OG0001089	YDR486C	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.61&CDS=1-678
1090	OG0001090	YDR487C	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.62&CDS=1-642
1091	OG0001091	YDR488C	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.63&CDS=1-1782
1092	OG0001092	YDR489W	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-8.33&CDS=1-912
1093	OG0001093	YDR495C	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.56-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.56&CDS=1-2748
1094	OG0001094	YDR496C	snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.57-mRNA-1_1&gene=snap_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.57&CDS=1-1947
1095	OG0001095	YDR497C	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.133-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.133&CDS=1-1755
1096	OG0001096	YDR498C	augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-9.34&CDS=1-1023
1097	OG0001097	YDR499W	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.138&CDS=1-2172
1098	OG0001098	YDR501W	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.139&CDS=1-1740
1099	OG0001099	YDR506C	augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.113&CDS=1-4053
1100	OG0001100	YDR511W	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.147&CDS=1-429
1101	OG0001101	YDR512C	augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.118&CDS=1-255
1102	OG0001102	YDR514C	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.185-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.185&CDS=1-1539
1103	OG0001103	YDR520C	augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.123&CDS=1-2256
1104	OG0001104	YDR523C	augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.125&CDS=1-3813
1105	OG0001105	YDR527W	maker-NODE_15_length_217993_cov_65.6312_ID_2278-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_15_length_217993_cov_65.6312_ID_2278-augustus-gene-1.5&CDS=1-2199
1106	OG0001106	YDR529C	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.163-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.163&CDS=1-381
1107	OG0001107	YDR531W	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.192&CDS=1-1074
1108	OG0001108	YDR532C	augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.101&CDS=1-1083
1109	OG0001109	YDR536W	augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-9.115&CDS=1-3000
1110	OG0001110	YEL001C	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.278-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.278&CDS=1-660
1111	OG0001111	YEL002C	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.276-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.276&CDS=1-1284
1112	OG0001112	YEL004W	maker-NODE_10_length_348408_cov_56.7795_ID_2216-augustus-gene-2.8-mRNA-1_1&gene=maker-NODE_10_length_348408_cov_56.7795_ID_2216-augustus-gene-2.8&CDS=1-1287
1113	OG0001113	YEL005C	snap_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.108&CDS=1-849
1114	OG0001114	YEL007W	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.228-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.228&CDS=1-1107
1115	OG0001115	YEL009C	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.273-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.273&CDS=1-621
1116	OG0001116	YEL011W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.117&CDS=1-2109
1117	OG0001117	YEL012W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.116&CDS=1-843
1118	OG0001118	YEL013W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.114&CDS=1-1698
1119	OG0001119	YEL015W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.113&CDS=1-1593
1120	OG0001120	YEL017W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.12&CDS=1-786
1121	OG0001121	YEL018W	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.11&CDS=1-747
1122	OG0001122	YEL019C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.136&CDS=1-774
1123	OG0001123	YEL020C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.134-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.134&CDS=1-1668
1124	OG0001124	YEL021W	maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-2.95-mRNA-1_1&gene=maker-NODE_4_length_856739_cov_59.0822_ID_2094-augustus-gene-2.95&CDS=1-1020
1125	OG0001125	YEL022W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.108&CDS=1-4203
1126	OG0001126	YEL023C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.129&CDS=1-2001
1127	OG0001127	YEL024W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.106&CDS=1-651
1128	OG0001128	YEL025C	augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.25&CDS=1-3288
1129	OG0001129	YEL026W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.102&CDS=1-378
1130	OG0001130	YEL027W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-2.100&CDS=1-486
1131	OG0001131	YEL029C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.5&CDS=1-942
1132	OG0001132	YEL031W	snap_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.110&CDS=1-3645
1133	OG0001133	YEL032W	maker-NODE_11_length_317607_cov_55.1254_ID_1952-snap-gene-2.190-mRNA-1_1&gene=maker-NODE_11_length_317607_cov_55.1254_ID_1952-snap-gene-2.190&CDS=1-4512
1134	OG0001134	YEL037C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.163-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.163&CDS=1-1143
1135	OG0001135	YEL038W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.136&CDS=1-663
1136	OG0001136	YEL042W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.133&CDS=1-1590
1137	OG0001137	YEL043W	snap_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.56&CDS=1-2712
1138	OG0001138	YEL044W	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.127-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.127&CDS=1-411
1139	OG0001139	YEL046C	genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-2.132&CDS=1-1161
1140	OG0001140	YEL050C	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.34&CDS=1-1164
1141	OG0001141	YEL051W	maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-2.116-mRNA-1_1&gene=maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-2.116&CDS=1-1923
1142	OG0001142	YEL052W	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.63&CDS=1-1542
1143	OG0001143	YEL053C	genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-2.36&CDS=1-2280
1144	OG0001144	YEL055C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.60-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.60&CDS=1-3039
1145	OG0001145	YEL056W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.29-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.29&CDS=1-1185
1146	OG0001146	YEL058W	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.145&CDS=1-3507
1147	OG0001147	YEL059C-A	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.122-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.122&CDS=1-231
1148	OG0001148	YEL060C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.57-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.57&CDS=1-1731
1149	OG0001149	YEL061C	maker-NODE_3_length_908381_cov_61.3483_ID_1566-augustus-gene-8.68-mRNA-1_1&gene=maker-NODE_3_length_908381_cov_61.3483_ID_1566-augustus-gene-8.68&CDS=1-3492
1150	OG0001150	YEL064C	genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-0.96&CDS=1-1434
1151	OG0001151	YER002W	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.233-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.233&CDS=1-705
1152	OG0001152	YER003C	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.280-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.280&CDS=1-1287
1153	OG0001153	YER005W	maker-NODE_10_length_348408_cov_56.7795_ID_2216-snap-gene-2.288-mRNA-1_1&gene=maker-NODE_10_length_348408_cov_56.7795_ID_2216-snap-gene-2.288&CDS=1-2631
1154	OG0001154	YER006W	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.236-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.236&CDS=1-1554
1155	OG0001155	YER007C-A	augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.185&CDS=1-543
1156	OG0001156	YER007W	snap_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.71&CDS=1-1446
1157	OG0001157	YER008C	genemark-NODE_27_length_14140_cov_57.6821_ID_5771-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_27_length_14140_cov_57.6821_ID_5771-processed-gene-0.1&CDS=1-3795
1158	OG0001158	YER009W	genemark-NODE_27_length_14140_cov_57.6821_ID_5771-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_27_length_14140_cov_57.6821_ID_5771-processed-gene-0.5&CDS=1-375
1159	OG0001159	YER010C	genemark-NODE_22_length_57233_cov_57.0025_ID_2446-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_22_length_57233_cov_57.0025_ID_2446-processed-gene-0.6&CDS=1-705
1160	OG0001160	YER012W	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.267-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.267&CDS=1-588
1161	OG0001161	YER015W	augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.171&CDS=1-4038
1162	OG0001162	YER016W	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.262-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-2.262&CDS=1-942
1163	OG0001163	YER019C-A	augustus_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_11_length_317607_cov_55.1254_ID_1952-processed-gene-0.62&CDS=1-264
1164	OG0001164	YER019W	snap_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_15_length_217993_cov_65.6312_ID_2278-processed-gene-1.16&CDS=1-1386
1165	OG0001165	YER020W	snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.42&CDS=1-1308
1166	OG0001166	YER021W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.164&CDS=1-1512
1167	OG0001167	YER022W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.163&CDS=1-2019
1168	OG0001168	YER023W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.162&CDS=1-852
1169	OG0001169	YER024W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.158&CDS=1-2646
1170	OG0001170	YER025W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.156&CDS=1-1566
