	OrthologID	Saccharomyces_cerevisiae	Saprochaete_clavata
452	OG0000452	YNL299W, YOL115W	-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|736520363|emb|CBXB010000048.1|-processed-gene-0.48&CDS=1-2247
453	OG0000453	YNL301C, YOL120C	-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.218&CDS=1-561
454	OG0000454	YNL302C, YOL121C	-processed-gene-0.24-mRNA-1_1&gene=genemark-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.24&CDS=1-504
455	OG0000455	YNL322C	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|736520392|emb|CBXB010000030.1|-processed-gene-0.51&CDS=1-288, -processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-1.52&CDS=1-306
456	OG0000456	YNR067C	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|736520294|emb|CBXB010000102.1|-processed-gene-0.39&CDS=1-3429, -snap-gene-0.59-mRNA-1_1&gene=maker-gi|736520376|emb|CBXB010000040.1|-snap-gene-0.59&CDS=1-3072
457	OG0000457	YOL013W-A, YOR072W-B	-processed-gene-0.47-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-0.47&CDS=1-252
458	OG0000458	YOL107W	-processed-gene-0.107-mRNA-1_1&gene=snap_masked-gi|736520358|emb|CBXB010000050.1|-processed-gene-0.107&CDS=1-1830, -processed-gene-1.158-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.158&CDS=1-1143
459	OG0000459	YOL137W	-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-gi|736520295|emb|CBXB010000101.1|-processed-gene-0.4&CDS=1-1590, -snap-gene-1.30-mRNA-1_1&gene=maker-gi|736520435|emb|CBXB010000005.1|-snap-gene-1.30&CDS=1-1461
460	OG0000460	YOR028C	-processed-gene-0.196-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.196&CDS=1-726, -processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|736520413|emb|CBXB010000017.1|-processed-gene-0.52&CDS=1-915
461	OG0000461	YOR049C	-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-gi|736520204|emb|CBXB010000175.1|-processed-gene-0.7&CDS=1-972, -processed-gene-0.73-mRNA-1_1&gene=augustus_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-0.73&CDS=1-960
462	OG0000462	YOR059C	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-0.55&CDS=1-2082, -snap-gene-0.158-mRNA-1_1&gene=maker-gi|736520283|emb|CBXB010000113.1|-snap-gene-0.158&CDS=1-1857
463	OG0000463	YOR061W	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520324|emb|CBXB010000072.1|-processed-gene-0.44&CDS=1-975, -snap-gene-0.27-mRNA-1_1&gene=maker-gi|736520215|emb|CBXB010000166.1|-snap-gene-0.27&CDS=1-1062
464	OG0000464	YOR099W	-processed-gene-0.66-mRNA-1_1&gene=snap_masked-gi|736520279|emb|CBXB010000117.1|-processed-gene-0.66&CDS=1-1233, -processed-gene-2.84-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.84&CDS=1-1386
465	OG0000465	YOR193W, YPL112C	-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-gi|736520402|emb|CBXB010000023.1|-processed-gene-0.18&CDS=1-1029
466	OG0000466	YOR226C, YPL135W	-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|736520421|emb|CBXB010000013.1|-processed-gene-0.48&CDS=1-576
467	OG0000467	YOR231W, YPL140C	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|736520239|emb|CBXB010000149.1|-processed-gene-0.65&CDS=1-2817
468	OG0000468	YOR234C, YPL143W	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|736520279|emb|CBXB010000117.1|-processed-gene-0.75&CDS=1-315
469	OG0000469	YOR237W, YPL145C	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|736520265|emb|CBXB010000131.1|-processed-gene-0.39&CDS=1-1308
470	OG0000470	YOR256C, YPL176C	-processed-gene-1.94-mRNA-1_1&gene=snap_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-1.94&CDS=1-2664
471	OG0000471	YOR270C	-augustus-gene-0.77-mRNA-1_1&gene=maker-gi|736520339|emb|CBXB010000059.1|-augustus-gene-0.77&CDS=1-2559, -processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.69&CDS=1-2475
472	OG0000472	YOR273C	-processed-gene-1.120-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.120&CDS=1-2586, -processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.90&CDS=1-1713
473	OG0000473	YOR304W	-processed-gene-1.27-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-1.27&CDS=1-3336, -processed-gene-2.145-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.145&CDS=1-3264
474	OG0000474	YOR390W, YPL279C	-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-1.78&CDS=1-1125
475	OG0000475	YPL159C, YPR151C	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|736520399|emb|CBXB010000025.1|-processed-gene-0.75&CDS=1-906
476	OG0000476	YPL242C	-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-1.18&CDS=1-2424, -snap-gene-1.136-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-snap-gene-1.136&CDS=1-5166
477	OG0000477	YPR013C, YPR015C	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.91&CDS=1-1437
478	OG0000478	YPR169W-A, YPR170W-B	-processed-gene-0.73-mRNA-1_1&gene=snap_masked-gi|736520299|emb|CBXB010000097.1|-processed-gene-0.73&CDS=1-252
479	OG0000479	YPR181C	-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-gi|736520332|emb|CBXB010000064.1|-processed-gene-0.119&CDS=1-2310, -processed-gene-4.33-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-4.33&CDS=1-2268
480	OG0000480		-processed-gene-0.10-mRNA-1_1&gene=snap_masked-gi|736520259|emb|CBXB010000137.1|-processed-gene-0.10&CDS=1-1170, -processed-gene-0.131-mRNA-1_1&gene=snap_masked-gi|736520384|emb|CBXB010000035.1|-processed-gene-0.131&CDS=1-1173, -processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|736520271|emb|CBXB010000125.1|-processed-gene-0.51&CDS=1-1170
481	OG0000481	YAL001C	-processed-gene-0.159-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.159&CDS=1-4617
482	OG0000482	YAL002W	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|736520234|emb|CBXB010000152.1|-processed-gene-0.8&CDS=1-4779
483	OG0000483	YAL003W	-processed-gene-0.115-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.115&CDS=1-666
484	OG0000484	YAL009W	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|736520411|emb|CBXB010000018.1|-processed-gene-0.91&CDS=1-1011
485	OG0000485	YAL010C	-snap-gene-5.7-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-5.7&CDS=1-1470
486	OG0000486	YAL011W	-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-5.75&CDS=1-2925
487	OG0000487	YAL012W	-processed-gene-1.96-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-1.96&CDS=1-1215
488	OG0000488	YAL013W	-processed-gene-1.169-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-1.169&CDS=1-2271
489	OG0000489	YAL014C	-snap-gene-0.0-mRNA-1_1&gene=maker-gi|736520397|emb|CBXB010000026.1|-snap-gene-0.0&CDS=1-903
490	OG0000490	YAL016W	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|736520413|emb|CBXB010000017.1|-processed-gene-0.63&CDS=1-2328
491	OG0000491	YAL019W	-processed-gene-0.98-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.98&CDS=1-2760
492	OG0000492	YAL020C	-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.158&CDS=1-954
493	OG0000493	YAL021C	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|736520354|emb|CBXB010000052.1|-processed-gene-0.85&CDS=1-2331
494	OG0000494	YAL022C	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|736520421|emb|CBXB010000013.1|-processed-gene-0.98&CDS=1-1602
495	OG0000495	YAL023C	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|736520421|emb|CBXB010000013.1|-processed-gene-0.62&CDS=1-2262
496	OG0000496	YAL024C	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|736520294|emb|CBXB010000102.1|-processed-gene-0.23&CDS=1-5988
497	OG0000497	YAL025C	-snap-gene-0.208-mRNA-1_1&gene=maker-gi|736520371|emb|CBXB010000043.1|-snap-gene-0.208&CDS=1-1029
498	OG0000498	YAL026C	-processed-gene-2.45-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.45&CDS=1-4071
499	OG0000499	YAL032C	-snap-gene-0.32-mRNA-1_1&gene=maker-gi|736520234|emb|CBXB010000152.1|-snap-gene-0.32&CDS=1-2202
500	OG0000500	YAL033W	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.70&CDS=1-606
501	OG0000501	YAL034W-A	-processed-gene-2.128-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.128&CDS=1-1212
502	OG0000502	YAL035W	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|736520324|emb|CBXB010000072.1|-processed-gene-0.50&CDS=1-3165
503	OG0000503	YAL036C	-processed-gene-0.73-mRNA-1_1&gene=snap_masked-gi|736520324|emb|CBXB010000072.1|-processed-gene-0.73&CDS=1-1107
504	OG0000504	YAL037C-B	-processed-gene-0.35-mRNA-1_1&gene=snap_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-0.35&CDS=1-4716
505	OG0000505	YAL038W	-snap-gene-0.7-mRNA-1_1&gene=maker-gi|736520431|emb|CBXB010000008.1|-snap-gene-0.7&CDS=1-1542
506	OG0000506	YAL039C	-processed-gene-2.35-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-2.35&CDS=1-987
507	OG0000507	YAL041W	-snap-gene-0.30-mRNA-1_1&gene=maker-gi|736520215|emb|CBXB010000166.1|-snap-gene-0.30&CDS=1-3216
508	OG0000508	YAL042W	-augustus-gene-2.84-mRNA-1_1&gene=maker-gi|736520417|emb|CBXB010000015.1|-augustus-gene-2.84&CDS=1-1389
509	OG0000509	YAL043C	-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-gi|736520397|emb|CBXB010000026.1|-processed-gene-0.122&CDS=1-2322
510	OG0000510	YAL044C	-processed-gene-5.54-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-5.54&CDS=1-543
511	OG0000511	YAL044W-A	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|736520204|emb|CBXB010000175.1|-processed-gene-0.21&CDS=1-444
512	OG0000512	YAL046C	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-0.43&CDS=1-573
513	OG0000513	YAL048C	-snap-gene-0.12-mRNA-1_1&gene=maker-gi|736520441|emb|CBXB010000001.1|-snap-gene-0.12&CDS=1-1986
514	OG0000514	YAL049C	-snap-gene-0.87-mRNA-1_1&gene=maker-gi|736520212|emb|CBXB010000169.1|-snap-gene-0.87&CDS=1-1467
515	OG0000515	YAL058W	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-0.70&CDS=1-1860
516	OG0000516	YAL062W	-processed-gene-2.87-mRNA-1_1&gene=snap_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-2.87&CDS=1-1359
517	OG0000517	YAR003W	-snap-gene-0.0-mRNA-1_1&gene=maker-gi|736520424|emb|CBXB010000011.1|-snap-gene-0.0&CDS=1-1620
518	OG0000518	YAR007C	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-0.23&CDS=1-1866
519	OG0000519	YAR008W	-processed-gene-0.151-mRNA-1_1&gene=snap_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.151&CDS=1-942
520	OG0000520	YAR009C, YPR137C-B	
521	OG0000521	YAR014C	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-0.51&CDS=1-2025
522	OG0000522	YAR015W	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|736520248|emb|CBXB010000143.1|-processed-gene-0.23&CDS=1-951
523	OG0000523	YAR018C	-augustus-gene-0.118-mRNA-1_1&gene=maker-gi|736520297|emb|CBXB010000099.1|-augustus-gene-0.118&CDS=1-3006
524	OG0000524	YAR035W	-processed-gene-1.66-mRNA-1_1&gene=snap_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-1.66&CDS=1-2235
525	OG0000525	YBL001C	-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.59&CDS=1-342
526	OG0000526	YBL004W	-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|736520282|emb|CBXB010000114.1|-processed-gene-0.28&CDS=1-8469
527	OG0000527	YBL007C	-snap-gene-0.4-mRNA-1_1&gene=maker-gi|736520362|emb|CBXB010000049.1|-snap-gene-0.4&CDS=1-3777
528	OG0000528	YBL008W	-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-gi|736520421|emb|CBXB010000013.1|-processed-gene-0.101&CDS=1-3405
529	OG0000529	YBL011W	-processed-gene-2.200-mRNA-1_1&gene=augustus_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.200&CDS=1-2163
530	OG0000530	YBL013W	-processed-gene-2.134-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.134&CDS=1-1626
531	OG0000531	YBL015W	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|736520272|emb|CBXB010000124.1|-processed-gene-0.58&CDS=1-1566
532	OG0000532	YBL016W	-snap-gene-0.73-mRNA-1_1&gene=maker-gi|736520237|emb|CBXB010000150.1|-snap-gene-0.73&CDS=1-1056
533	OG0000533	YBL020W	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.86&CDS=1-3981
534	OG0000534	YBL021C	-processed-gene-2.105-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.105&CDS=1-459
535	OG0000535	YBL022C	-processed-gene-2.102-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.102&CDS=1-3552
536	OG0000536	YBL023C	-snap-gene-0.15-mRNA-1_1&gene=maker-gi|736520328|emb|CBXB010000068.1|-snap-gene-0.15&CDS=1-2559
537	OG0000537	YBL024W	-processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|736520368|emb|CBXB010000045.1|-processed-gene-0.41&CDS=1-2301
538	OG0000538	YBL026W	-processed-gene-0.107-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.107&CDS=1-303
539	OG0000539	YBL029C-A	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|736520205|emb|CBXB010000174.1|-processed-gene-0.14&CDS=1-297
540	OG0000540	YBL029W	-processed-gene-1.99-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.99&CDS=1-1431
541	OG0000541	YBL033C	-processed-gene-1.172-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.172&CDS=1-1275
542	OG0000542	YBL034C	-processed-gene-0.66-mRNA-1_1&gene=snap_masked-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.66&CDS=1-3738
543	OG0000543	YBL035C	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.65&CDS=1-1902
544	OG0000544	YBL036C	-augustus-gene-0.200-mRNA-1_1&gene=maker-gi|736520321|emb|CBXB010000075.1|-augustus-gene-0.200&CDS=1-807
545	OG0000545	YBL037W	-processed-gene-0.172-mRNA-1_1&gene=genemark-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.172&CDS=1-2775
546	OG0000546	YBL038W	-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-gi|736520289|emb|CBXB010000107.1|-processed-gene-0.123&CDS=1-666
547	OG0000547	YBL039C	-processed-gene-0.121-mRNA-1_1&gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.121&CDS=1-1734
548	OG0000548	YBL040C	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|736520281|emb|CBXB010000115.1|-processed-gene-0.98&CDS=1-666
549	OG0000549	YBL041W	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|736520281|emb|CBXB010000115.1|-processed-gene-0.80&CDS=1-723
550	OG0000550	YBL047C	-processed-gene-0.135-mRNA-1_1&gene=snap_masked-gi|736520384|emb|CBXB010000035.1|-processed-gene-0.135&CDS=1-4614
551	OG0000551	YBL049W	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|736520263|emb|CBXB010000133.1|-processed-gene-0.12&CDS=1-399
552	OG0000552	YBL050W	-snap-gene-0.8-mRNA-1_1&gene=maker-gi|736520239|emb|CBXB010000149.1|-snap-gene-0.8&CDS=1-876
553	OG0000553	YBL051C	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-0.71&CDS=1-3102
554	OG0000554	YBL054W	-processed-gene-1.92-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.92&CDS=1-1518
555	OG0000555	YBL055C	-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.164&CDS=1-1065
556	OG0000556	YBL057C	-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-gi|736520290|emb|CBXB010000106.1|-processed-gene-0.117&CDS=1-882
557	OG0000557	YBL058W	-processed-gene-1.82-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-1.82&CDS=1-1068
558	OG0000558	YBL059C-A	-processed-gene-2.43-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.43&CDS=1-324
559	OG0000559	YBL061C	-processed-gene-1.77-mRNA-1_1&gene=snap_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-1.77&CDS=1-2625
560	OG0000560	YBL063W	-snap-gene-0.70-mRNA-1_1&gene=maker-gi|736520381|emb|CBXB010000037.1|-snap-gene-0.70&CDS=1-3666
561	OG0000561	YBL064C	-processed-gene-2.8-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.8&CDS=1-1107
562	OG0000562	YBL066C	-augustus-gene-0.1-mRNA-1_1&gene=maker-gi|736520396|emb|CBXB010000027.1|-augustus-gene-0.1&CDS=1-3885
563	OG0000563	YBL071W-A	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.52&CDS=1-240
564	OG0000564	YBL076C	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|736520220|emb|CBXB010000162.1|-processed-gene-0.12&CDS=1-3189
565	OG0000565	YBL078C	-snap-gene-0.144-mRNA-1_1&gene=maker-gi|736520393|emb|CBXB010000029.1|-snap-gene-0.144&CDS=1-366
566	OG0000566	YBL080C	-processed-gene-0.49-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-0.49&CDS=1-1683
567	OG0000567	YBL082C	-processed-gene-0.97-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.97&CDS=1-1773
568	OG0000568	YBL084C	-snap-gene-1.3-mRNA-1_1&gene=maker-gi|736520422|emb|CBXB010000012.1|-snap-gene-1.3&CDS=1-1986
569	OG0000569	YBL086C	-processed-gene-0.151-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.151&CDS=1-816
570	OG0000570	YBL088C	-snap-gene-0.130-mRNA-1_1&gene=maker-gi|736520332|emb|CBXB010000064.1|-snap-gene-0.130&CDS=1-3942
571	OG0000571	YBL090W	-processed-gene-0.135-mRNA-1_1&gene=snap_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.135&CDS=1-603
572	OG0000572	YBL091C	-processed-gene-0.145-mRNA-1_1&gene=snap_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.145&CDS=1-1380
573	OG0000573	YBL092W	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|736520246|emb|CBXB010000144.1|-processed-gene-0.36&CDS=1-393
574	OG0000574	YBL093C	-processed-gene-0.10-mRNA-1_1&gene=snap_masked-gi|736520246|emb|CBXB010000144.1|-processed-gene-0.10&CDS=1-891
575	OG0000575	YBL097W	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520347|emb|CBXB010000055.1|-processed-gene-0.36&CDS=1-2322
576	OG0000576	YBL098W	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|736520280|emb|CBXB010000116.1|-processed-gene-0.21&CDS=1-1701
577	OG0000577	YBL099W	-snap-gene-0.51-mRNA-1_1&gene=maker-gi|736520396|emb|CBXB010000027.1|-snap-gene-0.51&CDS=1-1629
578	OG0000578	YBL102W	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.68&CDS=1-768
579	OG0000579	YBL104C	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.75&CDS=1-3039
580	OG0000580	YBL105C	-augustus-gene-0.2-mRNA-1_1&gene=maker-gi|736520194|emb|CBXB010000184.1|-augustus-gene-0.2&CDS=1-2463
581	OG0000581	YBL107C	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|736520293|emb|CBXB010000103.1|-processed-gene-0.71&CDS=1-552
582	OG0000582	YBR003W	-processed-gene-2.46-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.46&CDS=1-1356
583	OG0000583	YBR004C	-processed-gene-0.132-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.132&CDS=1-1827
584	OG0000584	YBR006W	-processed-gene-2.103-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.103&CDS=1-1563
585	OG0000585	YBR011C	-processed-gene-2.73-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.73&CDS=1-939
586	OG0000586	YBR017C	-snap-gene-0.92-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-snap-gene-0.92&CDS=1-2736
587	OG0000587	YBR018C	-processed-gene-0.103-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.103&CDS=1-1047
588	OG0000588	YBR019C	-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.153&CDS=1-1113
589	OG0000589	YBR023C	-processed-gene-0.122-mRNA-1_1&gene=genemark-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.122&CDS=1-3870
590	OG0000590	YBR025C	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|736520212|emb|CBXB010000169.1|-processed-gene-0.14&CDS=1-1182
591	OG0000591	YBR029C	-processed-gene-2.57-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.57&CDS=1-1332
592	OG0000592	YBR030W	-snap-gene-2.216-mRNA-1_1&gene=maker-gi|736520316|emb|CBXB010000080.1|-snap-gene-2.216&CDS=1-1707
593	OG0000593	YBR034C	-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-gi|736520294|emb|CBXB010000102.1|-processed-gene-0.58&CDS=1-1029
594	OG0000594	YBR035C	-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-1.63&CDS=1-678
595	OG0000595	YBR037C	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-0.45&CDS=1-1005
596	OG0000596	YBR039W	-processed-gene-0.29-mRNA-1_1&gene=snap_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.29&CDS=1-858
597	OG0000597	YBR041W	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|736520394|emb|CBXB010000028.1|-processed-gene-0.11&CDS=1-1965
598	OG0000598	YBR043C	-processed-gene-1.17-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.17&CDS=1-2007
599	OG0000599	YBR046C	-processed-gene-0.76-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-0.76&CDS=1-981
600	OG0000600	YBR053C	-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-gi|736520212|emb|CBXB010000169.1|-processed-gene-0.74&CDS=1-1407
601	OG0000601	YBR055C	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.72&CDS=1-2793
602	OG0000602	YBR056W	-processed-gene-0.6-mRNA-1_1&gene=snap_masked-gi|736520394|emb|CBXB010000028.1|-processed-gene-0.6&CDS=1-1578
603	OG0000603	YBR058C	-snap-gene-0.133-mRNA-1_1&gene=maker-gi|736520321|emb|CBXB010000075.1|-snap-gene-0.133&CDS=1-2346
604	OG0000604	YBR060C	-snap-gene-0.141-mRNA-1_1&gene=maker-gi|736520289|emb|CBXB010000107.1|-snap-gene-0.141&CDS=1-1593
605	OG0000605	YBR061C	-processed-gene-4.35-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-4.35&CDS=1-1041
606	OG0000606	YBR062C	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.57&CDS=1-798
