	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034632_Candida_athensensis
384	OG0000384	YLR174W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-0.61&CDS=1-1302, genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.130-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.130&CDS=1-1230
385	OG0000385	YLR241W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-4.57-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-4.57&CDS=1-2421, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-5.80-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-5.80&CDS=1-2496
386	OG0000386	YLR260W, YOR171C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.24&CDS=1-1482
387	OG0000387	YLR264W, YOR167C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.158-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.158&CDS=1-201
388	OG0000388	YLR270W, YOR173W	maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-5.10-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-5.10&CDS=1-2001
389	OG0000389	YLR287C-A, YOR182C	maker-NODE_2_length_1403861_cov_14.2447_ID_3-snap-gene-5.1-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-snap-gene-5.1&CDS=1-627
390	OG0000390	YLR299W	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-6.125&CDS=1-2247, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.37&CDS=1-6018
391	OG0000391	YLR300W, YOR190W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-2.51&CDS=1-1227
392	OG0000392	YLR433C, YML057W	maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-1.110-mRNA-1_1&gene=maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-1.110&CDS=1-5001
393	OG0000393	YLR449W, YML074C	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.22&CDS=1-1254
394	OG0000394	YLR450W, YML075C	snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.87&CDS=1-4776
395	OG0000395	YLR456W, YPR172W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.66&CDS=1-513
396	OG0000396	YML051W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.106-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.106&CDS=1-1143, genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.34&CDS=1-1266
397	OG0000397	YML054C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.6&CDS=1-1689, maker-NODE_11_length_252262_cov_15.7886_ID_21-augustus-gene-1.94-mRNA-1_1&gene=maker-NODE_11_length_252262_cov_15.7886_ID_21-augustus-gene-1.94&CDS=1-2343
398	OG0000398	YML087C, YML125C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.123-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.123&CDS=1-1746
399	OG0000399	YML100W, YMR261C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.76-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.76&CDS=1-3309
400	OG0000400	YML106W, YMR271C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.199-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.199&CDS=1-651
401	OG0000401	YML109W, YMR273C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.124&CDS=1-3075
402	OG0000402	YML131W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.2-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.2&CDS=1-1068, maker-NODE_3_length_1063087_cov_13.4636_ID_5-snap-gene-5.41-mRNA-1_1&gene=maker-NODE_3_length_1063087_cov_13.4636_ID_5-snap-gene-5.41&CDS=1-2061
403	OG0000403	YMR119W, YNL008C	snap_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-1.64&CDS=1-1770
404	OG0000404	YMR145C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-2.39&CDS=1-1719, genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-0.1&CDS=1-1653
405	OG0000405	YMR177W, YPL224C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.124-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.124&CDS=1-1347
406	OG0000406	YMR182C, YPL230W	augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.123&CDS=1-1107
407	OG0000407	YMR183C, YPL232W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.106-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.106&CDS=1-849
408	OG0000408	YMR186W, YPL240C	maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-0.90&CDS=1-3201
409	OG0000409	YMR194W, YPL249C-A	maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-2.65-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-2.65&CDS=1-1575
410	OG0000410	YMR221C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.98-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.98&CDS=1-1602, genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.59-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.59&CDS=1-1512
411	OG0000411	YMR222C, YOR280C	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.158&CDS=1-801
412	OG0000412	YMR230W, YOR293W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.61-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.61&CDS=1-363
413	OG0000413	YMR237W, YOR299W	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.283-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.283&CDS=1-3402
414	OG0000414	YMR253C, YPL264C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.48&CDS=1-1158
415	OG0000415	YMR303C, YOL086C	augustus_masked-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.25&CDS=1-1452
416	OG0000416	YMR307W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.98-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.98&CDS=1-1638, genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.138-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.138&CDS=1-1629
417	OG0000417	YNL096C, YOR096W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.3-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.3&CDS=1-564
418	OG0000418	YNL098C, YOR101W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.24&CDS=1-1593
419	OG0000419	YNL101W	maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-5.110-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-5.110&CDS=1-4824, maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-10.144-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-10.144&CDS=1-3558
420	OG0000420	YNL104C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-15.103-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-15.103&CDS=1-1767, genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.103-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.103&CDS=1-1719
421	OG0000421	YNL108C, YOR110W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.93&CDS=1-1245
422	OG0000422	YNL283C, YOL105C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.217-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.217&CDS=1-1176
423	OG0000423	YNL293W, YOL112W	maker-NODE_9_length_677365_cov_14.4922_ID_17-augustus-gene-1.59-mRNA-1_1&gene=maker-NODE_9_length_677365_cov_14.4922_ID_17-augustus-gene-1.59&CDS=1-1851
424	OG0000424	YNL301C, YOL120C	maker-NODE_5_length_808207_cov_12.9991_ID_9-snap-gene-4.155-mRNA-1_1&gene=maker-NODE_5_length_808207_cov_12.9991_ID_9-snap-gene-4.155&CDS=1-2058
425	OG0000425	YNR055C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.115-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.115&CDS=1-1671, maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-2.147-mRNA-1_1&gene=maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-2.147&CDS=1-1911
426	OG0000426	YNR074C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.109-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.109&CDS=1-1083, snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.120&CDS=1-1116
427	OG0000427	YOR059C	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-3.35&CDS=1-1467, genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.35-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.35&CDS=1-1605
428	OG0000428	YOR153W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.22&CDS=1-4485, genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.29&CDS=1-4503
429	OG0000429	YOR226C, YPL135W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.108&CDS=1-537
430	OG0000430	YOR233W, YPL141C	augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.31&CDS=1-4680
431	OG0000431	YOR256C, YPL176C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.112-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.112&CDS=1-2448
432	OG0000432	YOR270C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.35&CDS=1-2415, genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.10-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.10&CDS=1-2841
433	OG0000433	YOR388C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.107&CDS=1-1143, genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.99&CDS=1-1131
434	OG0000434	YOR390W, YPL279C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.188-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.188&CDS=1-1206
435	OG0000435	YPL262W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.77-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.77&CDS=1-1461, maker-NODE_7_length_686466_cov_12.8236_ID_13-snap-gene-4.195-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-snap-gene-4.195&CDS=1-1944
436	OG0000436	YPR013C, YPR015C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.105&CDS=1-858
437	OG0000437	YPR169W-A, YPR170W-B	snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.140-mRNA-1_1&gene=snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.140&CDS=1-252
438	OG0000438	YPR181C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.98&CDS=1-2388, maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-1.40-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-1.40&CDS=1-3261
439	OG0000439	YAL001C	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.40&CDS=1-2916
440	OG0000440	YAL002W	augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.109&CDS=1-3783
441	OG0000441	YAL003W	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.20&CDS=1-882
442	OG0000442	YAL004W	snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.159-mRNA-1_1&gene=snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.159&CDS=1-3441
443	OG0000443	YAL009W	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.15&CDS=1-1053
444	OG0000444	YAL010C	maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-3.107-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-3.107&CDS=1-2997
445	OG0000445	YAL011W	maker-NODE_7_length_686466_cov_12.8236_ID_13-snap-gene-3.43-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-snap-gene-3.43&CDS=1-2061
446	OG0000446	YAL012W	maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-4.120-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-4.120&CDS=1-2319
447	OG0000447	YAL013W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.232-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.232&CDS=1-1497
448	OG0000448	YAL014C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.12&CDS=1-762
449	OG0000449	YAL016W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.60-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.60&CDS=1-1845
450	OG0000450	YAL019W	snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.137-mRNA-1_1&gene=snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.137&CDS=1-3093
451	OG0000451	YAL020C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.83-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.83&CDS=1-1017
452	OG0000452	YAL021C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.9-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.9&CDS=1-2163
453	OG0000453	YAL022C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.48-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.48&CDS=1-1323
454	OG0000454	YAL024C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-0.101&CDS=1-3882
455	OG0000455	YAL025C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.104-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.104&CDS=1-882
456	OG0000456	YAL026C	augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.266-mRNA-1_1&gene=augustus_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-9.266&CDS=1-14121
457	OG0000457	YAL034W-A	maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-13.6-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-13.6&CDS=1-969
458	OG0000458	YAL035W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.143-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.143&CDS=1-3012
459	OG0000459	YAL038W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.39-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.39&CDS=1-1512
460	OG0000460	YAL039C	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.102&CDS=1-1491
461	OG0000461	YAL040C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.8&CDS=1-1305
462	OG0000462	YAL042W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.33&CDS=1-1212
463	OG0000463	YAL044C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.3&CDS=1-528
464	OG0000464	YAL044W-A	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.29&CDS=1-327
465	OG0000465	YAL046C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.76-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.76&CDS=1-306
466	OG0000466	YAL048C	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.157&CDS=1-3066
467	OG0000467	YAL049C	maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-16.228-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-16.228&CDS=1-1389
468	OG0000468	YAL067C	genemark-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_12_length_144101_cov_15.7091_ID_23-processed-gene-0.59&CDS=1-1704
469	OG0000469	YAR002W	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.17&CDS=1-1353
470	OG0000470	YAR003W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.40-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.40&CDS=1-1272
471	OG0000471	YAR007C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.64-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.64&CDS=1-1854
472	OG0000472	YAR008W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.51-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.51&CDS=1-609
473	OG0000473	YAR014C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.97-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.97&CDS=1-1869
474	OG0000474	YAR015W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.98&CDS=1-894
475	OG0000475	YAR018C	snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.12&CDS=1-1392
476	OG0000476	YAR042W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.58-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.58&CDS=1-3522
477	OG0000477	YBL001C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.112-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.112&CDS=1-1383
478	OG0000478	YBL004W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.3-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.3&CDS=1-7482
479	OG0000479	YBL010C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.95&CDS=1-834
480	OG0000480	YBL013W	genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-0.25&CDS=1-999
481	OG0000481	YBL014C	augustus_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-0.60&CDS=1-2274
482	OG0000482	YBL015W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.195-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.195&CDS=1-1569
483	OG0000483	YBL016W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.47&CDS=1-1071
484	OG0000484	YBL019W	snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.24&CDS=1-1644
485	OG0000485	YBL020W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.116-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-5.116&CDS=1-1647
