	OrthologID	Arxula_adeninivorans	Saccharomyces_cerevisiae
505	OG0000505	augustus_masked-Arad1A-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.87&CDS=1-432	YGL106W
506	OG0000506	genemark-Arad1A-processed-gene-3.22-mRNA-1_1&gene=genemark-Arad1A-processed-gene-3.22&CDS=1-1002	YBR246W
507	OG0000507	augustus_masked-Arad1A-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.89&CDS=1-309	YMR244C-A
508	OG0000508	augustus_masked-Arad1A-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.68&CDS=1-939	YBL033C
509	OG0000509	augustus_masked-Arad1A-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.70&CDS=1-1509	YEL015W
510	OG0000510	augustus_masked-Arad1A-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.71&CDS=1-1656	YEL013W
511	OG0000511	snap_masked-Arad1A-processed-gene-3.143-mRNA-1_1&gene=snap_masked-Arad1A-processed-gene-3.143&CDS=1-1773	YJR052W
512	OG0000512	augustus_masked-Arad1A-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.73&CDS=1-699	YEL038W
513	OG0000513	maker-Arad1A-augustus-gene-3.4-mRNA-1_1&gene=maker-Arad1A-augustus-gene-3.4&CDS=1-1176	YEL037C
514	OG0000514	augustus_masked-Arad1A-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.74&CDS=1-2490	YML093W
515	OG0000515	maker-Arad1A-augustus-gene-3.5-mRNA-1_1&gene=maker-Arad1A-augustus-gene-3.5&CDS=1-615	YJL055W
516	OG0000516	augustus_masked-Arad1A-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.76&CDS=1-1758	YJL056C
517	OG0000517	augustus_masked-Arad1A-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-3.96&CDS=1-918	YJL053W
518	OG0000518	augustus_masked-Arad1A-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.119&CDS=1-618	YOR258W
519	OG0000519	augustus_masked-Arad1A-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.120&CDS=1-534	YNL044W
520	OG0000520	maker-Arad1A-augustus-gene-4.3-mRNA-1_1&gene=maker-Arad1A-augustus-gene-4.3&CDS=1-330	YKL058W
521	OG0000521	augustus_masked-Arad1A-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.122&CDS=1-1482	YKL059C
522	OG0000522	augustus_masked-Arad1A-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.145&CDS=1-1386	YMR027W
523	OG0000523	augustus_masked-Arad1A-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.123&CDS=1-1047	YMR028W
524	OG0000524	augustus_masked-Arad1A-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.146&CDS=1-2598	YHR047C
525	OG0000525	augustus_masked-Arad1A-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.151&CDS=1-2754	YBR074W
526	OG0000526	augustus_masked-Arad1A-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.153&CDS=1-885	YAR008W
527	OG0000527	augustus_masked-Arad1A-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.131&CDS=1-1413	YMR067C
528	OG0000528	augustus_masked-Arad1A-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.158&CDS=1-615	YML001W
529	OG0000529	genemark-Arad1A-processed-gene-4.22-mRNA-1_1&gene=genemark-Arad1A-processed-gene-4.22&CDS=1-2523	YLR166C
530	OG0000530	genemark-Arad1A-processed-gene-4.52-mRNA-1_1&gene=genemark-Arad1A-processed-gene-4.52&CDS=1-1422	YDR182W
531	OG0000531	maker-Arad1A-augustus-gene-4.1-mRNA-1_1&gene=maker-Arad1A-augustus-gene-4.1&CDS=1-1971	YLR153C
532	OG0000532	augustus_masked-Arad1A-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.161&CDS=1-2310	YML020W
533	OG0000533	augustus_masked-Arad1A-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.137&CDS=1-546	YML022W
534	OG0000534	maker-Arad1A-augustus-gene-4.2-mRNA-1_1&gene=maker-Arad1A-augustus-gene-4.2&CDS=1-1029	YDL108W
535	OG0000535	augustus_masked-Arad1A-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.140&CDS=1-1128	YDL107W
536	OG0000536	augustus_masked-Arad1A-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.141&CDS=1-1194	YML021C
537	OG0000537	augustus_masked-Arad1A-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.164&CDS=1-1464	YGL142C
538	OG0000538	augustus_masked-Arad1A-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.142&CDS=1-1410	YDR440W
539	OG0000539	augustus_masked-Arad1A-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-4.143&CDS=1-1200	YGL143C
540	OG0000540	maker-Arad1A-snap-gene-5.48-mRNA-1_1&gene=maker-Arad1A-snap-gene-5.48&CDS=1-1305	YDR394W
541	OG0000541	augustus_masked-Arad1A-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.56&CDS=1-1128	YDR393W
542	OG0000542	augustus_masked-Arad1A-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.57&CDS=1-1077	YOR148C
543	OG0000543	snap_masked-Arad1A-processed-gene-5.8-mRNA-1_1&gene=snap_masked-Arad1A-processed-gene-5.8&CDS=1-996	YJL088W
544	OG0000544	augustus_masked-Arad1A-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.78&CDS=1-2442	YJL087C
545	OG0000545	augustus_masked-Arad1A-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.60&CDS=1-294	YDR377W
546	OG0000546	maker-Arad1A-augustus-gene-5.96-mRNA-1_1&gene=maker-Arad1A-augustus-gene-5.96&CDS=1-4017	YDL112W
547	OG0000547	maker-Arad1A-snap-gene-5.49-mRNA-1_1&gene=maker-Arad1A-snap-gene-5.49&CDS=1-234	YDR424C
548	OG0000548	augustus_masked-Arad1A-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.63&CDS=1-1626	YDL113C
549	OG0000549	maker-Arad1A-augustus-gene-5.95-mRNA-1_1&gene=maker-Arad1A-augustus-gene-5.95&CDS=1-3156	YDL117W
550	OG0000550	augustus_masked-Arad1A-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.82&CDS=1-963	YML019W
551	OG0000551	augustus_masked-Arad1A-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.65&CDS=1-3258	YJR001W
552	OG0000552	augustus_masked-Arad1A-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.67&CDS=1-1125	YFL039C
553	OG0000553	augustus_masked-Arad1A-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.68&CDS=1-981	YOL001W
554	OG0000554	augustus_masked-Arad1A-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.69&CDS=1-2931	YMR189W
555	OG0000555	augustus_masked-Arad1A-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.85&CDS=1-3684	YGL006W
556	OG0000556	augustus_masked-Arad1A-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.86&CDS=1-903	YLR220W
557	OG0000557	augustus_masked-Arad1A-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.87&CDS=1-1395	YOR056C
558	OG0000558	augustus_masked-Arad1A-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.72&CDS=1-1287	YOR057W
559	OG0000559	augustus_masked-Arad1A-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.88&CDS=1-930	YGR006W
560	OG0000560	augustus_masked-Arad1A-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.73&CDS=1-1044	YGR005C
561	OG0000561	augustus_masked-Arad1A-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.89&CDS=1-1350	YFL037W
562	OG0000562	augustus_masked-Arad1A-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.90&CDS=1-1026	YIR029W
563	OG0000563	augustus_masked-Arad1A-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-5.75&CDS=1-945	YCR016W
564	OG0000564	genemark-Arad1A-processed-gene-5.139-mRNA-1_1&gene=genemark-Arad1A-processed-gene-5.139&CDS=1-192	YML081C-A
565	OG0000565	snap_masked-Arad1A-processed-gene-5.45-mRNA-1_1&gene=snap_masked-Arad1A-processed-gene-5.45&CDS=1-2415	YDR217C
566	OG0000566	augustus_masked-Arad1A-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.61&CDS=1-3588	YLL021W
567	OG0000567	augustus_masked-Arad1A-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.86&CDS=1-708	YLR312W-A
568	OG0000568	augustus_masked-Arad1A-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.62&CDS=1-1686	YGL171W
569	OG0000569	augustus_masked-Arad1A-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.63&CDS=1-1329	YML080W
570	OG0000570	augustus_masked-Arad1A-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.87&CDS=1-501	YML077W
571	OG0000571	augustus_masked-Arad1A-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.64&CDS=1-372	YPL013C
572	OG0000572	genemark-Arad1A-processed-gene-6.7-mRNA-1_1&gene=genemark-Arad1A-processed-gene-6.7&CDS=1-561	YDR162C
573	OG0000573	augustus_masked-Arad1A-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.89&CDS=1-960	YDR161W
574	OG0000574	augustus_masked-Arad1A-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.66&CDS=1-675	YDR152W
575	OG0000575	augustus_masked-Arad1A-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.90&CDS=1-1425	YJR125C
576	OG0000576	augustus_masked-Arad1A-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.68&CDS=1-549	YDR155C
577	OG0000577	maker-Arad1A-augustus-gene-6.56-mRNA-1_1&gene=maker-Arad1A-augustus-gene-6.56&CDS=1-225	YLR395C
578	OG0000578	snap_masked-Arad1A-processed-gene-6.122-mRNA-1_1&gene=snap_masked-Arad1A-processed-gene-6.122&CDS=1-183	YDL067C
579	OG0000579	augustus_masked-Arad1A-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.69&CDS=1-2031	YLR396C
580	OG0000580	augustus_masked-Arad1A-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.93&CDS=1-1242	YPR066W
581	OG0000581	augustus_masked-Arad1A-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.70&CDS=1-3870	YLR384C
582	OG0000582	augustus_masked-Arad1A-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.71&CDS=1-1035	YLR130C
583	OG0000583	augustus_masked-Arad1A-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.96&CDS=1-2514	YBR112C
584	OG0000584	augustus_masked-Arad1A-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.97&CDS=1-2349	YKL078W
585	OG0000585	augustus_masked-Arad1A-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.72&CDS=1-1800	YMR063W
586	OG0000586	augustus_masked-Arad1A-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.98&CDS=1-1002	YOL018C
587	OG0000587	augustus_masked-Arad1A-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.74&CDS=1-879	YPR069C
588	OG0000588	augustus_masked-Arad1A-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.75&CDS=1-696	YOL142W
589	OG0000589	augustus_masked-Arad1A-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.99&CDS=1-2667	YNL325C
590	OG0000590	augustus_masked-Arad1A-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.76&CDS=1-2184	YAL023C
591	OG0000591	augustus_masked-Arad1A-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.101&CDS=1-2220	YGR200C
592	OG0000592	augustus_masked-Arad1A-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.102&CDS=1-1749	YJR016C
593	OG0000593	augustus_masked-Arad1A-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.103&CDS=1-603	YLR251W
594	OG0000594	augustus_masked-Arad1A-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.77&CDS=1-915	YGR086C
595	OG0000595	augustus_masked-Arad1A-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.104&CDS=1-1134	YPL001W
596	OG0000596	augustus_masked-Arad1A-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.78&CDS=1-354	YJL003W
597	OG0000597	maker-Arad1A-augustus-gene-6.57-mRNA-1_1&gene=maker-Arad1A-augustus-gene-6.57&CDS=1-4590	YOR093C
598	OG0000598	augustus_masked-Arad1A-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.79&CDS=1-459	YCR087C-A
599	OG0000599	maker-Arad1A-augustus-gene-6.55-mRNA-1_1&gene=maker-Arad1A-augustus-gene-6.55&CDS=1-360	YDR493W
600	OG0000600	augustus_masked-Arad1A-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.108&CDS=1-1581	YBR007C
601	OG0000601	augustus_masked-Arad1A-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.82&CDS=1-1629	YAL067C
602	OG0000602	augustus_masked-Arad1A-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.109&CDS=1-1176	YNL206C
603	OG0000603	augustus_masked-Arad1A-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-6.110&CDS=1-966	YER133W
604	OG0000604	augustus_masked-Arad1A-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.59&CDS=1-1596	YOR359W
605	OG0000605	augustus_masked-Arad1A-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.61&CDS=1-1668	YOR360C
606	OG0000606	maker-Arad1A-augustus-gene-7.111-mRNA-1_1&gene=maker-Arad1A-augustus-gene-7.111&CDS=1-4590	YDR334W
607	OG0000607	augustus_masked-Arad1A-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.83&CDS=1-1287	YHR086W
608	OG0000608	augustus_masked-Arad1A-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.64&CDS=1-750	YLR022C
609	OG0000609	augustus_masked-Arad1A-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.65&CDS=1-459	YIL004C
610	OG0000610	augustus_masked-Arad1A-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.85&CDS=1-525	YKL069W
611	OG0000611	augustus_masked-Arad1A-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.88&CDS=1-897	YOR251C
612	OG0000612	snap_masked-Arad1A-processed-gene-7.33-mRNA-1_1&gene=snap_masked-Arad1A-processed-gene-7.33&CDS=1-2580	YDR208W
613	OG0000613	augustus_masked-Arad1A-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.94&CDS=1-648	YLR268W
614	OG0000614	augustus_masked-Arad1A-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.96&CDS=1-1563	YPR137W
615	OG0000615	augustus_masked-Arad1A-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.70&CDS=1-2445	YPR135W
616	OG0000616	augustus_masked-Arad1A-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.71&CDS=1-900	YGR119C
617	OG0000617	augustus_masked-Arad1A-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.72&CDS=1-1377	YPR133C
618	OG0000618	genemark-Arad1A-processed-gene-7.131-mRNA-1_1&gene=genemark-Arad1A-processed-gene-7.131&CDS=1-735	YNL168C
619	OG0000619	augustus_masked-Arad1A-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.102&CDS=1-1002	YHR144C
620	OG0000620	augustus_masked-Arad1A-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.76&CDS=1-1662	YNL169C
621	OG0000621	augustus_masked-Arad1A-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.104&CDS=1-765	YLR186W
622	OG0000622	maker-Arad1A-augustus-gene-7.110-mRNA-1_1&gene=maker-Arad1A-augustus-gene-7.110&CDS=1-1131	YPL092W
623	OG0000623	augustus_masked-Arad1A-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.106&CDS=1-1278	YBR029C
624	OG0000624	augustus_masked-Arad1A-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-7.107&CDS=1-774	YGL123W
625	OG0000625	augustus_masked-Arad1A-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.58&CDS=1-972	YDR296W
626	OG0000626	augustus_masked-Arad1A-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.65&CDS=1-2049	YEL053C
627	OG0000627	augustus_masked-Arad1A-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.84&CDS=1-1233	YPR191W
628	OG0000628	augustus_masked-Arad1A-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.66&CDS=1-1785	YPR190C
629	OG0000629	augustus_masked-Arad1A-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.85&CDS=1-2151	YDR324C
630	OG0000630	augustus_masked-Arad1A-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.67&CDS=1-2583	YDR325W
631	OG0000631	augustus_masked-Arad1A-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.68&CDS=1-1137	YML008C
632	OG0000632	augustus_masked-Arad1A-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.86&CDS=1-4059	YPR189W
633	OG0000633	augustus_masked-Arad1A-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.72&CDS=1-627	YCR020C
634	OG0000634	augustus_masked-Arad1A-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.74&CDS=1-993	YGR263C
635	OG0000635	maker-Arad1A-snap-gene-8.106-mRNA-1_1&gene=maker-Arad1A-snap-gene-8.106&CDS=1-2673	YKL046C
636	OG0000636	augustus_masked-Arad1A-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.93&CDS=1-810	YMR130W
637	OG0000637	augustus_masked-Arad1A-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.78&CDS=1-1650	YER086W
638	OG0000638	augustus_masked-Arad1A-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.95&CDS=1-966	YMR126C
639	OG0000639	augustus_masked-Arad1A-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-8.96&CDS=1-1083	YKL077W
640	OG0000640	snap_masked-Arad1A-processed-gene-8.154-mRNA-1_1&gene=snap_masked-Arad1A-processed-gene-8.154&CDS=1-3003	YDR103W
641	OG0000641	genemark-Arad1A-processed-gene-8.49-mRNA-1_1&gene=genemark-Arad1A-processed-gene-8.49&CDS=1-615	YKR065C
642	OG0000642	maker-Arad1A-augustus-gene-8.3-mRNA-1_1&gene=maker-Arad1A-augustus-gene-8.3&CDS=1-3417	YPR097W
643	OG0000643	maker-Arad1A-augustus-gene-8.2-mRNA-1_1&gene=maker-Arad1A-augustus-gene-8.2&CDS=1-3765	YPR095C
644	OG0000644	augustus_masked-Arad1A-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.52&CDS=1-1866	YHR178W
645	OG0000645	augustus_masked-Arad1A-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.59&CDS=1-918	YBR271W
646	OG0000646	augustus_masked-Arad1A-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.78&CDS=1-2319	YAR035W
647	OG0000647	augustus_masked-Arad1A-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.62&CDS=1-2907	YOL021C
648	OG0000648	augustus_masked-Arad1A-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.82&CDS=1-2256	YFR009W
649	OG0000649	genemark-Arad1A-processed-gene-9.111-mRNA-1_1&gene=genemark-Arad1A-processed-gene-9.111&CDS=1-1113	YDR035W
650	OG0000650	augustus_masked-Arad1A-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.83&CDS=1-951	YBR057C
651	OG0000651	augustus_masked-Arad1A-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.84&CDS=1-2301	YBR058C
652	OG0000652	augustus_masked-Arad1A-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.67&CDS=1-735	YLR059C
653	OG0000653	augustus_masked-Arad1A-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.69&CDS=1-1269	YBL091C
654	OG0000654	maker-Arad1A-augustus-gene-9.97-mRNA-1_1&gene=maker-Arad1A-augustus-gene-9.97&CDS=1-2169	YOR367W
655	OG0000655	augustus_masked-Arad1A-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.91&CDS=1-3306	YOR330C
656	OG0000656	augustus_masked-Arad1A-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.71&CDS=1-690	YOR332W
657	OG0000657	augustus_masked-Arad1A-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.72&CDS=1-1329	YOR334W
658	OG0000658	augustus_masked-Arad1A-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.73&CDS=1-924	YOR340C
659	OG0000659	augustus_masked-Arad1A-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.93&CDS=1-444	YOR369C
660	OG0000660	augustus_masked-Arad1A-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.74&CDS=1-726	YAL034W-A
661	OG0000661	augustus_masked-Arad1A-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-9.94&CDS=1-1644	YOR370C
662	OG0000662	maker-Arad1A-snap-gene-10.44-mRNA-1_1&gene=maker-Arad1A-snap-gene-10.44&CDS=1-6003	YIL125W
663	OG0000663	augustus_masked-Arad1A-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.46&CDS=1-969	YDL100C
664	OG0000664	augustus_masked-Arad1A-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.52&CDS=1-1605	YFL055W
665	OG0000665	augustus_masked-Arad1A-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.70&CDS=1-603	YML015C
666	OG0000666	snap_masked-Arad1A-processed-gene-10.27-mRNA-1_1&gene=snap_masked-Arad1A-processed-gene-10.27&CDS=1-1845	YDR118W
667	OG0000667	augustus_masked-Arad1A-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.54&CDS=1-1869	YDR117C
668	OG0000668	augustus_masked-Arad1A-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.72&CDS=1-1476	YDR434W
669	OG0000669	augustus_masked-Arad1A-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.75&CDS=1-876	YDR116C
670	OG0000670	augustus_masked-Arad1A-processed-gene-10.55-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.55&CDS=1-666	YML014W
671	OG0000671	augustus_masked-Arad1A-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.56&CDS=1-918	YNL229C
672	OG0000672	augustus_masked-Arad1A-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.57&CDS=1-1971	YKL125W
673	OG0000673	augustus_masked-Arad1A-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.58&CDS=1-777	YDR262W
674	OG0000674	augustus_masked-Arad1A-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.61&CDS=1-1362	YMR243C
675	OG0000675	augustus_masked-Arad1A-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.78&CDS=1-1839	YBL061C
676	OG0000676	augustus_masked-Arad1A-processed-gene-10.79-mRNA-1_1&gene=augustus_masked-Arad1A-processed-gene-10.79&CDS=1-921	YDL198C
677	OG0000677	maker-Arad1A-augustus-gene-10.85-mRNA-1_1&gene=maker-Arad1A-augustus-gene-10.85&CDS=1-1842	YDR228C
