	OrthologID	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
647	OG0000647	augustus_masked-ari-_s107-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.15&CDS=1-1989	YLR452C
648	OG0000648	augustus_masked-ari-_s107-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.41&CDS=1-1581	YER025W
649	OG0000649	augustus_masked-ari-_s107-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.43&CDS=1-2262	YKL213C
650	OG0000650	augustus_masked-ari-_s107-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.44&CDS=1-1356	YJR122W
651	OG0000651	snap_masked-ari-_s107-processed-gene-1.176-mRNA-1_1&gene=snap_masked-ari-_s107-processed-gene-1.176&CDS=1-1311	YJR124C
652	OG0000652	maker-ari-_s107-snap-gene-1.192-mRNA-1_1&gene=maker-ari-_s107-snap-gene-1.192&CDS=1-2313	YLR451W
653	OG0000653	maker-ari-_s107-snap-gene-1.193-mRNA-1_1&gene=maker-ari-_s107-snap-gene-1.193&CDS=1-222	YDR320C-A
654	OG0000654	snap_masked-ari-_s107-processed-gene-1.178-mRNA-1_1&gene=snap_masked-ari-_s107-processed-gene-1.178&CDS=1-177	YHR072W-A
655	OG0000655	augustus_masked-ari-_s107-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.18&CDS=1-2388	YDR320C
656	OG0000656	augustus_masked-ari-_s107-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.21&CDS=1-591	YGL200C
657	OG0000657	augustus_masked-ari-_s107-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.51&CDS=1-849	YKL154W
658	OG0000658	augustus_masked-ari-_s107-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.52&CDS=1-1131	YGL148W
659	OG0000659	augustus_masked-ari-_s107-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.56&CDS=1-2340	YKR024C
660	OG0000660	augustus_masked-ari-_s107-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-ari-_s107-processed-gene-1.57&CDS=1-906	YKR025W
661	OG0000661	augustus_masked-ari-_s108-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s108-processed-gene-0.4&CDS=1-891	YBR176W
662	OG0000662	augustus_masked-ari-_s108-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s108-processed-gene-0.1&CDS=1-972	YML004C
663	OG0000663	augustus_masked-ari-_s11-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s11-processed-gene-0.0&CDS=1-690	YLR412W
664	OG0000664	augustus_masked-ari-_s11-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s11-processed-gene-0.7&CDS=1-2781	YBR229C
665	OG0000665	augustus_masked-ari-_s11-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s11-processed-gene-0.1&CDS=1-2079	YDL074C
666	OG0000666	augustus_masked-ari-_s11-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s11-processed-gene-0.3&CDS=1-981	YLR405W
667	OG0000667	augustus_masked-ari-_s11-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s11-processed-gene-0.8&CDS=1-4425	YLR086W
668	OG0000668	snap_masked-ari-_s11-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ari-_s11-processed-gene-0.31&CDS=1-303	YDR115W
669	OG0000669	augustus_masked-ari-_s11-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s11-processed-gene-0.10&CDS=1-8571	YLR087C
670	OG0000670	augustus_masked-ari-_s11-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s11-processed-gene-0.5&CDS=1-441	YLL050C
671	OG0000671	genemark-ari-_s110-processed-gene-0.1-mRNA-1_1&gene=genemark-ari-_s110-processed-gene-0.1&CDS=1-2082	YHL016C
672	OG0000672	augustus_masked-ari-_s110-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s110-processed-gene-0.4&CDS=1-5523	YBR208C
673	OG0000673	augustus_masked-ari-_s111-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.2&CDS=1-2598	YBL023C
674	OG0000674	augustus_masked-ari-_s111-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.13&CDS=1-783	YLR285W
675	OG0000675	augustus_masked-ari-_s111-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.7&CDS=1-4740	YKL010C
676	OG0000676	augustus_masked-ari-_s111-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.8&CDS=1-798	YKL007W
677	OG0000677	snap_masked-ari-_s111-processed-gene-0.66-mRNA-1_1&gene=snap_masked-ari-_s111-processed-gene-0.66&CDS=1-297	YKL006C-A
678	OG0000678	augustus_masked-ari-_s111-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.15&CDS=1-1371	YHL002W
679	OG0000679	augustus_masked-ari-_s111-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.16&CDS=1-1323	YHL004W
680	OG0000680	augustus_masked-ari-_s111-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.17&CDS=1-600	YKL117W
681	OG0000681	augustus_masked-ari-_s111-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.18&CDS=1-2691	YNL325C
682	OG0000682	augustus_masked-ari-_s111-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.19&CDS=1-1062	YLR321C
683	OG0000683	augustus_masked-ari-_s111-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-ari-_s111-processed-gene-0.20&CDS=1-966	YLR316C
684	OG0000684	maker-ari-_s111-augustus-gene-0.1-mRNA-1_1&gene=maker-ari-_s111-augustus-gene-0.1&CDS=1-5127	YMR308C
685	OG0000685	augustus_masked-ari-_s112-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s112-processed-gene-0.10&CDS=1-2295	YGL009C
686	OG0000686	augustus_masked-ari-_s112-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ari-_s112-processed-gene-0.11&CDS=1-2172	YGL159W
687	OG0000687	snap_masked-ari-_s112-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ari-_s112-processed-gene-0.19&CDS=1-1743	YDR481C
688	OG0000688	augustus_masked-ari-_s113-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ari-_s113-processed-gene-0.12&CDS=1-1665	YBL061C
689	OG0000689	augustus_masked-ari-_s113-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s113-processed-gene-0.13&CDS=1-714	YER100W
690	OG0000690	augustus_masked-ari-_s114-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s114-processed-gene-0.16&CDS=1-675	YJL218W
691	OG0000691	augustus_masked-ari-_s114-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s114-processed-gene-0.17&CDS=1-939	YGL198W
692	OG0000692	snap_masked-ari-_s114-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ari-_s114-processed-gene-0.7&CDS=1-1854	YMR278W
693	OG0000693	augustus_masked-ari-_s114-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-ari-_s114-processed-gene-0.20&CDS=1-1533	YLL036C
694	OG0000694	augustus_masked-ari-_s115-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.17&CDS=1-732	YDR020C
695	OG0000695	augustus_masked-ari-_s115-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.2&CDS=1-3318	YER110C
696	OG0000696	augustus_masked-ari-_s115-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.3&CDS=1-1095	YKL178C
697	OG0000697	augustus_masked-ari-_s115-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.18&CDS=1-1500	YBL080C
698	OG0000698	augustus_masked-ari-_s115-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.4&CDS=1-387	YBL078C
699	OG0000699	augustus_masked-ari-_s115-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.20&CDS=1-1065	YNL141W
700	OG0000700	augustus_masked-ari-_s115-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.21&CDS=1-549	YDL217C
701	OG0000701	augustus_masked-ari-_s115-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.22&CDS=1-978	YPR023C
702	OG0000702	augustus_masked-ari-_s115-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.26&CDS=1-1230	YDR083W
703	OG0000703	augustus_masked-ari-_s115-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.28&CDS=1-888	YER142C
704	OG0000704	augustus_masked-ari-_s115-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.13&CDS=1-1026	YNL230C
705	OG0000705	augustus_masked-ari-_s115-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.31&CDS=1-951	YHR062C
706	OG0000706	augustus_masked-ari-_s115-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.14&CDS=1-792	YNL155W
707	OG0000707	augustus_masked-ari-_s115-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.16&CDS=1-522	YMR035W
708	OG0000708	augustus_masked-ari-_s115-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-ari-_s115-processed-gene-0.33&CDS=1-711	YGR057C
709	OG0000709	augustus_masked-ari-_s116-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s116-processed-gene-0.18&CDS=1-1989	YDR365C
710	OG0000710	augustus_masked-ari-_s116-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s116-processed-gene-0.19&CDS=1-1518	YOR118W
711	OG0000711	augustus_masked-ari-_s116-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-ari-_s116-processed-gene-0.20&CDS=1-642	YDR367W
712	OG0000712	snap_masked-ari-_s116-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ari-_s116-processed-gene-0.0&CDS=1-1524	YOR119C
713	OG0000713	augustus_masked-ari-_s116-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s116-processed-gene-0.14&CDS=1-1431	YBL103C
714	OG0000714	augustus_masked-ari-_s116-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s116-processed-gene-0.15&CDS=1-1485	YHR113W
715	OG0000715	maker-ari-_s116-augustus-gene-0.11-mRNA-1_1&gene=maker-ari-_s116-augustus-gene-0.11&CDS=1-1719	YHR009C
716	OG0000716	augustus_masked-ari-_s117-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.59&CDS=1-1980	YJR098C
717	OG0000717	augustus_masked-ari-_s117-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.79&CDS=1-483	YJR097W
718	OG0000718	augustus_masked-ari-_s117-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.60&CDS=1-1266	YNL248C
719	OG0000719	augustus_masked-ari-_s117-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.61&CDS=1-762	YNL246W
720	OG0000720	augustus_masked-ari-_s117-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.62&CDS=1-1422	YGR255C
721	OG0000721	augustus_masked-ari-_s117-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.63&CDS=1-1098	YDR058C
722	OG0000722	augustus_masked-ari-_s117-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.64&CDS=1-1314	YGR159C
723	OG0000723	augustus_masked-ari-_s117-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.65&CDS=1-2283	YGL045W
724	OG0000724	augustus_masked-ari-_s117-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.66&CDS=1-2361	YJL029C
725	OG0000725	augustus_masked-ari-_s117-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.67&CDS=1-750	YDR007W
726	OG0000726	augustus_masked-ari-_s117-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.84&CDS=1-1665	YJL008C
727	OG0000727	augustus_masked-ari-_s117-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.68&CDS=1-468	YER046W
728	OG0000728	augustus_masked-ari-_s117-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.86&CDS=1-798	YDL142C
729	OG0000729	maker-ari-_s117-augustus-gene-0.52-mRNA-1_1&gene=maker-ari-_s117-augustus-gene-0.52&CDS=1-3075	YNR043W
730	OG0000730	maker-ari-_s117-augustus-gene-0.50-mRNA-1_1&gene=maker-ari-_s117-augustus-gene-0.50&CDS=1-864	YJL003W
731	OG0000731	augustus_masked-ari-_s117-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.88&CDS=1-1059	YCR086W
732	OG0000732	augustus_masked-ari-_s117-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.70&CDS=1-1365	YDR289C
733	OG0000733	augustus_masked-ari-_s117-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.71&CDS=1-1932	YDR484W
734	OG0000734	augustus_masked-ari-_s117-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.91&CDS=1-972	YOL094C
735	OG0000735	maker-ari-_s117-snap-gene-0.56-mRNA-1_1&gene=maker-ari-_s117-snap-gene-0.56&CDS=1-5175	YDL140C
736	OG0000736	maker-ari-_s117-snap-gene-0.58-mRNA-1_1&gene=maker-ari-_s117-snap-gene-0.58&CDS=1-3510	YNL321W
737	OG0000737	augustus_masked-ari-_s117-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.74&CDS=1-342	YGR074W
738	OG0000738	augustus_masked-ari-_s117-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.96&CDS=1-471	YGR076C
739	OG0000739	augustus_masked-ari-_s117-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.97&CDS=1-471	YDL004W
740	OG0000740	augustus_masked-ari-_s117-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.76&CDS=1-1542	YDL003W
741	OG0000741	augustus_masked-ari-_s117-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.77&CDS=1-696	YDR489W
742	OG0000742	augustus_masked-ari-_s117-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.100&CDS=1-3510	YOL138C
743	OG0000743	augustus_masked-ari-_s117-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.78&CDS=1-909	YNL320W
744	OG0000744	augustus_masked-ari-_s117-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-ari-_s117-processed-gene-0.101&CDS=1-1026	YOL139C
745	OG0000745	augustus_masked-ari-_s119-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s119-processed-gene-0.7&CDS=1-2175	YJR101W
746	OG0000746	augustus_masked-ari-_s119-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s119-processed-gene-0.8&CDS=1-861	YJR088C
747	OG0000747	augustus_masked-ari-_s122-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.22&CDS=1-4278	YGR116W
748	OG0000748	maker-ari-_s122-augustus-gene-0.0-mRNA-1_1&gene=maker-ari-_s122-augustus-gene-0.0&CDS=1-4245	YJL108C
749	OG0000749	augustus_masked-ari-_s122-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.29&CDS=1-1212	YOL022C
750	OG0000750	augustus_masked-ari-_s122-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.30&CDS=1-2268	YOL023W
751	OG0000751	augustus_masked-ari-_s122-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.31&CDS=1-1554	YDR052C
752	OG0000752	augustus_masked-ari-_s122-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.32&CDS=1-711	YDR054C
753	OG0000753	maker-ari-_s122-snap-gene-0.34-mRNA-1_1&gene=maker-ari-_s122-snap-gene-0.34&CDS=1-2715	YFR016C
754	OG0000754	augustus_masked-ari-_s122-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.25&CDS=1-3729	YJL080C
755	OG0000755	augustus_masked-ari-_s122-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.26&CDS=1-1629	YGR055W
756	OG0000756	augustus_masked-ari-_s122-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ari-_s122-processed-gene-0.27&CDS=1-426	YPR100W
757	OG0000757	augustus_masked-ari-_s124-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s124-processed-gene-0.13&CDS=1-1788	YNL048W
758	OG0000758	augustus_masked-ari-_s124-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s124-processed-gene-0.14&CDS=1-2703	YGL137W
759	OG0000759	snap_masked-ari-_s125-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ari-_s125-processed-gene-0.29&CDS=1-2442	YMR075W
760	OG0000760	augustus_masked-ari-_s125-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.54&CDS=1-789	YEL021W
761	OG0000761	augustus_masked-ari-_s125-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.79&CDS=1-1071	YJL053W
762	OG0000762	augustus_masked-ari-_s125-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.58&CDS=1-807	YGL050W
763	OG0000763	augustus_masked-ari-_s125-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.59&CDS=1-3669	YDR495C
764	OG0000764	augustus_masked-ari-_s125-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.82&CDS=1-3501	YDL141W
765	OG0000765	augustus_masked-ari-_s125-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.60&CDS=1-1074	YHR034C
766	OG0000766	maker-ari-_s125-augustus-gene-0.51-mRNA-1_1&gene=maker-ari-_s125-augustus-gene-0.51&CDS=1-2853	YBL015W
767	OG0000767	augustus_masked-ari-_s125-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.67&CDS=1-288	YOR265W
768	OG0000768	genemark-ari-_s125-processed-gene-0.127-mRNA-1_1&gene=genemark-ari-_s125-processed-gene-0.127&CDS=1-789	YOR262W
769	OG0000769	augustus_masked-ari-_s125-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.68&CDS=1-963	YOR261C
770	OG0000770	augustus_masked-ari-_s125-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.69&CDS=1-1311	YPL172C
771	OG0000771	snap_masked-ari-_s125-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ari-_s125-processed-gene-0.22&CDS=1-2379	YNL085W
772	OG0000772	augustus_masked-ari-_s125-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.71&CDS=1-993	YDR315C
773	OG0000773	augustus_masked-ari-_s125-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.86&CDS=1-2037	YHR042W
774	OG0000774	augustus_masked-ari-_s125-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.72&CDS=1-2592	YER070W
775	OG0000775	genemark-ari-_s125-processed-gene-0.112-mRNA-1_1&gene=genemark-ari-_s125-processed-gene-0.112&CDS=1-2001	YIL067C
776	OG0000776	augustus_masked-ari-_s125-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.88&CDS=1-1173	YJR076C
777	OG0000777	augustus_masked-ari-_s125-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ari-_s125-processed-gene-0.76&CDS=1-756	YJR144W
778	OG0000778	snap_masked-ari-_s126-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ari-_s126-processed-gene-0.4&CDS=1-1347	YGL181W
779	OG0000779	genemark-ari-_s126-processed-gene-0.22-mRNA-1_1&gene=genemark-ari-_s126-processed-gene-0.22&CDS=1-414	YPR017C
780	OG0000780	augustus_masked-ari-_s127-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.14&CDS=1-909	YJR008W
781	OG0000781	augustus_masked-ari-_s127-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.19&CDS=1-3447	YDR291W
782	OG0000782	augustus_masked-ari-_s127-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.16&CDS=1-1506	YBR056W
783	OG0000783	augustus_masked-ari-_s127-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s127-processed-gene-0.17&CDS=1-1212	YPL154C
784	OG0000784	augustus_masked-ari-_s128-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s128-processed-gene-0.2&CDS=1-2163	YLR352W
785	OG0000785	augustus_masked-ari-_s129-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-ari-_s129-processed-gene-0.24&CDS=1-468	YEL034W
786	OG0000786	augustus_masked-ari-_s129-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s129-processed-gene-0.25&CDS=1-2838	YPR163C
787	OG0000787	augustus_masked-ari-_s13-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.99&CDS=1-1128	YFL039C
788	OG0000788	maker-ari-_s13-augustus-gene-0.0-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-0.0&CDS=1-333	YOR327C
789	OG0000789	augustus_masked-ari-_s13-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.100&CDS=1-507	YAL044C
790	OG0000790	snap_masked-ari-_s13-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-0.27&CDS=1-1944	YDL206W
791	OG0000791	augustus_masked-ari-_s13-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.82&CDS=1-1725	YGL084C
792	OG0000792	snap_masked-ari-_s13-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-0.29&CDS=1-411	YGL087C
793	OG0000793	augustus_masked-ari-_s13-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.84&CDS=1-1995	YGL086W
794	OG0000794	augustus_masked-ari-_s13-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.104&CDS=1-2604	YBR055C
795	OG0000795	maker-ari-_s13-augustus-gene-0.1-mRNA-1_1&gene=maker-ari-_s13-augustus-gene-0.1&CDS=1-3357	YMR131C
796	OG0000796	augustus_masked-ari-_s13-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.105&CDS=1-966	YPL266W
797	OG0000797	augustus_masked-ari-_s13-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.89&CDS=1-1596	YEL058W
798	OG0000798	augustus_masked-ari-_s13-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.108&CDS=1-693	YGL085W
799	OG0000799	augustus_masked-ari-_s13-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.92&CDS=1-1365	YBR130C
800	OG0000800	augustus_masked-ari-_s13-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.93&CDS=1-1143	YFL030W
801	OG0000801	augustus_masked-ari-_s13-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.95&CDS=1-4236	YNL088W
802	OG0000802	augustus_masked-ari-_s13-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.113&CDS=1-1041	YOR042W
803	OG0000803	augustus_masked-ari-_s13-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-0.115&CDS=1-1146	YDR502C
804	OG0000804	augustus_masked-ari-_s13-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.0&CDS=1-3177	YCL061C
805	OG0000805	augustus_masked-ari-_s13-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.5&CDS=1-1077	YCL059C
806	OG0000806	augustus_masked-ari-_s13-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.2&CDS=1-1248	YIR012W
807	OG0000807	augustus_masked-ari-_s13-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.3&CDS=1-1413	YIR008C
808	OG0000808	augustus_masked-ari-_s13-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.6&CDS=1-2742	YIR007W
809	OG0000809	augustus_masked-ari-_s13-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.18&CDS=1-585	YER012W
810	OG0000810	snap_masked-ari-_s13-processed-gene-1.110-mRNA-1_1&gene=snap_masked-ari-_s13-processed-gene-1.110&CDS=1-717	YBR256C
811	OG0000811	augustus_masked-ari-_s13-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-ari-_s13-processed-gene-1.20&CDS=1-1242	YIL160C
