	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035651_Torulaspora_microellipsoides
404	OG0000404	YAL014C	genemark-flattened_line_31-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.73&CDS=1-858
405	OG0000405	YAL016W	genemark-flattened_line_31-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.50&CDS=1-1827
406	OG0000406	YAL017W	snap_masked-flattened_line_31-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.93&CDS=1-3882
407	OG0000407	YAL018C	genemark-flattened_line_58-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.3&CDS=1-912
408	OG0000408	YAL019W	snap_masked-flattened_line_58-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.73&CDS=1-3204
409	OG0000409	YAL020C	genemark-flattened_line_58-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.6&CDS=1-978
410	OG0000410	YAL021C	genemark-flattened_line_58-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.7&CDS=1-2523
411	OG0000411	YAL024C	genemark-flattened_line_58-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.10&CDS=1-4131
412	OG0000412	YAL025C	genemark-flattened_line_58-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.11&CDS=1-921
413	OG0000413	YAL026C	genemark-flattened_line_58-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.12&CDS=1-4017
414	OG0000414	YAL027W	maker-flattened_line_58-snap-gene-0.133-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.133&CDS=1-2316
415	OG0000415	YAL031C	snap_masked-flattened_line_58-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.61&CDS=1-2388
416	OG0000416	YAL032C	genemark-flattened_line_58-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.18&CDS=1-1392
417	OG0000417	YAL033W	genemark-flattened_line_58-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.35&CDS=1-504
418	OG0000418	YAL034W-A	genemark-flattened_line_58-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.38&CDS=1-849
419	OG0000419	YAL035W	genemark-flattened_line_58-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.40&CDS=1-2997
420	OG0000420	YAL036C	genemark-flattened_line_58-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.23&CDS=1-1107
421	OG0000421	YAL038W	genemark-flattened_line_58-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.43&CDS=1-1503
422	OG0000422	YAL039C	genemark-flattened_line_60-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.92&CDS=1-828
423	OG0000423	YAL040C	genemark-flattened_line_60-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.93&CDS=1-1629
424	OG0000424	YAL041W	genemark-flattened_line_60-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.115&CDS=1-2307
425	OG0000425	YAL042W	genemark-flattened_line_60-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.116&CDS=1-1218
426	OG0000426	YAL043C	genemark-flattened_line_60-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.98&CDS=1-2388
427	OG0000427	YAL044C	genemark-flattened_line_60-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.100&CDS=1-519
428	OG0000428	YAL044W-A	augustus_masked-flattened_line_60-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.25&CDS=1-366
429	OG0000429	YAL046C	genemark-flattened_line_60-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.101&CDS=1-306
430	OG0000430	YAL047C	snap_masked-flattened_line_60-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.54&CDS=1-2310
431	OG0000431	YAL048C	genemark-flattened_line_60-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.103&CDS=1-1959
432	OG0000432	YAL051W	genemark-flattened_line_60-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.122&CDS=1-2958
433	OG0000433	YAL053W	genemark-flattened_line_60-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.123&CDS=1-2304
434	OG0000434	YAL054C	genemark-flattened_line_60-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.105&CDS=1-2160
435	OG0000435	YAL055W	snap_masked-flattened_line_60-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.77&CDS=1-534
436	OG0000436	YAL058W	augustus_masked-flattened_line_60-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.35&CDS=1-1767
437	OG0000437	YAL059W	genemark-flattened_line_60-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.130&CDS=1-606
438	OG0000438	YAL067C	genemark-flattened_line_44-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.130&CDS=1-1776
439	OG0000439	YAR014C	genemark-flattened_line_3-processed-gene-2.2-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.2&CDS=1-2037
440	OG0000440	YAR015W	genemark-flattened_line_3-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.5&CDS=1-915
441	OG0000441	YAR018C	genemark-flattened_line_3-processed-gene-2.1-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.1&CDS=1-1245
442	OG0000442	YAR019C	genemark-flattened_line_3-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.0&CDS=1-2748
443	OG0000443	YAR035W	genemark-flattened_line_3-processed-gene-2.4-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.4&CDS=1-2145
444	OG0000444	YAR042W	genemark-flattened_line_3-processed-gene-2.3-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.3&CDS=1-3999
445	OG0000445	YBL001C	genemark-flattened_line_11-processed-gene-2.135-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.135&CDS=1-321
446	OG0000446	YBL004W	genemark-flattened_line_11-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.112&CDS=1-9246
447	OG0000447	YBL015W	genemark-flattened_line_50-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.119&CDS=1-1578
448	OG0000448	YBL016W	genemark-flattened_line_50-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.120&CDS=1-1038
449	OG0000449	YBL018C	genemark-flattened_line_50-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.79&CDS=1-309
450	OG0000450	YBL020W	augustus_masked-flattened_line_50-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.208&CDS=1-2943
451	OG0000451	YBL021C	genemark-flattened_line_50-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.80&CDS=1-621
452	OG0000452	YBL022C	genemark-flattened_line_50-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.81&CDS=1-3327
453	OG0000453	YBL023C	genemark-flattened_line_50-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.83&CDS=1-2625
454	OG0000454	YBL024W	genemark-flattened_line_50-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.124&CDS=1-2091
455	OG0000455	YBL025W	genemark-flattened_line_50-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.125&CDS=1-432
456	OG0000456	YBL026W	snap_masked-flattened_line_50-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.50&CDS=1-285
457	OG0000457	YBL028C	genemark-flattened_line_11-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.69&CDS=1-321
458	OG0000458	YBL029C-A	genemark-flattened_line_11-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.68&CDS=1-288
459	OG0000459	YBL029W	augustus_masked-flattened_line_11-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.86&CDS=1-1164
460	OG0000460	YBL031W	augustus_masked-flattened_line_33-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.159&CDS=1-927
461	OG0000461	YBL032W	genemark-flattened_line_33-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.29&CDS=1-1185
462	OG0000462	YBL033C	genemark-flattened_line_33-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.60&CDS=1-933
463	OG0000463	YBL034C	snap_masked-flattened_line_33-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.122&CDS=1-4386
464	OG0000464	YBL035C	snap_masked-flattened_line_33-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.121&CDS=1-2007
465	OG0000465	YBL036C	genemark-flattened_line_33-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.58&CDS=1-774
466	OG0000466	YBL037W	genemark-flattened_line_33-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.27&CDS=1-3051
467	OG0000467	YBL038W	snap_masked-flattened_line_33-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.87&CDS=1-666
468	OG0000468	YBL039C	genemark-flattened_line_1-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.87&CDS=1-1728
469	OG0000469	YBL040C	genemark-flattened_line_1-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.85&CDS=1-660
470	OG0000470	YBL041W	genemark-flattened_line_1-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.61&CDS=1-723
471	OG0000471	YBL045C	genemark-flattened_line_1-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.84&CDS=1-1350
472	OG0000472	YBL046W	genemark-flattened_line_1-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.58&CDS=1-1356
473	OG0000473	YBL047C	genemark-flattened_line_1-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.82&CDS=1-3894
474	OG0000474	YBL049W	snap_masked-flattened_line_1-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.104&CDS=1-240
475	OG0000475	YBL050W	genemark-flattened_line_1-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.55&CDS=1-876
476	OG0000476	YBL051C	maker-flattened_line_1-snap-gene-3.50-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-3.50&CDS=1-1893
477	OG0000477	YBL052C	genemark-flattened_line_1-processed-gene-3.142-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.142&CDS=1-2340
478	OG0000478	YBL055C	snap_masked-flattened_line_1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.95&CDS=1-1191
479	OG0000479	YBL056W	genemark-flattened_line_1-processed-gene-3.119-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.119&CDS=1-1407
480	OG0000480	YBL057C	genemark-flattened_line_1-processed-gene-3.139-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.139&CDS=1-636
481	OG0000481	YBL058W	genemark-flattened_line_1-processed-gene-3.118-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.118&CDS=1-1200
482	OG0000482	YBL059C-A	augustus_masked-flattened_line_1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.38&CDS=1-333
483	OG0000483	YBL060W	genemark-flattened_line_1-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.113&CDS=1-1968
484	OG0000484	YBL061C	genemark-flattened_line_1-processed-gene-3.136-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.136&CDS=1-2022
485	OG0000485	YBL063W	augustus_masked-flattened_line_1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.12&CDS=1-3408
486	OG0000486	YBL064C	genemark-flattened_line_1-processed-gene-3.135-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.135&CDS=1-747
487	OG0000487	YBL066C	genemark-flattened_line_1-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.134&CDS=1-3561
488	OG0000488	YBL069W	genemark-flattened_line_1-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.110&CDS=1-1284
489	OG0000489	YBL071W-A	snap_masked-flattened_line_1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.61&CDS=1-246
490	OG0000490	YBL074C	genemark-flattened_line_1-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.130&CDS=1-1032
491	OG0000491	YBL076C	genemark-flattened_line_1-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.128&CDS=1-3207
492	OG0000492	YBL078C	genemark-flattened_line_1-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.126&CDS=1-354
493	OG0000493	YBL079W	genemark-flattened_line_1-processed-gene-3.109-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.109&CDS=1-4413
494	OG0000494	YBL080C	genemark-flattened_line_1-processed-gene-3.124-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.124&CDS=1-1548
495	OG0000495	YBL081W	augustus_masked-flattened_line_1-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.8&CDS=1-1194
496	OG0000496	YBL082C	genemark-flattened_line_1-processed-gene-3.105-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.105&CDS=1-1326
497	OG0000497	YBL084C	genemark-flattened_line_1-processed-gene-3.103-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.103&CDS=1-2094
498	OG0000498	YBL086C	genemark-flattened_line_1-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.94&CDS=1-1308
499	OG0000499	YBL088C	maker-flattened_line_1-augustus-gene-2.47-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.47&CDS=1-8154
500	OG0000500	YBL090W	genemark-flattened_line_1-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.70&CDS=1-513
501	OG0000501	YBL091C	genemark-flattened_line_1-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.91&CDS=1-1899
502	OG0000502	YBL092W	genemark-flattened_line_1-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.69&CDS=1-393
503	OG0000503	YBL093C	genemark-flattened_line_1-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.90&CDS=1-612
504	OG0000504	YBL097W	genemark-flattened_line_1-processed-gene-2.66-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.66&CDS=1-2343
505	OG0000505	YBL098W	genemark-flattened_line_1-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.65&CDS=1-1425
506	OG0000506	YBL099W	genemark-flattened_line_1-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.63&CDS=1-1647
507	OG0000507	YBL101C	genemark-flattened_line_1-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.86&CDS=1-3306
508	OG0000508	YBL102W	genemark-flattened_line_1-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.61&CDS=1-642
509	OG0000509	YBL103C	genemark-flattened_line_1-processed-gene-2.85-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.85&CDS=1-1494
510	OG0000510	YBL105C	augustus_masked-flattened_line_1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.28&CDS=1-10293
511	OG0000511	YBL106C	genemark-flattened_line_1-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.81&CDS=1-3102
512	OG0000512	YBL107C	augustus_masked-flattened_line_1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.26&CDS=1-594
513	OG0000513	YBR002C	genemark-flattened_line_11-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.137&CDS=1-858
514	OG0000514	YBR003W	genemark-flattened_line_11-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.116&CDS=1-1407
515	OG0000515	YBR004C	genemark-flattened_line_11-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.138&CDS=1-1299
516	OG0000516	YBR006W	genemark-flattened_line_3-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.37&CDS=1-1491
517	OG0000517	YBR007C	snap_masked-flattened_line_3-processed-gene-2.66-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.66&CDS=1-2136
518	OG0000518	YBR008C	genemark-flattened_line_44-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.131&CDS=1-1665
519	OG0000519	YBR011C	genemark-flattened_line_3-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.14&CDS=1-861
520	OG0000520	YBR015C	augustus_masked-flattened_line_3-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.117&CDS=1-2559
521	OG0000521	YBR017C	genemark-flattened_line_3-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.6&CDS=1-2730
522	OG0000522	YBR018C	genemark-flattened_line_11-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.108&CDS=1-1098
523	OG0000523	YBR019C	genemark-flattened_line_11-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.107&CDS=1-2100
524	OG0000524	YBR020W	genemark-flattened_line_11-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.130&CDS=1-1581
525	OG0000525	YBR023C	genemark-flattened_line_11-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.104&CDS=1-3462
526	OG0000526	YBR025C	genemark-flattened_line_11-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.102&CDS=1-1179
527	OG0000527	YBR026C	augustus_masked-flattened_line_11-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.141&CDS=1-1122
528	OG0000528	YBR028C	genemark-flattened_line_11-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.33&CDS=1-1566
529	OG0000529	YBR029C	genemark-flattened_line_11-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.32&CDS=1-1281
530	OG0000530	YBR034C	genemark-flattened_line_11-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.31&CDS=1-1044
531	OG0000531	YBR035C	genemark-flattened_line_11-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.29&CDS=1-684
532	OG0000532	YBR036C	genemark-flattened_line_11-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.53&CDS=1-1188
533	OG0000533	YBR037C	genemark-flattened_line_11-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.105&CDS=1-798
534	OG0000534	YBR038W	genemark-flattened_line_11-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.103&CDS=1-2841
535	OG0000535	YBR039W	genemark-flattened_line_11-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.47&CDS=1-888
536	OG0000536	YBR040W	augustus_masked-flattened_line_11-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.152&CDS=1-909
537	OG0000537	YBR041W	genemark-flattened_line_11-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.45&CDS=1-2007
538	OG0000538	YBR042C	genemark-flattened_line_11-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.25&CDS=1-1194
539	OG0000539	YBR043C	genemark-flattened_line_11-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.24&CDS=1-2076
540	OG0000540	YBR044C	genemark-flattened_line_11-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.22&CDS=1-1713
541	OG0000541	YBR045C	snap_masked-flattened_line_11-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.72&CDS=1-1857
542	OG0000542	YBR046C	genemark-flattened_line_11-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.18&CDS=1-1017
543	OG0000543	YBR047W	genemark-flattened_line_11-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.42&CDS=1-480
544	OG0000544	YBR049C	genemark-flattened_line_11-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.17&CDS=1-1911
