	OrthologID	Lachancea_kluyveri	Saccharomyces_cerevisiae
1220	OG0001220	genemark-SAKL0C-processed-gene-7.87-mRNA-1_1&gene=genemark-SAKL0C-processed-gene-7.87&CDS=1-921	YDL015C
1221	OG0001221	augustus_masked-SAKL0C-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.20&CDS=1-966	YDL014W
1222	OG0001222	maker-SAKL0C-augustus-gene-7.0-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-7.0&CDS=1-2985	YDL013W
1223	OG0001223	genemark-SAKL0C-processed-gene-7.89-mRNA-1_1&gene=genemark-SAKL0C-processed-gene-7.89&CDS=1-351	YDL012C
1224	OG0001224	snap_masked-SAKL0C-processed-gene-7.120-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-7.120&CDS=1-1482	YBR138C
1225	OG0001225	maker-SAKL0C-augustus-gene-7.2-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-7.2&CDS=1-4311	YOL075C
1226	OG0001226	augustus_masked-SAKL0C-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.23&CDS=1-576	YGR078C
1227	OG0001227	augustus_masked-SAKL0C-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.43&CDS=1-855	YOL073C
1228	OG0001228	snap_masked-SAKL0C-processed-gene-7.122-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-7.122&CDS=1-1698	YGR077C
1229	OG0001229	snap_masked-SAKL0C-processed-gene-7.123-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-7.123&CDS=1-471	YGR076C
1230	OG0001230	augustus_masked-SAKL0C-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.25&CDS=1-750	YGR075C
1231	OG0001231	augustus_masked-SAKL0C-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.44&CDS=1-423	YGR074W
1232	OG0001232	augustus_masked-SAKL0C-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.45&CDS=1-2511	YGR072W
1233	OG0001233	augustus_masked-SAKL0C-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.29&CDS=1-1374	YOL072W
1234	OG0001234	augustus_masked-SAKL0C-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.30&CDS=1-927	YDL047W
1235	OG0001235	augustus_masked-SAKL0C-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.31&CDS=1-507	YDL046W
1236	OG0001236	snap_masked-SAKL0C-processed-gene-7.131-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-7.131&CDS=1-486	YOL071W
1237	OG0001237	snap_masked-SAKL0C-processed-gene-7.132-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-7.132&CDS=1-285	YDL045W-A
1238	OG0001238	augustus_masked-SAKL0C-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.46&CDS=1-990	YDL045C
1239	OG0001239	snap_masked-SAKL0C-processed-gene-7.148-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-7.148&CDS=1-1074	YDL044C
1240	OG0001240	snap_masked-SAKL0C-processed-gene-7.149-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-7.149&CDS=1-2028	YOL070C
1241	OG0001241	augustus_masked-SAKL0C-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-7.33&CDS=1-1413	YOL069W
1242	OG0001242	augustus_masked-SAKL0C-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.18&CDS=1-564	YOL067C
1243	OG0001243	augustus_masked-SAKL0C-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.19&CDS=1-2565	YDL040C
1244	OG0001244	maker-SAKL0C-augustus-gene-8.15-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-8.15&CDS=1-2928	YOL066C
1245	OG0001245	augustus_masked-SAKL0C-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.21&CDS=1-3165	YDL035C
1246	OG0001246	genemark-SAKL0C-processed-gene-8.84-mRNA-1_1&gene=genemark-SAKL0C-processed-gene-8.84&CDS=1-2403	YDL033C
1247	OG0001247	augustus_masked-SAKL0C-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.22&CDS=1-3009	YDL031W
1248	OG0001248	augustus_masked-SAKL0C-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.23&CDS=1-1584	YDL030W
1249	OG0001249	augustus_masked-SAKL0C-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.24&CDS=1-1278	YBR029C
1250	OG0001250	augustus_masked-SAKL0C-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.25&CDS=1-1593	YBR028C
1251	OG0001251	snap_masked-SAKL0C-processed-gene-8.114-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-8.114&CDS=1-1107	YBR026C
1252	OG0001252	snap_masked-SAKL0C-processed-gene-8.133-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-8.133&CDS=1-420	YOL108C
1253	OG0001253	augustus_masked-SAKL0C-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.27&CDS=1-1068	YOL107W
1254	OG0001254	augustus_masked-SAKL0C-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.42&CDS=1-864	YNL284C
1255	OG0001255	snap_masked-SAKL0C-processed-gene-8.118-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-8.118&CDS=1-660	YNL282W
1256	OG0001256	augustus_masked-SAKL0C-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.43&CDS=1-3213	YOL100W
1257	OG0001257	snap_masked-SAKL0C-processed-gene-8.122-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-8.122&CDS=1-354	YDR493W
1258	OG0001258	snap_masked-SAKL0C-processed-gene-8.123-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-8.123&CDS=1-684	YOL102C
1259	OG0001259	snap_masked-SAKL0C-processed-gene-8.124-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-8.124&CDS=1-1074	YDR494W
1260	OG0001260	augustus_masked-SAKL0C-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.44&CDS=1-2787	YDR495C
1261	OG0001261	augustus_masked-SAKL0C-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.45&CDS=1-2013	YDR496C
1262	OG0001262	augustus_masked-SAKL0C-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.47&CDS=1-1044	YDR498C
1263	OG0001263	augustus_masked-SAKL0C-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.32&CDS=1-1068	YOL104C
1264	OG0001264	augustus_masked-SAKL0C-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.33&CDS=1-1338	YNL280C
1265	OG0001265	augustus_masked-SAKL0C-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.49&CDS=1-453	YNL281W
1266	OG0001266	augustus_masked-SAKL0C-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.51&CDS=1-3120	YOL098C
1267	OG0001267	augustus_masked-SAKL0C-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.52&CDS=1-849	YDR489W
1268	OG0001268	augustus_masked-SAKL0C-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.34&CDS=1-1866	YDR488C
1269	OG0001269	augustus_masked-SAKL0C-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.35&CDS=1-633	YDR487C
1270	OG0001270	augustus_masked-SAKL0C-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.54&CDS=1-1272	YOL097C
1271	OG0001271	augustus_masked-SAKL0C-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.36&CDS=1-681	YDR486C
1272	OG0001272	augustus_masked-SAKL0C-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.55&CDS=1-981	YOL096C
1273	OG0001273	augustus_masked-SAKL0C-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.37&CDS=1-2163	YDR485C
1274	OG0001274	augustus_masked-SAKL0C-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.56&CDS=1-2163	YOL095C
1275	OG0001275	augustus_masked-SAKL0C-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.57&CDS=1-1806	YDR484W
1276	OG0001276	augustus_masked-SAKL0C-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-8.58&CDS=1-957	YOL094C
1277	OG0001277	augustus_masked-SAKL0C-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.5&CDS=1-867	YOL093W
1278	OG0001278	augustus_masked-SAKL0C-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.6&CDS=1-915	YOL092W
1279	OG0001279	snap_masked-SAKL0C-processed-gene-9.102-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.102&CDS=1-2961	YOL089C
1280	OG0001280	augustus_masked-SAKL0C-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.10&CDS=1-939	YBR151W
1281	OG0001281	snap_masked-SAKL0C-processed-gene-9.130-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.130&CDS=1-738	YOL088C
1282	OG0001282	snap_masked-SAKL0C-processed-gene-9.105-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.105&CDS=1-990	YBR152W
1283	OG0001283	augustus_masked-SAKL0C-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.13&CDS=1-756	YBR153W
1284	OG0001284	augustus_masked-SAKL0C-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.35&CDS=1-645	YBR154C
1285	OG0001285	snap_masked-SAKL0C-processed-gene-9.132-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.132&CDS=1-2934	YOL087C
1286	OG0001286	augustus_masked-SAKL0C-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.14&CDS=1-330	YOL086W-A
1287	OG0001287	augustus_masked-SAKL0C-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.16&CDS=1-2913	YOL084W
1288	OG0001288	augustus_masked-SAKL0C-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.18&CDS=1-1302	YBR143C
1289	OG0001289	augustus_masked-SAKL0C-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.40&CDS=1-2364	YBR142W
1290	OG0001290	augustus_masked-SAKL0C-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.19&CDS=1-1032	YBR141C
1291	OG0001291	augustus_masked-SAKL0C-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.41&CDS=1-984	YOL080C
1292	OG0001292	augustus_masked-SAKL0C-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.21&CDS=1-3609	YOL078W
1293	OG0001293	augustus_masked-SAKL0C-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.22&CDS=1-201	YOL077W-A
1294	OG0001294	augustus_masked-SAKL0C-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.43&CDS=1-879	YOL077C
1295	OG0001295	snap_masked-SAKL0C-processed-gene-9.115-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.115&CDS=1-2400	YOL076W
1296	OG0001296	snap_masked-SAKL0C-processed-gene-9.117-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.117&CDS=1-690	YDL010W
1297	OG0001297	snap_masked-SAKL0C-processed-gene-9.118-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.118&CDS=1-432	YDL008W
1298	OG0001298	augustus_masked-SAKL0C-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.26&CDS=1-861	YBR011C
1299	OG0001299	augustus_masked-SAKL0C-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.44&CDS=1-675	YDR007W
1300	OG0001300	augustus_masked-SAKL0C-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-9.30&CDS=1-2841	YDR006C
1301	OG0001301	snap_masked-SAKL0C-processed-gene-9.125-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.125&CDS=1-2118	YBR007C
1302	OG0001302	snap_masked-SAKL0C-processed-gene-9.126-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-9.126&CDS=1-1161	YDR005C
1303	OG0001303	snap_masked-SAKL0C-processed-gene-10.44-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-10.44&CDS=1-1101	YPR201W
1304	OG0001304	snap_masked-SAKL0C-processed-gene-10.46-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-10.46&CDS=1-513	YBR004C
1305	OG0001305	snap_masked-SAKL0C-processed-gene-10.61-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-10.61&CDS=1-1440	YBR003W
1306	OG0001306	augustus_masked-SAKL0C-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.3&CDS=1-873	YBR002C
1307	OG0001307	augustus_masked-SAKL0C-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.16&CDS=1-600	YDR002W
1308	OG0001308	augustus_masked-SAKL0C-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.4&CDS=1-2238	YDR001C
1309	OG0001309	augustus_masked-SAKL0C-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.5&CDS=1-312	YBL001C
1310	OG0001310	augustus_masked-SAKL0C-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.18&CDS=1-1284	YDL001W
1311	OG0001311	augustus_masked-SAKL0C-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.7&CDS=1-717	YDL002C
1312	OG0001312	augustus_masked-SAKL0C-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.19&CDS=1-7467	YBL004W
1313	OG0001313	augustus_masked-SAKL0C-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.20&CDS=1-1758	YDL003W
1314	OG0001314	augustus_masked-SAKL0C-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.21&CDS=1-474	YDL004W
1315	OG0001315	maker-SAKL0C-snap-gene-10.40-mRNA-1_1&gene=maker-SAKL0C-snap-gene-10.40&CDS=1-846	YDL005C
1316	OG0001316	augustus_masked-SAKL0C-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.22&CDS=1-882	YDL006W
1317	OG0001317	maker-SAKL0C-augustus-gene-10.41-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-10.41&CDS=1-1308	YDL007W
1318	OG0001318	augustus_masked-SAKL0C-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.24&CDS=1-1101	YBR018C
1319	OG0001319	augustus_masked-SAKL0C-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.25&CDS=1-2058	YBR019C
1320	OG0001320	snap_masked-SAKL0C-processed-gene-10.57-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-10.57&CDS=1-552	YBR022W
1321	OG0001321	augustus_masked-SAKL0C-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.29&CDS=1-3567	YBR023C
1322	OG0001322	augustus_masked-SAKL0C-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.30&CDS=1-2841	YBR038W
1323	OG0001323	augustus_masked-SAKL0C-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.13&CDS=1-930	YBR037C
1324	OG0001324	augustus_masked-SAKL0C-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.31&CDS=1-1179	YBR025C
1325	OG0001325	augustus_masked-SAKL0C-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.32&CDS=1-840	YNL286W
1326	OG0001326	maker-SAKL0C-augustus-gene-10.42-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-10.42&CDS=1-3909	YNL287W
1327	OG0001327	augustus_masked-SAKL0C-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-10.36&CDS=1-942	YNL289W
1328	OG0001328	augustus_masked-SAKL0C-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.16&CDS=1-987	YNL290W
1329	OG0001329	augustus_masked-SAKL0C-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.13&CDS=1-1587	YNL291C
1330	OG0001330	maker-SAKL0C-augustus-gene-11.11-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-11.11&CDS=1-1836	YNL292W
1331	OG0001331	augustus_masked-SAKL0C-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.14&CDS=1-603	YOL111C
1332	OG0001332	snap_masked-SAKL0C-processed-gene-11.172-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-11.172&CDS=1-1647	YNL293W
1333	OG0001333	augustus_masked-SAKL0C-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.15&CDS=1-1467	YNL294C
1334	OG0001334	augustus_masked-SAKL0C-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.19&CDS=1-1656	YNL295W
1335	OG0001335	augustus_masked-SAKL0C-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.20&CDS=1-4860	YNL297C
1336	OG0001336	augustus_masked-SAKL0C-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.57&CDS=1-2580	YNL298W
1337	OG0001337	snap_masked-SAKL0C-processed-gene-11.175-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-11.175&CDS=1-507	YOL114C
1338	OG0001338	augustus_masked-SAKL0C-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.58&CDS=1-1941	YOL115W
1339	OG0001339	augustus_masked-SAKL0C-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.59&CDS=1-1314	YOL116W
1340	OG0001340	snap_masked-SAKL0C-processed-gene-11.219-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-11.219&CDS=1-1911	YOL117W
1341	OG0001341	augustus_masked-SAKL0C-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.62&CDS=1-1653	YOL123W
1342	OG0001342	augustus_masked-SAKL0C-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.26&CDS=1-1317	YOL124C
1343	OG0001343	augustus_masked-SAKL0C-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.63&CDS=1-1266	YNL304W
1344	OG0001344	augustus_masked-SAKL0C-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.64&CDS=1-1365	YOL125W
1345	OG0001345	augustus_masked-SAKL0C-processed-gene-11.27-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.27&CDS=1-1101	YOL126C
1346	OG0001346	augustus_masked-SAKL0C-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.28&CDS=1-894	YNL305C
1347	OG0001347	augustus_masked-SAKL0C-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.65&CDS=1-426	YOL127W
1348	OG0001348	augustus_masked-SAKL0C-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.66&CDS=1-633	YNL306W
1349	OG0001349	augustus_masked-SAKL0C-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.29&CDS=1-1089	YNL307C
1350	OG0001350	augustus_masked-SAKL0C-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.67&CDS=1-528	YOL129W
1351	OG0001351	augustus_masked-SAKL0C-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.30&CDS=1-1725	YNL308C
1352	OG0001352	augustus_masked-SAKL0C-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.69&CDS=1-963	YNL309W
1353	OG0001353	augustus_masked-SAKL0C-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.31&CDS=1-543	YNL310C
1354	OG0001354	augustus_masked-SAKL0C-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.32&CDS=1-2250	YNL311C
1355	OG0001355	genemark-SAKL0C-processed-gene-11.148-mRNA-1_1&gene=genemark-SAKL0C-processed-gene-11.148&CDS=1-1443	YOL132W
1356	OG0001356	maker-SAKL0C-augustus-gene-11.12-mRNA-1_1&gene=maker-SAKL0C-augustus-gene-11.12&CDS=1-843	YNL312W
1357	OG0001357	augustus_masked-SAKL0C-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.33&CDS=1-2706	YNL313C
1358	OG0001358	snap_masked-SAKL0C-processed-gene-11.231-mRNA-1_1&gene=snap_masked-SAKL0C-processed-gene-11.231&CDS=1-909	YNL314W
1359	OG0001359	augustus_masked-SAKL0C-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.34&CDS=1-972	YNL315C
1360	OG0001360	augustus_masked-SAKL0C-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.35&CDS=1-960	YNL316C
1361	OG0001361	augustus_masked-SAKL0C-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.73&CDS=1-345	YOL133W
1362	OG0001362	augustus_masked-SAKL0C-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.36&CDS=1-738	YOL135C
1363	OG0001363	augustus_masked-SAKL0C-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.38&CDS=1-1206	YOL136C
1364	OG0001364	augustus_masked-SAKL0C-processed-gene-11.74-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.74&CDS=1-1377	YNL317W
1365	OG0001365	augustus_masked-SAKL0C-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.75&CDS=1-1395	YOL137W
1366	OG0001366	augustus_masked-SAKL0C-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.40&CDS=1-4059	YOL138C
1367	OG0001367	augustus_masked-SAKL0C-processed-gene-11.76-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.76&CDS=1-858	YNL320W
1368	OG0001368	augustus_masked-SAKL0C-processed-gene-11.41-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.41&CDS=1-627	YOL139C
1369	OG0001369	augustus_masked-SAKL0C-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.77&CDS=1-2637	YNL321W
1370	OG0001370	augustus_masked-SAKL0C-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.42&CDS=1-768	YNL322C
1371	OG0001371	augustus_masked-SAKL0C-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.78&CDS=1-1272	YOL140W
1372	OG0001372	augustus_masked-SAKL0C-processed-gene-11.79-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.79&CDS=1-1248	YNL323W
1373	OG0001373	augustus_masked-SAKL0C-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.80&CDS=1-2091	YOL141W
1374	OG0001374	augustus_masked-SAKL0C-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.44&CDS=1-2607	YNL325C
1375	OG0001375	augustus_masked-SAKL0C-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.81&CDS=1-708	YOL142W
1376	OG0001376	augustus_masked-SAKL0C-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.45&CDS=1-999	YNL326C
1377	OG0001377	augustus_masked-SAKL0C-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.46&CDS=1-426	YNL328C
1378	OG0001378	augustus_masked-SAKL0C-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.47&CDS=1-3102	YNL329C
1379	OG0001379	augustus_masked-SAKL0C-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.48&CDS=1-1299	YNL330C
1380	OG0001380	augustus_masked-SAKL0C-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.49&CDS=1-507	YOL143C
1381	OG0001381	augustus_masked-SAKL0C-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.83&CDS=1-1485	YOL144W
1382	OG0001382	augustus_masked-SAKL0C-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.50&CDS=1-3270	YOL145C
1383	OG0001383	augustus_masked-SAKL0C-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.84&CDS=1-552	YOL146W
1384	OG0001384	augustus_masked-SAKL0C-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.51&CDS=1-2643	YOL147C
1385	OG0001385	augustus_masked-SAKL0C-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.85&CDS=1-633	YOL149W
1386	OG0001386	augustus_masked-SAKL0C-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.86&CDS=1-1146	YGL256W
1387	OG0001387	augustus_masked-SAKL0C-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-SAKL0C-processed-gene-11.55&CDS=1-1737	YBR296C
