	OrthologID	Nakaseomyces_delphensis	Saccharomyces_cerevisiae
972	OG0000972	snap_masked-NADE0S04-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.91&CDS=1-1020	YMR101C
973	OG0000973	snap_masked-NADE0S04-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.114&CDS=1-1812	YMR100W
974	OG0000974	snap_masked-NADE0S04-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.115&CDS=1-891	YMR099C
975	OG0000975	snap_masked-NADE0S04-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.116&CDS=1-1488	YHL020C
976	OG0000976	snap_masked-NADE0S04-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.117&CDS=1-1794	YHL019C
977	OG0000977	snap_masked-NADE0S04-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.93&CDS=1-327	YHL018W
978	OG0000978	snap_masked-NADE0S04-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.118&CDS=1-2181	YHL016C
979	OG0000979	augustus_masked-NADE0S04-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-4.52&CDS=1-357	YHL015W
980	OG0000980	augustus_masked-NADE0S04-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-4.75&CDS=1-1215	YHL014C
981	OG0000981	snap_masked-NADE0S04-processed-gene-4.95-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.95&CDS=1-351	YMR074C
982	OG0000982	snap_masked-NADE0S04-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.96&CDS=1-567	YMR073C
983	OG0000983	snap_masked-NADE0S04-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.120&CDS=1-603	YMR072W
984	OG0000984	snap_masked-NADE0S04-processed-gene-4.97-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.97&CDS=1-501	YMR071C
985	OG0000985	snap_masked-NADE0S04-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.121&CDS=1-1941	YMR070W
986	OG0000986	snap_masked-NADE0S04-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.122&CDS=1-930	YMR069W
987	OG0000987	snap_masked-NADE0S04-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.98&CDS=1-1368	YHR004C
988	OG0000988	snap_masked-NADE0S04-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.99&CDS=1-1308	YKL027W
989	OG0000989	snap_masked-NADE0S04-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.123&CDS=1-1074	YHR002W
990	OG0000990	augustus_masked-NADE0S04-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-4.80&CDS=1-234	YHR001W-A
991	OG0000991	augustus_masked-NADE0S04-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-4.58&CDS=1-1335	YHR001W
992	OG0000992	snap_masked-NADE0S04-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.125&CDS=1-699	YKL002W
993	OG0000993	maker-NADE0S04-augustus-gene-4.88-mRNA-1_1&gene=maker-NADE0S04-augustus-gene-4.88&CDS=1-2004	YHL002W
994	OG0000994	snap_masked-NADE0S04-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.129&CDS=1-1221	YHL004W
995	OG0000995	augustus_masked-NADE0S04-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-4.60&CDS=1-504	YHL006C
996	OG0000996	snap_masked-NADE0S04-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.103&CDS=1-1878	YHL008C
997	OG0000997	snap_masked-NADE0S04-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.105&CDS=1-1794	YHL010C
998	OG0000998	snap_masked-NADE0S04-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.106&CDS=1-963	YHL011C
999	OG0000999	snap_masked-NADE0S04-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.107&CDS=1-2907	YMR080C
1000	OG0001000	snap_masked-NADE0S04-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.108&CDS=1-2181	YMR078C
1001	OG0001001	snap_masked-NADE0S04-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.109&CDS=1-624	YMR077C
1002	OG0001002	augustus_masked-NADE0S04-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-4.87&CDS=1-1500	YIL090W
1003	OG0001003	snap_masked-NADE0S04-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.111&CDS=1-2079	YIL091C
1004	OG0001004	snap_masked-NADE0S04-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.112&CDS=1-789	YIL093C
1005	OG0001005	snap_masked-NADE0S04-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-4.113&CDS=1-1116	YIL094C
1006	OG0001006	snap_masked-NADE0S04-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.3&CDS=1-981	YIL096C
1007	OG0001007	snap_masked-NADE0S04-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.7&CDS=1-1461	YIL097W
1008	OG0001008	snap_masked-NADE0S04-processed-gene-5.8-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.8&CDS=1-1077	YNL037C
1009	OG0001009	snap_masked-NADE0S04-processed-gene-5.4-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.4&CDS=1-504	YIL098C
1010	OG0001010	snap_masked-NADE0S04-processed-gene-5.9-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.9&CDS=1-1560	YIL099W
1011	OG0001011	snap_masked-NADE0S04-processed-gene-5.5-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.5&CDS=1-1953	YIL101C
1012	OG0001012	augustus_masked-NADE0S04-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-5.71&CDS=1-1281	YIL103W
1013	OG0001013	augustus_masked-NADE0S04-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-5.49&CDS=1-1494	YIL104C
1014	OG0001014	snap_masked-NADE0S04-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.11&CDS=1-870	YIL106W
1015	OG0001015	snap_masked-NADE0S04-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.29&CDS=1-2205	YIL105C
1016	OG0001016	snap_masked-NADE0S04-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.12&CDS=1-609	YPL186C
1017	OG0001017	snap_masked-NADE0S04-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.30&CDS=1-1287	YPL188W
1018	OG0001018	snap_masked-NADE0S04-processed-gene-5.13-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.13&CDS=1-2781	YGR089W
1019	OG0001019	snap_masked-NADE0S04-processed-gene-5.14-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.14&CDS=1-3588	YGR090W
1020	OG0001020	snap_masked-NADE0S04-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.15&CDS=1-1428	YGR091W
1021	OG0001021	snap_masked-NADE0S04-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.17&CDS=1-1461	YGR093W
1022	OG0001022	snap_masked-NADE0S04-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.18&CDS=1-3177	YGR094W
1023	OG0001023	snap_masked-NADE0S04-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.33&CDS=1-672	YGR095C
1024	OG0001024	augustus_masked-NADE0S04-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-5.58&CDS=1-894	YGR096W
1025	OG0001025	snap_masked-NADE0S04-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.20&CDS=1-657	YPR113W
1026	OG0001026	snap_masked-NADE0S04-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.22&CDS=1-642	YDL059C
1027	OG0001027	snap_masked-NADE0S04-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.34&CDS=1-2403	YDL060W
1028	OG0001028	snap_masked-NADE0S04-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.23&CDS=1-1854	YDL063C
1029	OG0001029	snap_masked-NADE0S04-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.35&CDS=1-471	YDL064W
1030	OG0001030	snap_masked-NADE0S04-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.24&CDS=1-948	YDL065C
1031	OG0001031	augustus_masked-NADE0S04-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-5.64&CDS=1-993	YGR213C
1032	OG0001032	genemark-NADE0S04-processed-gene-5.110-mRNA-1_1&gene=genemark-NADE0S04-processed-gene-5.110&CDS=1-186	YDL067C
1033	OG0001033	augustus_masked-NADE0S04-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-5.66&CDS=1-561	YDL072C
1034	OG0001034	snap_masked-NADE0S04-processed-gene-5.37-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.37&CDS=1-3435	YDL073W
1035	OG0001035	snap_masked-NADE0S04-processed-gene-5.26-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.26&CDS=1-2070	YDL074C
1036	OG0001036	snap_masked-NADE0S04-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.27&CDS=1-1041	YDL076C
1037	OG0001037	snap_masked-NADE0S04-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.28&CDS=1-3156	YDL077C
1038	OG0001038	augustus_masked-NADE0S04-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-5.83&CDS=1-1284	YKL181W
1039	OG0001039	snap_masked-NADE0S04-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.39&CDS=1-6243	YKL182W
1040	OG0001040	snap_masked-NADE0S04-processed-gene-5.40-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.40&CDS=1-807	YKL183W
1041	OG0001041	snap_masked-NADE0S04-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-5.41&CDS=1-1371	YKL184W
1042	OG0001042	snap_masked-NADE0S04-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.80&CDS=1-2136	YKL185W
1043	OG0001043	snap_masked-NADE0S04-processed-gene-6.77-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.77&CDS=1-519	YKL186C
1044	OG0001044	snap_masked-NADE0S04-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.79&CDS=1-2628	YKL188C
1045	OG0001045	snap_masked-NADE0S04-processed-gene-6.94-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.94&CDS=1-1179	YKL189W
1046	OG0001046	snap_masked-NADE0S04-processed-gene-6.95-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.95&CDS=1-525	YKL190W
1047	OG0001047	snap_masked-NADE0S04-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.98&CDS=1-1572	YGR044C
1048	OG0001048	snap_masked-NADE0S04-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.82&CDS=1-1086	YGR052W
1049	OG0001049	snap_masked-NADE0S04-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.99&CDS=1-810	YGR053C
1050	OG0001050	snap_masked-NADE0S04-processed-gene-6.83-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.83&CDS=1-1941	YGR054W
1051	OG0001051	augustus_masked-NADE0S04-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-6.23&CDS=1-828	YGR057C
1052	OG0001052	snap_masked-NADE0S04-processed-gene-6.87-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.87&CDS=1-1140	YGR058W
1053	OG0001053	snap_masked-NADE0S04-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.89&CDS=1-924	YGR060W
1054	OG0001054	snap_masked-NADE0S04-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.101&CDS=1-4050	YGR061C
1055	OG0001055	snap_masked-NADE0S04-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.102&CDS=1-963	YGR062C
1056	OG0001056	snap_masked-NADE0S04-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.103&CDS=1-306	YGR063C
1057	OG0001057	maker-NADE0S04-snap-gene-6.118-mRNA-1_1&gene=maker-NADE0S04-snap-gene-6.118&CDS=1-3579	YGR065C
1058	OG0001058	augustus_masked-NADE0S04-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-6.29&CDS=1-1617	YGR068C
1059	OG0001059	snap_masked-NADE0S04-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.91&CDS=1-240	YNL211C
1060	OG0001060	augustus_masked-NADE0S04-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-6.32&CDS=1-2382	YNL212W
1061	OG0001061	snap_masked-NADE0S04-processed-gene-6.92-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.92&CDS=1-615	YNL213C
1062	OG0001062	augustus_masked-NADE0S04-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-6.33&CDS=1-615	YNL214W
1063	OG0001063	augustus_masked-NADE0S04-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-6.34&CDS=1-1779	YDL233W
1064	OG0001064	snap_masked-NADE0S04-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.113&CDS=1-996	YNL215W
1065	OG0001065	snap_masked-NADE0S04-processed-gene-6.114-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.114&CDS=1-2139	YNL216W
1066	OG0001066	augustus_masked-NADE0S04-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-6.37&CDS=1-924	YNL217W
1067	OG0001067	snap_masked-NADE0S04-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.93&CDS=1-486	YDL235C
1068	OG0001068	snap_masked-NADE0S04-processed-gene-6.116-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-6.116&CDS=1-1740	YNL218W
1069	OG0001069	snap_masked-NADE0S04-processed-gene-7.100-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.100&CDS=1-1662	YNL219C
1070	OG0001070	snap_masked-NADE0S04-processed-gene-7.103-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.103&CDS=1-1296	YNL220W
1071	OG0001071	snap_masked-NADE0S04-processed-gene-7.101-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.101&CDS=1-2571	YNL221C
1072	OG0001072	snap_masked-NADE0S04-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.105&CDS=1-618	YNL222W
1073	OG0001073	snap_masked-NADE0S04-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.106&CDS=1-1386	YNL223W
1074	OG0001074	snap_masked-NADE0S04-processed-gene-7.102-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.102&CDS=1-2334	YNL224C
1075	OG0001075	augustus_masked-NADE0S04-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-7.8&CDS=1-1788	YNL227C
1076	OG0001076	snap_masked-NADE0S04-processed-gene-7.108-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.108&CDS=1-1083	YNL229C
1077	OG0001077	snap_masked-NADE0S04-processed-gene-7.109-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.109&CDS=1-999	YNL230C
1078	OG0001078	snap_masked-NADE0S04-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.110&CDS=1-1032	YNL231C
1079	OG0001079	augustus_masked-NADE0S04-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-7.27&CDS=1-858	YNL232W
1080	OG0001080	snap_masked-NADE0S04-processed-gene-7.131-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.131&CDS=1-4386	YDR216W
1081	OG0001081	snap_masked-NADE0S04-processed-gene-7.132-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.132&CDS=1-1071	YDR214W
1082	OG0001082	snap_masked-NADE0S04-processed-gene-7.134-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.134&CDS=1-1677	YDR212W
1083	OG0001083	snap_masked-NADE0S04-processed-gene-7.135-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.135&CDS=1-573	YLR229C
1084	OG0001084	snap_masked-NADE0S04-processed-gene-7.136-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.136&CDS=1-192	YDR210W
1085	OG0001085	snap_masked-NADE0S04-processed-gene-7.137-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.137&CDS=1-2370	YDR208W
1086	OG0001086	snap_masked-NADE0S04-processed-gene-7.112-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.112&CDS=1-1845	YDR207C
1087	OG0001087	snap_masked-NADE0S04-processed-gene-7.138-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.138&CDS=1-3153	YDR206W
1088	OG0001088	snap_masked-NADE0S04-processed-gene-7.139-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.139&CDS=1-1278	YDR205W
1089	OG0001089	snap_masked-NADE0S04-processed-gene-7.140-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.140&CDS=1-993	YDR204W
1090	OG0001090	snap_masked-NADE0S04-processed-gene-7.113-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.113&CDS=1-1029	YDR202C
1091	OG0001091	snap_masked-NADE0S04-processed-gene-7.141-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.141&CDS=1-456	YDR201W
1092	OG0001092	snap_masked-NADE0S04-processed-gene-7.142-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.142&CDS=1-1116	YDR197W
1093	OG0001093	snap_masked-NADE0S04-processed-gene-7.116-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.116&CDS=1-708	YDR196C
1094	OG0001094	snap_masked-NADE0S04-processed-gene-7.117-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.117&CDS=1-2058	YDR194C
1095	OG0001095	augustus_masked-NADE0S04-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-7.17&CDS=1-1806	YDR192C
1096	OG0001096	snap_masked-NADE0S04-processed-gene-7.143-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.143&CDS=1-1080	YDR191W
1097	OG0001097	snap_masked-NADE0S04-processed-gene-7.119-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.119&CDS=1-1374	YDR190C
1098	OG0001098	snap_masked-NADE0S04-processed-gene-7.144-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.144&CDS=1-2001	YDR189W
1099	OG0001099	snap_masked-NADE0S04-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.120&CDS=1-2481	YDR186C
1100	OG0001100	augustus_masked-NADE0S04-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-7.20&CDS=1-1095	YDR184C
1101	OG0001101	snap_masked-NADE0S04-processed-gene-7.145-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.145&CDS=1-663	YDR183W
1102	OG0001102	snap_masked-NADE0S04-processed-gene-7.146-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.146&CDS=1-1452	YDR182W
1103	OG0001103	snap_masked-NADE0S04-processed-gene-7.147-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.147&CDS=1-678	YLR118C
1104	OG0001104	snap_masked-NADE0S04-processed-gene-7.122-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.122&CDS=1-564	YLR119W
1105	OG0001105	snap_masked-NADE0S04-processed-gene-7.148-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.148&CDS=1-2472	YLR207W
1106	OG0001106	snap_masked-NADE0S04-processed-gene-7.149-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.149&CDS=1-1593	YLR206W
1107	OG0001107	snap_masked-NADE0S04-processed-gene-7.150-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.150&CDS=1-933	YLR205C
1108	OG0001108	snap_masked-NADE0S04-processed-gene-7.124-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.124&CDS=1-1317	YLR203C
1109	OG0001109	snap_masked-NADE0S04-processed-gene-7.125-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.125&CDS=1-798	YLR201C
1110	OG0001110	snap_masked-NADE0S04-processed-gene-7.151-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.151&CDS=1-318	YLR200W
1111	OG0001111	snap_masked-NADE0S04-processed-gene-7.126-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.126&CDS=1-819	YLR199C
1112	OG0001112	snap_masked-NADE0S04-processed-gene-7.152-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.152&CDS=1-1530	YLR197W
1113	OG0001113	snap_masked-NADE0S04-processed-gene-7.153-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.153&CDS=1-1764	YLR196W
1114	OG0001114	snap_masked-NADE0S04-processed-gene-7.127-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-7.127&CDS=1-1365	YLR195C
1115	OG0001115	snap_masked-NADE0S04-processed-gene-8.1-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.1&CDS=1-1098	YGL248W
1116	OG0001116	snap_masked-NADE0S04-processed-gene-8.2-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.2&CDS=1-2007	YGL249W
1117	OG0001117	snap_masked-NADE0S04-processed-gene-8.3-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.3&CDS=1-825	YGL250W
1118	OG0001118	snap_masked-NADE0S04-processed-gene-8.0-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.0&CDS=1-3207	YGL251C
1119	OG0001119	snap_masked-NADE0S04-processed-gene-8.24-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.24&CDS=1-1419	YGL254W
1120	OG0001120	maker-NADE0S04-augustus-gene-8.51-mRNA-1_1&gene=maker-NADE0S04-augustus-gene-8.51&CDS=1-1917	YBR160W
1121	OG0001121	augustus_masked-NADE0S04-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-8.77&CDS=1-1512	YBR158W
1122	OG0001122	snap_masked-NADE0S04-processed-gene-8.5-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.5&CDS=1-621	YBR157C
1123	OG0001123	snap_masked-NADE0S04-processed-gene-8.28-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.28&CDS=1-1146	YBR155W
1124	OG0001124	snap_masked-NADE0S04-processed-gene-8.6-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.6&CDS=1-2073	YBR156C
1125	OG0001125	snap_masked-NADE0S04-processed-gene-8.7-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.7&CDS=1-429	YDR482C
1126	OG0001126	genemark-NADE0S04-processed-gene-8.106-mRNA-1_1&gene=genemark-NADE0S04-processed-gene-8.106&CDS=1-1626	YDR481C
1127	OG0001127	snap_masked-NADE0S04-processed-gene-8.31-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.31&CDS=1-777	YDR313C
1128	OG0001128	augustus_masked-NADE0S04-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-8.82&CDS=1-2796	YDR314C
1129	OG0001129	snap_masked-NADE0S04-processed-gene-8.10-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.10&CDS=1-1152	YHR068W
1130	OG0001130	snap_masked-NADE0S04-processed-gene-8.11-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.11&CDS=1-1368	YDR316W
1131	OG0001131	snap_masked-NADE0S04-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.33&CDS=1-1104	YHR069C
1132	OG0001132	snap_masked-NADE0S04-processed-gene-8.12-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.12&CDS=1-1428	YHR070W
1133	OG0001133	augustus_masked-NADE0S04-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-8.64&CDS=1-1281	YDR317W
1134	OG0001134	augustus_masked-NADE0S04-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-NADE0S04-processed-gene-8.65&CDS=1-1092	YDR318W
1135	OG0001135	snap_masked-NADE0S04-processed-gene-8.34-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.34&CDS=1-2103	YDR320C
1136	OG0001136	snap_masked-NADE0S04-processed-gene-8.35-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.35&CDS=1-222	YDR320C-A
1137	OG0001137	snap_masked-NADE0S04-processed-gene-8.15-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.15&CDS=1-1140	YDR321W
1138	OG0001138	snap_masked-NADE0S04-processed-gene-8.16-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.16&CDS=1-1080	YDR322W
1139	OG0001139	snap_masked-NADE0S04-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.36&CDS=1-270	YDR322C-A
1140	OG0001140	snap_masked-NADE0S04-processed-gene-8.37-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.37&CDS=1-1638	YDR323C
1141	OG0001141	snap_masked-NADE0S04-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NADE0S04-processed-gene-8.38&CDS=1-2238	YDR324C
1142	OG0001142	maker-NADE0S04-snap-gene-8.47-mRNA-1_1&gene=maker-NADE0S04-snap-gene-8.47&CDS=1-4449	YKL021C
