	OrthologID	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
920	OG0000920	snap_masked-NW_001813679.1-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-2.17&CDS=1-369	YPR063C
921	OG0000921	maker-NW_001813679.1-snap-gene-2.106-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-2.106&CDS=1-1653	YBR103W
922	OG0000922	snap_masked-NW_001813679.1-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-2.18&CDS=1-2436	YBR102C
923	OG0000923	snap_masked-NW_001813679.1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-2.34&CDS=1-2397	YBR043C
924	OG0000924	snap_masked-NW_001813679.1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-2.19&CDS=1-1266	YBR042C
925	OG0000925	snap_masked-NW_001813679.1-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-2.20&CDS=1-909	YBR040W
926	OG0000926	maker-NW_001813679.1-snap-gene-3.0-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-3.0&CDS=1-12144	YHR099W
927	OG0000927	maker-NW_001813679.1-augustus-gene-3.66-mRNA-1_1&gene=maker-NW_001813679.1-augustus-gene-3.66&CDS=1-624	YHR100C
928	OG0000928	snap_masked-NW_001813679.1-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-3.51&CDS=1-645	YJR074W
929	OG0000929	snap_masked-NW_001813679.1-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-3.39&CDS=1-1227	YJR075W
930	OG0000930	snap_masked-NW_001813679.1-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-3.57&CDS=1-924	YMR214W
931	OG0000931	maker-NW_001813679.1-snap-gene-3.7-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-3.7&CDS=1-3414	YOR330C
932	OG0000932	snap_masked-NW_001813679.1-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-3.45&CDS=1-1998	YLR455W
933	OG0000933	snap_masked-NW_001813679.1-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-3.48&CDS=1-1530	YPR163C
934	OG0000934	snap_masked-NW_001813679.1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-3.49&CDS=1-465	YBL093C
935	OG0000935	snap_masked-NW_001813679.1-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-3.50&CDS=1-417	YBL092W
936	OG0000936	snap_masked-NW_001813679.1-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.45&CDS=1-861	YML052W
937	OG0000937	maker-NW_001813679.1-snap-gene-4.6-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-4.6&CDS=1-2529	YCR068W
938	OG0000938	snap_masked-NW_001813679.1-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.47&CDS=1-1551	YCR066W
939	OG0000939	snap_masked-NW_001813679.1-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.48&CDS=1-1818	YHL008C
940	OG0000940	snap_masked-NW_001813679.1-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.49&CDS=1-1818	YLR276C
941	OG0000941	augustus_masked-NW_001813679.1-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-4.14&CDS=1-1638	YHR048W
942	OG0000942	augustus_masked-NW_001813679.1-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-4.15&CDS=1-465	YNL281W
943	OG0000943	snap_masked-NW_001813679.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.67&CDS=1-2832	YDR485C
944	OG0000944	augustus_masked-NW_001813679.1-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-4.16&CDS=1-951	YOL096C
945	OG0000945	snap_masked-NW_001813679.1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.69&CDS=1-651	YDR486C
946	OG0000946	maker-NW_001813679.1-augustus-gene-4.0-mRNA-1_1&gene=maker-NW_001813679.1-augustus-gene-4.0&CDS=1-1962	YKL029C
947	OG0000947	snap_masked-NW_001813679.1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.70&CDS=1-3864	YKR090W
948	OG0000948	snap_masked-NW_001813679.1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.55&CDS=1-5028	YGL206C
949	OG0000949	genemark-NW_001813679.1-processed-gene-4.106-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-4.106&CDS=1-1422	YPL060W
950	OG0000950	augustus_masked-NW_001813679.1-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-4.36&CDS=1-1266	YBR175W
951	OG0000951	augustus_masked-NW_001813679.1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-4.24&CDS=1-567	YOL129W
952	OG0000952	augustus_masked-NW_001813679.1-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-4.37&CDS=1-1200	YNL307C
953	OG0000953	maker-NW_001813679.1-snap-gene-4.5-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-4.5&CDS=1-1188	YOL127W
954	OG0000954	snap_masked-NW_001813679.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.75&CDS=1-912	YDL198C
955	OG0000955	augustus_masked-NW_001813679.1-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-4.27&CDS=1-1824	YDR228C
956	OG0000956	snap_masked-NW_001813679.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.76&CDS=1-756	YDR226W
957	OG0000957	snap_masked-NW_001813679.1-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.63&CDS=1-1185	YGR012W
958	OG0000958	snap_masked-NW_001813679.1-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.77&CDS=1-1713	YPL112C
959	OG0000959	snap_masked-NW_001813679.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-4.78&CDS=1-1758	YDR531W
960	OG0000960	snap_masked-NW_001813679.1-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.75&CDS=1-891	YAL032C
961	OG0000961	snap_masked-NW_001813679.1-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.76&CDS=1-942	YPL215W
962	OG0000962	snap_masked-NW_001813679.1-processed-gene-5.77-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.77&CDS=1-2079	YPL210C
963	OG0000963	snap_masked-NW_001813679.1-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.93&CDS=1-1191	YDR019C
964	OG0000964	augustus_masked-NW_001813679.1-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-5.10&CDS=1-2139	YPL184C
965	OG0000965	maker-NW_001813679.1-snap-gene-5.110-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-5.110&CDS=1-1314	YOR008C
966	OG0000966	snap_masked-NW_001813679.1-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.98&CDS=1-1602	YKL149C
967	OG0000967	snap_masked-NW_001813679.1-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.99&CDS=1-900	YKL150W
968	OG0000968	snap_masked-NW_001813679.1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.85&CDS=1-1083	YKL151C
969	OG0000969	snap_masked-NW_001813679.1-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.87&CDS=1-1209	YKR088C
970	OG0000970	snap_masked-NW_001813679.1-processed-gene-5.88-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.88&CDS=1-930	YLL027W
971	OG0000971	augustus_masked-NW_001813679.1-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-5.18&CDS=1-1053	YMR315W
972	OG0000972	augustus_masked-NW_001813679.1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-5.31&CDS=1-1305	YDR498C
973	OG0000973	snap_masked-NW_001813679.1-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.90&CDS=1-1686	YMR285C
974	OG0000974	augustus_masked-NW_001813679.1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-5.32&CDS=1-918	YIL106W
975	OG0000975	augustus_masked-NW_001813679.1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-5.20&CDS=1-2970	YPL190C
976	OG0000976	augustus_masked-NW_001813679.1-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-5.33&CDS=1-1698	YDR168W
977	OG0000977	snap_masked-NW_001813679.1-processed-gene-5.106-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-5.106&CDS=1-3120	YML097C
978	OG0000978	maker-NW_001813679.1-snap-gene-5.111-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-5.111&CDS=1-4905	YCR042C
979	OG0000979	genemark-NW_001813679.1-processed-gene-6.69-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-6.69&CDS=1-3216	YBL076C
980	OG0000980	snap_masked-NW_001813679.1-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.38&CDS=1-3225	YPL183C
981	OG0000981	snap_masked-NW_001813679.1-processed-gene-6.53-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.53&CDS=1-1059	YJL088W
982	OG0000982	snap_masked-NW_001813679.1-processed-gene-6.40-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.40&CDS=1-978	YNR003C
983	OG0000983	snap_masked-NW_001813679.1-processed-gene-6.55-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.55&CDS=1-1230	YPL206C
984	OG0000984	snap_masked-NW_001813679.1-processed-gene-6.56-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.56&CDS=1-1449	YGL067W
985	OG0000985	augustus_masked-NW_001813679.1-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-6.23&CDS=1-1809	YGL064C
986	OG0000986	augustus_masked-NW_001813679.1-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-6.8&CDS=1-1470	YGL129C
987	OG0000987	snap_masked-NW_001813679.1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.58&CDS=1-543	YPL211W
988	OG0000988	snap_masked-NW_001813679.1-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.41&CDS=1-1635	YPL212C
989	OG0000989	snap_masked-NW_001813679.1-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.59&CDS=1-1203	YPL204W
990	OG0000990	augustus_masked-NW_001813679.1-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-6.27&CDS=1-570	YPL218W
991	OG0000991	snap_masked-NW_001813679.1-processed-gene-6.43-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.43&CDS=1-1398	YPR201W
992	OG0000992	snap_masked-NW_001813679.1-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.44&CDS=1-3045	YER109C
993	OG0000993	snap_masked-NW_001813679.1-processed-gene-6.65-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.65&CDS=1-1386	YGL065C
994	OG0000994	augustus_masked-NW_001813679.1-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-6.33&CDS=1-2388	YPL207W
995	OG0000995	snap_masked-NW_001813679.1-processed-gene-6.48-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.48&CDS=1-1794	YGL066W
996	OG0000996	augustus_masked-NW_001813679.1-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-6.35&CDS=1-1686	YPL209C
997	OG0000997	snap_masked-NW_001813679.1-processed-gene-6.49-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-6.49&CDS=1-2154	YGL099W
998	OG0000998	snap_masked-NW_001813679.1-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.40&CDS=1-2847	YGL137W
999	OG0000999	snap_masked-NW_001813679.1-processed-gene-7.41-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.41&CDS=1-1899	YNL048W
1000	OG0001000	snap_masked-NW_001813679.1-processed-gene-7.39-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.39&CDS=1-1215	YCR045C
1001	OG0001001	snap_masked-NW_001813679.1-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.42&CDS=1-1419	YBL091C
1002	OG0001002	genemark-NW_001813679.1-processed-gene-7.91-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-7.91&CDS=1-1659	YBL082C
1003	OG0001003	augustus_masked-NW_001813679.1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-7.20&CDS=1-2181	YOL144W
1004	OG0001004	snap_masked-NW_001813679.1-processed-gene-7.56-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.56&CDS=1-699	YOL147C
1005	OG0001005	snap_masked-NW_001813679.1-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.46&CDS=1-1599	YPL181W
1006	OG0001006	snap_masked-NW_001813679.1-processed-gene-7.58-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.58&CDS=1-1908	YGL095C
1007	OG0001007	augustus_masked-NW_001813679.1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-7.25&CDS=1-2733	YOL063C
1008	OG0001008	maker-NW_001813679.1-augustus-gene-7.2-mRNA-1_1&gene=maker-NW_001813679.1-augustus-gene-7.2&CDS=1-516	YKL069W
1009	OG0001009	snap_masked-NW_001813679.1-processed-gene-7.63-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.63&CDS=1-1197	YBL032W
1010	OG0001010	snap_masked-NW_001813679.1-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.47&CDS=1-570	YBR257W
1011	OG0001011	augustus_masked-NW_001813679.1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-7.29&CDS=1-1437	YDR026C
1012	OG0001012	snap_masked-NW_001813679.1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.50&CDS=1-714	YKL117W
1013	OG0001013	augustus_masked-NW_001813679.1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-7.18&CDS=1-1431	YHL004W
1014	OG0001014	genemark-NW_001813679.1-processed-gene-7.106-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-7.106&CDS=1-2781	YOR335C
1015	OG0001015	snap_masked-NW_001813679.1-processed-gene-7.73-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-7.73&CDS=1-1725	YLR224W
1016	OG0001016	snap_masked-NW_001813679.1-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-8.33&CDS=1-1911	YLR380W
1017	OG0001017	snap_masked-NW_001813679.1-processed-gene-8.34-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-8.34&CDS=1-2790	YLR382C
1018	OG0001018	augustus_masked-NW_001813679.1-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-8.77&CDS=1-2274	YGR150C
1019	OG0001019	genemark-NW_001813679.1-processed-gene-8.4-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-8.4&CDS=1-4650	YOR093C
1020	OG0001020	maker-NW_001813679.1-snap-gene-8.89-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-8.89&CDS=1-378	YDR529C
1021	OG0001021	genemark-NW_001813679.1-processed-gene-8.18-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-8.18&CDS=1-813	YLR348C
1022	OG0001022	snap_masked-NW_001813679.1-processed-gene-8.51-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-8.51&CDS=1-2037	YLL035W
1023	OG0001023	snap_masked-NW_001813679.1-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-8.52&CDS=1-861	YMR178W
1024	OG0001024	maker-NW_001813679.1-augustus-gene-8.63-mRNA-1_1&gene=maker-NW_001813679.1-augustus-gene-8.63&CDS=1-2961	YML034W
1025	OG0001025	snap_masked-NW_001813679.1-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-8.59&CDS=1-1623	YJL081C
1026	OG0001026	snap_masked-NW_001813679.1-processed-gene-8.61-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-8.61&CDS=1-2046	YKL100C
1027	OG0001027	maker-NW_001813679.1-snap-gene-9.151-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-9.151&CDS=1-1791	YMR234W
1028	OG0001028	snap_masked-NW_001813679.1-processed-gene-9.59-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.59&CDS=1-1212	YDR202C
1029	OG0001029	snap_masked-NW_001813679.1-processed-gene-9.60-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.60&CDS=1-3183	YLR389C
1030	OG0001030	snap_masked-NW_001813679.1-processed-gene-9.61-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.61&CDS=1-3351	YNL325C
1031	OG0001031	snap_masked-NW_001813679.1-processed-gene-9.89-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.89&CDS=1-2286	YMR301C
1032	OG0001032	snap_masked-NW_001813679.1-processed-gene-9.90-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.90&CDS=1-1149	YFL030W
1033	OG0001033	snap_masked-NW_001813679.1-processed-gene-9.66-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.66&CDS=1-249	YLR038C
1034	OG0001034	genemark-NW_001813679.1-processed-gene-9.39-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-9.39&CDS=1-786	YMR132C
1035	OG0001035	snap_masked-NW_001813679.1-processed-gene-9.69-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.69&CDS=1-6792	YCR093W
1036	OG0001036	snap_masked-NW_001813679.1-processed-gene-9.70-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.70&CDS=1-693	YDR177W
1037	OG0001037	snap_masked-NW_001813679.1-processed-gene-9.71-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.71&CDS=1-1563	YNR051C
1038	OG0001038	augustus_masked-NW_001813679.1-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-9.122&CDS=1-711	YKL009W
1039	OG0001039	augustus_masked-NW_001813679.1-processed-gene-9.141-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-9.141&CDS=1-2322	YKL089W
1040	OG0001040	snap_masked-NW_001813679.1-processed-gene-9.95-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.95&CDS=1-2064	YEL011W
1041	OG0001041	augustus_masked-NW_001813679.1-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-9.143&CDS=1-1215	YGL213C
1042	OG0001042	genemark-NW_001813679.1-processed-gene-9.25-mRNA-1_1&gene=genemark-NW_001813679.1-processed-gene-9.25&CDS=1-1002	YGL115W
1043	OG0001043	snap_masked-NW_001813679.1-processed-gene-9.77-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.77&CDS=1-2241	YGL114W
1044	OG0001044	snap_masked-NW_001813679.1-processed-gene-9.96-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.96&CDS=1-2199	YBR233W
1045	OG0001045	snap_masked-NW_001813679.1-processed-gene-9.97-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.97&CDS=1-1128	YBR231C
1046	OG0001046	snap_masked-NW_001813679.1-processed-gene-9.78-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.78&CDS=1-2079	YOL057W
1047	OG0001047	snap_masked-NW_001813679.1-processed-gene-9.79-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.79&CDS=1-2469	YPL270W
1048	OG0001048	augustus_masked-NW_001813679.1-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-9.145&CDS=1-3288	YEL055C
1049	OG0001049	snap_masked-NW_001813679.1-processed-gene-9.80-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.80&CDS=1-1200	YPR085C
1050	OG0001050	snap_masked-NW_001813679.1-processed-gene-9.81-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.81&CDS=1-1047	YJR105W
1051	OG0001051	snap_masked-NW_001813679.1-processed-gene-9.101-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.101&CDS=1-1932	YLR023C
1052	OG0001052	augustus_masked-NW_001813679.1-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-9.148&CDS=1-5211	YCL054W
1053	OG0001053	snap_masked-NW_001813679.1-processed-gene-9.82-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.82&CDS=1-1983	YDR129C
1054	OG0001054	snap_masked-NW_001813679.1-processed-gene-9.84-mRNA-1_1&gene=snap_masked-NW_001813679.1-processed-gene-9.84&CDS=1-1377	YNR052C
1055	OG0001055	maker-NW_001813679.1-snap-gene-9.155-mRNA-1_1&gene=maker-NW_001813679.1-snap-gene-9.155&CDS=1-1617	YNR053C
1056	OG0001056	augustus_masked-NW_001813679.1-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-NW_001813679.1-processed-gene-9.134&CDS=1-2034	YPR097W
1057	OG0001057	genemark-NW_001813680.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-0.42&CDS=1-10878	YLR106C
1058	OG0001058	augustus_masked-NW_001813680.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-0.14&CDS=1-3147	YOR048C
1059	OG0001059	snap_masked-NW_001813680.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.76&CDS=1-1650	YER173W
1060	OG0001060	snap_masked-NW_001813680.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.78&CDS=1-1593	YPR018W
1061	OG0001061	snap_masked-NW_001813680.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.80&CDS=1-2133	YDR109C
1062	OG0001062	snap_masked-NW_001813680.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.81&CDS=1-753	YER159C
1063	OG0001063	augustus_masked-NW_001813680.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-0.21&CDS=1-1254	YLR105C
1064	OG0001064	augustus_masked-NW_001813680.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-0.3&CDS=1-1608	YPL120W
1065	OG0001065	genemark-NW_001813680.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-0.54&CDS=1-1149	YKL051W
1066	OG0001066	snap_masked-NW_001813680.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.69&CDS=1-492	YJR055W
1067	OG0001067	snap_masked-NW_001813680.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.86&CDS=1-975	YBR053C
1068	OG0001068	snap_masked-NW_001813680.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.87&CDS=1-1161	YLR215C
1069	OG0001069	augustus_masked-NW_001813680.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-0.9&CDS=1-1599	YDL143W
1070	OG0001070	augustus_masked-NW_001813680.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-0.27&CDS=1-1740	YDL153C
1071	OG0001071	snap_masked-NW_001813680.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.70&CDS=1-1377	YDL150W
1072	OG0001072	maker-NW_001813680.1-snap-gene-0.96-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-0.96&CDS=1-2526	YDL154W
1073	OG0001073	snap_masked-NW_001813680.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-0.90&CDS=1-2325	YJL033W
1074	OG0001074	genemark-NW_001813680.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-0.60&CDS=1-732	YHR041C
