	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
840	OG0000840	YDR002W	augustus_masked-flattened_line_6-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.10&CDS=1-606
841	OG0000841	YDR004W	augustus_masked-flattened_line_35-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.107&CDS=1-1554
842	OG0000842	YDR005C	maker-flattened_line_35-augustus-gene-0.159-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.159&CDS=1-1146
843	OG0000843	YDR006C	augustus_masked-flattened_line_4-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.28&CDS=1-1884
844	OG0000844	YDR007W	augustus_masked-flattened_line_2-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.97&CDS=1-729
845	OG0000845	YDR017C	augustus_masked-flattened_line_6-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.107&CDS=1-1929
846	OG0000846	YDR019C	maker-flattened_line_16-snap-gene-0.84-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.84&CDS=1-4851
847	OG0000847	YDR020C	augustus_masked-flattened_line_12-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.78&CDS=1-759
848	OG0000848	YDR021W	augustus_masked-flattened_line_12-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.102&CDS=1-1188
849	OG0000849	YDR023W	augustus_masked-flattened_line_12-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.77&CDS=1-1380
850	OG0000850	YDR026C	snap_masked-flattened_line_12-processed-gene-3.6-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.6&CDS=1-2007
851	OG0000851	YDR027C	snap_masked-flattened_line_61-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.6&CDS=1-3132
852	OG0000852	YDR028C	augustus_masked-flattened_line_2-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.35&CDS=1-2796
853	OG0000853	YDR032C	augustus_masked-flattened_line_47-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.85&CDS=1-600
854	OG0000854	YDR035W	augustus_masked-flattened_line_47-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.89&CDS=1-1110
855	OG0000855	YDR036C	augustus_masked-flattened_line_27-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.59&CDS=1-1503
856	OG0000856	YDR041W	augustus_masked-flattened_line_23-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.229&CDS=1-810
857	OG0000857	YDR044W	augustus_masked-flattened_line_4-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.165&CDS=1-1893
858	OG0000858	YDR045C	augustus_masked-flattened_line_22-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.220&CDS=1-336
859	OG0000859	YDR047W	augustus_masked-flattened_line_16-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.5&CDS=1-1080
860	OG0000860	YDR049W	augustus_masked-flattened_line_39-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.22&CDS=1-1851
861	OG0000861	YDR050C	augustus_masked-flattened_line_0-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.27&CDS=1-708
862	OG0000862	YDR051C	augustus_masked-flattened_line_0-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.26&CDS=1-930
863	OG0000863	YDR054C	augustus_masked-flattened_line_0-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.10&CDS=1-705
864	OG0000864	YDR057W	snap_masked-flattened_line_35-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.93&CDS=1-1296
865	OG0000865	YDR058C	augustus_masked-flattened_line_35-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.146&CDS=1-1020
866	OG0000866	YDR059C	augustus_masked-flattened_line_16-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.117&CDS=1-441
867	OG0000867	YDR060W	augustus_masked-flattened_line_27-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.21&CDS=1-3111
868	OG0000868	YDR061W	augustus_masked-flattened_line_14-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.22&CDS=1-1536
869	OG0000869	YDR062W	augustus_masked-flattened_line_14-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.47&CDS=1-1719
870	OG0000870	YDR063W	augustus_masked-flattened_line_14-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.31&CDS=1-420
871	OG0000871	YDR064W	augustus_masked-flattened_line_14-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.72&CDS=1-453
872	OG0000872	YDR067C	snap_masked-flattened_line_35-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.72&CDS=1-585
873	OG0000873	YDR071C	augustus_masked-flattened_line_35-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.125&CDS=1-570
874	OG0000874	YDR074W	augustus_masked-flattened_line_45-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.100&CDS=1-2601
875	OG0000875	YDR075W	augustus_masked-flattened_line_2-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.104&CDS=1-933
876	OG0000876	YDR079W	genemark-flattened_line_0-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.91&CDS=1-345
877	OG0000877	YDR080W	augustus_masked-flattened_line_20-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.198&CDS=1-2811
878	OG0000878	YDR084C	augustus_masked-flattened_line_20-processed-gene-2.241-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.241&CDS=1-573
879	OG0000879	YDR086C	augustus_masked-flattened_line_4-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.6&CDS=1-198
880	OG0000880	YDR087C	augustus_masked-flattened_line_4-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.7&CDS=1-906
881	OG0000881	YDR088C	augustus_masked-flattened_line_4-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.3&CDS=1-1119
882	OG0000882	YDR090C	augustus_masked-flattened_line_45-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.103&CDS=1-774
883	OG0000883	YDR091C	augustus_masked-flattened_line_14-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.12&CDS=1-1818
884	OG0000884	YDR092W	augustus_masked-flattened_line_16-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.13&CDS=1-447
885	OG0000885	YDR097C	augustus_masked-flattened_line_2-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.39&CDS=1-3462
886	OG0000886	YDR100W	augustus_masked-flattened_line_10-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.41&CDS=1-435
887	OG0000887	YDR101C	augustus_masked-flattened_line_10-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.39&CDS=1-1683
888	OG0000888	YDR104C	augustus_masked-flattened_line_23-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.235&CDS=1-3900
889	OG0000889	YDR105C	maker-flattened_line_33-augustus-gene-0.60-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.60&CDS=1-1851
890	OG0000890	YDR108W	augustus_masked-flattened_line_14-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.14&CDS=1-4353
891	OG0000891	YDR109C	augustus_masked-flattened_line_33-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.122&CDS=1-2067
892	OG0000892	YDR111C	augustus_masked-flattened_line_22-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.64&CDS=1-1470
893	OG0000893	YDR115W	augustus_masked-flattened_line_6-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.51&CDS=1-255
894	OG0000894	YDR116C	augustus_masked-flattened_line_47-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.98&CDS=1-807
895	OG0000895	YDR117C	snap_masked-flattened_line_16-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.20&CDS=1-1830
896	OG0000896	YDR118W	augustus_masked-flattened_line_16-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.103&CDS=1-2022
897	OG0000897	YDR120C	augustus_masked-flattened_line_16-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.143&CDS=1-1632
898	OG0000898	YDR121W	augustus_masked-flattened_line_8-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.135&CDS=1-795
899	OG0000899	YDR124W	augustus_masked-flattened_line_39-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.31&CDS=1-1281
900	OG0000900	YDR126W	genemark-flattened_line_23-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.21&CDS=1-1176
901	OG0000901	YDR127W	augustus_masked-flattened_line_16-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.64&CDS=1-4638
902	OG0000902	YDR128W	maker-flattened_line_25-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-0.0&CDS=1-4518
903	OG0000903	YDR129C	augustus_masked-flattened_line_12-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.91&CDS=1-1896
904	OG0000904	YDR135C	augustus_masked-flattened_line_4-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.5&CDS=1-4527
905	OG0000905	YDR140W	augustus_masked-flattened_line_18-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.65&CDS=1-678
906	OG0000906	YDR141C	genemark-flattened_line_18-processed-gene-2.222-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.222&CDS=1-5289
907	OG0000907	YDR142C	augustus_masked-flattened_line_23-processed-gene-1.283-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.283&CDS=1-1098
908	OG0000908	YDR145W	augustus_masked-flattened_line_4-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.24&CDS=1-1539
909	OG0000909	YDR148C	augustus_masked-flattened_line_37-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.131&CDS=1-1236
910	OG0000910	YDR150W	augustus_masked-flattened_line_10-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.46&CDS=1-9720
911	OG0000911	YDR152W	augustus_masked-flattened_line_20-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.28&CDS=1-783
912	OG0000912	YDR158W	augustus_masked-flattened_line_65-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.34&CDS=1-1086
913	OG0000913	YDR160W	maker-flattened_line_6-snap-gene-5.10-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-5.10&CDS=1-4044
914	OG0000914	YDR161W	augustus_masked-flattened_line_20-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.6&CDS=1-1152
915	OG0000915	YDR162C	augustus_masked-flattened_line_20-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.29&CDS=1-435
916	OG0000916	YDR164C	snap_masked-flattened_line_6-processed-gene-5.134-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.134&CDS=1-2172
917	OG0000917	YDR165W	augustus_masked-flattened_line_20-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.31&CDS=1-1335
918	OG0000918	YDR167W	augustus_masked-flattened_line_2-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.20&CDS=1-729
919	OG0000919	YDR168W	augustus_masked-flattened_line_18-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.30&CDS=1-1440
920	OG0000920	YDR169C	augustus_masked-flattened_line_16-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.1&CDS=1-1440
921	OG0000921	YDR170C	snap_masked-flattened_line_16-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.119&CDS=1-5340
922	OG0000922	YDR171W	augustus_masked-flattened_line_47-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.59&CDS=1-819
923	OG0000923	YDR172W	augustus_masked-flattened_line_39-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.67&CDS=1-1995
924	OG0000924	YDR175C	augustus_masked-flattened_line_6-processed-gene-4.187-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.187&CDS=1-981
925	OG0000925	YDR176W	augustus_masked-flattened_line_6-processed-gene-4.186-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.186&CDS=1-2142
926	OG0000926	YDR180W	augustus_masked-flattened_line_2-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.124&CDS=1-4650
927	OG0000927	YDR182W	snap_masked-flattened_line_51-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.86&CDS=1-1524
928	OG0000928	YDR188W	augustus_masked-flattened_line_4-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.139&CDS=1-1626
929	OG0000929	YDR189W	snap_masked-flattened_line_2-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.122&CDS=1-1977
930	OG0000930	YDR190C	augustus_masked-flattened_line_2-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.4&CDS=1-1386
931	OG0000931	YDR191W	augustus_masked-flattened_line_29-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.61&CDS=1-1362
932	OG0000932	YDR194C	augustus_masked-flattened_line_16-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.93&CDS=1-1953
933	OG0000933	YDR196C	augustus_masked-flattened_line_16-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.94&CDS=1-945
934	OG0000934	YDR198C	augustus_masked-flattened_line_16-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.115&CDS=1-1257
935	OG0000935	YDR202C	augustus_masked-flattened_line_2-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.108&CDS=1-1050
936	OG0000936	YDR204W	augustus_masked-flattened_line_16-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.90&CDS=1-987
937	OG0000937	YDR208W	augustus_masked-flattened_line_18-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.36&CDS=1-2058
938	OG0000938	YDR211W	augustus_masked-flattened_line_20-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.201&CDS=1-2091
939	OG0000939	YDR212W	augustus_masked-flattened_line_4-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.20&CDS=1-2232
940	OG0000940	YDR213W	maker-flattened_line_4-snap-gene-7.11-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-7.11&CDS=1-1662
941	OG0000941	YDR214W	augustus_masked-flattened_line_2-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.141&CDS=1-990
942	OG0000942	YDR216W	snap_masked-flattened_line_20-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.121&CDS=1-4530
943	OG0000943	YDR221W	augustus_masked-flattened_line_29-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.43&CDS=1-1389
944	OG0000944	YDR226W	augustus_masked-flattened_line_10-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.46&CDS=1-693
945	OG0000945	YDR228C	augustus_masked-flattened_line_0-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.71&CDS=1-1935
946	OG0000946	YDR229W	snap_masked-flattened_line_27-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.130&CDS=1-1155
947	OG0000947	YDR231C	augustus_masked-flattened_line_16-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.75&CDS=1-405
948	OG0000948	YDR232W	augustus_masked-flattened_line_20-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.36&CDS=1-1698
949	OG0000949	YDR234W	snap_masked-flattened_line_0-processed-gene-7.11-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.11&CDS=1-2055
950	OG0000950	YDR236C	augustus_masked-flattened_line_8-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.157&CDS=1-561
951	OG0000951	YDR237W	augustus_masked-flattened_line_8-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.132&CDS=1-888
952	OG0000952	YDR238C	maker-flattened_line_6-snap-gene-2.111-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.111&CDS=1-3954
953	OG0000953	YDR244W	augustus_masked-flattened_line_0-processed-gene-8.160-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.160&CDS=1-1644
954	OG0000954	YDR246W	augustus_masked-flattened_line_8-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.129&CDS=1-483
955	OG0000955	YDR248C	augustus_masked-flattened_line_8-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.148&CDS=1-510
956	OG0000956	YDR255C	snap_masked-flattened_line_63-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.21&CDS=1-1230
957	OG0000957	YDR256C	augustus_masked-flattened_line_0-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.41&CDS=1-1500
958	OG0000958	YDR257C	augustus_masked-flattened_line_2-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.22&CDS=1-1677
959	OG0000959	YDR258C	augustus_masked-flattened_line_14-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.1&CDS=1-2388
960	OG0000960	YDR262W	genemark-flattened_line_6-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.134&CDS=1-1173
961	OG0000961	YDR265W	augustus_masked-flattened_line_10-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.47&CDS=1-972
962	OG0000962	YDR266C	augustus_masked-flattened_line_10-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.48&CDS=1-1971
963	OG0000963	YDR268W	augustus_masked-flattened_line_14-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.54&CDS=1-1089
964	OG0000964	YDR270W	augustus_masked-flattened_line_0-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.162&CDS=1-3426
965	OG0000965	YDR280W	augustus_masked-flattened_line_2-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.109&CDS=1-1059
966	OG0000966	YDR282C	augustus_masked-flattened_line_18-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.135&CDS=1-1089
967	OG0000967	YDR283C	maker-flattened_line_14-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.2&CDS=1-5820
968	OG0000968	YDR285W	augustus_masked-flattened_line_23-processed-gene-1.298-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.298&CDS=1-2667
969	OG0000969	YDR286C	augustus_masked-flattened_line_23-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.250&CDS=1-333
970	OG0000970	YDR289C	snap_masked-flattened_line_6-processed-gene-5.169-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.169&CDS=1-1080
971	OG0000971	YDR291W	maker-flattened_line_4-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.62&CDS=1-4620
