	OrthologID	Lachancea_mirantina	Saccharomyces_cerevisiae
880	OG0000880	genemark-LAMI0C-processed-gene-1.3-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.3&CDS=1-1824	YDR341C
881	OG0000881	genemark-LAMI0C-processed-gene-1.25-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.25&CDS=1-1209	YDR346C
882	OG0000882	snap_masked-LAMI0C-processed-gene-1.121-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-1.121&CDS=1-576	YFR008W
883	OG0000883	snap_masked-LAMI0C-processed-gene-1.101-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-1.101&CDS=1-2007	YPR007C
884	OG0000884	genemark-LAMI0C-processed-gene-1.27-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.27&CDS=1-1044	YFR007W
885	OG0000885	genemark-LAMI0C-processed-gene-1.8-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.8&CDS=1-1029	YPR004C
886	OG0000886	augustus_masked-LAMI0C-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-1.62&CDS=1-4233	YDL007W
887	OG0000887	snap_masked-LAMI0C-processed-gene-1.123-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-1.123&CDS=1-768	YDL005C
888	OG0000888	snap_masked-LAMI0C-processed-gene-1.124-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-1.124&CDS=1-2055	YLL032C
889	OG0000889	snap_masked-LAMI0C-processed-gene-1.106-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-1.106&CDS=1-891	YHL025W
890	OG0000890	genemark-LAMI0C-processed-gene-1.30-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.30&CDS=1-3048	YLL031C
891	OG0000891	genemark-LAMI0C-processed-gene-1.12-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.12&CDS=1-1869	YLL028W
892	OG0000892	genemark-LAMI0C-processed-gene-1.13-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.13&CDS=1-2205	YLL029W
893	OG0000893	genemark-LAMI0C-processed-gene-1.14-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.14&CDS=1-795	YLL027W
894	OG0000894	genemark-LAMI0C-processed-gene-1.15-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.15&CDS=1-2715	YLL026W
895	OG0000895	genemark-LAMI0C-processed-gene-1.16-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.16&CDS=1-6705	YNR016C
896	OG0000896	genemark-LAMI0C-processed-gene-1.32-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.32&CDS=1-1158	YNR015W
897	OG0000897	genemark-LAMI0C-processed-gene-1.18-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.18&CDS=1-2499	YNR013C
898	OG0000898	genemark-LAMI0C-processed-gene-1.34-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.34&CDS=1-1485	YNR012W
899	OG0000899	maker-LAMI0C-augustus-gene-1.48-mRNA-1_1&gene=maker-LAMI0C-augustus-gene-1.48&CDS=1-3672	YNR011C
900	OG0000900	augustus_masked-LAMI0C-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-1.73&CDS=1-1131	YMR204C
901	OG0000901	genemark-LAMI0C-processed-gene-1.35-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.35&CDS=1-1167	YMR203W
902	OG0000902	genemark-LAMI0C-processed-gene-1.36-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.36&CDS=1-348	YNR010W
903	OG0000903	genemark-LAMI0C-processed-gene-1.37-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.37&CDS=1-666	YMR202W
904	OG0000904	snap_masked-LAMI0C-processed-gene-1.133-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-1.133&CDS=1-570	YNR009W
905	OG0000905	genemark-LAMI0C-processed-gene-1.39-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.39&CDS=1-1875	YNR008W
906	OG0000906	maker-LAMI0C-augustus-gene-1.49-mRNA-1_1&gene=maker-LAMI0C-augustus-gene-1.49&CDS=1-2025	YMR201C
907	OG0000907	genemark-LAMI0C-processed-gene-1.40-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.40&CDS=1-1893	YNR006W
908	OG0000908	genemark-LAMI0C-processed-gene-1.41-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.41&CDS=1-780	YMR200W
909	OG0000909	genemark-LAMI0C-processed-gene-1.42-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.42&CDS=1-1509	YPL256C
910	OG0000910	genemark-LAMI0C-processed-gene-1.24-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-1.24&CDS=1-1197	YPL255W
911	OG0000911	genemark-LAMI0C-processed-gene-2.6-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.6&CDS=1-1272	YPL254W
912	OG0000912	snap_masked-LAMI0C-processed-gene-2.57-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.57&CDS=1-1893	YPL253C
913	OG0000913	genemark-LAMI0C-processed-gene-2.10-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.10&CDS=1-513	YPL252C
914	OG0000914	genemark-LAMI0C-processed-gene-2.7-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.7&CDS=1-663	YMR197C
915	OG0000915	genemark-LAMI0C-processed-gene-2.11-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.11&CDS=1-3279	YMR196W
916	OG0000916	maker-LAMI0C-snap-gene-2.3-mRNA-1_1&gene=maker-LAMI0C-snap-gene-2.3&CDS=1-234	YMR194C-B
917	OG0000917	augustus_masked-LAMI0C-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-2.127&CDS=1-3384	YPL249C
918	OG0000918	snap_masked-LAMI0C-processed-gene-2.81-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.81&CDS=1-213	YHR079C-A
919	OG0000919	snap_masked-LAMI0C-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.61&CDS=1-3996	YMR190C
920	OG0000920	genemark-LAMI0C-processed-gene-2.33-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.33&CDS=1-1776	YAL067C
921	OG0000921	genemark-LAMI0C-processed-gene-2.34-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.34&CDS=1-3036	YMR189W
922	OG0000922	genemark-LAMI0C-processed-gene-2.35-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.35&CDS=1-1224	YPL247C
923	OG0000923	genemark-LAMI0C-processed-gene-2.14-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.14&CDS=1-687	YMR188C
924	OG0000924	genemark-LAMI0C-processed-gene-2.36-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.36&CDS=1-798	YPL246C
925	OG0000925	genemark-LAMI0C-processed-gene-2.15-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.15&CDS=1-1308	YPL245W
926	OG0000926	snap_masked-LAMI0C-processed-gene-2.86-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.86&CDS=1-1011	YPL244C
927	OG0000927	genemark-LAMI0C-processed-gene-2.16-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.16&CDS=1-1764	YPL243W
928	OG0000928	snap_masked-LAMI0C-processed-gene-2.87-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.87&CDS=1-4620	YPL242C
929	OG0000929	snap_masked-LAMI0C-processed-gene-2.88-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.88&CDS=1-732	YPL241C
930	OG0000930	genemark-LAMI0C-processed-gene-2.40-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.40&CDS=1-2946	YMR185W
931	OG0000931	genemark-LAMI0C-processed-gene-2.18-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.18&CDS=1-597	YPL239W
932	OG0000932	genemark-LAMI0C-processed-gene-2.19-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.19&CDS=1-843	YPL237W
933	OG0000933	snap_masked-LAMI0C-processed-gene-2.91-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.91&CDS=1-300	YMR184W
934	OG0000934	genemark-LAMI0C-processed-gene-2.42-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.42&CDS=1-1041	YPL236C
935	OG0000935	genemark-LAMI0C-processed-gene-2.20-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.20&CDS=1-1425	YPL235W
936	OG0000936	genemark-LAMI0C-processed-gene-2.43-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.43&CDS=1-495	YPL234C
937	OG0000937	genemark-LAMI0C-processed-gene-2.21-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.21&CDS=1-657	YPL233W
938	OG0000938	genemark-LAMI0C-processed-gene-2.44-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.44&CDS=1-429	YDL123W
939	OG0000939	snap_masked-LAMI0C-processed-gene-2.72-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.72&CDS=1-405	YPL229W
940	OG0000940	genemark-LAMI0C-processed-gene-2.24-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.24&CDS=1-1449	YPL228W
941	OG0000941	genemark-LAMI0C-processed-gene-2.45-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.45&CDS=1-1002	YPL227C
942	OG0000942	genemark-LAMI0C-processed-gene-2.48-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.48&CDS=1-930	YIL145C
943	OG0000943	genemark-LAMI0C-processed-gene-2.25-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.25&CDS=1-2058	YIL144W
944	OG0000944	genemark-LAMI0C-processed-gene-2.49-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.49&CDS=1-2514	YIL143C
945	OG0000945	genemark-LAMI0C-processed-gene-2.26-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.26&CDS=1-1275	YKR092C
946	OG0000946	snap_masked-LAMI0C-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.100&CDS=1-1119	YOR084W
947	OG0000947	snap_masked-LAMI0C-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.101&CDS=1-1050	YOR083W
948	OG0000948	genemark-LAMI0C-processed-gene-2.52-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.52&CDS=1-2139	YKR090W
949	OG0000949	genemark-LAMI0C-processed-gene-2.27-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.27&CDS=1-2535	YKR089C
950	OG0000950	snap_masked-LAMI0C-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-2.104&CDS=1-2085	YOR080W
951	OG0000951	genemark-LAMI0C-processed-gene-2.28-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-2.28&CDS=1-948	YOR079C
952	OG0000952	augustus_masked-LAMI0C-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.54&CDS=1-1281	YOR078W
953	OG0000953	genemark-LAMI0C-processed-gene-3.103-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.103&CDS=1-1215	YHR208W
954	OG0000954	genemark-LAMI0C-processed-gene-3.98-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.98&CDS=1-660	YER183C
955	OG0000955	genemark-LAMI0C-processed-gene-3.104-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.104&CDS=1-723	YER182W
956	OG0000956	genemark-LAMI0C-processed-gene-3.99-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.99&CDS=1-1446	YHR207C
957	OG0000957	genemark-LAMI0C-processed-gene-3.106-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.106&CDS=1-2142	YHR205W
958	OG0000958	genemark-LAMI0C-processed-gene-3.121-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.121&CDS=1-2373	YHR204W
959	OG0000959	genemark-LAMI0C-processed-gene-3.122-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.122&CDS=1-1809	YHR202W
960	OG0000960	snap_masked-LAMI0C-processed-gene-3.31-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-3.31&CDS=1-792	YJR144W
961	OG0000961	genemark-LAMI0C-processed-gene-3.108-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.108&CDS=1-2217	YJR143C
962	OG0000962	genemark-LAMI0C-processed-gene-3.124-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.124&CDS=1-1020	YJR142W
963	OG0000963	augustus_masked-LAMI0C-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.62&CDS=1-1140	YHR201C
964	OG0000964	augustus_masked-LAMI0C-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.78&CDS=1-1050	YJR141W
965	OG0000965	augustus_masked-LAMI0C-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.63&CDS=1-5988	YJR140C
966	OG0000966	snap_masked-LAMI0C-processed-gene-3.34-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-3.34&CDS=1-4683	YJR138W
967	OG0000967	genemark-LAMI0C-processed-gene-3.127-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.127&CDS=1-780	YHR200W
968	OG0000968	genemark-LAMI0C-processed-gene-3.112-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.112&CDS=1-4287	YJR137C
969	OG0000969	genemark-LAMI0C-processed-gene-3.113-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.113&CDS=1-921	YHR198C
970	OG0000970	augustus_masked-LAMI0C-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.67&CDS=1-1257	YJR136C
971	OG0000971	snap_masked-LAMI0C-processed-gene-3.37-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-3.37&CDS=1-261	YJR135W-A
972	OG0000972	augustus_masked-LAMI0C-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.68&CDS=1-696	YJR135C
973	OG0000973	augustus_masked-LAMI0C-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.82&CDS=1-2346	YHR197W
974	OG0000974	augustus_masked-LAMI0C-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.69&CDS=1-1968	YJR134C
975	OG0000975	genemark-LAMI0C-processed-gene-3.130-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.130&CDS=1-639	YJR133W
976	OG0000976	augustus_masked-LAMI0C-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.84&CDS=1-1626	YHR196W
977	OG0000977	genemark-LAMI0C-processed-gene-3.117-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.117&CDS=1-621	YHR089C
978	OG0000978	genemark-LAMI0C-processed-gene-3.132-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.132&CDS=1-906	YDR336W
979	OG0000979	genemark-LAMI0C-processed-gene-3.133-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.133&CDS=1-3663	YDR335W
980	OG0000980	genemark-LAMI0C-processed-gene-3.136-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.136&CDS=1-330	YHR087W
981	OG0000981	genemark-LAMI0C-processed-gene-3.137-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.137&CDS=1-4455	YDR334W
982	OG0000982	genemark-LAMI0C-processed-gene-3.138-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.138&CDS=1-1581	YHR086W
983	OG0000983	genemark-LAMI0C-processed-gene-3.139-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.139&CDS=1-1134	YHR085W
984	OG0000984	genemark-LAMI0C-processed-gene-3.119-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.119&CDS=1-2124	YDR333C
985	OG0000985	genemark-LAMI0C-processed-gene-3.140-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.140&CDS=1-2058	YHR084W
986	OG0000986	augustus_masked-LAMI0C-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-3.94&CDS=1-1008	YHR083W
987	OG0000987	genemark-LAMI0C-processed-gene-3.142-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.142&CDS=1-2076	YDR332W
988	OG0000988	genemark-LAMI0C-processed-gene-3.120-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-3.120&CDS=1-2496	YHR082C
989	OG0000989	augustus_masked-LAMI0C-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.56&CDS=1-2739	YDR331W
990	OG0000990	genemark-LAMI0C-processed-gene-4.104-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.104&CDS=1-1413	YDR329C
991	OG0000991	genemark-LAMI0C-processed-gene-4.105-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.105&CDS=1-546	YDR328C
992	OG0000992	snap_masked-LAMI0C-processed-gene-4.2-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.2&CDS=1-3984	YDR326C
993	OG0000993	snap_masked-LAMI0C-processed-gene-4.3-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.3&CDS=1-3327	YHR079C
994	OG0000994	genemark-LAMI0C-processed-gene-4.128-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.128&CDS=1-3048	YDR325W
995	OG0000995	genemark-LAMI0C-processed-gene-4.110-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.110&CDS=1-2220	YDR324C
996	OG0000996	genemark-LAMI0C-processed-gene-4.129-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.129&CDS=1-1458	YHR078W
997	OG0000997	augustus_masked-LAMI0C-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.58&CDS=1-1569	YDR323C
998	OG0000998	snap_masked-LAMI0C-processed-gene-4.9-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.9&CDS=1-3060	YHR077C
999	OG0000999	augustus_masked-LAMI0C-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.76&CDS=1-945	YHR076W
1000	OG0001000	snap_masked-LAMI0C-processed-gene-4.10-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.10&CDS=1-279	YDR322C-A
1001	OG0001001	genemark-LAMI0C-processed-gene-4.131-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.131&CDS=1-1077	YDR322W
1002	OG0001002	maker-LAMI0C-snap-gene-4.150-mRNA-1_1&gene=maker-LAMI0C-snap-gene-4.150&CDS=1-372	YJR112W-A
1003	OG0001003	genemark-LAMI0C-processed-gene-4.134-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.134&CDS=1-777	YJR113C
1004	OG0001004	genemark-LAMI0C-processed-gene-4.112-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.112&CDS=1-990	YBL046W
1005	OG0001005	genemark-LAMI0C-processed-gene-4.135-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.135&CDS=1-1335	YBL045C
1006	OG0001006	genemark-LAMI0C-processed-gene-4.136-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.136&CDS=1-1002	YIL019W
1007	OG0001007	genemark-LAMI0C-processed-gene-4.113-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.113&CDS=1-789	YIL020C
1008	OG0001008	genemark-LAMI0C-processed-gene-4.137-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.137&CDS=1-942	YIL021W
1009	OG0001009	genemark-LAMI0C-processed-gene-4.138-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.138&CDS=1-1236	YIL022W
1010	OG0001010	augustus_masked-LAMI0C-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.63&CDS=1-2301	YIL031W
1011	OG0001011	genemark-LAMI0C-processed-gene-4.139-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.139&CDS=1-3819	YIL030C
1012	OG0001012	genemark-LAMI0C-processed-gene-4.140-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.140&CDS=1-504	YIL027C
1013	OG0001013	augustus_masked-LAMI0C-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.87&CDS=1-3225	YIL026C
1014	OG0001014	augustus_masked-LAMI0C-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.88&CDS=1-672	YIL024C
1015	OG0001015	augustus_masked-LAMI0C-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.90&CDS=1-1302	YIL023C
1016	OG0001016	snap_masked-LAMI0C-processed-gene-4.17-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.17&CDS=1-1341	YLR360W
1017	OG0001017	genemark-LAMI0C-processed-gene-4.144-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.144&CDS=1-1689	YLR361C
1018	OG0001018	snap_masked-LAMI0C-processed-gene-4.47-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.47&CDS=1-201	YLR361C-A
1019	OG0001019	genemark-LAMI0C-processed-gene-4.118-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.118&CDS=1-2136	YLR362W
1020	OG0001020	genemark-LAMI0C-processed-gene-4.119-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.119&CDS=1-3099	YMR231W
1021	OG0001021	snap_masked-LAMI0C-processed-gene-4.20-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.20&CDS=1-1986	YMR232W
1022	OG0001022	genemark-LAMI0C-processed-gene-4.121-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.121&CDS=1-615	YOR294W
1023	OG0001023	maker-LAMI0C-snap-gene-4.151-mRNA-1_1&gene=maker-LAMI0C-snap-gene-4.151&CDS=1-645	YMR233W
1024	OG0001024	snap_masked-LAMI0C-processed-gene-4.23-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-4.23&CDS=1-3942	YOR296W
1025	OG0001025	genemark-LAMI0C-processed-gene-4.123-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.123&CDS=1-1056	YMR234W
1026	OG0001026	genemark-LAMI0C-processed-gene-4.145-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.145&CDS=1-651	YOR297C
1027	OG0001027	augustus_masked-LAMI0C-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-4.71&CDS=1-1425	YOR298W
1028	OG0001028	genemark-LAMI0C-processed-gene-4.146-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.146&CDS=1-1221	YMR235C
1029	OG0001029	genemark-LAMI0C-processed-gene-4.147-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.147&CDS=1-453	YOR298C-A
1030	OG0001030	genemark-LAMI0C-processed-gene-4.125-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.125&CDS=1-3891	YBL047C
1031	OG0001031	genemark-LAMI0C-processed-gene-4.148-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.148&CDS=1-618	YJR112W
1032	OG0001032	genemark-LAMI0C-processed-gene-4.126-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.126&CDS=1-699	YDR043C
1033	OG0001033	genemark-LAMI0C-processed-gene-4.127-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.127&CDS=1-1038	YDR044W
1034	OG0001034	genemark-LAMI0C-processed-gene-4.149-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-4.149&CDS=1-300	YDR045C
1035	OG0001035	genemark-LAMI0C-processed-gene-5.94-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.94&CDS=1-1695	YBR060C
1036	OG0001036	genemark-LAMI0C-processed-gene-5.96-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.96&CDS=1-1404	YDR036C
1037	OG0001037	genemark-LAMI0C-processed-gene-5.97-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.97&CDS=1-2283	YBR058C
1038	OG0001038	genemark-LAMI0C-processed-gene-5.98-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.98&CDS=1-909	YBR057C
1039	OG0001039	genemark-LAMI0C-processed-gene-5.124-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.124&CDS=1-1116	YDR035W
1040	OG0001040	genemark-LAMI0C-processed-gene-5.125-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.125&CDS=1-1476	YBR056W
1041	OG0001041	maker-LAMI0C-augustus-gene-5.93-mRNA-1_1&gene=maker-LAMI0C-augustus-gene-5.93&CDS=1-5085	YDR034C
1042	OG0001042	genemark-LAMI0C-processed-gene-5.103-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.103&CDS=1-1035	YBR053C
1043	OG0001043	genemark-LAMI0C-processed-gene-5.104-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.104&CDS=1-594	YDR032C
1044	OG0001044	genemark-LAMI0C-processed-gene-5.128-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.128&CDS=1-333	YDR031W
1045	OG0001045	snap_masked-LAMI0C-processed-gene-5.53-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-5.53&CDS=1-1272	YDR030C
1046	OG0001046	genemark-LAMI0C-processed-gene-5.106-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.106&CDS=1-2529	YDR028C
1047	OG0001047	genemark-LAMI0C-processed-gene-5.107-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.107&CDS=1-2697	YDR027C
1048	OG0001048	augustus_masked-LAMI0C-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-LAMI0C-processed-gene-5.11&CDS=1-1860	YDR026C
1049	OG0001049	snap_masked-LAMI0C-processed-gene-5.78-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-5.78&CDS=1-540	YBR047W
1050	OG0001050	genemark-LAMI0C-processed-gene-5.109-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.109&CDS=1-999	YBR046C
1051	OG0001051	snap_masked-LAMI0C-processed-gene-5.58-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-5.58&CDS=1-1626	YBR045C
1052	OG0001052	genemark-LAMI0C-processed-gene-5.130-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.130&CDS=1-1380	YDR023W
1053	OG0001053	snap_masked-LAMI0C-processed-gene-5.59-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-5.59&CDS=1-402	YDR022C
1054	OG0001054	genemark-LAMI0C-processed-gene-5.132-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.132&CDS=1-1194	YDR021W
1055	OG0001055	genemark-LAMI0C-processed-gene-5.111-mRNA-1_1&gene=genemark-LAMI0C-processed-gene-5.111&CDS=1-630	YDR020C
1056	OG0001056	snap_masked-LAMI0C-processed-gene-5.61-mRNA-1_1&gene=snap_masked-LAMI0C-processed-gene-5.61&CDS=1-1713	YBR044C
