	OrthologID	Metschnikowia_dekortum	Saccharomyces_cerevisiae
889	OG0000889	genemark-dek_s137-processed-gene-6.122-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.122&CDS=1-1176	YHR201C
890	OG0000890	genemark-dek_s137-processed-gene-6.123-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.123&CDS=1-2241	YJR143C
891	OG0000891	genemark-dek_s137-processed-gene-6.125-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.125&CDS=1-6648	YJR140C
892	OG0000892	genemark-dek_s137-processed-gene-6.126-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.126&CDS=1-759	YDR090C
893	OG0000893	genemark-dek_s137-processed-gene-6.127-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.127&CDS=1-2766	YER162C
894	OG0000894	augustus_masked-dek_s137-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-6.65&CDS=1-3525	YPL262W
895	OG0000895	maker-dek_s137-augustus-gene-6.0-mRNA-1_1&gene=maker-dek_s137-augustus-gene-6.0&CDS=1-2334	YPL214C
896	OG0000896	genemark-dek_s137-processed-gene-6.110-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.110&CDS=1-1353	YHR111W
897	OG0000897	genemark-dek_s137-processed-gene-6.111-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.111&CDS=1-1197	YDR363W
898	OG0000898	genemark-dek_s137-processed-gene-6.132-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.132&CDS=1-624	YBL102W
899	OG0000899	genemark-dek_s137-processed-gene-6.133-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.133&CDS=1-441	YDL125C
900	OG0000900	genemark-dek_s137-processed-gene-6.112-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.112&CDS=1-2469	YDL126C
901	OG0000901	genemark-dek_s137-processed-gene-6.136-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.136&CDS=1-378	YOR122C
902	OG0000902	genemark-dek_s137-processed-gene-6.137-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.137&CDS=1-1761	YDR390C
903	OG0000903	genemark-dek_s137-processed-gene-6.138-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.138&CDS=1-714	YPR183W
904	OG0000904	genemark-dek_s137-processed-gene-6.139-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.139&CDS=1-1977	YDL167C
905	OG0000905	genemark-dek_s137-processed-gene-6.140-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.140&CDS=1-789	YDR207C
906	OG0000906	genemark-dek_s137-processed-gene-6.116-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.116&CDS=1-708	YJR099W
907	OG0000907	genemark-dek_s137-processed-gene-6.142-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.142&CDS=1-1461	YPR045C
908	OG0000908	genemark-dek_s137-processed-gene-6.143-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.143&CDS=1-1623	YBR007C
909	OG0000909	augustus_masked-dek_s137-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-6.76&CDS=1-2400	YNL045W
910	OG0000910	genemark-dek_s137-processed-gene-6.119-mRNA-1_1&gene=genemark-dek_s137-processed-gene-6.119&CDS=1-390	YJL190C
911	OG0000911	genemark-dek_s137-processed-gene-7.37-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.37&CDS=1-7587	YCR032W
912	OG0000912	genemark-dek_s137-processed-gene-7.38-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.38&CDS=1-1056	YCR035C
913	OG0000913	snap_masked-dek_s137-processed-gene-7.93-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-7.93&CDS=1-6363	YDL171C
914	OG0000914	genemark-dek_s137-processed-gene-7.39-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.39&CDS=1-696	YDR262W
915	OG0000915	genemark-dek_s137-processed-gene-7.55-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.55&CDS=1-1746	YHR108W
916	OG0000916	genemark-dek_s137-processed-gene-7.40-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.40&CDS=1-312	YDR357C
917	OG0000917	genemark-dek_s137-processed-gene-7.59-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.59&CDS=1-891	YLR239C
918	OG0000918	augustus_masked-dek_s137-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-7.9&CDS=1-4953	YDR180W
919	OG0000919	genemark-dek_s137-processed-gene-7.62-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.62&CDS=1-813	YDR181C
920	OG0000920	snap_masked-dek_s137-processed-gene-7.104-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-7.104&CDS=1-1356	YDR182W
921	OG0000921	genemark-dek_s137-processed-gene-7.63-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.63&CDS=1-2481	YLR166C
922	OG0000922	genemark-dek_s137-processed-gene-7.64-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.64&CDS=1-450	YLR167W
923	OG0000923	snap_masked-dek_s137-processed-gene-7.123-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-7.123&CDS=1-648	YDR183W
924	OG0000924	genemark-dek_s137-processed-gene-7.46-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.46&CDS=1-1413	YLR163C
925	OG0000925	maker-dek_s137-augustus-gene-7.88-mRNA-1_1&gene=maker-dek_s137-augustus-gene-7.88&CDS=1-3723	YDR176W
926	OG0000926	genemark-dek_s137-processed-gene-7.73-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.73&CDS=1-2349	YBR080C
927	OG0000927	genemark-dek_s137-processed-gene-7.48-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.48&CDS=1-570	YDR305C
928	OG0000928	genemark-dek_s137-processed-gene-7.49-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.49&CDS=1-801	YHR058C
929	OG0000929	genemark-dek_s137-processed-gene-7.74-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.74&CDS=1-618	YDR304C
930	OG0000930	augustus_masked-dek_s137-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-7.31&CDS=1-1359	YOR142W
931	OG0000931	augustus_masked-dek_s137-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-7.32&CDS=1-4149	YOR141C
932	OG0000932	genemark-dek_s137-processed-gene-7.50-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.50&CDS=1-1128	YDR346C
933	OG0000933	maker-dek_s137-augustus-gene-7.91-mRNA-1_1&gene=maker-dek_s137-augustus-gene-7.91&CDS=1-6729	YCR011C
934	OG0000934	genemark-dek_s137-processed-gene-7.52-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.52&CDS=1-1338	YDR375C
935	OG0000935	genemark-dek_s137-processed-gene-7.80-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.80&CDS=1-1884	YOR140W
936	OG0000936	genemark-dek_s137-processed-gene-7.53-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.53&CDS=1-2247	YDR006C
937	OG0000937	genemark-dek_s137-processed-gene-7.54-mRNA-1_1&gene=genemark-dek_s137-processed-gene-7.54&CDS=1-480	YML030W
938	OG0000938	genemark-dek_s137-processed-gene-8.42-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.42&CDS=1-909	YOR143C
939	OG0000939	augustus_masked-dek_s137-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-8.1&CDS=1-597	YJR069C
940	OG0000940	snap_masked-dek_s137-processed-gene-8.105-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-8.105&CDS=1-558	YDR339C
941	OG0000941	genemark-dek_s137-processed-gene-8.50-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.50&CDS=1-1812	YDR341C
942	OG0000942	genemark-dek_s137-processed-gene-8.68-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.68&CDS=1-519	YDR404C
943	OG0000943	genemark-dek_s137-processed-gene-8.52-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.52&CDS=1-519	YOR150W
944	OG0000944	genemark-dek_s137-processed-gene-8.69-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.69&CDS=1-3705	YOR151C
945	OG0000945	genemark-dek_s137-processed-gene-8.53-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.53&CDS=1-858	YDR405W
946	OG0000946	snap_masked-dek_s137-processed-gene-8.111-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-8.111&CDS=1-219	YNL259C
947	OG0000947	snap_masked-dek_s137-processed-gene-8.127-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-8.127&CDS=1-2262	YNL258C
948	OG0000948	augustus_masked-dek_s137-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-8.12&CDS=1-2574	YNL131W
949	OG0000949	genemark-dek_s137-processed-gene-8.57-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.57&CDS=1-615	YHR121W
950	OG0000950	snap_masked-dek_s137-processed-gene-8.133-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-8.133&CDS=1-1617	YLR392C
951	OG0000951	genemark-dek_s137-processed-gene-8.58-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.58&CDS=1-336	YNL135C
952	OG0000952	genemark-dek_s137-processed-gene-8.59-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.59&CDS=1-627	YHR122W
953	OG0000953	genemark-dek_s137-processed-gene-8.60-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.60&CDS=1-1161	YBL086C
954	OG0000954	maker-dek_s137-augustus-gene-8.93-mRNA-1_1&gene=maker-dek_s137-augustus-gene-8.93&CDS=1-2481	YFR015C
955	OG0000955	genemark-dek_s137-processed-gene-8.80-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.80&CDS=1-2772	YCR057C
956	OG0000956	augustus_masked-dek_s137-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-8.35&CDS=1-843	YCR059C
957	OG0000957	augustus_masked-dek_s137-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-8.36&CDS=1-11073	YNR016C
958	OG0000958	genemark-dek_s137-processed-gene-8.64-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.64&CDS=1-621	YNR017W
959	OG0000959	augustus_masked-dek_s137-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-8.37&CDS=1-1074	YNR015W
960	OG0000960	maker-dek_s137-augustus-gene-8.95-mRNA-1_1&gene=maker-dek_s137-augustus-gene-8.95&CDS=1-1149	YAL034W-A
961	OG0000961	maker-dek_s137-augustus-gene-8.91-mRNA-1_1&gene=maker-dek_s137-augustus-gene-8.91&CDS=1-3411	YOR340C
962	OG0000962	augustus_masked-dek_s137-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-8.39&CDS=1-1851	YOR334W
963	OG0000963	genemark-dek_s137-processed-gene-8.88-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.88&CDS=1-846	YOR100C
964	OG0000964	genemark-dek_s137-processed-gene-8.89-mRNA-1_1&gene=genemark-dek_s137-processed-gene-8.89&CDS=1-2499	YNL126W
965	OG0000965	genemark-dek_s137-processed-gene-9.117-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.117&CDS=1-1695	YDR232W
966	OG0000966	genemark-dek_s137-processed-gene-9.116-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.116&CDS=1-1662	YDL174C
967	OG0000967	genemark-dek_s137-processed-gene-9.120-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.120&CDS=1-606	YBR062C
968	OG0000968	genemark-dek_s137-processed-gene-9.148-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.148&CDS=1-777	YDR041W
969	OG0000969	genemark-dek_s137-processed-gene-9.121-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.121&CDS=1-903	YBR061C
970	OG0000970	genemark-dek_s137-processed-gene-9.149-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.149&CDS=1-1770	YDR037W
971	OG0000971	maker-dek_s137-augustus-gene-9.108-mRNA-1_1&gene=maker-dek_s137-augustus-gene-9.108&CDS=1-1821	YDR050C
972	OG0000972	genemark-dek_s137-processed-gene-9.150-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.150&CDS=1-867	YMR262W
973	OG0000973	snap_masked-dek_s137-processed-gene-9.89-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-9.89&CDS=1-930	YML112W
974	OG0000974	genemark-dek_s137-processed-gene-9.126-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.126&CDS=1-456	YMR260C
975	OG0000975	augustus_masked-dek_s137-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-9.31&CDS=1-867	YDR064W
976	OG0000976	genemark-dek_s137-processed-gene-9.127-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.127&CDS=1-1635	YFR028C
977	OG0000977	genemark-dek_s137-processed-gene-9.128-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.128&CDS=1-5325	YOL075C
978	OG0000978	genemark-dek_s137-processed-gene-9.129-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.129&CDS=1-1977	YER140W
979	OG0000979	genemark-dek_s137-processed-gene-9.156-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.156&CDS=1-1395	YER141W
980	OG0000980	genemark-dek_s137-processed-gene-9.131-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.131&CDS=1-1953	YBR041W
981	OG0000981	genemark-dek_s137-processed-gene-9.157-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.157&CDS=1-1251	YCR012W
982	OG0000982	genemark-dek_s137-processed-gene-9.132-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.132&CDS=1-861	YBR101C
983	OG0000983	genemark-dek_s137-processed-gene-9.133-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.133&CDS=1-3261	YPR055W
984	OG0000984	genemark-dek_s137-processed-gene-9.159-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.159&CDS=1-681	YPR124W
985	OG0000985	genemark-dek_s137-processed-gene-9.134-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.134&CDS=1-669	YER004W
986	OG0000986	genemark-dek_s137-processed-gene-9.162-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.162&CDS=1-522	YOR253W
987	OG0000987	augustus_masked-dek_s137-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-9.22&CDS=1-3477	YPL175W
988	OG0000988	augustus_masked-dek_s137-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-9.23&CDS=1-1470	YOR257W
989	OG0000989	genemark-dek_s137-processed-gene-9.164-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.164&CDS=1-1269	YOR259C
990	OG0000990	augustus_masked-dek_s137-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-9.24&CDS=1-1404	YOR260W
991	OG0000991	genemark-dek_s137-processed-gene-9.165-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.165&CDS=1-693	YJR056C
992	OG0000992	augustus_masked-dek_s137-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-9.25&CDS=1-2184	YLR268W
993	OG0000993	maker-dek_s137-augustus-gene-9.114-mRNA-1_1&gene=maker-dek_s137-augustus-gene-9.114&CDS=1-1839	YHR085W
994	OG0000994	genemark-dek_s137-processed-gene-9.167-mRNA-1_1&gene=genemark-dek_s137-processed-gene-9.167&CDS=1-2769	YBR281C
995	OG0000995	genemark-dek_s137-processed-gene-10.36-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.36&CDS=1-1824	YJL100W
996	OG0000996	genemark-dek_s137-processed-gene-10.37-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.37&CDS=1-708	YFL031W
997	OG0000997	genemark-dek_s137-processed-gene-10.40-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.40&CDS=1-4572	YPL167C
998	OG0000998	genemark-dek_s137-processed-gene-10.41-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.41&CDS=1-1761	YJL128C
999	OG0000999	genemark-dek_s137-processed-gene-10.42-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.42&CDS=1-1023	YNR035C
1000	OG0001000	snap_masked-dek_s137-processed-gene-10.109-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-10.109&CDS=1-261	YNR036C
1001	OG0001001	snap_masked-dek_s137-processed-gene-10.87-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-10.87&CDS=1-228	YHR001W-A
1002	OG0001002	genemark-dek_s137-processed-gene-10.64-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.64&CDS=1-1833	YBR260C
1003	OG0001003	genemark-dek_s137-processed-gene-10.65-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.65&CDS=1-780	YHR142W
1004	OG0001004	genemark-dek_s137-processed-gene-10.47-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.47&CDS=1-1959	YOR087W
1005	OG0001005	snap_masked-dek_s137-processed-gene-10.93-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-10.93&CDS=1-561	YNL090W
1006	OG0001006	genemark-dek_s137-processed-gene-10.50-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.50&CDS=1-1983	YOR069W
1007	OG0001007	maker-dek_s137-augustus-gene-10.131-mRNA-1_1&gene=maker-dek_s137-augustus-gene-10.131&CDS=1-735	YBR173C
1008	OG0001008	maker-dek_s137-augustus-gene-10.128-mRNA-1_1&gene=maker-dek_s137-augustus-gene-10.128&CDS=1-1911	YDL014W
1009	OG0001009	genemark-dek_s137-processed-gene-10.70-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.70&CDS=1-1599	YML013W
1010	OG0001010	genemark-dek_s137-processed-gene-10.53-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.53&CDS=1-1944	YIL155C
1011	OG0001011	genemark-dek_s137-processed-gene-10.72-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.72&CDS=1-576	YPR131C
1012	OG0001012	genemark-dek_s137-processed-gene-10.73-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.73&CDS=1-2598	YPR135W
1013	OG0001013	genemark-dek_s137-processed-gene-10.54-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.54&CDS=1-1011	YER095W
1014	OG0001014	genemark-dek_s137-processed-gene-10.55-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.55&CDS=1-3234	YBL066C
1015	OG0001015	snap_masked-dek_s137-processed-gene-10.102-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-10.102&CDS=1-2790	YGL201C
1016	OG0001016	genemark-dek_s137-processed-gene-10.58-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.58&CDS=1-714	YGR152C
1017	OG0001017	genemark-dek_s137-processed-gene-10.60-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.60&CDS=1-903	YLR208W
1018	OG0001018	genemark-dek_s137-processed-gene-10.75-mRNA-1_1&gene=genemark-dek_s137-processed-gene-10.75&CDS=1-927	YLR209C
1019	OG0001019	augustus_masked-dek_s137-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-10.33&CDS=1-1773	YDR268W
1020	OG0001020	maker-dek_s137-augustus-gene-10.129-mRNA-1_1&gene=maker-dek_s137-augustus-gene-10.129&CDS=1-3078	YOR038C
1021	OG0001021	augustus_masked-dek_s137-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-11.8&CDS=1-1014	YDR353W
1022	OG0001022	snap_masked-dek_s137-processed-gene-11.94-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-11.94&CDS=1-456	YHR105W
1023	OG0001023	augustus_masked-dek_s137-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-11.5&CDS=1-3078	YHR088W
1024	OG0001024	genemark-dek_s137-processed-gene-11.208-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.208&CDS=1-3690	YDR335W
1025	OG0001025	genemark-dek_s137-processed-gene-11.244-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.244&CDS=1-1038	YIL110W
1026	OG0001026	genemark-dek_s137-processed-gene-11.212-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.212&CDS=1-2898	YIL107C
1027	OG0001027	genemark-dek_s137-processed-gene-11.213-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.213&CDS=1-2535	YNL054W
1028	OG0001028	augustus_masked-dek_s137-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-11.10&CDS=1-1473	YDR034C
1029	OG0001029	genemark-dek_s137-processed-gene-11.246-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.246&CDS=1-1767	YFL053W
1030	OG0001030	genemark-dek_s137-processed-gene-11.215-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.215&CDS=1-2490	YML099C
1031	OG0001031	genemark-dek_s137-processed-gene-11.217-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.217&CDS=1-1443	YCL008C
1032	OG0001032	genemark-dek_s137-processed-gene-11.218-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.218&CDS=1-1410	YLR175W
1033	OG0001033	genemark-dek_s137-processed-gene-11.219-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.219&CDS=1-1653	YBL019W
1034	OG0001034	genemark-dek_s137-processed-gene-11.252-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.252&CDS=1-705	YER148W
1035	OG0001035	genemark-dek_s137-processed-gene-11.257-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.257&CDS=1-792	YCR009C
1036	OG0001036	maker-dek_s137-snap-gene-11.85-mRNA-1_1&gene=maker-dek_s137-snap-gene-11.85&CDS=1-2811	YER171W
1037	OG0001037	genemark-dek_s137-processed-gene-11.261-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.261&CDS=1-1134	YOR123C
1038	OG0001038	genemark-dek_s137-processed-gene-11.262-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.262&CDS=1-1716	YDR389W
1039	OG0001039	genemark-dek_s137-processed-gene-11.221-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.221&CDS=1-960	YPL209C
1040	OG0001040	augustus_masked-dek_s137-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-11.49&CDS=1-2982	YGL066W
1041	OG0001041	genemark-dek_s137-processed-gene-11.222-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.222&CDS=1-2196	YPL207W
1042	OG0001042	genemark-dek_s137-processed-gene-11.223-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.223&CDS=1-1383	YGL065C
1043	OG0001043	genemark-dek_s137-processed-gene-11.224-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.224&CDS=1-903	YBR187W
1044	OG0001044	genemark-dek_s137-processed-gene-11.266-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.266&CDS=1-618	YBR193C
1045	OG0001045	genemark-dek_s137-processed-gene-11.267-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.267&CDS=1-1083	YBR192W
1046	OG0001046	augustus_masked-dek_s137-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-11.53&CDS=1-7311	YPL082C
1047	OG0001047	genemark-dek_s137-processed-gene-11.271-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.271&CDS=1-1263	YDL131W
1048	OG0001048	genemark-dek_s137-processed-gene-11.226-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.226&CDS=1-1533	YOR241W
1049	OG0001049	genemark-dek_s137-processed-gene-11.274-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.274&CDS=1-2334	YPL150W
1050	OG0001050	augustus_masked-dek_s137-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-11.22&CDS=1-3255	YPL029W
1051	OG0001051	maker-dek_s137-augustus-gene-11.199-mRNA-1_1&gene=maker-dek_s137-augustus-gene-11.199&CDS=1-5313	YPL028W
1052	OG0001052	snap_masked-dek_s137-processed-gene-11.112-mRNA-1_1&gene=snap_masked-dek_s137-processed-gene-11.112&CDS=1-765	YPL041C
1053	OG0001053	genemark-dek_s137-processed-gene-11.280-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.280&CDS=1-1104	YLR056W
1054	OG0001054	genemark-dek_s137-processed-gene-11.281-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.281&CDS=1-1044	YDL205C
1055	OG0001055	genemark-dek_s137-processed-gene-11.283-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.283&CDS=1-3192	YPL022W
1056	OG0001056	genemark-dek_s137-processed-gene-11.284-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.284&CDS=1-1899	YPL023C
1057	OG0001057	augustus_masked-dek_s137-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-dek_s137-processed-gene-11.24&CDS=1-1026	YDL078C
1058	OG0001058	genemark-dek_s137-processed-gene-11.286-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.286&CDS=1-2559	YCL030C
1059	OG0001059	genemark-dek_s137-processed-gene-11.287-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.287&CDS=1-1770	YDR244W
1060	OG0001060	genemark-dek_s137-processed-gene-11.289-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.289&CDS=1-3531	YPL016W
1061	OG0001061	maker-dek_s137-augustus-gene-11.200-mRNA-1_1&gene=maker-dek_s137-augustus-gene-11.200&CDS=1-4119	YDR245W
1062	OG0001062	genemark-dek_s137-processed-gene-11.232-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.232&CDS=1-1041	YNL231C
1063	OG0001063	genemark-dek_s137-processed-gene-11.291-mRNA-1_1&gene=genemark-dek_s137-processed-gene-11.291&CDS=1-861	YNL232W
