	OrthologID	Metschnikowia_santaceciliae	Saccharomyces_cerevisiae
454	OG0000454	genemark-sce_s452-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s452-processed-gene-0.4&CDS=1-1587, genemark-sce_s51-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_s51-processed-gene-0.24&CDS=1-1401	YIL096C
455	OG0000455	genemark-sce_s455-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s455-processed-gene-0.4&CDS=1-1776	YIL085C, YNL029C
456	OG0000456	genemark-sce_s455-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s455-processed-gene-0.19&CDS=1-1926	YDR263C, YOR033C
457	OG0000457	augustus_masked-sce_s455-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-sce_s455-processed-gene-1.171&CDS=1-1137	YCL048W, YDR522C
458	OG0000458	genemark-sce_s455-processed-gene-1.94-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.94&CDS=1-2361	YDR264C, YOR034C
459	OG0000459	genemark-sce_s455-processed-gene-1.98-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.98&CDS=1-723	YDR098C, YER174C
460	OG0000460	augustus_masked-sce_s455-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-sce_s455-processed-gene-1.229&CDS=1-3858	YJL083W, YKR019C
461	OG0000461	genemark-sce_s455-processed-gene-1.107-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.107&CDS=1-729, genemark-sce_s455-processed-gene-1.153-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.153&CDS=1-753	YIR038C
462	OG0000462	genemark-sce_s455-processed-gene-1.127-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.127&CDS=1-864, genemark-sce_s520-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s520-processed-gene-0.21&CDS=1-864	YNL202W
463	OG0000463	genemark-sce_s456-processed-gene-0.59-mRNA-1_1&gene=genemark-sce_s456-processed-gene-0.59&CDS=1-1590	YEL041W, YJR049C
464	OG0000464	maker-sce_s461-snap-gene-0.8-mRNA-1_1&gene=maker-sce_s461-snap-gene-0.8&CDS=1-1452	YHR146W, YNL173C
465	OG0000465	augustus_masked-sce_s461-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-sce_s461-processed-gene-0.15&CDS=1-720, genemark-sce_s642-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.5&CDS=1-3402	YKL033W
466	OG0000466	genemark-sce_s463-processed-gene-0.71-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.71&CDS=1-1752, genemark-sce_s70-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.5&CDS=1-1689	YML054C
467	OG0000467	genemark-sce_s463-processed-gene-0.77-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.77&CDS=1-1395	YFL048C, YLR080W
468	OG0000468	genemark-sce_s469-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s469-processed-gene-0.8&CDS=1-1917	YEL047C, YJR051W
469	OG0000469	genemark-sce_s47-processed-gene-0.175-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.175&CDS=1-369	YMR230W, YOR293W
470	OG0000470	genemark-sce_s47-processed-gene-0.156-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.156&CDS=1-1170	YMR243C, YOR316C
471	OG0000471	genemark-sce_s47-processed-gene-0.188-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.188&CDS=1-3300	YLR031W, YMR124W
472	OG0000472	genemark-sce_s47-processed-gene-0.191-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.191&CDS=1-2157	YFL050C, YOL130W
473	OG0000473	augustus_masked-sce_s474-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-sce_s474-processed-gene-0.33&CDS=1-408, genemark-sce_s598-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s598-processed-gene-0.12&CDS=1-4407	YAL024C
474	OG0000474	genemark-sce_s48-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s48-processed-gene-0.6&CDS=1-1746	YER054C, YIL045W
475	OG0000475	genemark-sce_s48-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s48-processed-gene-0.12&CDS=1-3393	YER057C, YIL051C
476	OG0000476	genemark-sce_s48-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s48-processed-gene-0.13&CDS=1-783	YER037W, YGL224C
477	OG0000477	snap_masked-sce_s48-processed-gene-0.69-mRNA-1_1&gene=snap_masked-sce_s48-processed-gene-0.69&CDS=1-300	YER056C-A, YIL052C
478	OG0000478	snap_masked-sce_s482-processed-gene-0.1-mRNA-1_1&gene=snap_masked-sce_s482-processed-gene-0.1&CDS=1-255	YDR500C, YLR185W
479	OG0000479	genemark-sce_s486-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s486-processed-gene-0.3&CDS=1-3570	YAL017W, YOL045W
480	OG0000480	genemark-sce_s492-processed-gene-0.90-mRNA-1_1&gene=genemark-sce_s492-processed-gene-0.90&CDS=1-2067	YGR241C, YHR161C
481	OG0000481	genemark-sce_s493-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s493-processed-gene-0.42&CDS=1-390	YBL002W, YDR224C
482	OG0000482	genemark-sce_s493-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s493-processed-gene-0.33&CDS=1-390	YBL003C, YDR225W
483	OG0000483	genemark-sce_s622-processed-gene-1.72-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.72&CDS=1-1080, snap_masked-sce_s497-processed-gene-0.15-mRNA-1_1&gene=snap_masked-sce_s497-processed-gene-0.15&CDS=1-177	YCR086W
484	OG0000484	augustus_masked-sce_s497-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-sce_s497-processed-gene-0.53&CDS=1-282	YGR008C, YLR327C
485	OG0000485	augustus_masked-sce_s497-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-sce_s497-processed-gene-0.50&CDS=1-315, genemark-sce_s70-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.4&CDS=1-1326	YGL164C
486	OG0000486	augustus_masked-sce_s498-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sce_s498-processed-gene-0.8&CDS=1-201	YLR264W, YOR167C
487	OG0000487	augustus_masked-sce_s582-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-sce_s582-processed-gene-0.39&CDS=1-3393, genemark-sce_s50-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s50-processed-gene-0.38&CDS=1-735	YDR165W
488	OG0000488	augustus_masked-sce_s502-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s502-processed-gene-0.0&CDS=1-1113, genemark-sce_s745-processed-gene-0.118-mRNA-1_1&gene=genemark-sce_s745-processed-gene-0.118&CDS=1-1461	YNL062C
489	OG0000489	genemark-sce_s513-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s513-processed-gene-0.31&CDS=1-1875	YNL299W, YOL115W
490	OG0000490	genemark-sce_s513-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s513-processed-gene-0.34&CDS=1-639, snap_masked-sce_s99-processed-gene-0.19-mRNA-1_1&gene=snap_masked-sce_s99-processed-gene-0.19&CDS=1-189	YOL114C
491	OG0000491	genemark-sce_s663-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s663-processed-gene-0.1&CDS=1-2016, maker-sce_s518-snap-gene-0.9-mRNA-1_1&gene=maker-sce_s518-snap-gene-0.9&CDS=1-849	YHR124W
492	OG0000492	genemark-sce_s52-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s52-processed-gene-0.12&CDS=1-336	YDL075W, YLR406C
493	OG0000493	genemark-sce_s520-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s520-processed-gene-0.16&CDS=1-381	YGR034W, YLR344W
494	OG0000494	genemark-sce_s520-processed-gene-0.51-mRNA-1_1&gene=genemark-sce_s520-processed-gene-0.51&CDS=1-2637	YKL121W, YMR102C
495	OG0000495	genemark-sce_s7-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.17&CDS=1-3396, snap_masked-sce_s525-processed-gene-0.53-mRNA-1_1&gene=snap_masked-sce_s525-processed-gene-0.53&CDS=1-354	YNL256W
496	OG0000496	augustus_masked-sce_s525-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-sce_s525-processed-gene-0.44&CDS=1-372, snap_masked-sce_s702-processed-gene-0.2-mRNA-1_1&gene=snap_masked-sce_s702-processed-gene-0.2&CDS=1-324	YPR063C
497	OG0000497	genemark-sce_s526-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s526-processed-gene-0.34&CDS=1-1221	YHL003C, YKL008C
498	OG0000498	augustus_masked-sce_s77-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-sce_s77-processed-gene-0.62&CDS=1-1116, genemark-sce_s526-processed-gene-0.36-mRNA-1_1&gene=genemark-sce_s526-processed-gene-0.36&CDS=1-1101	YBL016W
499	OG0000499	augustus_masked-sce_s57-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sce_s57-processed-gene-0.22&CDS=1-633, genemark-sce_s529-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s529-processed-gene-0.10&CDS=1-3132	YEL055C
500	OG0000500	snap_masked-sce_s53-processed-gene-0.36-mRNA-1_1&gene=snap_masked-sce_s53-processed-gene-0.36&CDS=1-2649	YIL156W, YKR098C
501	OG0000501	genemark-sce_s53-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s53-processed-gene-0.33&CDS=1-3564	YDR379W, YOR127W
502	OG0000502	genemark-sce_s541-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s541-processed-gene-0.42&CDS=1-1962	YLR273C, YOR178C
503	OG0000503	genemark-sce_s551-processed-gene-0.25-mRNA-1_1&gene=genemark-sce_s551-processed-gene-0.25&CDS=1-1230	YGL082W, YPL191C
504	OG0000504	genemark-sce_s701-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s701-processed-gene-0.6&CDS=1-1863, snap_masked-sce_s56-processed-gene-0.24-mRNA-1_1&gene=snap_masked-sce_s56-processed-gene-0.24&CDS=1-510	YOR370C
505	OG0000505	genemark-sce_s56-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s56-processed-gene-0.9&CDS=1-1380	YDR247W, YPL026C
506	OG0000506	genemark-sce_s560-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s560-processed-gene-0.13&CDS=1-546	YBR005W, YDR003W
507	OG0000507	genemark-sce_s560-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s560-processed-gene-0.15&CDS=1-1713, genemark-sce_s622-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.28&CDS=1-1773	YNL104C
508	OG0000508	genemark-sce_s566-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s566-processed-gene-0.11&CDS=1-1494	YDL161W, YLR206W
509	OG0000509	genemark-sce_s566-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s566-processed-gene-0.15&CDS=1-1383	YGR108W, YPR119W
510	OG0000510	augustus_masked-sce_s567-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-sce_s567-processed-gene-0.36&CDS=1-318	YHR141C, YNL162W
511	OG0000511	genemark-sce_s648-processed-gene-0.60-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.60&CDS=1-2826, snap_masked-sce_s568-processed-gene-0.58-mRNA-1_1&gene=snap_masked-sce_s568-processed-gene-0.58&CDS=1-2400	YOR270C
512	OG0000512	genemark-sce_s568-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s568-processed-gene-0.39&CDS=1-4119	YCR073C, YNR031C
513	OG0000513	genemark-sce_s579-processed-gene-0.22-mRNA-1_1&gene=genemark-sce_s579-processed-gene-0.22&CDS=1-2427	YOR256C, YPL176C
514	OG0000514	maker-sce_s582-snap-gene-0.57-mRNA-1_1&gene=maker-sce_s582-snap-gene-0.57&CDS=1-2724	YDR458C, YML034W
515	OG0000515	genemark-sce_s582-processed-gene-0.69-mRNA-1_1&gene=genemark-sce_s582-processed-gene-0.69&CDS=1-1098, snap_masked-sce_s65-processed-gene-0.36-mRNA-1_1&gene=snap_masked-sce_s65-processed-gene-0.36&CDS=1-249	YML038C
516	OG0000516	genemark-sce_s598-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s598-processed-gene-0.17&CDS=1-876	YFL059W, YMR096W
517	OG0000517	genemark-sce_s621-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.32&CDS=1-1392	YDL048C, YLR375W
518	OG0000518	genemark-sce_s621-processed-gene-0.35-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.35&CDS=1-4101	YGR070W, YLR371W
519	OG0000519	genemark-sce_s622-processed-gene-0.27-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.27&CDS=1-600	YIL133C, YNL069C
520	OG0000520	augustus_masked-sce_s622-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-sce_s622-processed-gene-0.86&CDS=1-360, snap_masked-sce_s623-processed-gene-0.0-mRNA-1_1&gene=snap_masked-sce_s623-processed-gene-0.0&CDS=1-10407	YDR150W
521	OG0000521	genemark-sce_s622-processed-gene-1.48-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.48&CDS=1-3378	YGR238C, YHR158C
522	OG0000522	genemark-sce_s622-processed-gene-1.69-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.69&CDS=1-1065	YER045C, YIL036W
523	OG0000523	genemark-sce_s622-processed-gene-1.56-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.56&CDS=1-1167	YOR390W, YPL279C
524	OG0000524	genemark-sce_s622-processed-gene-1.64-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.64&CDS=1-1869, genemark-sce_s739-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s739-processed-gene-0.2&CDS=1-1938	YNL101W
525	OG0000525	genemark-sce_s638-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s638-processed-gene-0.4&CDS=1-1710	YGR138C, YPR156C
526	OG0000526	genemark-sce_s644-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s644-processed-gene-0.4&CDS=1-3024	YJR091C, YPR042C
527	OG0000527	genemark-sce_s652-processed-gene-0.61-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.61&CDS=1-573	YGL147C, YNL067W
528	OG0000528	genemark-sce_s655-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s655-processed-gene-0.18&CDS=1-315	YGR209C, YLR043C
529	OG0000529	augustus_masked-sce_s658-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sce_s658-processed-gene-0.25&CDS=1-2259	YAL062W, YOR375C
530	OG0000530	genemark-sce_s658-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.17&CDS=1-2025	YCR026C, YEL016C
531	OG0000531	genemark-sce_s660-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s660-processed-gene-0.11&CDS=1-1518	YMR199W, YPL256C
532	OG0000532	augustus_masked-sce_s672-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.5&CDS=1-759	YIR035C, YIR036C
533	OG0000533	genemark-sce_s672-processed-gene-0.99-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.99&CDS=1-1044	YNL302C, YOL121C
534	OG0000534	genemark-sce_s678-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s678-processed-gene-0.11&CDS=1-513	YJL177W, YKL180W
535	OG0000535	genemark-sce_s685-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.12&CDS=1-426	YDL083C, YMR143W
536	OG0000536	genemark-sce_s685-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.2&CDS=1-591	YDL082W, YMR142C
537	OG0000537	genemark-sce_s685-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.3&CDS=1-1233	YLR300W, YOR190W
538	OG0000538	augustus_masked-sce_s687-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-sce_s687-processed-gene-0.21&CDS=1-600	YLR287C-A, YOR182C
539	OG0000539	augustus_masked-sce_s69-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sce_s69-processed-gene-0.7&CDS=1-1953	YDR475C, YOR019W
540	OG0000540	genemark-sce_s7-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.15&CDS=1-1269	YHR208W, YJR148W
541	OG0000541	snap_masked-sce_s706-processed-gene-0.14-mRNA-1_1&gene=snap_masked-sce_s706-processed-gene-0.14&CDS=1-1239	YJL139C, YKR061W
542	OG0000542	genemark-sce_s729-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s729-processed-gene-0.13&CDS=1-2490	YDR351W, YHR103W
543	OG0000543	genemark-sce_s733-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s733-processed-gene-0.9&CDS=1-516	YLR456W, YPR172W
544	OG0000544	genemark-sce_s734-processed-gene-0.23-mRNA-1_1&gene=genemark-sce_s734-processed-gene-0.23&CDS=1-2385	YIL105C, YNL047C
545	OG0000545	genemark-sce_s734-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s734-processed-gene-0.33&CDS=1-411	YBL087C, YER117W
546	OG0000546	augustus_masked-sce_s735-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s735-processed-gene-0.0&CDS=1-639	YBR014C, YDL010W
547	OG0000547	genemark-sce_s735-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s735-processed-gene-0.4&CDS=1-1653	YIR031C, YNL117W
548	OG0000548	genemark-sce_s736-processed-gene-0.47-mRNA-1_1&gene=genemark-sce_s736-processed-gene-0.47&CDS=1-3513	YGL133W, YPL216W
549	OG0000549	genemark-sce_s738-processed-gene-0.45-mRNA-1_1&gene=genemark-sce_s738-processed-gene-0.45&CDS=1-708	YBR181C, YPL090C
550	OG0000550	genemark-sce_s738-processed-gene-0.55-mRNA-1_1&gene=genemark-sce_s738-processed-gene-0.55&CDS=1-2253	YBL067C, YER098W
551	OG0000551	augustus_masked-sce_s739-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sce_s739-processed-gene-0.19&CDS=1-669	YKR075C, YOR062C
552	OG0000552	genemark-sce_s741-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.9&CDS=1-447	YIL111W, YNL052W
553	OG0000553	genemark-sce_s741-processed-gene-0.43-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.43&CDS=1-660	YBR242W, YGL101W
554	OG0000554	genemark-sce_s741-processed-gene-0.44-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.44&CDS=1-1842	YBR241C, YGL104C
555	OG0000555	genemark-sce_s741-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.21&CDS=1-1014	YBR031W, YDR012W
556	OG0000556	genemark-sce_s741-processed-gene-0.23-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.23&CDS=1-2583	YJL082W, YKR018C
557	OG0000557	augustus_masked-sce_s741-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-sce_s741-processed-gene-0.87&CDS=1-3330	YJL105W, YKR029C
558	OG0000558	genemark-sce_s741-processed-gene-0.61-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.61&CDS=1-2097	YBR001C, YDR001C
559	OG0000559	augustus_masked-sce_s741-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-sce_s741-processed-gene-0.96&CDS=1-1926	YER064C, YIL056W
560	OG0000560	genemark-sce_s741-processed-gene-0.65-mRNA-1_1&gene=genemark-sce_s741-processed-gene-0.65&CDS=1-855	YDR272W, YOR040W
561	OG0000561	genemark-sce_s745-processed-gene-0.125-mRNA-1_1&gene=genemark-sce_s745-processed-gene-0.125&CDS=1-3798	YCR067C, YNR026C
562	OG0000562	augustus_masked-sce_s745-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-sce_s745-processed-gene-0.161&CDS=1-2172	YJR059W, YKL198C
563	OG0000563	augustus_masked-sce_s75-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-sce_s75-processed-gene-0.56&CDS=1-246	YHR021C, YKL156W
564	OG0000564	genemark-sce_s75-processed-gene-0.30-mRNA-1_1&gene=genemark-sce_s75-processed-gene-0.30&CDS=1-1152	YDR312W, YHR066W
565	OG0000565	augustus_masked-sce_s77-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-sce_s77-processed-gene-0.48&CDS=1-1971	YDR146C, YLR131C
566	OG0000566	genemark-sce_s9-processed-gene-0.86-mRNA-1_1&gene=genemark-sce_s9-processed-gene-0.86&CDS=1-495	YDR418W, YEL054C
567	OG0000567	augustus_masked-sce_s9-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-sce_s9-processed-gene-0.37&CDS=1-792	YGR214W, YLR048W
568	OG0000568	genemark-sce_s9-processed-gene-0.66-mRNA-1_1&gene=genemark-sce_s9-processed-gene-0.66&CDS=1-900	YGL162W, YPR009W
569	OG0000569	genemark-sce_s9-processed-gene-0.93-mRNA-1_1&gene=genemark-sce_s9-processed-gene-0.93&CDS=1-870	YBR183W, YPL087W
570	OG0000570	genemark-sce_s93-processed-gene-0.47-mRNA-1_1&gene=genemark-sce_s93-processed-gene-0.47&CDS=1-1449	YML118W, YMR285C
571	OG0000571	augustus_masked-sce_s93-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-sce_s93-processed-gene-0.16&CDS=1-411	YDR447C, YML024W
572	OG0000572	snap_masked-sce_s99-processed-gene-0.18-mRNA-1_1&gene=snap_masked-sce_s99-processed-gene-0.18&CDS=1-1257	YAL015C, YOL043C
573	OG0000573		YAL051W, YLL054C, YOR363C
574	OG0000574	genemark-sce_C44150-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_C44150-processed-gene-0.1&CDS=1-1437	YHR207C
575	OG0000575	genemark-sce_C44538-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_C44538-processed-gene-0.4&CDS=1-2259	YLR117C
576	OG0000576	augustus_masked-sce_C44730-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_C44730-processed-gene-0.0&CDS=1-3897	YAL026C
577	OG0000577	snap_masked-sce_C45026-processed-gene-0.1-mRNA-1_1&gene=snap_masked-sce_C45026-processed-gene-0.1&CDS=1-3639	YJR041C
578	OG0000578	genemark-sce_C45050-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_C45050-processed-gene-0.0&CDS=1-3138	YLR389C
579	OG0000579	genemark-sce_C45050-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_C45050-processed-gene-0.1&CDS=1-1860	YGL095C
580	OG0000580	genemark-sce_C45560-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_C45560-processed-gene-0.9&CDS=1-843	YPR103W
581	OG0000581	genemark-sce_C45560-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_C45560-processed-gene-0.13&CDS=1-333	YPR094W
582	OG0000582	genemark-sce_C45572-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_C45572-processed-gene-0.5&CDS=1-378	YEL044W
583	OG0000583	genemark-sce_C45572-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_C45572-processed-gene-0.8&CDS=1-453	YEL048C
584	OG0000584	genemark-sce_C45572-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_C45572-processed-gene-0.9&CDS=1-1575	YIR004W
585	OG0000585	genemark-sce_C45888-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_C45888-processed-gene-0.4&CDS=1-375	YEL026W
586	OG0000586	snap_masked-sce_C45888-processed-gene-0.6-mRNA-1_1&gene=snap_masked-sce_C45888-processed-gene-0.6&CDS=1-474	YEL027W
587	OG0000587	augustus_masked-sce_C45888-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sce_C45888-processed-gene-0.2&CDS=1-2226	YJR042W
588	OG0000588	genemark-sce_C45992-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_C45992-processed-gene-0.8&CDS=1-1446	YDL155W
589	OG0000589	genemark-sce_C46218-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_C46218-processed-gene-0.13&CDS=1-1062	YLR420W
590	OG0000590	genemark-sce_C46218-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_C46218-processed-gene-0.11&CDS=1-429	YPR082C
591	OG0000591	genemark-sce_C46218-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_C46218-processed-gene-0.15&CDS=1-627	YLR178C
592	OG0000592	genemark-sce_C46218-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_C46218-processed-gene-0.16&CDS=1-1206	YOR358W
593	OG0000593	genemark-sce_C46360-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.31&CDS=1-1101	YAL036C
594	OG0000594	genemark-sce_C46360-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.24&CDS=1-3009	YAL035W
595	OG0000595	genemark-sce_C46360-processed-gene-0.26-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.26&CDS=1-924	YDL236W
596	OG0000596	genemark-sce_C46360-processed-gene-0.27-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.27&CDS=1-435	YDL235C
597	OG0000597	genemark-sce_C46360-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.32&CDS=1-1788	YNL219C
598	OG0000598	genemark-sce_C46360-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.33&CDS=1-1281	YNL220W
599	OG0000599	snap_masked-sce_C46360-processed-gene-0.20-mRNA-1_1&gene=snap_masked-sce_C46360-processed-gene-0.20&CDS=1-1059	YNL037C
600	OG0000600	genemark-sce_C46360-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.28&CDS=1-402	YIL098C
601	OG0000601	genemark-sce_C46360-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.29&CDS=1-459	YAL008W
602	OG0000602	genemark-sce_C46360-processed-gene-0.36-mRNA-1_1&gene=genemark-sce_C46360-processed-gene-0.36&CDS=1-4899	YOR341W
603	OG0000603	genemark-sce_C46472-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_C46472-processed-gene-0.0&CDS=1-4488	YPR184W
604	OG0000604	augustus_masked-sce_C46472-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sce_C46472-processed-gene-0.29&CDS=1-2019	YGR194C
605	OG0000605	genemark-sce_C46472-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_C46472-processed-gene-0.4&CDS=1-1431	YJR003C
