	OrthologID	Saccharomyces_cerevisiae	Stagonospora_nodorum
2567	OG0002567	YOL012C	XP_001799520.1
2568	OG0002568	YOL013C	XP_001802481.1
2569	OG0002569	YOL016C	XP_001795061.1
2570	OG0002570	YOL018C	XP_001803049.1
2571	OG0002571	YOL021C	XP_001805194.1
2572	OG0002572	YOL022C	XP_001802473.1
2573	OG0002573	YOL023W	XP_001804781.1
2574	OG0002574	YOL026C	XP_001801447.1
2575	OG0002575	YOL032W	XP_001799017.1
2576	OG0002576	YOL033W	XP_001806247.1
2577	OG0002577	YOL034W	XP_001797757.1
2578	OG0002578	YOL038W	XP_001801378.1
2579	OG0002579	YOL040C	XP_001795139.1
2580	OG0002580	YOL041C	XP_001805380.1
2581	OG0002581	YOL049W	XP_001799649.1
2582	OG0002582	YOL052C	XP_001801467.1
2583	OG0002583	YOL054W	XP_001794456.1
2584	OG0002584	YOL057W	XP_001797076.1
2585	OG0002585	YOL058W	XP_001803376.1
2586	OG0002586	YOL060C	XP_001802560.1
2587	OG0002587	YOL065C	XP_001793404.1
2588	OG0002588	YOL071W	XP_001801887.1
2589	OG0002589	YOL073C	XP_001804517.1
2590	OG0002590	YOL075C	XP_001793288.1
2591	OG0002591	YOL077C	XP_001799532.1
2592	OG0002592	YOL078W	XP_001803074.1
2593	OG0002593	YOL080C	XP_001806613.1
2594	OG0002594	YOL086W-A	XP_001797835.1
2595	OG0002595	YOL087C	XP_001797190.1
2596	OG0002596	YOL090W	XP_001799798.1
2597	OG0002597	YOL093W	XP_001805878.1
2598	OG0002598	YOL094C	XP_001792430.1
2599	OG0002599	YOL096C	XP_001804638.1
2600	OG0002600	YOL097C	XP_001795867.1
2601	OG0002601	YOL098C	XP_001794032.1
2602	OG0002602	YOL102C	XP_001802062.1
2603	OG0002603	YOL107W	XP_001797667.1
2604	OG0002604	YOL108C	XP_001804401.1
2605	OG0002605	YOL123W	XP_001799955.1
2606	OG0002606	YOL124C	XP_001797282.1
2607	OG0002607	YOL127W	XP_001799315.1
2608	OG0002608	YOL129W	XP_001792332.1
2609	OG0002609	YOL133W	XP_001799407.1
2610	OG0002610	YOL135C	XP_001802689.1
2611	OG0002611	YOL139C	XP_001791430.1
2612	OG0002612	YOL140W	XP_001797854.1
2613	OG0002613	YOL141W	XP_001804235.1
2614	OG0002614	YOL142W	XP_001791044.1
2615	OG0002615	YOL143C	XP_001794348.1
2616	OG0002616	YOL145C	XP_001799418.1
2617	OG0002617	YOL146W	XP_001796593.1
2618	OG0002618	YOL147C	XP_001802661.1
2619	OG0002619	YOL154W	XP_001793586.1
2620	OG0002620	YOR001W	XP_001802191.1
2621	OG0002621	YOR002W	XP_001805403.1
2622	OG0002622	YOR004W	XP_001795053.1
2623	OG0002623	YOR005C	XP_001800794.1
2624	OG0002624	YOR006C	XP_001802187.1
2625	OG0002625	YOR007C	XP_001797295.1
2626	OG0002626	YOR014W	XP_001801197.1
2627	OG0002627	YOR017W	XP_001799350.1
2628	OG0002628	YOR020C	XP_001797567.1
2629	OG0002629	YOR021C	XP_001795552.1
2630	OG0002630	YOR022C	XP_001790702.1
2631	OG0002631	YOR023C	XP_001795268.1
2632	OG0002632	YOR027W	XP_001800129.1
2633	OG0002633	YOR032C	XP_001800697.1
2634	OG0002634	YOR035C	XP_001797433.1
2635	OG0002635	YOR036W	XP_001795243.1
2636	OG0002636	YOR039W	XP_001797158.1
2637	OG0002637	YOR043W	XP_001797469.1
2638	OG0002638	YOR046C	XP_001800860.1
2639	OG0002639	YOR048C	XP_001796643.1
2640	OG0002640	YOR052C	XP_001802247.1
2641	OG0002641	YOR056C	XP_001801396.1
2642	OG0002642	YOR057W	XP_001805615.1
2643	OG0002643	YOR058C	XP_001800632.1
2644	OG0002644	YOR059C	XP_001800968.1
2645	OG0002645	YOR061W	XP_001794932.1
2646	OG0002646	YOR063W	XP_001806656.1
2647	OG0002647	YOR065W	XP_001793908.1
2648	OG0002648	YOR067C	XP_001804072.1
2649	OG0002649	YOR069W	XP_001791037.1
2650	OG0002650	YOR070C	XP_001799957.1
2651	OG0002651	YOR074C	XP_001802805.1
2652	OG0002652	YOR077W	XP_001797533.1
2653	OG0002653	YOR079C	XP_001803947.1
2654	OG0002654	YOR087W	XP_001803488.1
2655	OG0002655	YOR090C	XP_001795329.1
2656	OG0002656	YOR091W	XP_001797267.1
2657	OG0002657	YOR093C	XP_001792889.1
2658	OG0002658	YOR095C	XP_001799037.1
2659	OG0002659	YOR100C	XP_001793379.1
2660	OG0002660	YOR103C	XP_001794679.1
2661	OG0002661	YOR108W	XP_001792816.1
2662	OG0002662	YOR111W	XP_001801534.1
2663	OG0002663	YOR112W	XP_001795700.1
2664	OG0002664	YOR115C	XP_001799331.1
2665	OG0002665	YOR116C	XP_001792135.1
2666	OG0002666	YOR117W	XP_001798575.1
2667	OG0002667	YOR118W	XP_001791453.1
2668	OG0002668	YOR119C	XP_001799978.1
2669	OG0002669	YOR122C	XP_001792699.1
2670	OG0002670	YOR123C	XP_001797238.1
2671	OG0002671	YOR124C	XP_001802353.1
2672	OG0002672	YOR125C	XP_001796501.1
2673	OG0002673	YOR126C	XP_001798834.1
2674	OG0002674	YOR128C	XP_001799949.1
2675	OG0002675	YOR129C	XP_001791335.1
2676	OG0002676	YOR130C	XP_001794700.1
2677	OG0002677	YOR131C	XP_001804942.1
2678	OG0002678	YOR132W	XP_001803913.1
2679	OG0002679	YOR134W	XP_001806138.1
2680	OG0002680	YOR136W	XP_001796469.1
2681	OG0002681	YOR140W	XP_001798628.1
2682	OG0002682	YOR141C	XP_001798365.1
2683	OG0002683	YOR142W	XP_001805534.1
2684	OG0002684	YOR143C	XP_001796325.1
2685	OG0002685	YOR144C	XP_001800595.1
2686	OG0002686	YOR145C	XP_001794323.1
2687	OG0002687	YOR148C	XP_001794219.1
2688	OG0002688	YOR149C	XP_001799628.1
2689	OG0002689	YOR150W	XP_001798656.1
2690	OG0002690	YOR151C	XP_001801698.1
2691	OG0002691	YOR154W	XP_001799493.1
2692	OG0002692	YOR155C	XP_001793137.1
2693	OG0002693	YOR157C	XP_001804755.1
2694	OG0002694	YOR159C	XP_001803874.1
2695	OG0002695	YOR160W	XP_001803875.1
2696	OG0002696	YOR161C	XP_001802886.1
2697	OG0002697	YOR163W	XP_001797727.1
2698	OG0002698	YOR164C	XP_001806568.1
2699	OG0002699	YOR165W	XP_001792248.1
2700	OG0002700	YOR168W	XP_001796243.1
2701	OG0002701	YOR175C	XP_001805526.1
2702	OG0002702	YOR176W	XP_001803227.1
2703	OG0002703	YOR181W	XP_001798174.1
2704	OG0002704	YOR184W	XP_001791787.1
2705	OG0002705	YOR187W	XP_001800530.1
2706	OG0002706	YOR188W	XP_001805354.1
2707	OG0002707	YOR194C	XP_001801766.1
2708	OG0002708	YOR196C	XP_001790961.1
2709	OG0002709	YOR197W	XP_001804782.1
2710	OG0002710	YOR198C	XP_001793681.1
2711	OG0002711	YOR201C	XP_001796820.1
2712	OG0002712	YOR202W	XP_001799664.1
2713	OG0002713	YOR204W	XP_001794501.1
2714	OG0002714	YOR206W	XP_001801636.1
2715	OG0002715	YOR207C	XP_001792395.1
2716	OG0002716	YOR209C	XP_001791325.1
2717	OG0002717	YOR210W	XP_001798659.1
2718	OG0002718	YOR211C	XP_001806185.1
2719	OG0002719	YOR212W	XP_001806174.1
2720	OG0002720	YOR215C	XP_001802790.1
2721	OG0002721	YOR216C	XP_001795697.1
2722	OG0002722	YOR217W	XP_001797975.1
2723	OG0002723	YOR223W	XP_001805816.1
2724	OG0002724	YOR224C	XP_001798945.1
2725	OG0002725	YOR226C	XP_001793486.1
2726	OG0002726	YOR232W	XP_001797867.1
2727	OG0002727	YOR236W	XP_001804053.1
2728	OG0002728	YOR238W	XP_001796922.1
2729	OG0002729	YOR239W	XP_001794142.1
2730	OG0002730	YOR241W	XP_001791513.1
2731	OG0002731	YOR243C	XP_001793059.1
2732	OG0002732	YOR244W	XP_001806614.1
2733	OG0002733	YOR245C	XP_001794416.1
2734	OG0002734	YOR250C	XP_001804268.1
2735	OG0002735	YOR251C	XP_001791542.1
2736	OG0002736	YOR252W	XP_001804758.1
2737	OG0002737	YOR254C	XP_001792626.1
2738	OG0002738	YOR257W	XP_001796614.1
2739	OG0002739	YOR258W	XP_001800423.1
2740	OG0002740	YOR259C	XP_001793915.1
2741	OG0002741	YOR260W	XP_001792865.1
2742	OG0002742	YOR261C	XP_001792388.1
2743	OG0002743	YOR262W	XP_001798958.1
2744	OG0002744	YOR265W	XP_001805972.1
2745	OG0002745	YOR269W	XP_001804489.1
2746	OG0002746	YOR270C	XP_001796790.1
2747	OG0002747	YOR271C	XP_001793063.1
2748	OG0002748	YOR272W	XP_001794034.1
2749	OG0002749	YOR274W	XP_001806257.1
2750	OG0002750	YOR278W	XP_001793680.1
2751	OG0002751	YOR281C	XP_001790859.1
2752	OG0002752	YOR283W	XP_001805837.1
2753	OG0002753	YOR286W	XP_001796296.1
2754	OG0002754	YOR287C	XP_001792163.1
2755	OG0002755	YOR288C	XP_001794825.1
2756	OG0002756	YOR289W	XP_001802173.1
2757	OG0002757	YOR291W	XP_001799357.1
2758	OG0002758	YOR294W	XP_001794249.1
2759	OG0002759	YOR298C-A	XP_001792232.1
2760	OG0002760	YOR301W	XP_001804462.1
2761	OG0002761	YOR303W	XP_001803201.1
2762	OG0002762	YOR304W	XP_001796874.1
2763	OG0002763	YOR305W	XP_001803628.1
2764	OG0002764	YOR307C	XP_001792253.1
2765	OG0002765	YOR310C	XP_001796153.1
2766	OG0002766	YOR311C	XP_001796838.1
2767	OG0002767	YOR317W	XP_001803848.1
2768	OG0002768	YOR319W	XP_001799546.1
2769	OG0002769	YOR322C	XP_001800544.1
2770	OG0002770	YOR323C	XP_001799953.1
2771	OG0002771	YOR326W	XP_001799708.1
2772	OG0002772	YOR330C	XP_001800759.1
2773	OG0002773	YOR332W	XP_001797799.1
2774	OG0002774	YOR335C	XP_001795116.1
2775	OG0002775	YOR336W	XP_001793625.1
2776	OG0002776	YOR340C	XP_001797594.1
2777	OG0002777	YOR341W	XP_001805120.1
2778	OG0002778	YOR346W	XP_001799752.1
2779	OG0002779	YOR349W	XP_001799280.1
2780	OG0002780	YOR352W	XP_001804471.1
2781	OG0002781	YOR356W	XP_001798759.1
2782	OG0002782	YOR357C	XP_001790857.1
2783	OG0002783	YOR358W	XP_001799329.1
2784	OG0002784	YOR359W	XP_001802406.1
2785	OG0002785	YOR360C	XP_001791092.1
2786	OG0002786	YOR361C	XP_001793927.1
2787	OG0002787	YOR362C	XP_001794484.1
2788	OG0002788	YOR367W	XP_001796858.1
2789	OG0002789	YOR368W	XP_001801768.1
2790	OG0002790	YOR369C	XP_001801984.1
2791	OG0002791	YOR370C	XP_001798012.1
2792	OG0002792	YOR374W	XP_001797286.1
2793	OG0002793	YOR388C	XP_001791817.1
2794	OG0002794	YPL001W	XP_001803948.1
2795	OG0002795	YPL002C	XP_001792762.1
2796	OG0002796	YPL006W	XP_001803398.1
2797	OG0002797	YPL009C	XP_001799895.1
2798	OG0002798	YPL010W	XP_001799896.1
2799	OG0002799	YPL011C	XP_001794907.1
2800	OG0002800	YPL012W	XP_001797937.1
2801	OG0002801	YPL013C	XP_001793435.1
2802	OG0002802	YPL015C	XP_001805102.1
2803	OG0002803	YPL016W	XP_001802447.1
2804	OG0002804	YPL020C	XP_001794207.1
2805	OG0002805	YPL022W	XP_001797779.1
2806	OG0002806	YPL023C	XP_001801240.1
2807	OG0002807	YPL028W	XP_001796738.1
2808	OG0002808	YPL029W	XP_001798969.1
2809	OG0002809	YPL030W	XP_001798082.1
2810	OG0002810	YPL040C	XP_001791094.1
2811	OG0002811	YPL042C	XP_001806263.1
2812	OG0002812	YPL043W	XP_001798899.1
2813	OG0002813	YPL045W	XP_001800643.1
2814	OG0002814	YPL048W	XP_001793018.1
2815	OG0002815	YPL050C	XP_001800862.1
2816	OG0002816	YPL051W	XP_001792934.1
2817	OG0002817	YPL054W	XP_001793257.1
2818	OG0002818	YPL059W	XP_001795352.1
2819	OG0002819	YPL060W	XP_001797991.1
2820	OG0002820	YPL063W	XP_001791130.1
2821	OG0002821	YPL065W	XP_001801635.1
2822	OG0002822	YPL069C	XP_001800393.1
2823	OG0002823	YPL076W	XP_001791028.1
2824	OG0002824	YPL078C	XP_001794731.1
2825	OG0002825	YPL082C	XP_001802092.1
2826	OG0002826	YPL083C	XP_001797555.1
2827	OG0002827	YPL086C	XP_001805476.1
2828	OG0002828	YPL091W	XP_001795826.1
2829	OG0002829	YPL093W	XP_001802914.1
2830	OG0002830	YPL094C	XP_001796307.1
2831	OG0002831	YPL096W	XP_001791609.1
2832	OG0002832	YPL097W	XP_001791426.1
2833	OG0002833	YPL101W	XP_001798974.1
2834	OG0002834	YPL104W	XP_001791371.1
2835	OG0002835	YPL107W	XP_001798461.1
2836	OG0002836	YPL109C	XP_001798664.1
2837	OG0002837	YPL110C	XP_001805206.1
2838	OG0002838	YPL111W	XP_001793641.1
2839	OG0002839	YPL115C	XP_001794506.1
2840	OG0002840	YPL116W	XP_001803743.1
2841	OG0002841	YPL117C	XP_001799259.1
2842	OG0002842	YPL118W	XP_001803767.1
2843	OG0002843	YPL120W	XP_001794670.1
2844	OG0002844	YPL122C	XP_001798440.1
2845	OG0002845	YPL125W	XP_001790758.1
2846	OG0002846	YPL126W	XP_001798660.1
2847	OG0002847	YPL127C	XP_001802339.1
2848	OG0002848	YPL129W	XP_001800917.1
2849	OG0002849	YPL131W	XP_001800680.1
2850	OG0002850	YPL132W	XP_001797988.1
2851	OG0002851	YPL133C	XP_001798109.1
2852	OG0002852	YPL138C	XP_001804886.1
2853	OG0002853	YPL146C	XP_001804277.1
2854	OG0002854	YPL151C	XP_001805173.1
2855	OG0002855	YPL152W	XP_001800669.1
2856	OG0002856	YPL154C	XP_001793880.1
2857	OG0002857	YPL155C	XP_001794136.1
2858	OG0002858	YPL157W	XP_001802449.1
2859	OG0002859	YPL160W	XP_001797981.1
2860	OG0002860	YPL164C	XP_001795285.1
2861	OG0002861	YPL165C	XP_001800177.1
2862	OG0002862	YPL167C	XP_001791367.1
2863	OG0002863	YPL169C	XP_001794925.1
2864	OG0002864	YPL170W	XP_001798278.1
2865	OG0002865	YPL172C	XP_001791489.1
2866	OG0002866	YPL175W	XP_001792634.1
2867	OG0002867	YPL178W	XP_001799887.1
2868	OG0002868	YPL181W	XP_001805032.1
2869	OG0002869	YPL183C	XP_001791421.1
2870	OG0002870	YPL183W-A	XP_001791452.1
2871	OG0002871	YPL184C	XP_001804071.1
2872	OG0002872	YPL188W	XP_001806565.1
2873	OG0002873	YPL190C	XP_001804675.1
2874	OG0002874	YPL195W	XP_001794275.1
2875	OG0002875	YPL196W	XP_001805877.1
2876	OG0002876	YPL199C	XP_001800670.1
2877	OG0002877	YPL206C	XP_001800992.1
2878	OG0002878	YPL207W	XP_001798821.1
2879	OG0002879	YPL211W	XP_001806527.1
2880	OG0002880	YPL212C	XP_001803229.1
2881	OG0002881	YPL214C	XP_001803922.1
2882	OG0002882	YPL215W	XP_001803955.1
2883	OG0002883	YPL217C	XP_001796260.1
2884	OG0002884	YPL218W	XP_001798121.1
2885	OG0002885	YPL222W	XP_001795956.1
2886	OG0002886	YPL225W	XP_001791420.1
2887	OG0002887	YPL226W	XP_001798057.1
2888	OG0002888	YPL227C	XP_001804085.1
2889	OG0002889	YPL228W	XP_001791491.1
2890	OG0002890	YPL231W	XP_001792784.1
2891	OG0002891	YPL235W	XP_001791859.1
2892	OG0002892	YPL236C	XP_001795102.1
2893	OG0002893	YPL237W	XP_001802141.1
2894	OG0002894	YPL239W	XP_001801372.1
2895	OG0002895	YPL244C	XP_001804853.1
2896	OG0002896	YPL246C	XP_001802232.1
2897	OG0002897	YPL247C	XP_001790776.1
2898	OG0002898	YPL249C	XP_001797840.1
2899	OG0002899	YPL252C	XP_001805587.1
2900	OG0002900	YPL260W	XP_001795802.1
2901	OG0002901	YPL262W	XP_001797756.1
2902	OG0002902	YPL263C	XP_001805905.1
2903	OG0002903	YPL266W	XP_001805979.1
2904	OG0002904	YPL268W	XP_001800975.1
2905	OG0002905	YPR002W	XP_001798173.1
2906	OG0002906	YPR003C	XP_001803531.1
2907	OG0002907	YPR004C	XP_001796346.1
2908	OG0002908	YPR010C	XP_001793675.1
2909	OG0002909	YPR016C	XP_001791985.1
2910	OG0002910	YPR019W	XP_001793836.1
2911	OG0002911	YPR020W	XP_001804378.1
2912	OG0002912	YPR021C	XP_001791355.1
2913	OG0002913	YPR023C	XP_001805788.1
2914	OG0002914	YPR024W	XP_001796718.1
2915	OG0002915	YPR025C	XP_001799377.1
2916	OG0002916	YPR026W	XP_001798541.1
2917	OG0002917	YPR028W	XP_001805514.1
2918	OG0002918	YPR031W	XP_001791467.1
2919	OG0002919	YPR033C	XP_001791054.1
2920	OG0002920	YPR035W	XP_001804567.1
2921	OG0002921	YPR036W	XP_001805193.1
2922	OG0002922	YPR037C	XP_001794210.1
2923	OG0002923	YPR040W	XP_001802853.1
2924	OG0002924	YPR041W	XP_001803921.1
2925	OG0002925	YPR045C	XP_001802993.1
2926	OG0002926	YPR047W	XP_001797863.1
2927	OG0002927	YPR048W	XP_001803949.1
2928	OG0002928	YPR049C	XP_001798692.1
2929	OG0002929	YPR051W	XP_001793667.1
2930	OG0002930	YPR055W	XP_001799419.1
2931	OG0002931	YPR056W	XP_001797317.1
2932	OG0002932	YPR060C	XP_001804159.1
2933	OG0002933	YPR061C	XP_001802475.1
2934	OG0002934	YPR062W	XP_001795023.1
2935	OG0002935	YPR066W	XP_001794777.1
2936	OG0002936	YPR067W	XP_001798696.1
2937	OG0002937	YPR069C	XP_001800989.1
2938	OG0002938	YPR073C	XP_001795903.1
2939	OG0002939	YPR074C	XP_001800365.1
2940	OG0002940	YPR079W	XP_001792289.1
2941	OG0002941	YPR086W	XP_001798240.1
2942	OG0002942	YPR088C	XP_001805588.1
2943	OG0002943	YPR089W	XP_001793764.1
2944	OG0002944	YPR091C	XP_001790898.1
2945	OG0002945	YPR094W	XP_001803984.1
2946	OG0002946	YPR095C	XP_001804056.1
2947	OG0002947	YPR097W	XP_001794923.1
2948	OG0002948	YPR100W	XP_001806124.1
2949	OG0002949	YPR103W	XP_001806006.1
2950	OG0002950	YPR107C	XP_001795133.1
2951	OG0002951	YPR108W	XP_001802663.1
2952	OG0002952	YPR110C	XP_001795071.1
2953	OG0002953	YPR112C	XP_001801778.1
2954	OG0002954	YPR113W	XP_001792590.1
2955	OG0002955	YPR118W	XP_001794215.1
2956	OG0002956	YPR125W	XP_001795083.1
2957	OG0002957	YPR129W	XP_001791784.1
2958	OG0002958	YPR131C	XP_001791499.1
2959	OG0002959	YPR133C	XP_001791944.1
2960	OG0002960	YPR135W	XP_001792392.1
2961	OG0002961	YPR137W	XP_001793916.1
2962	OG0002962	YPR140W	XP_001803076.1
2963	OG0002963	YPR141C	XP_001803121.1
2964	OG0002964	YPR143W	XP_001805586.1
2965	OG0002965	YPR144C	XP_001794730.1
2966	OG0002966	YPR153W	XP_001804029.1
2967	OG0002967	YPR160W	XP_001803672.1
2968	OG0002968	YPR162C	XP_001803865.1
2969	OG0002969	YPR166C	XP_001790871.1
2970	OG0002970	YPR167C	XP_001791006.1
2971	OG0002971	YPR168W	XP_001802052.1
2972	OG0002972	YPR169W	XP_001790823.1
2973	OG0002973	YPR173C	XP_001802425.1
2974	OG0002974	YPR175W	XP_001799821.1
2975	OG0002975	YPR178W	XP_001794900.1
2976	OG0002976	YPR180W	XP_001799598.1
2977	OG0002977	YPR181C	XP_001795844.1
2978	OG0002978	YPR183W	XP_001798483.1
2979	OG0002979	YPR184W	XP_001794158.1
2980	OG0002980	YPR187W	XP_001790943.1
2981	OG0002981	YPR189W	XP_001805941.1
2982	OG0002982	YPR191W	XP_001792326.1
2983	OG0002983	YPR201W	XP_001801607.1
2984	OG0002984	Q0045	YP_001427396.1
2985	OG0002985	Q0080	XP_001804952.1
2986	OG0002986	Q0085	YP_001427392.1
2987	OG0002987	Q0105	YP_001427390.1
2988	OG0002988	Q0115	YP_001427391.1
2989	OG0002989	Q0130	XP_001803543.1
2990	OG0002990	Q0275	YP_001427407.1
2991	OG0002991		XP_001791459.1, XP_001798665.1
2992	OG0002992		XP_001801297.1, XP_001803240.1
