	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_kudriavzevii
449	OG0000449	YBR119W	augustus_masked-Skud_2-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.16&CDS=1-1050
450	OG0000450	YBR120C	augustus_masked-Skud_2-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.33&CDS=1-486
451	OG0000451	YBR123C	augustus_masked-Skud_2-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.35&CDS=1-2493
452	OG0000452	YBR125C	augustus_masked-Skud_2-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.36&CDS=1-1179
453	OG0000453	YBR126C	augustus_masked-Skud_2-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.37&CDS=1-1485
454	OG0000454	YBR126W-A	augustus_masked-Skud_2-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.17&CDS=1-213
455	OG0000455	YBR127C	augustus_masked-Skud_2-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.38&CDS=1-4773
456	OG0000456	YBR131W	augustus_masked-Skud_2-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.18&CDS=1-2145
457	OG0000457	YBR132C	augustus_masked-Skud_2-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.39&CDS=1-1794
458	OG0000458	YBR133C	augustus_masked-Skud_2-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.40&CDS=1-2484
459	OG0000459	YBR135W	augustus_masked-Skud_2-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.19&CDS=1-435
460	OG0000460	YBR136W	augustus_masked-Skud_2-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.20&CDS=1-7104
461	OG0000461	YBR137W	augustus_masked-Skud_2-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.21&CDS=1-537
462	OG0000462	YBR138C	augustus_masked-Skud_2-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.41&CDS=1-1566
463	OG0000463	YBR139W	augustus_masked-Skud_2-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-4.22&CDS=1-1512
464	OG0000464	YBR141C	augustus_masked-Skud_2-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.6&CDS=1-1008
465	OG0000465	YBR142W	genemark-Skud_2-processed-gene-5.47-mRNA-1_1&gene=genemark-Skud_2-processed-gene-5.47&CDS=1-2304
466	OG0000466	YBR143C	augustus_masked-Skud_2-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.7&CDS=1-1311
467	OG0000467	YBR146W	genemark-Skud_2-processed-gene-5.52-mRNA-1_1&gene=genemark-Skud_2-processed-gene-5.52&CDS=1-834
468	OG0000468	YBR147W	genemark-Skud_2-processed-gene-5.53-mRNA-1_1&gene=genemark-Skud_2-processed-gene-5.53&CDS=1-924
469	OG0000469	YBR148W	augustus_masked-Skud_2-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.9&CDS=1-1827
470	OG0000470	YBR149W	augustus_masked-Skud_2-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.10&CDS=1-1032
471	OG0000471	YBR150C	augustus_masked-Skud_2-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.29&CDS=1-3237
472	OG0000472	YBR151W	augustus_masked-Skud_2-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.11&CDS=1-2232
473	OG0000473	YBR154C	augustus_masked-Skud_2-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.30&CDS=1-645
474	OG0000474	YBR155W	augustus_masked-Skud_2-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.12&CDS=1-1155
475	OG0000475	YBR156C	genemark-Skud_2-processed-gene-5.79-mRNA-1_1&gene=genemark-Skud_2-processed-gene-5.79&CDS=1-1878
476	OG0000476	YBR157C	augustus_masked-Skud_2-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.32&CDS=1-765
477	OG0000477	YBR158W	augustus_masked-Skud_2-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.13&CDS=1-1665
478	OG0000478	YBR160W	maker-Skud_2-snap-gene-5.0-mRNA-1_1&gene=maker-Skud_2-snap-gene-5.0&CDS=1-1869
479	OG0000479	YBR161W	augustus_masked-Skud_2-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.16&CDS=1-1131
480	OG0000480	YBR162C	augustus_masked-Skud_2-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.33&CDS=1-1374
481	OG0000481	YBR163W	augustus_masked-Skud_2-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.17&CDS=1-1869
482	OG0000482	YBR164C	augustus_masked-Skud_2-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.34&CDS=1-549
483	OG0000483	YBR165W	augustus_masked-Skud_2-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.18&CDS=1-828
484	OG0000484	YBR166C	maker-Skud_2-augustus-gene-5.99-mRNA-1_1&gene=maker-Skud_2-augustus-gene-5.99&CDS=1-1872
485	OG0000485	YBR168W	augustus_masked-Skud_2-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.19&CDS=1-1239
486	OG0000486	YBR171W	augustus_masked-Skud_2-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.20&CDS=1-618
487	OG0000487	YBR172C	augustus_masked-Skud_2-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.38&CDS=1-2694
488	OG0000488	YBR175W	augustus_masked-Skud_2-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.21&CDS=1-1926
489	OG0000489	YBR177C	augustus_masked-Skud_2-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.39&CDS=1-1353
490	OG0000490	YBR179C	augustus_masked-Skud_2-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.40&CDS=1-2565
491	OG0000491	YBR180W	augustus_masked-Skud_2-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.22&CDS=1-1716
492	OG0000492	YBR182C	snap_masked-Skud_2-processed-gene-5.150-mRNA-1_1&gene=snap_masked-Skud_2-processed-gene-5.150&CDS=1-1356
493	OG0000493	YBR183W	genemark-Skud_2-processed-gene-5.71-mRNA-1_1&gene=genemark-Skud_2-processed-gene-5.71&CDS=1-951
494	OG0000494	YBR184W	snap_masked-Skud_2-processed-gene-5.126-mRNA-1_1&gene=snap_masked-Skud_2-processed-gene-5.126&CDS=1-1653
495	OG0000495	YBR185C	augustus_masked-Skud_2-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.42&CDS=1-834
496	OG0000496	YBR186W	augustus_masked-Skud_2-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.24&CDS=1-2346
497	OG0000497	YBR188C	augustus_masked-Skud_2-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.43&CDS=1-417
498	OG0000498	YBR192W	augustus_masked-Skud_2-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.27&CDS=1-1131
499	OG0000499	YBR193C	augustus_masked-Skud_2-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.44&CDS=1-660
500	OG0000500	YBR194W	augustus_masked-Skud_2-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-5.28&CDS=1-369
501	OG0000501	YBR195C	genemark-Skud_2-processed-gene-5.94-mRNA-1_1&gene=genemark-Skud_2-processed-gene-5.94&CDS=1-1266
502	OG0000502	YBR196C	genemark-Skud_2-processed-gene-5.95-mRNA-1_1&gene=genemark-Skud_2-processed-gene-5.95&CDS=1-1662
503	OG0000503	YBR198C	maker-Skud_2-augustus-gene-5.102-mRNA-1_1&gene=maker-Skud_2-augustus-gene-5.102&CDS=1-3093
504	OG0000504	YBR199W	genemark-Skud_2-processed-gene-6.158-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.158&CDS=1-1392
505	OG0000505	YBR200W	genemark-Skud_2-processed-gene-6.159-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.159&CDS=1-1659
506	OG0000506	YBR201W	augustus_masked-Skud_2-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.88&CDS=1-633
507	OG0000507	YBR202W	augustus_masked-Skud_2-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.89&CDS=1-2535
508	OG0000508	YBR203W	augustus_masked-Skud_2-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.90&CDS=1-2778
509	OG0000509	YBR204C	genemark-Skud_2-processed-gene-6.163-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.163&CDS=1-1125
510	OG0000510	YBR207W	maker-Skud_2-augustus-gene-6.251-mRNA-1_1&gene=maker-Skud_2-augustus-gene-6.251&CDS=1-2592
511	OG0000511	YBR208C	augustus_masked-Skud_2-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.123&CDS=1-5505
512	OG0000512	YBR211C	augustus_masked-Skud_2-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.124&CDS=1-972
513	OG0000513	YBR212W	augustus_masked-Skud_2-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.93&CDS=1-1992
514	OG0000514	YBR216C	augustus_masked-Skud_2-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.125&CDS=1-2010
515	OG0000515	YBR217W	augustus_masked-Skud_2-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.95&CDS=1-555
516	OG0000516	YBR221C	genemark-Skud_2-processed-gene-6.208-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.208&CDS=1-1092
517	OG0000517	YBR222C	genemark-Skud_2-processed-gene-6.209-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.209&CDS=1-1632
518	OG0000518	YBR223C	genemark-Skud_2-processed-gene-6.210-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.210&CDS=1-1689
519	OG0000519	YBR225W	augustus_masked-Skud_2-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.96&CDS=1-2709
520	OG0000520	YBR227C	augustus_masked-Skud_2-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.128&CDS=1-1575
521	OG0000521	YBR228W	augustus_masked-Skud_2-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.97&CDS=1-714
522	OG0000522	YBR229C	augustus_masked-Skud_2-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.129&CDS=1-3300
523	OG0000523	YBR230W-A	snap_masked-Skud_2-processed-gene-6.16-mRNA-1_1&gene=snap_masked-Skud_2-processed-gene-6.16&CDS=1-198
524	OG0000524	YBR231C	augustus_masked-Skud_2-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.130&CDS=1-903
525	OG0000525	YBR233W	augustus_masked-Skud_2-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.98&CDS=1-1524
526	OG0000526	YBR234C	augustus_masked-Skud_2-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.131&CDS=1-1152
527	OG0000527	YBR235W	augustus_masked-Skud_2-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.99&CDS=1-3339
528	OG0000528	YBR236C	augustus_masked-Skud_2-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.132&CDS=1-1308
529	OG0000529	YBR237W	augustus_masked-Skud_2-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.100&CDS=1-2544
530	OG0000530	YBR238C	augustus_masked-Skud_2-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.133&CDS=1-2241
531	OG0000531	YBR239C	augustus_masked-Skud_2-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.134&CDS=1-1587
532	OG0000532	YBR240C	augustus_masked-Skud_2-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.135&CDS=1-1356
533	OG0000533	YBR241C	augustus_masked-Skud_2-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.136&CDS=1-1464
534	OG0000534	YBR242W	augustus_masked-Skud_2-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.101&CDS=1-714
535	OG0000535	YBR243C	augustus_masked-Skud_2-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.137&CDS=1-1344
536	OG0000536	YBR244W	augustus_masked-Skud_2-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.102&CDS=1-486
537	OG0000537	YBR246W	augustus_masked-Skud_2-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.103&CDS=1-1161
538	OG0000538	YBR247C	augustus_masked-Skud_2-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.139&CDS=1-1449
539	OG0000539	YBR248C	maker-Skud_2-snap-gene-6.249-mRNA-1_1&gene=maker-Skud_2-snap-gene-6.249&CDS=1-2688
540	OG0000540	YBR250W	augustus_masked-Skud_2-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.104&CDS=1-1569
541	OG0000541	YBR251W	augustus_masked-Skud_2-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.105&CDS=1-921
542	OG0000542	YBR253W	augustus_masked-Skud_2-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.106&CDS=1-363
543	OG0000543	YBR254C	augustus_masked-Skud_2-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.142&CDS=1-531
544	OG0000544	YBR255W	augustus_masked-Skud_2-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.107&CDS=1-2052
545	OG0000545	YBR256C	augustus_masked-Skud_2-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.143&CDS=1-1080
546	OG0000546	YBR257W	augustus_masked-Skud_2-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.108&CDS=1-837
547	OG0000547	YBR258C	augustus_masked-Skud_2-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.144&CDS=1-426
548	OG0000548	YBR259W	augustus_masked-Skud_2-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.109&CDS=1-2070
549	OG0000549	YBR260C	augustus_masked-Skud_2-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.145&CDS=1-1980
550	OG0000550	YBR261C	augustus_masked-Skud_2-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.146&CDS=1-1011
551	OG0000551	YBR263W	augustus_masked-Skud_2-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.110&CDS=1-1470
552	OG0000552	YBR264C	augustus_masked-Skud_2-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.147&CDS=1-597
553	OG0000553	YBR265W	augustus_masked-Skud_2-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.111&CDS=1-960
554	OG0000554	YBR267W	augustus_masked-Skud_2-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.112&CDS=1-1518
555	OG0000555	YBR270C	augustus_masked-Skud_2-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.148&CDS=1-1995
556	OG0000556	YBR271W	augustus_masked-Skud_2-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.113&CDS=1-1251
557	OG0000557	YBR272C	augustus_masked-Skud_2-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.149&CDS=1-1446
558	OG0000558	YBR273C	augustus_masked-Skud_2-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.150&CDS=1-1311
559	OG0000559	YBR274W	augustus_masked-Skud_2-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.114&CDS=1-1581
560	OG0000560	YBR275C	genemark-Skud_2-processed-gene-6.236-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.236&CDS=1-5790
561	OG0000561	YBR276C	genemark-Skud_2-processed-gene-6.237-mRNA-1_1&gene=genemark-Skud_2-processed-gene-6.237&CDS=1-2421
562	OG0000562	YBR279W	augustus_masked-Skud_2-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.115&CDS=1-1881
563	OG0000563	YBR280C	augustus_masked-Skud_2-processed-gene-6.152-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.152&CDS=1-1923
564	OG0000564	YBR281C	augustus_masked-Skud_2-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.153&CDS=1-2634
565	OG0000565	YBR282W	augustus_masked-Skud_2-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.116&CDS=1-438
566	OG0000566	YBR283C	augustus_masked-Skud_2-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.154&CDS=1-1470
567	OG0000567	YBR286W	augustus_masked-Skud_2-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.117&CDS=1-4398
568	OG0000568	YBR287W	augustus_masked-Skud_2-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.118&CDS=1-1290
569	OG0000569	YBR288C	augustus_masked-Skud_2-processed-gene-6.155-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.155&CDS=1-1452
570	OG0000570	YBR289W	augustus_masked-Skud_2-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.119&CDS=1-3606
571	OG0000571	YBR291C	augustus_masked-Skud_2-processed-gene-6.156-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.156&CDS=1-897
572	OG0000572	YBR293W	snap_masked-Skud_2-processed-gene-6.43-mRNA-1_1&gene=snap_masked-Skud_2-processed-gene-6.43&CDS=1-1680
573	OG0000573	YBR295W	augustus_masked-Skud_2-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.121&CDS=1-3630
574	OG0000574	YBR296C	augustus_masked-Skud_2-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-Skud_2-processed-gene-6.157&CDS=1-1722
575	OG0000575	YCL001W	genemark-Skud_3-processed-gene-1.79-mRNA-1_1&gene=genemark-Skud_3-processed-gene-1.79&CDS=1-564
576	OG0000576	YCL001W-B	snap_masked-Skud_3-processed-gene-1.170-mRNA-1_1&gene=snap_masked-Skud_3-processed-gene-1.170&CDS=1-249
577	OG0000577	YCL002C	augustus_masked-Skud_3-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-1.9&CDS=1-873
578	OG0000578	YCL004W	augustus_masked-Skud_3-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.20&CDS=1-2247
579	OG0000579	YCL005W-A	maker-Skud_3-augustus-gene-0.1-mRNA-1_1&gene=maker-Skud_3-augustus-gene-0.1&CDS=1-228
580	OG0000580	YCL009C	augustus_masked-Skud_3-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.42&CDS=1-4407
581	OG0000581	YCL014W	augustus_masked-Skud_3-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.19&CDS=1-4854
582	OG0000582	YCL017C	augustus_masked-Skud_3-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.41&CDS=1-2607
583	OG0000583	YCL018W	augustus_masked-Skud_3-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.18&CDS=1-1092
584	OG0000584	YCL026C-B	augustus_masked-Skud_3-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.39&CDS=1-579
585	OG0000585	YCL027W	snap_masked-Skud_3-processed-gene-0.104-mRNA-1_1&gene=snap_masked-Skud_3-processed-gene-0.104&CDS=1-1527
586	OG0000586	YCL028W	augustus_masked-Skud_3-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.15&CDS=1-1215
587	OG0000587	YCL029C	augustus_masked-Skud_3-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.37&CDS=1-1326
588	OG0000588	YCL030C	augustus_masked-Skud_3-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.36&CDS=1-2397
589	OG0000589	YCL031C	augustus_masked-Skud_3-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.35&CDS=1-891
590	OG0000590	YCL032W	augustus_masked-Skud_3-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.14&CDS=1-1032
591	OG0000591	YCL033C	augustus_masked-Skud_3-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.34&CDS=1-504
592	OG0000592	YCL034W	augustus_masked-Skud_3-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.13&CDS=1-1065
593	OG0000593	YCL035C	augustus_masked-Skud_3-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.33&CDS=1-330
594	OG0000594	YCL036W	augustus_masked-Skud_3-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.12&CDS=1-1686
595	OG0000595	YCL037C	augustus_masked-Skud_3-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.32&CDS=1-1308
596	OG0000596	YCL038C	augustus_masked-Skud_3-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.31&CDS=1-1584
597	OG0000597	YCL043C	augustus_masked-Skud_3-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.30&CDS=1-1563
598	OG0000598	YCL045C	augustus_masked-Skud_3-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.29&CDS=1-4116
599	OG0000599	YCL048W	augustus_masked-Skud_3-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.10&CDS=1-1389
600	OG0000600	YCL048W-A	augustus_masked-Skud_3-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.9&CDS=1-267
601	OG0000601	YCL049C	augustus_masked-Skud_3-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.28&CDS=1-936
602	OG0000602	YCL050C	augustus_masked-Skud_3-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.27&CDS=1-963
603	OG0000603	YCL051W	augustus_masked-Skud_3-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.8&CDS=1-1728
604	OG0000604	YCL052C	augustus_masked-Skud_3-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.26&CDS=1-1248
605	OG0000605	YCL054W	augustus_masked-Skud_3-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.7&CDS=1-2520
606	OG0000606	YCL055W	augustus_masked-Skud_3-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.6&CDS=1-1002
607	OG0000607	YCL056C	augustus_masked-Skud_3-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.25&CDS=1-432
608	OG0000608	YCL057C-A	augustus_masked-Skud_3-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.24&CDS=1-291
609	OG0000609	YCL057W	augustus_masked-Skud_3-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.5&CDS=1-2058
610	OG0000610	YCL058W-A	augustus_masked-Skud_3-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.4&CDS=1-339
611	OG0000611	YCL059C	genemark-Skud_3-processed-gene-0.66-mRNA-1_1&gene=genemark-Skud_3-processed-gene-0.66&CDS=1-948
612	OG0000612	YCL061C	augustus_masked-Skud_3-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.22&CDS=1-3291
613	OG0000613	YCL063W	augustus_masked-Skud_3-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.3&CDS=1-1278
614	OG0000614	YCL064C	augustus_masked-Skud_3-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-0.21&CDS=1-1080
615	OG0000615	YCR002C	augustus_masked-Skud_3-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-1.10&CDS=1-969
616	OG0000616	YCR003W	augustus_masked-Skud_3-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-1.8&CDS=1-549
617	OG0000617	YCR004C	augustus_masked-Skud_3-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-1.40&CDS=1-741
618	OG0000618	YCR006C	maker-Skud_3-snap-gene-1.274-mRNA-1_1&gene=maker-Skud_3-snap-gene-1.274&CDS=1-318
619	OG0000619	YCR008W	augustus_masked-Skud_3-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-1.12&CDS=1-1812
620	OG0000620	YCR009C	augustus_masked-Skud_3-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-Skud_3-processed-gene-1.43&CDS=1-795
