	OrthologID	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
695	OG0000695	genemark-scaffold_1-processed-gene-7.132-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.132&CDS=1-1557	YKL175W
696	OG0000696	genemark-scaffold_1-processed-gene-7.133-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.133&CDS=1-774	YER177W
697	OG0000697	genemark-scaffold_1-processed-gene-7.134-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.134&CDS=1-405	YDR100W
698	OG0000698	genemark-scaffold_1-processed-gene-7.159-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.159&CDS=1-1395	YPL063W
699	OG0000699	genemark-scaffold_1-processed-gene-7.136-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.136&CDS=1-1779	YDR101C
700	OG0000700	genemark-scaffold_1-processed-gene-7.160-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.160&CDS=1-3408	YDR104C
701	OG0000701	genemark-scaffold_1-processed-gene-7.161-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.161&CDS=1-2076	YKL179C
702	OG0000702	genemark-scaffold_1-processed-gene-7.137-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.137&CDS=1-330	YJL184W
703	OG0000703	genemark-scaffold_1-processed-gene-7.138-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.138&CDS=1-1212	YJL183W
704	OG0000704	snap_masked-scaffold_1-processed-gene-7.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.81&CDS=1-789	YJL178C
705	OG0000705	genemark-scaffold_1-processed-gene-7.164-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.164&CDS=1-363	YJL179W
706	OG0000706	genemark-scaffold_1-processed-gene-7.140-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.140&CDS=1-933	YJL180C
707	OG0000707	genemark-scaffold_1-processed-gene-7.166-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.166&CDS=1-1230	YER178W
708	OG0000708	genemark-scaffold_1-processed-gene-7.167-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.167&CDS=1-921	YMR241W
709	OG0000709	genemark-scaffold_1-processed-gene-7.141-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.141&CDS=1-957	YPL111W
710	OG0000710	genemark-scaffold_1-processed-gene-7.142-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.142&CDS=1-609	YJL148W
711	OG0000711	genemark-scaffold_1-processed-gene-7.168-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.168&CDS=1-834	YKR062W
712	OG0000712	genemark-scaffold_1-processed-gene-7.169-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.169&CDS=1-843	YJL145W
713	OG0000713	maker-scaffold_1-snap-gene-7.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.6&CDS=1-594	YPL051W
714	OG0000714	genemark-scaffold_1-processed-gene-7.171-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.171&CDS=1-1698	YBR203W
715	OG0000715	genemark-scaffold_1-processed-gene-7.146-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.146&CDS=1-2073	YDR103W
716	OG0000716	genemark-scaffold_1-processed-gene-7.173-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.173&CDS=1-1608	YBR163W
717	OG0000717	genemark-scaffold_1-processed-gene-7.148-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.148&CDS=1-2067	YJL176C
718	OG0000718	genemark-scaffold_1-processed-gene-7.151-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.151&CDS=1-3300	YPL110C
719	OG0000719	genemark-scaffold_1-processed-gene-7.152-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.152&CDS=1-684	YNL282W
720	OG0000720	augustus_masked-scaffold_1-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.60&CDS=1-3645	YDR484W
721	OG0000721	maker-scaffold_1-snap-gene-7.7-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.7&CDS=1-1932	YPL109C
722	OG0000722	genemark-scaffold_1-processed-gene-7.177-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.177&CDS=1-969	YOL094C
723	OG0000723	snap_masked-scaffold_1-processed-gene-7.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.96&CDS=1-405	YJR044C
724	OG0000724	augustus_masked-scaffold_1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.41&CDS=1-951	YIR032C
725	OG0000725	genemark-scaffold_1-processed-gene-8.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.1&CDS=1-405	YBR167C
726	OG0000726	genemark-scaffold_1-processed-gene-8.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.2&CDS=1-1686	YML070W
727	OG0000727	genemark-scaffold_1-processed-gene-8.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.3&CDS=1-741	YIL070C
728	OG0000728	genemark-scaffold_1-processed-gene-8.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.4&CDS=1-1269	YDL155W
729	OG0000729	genemark-scaffold_1-processed-gene-8.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.5&CDS=1-687	YLR411W
730	OG0000730	genemark-scaffold_1-processed-gene-8.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.0&CDS=1-315	YDL130W
731	OG0000731	genemark-scaffold_1-processed-gene-8.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.9&CDS=1-744	YJR024C
732	OG0000732	genemark-scaffold_1-processed-gene-8.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.10&CDS=1-486	YHR175W
733	OG0000733	genemark-scaffold_1-processed-gene-8.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.32&CDS=1-972	YOR085W
734	OG0000734	maker-scaffold_1-snap-gene-8.54-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.54&CDS=1-555	YLR445W
735	OG0000735	genemark-scaffold_1-processed-gene-8.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.35&CDS=1-1254	YOR259C
736	OG0000736	genemark-scaffold_1-processed-gene-8.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.14&CDS=1-1308	YOR260W
737	OG0000737	genemark-scaffold_1-processed-gene-8.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.36&CDS=1-2160	YFL023W
738	OG0000738	genemark-scaffold_1-processed-gene-8.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.16&CDS=1-321	YOR265W
739	OG0000739	genemark-scaffold_1-processed-gene-8.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.37&CDS=1-1023	YOR262W
740	OG0000740	maker-scaffold_1-augustus-gene-8.49-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.49&CDS=1-2157	YOR261C
741	OG0000741	genemark-scaffold_1-processed-gene-8.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.19&CDS=1-588	YBR230C
742	OG0000742	genemark-scaffold_1-processed-gene-8.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.20&CDS=1-759	YGL123W
743	OG0000743	snap_masked-scaffold_1-processed-gene-8.99-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.99&CDS=1-912	YMR267W
744	OG0000744	maker-scaffold_1-augustus-gene-8.50-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.50&CDS=1-1908	YGL122C
745	OG0000745	genemark-scaffold_1-processed-gene-8.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.23&CDS=1-4701	YML103C
746	OG0000746	genemark-scaffold_1-processed-gene-8.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.41&CDS=1-2622	YMR268C
747	OG0000747	genemark-scaffold_1-processed-gene-8.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.24&CDS=1-738	YMR269W
748	OG0000748	genemark-scaffold_1-processed-gene-8.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.25&CDS=1-3312	YML104C
749	OG0000749	genemark-scaffold_1-processed-gene-8.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.26&CDS=1-1992	YNR006W
750	OG0000750	genemark-scaffold_1-processed-gene-8.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.43&CDS=1-897	YPL173W
751	OG0000751	augustus_masked-scaffold_1-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.130&CDS=1-2055	YPL150W
752	OG0000752	genemark-scaffold_1-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.28&CDS=1-1314	YPL175W
753	OG0000753	augustus_masked-scaffold_1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.59&CDS=1-3375	YML081W
754	OG0000754	snap_masked-scaffold_1-processed-gene-9.113-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.113&CDS=1-183	YML081C-A
755	OG0000755	genemark-scaffold_1-processed-gene-9.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.1&CDS=1-399	YHR191C
756	OG0000756	genemark-scaffold_1-processed-gene-9.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.5&CDS=1-2055	YJR131W
757	OG0000757	genemark-scaffold_1-processed-gene-9.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.6&CDS=1-1266	YJR125C
758	OG0000758	maker-scaffold_1-snap-gene-9.161-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.161&CDS=1-1896	YIR029W
759	OG0000759	genemark-scaffold_1-processed-gene-9.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.10&CDS=1-798	YHR192W
760	OG0000760	genemark-scaffold_1-processed-gene-9.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.32&CDS=1-795	YML105C
761	OG0000761	genemark-scaffold_1-processed-gene-9.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.11&CDS=1-951	YMR270C
762	OG0000762	genemark-scaffold_1-processed-gene-9.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.33&CDS=1-1302	YMR033W
763	OG0000763	genemark-scaffold_1-processed-gene-9.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.34&CDS=1-1329	YMR034C
764	OG0000764	genemark-scaffold_1-processed-gene-9.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.14&CDS=1-3315	YLR256W
765	OG0000765	genemark-scaffold_1-processed-gene-9.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.17&CDS=1-855	YCL009C
766	OG0000766	genemark-scaffold_1-processed-gene-9.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.36&CDS=1-975	YDR459C
767	OG0000767	genemark-scaffold_1-processed-gene-9.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.18&CDS=1-900	YLR172C
768	OG0000768	genemark-scaffold_1-processed-gene-9.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.38&CDS=1-3531	YOR059C
769	OG0000769	genemark-scaffold_1-processed-gene-9.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.19&CDS=1-672	YPR113W
770	OG0000770	genemark-scaffold_1-processed-gene-9.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.22&CDS=1-519	YOL143C
771	OG0000771	genemark-scaffold_1-processed-gene-9.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.39&CDS=1-2061	YGR178C
772	OG0000772	maker-scaffold_1-snap-gene-9.168-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.168&CDS=1-1893	YER113C
773	OG0000773	genemark-scaffold_1-processed-gene-9.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.24&CDS=1-1995	YBL084C
774	OG0000774	genemark-scaffold_1-processed-gene-9.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.26&CDS=1-906	YOR130C
775	OG0000775	genemark-scaffold_1-processed-gene-9.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.27&CDS=1-324	YDR381C-A
776	OG0000776	genemark-scaffold_1-processed-gene-9.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.47&CDS=1-654	YDR381W
777	OG0000777	genemark-scaffold_1-processed-gene-9.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.28&CDS=1-1875	YOR129C
778	OG0000778	genemark-scaffold_1-processed-gene-9.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.30&CDS=1-246	YDR379C-A
779	OG0000779	genemark-scaffold_1-processed-gene-10.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.103&CDS=1-309	YDR377W
780	OG0000780	snap_masked-scaffold_1-processed-gene-10.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.12&CDS=1-2049	YDR376W
781	OG0000781	genemark-scaffold_1-processed-gene-10.107-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.107&CDS=1-1128	YGL148W
782	OG0000782	genemark-scaffold_1-processed-gene-10.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.104&CDS=1-939	YKR088C
783	OG0000783	genemark-scaffold_1-processed-gene-10.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.109&CDS=1-2298	YKR089C
784	OG0000784	genemark-scaffold_1-processed-gene-10.110-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.110&CDS=1-1914	YKR090W
785	OG0000785	genemark-scaffold_1-processed-gene-10.113-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.113&CDS=1-417	YKR074W
786	OG0000786	genemark-scaffold_1-processed-gene-10.135-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.135&CDS=1-1164	YOR063W
787	OG0000787	genemark-scaffold_1-processed-gene-10.118-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.118&CDS=1-1158	YFL026W
788	OG0000788	snap_masked-scaffold_1-processed-gene-10.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.43&CDS=1-3003	YFL025C
789	OG0000789	genemark-scaffold_1-processed-gene-10.119-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.119&CDS=1-216	YIL156W-B
790	OG0000790	maker-scaffold_1-augustus-gene-10.154-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.154&CDS=1-2805	YKR087C
791	OG0000791	genemark-scaffold_1-processed-gene-10.120-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.120&CDS=1-723	YOR077W
792	OG0000792	snap_masked-scaffold_1-processed-gene-10.46-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.46&CDS=1-2025	YOR080W
793	OG0000793	genemark-scaffold_1-processed-gene-10.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.121&CDS=1-591	YIL157C
794	OG0000794	maker-scaffold_1-snap-gene-10.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.4&CDS=1-303	YKR083C
795	OG0000795	genemark-scaffold_1-processed-gene-10.141-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.141&CDS=1-3489	YKR082W
796	OG0000796	genemark-scaffold_1-processed-gene-10.123-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.123&CDS=1-957	YKR081C
797	OG0000797	genemark-scaffold_1-processed-gene-10.142-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.142&CDS=1-945	YKR080W
798	OG0000798	snap_masked-scaffold_1-processed-gene-10.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.30&CDS=1-1515	YOR070C
799	OG0000799	snap_masked-scaffold_1-processed-gene-10.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.31&CDS=1-2400	YKR079C
800	OG0000800	genemark-scaffold_1-processed-gene-10.143-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.143&CDS=1-1959	YOR069W
801	OG0000801	genemark-scaffold_1-processed-gene-10.125-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.125&CDS=1-1731	YOR067C
802	OG0000802	genemark-scaffold_1-processed-gene-10.144-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.144&CDS=1-837	YOR064C
803	OG0000803	genemark-scaffold_1-processed-gene-10.126-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.126&CDS=1-915	YOR065W
804	OG0000804	genemark-scaffold_1-processed-gene-10.145-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.145&CDS=1-2331	YER125W
805	OG0000805	genemark-scaffold_1-processed-gene-10.127-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.127&CDS=1-3213	YJL050W
806	OG0000806	genemark-scaffold_1-processed-gene-10.128-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.128&CDS=1-1620	YKR097W
807	OG0000807	genemark-scaffold_1-processed-gene-10.147-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.147&CDS=1-1365	YIL153W
808	OG0000808	genemark-scaffold_1-processed-gene-10.129-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.129&CDS=1-1269	YIL154C
809	OG0000809	genemark-scaffold_1-processed-gene-10.130-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.130&CDS=1-1845	YIL155C
810	OG0000810	genemark-scaffold_1-processed-gene-10.131-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.131&CDS=1-1266	YIL160C
811	OG0000811	genemark-scaffold_1-processed-gene-10.132-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.132&CDS=1-711	YOL147C
812	OG0000812	genemark-scaffold_1-processed-gene-10.133-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.133&CDS=1-1365	YOL148C
813	OG0000813	genemark-scaffold_1-processed-gene-11.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.14&CDS=1-525	YOL149W
814	OG0000814	genemark-scaffold_1-processed-gene-11.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.11&CDS=1-468	YOL114C
815	OG0000815	genemark-scaffold_1-processed-gene-11.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.16&CDS=1-1743	YOL115W
816	OG0000816	genemark-scaffold_1-processed-gene-11.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.12&CDS=1-2790	YDL031W
817	OG0000817	genemark-scaffold_1-processed-gene-11.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.18&CDS=1-948	YDR288W
818	OG0000818	genemark-scaffold_1-processed-gene-11.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.38&CDS=1-537	YGL068W
819	OG0000819	maker-scaffold_1-snap-gene-11.0-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.0&CDS=1-339	YGL070C
820	OG0000820	maker-scaffold_1-augustus-gene-11.59-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.59&CDS=1-1050	YNL286W
821	OG0000821	genemark-scaffold_1-processed-gene-11.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.39&CDS=1-882	YBR037C
822	OG0000822	genemark-scaffold_1-processed-gene-11.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.22&CDS=1-3018	YBR038W
823	OG0000823	genemark-scaffold_1-processed-gene-11.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.40&CDS=1-1479	YFL018C
824	OG0000824	genemark-scaffold_1-processed-gene-11.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.41&CDS=1-2853	YLR336C
825	OG0000825	genemark-scaffold_1-processed-gene-11.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.23&CDS=1-1038	YGR028W
826	OG0000826	genemark-scaffold_1-processed-gene-11.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.42&CDS=1-642	YHR128W
827	OG0000827	genemark-scaffold_1-processed-gene-11.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.43&CDS=1-330	YNL147W
828	OG0000828	genemark-scaffold_1-processed-gene-11.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.25&CDS=1-714	YNL148C
829	OG0000829	genemark-scaffold_1-processed-gene-11.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.26&CDS=1-339	YNL149C
830	OG0000830	genemark-scaffold_1-processed-gene-11.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.27&CDS=1-693	YNL151C
831	OG0000831	genemark-scaffold_1-processed-gene-11.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.44&CDS=1-852	YNL152W
832	OG0000832	genemark-scaffold_1-processed-gene-11.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.46&CDS=1-4923	YNL139C
833	OG0000833	genemark-scaffold_1-processed-gene-11.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.28&CDS=1-258	YNL138W-A
834	OG0000834	genemark-scaffold_1-processed-gene-11.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.29&CDS=1-633	YIL118W
835	OG0000835	genemark-scaffold_1-processed-gene-11.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.31&CDS=1-513	YNL056W
836	OG0000836	genemark-scaffold_1-processed-gene-11.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.32&CDS=1-1170	YIL116W
837	OG0000837	genemark-scaffold_1-processed-gene-11.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.51&CDS=1-3663	YIL115C
838	OG0000838	augustus_masked-scaffold_1-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.106&CDS=1-879	YNL055C
839	OG0000839	genemark-scaffold_1-processed-gene-11.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.54&CDS=1-1155	YNL084C
840	OG0000840	maker-scaffold_1-snap-gene-11.4-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.4&CDS=1-2679	YIL140W
841	OG0000841	snap_masked-scaffold_1-processed-gene-11.155-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.155&CDS=1-834	YOR107W
842	OG0000842	maker-scaffold_1-snap-gene-11.10-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.10&CDS=1-210	YJL127C-B
843	OG0000843	genemark-scaffold_1-processed-gene-11.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.37&CDS=1-1074	YJL131C
844	OG0000844	genemark-scaffold_1-processed-gene-12.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.31&CDS=1-2130	YJL132W
845	OG0000845	genemark-scaffold_1-processed-gene-12.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.26&CDS=1-1473	YKR051W
846	OG0000846	genemark-scaffold_1-processed-gene-12.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.27&CDS=1-390	YMR074C
847	OG0000847	genemark-scaffold_1-processed-gene-12.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.32&CDS=1-525	YMR073C
848	OG0000848	maker-scaffold_1-snap-gene-12.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.2&CDS=1-2001	YPL072W
849	OG0000849	genemark-scaffold_1-processed-gene-12.49-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.49&CDS=1-5490	YBR208C
850	OG0000850	snap_masked-scaffold_1-processed-gene-12.122-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.122&CDS=1-252	YMR286W
851	OG0000851	genemark-scaffold_1-processed-gene-12.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.34&CDS=1-1212	YPL028W
852	OG0000852	genemark-scaffold_1-processed-gene-12.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.52&CDS=1-474	YDR246W
853	OG0000853	genemark-scaffold_1-processed-gene-12.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.37&CDS=1-594	YPL024W
854	OG0000854	maker-scaffold_1-augustus-gene-12.18-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.18&CDS=1-1926	YPL023C
855	OG0000855	genemark-scaffold_1-processed-gene-12.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.38&CDS=1-2892	YPL022W
856	OG0000856	maker-scaffold_1-augustus-gene-12.19-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.19&CDS=1-3909	YPL016W
857	OG0000857	genemark-scaffold_1-processed-gene-12.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.39&CDS=1-2736	YIL137C
858	OG0000858	genemark-scaffold_1-processed-gene-12.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.40&CDS=1-567	YIL127C
859	OG0000859	genemark-scaffold_1-processed-gene-12.58-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.58&CDS=1-3021	YIL128W
860	OG0000860	genemark-scaffold_1-processed-gene-12.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.60&CDS=1-1710	YDL207W
861	OG0000861	genemark-scaffold_1-processed-gene-12.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.43&CDS=1-2817	YDR238C
862	OG0000862	genemark-scaffold_1-processed-gene-12.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.61&CDS=1-903	YDR237W
863	OG0000863	genemark-scaffold_1-processed-gene-12.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.44&CDS=1-459	YDL208W
864	OG0000864	genemark-scaffold_1-processed-gene-12.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.62&CDS=1-2034	YDR234W
865	OG0000865	genemark-scaffold_1-processed-gene-12.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.64&CDS=1-774	YNL110C
866	OG0000866	genemark-scaffold_1-processed-gene-12.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.46&CDS=1-642	YNL107W
867	OG0000867	genemark-scaffold_1-processed-gene-12.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.67&CDS=1-2190	YOR112W
868	OG0000868	genemark-scaffold_1-processed-gene-12.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.69&CDS=1-402	YNL113W
