	OrthologID	Candida_tanzawaensis	Saccharomyces_cerevisiae
448	OG0000448	augustus_masked-scaffold_7-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.27&CDS=1-357	YER131W, YGL189C
449	OG0000449	augustus_masked-scaffold_7-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.12&CDS=1-516	YKL141W, YMR118C
450	OG0000450	augustus_masked-scaffold_7-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.83&CDS=1-2586	YCR094W, YNR048W
451	OG0000451	augustus_masked-scaffold_7-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.96&CDS=1-636	YGR038W, YLR350W
452	OG0000452	augustus_masked-scaffold_7-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.98&CDS=1-2352	YDR458C, YML034W
453	OG0000453	augustus_masked-scaffold_7-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.47&CDS=1-1533	YBR273C, YJL048C
454	OG0000454	augustus_masked-scaffold_7-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.52&CDS=1-879	YFL059W, YNL333W
455	OG0000455	augustus_masked-scaffold_7-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.117&CDS=1-2340	YGR056W, YLR357W
456	OG0000456	augustus_masked-scaffold_7-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.105&CDS=1-381	YGR034W, YLR344W
457	OG0000457	genemark-scaffold_7-processed-gene-6.71-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.71&CDS=1-2574	YDR069C, YER144C
458	OG0000458	augustus_masked-scaffold_7-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.17&CDS=1-1365, genemark-scaffold_7-processed-gene-7.30-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.30&CDS=1-1221	YDR072C
459	OG0000459	snap_masked-scaffold_7-processed-gene-8.82-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.82&CDS=1-807	YHR203C, YJR145C
460	OG0000460	maker-scaffold_7-augustus-gene-8.137-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-8.137&CDS=1-2766	YDR409W, YOR156C
461	OG0000461	augustus_masked-scaffold_7-processed-gene-9.182-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.182&CDS=1-2604	YJL134W, YKR053C
462	OG0000462	augustus_masked-scaffold_7-processed-gene-9.191-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.191&CDS=1-2643, augustus_masked-scaffold_8-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.4&CDS=1-1491	YOL142W
463	OG0000463	maker-scaffold_7-augustus-gene-9.161-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-9.161&CDS=1-366	YER056C-A, YIL052C
464	OG0000464	snap_masked-scaffold_7-processed-gene-9.59-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-9.59&CDS=1-1947	YER059W, YIL050W
465	OG0000465	augustus_masked-scaffold_7-processed-gene-9.201-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-9.201&CDS=1-201	YLR264W, YOR167C
466	OG0000466	augustus_masked-scaffold_8-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.22&CDS=1-3777	YNL299W, YOL115W
467	OG0000467	augustus_masked-scaffold_8-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.28&CDS=1-246	YHR021C, YKL156W
468	OG0000468	genemark-scaffold_8-processed-gene-1.77-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.77&CDS=1-1311	YGR141W, YPR157W
469	OG0000469	augustus_masked-scaffold_8-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.95&CDS=1-792	YCR010C, YNR002C
470	OG0000470	augustus_masked-scaffold_8-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.87&CDS=1-573	YGL147C, YNL067W
471	OG0000471	augustus_masked-scaffold_8-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.91&CDS=1-2595	YFL050C, YOL130W
472	OG0000472	maker-scaffold_8-snap-gene-2.119-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.119&CDS=1-2535	YNL301C, YOL120C
473	OG0000473	augustus_masked-scaffold_8-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.110&CDS=1-510	YGR131W, YPR149W
474	OG0000474	augustus_masked-scaffold_8-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.95&CDS=1-543	YDL137W, YDL192W
475	OG0000475	augustus_masked-scaffold_8-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.96&CDS=1-360	YDL136W, YDL191W
476	OG0000476	augustus_masked-scaffold_8-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.117&CDS=1-780	YGR214W, YLR048W
477	OG0000477	augustus_masked-scaffold_8-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.102&CDS=1-1563, augustus_masked-scaffold_8-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.119&CDS=1-1827	YJL163C
478	OG0000478	augustus_masked-scaffold_8-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.103&CDS=1-702	YDR259C, YOR028C
479	OG0000479	maker-scaffold_8-augustus-gene-4.156-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.156&CDS=1-1032	YFL061W, YNL335W
480	OG0000480	genemark-scaffold_8-processed-gene-4.92-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.92&CDS=1-1371	YGR108W, YPR119W
481	OG0000481	augustus_masked-scaffold_8-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.46&CDS=1-1557	YDL161W, YLR206W
482	OG0000482	augustus_masked-scaffold_8-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.48&CDS=1-1704	YHL017W, YKL039W
483	OG0000483	augustus_masked-scaffold_8-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.57&CDS=1-2106	YMR186W, YPL240C
484	OG0000484	augustus_masked-scaffold_9-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.14&CDS=1-2307	YKL050C, YMR031C
485	OG0000485	augustus_masked-scaffold_9-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.1&CDS=1-4557	YEL022W, YJR031C
486	OG0000486	augustus_masked-scaffold_9-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.5&CDS=1-4074	YLL016W, YLR310C
487	OG0000487	augustus_masked-scaffold_9-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-2.10&CDS=1-2217	YEL007W, YHR177W
488	OG0000488	genemark-scaffold_9-processed-gene-2.50-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.50&CDS=1-3054	YGR238C, YHR158C
489	OG0000489	genemark-scaffold_9-processed-gene-4.99-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-4.99&CDS=1-1491	YIL113W, YNL053W
490	OG0000490		YBL005W, YER184C, YGL013C
491	OG0000491	augustus_masked-scaffold_1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.14&CDS=1-1485	YDR388W
492	OG0000492	augustus_masked-scaffold_1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.2&CDS=1-1341	YJR078W
493	OG0000493	genemark-scaffold_1-processed-gene-0.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.54&CDS=1-1590	YPR033C
494	OG0000494	genemark-scaffold_1-processed-gene-0.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.56&CDS=1-801	YBR057C
495	OG0000495	augustus_masked-scaffold_1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.6&CDS=1-798	YER026C
496	OG0000496	augustus_masked-scaffold_1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.7&CDS=1-1338	YPL063W
497	OG0000497	augustus_masked-scaffold_1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.19&CDS=1-909	YPL051W
498	OG0000498	augustus_masked-scaffold_1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.20&CDS=1-1308	YEL002C
499	OG0000499	augustus_masked-scaffold_1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.9&CDS=1-303	YIL008W
500	OG0000500	augustus_masked-scaffold_1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.21&CDS=1-702	YIL007C
501	OG0000501	augustus_masked-scaffold_1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.11&CDS=1-369	YEL003W
502	OG0000502	augustus_masked-scaffold_1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.24&CDS=1-534	YMR009W
503	OG0000503	augustus_masked-scaffold_1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.12&CDS=1-1518	YNL317W
504	OG0000504	augustus_masked-scaffold_1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.25&CDS=1-912	YOL136C
505	OG0000505	augustus_masked-scaffold_1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.26&CDS=1-2400	YOR017W
506	OG0000506	snap_masked-scaffold_1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.12&CDS=1-189	YFR032C-A
507	OG0000507	augustus_masked-scaffold_1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.106&CDS=1-741	YER148W
508	OG0000508	augustus_masked-scaffold_1-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.122&CDS=1-1431	YBL019W
509	OG0000509	augustus_masked-scaffold_1-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.123&CDS=1-1407	YLR175W
510	OG0000510	augustus_masked-scaffold_1-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.124&CDS=1-1587	YCL008C
511	OG0000511	maker-scaffold_1-snap-gene-1.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-1.2&CDS=1-423	YCL005W-A
512	OG0000512	augustus_masked-scaffold_1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.110&CDS=1-1554	YFL055W
513	OG0000513	augustus_masked-scaffold_1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.111&CDS=1-1551	YGR044C
514	OG0000514	augustus_masked-scaffold_1-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.114&CDS=1-1596	YGL219C
515	OG0000515	augustus_masked-scaffold_1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.115&CDS=1-924	YHR142W
516	OG0000516	augustus_masked-scaffold_1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.126&CDS=1-621	YBR258C
517	OG0000517	augustus_masked-scaffold_1-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.127&CDS=1-234	YHR001W-A
518	OG0000518	augustus_masked-scaffold_1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.118&CDS=1-522	YNR036C
519	OG0000519	augustus_masked-scaffold_1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.129&CDS=1-1008	YNR035C
520	OG0000520	augustus_masked-scaffold_1-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.130&CDS=1-1971	YMR216C
521	OG0000521	augustus_masked-scaffold_1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.131&CDS=1-2085	YPL106C
522	OG0000522	augustus_masked-scaffold_1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.132&CDS=1-1719	YBR170C
523	OG0000523	augustus_masked-scaffold_1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.119&CDS=1-1017	YEL029C
524	OG0000524	augustus_masked-scaffold_1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.120&CDS=1-1050	YDL144C
525	OG0000525	augustus_masked-scaffold_1-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.135&CDS=1-2124	YJL100W
526	OG0000526	augustus_masked-scaffold_1-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.11&CDS=1-3066	YBR281C
527	OG0000527	genemark-scaffold_1-processed-gene-2.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.93&CDS=1-1446	YMR140W
528	OG0000528	augustus_masked-scaffold_1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.14&CDS=1-1035	YML095C
529	OG0000529	augustus_masked-scaffold_1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.34&CDS=1-462	YML094W
530	OG0000530	genemark-scaffold_1-processed-gene-2.118-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.118&CDS=1-2031	YML127W
531	OG0000531	augustus_masked-scaffold_1-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.38&CDS=1-6852	YMR176W
532	OG0000532	augustus_masked-scaffold_1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.40&CDS=1-402	YBL078C
533	OG0000533	augustus_masked-scaffold_1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.19&CDS=1-390	YCR028C-A
534	OG0000534	augustus_masked-scaffold_1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.42&CDS=1-717	YDR020C
535	OG0000535	augustus_masked-scaffold_1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.21&CDS=1-1197	YDR021W
536	OG0000536	augustus_masked-scaffold_1-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.22&CDS=1-3312	YER110C
537	OG0000537	augustus_masked-scaffold_1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.23&CDS=1-1218	YKL178C
538	OG0000538	augustus_masked-scaffold_1-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.43&CDS=1-1512	YBL080C
539	OG0000539	augustus_masked-scaffold_1-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.44&CDS=1-492	YOL143C
540	OG0000540	snap_masked-scaffold_1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.62&CDS=1-1554	YBR283C
541	OG0000541	augustus_masked-scaffold_1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.25&CDS=1-3858	YMR218C
542	OG0000542	augustus_masked-scaffold_1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.27&CDS=1-2247	YPR181C
543	OG0000543	augustus_masked-scaffold_1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.28&CDS=1-1209	YCR044C
544	OG0000544	augustus_masked-scaffold_1-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.46&CDS=1-903	YLR172C
545	OG0000545	augustus_masked-scaffold_1-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.86&CDS=1-2913	YKL090W
546	OG0000546	genemark-scaffold_1-processed-gene-3.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.3&CDS=1-2481	YNL290W
547	OG0000547	augustus_masked-scaffold_1-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.91&CDS=1-2427	YPR091C
548	OG0000548	genemark-scaffold_1-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.21&CDS=1-6855	YBR136W
549	OG0000549	augustus_masked-scaffold_1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.105&CDS=1-306	YBR135W
550	OG0000550	augustus_masked-scaffold_1-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.92&CDS=1-1482	YBR133C
551	OG0000551	augustus_masked-scaffold_1-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.106&CDS=1-813	YNL245C
552	OG0000552	maker-scaffold_1-augustus-gene-3.42-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.42&CDS=1-327	YNL244C
553	OG0000553	augustus_masked-scaffold_1-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.93&CDS=1-1329	YBR029C
554	OG0000554	augustus_masked-scaffold_1-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.94&CDS=1-1512	YGL028C
555	OG0000555	augustus_masked-scaffold_1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.109&CDS=1-1926	YIR027C
556	OG0000556	genemark-scaffold_1-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.27&CDS=1-1137	YBR026C
557	OG0000557	augustus_masked-scaffold_1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.112&CDS=1-1374	YER122C
558	OG0000558	maker-scaffold_1-augustus-gene-3.43-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.43&CDS=1-2649	YBL098W
559	OG0000559	augustus_masked-scaffold_1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.115&CDS=1-2568	YIL031W
560	OG0000560	augustus_masked-scaffold_1-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.96&CDS=1-1320	YDL007W
561	OG0000561	augustus_masked-scaffold_1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.116&CDS=1-480	YER116C
562	OG0000562	genemark-scaffold_1-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.12&CDS=1-2235	YGR128C
563	OG0000563	genemark-scaffold_1-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.13&CDS=1-354	YDR493W
564	OG0000564	genemark-scaffold_1-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.14&CDS=1-624	YOL102C
565	OG0000565	maker-scaffold_1-augustus-gene-3.44-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.44&CDS=1-2289	YOR080W
566	OG0000566	genemark-scaffold_1-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.17&CDS=1-846	YOR079C
567	OG0000567	augustus_masked-scaffold_1-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.102&CDS=1-3711	YKR079C
568	OG0000568	genemark-scaffold_1-processed-gene-3.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.38&CDS=1-1080	YEL050C
569	OG0000569	augustus_masked-scaffold_1-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.103&CDS=1-600	YDR298C
570	OG0000570	augustus_masked-scaffold_1-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.41&CDS=1-1425	YIL039W
571	OG0000571	augustus_masked-scaffold_1-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.45&CDS=1-666	YIL010W
572	OG0000572	augustus_masked-scaffold_1-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.43&CDS=1-1038	YKR004C
573	OG0000573	augustus_masked-scaffold_1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.44&CDS=1-588	YLR306W
574	OG0000574	augustus_masked-scaffold_1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.66&CDS=1-1029	YLL010C
575	OG0000575	augustus_masked-scaffold_1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.51&CDS=1-1461	YOR250C
576	OG0000576	augustus_masked-scaffold_1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.67&CDS=1-1074	YPL152W
577	OG0000577	augustus_masked-scaffold_1-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.52&CDS=1-1188	YOR266W
578	OG0000578	genemark-scaffold_1-processed-gene-4.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.27&CDS=1-2463	YPL153C
579	OG0000579	augustus_masked-scaffold_1-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.73&CDS=1-993	YLR017W
580	OG0000580	augustus_masked-scaffold_1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.74&CDS=1-1860	YOR245C
581	OG0000581	augustus_masked-scaffold_1-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.55&CDS=1-2259	YLL004W
582	OG0000582	augustus_masked-scaffold_1-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.77&CDS=1-651	YJL001W
583	OG0000583	augustus_masked-scaffold_1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.78&CDS=1-1449	YJL002C
584	OG0000584	augustus_masked-scaffold_1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.58&CDS=1-2532	YLL001W
585	OG0000585	maker-scaffold_1-snap-gene-4.83-mRNA-1_1&gene=maker-scaffold_1-snap-gene-4.83&CDS=1-2451	YOR099W
586	OG0000586	snap_masked-scaffold_1-processed-gene-5.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.81&CDS=1-216	YLR218C
587	OG0000587	snap_masked-scaffold_1-processed-gene-5.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.82&CDS=1-1602	YGR123C
588	OG0000588	augustus_masked-scaffold_1-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.2&CDS=1-2694	YPL084W
589	OG0000589	augustus_masked-scaffold_1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.20&CDS=1-1143	YDL133W
590	OG0000590	augustus_masked-scaffold_1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.5&CDS=1-1029	YDL183C
591	OG0000591	augustus_masked-scaffold_1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.21&CDS=1-1848	YDL185W
592	OG0000592	augustus_masked-scaffold_1-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.27&CDS=1-1293	YBR162C
593	OG0000593	augustus_masked-scaffold_1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.8&CDS=1-525	YOR094W
594	OG0000594	augustus_masked-scaffold_1-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.28&CDS=1-705	YOR095C
595	OG0000595	augustus_masked-scaffold_1-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.29&CDS=1-1884	YLR088W
596	OG0000596	augustus_masked-scaffold_1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.31&CDS=1-831	YDR116C
597	OG0000597	augustus_masked-scaffold_1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.32&CDS=1-1695	YDR117C
598	OG0000598	augustus_masked-scaffold_1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.12&CDS=1-1554	YDR434W
599	OG0000599	augustus_masked-scaffold_1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.13&CDS=1-1140	YJL208C
