	OrthologID	Ogataea_methanolica	Saccharomyces_cerevisiae
520	OG0000520	-snap-gene-0.44-mRNA-1_1&gene=maker-gi|1002316326|dbj|BCKW01000011.1|-snap-gene-0.44&CDS=1-3108	YPR047W
521	OG0000521	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.66&CDS=1-879	YOR006C
522	OG0000522	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.51&CDS=1-3729	YML002W
523	OG0000523	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.67&CDS=1-1050	YOR007C
524	OG0000524	-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.52&CDS=1-2526	YCL054W
525	OG0000525	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.54&CDS=1-936	YER118C
526	OG0000526	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.55&CDS=1-2412	YDL028C
527	OG0000527	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.11&CDS=1-1956	YDL029W
528	OG0000528	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.9&CDS=1-918	YOR194C
529	OG0000529	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.13&CDS=1-1281	YGR285C
530	OG0000530	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.14&CDS=1-6228	YER155C
531	OG0000531	-processed-gene-1.15-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.15&CDS=1-648	YIR032C
532	OG0000532	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.32&CDS=1-906	YMR314W
533	OG0000533	-processed-gene-1.33-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.33&CDS=1-408	YDR511W
534	OG0000534	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.19&CDS=1-1017	YNL231C
535	OG0000535	-processed-gene-1.34-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.34&CDS=1-447	YOR224C
536	OG0000536	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.20&CDS=1-2025	YHL020C
537	OG0000537	-processed-gene-1.21-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.21&CDS=1-3279	YER110C
538	OG0000538	-processed-gene-1.35-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.35&CDS=1-930	YGR231C
539	OG0000539	-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.117&CDS=1-1461	YGR211W
540	OG0000540	-processed-gene-1.93-mRNA-1_1&gene=snap_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.93&CDS=1-408	YKL137W
541	OG0000541	-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.118&CDS=1-618	YMR117C
542	OG0000542	-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.134&CDS=1-330	YKL138C
543	OG0000543	-processed-gene-1.43-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.43&CDS=1-1344	YGL247W
544	OG0000544	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.24&CDS=1-1224	YHR085W
545	OG0000545	-processed-gene-1.44-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.44&CDS=1-1350	YHR040W
546	OG0000546	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.25&CDS=1-1158	YBR087W
547	OG0000547	-processed-gene-1.45-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.45&CDS=1-678	YBL038W
548	OG0000548	-processed-gene-1.26-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.26&CDS=1-2250	YBL060W
549	OG0000549	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.27&CDS=1-615	YER094C
550	OG0000550	-processed-gene-1.46-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.46&CDS=1-318	YBL059C-A
551	OG0000551	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.28&CDS=1-1338	YJL123C
552	OG0000552	-processed-gene-1.48-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.48&CDS=1-885	YJL126W
553	OG0000553	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.29&CDS=1-1176	YMR310C
554	OG0000554	-processed-gene-1.49-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.49&CDS=1-4083	YGR061C
555	OG0000555	-processed-gene-1.30-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.30&CDS=1-1413	YGR252W
556	OG0000556	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.50&CDS=1-771	YGR253C
557	OG0000557	-processed-gene-2.102-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.102&CDS=1-3189	YGR014W
558	OG0000558	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.101&CDS=1-876	YGL161C
559	OG0000559	-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.4&CDS=1-1404	YOR198C
560	OG0000560	-processed-gene-2.124-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.124&CDS=1-1341	YLR303W
561	OG0000561	-processed-gene-2.104-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.104&CDS=1-1494	YBR195C
562	OG0000562	-processed-gene-2.106-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.106&CDS=1-2376	YJL094C
563	OG0000563	-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.8&CDS=1-225	YBL071W-A
564	OG0000564	-processed-gene-2.127-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.127&CDS=1-783	YER100W
565	OG0000565	-processed-gene-2.128-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.128&CDS=1-1527	YGR044C
566	OG0000566	-processed-gene-2.129-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.129&CDS=1-1761	YBL061C
567	OG0000567	-snap-gene-2.96-mRNA-1_1&gene=maker-gi|1002316326|dbj|BCKW01000011.1|-snap-gene-2.96&CDS=1-3114	YNL237W
568	OG0000568	-processed-gene-2.112-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.112&CDS=1-2184	YBL084C
569	OG0000569	-processed-gene-2.113-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.113&CDS=1-1293	YBL091C
570	OG0000570	-processed-gene-2.132-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.132&CDS=1-1080	YDR498C
571	OG0000571	-processed-gene-2.114-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.114&CDS=1-1200	YPR108W
572	OG0000572	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.115&CDS=1-1650	YMR140W
573	OG0000573	-processed-gene-2.117-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.117&CDS=1-2838	YER109C
574	OG0000574	-processed-gene-2.134-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.134&CDS=1-1128	YER107C
575	OG0000575	-processed-gene-2.118-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.118&CDS=1-333	YDR079W
576	OG0000576	-processed-gene-2.135-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.135&CDS=1-1260	YOR196C
577	OG0000577	-processed-gene-2.136-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.136&CDS=1-2340	YJL128C
578	OG0000578	-processed-gene-2.120-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.120&CDS=1-2058	YIL108W
579	OG0000579	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.121&CDS=1-507	YJR025C
580	OG0000580	-processed-gene-2.122-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.122&CDS=1-1095	YER095W
581	OG0000581	-processed-gene-2.140-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.140&CDS=1-3090	YBL066C
582	OG0000582	-processed-gene-2.141-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.141&CDS=1-753	YBL064C
583	OG0000583	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.41&CDS=1-786	YPR143W
584	OG0000584	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.60&CDS=1-567	YOR215C
585	OG0000585	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.62&CDS=1-1518	YOR216C
586	OG0000586	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.43&CDS=1-1233	YLR459W
587	OG0000587	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.63&CDS=1-2085	YPR179C
588	OG0000588	-processed-gene-0.45-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.45&CDS=1-1059	YPR180W
589	OG0000589	-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.25&CDS=1-1170	YPR178W
590	OG0000590	-processed-gene-0.46-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.46&CDS=1-1218	YHR052W
591	OG0000591	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.65&CDS=1-1656	YJL163C
592	OG0000592	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.66&CDS=1-780	YGR158C
593	OG0000593	-snap-gene-0.79-mRNA-1_1&gene=maker-gi|1002316327|dbj|BCKW01000010.1|-snap-gene-0.79&CDS=1-1992	YMR014W
594	OG0000594	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.51&CDS=1-1626	YER168C
595	OG0000595	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.67&CDS=1-507	YKL056C
596	OG0000596	-augustus-gene-0.0-mRNA-1_1&gene=maker-gi|1002316327|dbj|BCKW01000010.1|-augustus-gene-0.0&CDS=1-2370	YOL125W
597	OG0000597	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.70&CDS=1-1245	YLR340W
598	OG0000598	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.71&CDS=1-3444	YLR336C
599	OG0000599	-processed-gene-0.53-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.53&CDS=1-1053	YGR028W
600	OG0000600	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.16&CDS=1-1068	YOR026W
601	OG0000601	-processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.73&CDS=1-1830	YDR479C
602	OG0000602	-processed-gene-0.76-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.76&CDS=1-1797	YDR477W
603	OG0000603	-processed-gene-0.77-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.77&CDS=1-1734	YOR027W
604	OG0000604	-processed-gene-0.56-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.56&CDS=1-1659	YDR257C
605	OG0000605	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.73&CDS=1-3636	YGR233C
606	OG0000606	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.5&CDS=1-1332	YOR025W
607	OG0000607	-processed-gene-1.8-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.8&CDS=1-1035	YHR083W
608	OG0000608	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.9&CDS=1-3096	YOR005C
609	OG0000609	-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.81&CDS=1-606	YKR035W-A
610	OG0000610	-processed-gene-1.12-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.12&CDS=1-1926	YHR039C
611	OG0000611	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.24&CDS=1-804	YHR038W
612	OG0000612	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.25&CDS=1-342	YHR087W
613	OG0000613	-processed-gene-1.26-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.26&CDS=1-5037	YDR334W
614	OG0000614	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.28&CDS=1-1509	YOR351C
615	OG0000615	-processed-gene-1.51-mRNA-1_1&gene=snap_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.51&CDS=1-6003	YMR176W
616	OG0000616	-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.100&CDS=1-762	YKL160W
617	OG0000617	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.20&CDS=1-1644	YER065C
618	OG0000618	-processed-gene-2.54-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.54&CDS=1-588	YJR014W
619	OG0000619	-processed-gene-2.55-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.55&CDS=1-1209	YPR140W
620	OG0000620	-processed-gene-2.58-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.58&CDS=1-2013	YPR141C
621	OG0000621	-snap-gene-2.50-mRNA-1_1&gene=maker-gi|1002316327|dbj|BCKW01000010.1|-snap-gene-2.50&CDS=1-3342	YLR051C
622	OG0000622	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.85&CDS=1-1179	YGR223C
623	OG0000623	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.63&CDS=1-4959	YCR081W
624	OG0000624	-snap-gene-2.51-mRNA-1_1&gene=maker-gi|1002316327|dbj|BCKW01000010.1|-snap-gene-2.51&CDS=1-1029	YLR063W
625	OG0000625	-processed-gene-2.88-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.88&CDS=1-615	YFL005W
626	OG0000626	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.66&CDS=1-1779	YLR060W
627	OG0000627	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.89&CDS=1-3726	YFL034W
628	OG0000628	-processed-gene-2.92-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.92&CDS=1-1257	YGR210C
629	OG0000629	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.68&CDS=1-2481	YIL017C
630	OG0000630	-processed-gene-2.93-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.93&CDS=1-2055	YKL022C
631	OG0000631	-processed-gene-2.70-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.70&CDS=1-1131	YIR034C
632	OG0000632	-processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.94&CDS=1-1353	YKL021C
633	OG0000633	-processed-gene-2.96-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.96&CDS=1-924	YGR127W
634	OG0000634	-processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.97&CDS=1-1398	YGR227W
635	OG0000635	-processed-gene-2.99-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.99&CDS=1-1518	YCR066W
636	OG0000636	-processed-gene-2.29-mRNA-1_1&gene=snap_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-2.29&CDS=1-177	YMR256C
637	OG0000637	-processed-gene-0.2-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.2&CDS=1-927	YGR282C
638	OG0000638	-processed-gene-0.23-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.23&CDS=1-1023	YGR284C
639	OG0000639	-processed-gene-0.24-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.24&CDS=1-2622	YBR179C
640	OG0000640	-processed-gene-0.3-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.3&CDS=1-1578	YPL101W
641	OG0000641	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.25&CDS=1-2598	YNL238W
642	OG0000642	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.26&CDS=1-1353	YNL239W
643	OG0000643	-processed-gene-0.27-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.27&CDS=1-1743	YNL011C
644	OG0000644	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.4&CDS=1-735	YNL010W
645	OG0000645	-processed-gene-0.28-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.28&CDS=1-1047	YLR026C
646	OG0000646	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.5&CDS=1-897	YDR429C
647	OG0000647	-processed-gene-0.30-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.30&CDS=1-864	YDR428C
648	OG0000648	-processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.6&CDS=1-1035	YDR432W
649	OG0000649	-processed-gene-0.32-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.32&CDS=1-669	YCR051W
650	OG0000650	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.8&CDS=1-711	YNR020C
651	OG0000651	-processed-gene-0.33-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.33&CDS=1-1653	YNR019W
652	OG0000652	-augustus-gene-0.86-mRNA-1_1&gene=maker-gi|1002316328|dbj|BCKW01000009.1|-augustus-gene-0.86&CDS=1-3102	YCR053W
653	OG0000653	-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.96&CDS=1-2049	YEL056W
654	OG0000654	-processed-gene-0.37-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.37&CDS=1-1143	YNR021W
655	OG0000655	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.38&CDS=1-438	YCR046C
656	OG0000656	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.39&CDS=1-1614	YPL214C
657	OG0000657	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.40&CDS=1-1143	YOR197W
658	OG0000658	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.15&CDS=1-813	YCR047C
659	OG0000659	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.16&CDS=1-3954	YIL126W
660	OG0000660	-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.17&CDS=1-717	YJL035C
661	OG0000661	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.41&CDS=1-1956	YJL036W
662	OG0000662	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-0.18&CDS=1-891	YER175C
663	OG0000663	-processed-gene-1.3-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.3&CDS=1-9549	YLL040C
664	OG0000664	-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.76&CDS=1-1086	YBL013W
665	OG0000665	-processed-gene-1.8-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.8&CDS=1-2103	YGL026C
666	OG0000666	-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.78&CDS=1-2610	YBL014C
667	OG0000667	-processed-gene-1.10-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.10&CDS=1-2427	YGL027C
668	OG0000668	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.27&CDS=1-405	YFR033C
669	OG0000669	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.83&CDS=1-5019	YLL048C
670	OG0000670	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.28&CDS=1-1686	YHL036W
671	OG0000671	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.29&CDS=1-636	YLR040C
672	OG0000672	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.16&CDS=1-3027	YBR038W
673	OG0000673	-snap-gene-1.1-mRNA-1_1&gene=maker-gi|1002316328|dbj|BCKW01000009.1|-snap-gene-1.1&CDS=1-2559	YLR352W
674	OG0000674	-processed-gene-1.33-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.33&CDS=1-1482	YKL035W
675	OG0000675	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.20&CDS=1-3090	YDL215C
676	OG0000676	-processed-gene-1.21-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.21&CDS=1-417	YMR292W
677	OG0000677	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.36&CDS=1-1539	YMR293C
678	OG0000678	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.22&CDS=1-1281	YLR015W
679	OG0000679	-processed-gene-1.23-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.23&CDS=1-780	YGR172C
680	OG0000680	-processed-gene-1.38-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.38&CDS=1-2064	YGR266W
681	OG0000681	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.25&CDS=1-1560	YMR221C
682	OG0000682	-processed-gene-1.26-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-1.26&CDS=1-5610	YNL242W
683	OG0000683	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-2.41&CDS=1-762	YGR152C
684	OG0000684	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-2.42&CDS=1-1575	YGL017W
685	OG0000685	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-2.43&CDS=1-792	YGR268C
686	OG0000686	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-2.60&CDS=1-1629	YGR246C
687	OG0000687	-processed-gene-2.62-mRNA-1_1&gene=genemark-gi|1002316328|dbj|BCKW01000009.1|-processed-gene-2.62&CDS=1-1314	YDR531W
