	OrthologID	Saccharomyces_cerevisiae	yHAB166_Kazachstania_yakushimaensis
616	OG0000616	YBR006W	augustus_masked-scf7180000044633-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.142&CDS=1-1485
617	OG0000617	YBR007C	snap_masked-scf7180000044633-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000044633-processed-gene-0.5&CDS=1-2880
618	OG0000618	YBR011C	augustus_masked-scf7180000044645-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-2.123&CDS=1-861
619	OG0000619	YBR012C	snap_masked-scf7180000044617-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000044617-processed-gene-0.36&CDS=1-867
620	OG0000620	YBR015C	genemark-scf7180000044633-processed-gene-0.100-mRNA-1_1&gene=genemark-scf7180000044633-processed-gene-0.100&CDS=1-1842
621	OG0000621	YBR017C	snap_masked-scf7180000044633-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000044633-processed-gene-0.37&CDS=1-2793
622	OG0000622	YBR018C	augustus_masked-scf7180000044633-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.147&CDS=1-1095
623	OG0000623	YBR019C	augustus_masked-scf7180000044633-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.148&CDS=1-2076
624	OG0000624	YBR025C	augustus_masked-scf7180000044645-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-2.109&CDS=1-1182
625	OG0000625	YBR026C	augustus_masked-scf7180000044644-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-1.124&CDS=1-1173
626	OG0000626	YBR028C	augustus_masked-scf7180000044645-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-2.97&CDS=1-1587
627	OG0000627	YBR029C	augustus_masked-scf7180000044645-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.27&CDS=1-1314
628	OG0000628	YBR030W	snap_masked-scf7180000044645-processed-gene-1.135-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-1.135&CDS=1-1554
629	OG0000629	YBR034C	augustus_masked-scf7180000044633-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.119&CDS=1-1044
630	OG0000630	YBR035C	augustus_masked-scf7180000044633-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.118&CDS=1-684
631	OG0000631	YBR036C	augustus_masked-scf7180000044645-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-2.127&CDS=1-1326
632	OG0000632	YBR038W	augustus_masked-scf7180000044645-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-2.110&CDS=1-3399
633	OG0000633	YBR039W	augustus_masked-scf7180000044633-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.125&CDS=1-978
634	OG0000634	YBR040W	augustus_masked-scf7180000044633-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.126&CDS=1-882
635	OG0000635	YBR041W	augustus_masked-scf7180000044633-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.127&CDS=1-2022
636	OG0000636	YBR042C	augustus_masked-scf7180000044633-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.146&CDS=1-1188
637	OG0000637	YBR045C	augustus_masked-scf7180000044633-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.128&CDS=1-1653
638	OG0000638	YBR047W	snap_masked-scf7180000044633-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000044633-processed-gene-0.0&CDS=1-441
639	OG0000639	YBR053C	augustus_masked-scf7180000044633-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.138&CDS=1-1047
640	OG0000640	YBR055C	augustus_masked-scf7180000044645-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.15&CDS=1-2619
641	OG0000641	YBR056W	augustus_masked-scf7180000044645-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.34&CDS=1-1488
642	OG0000642	YBR057C	augustus_masked-scf7180000044633-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.117&CDS=1-1020
643	OG0000643	YBR058C	augustus_masked-scf7180000044645-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.33&CDS=1-2367
644	OG0000644	YBR058C-A	maker-scf7180000044633-snap-gene-0.113-mRNA-1_1&gene=maker-scf7180000044633-snap-gene-0.113&CDS=1-306
645	OG0000645	YBR060C	augustus_masked-scf7180000044633-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.155&CDS=1-2226
646	OG0000646	YBR061C	augustus_masked-scf7180000044633-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-scf7180000044633-processed-gene-0.156&CDS=1-930
647	OG0000647	YBR062C	genemark-scf7180000044633-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000044633-processed-gene-0.108&CDS=1-420
648	OG0000648	YBR065C	snap_masked-scf7180000044633-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000044633-processed-gene-0.46&CDS=1-873
649	OG0000649	YBR070C	augustus_masked-scf7180000044645-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-3.2&CDS=1-747
650	OG0000650	YBR072W	augustus_masked-scf7180000044645-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-3.5&CDS=1-684
651	OG0000651	YBR073W	augustus_masked-scf7180000044588-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.9&CDS=1-5637
652	OG0000652	YBR077C	genemark-scf7180000044588-processed-gene-0.110-mRNA-1_1&gene=genemark-scf7180000044588-processed-gene-0.110&CDS=1-468
653	OG0000653	YBR078W	augustus_masked-scf7180000044645-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-3.9&CDS=1-1278
654	OG0000654	YBR079C	augustus_masked-scf7180000044588-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.27&CDS=1-2922
655	OG0000655	YBR080C	maker-scf7180000044588-augustus-gene-0.41-mRNA-1_1&gene=maker-scf7180000044588-augustus-gene-0.41&CDS=1-2394
656	OG0000656	YBR081C	snap_masked-scf7180000044588-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scf7180000044588-processed-gene-0.74&CDS=1-4137
657	OG0000657	YBR083W	augustus_masked-scf7180000044588-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.12&CDS=1-2223
658	OG0000658	YBR085C-A	augustus_masked-scf7180000044583-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-scf7180000044583-processed-gene-0.178&CDS=1-252
659	OG0000659	YBR085W	augustus_masked-scf7180000044588-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.14&CDS=1-915
660	OG0000660	YBR087W	augustus_masked-scf7180000044645-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-3.16&CDS=1-1065
661	OG0000661	YBR088C	augustus_masked-scf7180000044583-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-scf7180000044583-processed-gene-0.176&CDS=1-774
662	OG0000662	YBR094W	augustus_masked-scf7180000044583-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-scf7180000044583-processed-gene-0.208&CDS=1-2331
663	OG0000663	YBR095C	maker-scf7180000044583-snap-gene-0.137-mRNA-1_1&gene=maker-scf7180000044583-snap-gene-0.137&CDS=1-1320
664	OG0000664	YBR097W	maker-scf7180000044583-augustus-gene-0.72-mRNA-1_1&gene=maker-scf7180000044583-augustus-gene-0.72&CDS=1-4902
665	OG0000665	YBR098W	snap_masked-scf7180000044583-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scf7180000044583-processed-gene-0.132&CDS=1-2079
666	OG0000666	YBR101C	augustus_masked-scf7180000044583-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-scf7180000044583-processed-gene-0.173&CDS=1-876
667	OG0000667	YBR103W	snap_masked-scf7180000044583-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scf7180000044583-processed-gene-0.131&CDS=1-1899
668	OG0000668	YBR105C	augustus_masked-scf7180000044595-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.14&CDS=1-1173
669	OG0000669	YBR106W	augustus_masked-scf7180000044595-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.29&CDS=1-570
670	OG0000670	YBR107C	snap_masked-scf7180000044595-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-0.52&CDS=1-738
671	OG0000671	YBR108W	snap_masked-scf7180000044595-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-0.70&CDS=1-2766
672	OG0000672	YBR109C	augustus_masked-scf7180000044595-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.12&CDS=1-441
673	OG0000673	YBR110W	augustus_masked-scf7180000044595-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.27&CDS=1-1329
674	OG0000674	YBR111C	augustus_masked-scf7180000044595-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.10&CDS=1-633
675	OG0000675	YBR112C	augustus_masked-scf7180000044645-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-4.132&CDS=1-3408
676	OG0000676	YBR114W	augustus_masked-scf7180000044595-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.26&CDS=1-2685
677	OG0000677	YBR115C	augustus_masked-scf7180000044595-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.9&CDS=1-4155
678	OG0000678	YBR119W	augustus_masked-scf7180000044644-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-2.16&CDS=1-900
679	OG0000679	YBR120C	augustus_masked-scf7180000044644-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-2.33&CDS=1-357
680	OG0000680	YBR121C	augustus_masked-scf7180000044644-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-2.34&CDS=1-5568
681	OG0000681	YBR126C	augustus_masked-scf7180000044644-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-2.35&CDS=1-1434
682	OG0000682	YBR127C	augustus_masked-scf7180000044644-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-2.36&CDS=1-1548
683	OG0000683	YBR131W	augustus_masked-scf7180000044644-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-2.18&CDS=1-2109
684	OG0000684	YBR132C	maker-scf7180000044644-augustus-gene-3.200-mRNA-1_1&gene=maker-scf7180000044644-augustus-gene-3.200&CDS=1-4554
685	OG0000685	YBR135W	augustus_masked-scf7180000044644-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.10&CDS=1-420
686	OG0000686	YBR136W	genemark-scf7180000044644-processed-gene-3.74-mRNA-1_1&gene=genemark-scf7180000044644-processed-gene-3.74&CDS=1-7362
687	OG0000687	YBR137W	augustus_masked-scf7180000044574-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.91&CDS=1-510
688	OG0000688	YBR139W	augustus_masked-scf7180000044574-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.92&CDS=1-1464
689	OG0000689	YBR141C	augustus_masked-scf7180000044574-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.102&CDS=1-984
690	OG0000690	YBR142W	augustus_masked-scf7180000044574-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.93&CDS=1-2154
691	OG0000691	YBR143C	augustus_masked-scf7180000044574-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.103&CDS=1-1311
692	OG0000692	YBR149W	snap_masked-scf7180000044574-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-0.73&CDS=1-969
693	OG0000693	YBR151W	snap_masked-scf7180000044574-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-0.72&CDS=1-945
694	OG0000694	YBR152W	snap_masked-scf7180000044574-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-0.71&CDS=1-411
695	OG0000695	YBR153W	augustus_masked-scf7180000044574-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.104&CDS=1-714
696	OG0000696	YBR155W	maker-scf7180000044612-augustus-gene-0.85-mRNA-1_1&gene=maker-scf7180000044612-augustus-gene-0.85&CDS=1-1110
697	OG0000697	YBR157C	augustus_masked-scf7180000044612-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.21&CDS=1-3906
698	OG0000698	YBR158W	augustus_masked-scf7180000044612-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.3&CDS=1-1782
699	OG0000699	YBR159W	augustus_masked-scf7180000044612-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.4&CDS=1-1032
700	OG0000700	YBR160W	augustus_masked-scf7180000044612-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.5&CDS=1-888
701	OG0000701	YBR162C	augustus_masked-scf7180000044612-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.22&CDS=1-1389
702	OG0000702	YBR162W-A	snap_masked-scf7180000044612-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-0.96&CDS=1-195
703	OG0000703	YBR163W	snap_masked-scf7180000044612-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-0.97&CDS=1-1761
704	OG0000704	YBR164C	augustus_masked-scf7180000044594-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-scf7180000044594-processed-gene-0.158&CDS=1-495
705	OG0000705	YBR166C	genemark-scf7180000044612-processed-gene-1.45-mRNA-1_1&gene=genemark-scf7180000044612-processed-gene-1.45&CDS=1-1728
706	OG0000706	YBR168W	augustus_masked-scf7180000044612-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-1.4&CDS=1-1218
707	OG0000707	YBR170C	augustus_masked-scf7180000044612-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-1.0&CDS=1-1764
708	OG0000708	YBR171W	augustus_masked-scf7180000044612-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-1.3&CDS=1-699
709	OG0000709	YBR173C	augustus_masked-scf7180000044612-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.19&CDS=1-450
710	OG0000710	YBR176W	maker-scf7180000044612-augustus-gene-0.88-mRNA-1_1&gene=maker-scf7180000044612-augustus-gene-0.88&CDS=1-2016
711	OG0000711	YBR177C	snap_masked-scf7180000044612-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-0.109&CDS=1-1434
712	OG0000712	YBR179C	augustus_masked-scf7180000044612-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.17&CDS=1-2724
713	OG0000713	YBR187W	augustus_masked-scf7180000044612-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.31&CDS=1-846
714	OG0000714	YBR192W	augustus_masked-scf7180000044612-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.28&CDS=1-1101
715	OG0000715	YBR193C	augustus_masked-scf7180000044612-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.13&CDS=1-678
716	OG0000716	YBR194W	snap_masked-scf7180000044612-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-0.122&CDS=1-213
717	OG0000717	YBR196C	maker-scf7180000044612-augustus-gene-0.86-mRNA-1_1&gene=maker-scf7180000044612-augustus-gene-0.86&CDS=1-2931
718	OG0000718	YBR198C	augustus_masked-scf7180000044612-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.10&CDS=1-2460
719	OG0000719	YBR199W	snap_masked-scf7180000044612-processed-gene-0.121-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-0.121&CDS=1-2133
720	OG0000720	YBR200W	snap_masked-scf7180000044612-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-0.120&CDS=1-1803
721	OG0000721	YBR202W	augustus_masked-scf7180000044612-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.25&CDS=1-2352
722	OG0000722	YBR203W	augustus_masked-scf7180000044612-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.24&CDS=1-3216
723	OG0000723	YBR204C	augustus_masked-scf7180000044612-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.9&CDS=1-1083
724	OG0000724	YBR207W	augustus_masked-scf7180000044612-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.23&CDS=1-1368
725	OG0000725	YBR208C	augustus_masked-scf7180000044612-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-0.8&CDS=1-5478
726	OG0000726	YBR212W	augustus_masked-scf7180000044625-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044625-processed-gene-0.21&CDS=1-2361
727	OG0000727	YBR213W	snap_masked-scf7180000044625-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scf7180000044625-processed-gene-0.85&CDS=1-846
728	OG0000728	YBR214W	snap_masked-scf7180000044625-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000044625-processed-gene-0.86&CDS=1-1446
729	OG0000729	YBR215W	snap_masked-scf7180000044625-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000044625-processed-gene-0.87&CDS=1-1761
730	OG0000730	YBR217W	augustus_masked-scf7180000044625-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000044625-processed-gene-0.23&CDS=1-555
731	OG0000731	YBR220C	augustus_masked-scf7180000044625-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000044625-processed-gene-0.47&CDS=1-1674
732	OG0000732	YBR225W	augustus_masked-scf7180000044557-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000044557-processed-gene-0.19&CDS=1-2808
733	OG0000733	YBR227C	snap_masked-scf7180000044557-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000044557-processed-gene-0.8&CDS=1-1623
734	OG0000734	YBR228W	augustus_masked-scf7180000044557-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000044557-processed-gene-0.18&CDS=1-897
735	OG0000735	YBR229C	maker-scf7180000044557-snap-gene-0.13-mRNA-1_1&gene=maker-scf7180000044557-snap-gene-0.13&CDS=1-2862
736	OG0000736	YBR230C	snap_masked-scf7180000044557-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000044557-processed-gene-0.6&CDS=1-531
737	OG0000737	YBR231C	augustus_masked-scf7180000044634-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.23&CDS=1-855
738	OG0000738	YBR233W-A	augustus_masked-scf7180000044627-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scf7180000044627-processed-gene-2.104&CDS=1-372
739	OG0000739	YBR235W	augustus_masked-scf7180000044634-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.48&CDS=1-4674
740	OG0000740	YBR236C	augustus_masked-scf7180000044634-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.22&CDS=1-1311
741	OG0000741	YBR237W	augustus_masked-scf7180000044634-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.47&CDS=1-2565
742	OG0000742	YBR238C	augustus_masked-scf7180000044634-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.21&CDS=1-2172
743	OG0000743	YBR239C	augustus_masked-scf7180000044634-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.20&CDS=1-1449
744	OG0000744	YBR240C	snap_masked-scf7180000044634-processed-gene-0.154-mRNA-1_1&gene=snap_masked-scf7180000044634-processed-gene-0.154&CDS=1-1536
745	OG0000745	YBR242W	augustus_masked-scf7180000044634-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.44&CDS=1-687
746	OG0000746	YBR243C	augustus_masked-scf7180000044634-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.18&CDS=1-1347
747	OG0000747	YBR248C	maker-scf7180000044634-augustus-gene-0.124-mRNA-1_1&gene=maker-scf7180000044634-augustus-gene-0.124&CDS=1-3018
748	OG0000748	YBR249C	augustus_masked-scf7180000044634-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000044634-processed-gene-0.14&CDS=1-1101
749	OG0000749	YBR251W	snap_masked-scf7180000044641-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000044641-processed-gene-0.39&CDS=1-801
750	OG0000750	YBR253W	genemark-scf7180000044641-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000044641-processed-gene-0.83&CDS=1-306
