	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034988_Candida_fructus
801	OG0000801	YDL057W	augustus_masked-flattened_line_6-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.158&CDS=1-1965
802	OG0000802	YDL058W	augustus_masked-flattened_line_46-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.203&CDS=1-6537
803	OG0000803	YDL059C	augustus_masked-flattened_line_46-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.168&CDS=1-531
804	OG0000804	YDL060W	maker-flattened_line_89-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_89-snap-gene-0.6&CDS=1-3444
805	OG0000805	YDL063C	augustus_masked-flattened_line_38-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.39&CDS=1-2112
806	OG0000806	YDL064W	augustus_masked-flattened_line_38-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.78&CDS=1-474
807	OG0000807	YDL065C	augustus_masked-flattened_line_38-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.42&CDS=1-876
808	OG0000808	YDL067C	snap_masked-flattened_line_26-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.9&CDS=1-186
809	OG0000809	YDL072C	augustus_masked-flattened_line_40-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.55&CDS=1-582
810	OG0000810	YDL074C	augustus_masked-flattened_line_63-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.135&CDS=1-2013
811	OG0000811	YDL076C	augustus_masked-flattened_line_40-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.53&CDS=1-975
812	OG0000812	YDL081C	augustus_masked-flattened_line_44-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.32&CDS=1-318
813	OG0000813	YDL084W	maker-flattened_line_0-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.47&CDS=1-1296
814	OG0000814	YDL086W	augustus_masked-flattened_line_6-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.183&CDS=1-807
815	OG0000815	YDL087C	augustus_masked-flattened_line_4-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.101&CDS=1-708
816	OG0000816	YDL090C	augustus_masked-flattened_line_54-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.197&CDS=1-1290
817	OG0000817	YDL091C	augustus_masked-flattened_line_54-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.196&CDS=1-1335
818	OG0000818	YDL092W	augustus_masked-flattened_line_54-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.161&CDS=1-369
819	OG0000819	YDL097C	augustus_masked-flattened_line_54-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.203&CDS=1-1275
820	OG0000820	YDL098C	augustus_masked-flattened_line_40-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.58&CDS=1-1233
821	OG0000821	YDL100C	augustus_masked-flattened_line_6-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.184&CDS=1-1212
822	OG0000822	YDL101C	augustus_masked-flattened_line_8-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.6&CDS=1-1392
823	OG0000823	YDL102W	genemark-flattened_line_42-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.70&CDS=1-3234
824	OG0000824	YDL103C	augustus_masked-flattened_line_141-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.35&CDS=1-1431
825	OG0000825	YDL104C	genemark-flattened_line_61-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.103&CDS=1-777
826	OG0000826	YDL105W	augustus_masked-flattened_line_61-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.22&CDS=1-1035
827	OG0000827	YDL106C	augustus_masked-flattened_line_8-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.25&CDS=1-1605
828	OG0000828	YDL107W	snap_masked-flattened_line_8-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.113&CDS=1-1095
829	OG0000829	YDL108W	augustus_masked-flattened_line_8-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.21&CDS=1-951
830	OG0000830	YDL110C	augustus_masked-flattened_line_54-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.204&CDS=1-303
831	OG0000831	YDL111C	augustus_masked-flattened_line_54-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.163&CDS=1-864
832	OG0000832	YDL112W	genemark-flattened_line_54-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.122&CDS=1-3465
833	OG0000833	YDL113C	augustus_masked-flattened_line_54-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.202&CDS=1-1959
834	OG0000834	YDL114W	augustus_masked-flattened_line_22-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.107&CDS=1-936
835	OG0000835	YDL115C	augustus_masked-flattened_line_22-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.93&CDS=1-933
836	OG0000836	YDL116W	augustus_masked-flattened_line_54-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.165&CDS=1-2355
837	OG0000837	YDL119C	augustus_masked-flattened_line_42-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.248&CDS=1-969
838	OG0000838	YDL120W	augustus_masked-flattened_line_18-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.50&CDS=1-522
839	OG0000839	YDL125C	augustus_masked-flattened_line_14-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.50&CDS=1-450
840	OG0000840	YDL126C	augustus_masked-flattened_line_14-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.17&CDS=1-2466
841	OG0000841	YDL128W	augustus_masked-flattened_line_67-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.5&CDS=1-1215
842	OG0000842	YDL130W	augustus_masked-flattened_line_139-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_139-processed-gene-0.9&CDS=1-318
843	OG0000843	YDL132W	maker-flattened_line_85-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_85-augustus-gene-0.78&CDS=1-3342
844	OG0000844	YDL133W	genemark-flattened_line_85-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_85-processed-gene-0.44&CDS=1-1128
845	OG0000845	YDL134C	augustus_masked-flattened_line_85-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.85&CDS=1-1017
846	OG0000846	YDL135C	augustus_masked-flattened_line_67-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.14&CDS=1-597
847	OG0000847	YDL139C	maker-flattened_line_85-augustus-gene-0.79-mRNA-1_1&gene=maker-flattened_line_85-augustus-gene-0.79&CDS=1-1245
848	OG0000848	YDL140C	augustus_masked-flattened_line_14-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.24&CDS=1-5388
849	OG0000849	YDL141W	augustus_masked-flattened_line_32-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.64&CDS=1-2046
850	OG0000850	YDL143W	augustus_masked-flattened_line_50-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.52&CDS=1-1593
851	OG0000851	YDL145C	maker-flattened_line_85-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_85-snap-gene-0.81&CDS=1-4941
852	OG0000852	YDL146W	snap_masked-flattened_line_6-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.14&CDS=1-1737
853	OG0000853	YDL147W	augustus_masked-flattened_line_26-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.1&CDS=1-1389
854	OG0000854	YDL148C	augustus_masked-flattened_line_67-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.10&CDS=1-2382
855	OG0000855	YDL149W	augustus_masked-flattened_line_67-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.9&CDS=1-2640
856	OG0000856	YDL150W	augustus_masked-flattened_line_50-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.51&CDS=1-1098
857	OG0000857	YDL153C	augustus_masked-flattened_line_50-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.13&CDS=1-1653
858	OG0000858	YDL155W	augustus_masked-flattened_line_32-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.31&CDS=1-1326
859	OG0000859	YDL159W	augustus_masked-flattened_line_24-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.101&CDS=1-1443
860	OG0000860	YDL160C	augustus_masked-flattened_line_8-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.55&CDS=1-1545
861	OG0000861	YDL164C	genemark-flattened_line_48-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.58&CDS=1-2169
862	OG0000862	YDL165W	augustus_masked-flattened_line_30-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.11&CDS=1-597
863	OG0000863	YDL166C	augustus_masked-flattened_line_30-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.39&CDS=1-609
864	OG0000864	YDL167C	augustus_masked-flattened_line_14-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.57&CDS=1-2001
865	OG0000865	YDL168W	maker-flattened_line_103-augustus-gene-0.102-mRNA-1_1&gene=maker-flattened_line_103-augustus-gene-0.102&CDS=1-1137
866	OG0000866	YDL170W	augustus_masked-flattened_line_151-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.36&CDS=1-2220
867	OG0000867	YDL171C	augustus_masked-flattened_line_14-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.27&CDS=1-6372
868	OG0000868	YDL177C	augustus_masked-flattened_line_103-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.19&CDS=1-495
869	OG0000869	YDL178W	augustus_masked-flattened_line_103-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.18&CDS=1-1572
870	OG0000870	YDL183C	augustus_masked-flattened_line_85-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.107&CDS=1-1071
871	OG0000871	YDL185W	augustus_masked-flattened_line_85-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.88&CDS=1-1851
872	OG0000872	YDL190C	augustus_masked-flattened_line_67-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.39&CDS=1-3111
873	OG0000873	YDL193W	augustus_masked-flattened_line_67-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.11&CDS=1-828
874	OG0000874	YDL195W	maker-flattened_line_209-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_209-snap-gene-0.7&CDS=1-3783
875	OG0000875	YDL198C	augustus_masked-flattened_line_20-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.132&CDS=1-897
876	OG0000876	YDL200C	snap_masked-flattened_line_18-processed-gene-1.189-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.189&CDS=1-615
877	OG0000877	YDL201W	augustus_masked-flattened_line_8-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.12&CDS=1-894
878	OG0000878	YDL202W	augustus_masked-flattened_line_8-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.11&CDS=1-765
879	OG0000879	YDL205C	augustus_masked-flattened_line_52-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.183&CDS=1-1068
880	OG0000880	YDL206W	augustus_masked-flattened_line_95-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.23&CDS=1-1788
881	OG0000881	YDL207W	augustus_masked-flattened_line_34-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.3&CDS=1-1509
882	OG0000882	YDL208W	augustus_masked-flattened_line_22-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.103&CDS=1-456
883	OG0000883	YDL209C	augustus_masked-flattened_line_8-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.25&CDS=1-993
884	OG0000884	YDL210W	augustus_masked-flattened_line_125-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.3&CDS=1-1680
885	OG0000885	YDL212W	augustus_masked-flattened_line_117-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.79&CDS=1-621
886	OG0000886	YDL213C	augustus_masked-flattened_line_69-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.49&CDS=1-657
887	OG0000887	YDL215C	augustus_masked-flattened_line_18-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.16&CDS=1-3171
888	OG0000888	YDL217C	augustus_masked-flattened_line_2-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.117&CDS=1-546
889	OG0000889	YDL225W	augustus_masked-flattened_line_12-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.106&CDS=1-1800
890	OG0000890	YDL226C	augustus_masked-flattened_line_12-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.121&CDS=1-1041
891	OG0000891	YDL230W	augustus_masked-flattened_line_119-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.11&CDS=1-879
892	OG0000892	YDL233W	augustus_masked-flattened_line_83-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.49&CDS=1-1491
893	OG0000893	YDL234C	augustus_masked-flattened_line_59-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.17&CDS=1-2202
894	OG0000894	YDL235C	augustus_masked-flattened_line_18-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.86&CDS=1-444
895	OG0000895	YDL236W	augustus_masked-flattened_line_18-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.85&CDS=1-924
896	OG0000896	YDL237W	augustus_masked-flattened_line_59-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.0&CDS=1-999
897	OG0000897	YDL238C	augustus_masked-flattened_line_127-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.45&CDS=1-1506
898	OG0000898	YDL240W	augustus_masked-flattened_line_6-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.100&CDS=1-4263
899	OG0000899	YDR002W	augustus_masked-flattened_line_6-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.115&CDS=1-597
900	OG0000900	YDR005C	augustus_masked-flattened_line_79-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.27&CDS=1-1875
901	OG0000901	YDR006C	snap_masked-flattened_line_14-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.156&CDS=1-1383
902	OG0000902	YDR007W	augustus_masked-flattened_line_159-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_159-processed-gene-0.6&CDS=1-756
903	OG0000903	YDR013W	genemark-flattened_line_20-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.68&CDS=1-669
904	OG0000904	YDR016C	augustus_masked-flattened_line_36-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.41&CDS=1-222
905	OG0000905	YDR017C	snap_masked-flattened_line_81-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.87&CDS=1-1788
906	OG0000906	YDR019C	augustus_masked-flattened_line_2-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.165&CDS=1-1173
907	OG0000907	YDR020C	augustus_masked-flattened_line_2-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.120&CDS=1-714
908	OG0000908	YDR021W	augustus_masked-flattened_line_2-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.142&CDS=1-1191
909	OG0000909	YDR023W	augustus_masked-flattened_line_2-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.143&CDS=1-1374
910	OG0000910	YDR026C	augustus_masked-flattened_line_91-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.86&CDS=1-1794
911	OG0000911	YDR027C	snap_masked-flattened_line_10-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.107&CDS=1-3174
912	OG0000912	YDR028C	genemark-flattened_line_10-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.68&CDS=1-2649
913	OG0000913	YDR030C	augustus_masked-flattened_line_2-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.121&CDS=1-1362
914	OG0000914	YDR031W	augustus_masked-flattened_line_24-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.95&CDS=1-300
915	OG0000915	YDR032C	augustus_masked-flattened_line_2-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.98&CDS=1-600
916	OG0000916	YDR034C	augustus_masked-flattened_line_4-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.124&CDS=1-1746
917	OG0000917	YDR036C	augustus_masked-flattened_line_8-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.37&CDS=1-1449
918	OG0000918	YDR037W	augustus_masked-flattened_line_28-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.40&CDS=1-1767
919	OG0000919	YDR041W	augustus_masked-flattened_line_28-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.39&CDS=1-774
920	OG0000920	YDR044W	augustus_masked-flattened_line_34-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.27&CDS=1-957
921	OG0000921	YDR047W	augustus_masked-flattened_line_4-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.124&CDS=1-1083
922	OG0000922	YDR049W	augustus_masked-flattened_line_4-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.123&CDS=1-1740
923	OG0000923	YDR050C	augustus_masked-flattened_line_28-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.17&CDS=1-744
924	OG0000924	YDR051C	augustus_masked-flattened_line_28-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.16&CDS=1-951
925	OG0000925	YDR052C	augustus_masked-flattened_line_77-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.24&CDS=1-1587
926	OG0000926	YDR054C	augustus_masked-flattened_line_77-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.25&CDS=1-711
927	OG0000927	YDR057W	snap_masked-flattened_line_219-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_219-processed-gene-0.2&CDS=1-1821
928	OG0000928	YDR058C	augustus_masked-flattened_line_63-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.124&CDS=1-1041
929	OG0000929	YDR060W	augustus_masked-flattened_line_54-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.189&CDS=1-3117
930	OG0000930	YDR061W	genemark-flattened_line_20-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.50&CDS=1-1278
