	OrthologID	Lachancea_lanzarotensis	Saccharomyces_cerevisiae
718	OG0000718	snap_masked-LN736360.1-processed-gene-11.78-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-11.78&CDS=1-2634	YPR021C
719	OG0000719	snap_masked-LN736360.1-processed-gene-11.79-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-11.79&CDS=1-927	YPR023C
720	OG0000720	augustus_masked-LN736360.1-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-12.4&CDS=1-1653	YER124C
721	OG0000721	snap_masked-LN736360.1-processed-gene-12.36-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.36&CDS=1-2424	YER125W
722	OG0000722	augustus_masked-LN736360.1-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-12.3&CDS=1-1506	YGL176C
723	OG0000723	snap_masked-LN736360.1-processed-gene-12.39-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.39&CDS=1-1992	YGL178W
724	OG0000724	snap_masked-LN736360.1-processed-gene-12.40-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.40&CDS=1-783	YER126C
725	OG0000725	augustus_masked-LN736360.1-processed-gene-12.7-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-12.7&CDS=1-1629	YER127W
726	OG0000726	snap_masked-LN736360.1-processed-gene-12.43-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.43&CDS=1-3369	YER129W
727	OG0000727	snap_masked-LN736360.1-processed-gene-12.57-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.57&CDS=1-2616	YGL180W
728	OG0000728	snap_masked-LN736360.1-processed-gene-12.58-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.58&CDS=1-1080	YGL181W
729	OG0000729	augustus_masked-LN736360.1-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-12.9&CDS=1-645	YGL183C
730	OG0000730	snap_masked-LN736360.1-processed-gene-12.59-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.59&CDS=1-1263	YER130C
731	OG0000731	snap_masked-LN736360.1-processed-gene-12.45-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.45&CDS=1-1380	YGL184C
732	OG0000732	snap_masked-LN736360.1-processed-gene-12.46-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.46&CDS=1-1098	YGL185C
733	OG0000733	snap_masked-LN736360.1-processed-gene-12.47-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.47&CDS=1-1695	YGL186C
734	OG0000734	snap_masked-LN736360.1-processed-gene-12.48-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.48&CDS=1-486	YGL187C
735	OG0000735	snap_masked-LN736360.1-processed-gene-12.50-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.50&CDS=1-1428	YGL190C
736	OG0000736	maker-LN736360.1-augustus-gene-12.76-mRNA-1_1&gene=maker-LN736360.1-augustus-gene-12.76&CDS=1-1836	YGL192W
737	OG0000737	snap_masked-LN736360.1-processed-gene-12.51-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.51&CDS=1-1347	YGL194C
738	OG0000738	snap_masked-LN736360.1-processed-gene-12.63-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.63&CDS=1-8046	YGL195W
739	OG0000739	snap_masked-LN736360.1-processed-gene-12.53-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.53&CDS=1-606	YGL200C
740	OG0000740	snap_masked-LN736360.1-processed-gene-12.54-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.54&CDS=1-2592	YHL023C
741	OG0000741	snap_masked-LN736360.1-processed-gene-12.66-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.66&CDS=1-2214	YHL024W
742	OG0000742	maker-LN736360.1-snap-gene-12.1-mRNA-1_1&gene=maker-LN736360.1-snap-gene-12.1&CDS=1-1047	YKR076W
743	OG0000743	snap_masked-LN736360.1-processed-gene-12.68-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.68&CDS=1-2709	YLL026W
744	OG0000744	snap_masked-LN736360.1-processed-gene-12.69-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.69&CDS=1-639	YLL027W
745	OG0000745	snap_masked-LN736360.1-processed-gene-12.70-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.70&CDS=1-2163	YLL029W
746	OG0000746	snap_masked-LN736360.1-processed-gene-12.71-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.71&CDS=1-1680	YLL028W
747	OG0000747	snap_masked-LN736360.1-processed-gene-12.55-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-12.55&CDS=1-3030	YLL031C
748	OG0000748	augustus_masked-LN736360.1-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-12.34&CDS=1-942	YHL025W
749	OG0000749	augustus_masked-LN736360.1-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-12.21&CDS=1-2049	YLL032C
750	OG0000750	augustus_masked-LN736360.1-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-12.35&CDS=1-696	YLL033W
751	OG0000751	snap_masked-LN736360.1-processed-gene-13.42-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.42&CDS=1-2457	YLL034C
752	OG0000752	snap_masked-LN736360.1-processed-gene-13.44-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.44&CDS=1-1950	YLL035W
753	OG0000753	snap_masked-LN736360.1-processed-gene-13.45-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.45&CDS=1-1344	YHL027W
754	OG0000754	maker-LN736360.1-snap-gene-13.83-mRNA-1_1&gene=maker-LN736360.1-snap-gene-13.83&CDS=1-1314	YHL028W
755	OG0000755	snap_masked-LN736360.1-processed-gene-13.43-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.43&CDS=1-1635	YHL029C
756	OG0000756	maker-LN736360.1-snap-gene-13.82-mRNA-1_1&gene=maker-LN736360.1-snap-gene-13.82&CDS=1-1533	YLL036C
757	OG0000757	snap_masked-LN736360.1-processed-gene-13.72-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.72&CDS=1-5706	YHL030W
758	OG0000758	augustus_masked-LN736360.1-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-13.88&CDS=1-768	YLL038C
759	OG0000759	snap_masked-LN736360.1-processed-gene-13.48-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.48&CDS=1-9309	YLL040C
760	OG0000760	snap_masked-LN736360.1-processed-gene-13.50-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.50&CDS=1-792	YLL041C
761	OG0000761	maker-LN736360.1-augustus-gene-13.41-mRNA-1_1&gene=maker-LN736360.1-augustus-gene-13.41&CDS=1-1143	YHL031C
762	OG0000762	snap_masked-LN736360.1-processed-gene-13.74-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.74&CDS=1-1929	YLL043W
763	OG0000763	snap_masked-LN736360.1-processed-gene-13.54-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.54&CDS=1-2061	YHL032C
764	OG0000764	snap_masked-LN736360.1-processed-gene-13.56-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.56&CDS=1-663	YPR113W
765	OG0000765	augustus_masked-LN736360.1-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-13.95&CDS=1-1512	YOR378W
766	OG0000766	snap_masked-LN736360.1-processed-gene-13.60-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.60&CDS=1-933	YPR114W
767	OG0000767	snap_masked-LN736360.1-processed-gene-13.61-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.61&CDS=1-3063	YGR097W
768	OG0000768	snap_masked-LN736360.1-processed-gene-13.62-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.62&CDS=1-810	YPR116W
769	OG0000769	snap_masked-LN736360.1-processed-gene-13.77-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.77&CDS=1-4821	YGR098C
770	OG0000770	snap_masked-LN736360.1-processed-gene-13.63-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.63&CDS=1-2058	YGR099W
771	OG0000771	snap_masked-LN736360.1-processed-gene-13.65-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.65&CDS=1-2835	YGR100W
772	OG0000772	snap_masked-LN736360.1-processed-gene-13.66-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.66&CDS=1-1017	YGR101W
773	OG0000773	snap_masked-LN736360.1-processed-gene-13.78-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.78&CDS=1-489	YGR102C
774	OG0000774	snap_masked-LN736360.1-processed-gene-13.67-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.67&CDS=1-1797	YGR103W
775	OG0000775	snap_masked-LN736360.1-processed-gene-13.79-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.79&CDS=1-813	YGR104C
776	OG0000776	snap_masked-LN736360.1-processed-gene-13.68-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.68&CDS=1-243	YGR105W
777	OG0000777	snap_masked-LN736360.1-processed-gene-13.80-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.80&CDS=1-771	YGR106C
778	OG0000778	snap_masked-LN736360.1-processed-gene-13.69-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.69&CDS=1-1248	YPR118W
779	OG0000779	snap_masked-LN736360.1-processed-gene-13.71-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-13.71&CDS=1-1497	YPR119W
780	OG0000780	snap_masked-LN736360.1-processed-gene-14.0-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.0&CDS=1-3552	YPR122W
781	OG0000781	snap_masked-LN736360.1-processed-gene-14.1-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.1&CDS=1-1203	YGR111W
782	OG0000782	snap_masked-LN736360.1-processed-gene-14.3-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.3&CDS=1-360	YBR253W
783	OG0000783	snap_masked-LN736360.1-processed-gene-14.4-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.4&CDS=1-1656	YIR010W
784	OG0000784	snap_masked-LN736360.1-processed-gene-14.5-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.5&CDS=1-510	YBR254C
785	OG0000785	augustus_masked-LN736360.1-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.104&CDS=1-1581	YBR255W
786	OG0000786	maker-LN736360.1-snap-gene-14.99-mRNA-1_1&gene=maker-LN736360.1-snap-gene-14.99&CDS=1-354	YBR255C-A
787	OG0000787	snap_masked-LN736360.1-processed-gene-14.26-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.26&CDS=1-909	YIR011C
788	OG0000788	snap_masked-LN736360.1-processed-gene-14.7-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.7&CDS=1-1314	YIR012W
789	OG0000789	snap_masked-LN736360.1-processed-gene-14.27-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.27&CDS=1-699	YBR256C
790	OG0000790	snap_masked-LN736360.1-processed-gene-14.28-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.28&CDS=1-561	YIL016W
791	OG0000791	augustus_masked-LN736360.1-processed-gene-14.106-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.106&CDS=1-2937	YIL017C
792	OG0000792	snap_masked-LN736360.1-processed-gene-14.9-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.9&CDS=1-3108	YFR030W
793	OG0000793	snap_masked-LN736360.1-processed-gene-14.29-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.29&CDS=1-3510	YFR031C
794	OG0000794	snap_masked-LN736360.1-processed-gene-14.31-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.31&CDS=1-897	YFR032C
795	OG0000795	maker-LN736360.1-snap-gene-14.100-mRNA-1_1&gene=maker-LN736360.1-snap-gene-14.100&CDS=1-618	YFR032C-A
796	OG0000796	snap_masked-LN736360.1-processed-gene-14.34-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.34&CDS=1-1641	YFR034C
797	OG0000797	snap_masked-LN736360.1-processed-gene-14.35-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.35&CDS=1-1005	YIL019W
798	OG0000798	snap_masked-LN736360.1-processed-gene-14.10-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.10&CDS=1-792	YIL020C
799	OG0000799	snap_masked-LN736360.1-processed-gene-14.36-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.36&CDS=1-948	YIL021W
800	OG0000800	snap_masked-LN736360.1-processed-gene-14.37-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.37&CDS=1-1236	YIL022W
801	OG0000801	augustus_masked-LN736360.1-processed-gene-14.110-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.110&CDS=1-2988	YIL031W
802	OG0000802	augustus_masked-LN736360.1-processed-gene-14.133-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.133&CDS=1-3813	YIL030C
803	OG0000803	snap_masked-LN736360.1-processed-gene-14.39-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.39&CDS=1-423	YIL027C
804	OG0000804	augustus_masked-LN736360.1-processed-gene-14.135-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.135&CDS=1-3795	YIL026C
805	OG0000805	snap_masked-LN736360.1-processed-gene-14.42-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.42&CDS=1-1335	YIL023C
806	OG0000806	snap_masked-LN736360.1-processed-gene-14.14-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.14&CDS=1-1215	YLR360W
807	OG0000807	augustus_masked-LN736360.1-processed-gene-14.137-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.137&CDS=1-1752	YLR361C
808	OG0000808	snap_masked-LN736360.1-processed-gene-14.15-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.15&CDS=1-2247	YLR362W
809	OG0000809	snap_masked-LN736360.1-processed-gene-14.16-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.16&CDS=1-3075	YMR231W
810	OG0000810	augustus_masked-LN736360.1-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.115&CDS=1-1977	YMR232W
811	OG0000811	snap_masked-LN736360.1-processed-gene-14.18-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.18&CDS=1-615	YOR294W
812	OG0000812	maker-LN736360.1-snap-gene-14.98-mRNA-1_1&gene=maker-LN736360.1-snap-gene-14.98&CDS=1-642	YMR233W
813	OG0000813	snap_masked-LN736360.1-processed-gene-14.20-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.20&CDS=1-3975	YOR296W
814	OG0000814	snap_masked-LN736360.1-processed-gene-14.21-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.21&CDS=1-1146	YMR234W
815	OG0000815	snap_masked-LN736360.1-processed-gene-14.44-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.44&CDS=1-558	YOR297C
816	OG0000816	augustus_masked-LN736360.1-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.119&CDS=1-1257	YOR298W
817	OG0000817	augustus_masked-LN736360.1-processed-gene-14.140-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-14.140&CDS=1-1221	YMR235C
818	OG0000818	snap_masked-LN736360.1-processed-gene-14.46-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.46&CDS=1-453	YOR298C-A
819	OG0000819	snap_masked-LN736360.1-processed-gene-14.23-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.23&CDS=1-1209	YBL055C
820	OG0000820	snap_masked-LN736360.1-processed-gene-14.47-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.47&CDS=1-1326	YBL056W
821	OG0000821	snap_masked-LN736360.1-processed-gene-14.48-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-14.48&CDS=1-1491	YDR376W
822	OG0000822	snap_masked-LN736360.1-processed-gene-15.54-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.54&CDS=1-1350	YDR375C
823	OG0000823	genemark-LN736360.1-processed-gene-15.3-mRNA-1_1&gene=genemark-LN736360.1-processed-gene-15.3&CDS=1-696	YOR125C
824	OG0000824	snap_masked-LN736360.1-processed-gene-15.58-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.58&CDS=1-570	YDR373W
825	OG0000825	snap_masked-LN736360.1-processed-gene-15.56-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.56&CDS=1-3711	YOR124C
826	OG0000826	snap_masked-LN736360.1-processed-gene-15.57-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.57&CDS=1-1017	YDR372C
827	OG0000827	snap_masked-LN736360.1-processed-gene-15.59-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.59&CDS=1-1428	YDR371W
828	OG0000828	snap_masked-LN736360.1-processed-gene-15.60-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.60&CDS=1-1281	YOR123C
829	OG0000829	snap_masked-LN736360.1-processed-gene-15.61-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.61&CDS=1-372	YOR122C
830	OG0000830	snap_masked-LN736360.1-processed-gene-15.62-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.62&CDS=1-1146	YDR370C
831	OG0000831	maker-LN736360.1-snap-gene-15.153-mRNA-1_1&gene=maker-LN736360.1-snap-gene-15.153&CDS=1-657	YDR367W
832	OG0000832	snap_masked-LN736360.1-processed-gene-15.65-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.65&CDS=1-1443	YOR119C
833	OG0000833	snap_masked-LN736360.1-processed-gene-15.87-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.87&CDS=1-1659	YOR118W
834	OG0000834	snap_masked-LN736360.1-processed-gene-15.66-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.66&CDS=1-1941	YDR365C
835	OG0000835	snap_masked-LN736360.1-processed-gene-15.67-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.67&CDS=1-1389	YDR364C
836	OG0000836	augustus_masked-LN736360.1-processed-gene-15.138-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-15.138&CDS=1-1539	YOR117W
837	OG0000837	snap_masked-LN736360.1-processed-gene-15.68-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.68&CDS=1-4380	YOR116C
838	OG0000838	snap_masked-LN736360.1-processed-gene-15.90-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.90&CDS=1-1608	YDR363W
839	OG0000839	snap_masked-LN736360.1-processed-gene-15.91-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.91&CDS=1-1482	YHR113W
840	OG0000840	snap_masked-LN736360.1-processed-gene-15.69-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.69&CDS=1-2043	YDR362C
841	OG0000841	snap_masked-LN736360.1-processed-gene-15.92-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.92&CDS=1-1281	YHR111W
842	OG0000842	augustus_masked-LN736360.1-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-LN736360.1-processed-gene-15.142&CDS=1-1776	YHR109W
843	OG0000843	snap_masked-LN736360.1-processed-gene-15.70-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.70&CDS=1-807	YDR361C
844	OG0000844	snap_masked-LN736360.1-processed-gene-15.71-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.71&CDS=1-2664	YDR359C
845	OG0000845	snap_masked-LN736360.1-processed-gene-15.95-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.95&CDS=1-1725	YHR108W
846	OG0000846	snap_masked-LN736360.1-processed-gene-15.72-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.72&CDS=1-417	YDR357C
847	OG0000847	snap_masked-LN736360.1-processed-gene-15.96-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.96&CDS=1-2496	YDR356W
848	OG0000848	snap_masked-LN736360.1-processed-gene-15.97-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.97&CDS=1-1101	YDR354W
849	OG0000849	snap_masked-LN736360.1-processed-gene-15.73-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.73&CDS=1-1155	YHR107C
850	OG0000850	snap_masked-LN736360.1-processed-gene-15.98-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.98&CDS=1-957	YDR353W
851	OG0000851	snap_masked-LN736360.1-processed-gene-15.99-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.99&CDS=1-477	YHR105W
852	OG0000852	snap_masked-LN736360.1-processed-gene-15.100-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.100&CDS=1-987	YHR104W
853	OG0000853	snap_masked-LN736360.1-processed-gene-15.101-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.101&CDS=1-855	YDR352W
854	OG0000854	snap_masked-LN736360.1-processed-gene-15.102-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.102&CDS=1-2496	YHR103W
855	OG0000855	snap_masked-LN736360.1-processed-gene-15.103-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.103&CDS=1-2637	YHR102W
856	OG0000856	snap_masked-LN736360.1-processed-gene-15.74-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.74&CDS=1-2025	YDR350C
857	OG0000857	snap_masked-LN736360.1-processed-gene-15.75-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.75&CDS=1-924	YHR101C
858	OG0000858	snap_masked-LN736360.1-processed-gene-15.76-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.76&CDS=1-858	YOR036W
859	OG0000859	snap_masked-LN736360.1-processed-gene-15.104-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.104&CDS=1-990	YDR267C
860	OG0000860	snap_masked-LN736360.1-processed-gene-15.77-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.77&CDS=1-1020	YOR037W
861	OG0000861	snap_masked-LN736360.1-processed-gene-15.78-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.78&CDS=1-1002	YDR268W
862	OG0000862	snap_masked-LN736360.1-processed-gene-15.105-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.105&CDS=1-2556	YOR038C
863	OG0000863	snap_masked-LN736360.1-processed-gene-15.79-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.79&CDS=1-723	YOR039W
864	OG0000864	snap_masked-LN736360.1-processed-gene-15.80-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.80&CDS=1-2958	YDR270W
865	OG0000865	snap_masked-LN736360.1-processed-gene-15.81-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.81&CDS=1-822	YOR040W
866	OG0000866	snap_masked-LN736360.1-processed-gene-15.82-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.82&CDS=1-1461	YOR042W
867	OG0000867	snap_masked-LN736360.1-processed-gene-15.83-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-15.83&CDS=1-1320	YOR043W
868	OG0000868	maker-LN736360.1-augustus-gene-16.97-mRNA-1_1&gene=maker-LN736360.1-augustus-gene-16.97&CDS=1-216	YDR276C
869	OG0000869	maker-LN736360.1-snap-gene-16.0-mRNA-1_1&gene=maker-LN736360.1-snap-gene-16.0&CDS=1-1455	YOR046C
870	OG0000870	snap_masked-LN736360.1-processed-gene-16.123-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.123&CDS=1-2970	YOR048C
871	OG0000871	snap_masked-LN736360.1-processed-gene-16.105-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.105&CDS=1-1143	YKL162C
872	OG0000872	snap_masked-LN736360.1-processed-gene-16.125-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.125&CDS=1-606	YKR068C
873	OG0000873	snap_masked-LN736360.1-processed-gene-16.126-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.126&CDS=1-1299	YOR051C
874	OG0000874	maker-LN736360.1-augustus-gene-16.96-mRNA-1_1&gene=maker-LN736360.1-augustus-gene-16.96&CDS=1-2832	YKR069W
875	OG0000875	snap_masked-LN736360.1-processed-gene-16.127-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.127&CDS=1-360	YOR052C
876	OG0000876	snap_masked-LN736360.1-processed-gene-16.128-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.128&CDS=1-1029	YKR071C
877	OG0000877	snap_masked-LN736360.1-processed-gene-16.129-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.129&CDS=1-1989	YOR054C
878	OG0000878	snap_masked-LN736360.1-processed-gene-16.130-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.130&CDS=1-1380	YOR056C
879	OG0000879	snap_masked-LN736360.1-processed-gene-16.108-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.108&CDS=1-1128	YOR057W
880	OG0000880	snap_masked-LN736360.1-processed-gene-16.131-mRNA-1_1&gene=snap_masked-LN736360.1-processed-gene-16.131&CDS=1-2805	YOR058C
