	OrthologID	Hanseniaspora_vinae	Saccharomyces_cerevisiae
793	OG0000793	augustus_masked-JFAV02000104.1-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.127&CDS=1-546	YMR074C
794	OG0000794	augustus_masked-JFAV02000104.1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.129&CDS=1-807	YMR073C
795	OG0000795	augustus_masked-JFAV02000104.1-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.144&CDS=1-1311	YMR072W
796	OG0000796	augustus_masked-JFAV02000104.1-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.130&CDS=1-531	YMR071C
797	OG0000797	augustus_masked-JFAV02000104.1-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.146&CDS=1-2136	YMR070W
798	OG0000798	snap_masked-JFAV02000104.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-JFAV02000104.1-processed-gene-1.52&CDS=1-834	YMR069W
799	OG0000799	augustus_masked-JFAV02000104.1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.131&CDS=1-1356	YHR004C
800	OG0000800	augustus_masked-JFAV02000104.1-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.148&CDS=1-1716	YKL029C
801	OG0000801	maker-JFAV02000104.1-augustus-gene-1.104-mRNA-1_1&gene=maker-JFAV02000104.1-augustus-gene-1.104&CDS=1-1590	YKR087C
802	OG0000802	augustus_masked-JFAV02000104.1-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-JFAV02000104.1-processed-gene-1.149&CDS=1-996	YKR088C
803	OG0000803	augustus_masked-JFAV02000105.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000105.1-processed-gene-0.7&CDS=1-2007	YGL095C
804	OG0000804	augustus_masked-JFAV02000105.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000105.1-processed-gene-0.11&CDS=1-2445	YPL181W
805	OG0000805	augustus_masked-JFAV02000105.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000105.1-processed-gene-0.9&CDS=1-1848	YBR223C
806	OG0000806	augustus_masked-JFAV02000106.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.17&CDS=1-1176	YAL012W
807	OG0000807	augustus_masked-JFAV02000106.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.18&CDS=1-330	YOL039W
808	OG0000808	augustus_masked-JFAV02000106.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.0&CDS=1-426	YOL040C
809	OG0000809	augustus_masked-JFAV02000106.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.19&CDS=1-2493	YAL013W
810	OG0000810	augustus_masked-JFAV02000106.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.1&CDS=1-1482	YOL041C
811	OG0000811	augustus_masked-JFAV02000106.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.2&CDS=1-816	YAL014C
812	OG0000812	augustus_masked-JFAV02000106.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.21&CDS=1-1830	YAL016W
813	OG0000813	genemark-JFAV02000106.1-processed-gene-0.40-mRNA-1_1&gene=genemark-JFAV02000106.1-processed-gene-0.40&CDS=1-1092	YOL048C
814	OG0000814	augustus_masked-JFAV02000106.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.24&CDS=1-1464	YOL049W
815	OG0000815	augustus_masked-JFAV02000106.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.25&CDS=1-2976	YOL051W
816	OG0000816	augustus_masked-JFAV02000106.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.26&CDS=1-3264	YAL019W
817	OG0000817	augustus_masked-JFAV02000106.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.5&CDS=1-1353	YAL020C
818	OG0000818	augustus_masked-JFAV02000106.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.6&CDS=1-2694	YAL021C
819	OG0000819	augustus_masked-JFAV02000106.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.7&CDS=1-1470	YAL022C
820	OG0000820	maker-JFAV02000106.1-snap-gene-0.110-mRNA-1_1&gene=maker-JFAV02000106.1-snap-gene-0.110&CDS=1-2355	YOR322C
821	OG0000821	genemark-JFAV02000106.1-processed-gene-0.45-mRNA-1_1&gene=genemark-JFAV02000106.1-processed-gene-0.45&CDS=1-5697	YAL024C
822	OG0000822	augustus_masked-JFAV02000106.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.10&CDS=1-930	YAL025C
823	OG0000823	augustus_masked-JFAV02000106.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.11&CDS=1-3831	YAL026C
824	OG0000824	augustus_masked-JFAV02000106.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.28&CDS=1-1341	YOR323C
825	OG0000825	augustus_masked-JFAV02000106.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.29&CDS=1-1092	YAL027W
826	OG0000826	augustus_masked-JFAV02000106.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.31&CDS=1-327	YOR327C
827	OG0000827	augustus_masked-JFAV02000106.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.32&CDS=1-2586	YOR329C
828	OG0000828	augustus_masked-JFAV02000106.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.33&CDS=1-3915	YOR330C
829	OG0000829	augustus_masked-JFAV02000106.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.13&CDS=1-702	YOR332W
830	OG0000830	augustus_masked-JFAV02000106.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000106.1-processed-gene-0.16&CDS=1-3678	YAL031C
831	OG0000831	augustus_masked-JFAV02000107.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.34&CDS=1-2865	YOR335C
832	OG0000832	augustus_masked-JFAV02000107.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.23&CDS=1-4137	YOR336W
833	OG0000833	augustus_masked-JFAV02000107.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.24&CDS=1-3291	YOR337W
834	OG0000834	augustus_masked-JFAV02000107.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.35&CDS=1-507	YOR339C
835	OG0000835	augustus_masked-JFAV02000107.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.36&CDS=1-864	YAL034W-A
836	OG0000836	augustus_masked-JFAV02000107.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.37&CDS=1-1074	YOR340C
837	OG0000837	augustus_masked-JFAV02000107.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.26&CDS=1-5007	YOR341W
838	OG0000838	augustus_masked-JFAV02000107.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.39&CDS=1-3030	YAL035W
839	OG0000839	augustus_masked-JFAV02000107.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.27&CDS=1-1104	YAL036C
840	OG0000840	augustus_masked-JFAV02000107.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.40&CDS=1-924	YOR342C
841	OG0000841	augustus_masked-JFAV02000107.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.41&CDS=1-2016	YOR344C
842	OG0000842	augustus_masked-JFAV02000107.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.28&CDS=1-3039	YOR346W
843	OG0000843	augustus_masked-JFAV02000107.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.42&CDS=1-1512	YAL038W
844	OG0000844	augustus_masked-JFAV02000107.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-JFAV02000107.1-processed-gene-0.30&CDS=1-1878	YJR052W
845	OG0000845	snap_masked-JFAV02000107.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-JFAV02000107.1-processed-gene-0.21&CDS=1-1839	YML046W
846	OG0000846	snap_masked-JFAV02000107.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-JFAV02000107.1-processed-gene-0.9&CDS=1-2157	YJR053W
847	OG0000847	augustus_masked-JFAV02000108.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.21&CDS=1-609	YDR013W
848	OG0000848	augustus_masked-JFAV02000108.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.22&CDS=1-1047	YBR034C
849	OG0000849	augustus_masked-JFAV02000108.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.23&CDS=1-1653	YBR030W
850	OG0000850	augustus_masked-JFAV02000108.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.24&CDS=1-1326	YBL045C
851	OG0000851	augustus_masked-JFAV02000108.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.32&CDS=1-1143	YBL046W
852	OG0000852	augustus_masked-JFAV02000108.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.25&CDS=1-846	YJR113C
853	OG0000853	augustus_masked-JFAV02000108.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.26&CDS=1-3879	YBL047C
854	OG0000854	augustus_masked-JFAV02000108.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.33&CDS=1-672	YJR112W
855	OG0000855	augustus_masked-JFAV02000108.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.27&CDS=1-780	YJR111C
856	OG0000856	augustus_masked-JFAV02000108.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.34&CDS=1-2088	YJR110W
857	OG0000857	augustus_masked-JFAV02000108.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-JFAV02000108.1-processed-gene-0.35&CDS=1-882	YJR096W
858	OG0000858	augustus_masked-JFAV02000109.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.76&CDS=1-1083	YKL060C
859	OG0000859	snap_masked-JFAV02000109.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-JFAV02000109.1-processed-gene-0.3&CDS=1-1230	YMR026C
860	OG0000860	augustus_masked-JFAV02000109.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.92&CDS=1-1152	YMR024W
861	OG0000861	augustus_masked-JFAV02000109.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.78&CDS=1-1488	YMR023C
862	OG0000862	snap_masked-JFAV02000109.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-JFAV02000109.1-processed-gene-0.5&CDS=1-1302	YKL047W
863	OG0000863	augustus_masked-JFAV02000109.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.94&CDS=1-504	YMR022W
864	OG0000864	genemark-JFAV02000109.1-processed-gene-0.43-mRNA-1_1&gene=genemark-JFAV02000109.1-processed-gene-0.43&CDS=1-1623	YMR021C
865	OG0000865	maker-JFAV02000109.1-augustus-gene-0.74-mRNA-1_1&gene=maker-JFAV02000109.1-augustus-gene-0.74&CDS=1-3015	YMR020W
866	OG0000866	augustus_masked-JFAV02000109.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.96&CDS=1-552	YLR370C
867	OG0000867	maker-JFAV02000109.1-augustus-gene-0.73-mRNA-1_1&gene=maker-JFAV02000109.1-augustus-gene-0.73&CDS=1-4623	YLR371W
868	OG0000868	augustus_masked-JFAV02000109.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.82&CDS=1-978	YLR372W
869	OG0000869	augustus_masked-JFAV02000109.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.97&CDS=1-1509	YKL045W
870	OG0000870	augustus_masked-JFAV02000109.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.99&CDS=1-351	YHL015W
871	OG0000871	augustus_masked-JFAV02000109.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.84&CDS=1-1575	YKL039W
872	OG0000872	augustus_masked-JFAV02000109.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.85&CDS=1-780	YKL040C
873	OG0000873	augustus_masked-JFAV02000109.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.100&CDS=1-333	YHL018W
874	OG0000874	augustus_masked-JFAV02000109.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.86&CDS=1-1689	YHL019C
875	OG0000875	snap_masked-JFAV02000109.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-JFAV02000109.1-processed-gene-0.12&CDS=1-990	YJL006C
876	OG0000876	augustus_masked-JFAV02000109.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.89&CDS=1-1695	YHL020C
877	OG0000877	augustus_masked-JFAV02000109.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.103&CDS=1-726	YKL041W
878	OG0000878	snap_masked-JFAV02000109.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-JFAV02000109.1-processed-gene-0.14&CDS=1-3819	YMR012W
879	OG0000879	augustus_masked-JFAV02000109.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.104&CDS=1-1608	YMR013C
880	OG0000880	augustus_masked-JFAV02000109.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.91&CDS=1-1485	YMR014W
881	OG0000881	augustus_masked-JFAV02000109.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.105&CDS=1-1605	YMR015C
882	OG0000882	augustus_masked-JFAV02000109.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-JFAV02000109.1-processed-gene-0.107&CDS=1-3021	YKL043W
883	OG0000883	augustus_masked-JFAV02000111.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.77&CDS=1-846	YJL174W
884	OG0000884	augustus_masked-JFAV02000111.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.95&CDS=1-990	YDL051W
885	OG0000885	augustus_masked-JFAV02000111.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.96&CDS=1-972	YDL052C
886	OG0000886	augustus_masked-JFAV02000111.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.80&CDS=1-1515	YDL054C
887	OG0000887	augustus_masked-JFAV02000111.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.81&CDS=1-4212	YLR378C
888	OG0000888	augustus_masked-JFAV02000111.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.98&CDS=1-1359	YLR380W
889	OG0000889	augustus_masked-JFAV02000111.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.82&CDS=1-1983	YDL057W
890	OG0000890	augustus_masked-JFAV02000111.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.83&CDS=1-3099	YDL056W
891	OG0000891	augustus_masked-JFAV02000111.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.84&CDS=1-1083	YDL055C
892	OG0000892	augustus_masked-JFAV02000111.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.85&CDS=1-3438	YLR383W
893	OG0000893	augustus_masked-JFAV02000111.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.99&CDS=1-6243	YDL058W
894	OG0000894	augustus_masked-JFAV02000111.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.86&CDS=1-705	YDL059C
895	OG0000895	augustus_masked-JFAV02000111.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.100&CDS=1-4041	YLR384C
896	OG0000896	augustus_masked-JFAV02000111.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.87&CDS=1-2940	YLR386W
897	OG0000897	augustus_masked-JFAV02000111.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.103&CDS=1-3627	YDL060W
898	OG0000898	genemark-JFAV02000111.1-processed-gene-0.29-mRNA-1_1&gene=genemark-JFAV02000111.1-processed-gene-0.29&CDS=1-2967	YLR389C
899	OG0000899	augustus_masked-JFAV02000111.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.88&CDS=1-285	YLR390W
900	OG0000900	augustus_masked-JFAV02000111.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.89&CDS=1-1875	YDL063C
901	OG0000901	augustus_masked-JFAV02000111.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.105&CDS=1-471	YDL064W
902	OG0000902	augustus_masked-JFAV02000111.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.90&CDS=1-1101	YDL065C
903	OG0000903	augustus_masked-JFAV02000111.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.91&CDS=1-684	YLR390W-A
904	OG0000904	augustus_masked-JFAV02000111.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.92&CDS=1-888	YLR393W
905	OG0000905	augustus_masked-JFAV02000111.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.106&CDS=1-1275	YDL066W
906	OG0000906	genemark-JFAV02000111.1-processed-gene-0.17-mRNA-1_1&gene=genemark-JFAV02000111.1-processed-gene-0.17&CDS=1-1635	YDL067C
907	OG0000907	augustus_masked-JFAV02000111.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.107&CDS=1-225	YLR395C
908	OG0000908	augustus_masked-JFAV02000111.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.108&CDS=1-2217	YLR396C
909	OG0000909	augustus_masked-JFAV02000111.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.109&CDS=1-2292	YLR397C
910	OG0000910	augustus_masked-JFAV02000111.1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-JFAV02000111.1-processed-gene-0.110&CDS=1-3882	YLR398C
911	OG0000911	augustus_masked-JFAV02000112.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000112.1-processed-gene-0.8&CDS=1-1665	YHR194W
912	OG0000912	augustus_masked-JFAV02000112.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000112.1-processed-gene-0.10&CDS=1-3153	YJR132W
913	OG0000913	augustus_masked-JFAV02000112.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000112.1-processed-gene-0.11&CDS=1-1596	YHR196W
914	OG0000914	augustus_masked-JFAV02000112.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000112.1-processed-gene-0.12&CDS=1-621	YJR133W
915	OG0000915	augustus_masked-JFAV02000112.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000112.1-processed-gene-0.14&CDS=1-2223	YJR134C
916	OG0000916	augustus_masked-JFAV02000112.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000112.1-processed-gene-0.13&CDS=1-303	YLL014W
917	OG0000917	augustus_masked-JFAV02000112.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000112.1-processed-gene-0.15&CDS=1-2826	YLL013C
918	OG0000918	augustus_masked-JFAV02000113.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.71&CDS=1-669	YHR089C
919	OG0000919	augustus_masked-JFAV02000113.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.83&CDS=1-909	YDR336W
920	OG0000920	augustus_masked-JFAV02000113.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.84&CDS=1-3876	YDR335W
921	OG0000921	augustus_masked-JFAV02000113.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.85&CDS=1-987	YHR088W
922	OG0000922	snap_masked-JFAV02000113.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-JFAV02000113.1-processed-gene-0.4&CDS=1-1089	YLR007W
923	OG0000923	augustus_masked-JFAV02000113.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.86&CDS=1-540	YLR008C
924	OG0000924	augustus_masked-JFAV02000113.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.73&CDS=1-588	YLR009W
925	OG0000925	augustus_masked-JFAV02000113.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.87&CDS=1-570	YIR015W
926	OG0000926	maker-JFAV02000113.1-augustus-gene-0.70-mRNA-1_1&gene=maker-JFAV02000113.1-augustus-gene-0.70&CDS=1-2196	YLR005W
927	OG0000927	augustus_masked-JFAV02000113.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.89&CDS=1-1776	YLR015W
928	OG0000928	maker-JFAV02000113.1-snap-gene-0.0-mRNA-1_1&gene=maker-JFAV02000113.1-snap-gene-0.0&CDS=1-3393	YLR014C
929	OG0000929	augustus_masked-JFAV02000113.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.90&CDS=1-687	YDR304C
930	OG0000930	augustus_masked-JFAV02000113.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.91&CDS=1-888	YHR058C
931	OG0000931	augustus_masked-JFAV02000113.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.77&CDS=1-405	YHR059W
932	OG0000932	augustus_masked-JFAV02000113.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.92&CDS=1-540	YDR305C
933	OG0000933	augustus_masked-JFAV02000113.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.93&CDS=1-1455	YDR306C
934	OG0000934	augustus_masked-JFAV02000113.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.95&CDS=1-549	YDR308C
935	OG0000935	augustus_masked-JFAV02000113.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.96&CDS=1-993	YHR062C
936	OG0000936	snap_masked-JFAV02000113.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-JFAV02000113.1-processed-gene-0.32&CDS=1-2961	YDR310C
937	OG0000937	augustus_masked-JFAV02000113.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.98&CDS=1-1176	YHR063C
938	OG0000938	augustus_masked-JFAV02000113.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.99&CDS=1-1701	YHR064C
939	OG0000939	augustus_masked-JFAV02000113.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.100&CDS=1-1518	YHR065C
940	OG0000940	augustus_masked-JFAV02000113.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-JFAV02000113.1-processed-gene-0.101&CDS=1-2970	YDR314C
941	OG0000941	snap_masked-JFAV02000113.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-JFAV02000113.1-processed-gene-0.13&CDS=1-960	YHR067W
