	OrthologID	Candida_dubliniensis	Saccharomyces_cerevisiae
691	OG0000691	genemark-NC_012860.1-processed-gene-11.48-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.48&CDS=1-1278	YJL059W
692	OG0000692	genemark-NC_012860.1-processed-gene-11.60-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.60&CDS=1-1197	YKR070W
693	OG0000693	genemark-NC_012860.1-processed-gene-11.61-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.61&CDS=1-1251	YOR042W
694	OG0000694	genemark-NC_012860.1-processed-gene-11.50-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.50&CDS=1-585	YKL144C
695	OG0000695	genemark-NC_012860.1-processed-gene-11.66-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.66&CDS=1-1332	YKL145W
696	OG0000696	genemark-NC_012860.1-processed-gene-11.68-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.68&CDS=1-717	YDR296W
697	OG0000697	maker-NC_012860.1-snap-gene-11.120-mRNA-1_1&gene=maker-NC_012860.1-snap-gene-11.120&CDS=1-3807	YBR121C
698	OG0000698	genemark-NC_012860.1-processed-gene-11.69-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.69&CDS=1-2040	YCL057W
699	OG0000699	genemark-NC_012860.1-processed-gene-11.71-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.71&CDS=1-1374	YDR306C
700	OG0000700	genemark-NC_012860.1-processed-gene-11.73-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.73&CDS=1-1818	YOL115W
701	OG0000701	genemark-NC_012860.1-processed-gene-11.74-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.74&CDS=1-2184	YJL057C
702	OG0000702	genemark-NC_012860.1-processed-gene-11.77-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.77&CDS=1-591	YOL114C
703	OG0000703	genemark-NC_012860.1-processed-gene-11.54-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.54&CDS=1-555	YOL149W
704	OG0000704	genemark-NC_012860.1-processed-gene-11.55-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.55&CDS=1-2202	YOL148C
705	OG0000705	genemark-NC_012860.1-processed-gene-11.56-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.56&CDS=1-4278	YHR186C
706	OG0000706	genemark-NC_012860.1-processed-gene-11.57-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-11.57&CDS=1-1014	YGR257C
707	OG0000707	genemark-NC_012860.1-processed-gene-12.50-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.50&CDS=1-2211	YKL155C
708	OG0000708	snap_masked-NC_012860.1-processed-gene-12.96-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-12.96&CDS=1-1491	YBR283C
709	OG0000709	genemark-NC_012860.1-processed-gene-12.56-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.56&CDS=1-492	YOL143C
710	OG0000710	genemark-NC_012860.1-processed-gene-12.75-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.75&CDS=1-1128	YKL178C
711	OG0000711	genemark-NC_012860.1-processed-gene-12.76-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.76&CDS=1-3327	YER110C
712	OG0000712	genemark-NC_012860.1-processed-gene-12.77-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.77&CDS=1-1197	YDR021W
713	OG0000713	genemark-NC_012860.1-processed-gene-12.58-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.58&CDS=1-756	YDR020C
714	OG0000714	genemark-NC_012860.1-processed-gene-12.78-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.78&CDS=1-4278	YBL079W
715	OG0000715	genemark-NC_012860.1-processed-gene-12.59-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.59&CDS=1-1251	YDR415C
716	OG0000716	genemark-NC_012860.1-processed-gene-12.60-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.60&CDS=1-405	YBL078C
717	OG0000717	genemark-NC_012860.1-processed-gene-12.83-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.83&CDS=1-5004	YMR176W
718	OG0000718	genemark-NC_012860.1-processed-gene-12.62-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.62&CDS=1-2025	YML127W
719	OG0000719	genemark-NC_012860.1-processed-gene-12.63-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.63&CDS=1-474	YML094W
720	OG0000720	genemark-NC_012860.1-processed-gene-12.87-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.87&CDS=1-993	YML095C
721	OG0000721	genemark-NC_012860.1-processed-gene-12.64-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.64&CDS=1-900	YER175C
722	OG0000722	genemark-NC_012860.1-processed-gene-12.72-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.72&CDS=1-1539	YMR140W
723	OG0000723	genemark-NC_012860.1-processed-gene-12.88-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-12.88&CDS=1-3471	YBR281C
724	OG0000724	augustus_masked-NC_012860.1-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-NC_012860.1-processed-gene-13.64&CDS=1-2013	YJL100W
725	OG0000725	genemark-NC_012860.1-processed-gene-13.35-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.35&CDS=1-1062	YDL144C
726	OG0000726	genemark-NC_012860.1-processed-gene-13.37-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.37&CDS=1-930	YHR142W
727	OG0000727	genemark-NC_012860.1-processed-gene-13.38-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.38&CDS=1-2073	YBR260C
728	OG0000728	genemark-NC_012860.1-processed-gene-13.49-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.49&CDS=1-228	YHR001W-A
729	OG0000729	genemark-NC_012860.1-processed-gene-13.40-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.40&CDS=1-549	YNR036C
730	OG0000730	genemark-NC_012860.1-processed-gene-13.51-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.51&CDS=1-1035	YNR035C
731	OG0000731	genemark-NC_012860.1-processed-gene-13.52-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.52&CDS=1-2691	YMR216C
732	OG0000732	genemark-NC_012860.1-processed-gene-13.53-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.53&CDS=1-2124	YBR169C
733	OG0000733	genemark-NC_012860.1-processed-gene-13.54-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.54&CDS=1-1740	YBR170C
734	OG0000734	genemark-NC_012860.1-processed-gene-13.56-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.56&CDS=1-1095	YFL031W
735	OG0000735	genemark-NC_012860.1-processed-gene-13.42-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.42&CDS=1-1038	YEL029C
736	OG0000736	genemark-NC_012860.1-processed-gene-13.47-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-13.47&CDS=1-1707	YBR028C
737	OG0000737	genemark-NC_012860.1-processed-gene-14.0-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.0&CDS=1-750	YJR099W
738	OG0000738	genemark-NC_012860.1-processed-gene-14.4-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.4&CDS=1-2175	YPR045C
739	OG0000739	genemark-NC_012860.1-processed-gene-14.25-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.25&CDS=1-2112	YBR007C
740	OG0000740	genemark-NC_012860.1-processed-gene-14.29-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.29&CDS=1-525	YNL044W
741	OG0000741	genemark-NC_012860.1-processed-gene-14.31-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.31&CDS=1-6801	YCR032W
742	OG0000742	genemark-NC_012860.1-processed-gene-14.32-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.32&CDS=1-3927	YJL197W
743	OG0000743	genemark-NC_012860.1-processed-gene-14.33-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.33&CDS=1-1038	YCR035C
744	OG0000744	maker-NC_012860.1-augustus-gene-14.80-mRNA-1_1&gene=maker-NC_012860.1-augustus-gene-14.80&CDS=1-7554	YDL171C
745	OG0000745	genemark-NC_012860.1-processed-gene-14.8-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.8&CDS=1-1311	YGR117C
746	OG0000746	genemark-NC_012860.1-processed-gene-14.9-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.9&CDS=1-1035	YPR128C
747	OG0000747	genemark-NC_012860.1-processed-gene-14.34-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.34&CDS=1-1206	YPR133C
748	OG0000748	genemark-NC_012860.1-processed-gene-14.11-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.11&CDS=1-1029	YPR129W
749	OG0000749	genemark-NC_012860.1-processed-gene-14.12-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.12&CDS=1-2607	YPR135W
750	OG0000750	genemark-NC_012860.1-processed-gene-14.13-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.13&CDS=1-564	YPR131C
751	OG0000751	genemark-NC_012860.1-processed-gene-14.16-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.16&CDS=1-3054	YLR240W
752	OG0000752	maker-NC_012860.1-augustus-gene-14.81-mRNA-1_1&gene=maker-NC_012860.1-augustus-gene-14.81&CDS=1-4104	YDL108W
753	OG0000753	genemark-NC_012860.1-processed-gene-14.39-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.39&CDS=1-627	YDL213C
754	OG0000754	genemark-NC_012860.1-processed-gene-14.40-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.40&CDS=1-1503	YNL182C
755	OG0000755	genemark-NC_012860.1-processed-gene-14.21-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.21&CDS=1-1413	YNL181W
756	OG0000756	genemark-NC_012860.1-processed-gene-14.22-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.22&CDS=1-2469	YNL183C
757	OG0000757	genemark-NC_012860.1-processed-gene-14.41-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.41&CDS=1-429	YNL185C
758	OG0000758	genemark-NC_012860.1-processed-gene-14.23-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.23&CDS=1-1173	YGL246C
759	OG0000759	genemark-NC_012860.1-processed-gene-14.24-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-14.24&CDS=1-1455	YDR256C
760	OG0000760	snap_masked-NC_012860.1-processed-gene-15.79-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-15.79&CDS=1-291	YER058W
761	OG0000761	snap_masked-NC_012860.1-processed-gene-15.81-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-15.81&CDS=1-2664	YIL073C
762	OG0000762	genemark-NC_012860.1-processed-gene-15.47-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.47&CDS=1-3786	YDL195W
763	OG0000763	genemark-NC_012860.1-processed-gene-15.62-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.62&CDS=1-3234	YPR026W
764	OG0000764	genemark-NC_012860.1-processed-gene-15.48-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.48&CDS=1-900	YJR007W
765	OG0000765	maker-NC_012860.1-augustus-gene-15.7-mRNA-1_1&gene=maker-NC_012860.1-augustus-gene-15.7&CDS=1-2919	YKL221W
766	OG0000766	genemark-NC_012860.1-processed-gene-15.49-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.49&CDS=1-2421	YJL102W
767	OG0000767	genemark-NC_012860.1-processed-gene-15.65-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.65&CDS=1-2889	YKL015W
768	OG0000768	genemark-NC_012860.1-processed-gene-15.68-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.68&CDS=1-2133	YKL017C
769	OG0000769	genemark-NC_012860.1-processed-gene-15.69-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.69&CDS=1-1629	YDL160C
770	OG0000770	genemark-NC_012860.1-processed-gene-15.70-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.70&CDS=1-2223	YGR276C
771	OG0000771	genemark-NC_012860.1-processed-gene-15.52-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.52&CDS=1-3705	YGR274C
772	OG0000772	augustus_masked-NC_012860.1-processed-gene-15.38-mRNA-1_1&gene=augustus_masked-NC_012860.1-processed-gene-15.38&CDS=1-3123	YNL163C
773	OG0000773	genemark-NC_012860.1-processed-gene-15.74-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.74&CDS=1-1695	YJL103C
774	OG0000774	genemark-NC_012860.1-processed-gene-15.54-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.54&CDS=1-744	YMR038C
775	OG0000775	genemark-NC_012860.1-processed-gene-15.55-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.55&CDS=1-2499	YOR353C
776	OG0000776	genemark-NC_012860.1-processed-gene-15.58-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.58&CDS=1-924	YDL236W
777	OG0000777	genemark-NC_012860.1-processed-gene-15.59-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-15.59&CDS=1-549	YDL235C
778	OG0000778	genemark-NC_012860.1-processed-gene-16.39-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.39&CDS=1-1680	YNL219C
779	OG0000779	genemark-NC_012860.1-processed-gene-16.40-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.40&CDS=1-1800	YIL150C
780	OG0000780	genemark-NC_012860.1-processed-gene-16.38-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.38&CDS=1-2529	YER157W
781	OG0000781	snap_masked-NC_012860.1-processed-gene-16.5-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-16.5&CDS=1-207	YDR079C-A
782	OG0000782	snap_masked-NC_012860.1-processed-gene-16.7-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-16.7&CDS=1-1548	YGR044C
783	OG0000783	genemark-NC_012860.1-processed-gene-16.45-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.45&CDS=1-3909	YBL034C
784	OG0000784	genemark-NC_012860.1-processed-gene-16.55-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.55&CDS=1-2016	YHR084W
785	OG0000785	genemark-NC_012860.1-processed-gene-16.56-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.56&CDS=1-2853	YHR082C
786	OG0000786	genemark-NC_012860.1-processed-gene-16.46-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.46&CDS=1-1683	YDR330W
787	OG0000787	genemark-NC_012860.1-processed-gene-16.58-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.58&CDS=1-492	YDR328C
788	OG0000788	genemark-NC_012860.1-processed-gene-16.59-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.59&CDS=1-1389	YDR329C
789	OG0000789	genemark-NC_012860.1-processed-gene-16.60-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.60&CDS=1-1149	YDR331W
790	OG0000790	snap_masked-NC_012860.1-processed-gene-16.26-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-16.26&CDS=1-1899	YDR332W
791	OG0000791	snap_masked-NC_012860.1-processed-gene-16.28-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-16.28&CDS=1-1980	YBL035C
792	OG0000792	genemark-NC_012860.1-processed-gene-16.62-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.62&CDS=1-978	YDL051W
793	OG0000793	genemark-NC_012860.1-processed-gene-16.49-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.49&CDS=1-738	YBL036C
794	OG0000794	genemark-NC_012860.1-processed-gene-16.63-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.63&CDS=1-2865	YBR086C
795	OG0000795	genemark-NC_012860.1-processed-gene-16.64-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.64&CDS=1-2814	YJL020C
796	OG0000796	genemark-NC_012860.1-processed-gene-16.50-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.50&CDS=1-1092	YKL018W
797	OG0000797	augustus_masked-NC_012860.1-processed-gene-16.98-mRNA-1_1&gene=augustus_masked-NC_012860.1-processed-gene-16.98&CDS=1-3117	YBL037W
798	OG0000798	genemark-NC_012860.1-processed-gene-16.52-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.52&CDS=1-522	YKL016C
799	OG0000799	genemark-NC_012860.1-processed-gene-16.53-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-16.53&CDS=1-519	YPL059W
800	OG0000800	genemark-NC_012860.1-processed-gene-17.32-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.32&CDS=1-5682	YKL014C
801	OG0000801	genemark-NC_012860.1-processed-gene-17.34-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.34&CDS=1-1128	YGL237C
802	OG0000802	genemark-NC_012860.1-processed-gene-17.35-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.35&CDS=1-3144	YGL238W
803	OG0000803	genemark-NC_012860.1-processed-gene-17.52-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.52&CDS=1-1029	YGL225W
804	OG0000804	genemark-NC_012860.1-processed-gene-17.53-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.53&CDS=1-1602	YMR300C
805	OG0000805	genemark-NC_012860.1-processed-gene-17.54-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.54&CDS=1-909	YLR003C
806	OG0000806	genemark-NC_012860.1-processed-gene-17.41-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.41&CDS=1-2082	YGL236C
807	OG0000807	genemark-NC_012860.1-processed-gene-17.56-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.56&CDS=1-777	YFR027W
808	OG0000808	genemark-NC_012860.1-processed-gene-17.43-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.43&CDS=1-900	YFR047C
809	OG0000809	genemark-NC_012860.1-processed-gene-17.57-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.57&CDS=1-1413	YGL240W
810	OG0000810	genemark-NC_012860.1-processed-gene-17.59-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.59&CDS=1-2268	YJL101C
811	OG0000811	genemark-NC_012860.1-processed-gene-17.60-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.60&CDS=1-2406	YGL234W
812	OG0000812	genemark-NC_012860.1-processed-gene-17.61-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.61&CDS=1-1221	YMR024W
813	OG0000813	genemark-NC_012860.1-processed-gene-17.62-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.62&CDS=1-1362	YDR414C
814	OG0000814	genemark-NC_012860.1-processed-gene-17.63-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.63&CDS=1-777	YDR412W
815	OG0000815	genemark-NC_012860.1-processed-gene-17.47-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.47&CDS=1-669	YHR081W
816	OG0000816	genemark-NC_012860.1-processed-gene-17.64-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.64&CDS=1-3666	YHR079C
817	OG0000817	genemark-NC_012860.1-processed-gene-17.65-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.65&CDS=1-750	YHR079C-A
818	OG0000818	genemark-NC_012860.1-processed-gene-17.48-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.48&CDS=1-2301	YDL167C
819	OG0000819	augustus_masked-NC_012860.1-processed-gene-17.15-mRNA-1_1&gene=augustus_masked-NC_012860.1-processed-gene-17.15&CDS=1-2568	YDR390C
820	OG0000820	genemark-NC_012860.1-processed-gene-17.51-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-17.51&CDS=1-378	YOR122C
821	OG0000821	genemark-NC_012860.1-processed-gene-18.5-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.5&CDS=1-3039	YAL035W
822	OG0000822	genemark-NC_012860.1-processed-gene-18.6-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.6&CDS=1-1104	YAL036C
823	OG0000823	genemark-NC_012860.1-processed-gene-18.7-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.7&CDS=1-3273	YMR308C
824	OG0000824	genemark-NC_012860.1-processed-gene-18.8-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.8&CDS=1-2073	YLR319C
825	OG0000825	augustus_masked-NC_012860.1-processed-gene-18.94-mRNA-1_1&gene=augustus_masked-NC_012860.1-processed-gene-18.94&CDS=1-2601	YLR318W
826	OG0000826	genemark-NC_012860.1-processed-gene-18.9-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.9&CDS=1-777	YLR316C
827	OG0000827	genemark-NC_012860.1-processed-gene-18.10-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.10&CDS=1-1056	YLR321C
828	OG0000828	genemark-NC_012860.1-processed-gene-18.22-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.22&CDS=1-3951	YAR042W
829	OG0000829	genemark-NC_012860.1-processed-gene-18.12-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.12&CDS=1-2352	YAL021C
830	OG0000830	snap_masked-NC_012860.1-processed-gene-18.63-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-18.63&CDS=1-504	YPR073C
831	OG0000831	genemark-NC_012860.1-processed-gene-18.28-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.28&CDS=1-3369	YOL051W
832	OG0000832	genemark-NC_012860.1-processed-gene-18.29-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.29&CDS=1-2955	YLR129W
833	OG0000833	genemark-NC_012860.1-processed-gene-18.14-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.14&CDS=1-1989	YPR072W
834	OG0000834	genemark-NC_012860.1-processed-gene-18.15-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.15&CDS=1-1590	YPR075C
835	OG0000835	genemark-NC_012860.1-processed-gene-18.16-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.16&CDS=1-2031	YPR074C
836	OG0000836	genemark-NC_012860.1-processed-gene-18.31-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.31&CDS=1-471	YOR357C
837	OG0000837	genemark-NC_012860.1-processed-gene-18.33-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.33&CDS=1-1458	YGL055W
838	OG0000838	genemark-NC_012860.1-processed-gene-18.34-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.34&CDS=1-1677	YPL247C
839	OG0000839	genemark-NC_012860.1-processed-gene-18.35-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-18.35&CDS=1-2997	YMR189W
840	OG0000840	genemark-NC_012860.1-processed-gene-19.0-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.0&CDS=1-2658	YMR125W
841	OG0000841	genemark-NC_012860.1-processed-gene-19.1-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.1&CDS=1-960	YFL028C
842	OG0000842	genemark-NC_012860.1-processed-gene-19.4-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.4&CDS=1-573	YLR229C
843	OG0000843	genemark-NC_012860.1-processed-gene-19.6-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.6&CDS=1-432	YGR174C
844	OG0000844	augustus_masked-NC_012860.1-processed-gene-19.132-mRNA-1_1&gene=augustus_masked-NC_012860.1-processed-gene-19.132&CDS=1-477	YJL024C
845	OG0000845	genemark-NC_012860.1-processed-gene-19.7-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.7&CDS=1-1383	YLR231C
846	OG0000846	genemark-NC_012860.1-processed-gene-19.28-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.28&CDS=1-1320	YGR254W
847	OG0000847	genemark-NC_012860.1-processed-gene-19.29-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.29&CDS=1-441	YDR462W
848	OG0000848	genemark-NC_012860.1-processed-gene-19.10-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.10&CDS=1-1662	YDR212W
849	OG0000849	genemark-NC_012860.1-processed-gene-19.33-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.33&CDS=1-1248	YDL128W
850	OG0000850	genemark-NC_012860.1-processed-gene-19.34-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.34&CDS=1-1488	YGR175C
851	OG0000851	genemark-NC_012860.1-processed-gene-19.35-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.35&CDS=1-2208	YDR211W
852	OG0000852	snap_masked-NC_012860.1-processed-gene-19.66-mRNA-1_1&gene=snap_masked-NC_012860.1-processed-gene-19.66&CDS=1-423	YHR175W
853	OG0000853	genemark-NC_012860.1-processed-gene-19.12-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.12&CDS=1-822	YOL067C
854	OG0000854	genemark-NC_012860.1-processed-gene-19.37-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.37&CDS=1-1557	YDL045C
855	OG0000855	genemark-NC_012860.1-processed-gene-19.13-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.13&CDS=1-2202	YLR182W
856	OG0000856	genemark-NC_012860.1-processed-gene-19.38-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.38&CDS=1-573	YDR373W
857	OG0000857	genemark-NC_012860.1-processed-gene-19.14-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.14&CDS=1-465	YOL071W
858	OG0000858	augustus_masked-NC_012860.1-processed-gene-19.122-mRNA-1_1&gene=augustus_masked-NC_012860.1-processed-gene-19.122&CDS=1-4782	YNL050C
859	OG0000859	genemark-NC_012860.1-processed-gene-19.16-mRNA-1_1&gene=genemark-NC_012860.1-processed-gene-19.16&CDS=1-1173	YNL051W
