	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_blattae
758	OG0000758	YCR051W	genemark-NC_020190-processed-gene-9.84-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.84&CDS=1-657
759	OG0000759	YCR053W	genemark-NC_020190-processed-gene-9.86-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.86&CDS=1-1539
760	OG0000760	YCR054C	genemark-NC_020190-processed-gene-9.109-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.109&CDS=1-1623
761	OG0000761	YCR057C	genemark-NC_020193-processed-gene-5.64-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.64&CDS=1-2781
762	OG0000762	YCR059C	genemark-NC_020193-processed-gene-5.65-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.65&CDS=1-807
763	OG0000763	YCR060W	genemark-NC_020193-processed-gene-5.47-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.47&CDS=1-348
764	OG0000764	YCR063W	genemark-NC_020193-processed-gene-5.49-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.49&CDS=1-471
765	OG0000765	YCR065W	genemark-NC_020190-processed-gene-9.87-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.87&CDS=1-2205
766	OG0000766	YCR066W	genemark-NC_020193-processed-gene-5.51-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.51&CDS=1-1932
767	OG0000767	YCR068W	genemark-NC_020193-processed-gene-5.53-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.53&CDS=1-1506
768	OG0000768	YCR069W	genemark-NC_020193-processed-gene-5.54-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.54&CDS=1-978
769	OG0000769	YCR071C	genemark-NC_020190-processed-gene-9.112-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.112&CDS=1-453
770	OG0000770	YCR072C	genemark-NC_020190-processed-gene-9.113-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.113&CDS=1-1542
771	OG0000771	YCR075C	genemark-NC_020193-processed-gene-5.68-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.68&CDS=1-765
772	OG0000772	YCR077C	genemark-NC_020190-processed-gene-9.115-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.115&CDS=1-2805
773	OG0000773	YCR079W	genemark-NC_020193-processed-gene-5.58-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.58&CDS=1-1581
774	OG0000774	YCR081W	genemark-NC_020190-processed-gene-9.92-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.92&CDS=1-4302
775	OG0000775	YCR082W	snap_masked-NC_020190-processed-gene-9.188-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-9.188&CDS=1-378
776	OG0000776	YCR084C	genemark-NC_020190-processed-gene-1.52-mRNA-1_1&gene=genemark-NC_020190-processed-gene-1.52&CDS=1-1989
777	OG0000777	YCR086W	genemark-NC_020190-processed-gene-1.36-mRNA-1_1&gene=genemark-NC_020190-processed-gene-1.36&CDS=1-549
778	OG0000778	YCR087C-A	genemark-NC_020190-processed-gene-1.53-mRNA-1_1&gene=genemark-NC_020190-processed-gene-1.53&CDS=1-444
779	OG0000779	YCR088W	genemark-NC_020190-processed-gene-0.50-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.50&CDS=1-1728
780	OG0000780	YCR090C	genemark-NC_020190-processed-gene-0.38-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.38&CDS=1-558
781	OG0000781	YCR092C	genemark-NC_020190-processed-gene-0.37-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.37&CDS=1-3264
782	OG0000782	YCR093W	maker-NC_020190-augustus-gene-0.58-mRNA-1_1&gene=maker-NC_020190-augustus-gene-0.58&CDS=1-7545
783	OG0000783	YCR095C	genemark-NC_020190-processed-gene-0.34-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.34&CDS=1-1365
784	OG0000784	YCR097W	augustus_masked-NC_020191-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-2.96&CDS=1-426
785	OG0000785	YDL001W	genemark-NC_020185-processed-gene-0.36-mRNA-1_1&gene=genemark-NC_020185-processed-gene-0.36&CDS=1-1515
786	OG0000786	YDL002C	maker-NC_020185-snap-gene-0.87-mRNA-1_1&gene=maker-NC_020185-snap-gene-0.87&CDS=1-1083
787	OG0000787	YDL003W	snap_masked-NC_020190-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-0.26&CDS=1-1887
788	OG0000788	YDL004W	genemark-NC_020191-processed-gene-1.84-mRNA-1_1&gene=genemark-NC_020191-processed-gene-1.84&CDS=1-498
789	OG0000789	YDL005C	maker-NC_020190-snap-gene-0.55-mRNA-1_1&gene=maker-NC_020190-snap-gene-0.55&CDS=1-1188
790	OG0000790	YDL006W	genemark-NC_020190-processed-gene-1.47-mRNA-1_1&gene=genemark-NC_020190-processed-gene-1.47&CDS=1-834
791	OG0000791	YDL007W	genemark-NC_020190-processed-gene-1.46-mRNA-1_1&gene=genemark-NC_020190-processed-gene-1.46&CDS=1-1302
792	OG0000792	YDL008W	genemark-NC_020185-processed-gene-0.52-mRNA-1_1&gene=genemark-NC_020185-processed-gene-0.52&CDS=1-552
793	OG0000793	YDL010W	genemark-NC_020190-processed-gene-2.1-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.1&CDS=1-702
794	OG0000794	YDL012C	genemark-NC_020186-processed-gene-4.93-mRNA-1_1&gene=genemark-NC_020186-processed-gene-4.93&CDS=1-237
795	OG0000795	YDL013W	augustus_masked-NC_020190-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-1.17&CDS=1-1947
796	OG0000796	YDL014W	genemark-NC_020186-processed-gene-3.18-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.18&CDS=1-963
797	OG0000797	YDL015C	genemark-NC_020186-processed-gene-3.29-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.29&CDS=1-945
798	OG0000798	YDL017W	maker-NC_020186-snap-gene-3.96-mRNA-1_1&gene=maker-NC_020186-snap-gene-3.96&CDS=1-2496
799	OG0000799	YDL018C	genemark-NC_020190-processed-gene-1.58-mRNA-1_1&gene=genemark-NC_020190-processed-gene-1.58&CDS=1-564
800	OG0000800	YDL020C	augustus_masked-NC_020191-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-2.76&CDS=1-1977
801	OG0000801	YDL025C	genemark-NC_020190-processed-gene-2.6-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.6&CDS=1-2235
802	OG0000802	YDL028C	genemark-NC_020190-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.9&CDS=1-2940
803	OG0000803	YDL029W	genemark-NC_020190-processed-gene-2.27-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.27&CDS=1-1215
804	OG0000804	YDL031W	augustus_masked-NC_020186-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-3.43&CDS=1-3489
805	OG0000805	YDL033C	genemark-NC_020190-processed-gene-2.10-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.10&CDS=1-1269
806	OG0000806	YDL035C	genemark-NC_020191-processed-gene-8.110-mRNA-1_1&gene=genemark-NC_020191-processed-gene-8.110&CDS=1-3381
807	OG0000807	YDL040C	genemark-NC_020190-processed-gene-2.12-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.12&CDS=1-2559
808	OG0000808	YDL043C	genemark-NC_020190-processed-gene-2.15-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.15&CDS=1-837
809	OG0000809	YDL044C	snap_masked-NC_020189-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-6.17&CDS=1-1179
810	OG0000810	YDL045C	genemark-NC_020189-processed-gene-6.59-mRNA-1_1&gene=genemark-NC_020189-processed-gene-6.59&CDS=1-918
811	OG0000811	YDL046W	maker-NC_020190-augustus-gene-2.118-mRNA-1_1&gene=maker-NC_020190-augustus-gene-2.118&CDS=1-666
812	OG0000812	YDL047W	snap_masked-NC_020190-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-2.108&CDS=1-936
813	OG0000813	YDL051W	genemark-NC_020193-processed-gene-6.62-mRNA-1_1&gene=genemark-NC_020193-processed-gene-6.62&CDS=1-1044
814	OG0000814	YDL052C	genemark-NC_020185-processed-gene-20.23-mRNA-1_1&gene=genemark-NC_020185-processed-gene-20.23&CDS=1-798
815	OG0000815	YDL053C	snap_masked-NC_020193-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-6.79&CDS=1-465
816	OG0000816	YDL054C	snap_masked-NC_020193-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-6.80&CDS=1-1437
817	OG0000817	YDL055C	genemark-NC_020185-processed-gene-20.22-mRNA-1_1&gene=genemark-NC_020185-processed-gene-20.22&CDS=1-1083
818	OG0000818	YDL056W	genemark-NC_020193-processed-gene-6.63-mRNA-1_1&gene=genemark-NC_020193-processed-gene-6.63&CDS=1-2568
819	OG0000819	YDL057W	snap_masked-NC_020193-processed-gene-6.97-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-6.97&CDS=1-2118
820	OG0000820	YDL058W	genemark-NC_020193-processed-gene-7.71-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.71&CDS=1-5382
821	OG0000821	YDL059C	genemark-NC_020193-processed-gene-7.70-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.70&CDS=1-657
822	OG0000822	YDL063C	genemark-NC_020193-processed-gene-7.74-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.74&CDS=1-1884
823	OG0000823	YDL064W	snap_masked-NC_020193-processed-gene-7.38-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-7.38&CDS=1-471
824	OG0000824	YDL065C	genemark-NC_020193-processed-gene-7.75-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.75&CDS=1-951
825	OG0000825	YDL067C	snap_masked-NC_020185-processed-gene-15.111-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-15.111&CDS=1-177
826	OG0000826	YDL072C	genemark-NC_020185-processed-gene-15.67-mRNA-1_1&gene=genemark-NC_020185-processed-gene-15.67&CDS=1-522
827	OG0000827	YDL073W	snap_masked-NC_020193-processed-gene-7.41-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-7.41&CDS=1-3762
828	OG0000828	YDL074C	genemark-NC_020185-processed-gene-15.66-mRNA-1_1&gene=genemark-NC_020185-processed-gene-15.66&CDS=1-1914
829	OG0000829	YDL076C	genemark-NC_020185-processed-gene-15.64-mRNA-1_1&gene=genemark-NC_020185-processed-gene-15.64&CDS=1-1002
830	OG0000830	YDL077C	augustus_masked-NC_020187-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-5.42&CDS=1-3300
831	OG0000831	YDL078C	genemark-NC_020186-processed-gene-21.130-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.130&CDS=1-1059
832	OG0000832	YDL080C	genemark-NC_020186-processed-gene-21.90-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.90&CDS=1-1905
833	OG0000833	YDL081C	genemark-NC_020186-processed-gene-21.93-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.93&CDS=1-315
834	OG0000834	YDL084W	genemark-NC_020186-processed-gene-21.108-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.108&CDS=1-1326
835	OG0000835	YDL087C	genemark-NC_020186-processed-gene-13.52-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.52&CDS=1-804
836	OG0000836	YDL088C	snap_masked-NC_020186-processed-gene-13.99-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-13.99&CDS=1-2088
837	OG0000837	YDL089W	augustus_masked-NC_020186-processed-gene-22.19-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-22.19&CDS=1-1422
838	OG0000838	YDL090C	genemark-NC_020186-processed-gene-22.72-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.72&CDS=1-1281
839	OG0000839	YDL091C	augustus_masked-NC_020186-processed-gene-22.31-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-22.31&CDS=1-1281
840	OG0000840	YDL092W	genemark-NC_020186-processed-gene-13.72-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.72&CDS=1-459
841	OG0000841	YDL095W	genemark-NC_020186-processed-gene-13.73-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.73&CDS=1-2403
842	OG0000842	YDL097C	genemark-NC_020186-processed-gene-22.70-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.70&CDS=1-1287
843	OG0000843	YDL098C	genemark-NC_020186-processed-gene-22.69-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.69&CDS=1-543
844	OG0000844	YDL099W	snap_masked-NC_020186-processed-gene-22.90-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-22.90&CDS=1-978
845	OG0000845	YDL100C	snap_masked-NC_020186-processed-gene-22.106-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-22.106&CDS=1-1089
846	OG0000846	YDL101C	augustus_masked-NC_020186-processed-gene-17.76-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-17.76&CDS=1-1611
847	OG0000847	YDL102W	genemark-NC_020186-processed-gene-17.21-mRNA-1_1&gene=genemark-NC_020186-processed-gene-17.21&CDS=1-3312
848	OG0000848	YDL103C	genemark-NC_020186-processed-gene-17.35-mRNA-1_1&gene=genemark-NC_020186-processed-gene-17.35&CDS=1-1440
849	OG0000849	YDL104C	genemark-NC_020186-processed-gene-17.33-mRNA-1_1&gene=genemark-NC_020186-processed-gene-17.33&CDS=1-1137
850	OG0000850	YDL105W	genemark-NC_020186-processed-gene-17.15-mRNA-1_1&gene=genemark-NC_020186-processed-gene-17.15&CDS=1-1122
851	OG0000851	YDL106C	augustus_masked-NC_020186-processed-gene-16.69-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-16.69&CDS=1-1881
852	OG0000852	YDL107W	genemark-NC_020186-processed-gene-22.48-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.48&CDS=1-1116
853	OG0000853	YDL108W	genemark-NC_020186-processed-gene-22.58-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.58&CDS=1-921
854	OG0000854	YDL110C	genemark-NC_020186-processed-gene-22.76-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.76&CDS=1-429
855	OG0000855	YDL111C	genemark-NC_020186-processed-gene-22.75-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.75&CDS=1-801
856	OG0000856	YDL113C	genemark-NC_020186-processed-gene-16.95-mRNA-1_1&gene=genemark-NC_020186-processed-gene-16.95&CDS=1-2004
857	OG0000857	YDL114W	genemark-NC_020186-processed-gene-22.57-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.57&CDS=1-822
858	OG0000858	YDL115C	genemark-NC_020186-processed-gene-22.74-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.74&CDS=1-1203
859	OG0000859	YDL116W	genemark-NC_020186-processed-gene-22.56-mRNA-1_1&gene=genemark-NC_020186-processed-gene-22.56&CDS=1-2376
860	OG0000860	YDL117W	snap_masked-NC_020186-processed-gene-22.118-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-22.118&CDS=1-2823
861	OG0000861	YDL119C	genemark-NC_020186-processed-gene-17.7-mRNA-1_1&gene=genemark-NC_020186-processed-gene-17.7&CDS=1-891
862	OG0000862	YDL120W	snap_masked-NC_020186-processed-gene-17.93-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-17.93&CDS=1-567
863	OG0000863	YDL121C	snap_masked-NC_020186-processed-gene-14.32-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-14.32&CDS=1-429
864	OG0000864	YDL122W	genemark-NC_020186-processed-gene-14.55-mRNA-1_1&gene=genemark-NC_020186-processed-gene-14.55&CDS=1-2472
865	OG0000865	YDL123W	genemark-NC_020190-processed-gene-5.51-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.51&CDS=1-444
866	OG0000866	YDL124W	genemark-NC_020190-processed-gene-5.48-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.48&CDS=1-906
867	OG0000867	YDL130W	genemark-NC_020185-processed-gene-14.107-mRNA-1_1&gene=genemark-NC_020185-processed-gene-14.107&CDS=1-315
868	OG0000868	YDL132W	genemark-NC_020185-processed-gene-14.105-mRNA-1_1&gene=genemark-NC_020185-processed-gene-14.105&CDS=1-2565
869	OG0000869	YDL133W	genemark-NC_020190-processed-gene-5.68-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.68&CDS=1-1986
870	OG0000870	YDL135C	genemark-NC_020190-processed-gene-5.55-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.55&CDS=1-612
871	OG0000871	YDL140C	genemark-NC_020190-processed-gene-5.59-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.59&CDS=1-5178
872	OG0000872	YDL141W	genemark-NC_020190-processed-gene-5.75-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.75&CDS=1-2055
873	OG0000873	YDL142C	genemark-NC_020189-processed-gene-5.40-mRNA-1_1&gene=genemark-NC_020189-processed-gene-5.40&CDS=1-903
874	OG0000874	YDL143W	genemark-NC_020190-processed-gene-5.76-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.76&CDS=1-1590
875	OG0000875	YDL144C	genemark-NC_020190-processed-gene-5.78-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.78&CDS=1-1056
876	OG0000876	YDL145C	snap_masked-NC_020190-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-5.18&CDS=1-3648
877	OG0000877	YDL146W	genemark-NC_020189-processed-gene-5.43-mRNA-1_1&gene=genemark-NC_020189-processed-gene-5.43&CDS=1-1479
878	OG0000878	YDL147W	genemark-NC_020190-processed-gene-5.79-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.79&CDS=1-1335
879	OG0000879	YDL148C	genemark-NC_020190-processed-gene-5.62-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.62&CDS=1-2421
880	OG0000880	YDL149W	genemark-NC_020190-processed-gene-5.80-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.80&CDS=1-3111
881	OG0000881	YDL150W	maker-NC_020190-snap-gene-5.1-mRNA-1_1&gene=maker-NC_020190-snap-gene-5.1&CDS=1-1287
882	OG0000882	YDL153C	genemark-NC_020190-processed-gene-5.63-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.63&CDS=1-1794
883	OG0000883	YDL154W	genemark-NC_020190-processed-gene-5.82-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.82&CDS=1-2733
884	OG0000884	YDL155W	genemark-NC_020190-processed-gene-5.83-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.83&CDS=1-1539
885	OG0000885	YDL156W	genemark-NC_020190-processed-gene-5.84-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.84&CDS=1-1638
886	OG0000886	YDL157C	genemark-NC_020190-processed-gene-5.64-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.64&CDS=1-333
887	OG0000887	YDL159W	genemark-NC_020190-processed-gene-5.85-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.85&CDS=1-1668
888	OG0000888	YDL160C	snap_masked-NC_020190-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-5.23&CDS=1-1497
889	OG0000889	YDL160C-A	genemark-NC_020189-processed-gene-0.57-mRNA-1_1&gene=genemark-NC_020189-processed-gene-0.57&CDS=1-348
890	OG0000890	YDL164C	genemark-NC_020189-processed-gene-5.42-mRNA-1_1&gene=genemark-NC_020189-processed-gene-5.42&CDS=1-2052
891	OG0000891	YDL165W	genemark-NC_020189-processed-gene-1.41-mRNA-1_1&gene=genemark-NC_020189-processed-gene-1.41&CDS=1-861
892	OG0000892	YDL166C	genemark-NC_020189-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_020189-processed-gene-1.37&CDS=1-627
893	OG0000893	YDL167C	maker-NC_020189-snap-gene-5.107-mRNA-1_1&gene=maker-NC_020189-snap-gene-5.107&CDS=1-1767
894	OG0000894	YDL168W	genemark-NC_020189-processed-gene-0.67-mRNA-1_1&gene=genemark-NC_020189-processed-gene-0.67&CDS=1-1149
895	OG0000895	YDL169C	snap_masked-NC_020187-processed-gene-12.91-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-12.91&CDS=1-387
896	OG0000896	YDL171C	genemark-NC_020185-processed-gene-22.26-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.26&CDS=1-6447
897	OG0000897	YDL174C	snap_masked-NC_020185-processed-gene-22.93-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-22.93&CDS=1-1959
898	OG0000898	YDL176W	augustus_masked-NC_020194-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NC_020194-processed-gene-1.84&CDS=1-2178
899	OG0000899	YDL177C	genemark-NC_020190-processed-gene-5.50-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.50&CDS=1-378
900	OG0000900	YDL180W	augustus_masked-NC_020190-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-5.93&CDS=1-1977
901	OG0000901	YDL183C	augustus_masked-NC_020185-processed-gene-14.82-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-14.82&CDS=1-927
902	OG0000902	YDL185W	genemark-NC_020188-processed-gene-11.51-mRNA-1_1&gene=genemark-NC_020188-processed-gene-11.51&CDS=1-1851
903	OG0000903	YDL189W	genemark-NC_020190-processed-gene-5.70-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.70&CDS=1-2202
904	OG0000904	YDL190C	genemark-NC_020190-processed-gene-5.56-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.56&CDS=1-2943
905	OG0000905	YDL193W	genemark-NC_020185-processed-gene-14.103-mRNA-1_1&gene=genemark-NC_020185-processed-gene-14.103&CDS=1-1299
906	OG0000906	YDL195W	genemark-NC_020190-processed-gene-5.74-mRNA-1_1&gene=genemark-NC_020190-processed-gene-5.74&CDS=1-3900
907	OG0000907	YDL198C	genemark-NC_020192-processed-gene-1.22-mRNA-1_1&gene=genemark-NC_020192-processed-gene-1.22&CDS=1-903
908	OG0000908	YDL201W	genemark-NC_020192-processed-gene-1.7-mRNA-1_1&gene=genemark-NC_020192-processed-gene-1.7&CDS=1-846
909	OG0000909	YDL202W	augustus_masked-NC_020192-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-1.40&CDS=1-777
910	OG0000910	YDL203C	genemark-NC_020192-processed-gene-1.4-mRNA-1_1&gene=genemark-NC_020192-processed-gene-1.4&CDS=1-1974
911	OG0000911	YDL206W	augustus_masked-NC_020185-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-4.12&CDS=1-2148
912	OG0000912	YDL207W	genemark-NC_020185-processed-gene-4.50-mRNA-1_1&gene=genemark-NC_020185-processed-gene-4.50&CDS=1-1809
913	OG0000913	YDL208W	genemark-NC_020185-processed-gene-4.48-mRNA-1_1&gene=genemark-NC_020185-processed-gene-4.48&CDS=1-444
914	OG0000914	YDL209C	genemark-NC_020188-processed-gene-7.70-mRNA-1_1&gene=genemark-NC_020188-processed-gene-7.70&CDS=1-918
915	OG0000915	YDL212W	genemark-NC_020186-processed-gene-23.25-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.25&CDS=1-678
916	OG0000916	YDL213C	augustus_masked-NC_020186-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-1.59&CDS=1-2550
917	OG0000917	YDL215C	genemark-NC_020186-processed-gene-1.88-mRNA-1_1&gene=genemark-NC_020186-processed-gene-1.88&CDS=1-3411
918	OG0000918	YDL216C	genemark-NC_020186-processed-gene-1.87-mRNA-1_1&gene=genemark-NC_020186-processed-gene-1.87&CDS=1-1113
919	OG0000919	YDL217C	genemark-NC_020186-processed-gene-23.5-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.5&CDS=1-576
920	OG0000920	YDL218W	augustus_masked-NC_020186-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-1.44&CDS=1-846
921	OG0000921	YDL225W	genemark-NC_020186-processed-gene-23.32-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.32&CDS=1-1650
922	OG0000922	YDL226C	genemark-NC_020191-processed-gene-0.31-mRNA-1_1&gene=genemark-NC_020191-processed-gene-0.31&CDS=1-1119
923	OG0000923	YDL227C	genemark-NC_020186-processed-gene-0.28-mRNA-1_1&gene=genemark-NC_020186-processed-gene-0.28&CDS=1-1749
924	OG0000924	YDL230W	genemark-NC_020186-processed-gene-0.11-mRNA-1_1&gene=genemark-NC_020186-processed-gene-0.11&CDS=1-1020
925	OG0000925	YDL231C	augustus_masked-NC_020191-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-0.57&CDS=1-3291
926	OG0000926	YDL232W	snap_masked-NC_020191-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-0.78&CDS=1-177
927	OG0000927	YDL233W	maker-NC_020191-snap-gene-0.0-mRNA-1_1&gene=maker-NC_020191-snap-gene-0.0&CDS=1-2166
928	OG0000928	YDL234C	genemark-NC_020186-processed-gene-0.26-mRNA-1_1&gene=genemark-NC_020186-processed-gene-0.26&CDS=1-2364
929	OG0000929	YDL235C	genemark-NC_020191-processed-gene-0.27-mRNA-1_1&gene=genemark-NC_020191-processed-gene-0.27&CDS=1-501
