	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034661_Dipodascus_albidus
362	OG0000362	YDR447C, YML024W	genemark-flattened_line_0-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.13&CDS=1-414
363	OG0000363	YDR451C, YML027W	genemark-flattened_line_180-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.6&CDS=1-930
364	OG0000364	YDR452W	genemark-flattened_line_146-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.118&CDS=1-1794, genemark-flattened_line_28-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.80&CDS=1-1677
365	OG0000365	YDR453C, YML028W	genemark-flattened_line_78-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.19&CDS=1-585
366	OG0000366	YDR456W	genemark-flattened_line_0-processed-gene-5.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.20&CDS=1-1686, genemark-flattened_line_38-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.19&CDS=1-1791
367	OG0000367	YDR459C	genemark-flattened_line_64-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.25&CDS=1-1029, snap_masked-flattened_line_86-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.74&CDS=1-987
368	OG0000368	YDR477W	genemark-flattened_line_100-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.161&CDS=1-1662, maker-flattened_line_184-augustus-gene-0.21-mRNA-1_1&gene=maker-flattened_line_184-augustus-gene-0.21&CDS=1-1752
369	OG0000369	YDR481C	genemark-flattened_line_160-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.11&CDS=1-1635, genemark-flattened_line_160-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.22&CDS=1-1641
370	OG0000370	YDR490C	genemark-flattened_line_168-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.5&CDS=1-2268, genemark-flattened_line_90-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.53&CDS=1-2178
371	OG0000371	YDR497C, YOL103W	genemark-flattened_line_86-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.119&CDS=1-1623
372	OG0000372	YDR500C, YLR185W	genemark-flattened_line_12-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.75&CDS=1-240
373	OG0000373	YDR505C, YLR177W	genemark-flattened_line_126-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.110&CDS=1-1578
374	OG0000374	YEL006W, YIL006W	genemark-flattened_line_62-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.16&CDS=1-984
375	OG0000375	YEL009C	genemark-flattened_line_2-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.105&CDS=1-696, genemark-flattened_line_200-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.33&CDS=1-687
376	OG0000376	YEL013W	genemark-flattened_line_168-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_168-processed-gene-0.15&CDS=1-1653, genemark-flattened_line_46-processed-gene-0.253-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.253&CDS=1-1677
377	OG0000377	YEL022W, YJR031C	genemark-flattened_line_122-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.126&CDS=1-4761
378	OG0000378	YEL027W	genemark-flattened_line_229-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_229-processed-gene-0.36&CDS=1-480, genemark-flattened_line_261-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_261-processed-gene-0.17&CDS=1-480
379	OG0000379	YEL034W, YJR047C	genemark-flattened_line_227-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_227-processed-gene-0.1&CDS=1-477
380	OG0000380	YEL036C	genemark-flattened_line_12-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.17&CDS=1-1317, genemark-flattened_line_150-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.17&CDS=1-1377
381	OG0000381	YEL040W	genemark-flattened_line_194-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_194-processed-gene-0.66&CDS=1-1488, genemark-flattened_line_8-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.31&CDS=1-1335
382	OG0000382	YEL047C, YJR051W	augustus_masked-flattened_line_22-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.27&CDS=1-1404
383	OG0000383	YEL060C	genemark-flattened_line_24-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.39&CDS=1-1473, genemark-flattened_line_28-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.77&CDS=1-1560
384	OG0000384	YEL063C	genemark-flattened_line_0-processed-gene-4.117-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.117&CDS=1-1626, genemark-flattened_line_56-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.33&CDS=1-1677
385	OG0000385	YER019C-A, YER087C-B	genemark-flattened_line_80-processed-gene-0.193-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.193&CDS=1-267
386	OG0000386	YER027C, YGL208W	genemark-flattened_line_42-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.128&CDS=1-1116
387	OG0000387	YER031C, YGL210W	snap_masked-flattened_line_42-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.78&CDS=1-651
388	OG0000388	YER045C, YIL036W	augustus_masked-flattened_line_8-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.117&CDS=1-1023
389	OG0000389	YER047C	genemark-flattened_line_18-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.7&CDS=1-1881, maker-flattened_line_6-snap-gene-1.142-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.142&CDS=1-2904
390	OG0000390	YER052C	genemark-flattened_line_138-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.7&CDS=1-1530, genemark-flattened_line_16-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.101&CDS=1-1641
391	OG0000391	YER064C, YIL056W	genemark-flattened_line_8-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.6&CDS=1-1260
392	OG0000392	YER066W, YFL009W	genemark-flattened_line_16-processed-gene-1.283-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.283&CDS=1-1896
393	OG0000393	YER070W	genemark-flattened_line_0-processed-gene-7.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.5&CDS=1-2544, genemark-flattened_line_54-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.11&CDS=1-2523
394	OG0000394	YER074W, YIL069C	genemark-flattened_line_2-processed-gene-5.130-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.130&CDS=1-396
395	OG0000395	YER081W, YIL074C	genemark-flattened_line_0-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.0&CDS=1-1395
396	OG0000396	YER093C	augustus_masked-flattened_line_84-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.150&CDS=1-4104, genemark-flattened_line_18-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.36&CDS=1-3738
397	OG0000397	YER118C	genemark-flattened_line_140-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.19&CDS=1-792, genemark-flattened_line_18-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.13&CDS=1-861
398	OG0000398	YER125W	genemark-flattened_line_82-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.178&CDS=1-2391, snap_masked-flattened_line_38-processed-gene-1.187-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.187&CDS=1-2160
399	OG0000399	YER136W	maker-flattened_line_114-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_114-augustus-gene-0.1&CDS=1-1311, snap_masked-flattened_line_122-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.64&CDS=1-1314
400	OG0000400	YER140W	genemark-flattened_line_0-processed-gene-3.2-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.2&CDS=1-2157, genemark-flattened_line_110-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.134&CDS=1-1929
401	OG0000401	YER155C	genemark-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.10&CDS=1-5925, snap_masked-flattened_line_2-processed-gene-3.118-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.118&CDS=1-6195
402	OG0000402	YFL010C	genemark-flattened_line_120-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.133&CDS=1-567, snap_masked-flattened_line_20-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.126&CDS=1-636
403	OG0000403	YFL025C	genemark-flattened_line_22-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.11&CDS=1-2835, genemark-flattened_line_38-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.22&CDS=1-3315
404	OG0000404	YFL030W	genemark-flattened_line_116-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.121&CDS=1-1167, genemark-flattened_line_28-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.6&CDS=1-1263
405	OG0000405	YFL034C-A, YLR061W	genemark-flattened_line_28-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.97&CDS=1-378
406	OG0000406	YFL047W	genemark-flattened_line_4-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.44&CDS=1-2499, genemark-flattened_line_4-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.0&CDS=1-2292
407	OG0000407	YFL054C	genemark-flattened_line_0-processed-gene-4.130-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.130&CDS=1-1074, genemark-flattened_line_14-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.45&CDS=1-1044
408	OG0000408	YFL055W	genemark-flattened_line_190-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.71&CDS=1-1593, genemark-flattened_line_44-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.41&CDS=1-1641
409	OG0000409	YFR016C	augustus_masked-flattened_line_148-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.103&CDS=1-2877, genemark-flattened_line_276-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_276-processed-gene-0.5&CDS=1-2076
410	OG0000410	YFR018C	genemark-flattened_line_8-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.13&CDS=1-1020, genemark-flattened_line_84-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.8&CDS=1-1053
411	OG0000411	YFR031C-A, YIL018W	genemark-flattened_line_20-processed-gene-1.212-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.212&CDS=1-762
412	OG0000412	YFR032C-A	snap_masked-flattened_line_156-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.37&CDS=1-192, snap_masked-flattened_line_38-processed-gene-1.175-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.175&CDS=1-186
413	OG0000413	YFR053C, YGL253W	genemark-flattened_line_40-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.1&CDS=1-1458
414	OG0000414	YGL008C	genemark-flattened_line_104-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.136&CDS=1-2700, snap_masked-flattened_line_32-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.77&CDS=1-2703
415	OG0000415	YGL016W	augustus_masked-flattened_line_42-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.104&CDS=1-2568, augustus_masked-flattened_line_68-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.35&CDS=1-2910
416	OG0000416	YGL048C	genemark-flattened_line_40-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.43&CDS=1-1194, genemark-flattened_line_84-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.56&CDS=1-1209
417	OG0000417	YGL066W	genemark-flattened_line_48-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.75&CDS=1-960, genemark-flattened_line_88-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.51&CDS=1-1284
418	OG0000418	YGL067W	genemark-flattened_line_66-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.26&CDS=1-1008, genemark-flattened_line_74-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.150&CDS=1-1236
419	OG0000419	YGL073W	genemark-flattened_line_40-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.85&CDS=1-1737, genemark-flattened_line_6-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.108&CDS=1-1644
420	OG0000420	YGL076C, YPL198W	genemark-flattened_line_6-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.87&CDS=1-750
421	OG0000421	YGL077C	genemark-flattened_line_16-processed-gene-1.280-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.280&CDS=1-1602, genemark-flattened_line_225-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_225-processed-gene-0.25&CDS=1-1560
422	OG0000422	YGL096W, YPL177C	genemark-flattened_line_12-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.102&CDS=1-603
423	OG0000423	YGL103W	genemark-flattened_line_192-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.74&CDS=1-447, genemark-flattened_line_34-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.162&CDS=1-447
424	OG0000424	YGL105W	augustus_masked-flattened_line_192-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.16&CDS=1-558, maker-flattened_line_38-augustus-gene-1.133-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.133&CDS=1-1152
425	OG0000425	YGL131C	genemark-flattened_line_138-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.3&CDS=1-3927, maker-flattened_line_6-snap-gene-2.94-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.94&CDS=1-3801
426	OG0000426	YGL133W, YPL216W	genemark-flattened_line_6-processed-gene-2.261-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.261&CDS=1-2190
427	OG0000427	YGL135W, YPL220W	genemark-flattened_line_76-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.174&CDS=1-648
428	OG0000428	YGL138C	augustus_masked-flattened_line_98-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.83&CDS=1-1239, maker-flattened_line_24-snap-gene-1.31-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-1.31&CDS=1-999
429	OG0000429	YGL150C	genemark-flattened_line_2-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.84&CDS=1-4050, genemark-flattened_line_233-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_233-processed-gene-0.6&CDS=1-3915
430	OG0000430	YGL166W	genemark-flattened_line_124-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.116&CDS=1-792, genemark-flattened_line_60-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.147&CDS=1-711
431	OG0000431	YGL179C	genemark-flattened_line_2-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.129&CDS=1-3291, genemark-flattened_line_82-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.167&CDS=1-2595
432	OG0000432	YGL186C	genemark-flattened_line_50-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.56&CDS=1-1626, genemark-flattened_line_6-processed-gene-2.191-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.191&CDS=1-1626
433	OG0000433	YGL202W	genemark-flattened_line_166-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.65&CDS=1-1425, genemark-flattened_line_84-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.30&CDS=1-1440
434	OG0000434	YGL203C	genemark-flattened_line_50-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.10&CDS=1-2031, maker-flattened_line_204-augustus-gene-0.30-mRNA-1_1&gene=maker-flattened_line_204-augustus-gene-0.30&CDS=1-1995
435	OG0000435	YGL209W	genemark-flattened_line_62-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.14&CDS=1-879, maker-flattened_line_16-snap-gene-1.95-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.95&CDS=1-1059
436	OG0000436	YGL215W	genemark-flattened_line_38-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.7&CDS=1-1287, genemark-flattened_line_6-processed-gene-2.235-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.235&CDS=1-828
437	OG0000437	YGL216W	genemark-flattened_line_38-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.9&CDS=1-2493, genemark-flattened_line_6-processed-gene-2.192-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.192&CDS=1-2487
438	OG0000438	YGL219C	augustus_masked-flattened_line_114-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.41&CDS=1-951, genemark-flattened_line_78-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.11&CDS=1-1182
439	OG0000439	YGR004W, YLR324W	genemark-flattened_line_239-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_239-processed-gene-0.15&CDS=1-1083
440	OG0000440	YGR008C, YLR327C	augustus_masked-flattened_line_40-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.119&CDS=1-231
441	OG0000441	YGR009C, YMR017W	genemark-flattened_line_54-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.54&CDS=1-1452
442	OG0000442	YGR010W, YLR328W	genemark-flattened_line_18-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.41&CDS=1-1185
443	OG0000443	YGR014W	genemark-flattened_line_20-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.157&CDS=1-4026, snap_masked-flattened_line_8-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.48&CDS=1-5442
444	OG0000444	YGR019W	genemark-flattened_line_148-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.26&CDS=1-1410, genemark-flattened_line_276-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_276-processed-gene-0.6&CDS=1-1467
445	OG0000445	YGR027C, YLR333C	genemark-flattened_line_22-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.89&CDS=1-324
446	OG0000446	YGR031W	genemark-flattened_line_156-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.89&CDS=1-828, genemark-flattened_line_50-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.6&CDS=1-903
447	OG0000447	YGR034W, YLR344W	genemark-flattened_line_4-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.117&CDS=1-384
448	OG0000448	YGR038W, YLR350W	augustus_masked-flattened_line_42-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.19&CDS=1-624
449	OG0000449	YGR044C	genemark-flattened_line_136-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.4&CDS=1-996, genemark-flattened_line_36-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.105&CDS=1-1737
450	OG0000450	YGR046W	genemark-flattened_line_6-processed-gene-2.199-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.199&CDS=1-1290, genemark-flattened_line_94-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.36&CDS=1-1506
