	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
367	OG0000367	YLR004C	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.89&CDS=1-1563, augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-6.49&CDS=1-1467
368	OG0000368	YLR031W, YMR124W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-5.83&CDS=1-3984
369	OG0000369	YLR044C, YLR134W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.218-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.218&CDS=1-1695
370	OG0000370	YLR248W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.59&CDS=1-1536, snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.47&CDS=1-1914
371	OG0000371	YLR260W, YOR171C	maker-NODE_8_length_699131_cov_28.927_ID_15-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_8_length_699131_cov_28.927_ID_15-augustus-gene-2.0&CDS=1-1776
372	OG0000372	YLR264W, YOR167C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-7.104-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-snap-gene-7.104&CDS=1-264
373	OG0000373	YLR270W, YOR173W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-9.31&CDS=1-984
374	OG0000374	YLR284C, YOR180C	augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.21&CDS=1-822
375	OG0000375	YLR287C-A, YOR182C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-7.157-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-7.157&CDS=1-633
376	OG0000376	YLR300W, YOR190W	augustus_masked-NODE_27_length_108213_cov_26.1925_ID_53-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_27_length_108213_cov_26.1925_ID_53-processed-gene-0.113&CDS=1-1266
377	OG0000377	YLR368W	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.65&CDS=1-1710, snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.36&CDS=1-1113
378	OG0000378	YLR390W-A	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-0.125&CDS=1-261, augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.79&CDS=1-642
379	OG0000379	YLR441C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.144&CDS=1-765, augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-3.143&CDS=1-765
380	OG0000380	YLR450W, YML075C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-3.116&CDS=1-3036
381	OG0000381	YLR456W, YPR172W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-13.65&CDS=1-567
382	OG0000382	YML051W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.77&CDS=1-1167, snap_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.14&CDS=1-1152
383	OG0000383	YML073C	augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.223&CDS=1-534, maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-3.45-mRNA-1_1&gene=maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-3.45&CDS=1-528
384	OG0000384	YML100W, YMR261C	augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.247-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.247&CDS=1-3351
385	OG0000385	YML109W, YMR273C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.15&CDS=1-2853
386	OG0000386	YML111W, YMR275C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-3.114&CDS=1-2367
387	OG0000387	YML116W, YMR279C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.106&CDS=1-1521
388	OG0000388	YMR019W	augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-0.13&CDS=1-1896, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.95&CDS=1-1950
389	OG0000389	YMR152W	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.18&CDS=1-1059, augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-8.107&CDS=1-1056
390	OG0000390	YMR169C, YMR170C	augustus_masked-NODE_27_length_108213_cov_26.1925_ID_53-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_27_length_108213_cov_26.1925_ID_53-processed-gene-0.114&CDS=1-1503
391	OG0000391	YMR183C, YPL232W	snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.42&CDS=1-882
392	OG0000392	YMR194W, YPL249C-A	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.33&CDS=1-879
393	OG0000393	YMR199W, YPL256C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.75&CDS=1-1266
394	OG0000394	YMR222C, YOR280C	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.155&CDS=1-771
395	OG0000395	YMR226C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.32&CDS=1-807, augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.111&CDS=1-807
396	OG0000396	YMR230W, YOR293W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.47&CDS=1-321
397	OG0000397	YMR237W, YOR299W	maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-4.92-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-4.92&CDS=1-2061
398	OG0000398	YMR242C, YOR312C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.16&CDS=1-525
399	OG0000399	YMR253C, YPL264C	augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.21&CDS=1-1119
400	OG0000400	YNL142W	augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.232&CDS=1-1437, snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.12&CDS=1-1473
401	OG0000401	YNL298W, YOL113W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.78&CDS=1-2613
402	OG0000402	YNL299W, YOL115W	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.28&CDS=1-1884
403	OG0000403	YNL301C, YOL120C	maker-NODE_8_length_699131_cov_28.927_ID_15-snap-gene-4.2-mRNA-1_1&gene=maker-NODE_8_length_699131_cov_28.927_ID_15-snap-gene-4.2&CDS=1-957
404	OG0000404	YNR050C	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.154&CDS=1-1356, augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.46&CDS=1-1347
405	OG0000405	YOR008C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.159&CDS=1-1125, snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.40&CDS=1-1191
406	OG0000406	YOR032C	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.29&CDS=1-2094, augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-1.99&CDS=1-2508
407	OG0000407	YOR049C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-2.15&CDS=1-636, augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.8&CDS=1-1197
408	OG0000408	YOR227W, YPL137C	genemark-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.89&CDS=1-3468
409	OG0000409	YOR231W, YPL140C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.72&CDS=1-1425
410	OG0000410	YOR234C, YPL143W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.53&CDS=1-321
411	OG0000411	YOR237W, YPL145C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.138&CDS=1-1278
412	OG0000412	YOR256C, YPL176C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-3.144&CDS=1-2226
413	OG0000413	YOR320C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.211-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.211&CDS=1-1656, augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.76&CDS=1-1683
414	OG0000414	YOR348C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.31&CDS=1-1635, augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.64&CDS=1-1683
415	OG0000415	YOR388C, YPL275W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.112&CDS=1-1086
416	OG0000416	YOR390W, YPL279C	genemark-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_26_length_119062_cov_48.5973_ID_51-processed-gene-0.62&CDS=1-831
417	OG0000417	YPR013C, YPR015C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.127&CDS=1-1155
418	OG0000418	YPR127W	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.13&CDS=1-1005, augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.40&CDS=1-1005
419	OG0000419	Q0105, Q0120	maker-NODE_31_length_29950_cov_880.147_ID_61-snap-gene-0.18-mRNA-1_1&gene=maker-NODE_31_length_29950_cov_880.147_ID_61-snap-gene-0.18&CDS=1-336
420	OG0000420	YAL001C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-4.34&CDS=1-3930
421	OG0000421	YAL002W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.62&CDS=1-4533
422	OG0000422	YAL003W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.29&CDS=1-624
423	OG0000423	YAL008W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.125&CDS=1-561
424	OG0000424	YAL010C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.130&CDS=1-1173
425	OG0000425	YAL011W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.131&CDS=1-1788
426	OG0000426	YAL012W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.160&CDS=1-1173
427	OG0000427	YAL013W	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-12.3-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-12.3&CDS=1-1488
428	OG0000428	YAL014C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-12.2-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-12.2&CDS=1-768
429	OG0000429	YAL016W	snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.94&CDS=1-1830
430	OG0000430	YAL019W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.138&CDS=1-2907
431	OG0000431	YAL020C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.164-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.164&CDS=1-993
432	OG0000432	YAL021C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.46&CDS=1-2283
433	OG0000433	YAL022C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.51&CDS=1-1401
434	OG0000434	YAL024C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.60&CDS=1-3900
435	OG0000435	YAL025C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.61&CDS=1-921
436	OG0000436	YAL026C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.62&CDS=1-3954
437	OG0000437	YAL032C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.60&CDS=1-1359
438	OG0000438	YAL033W	genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.12-mRNA-1_1&gene=genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.12&CDS=1-483
439	OG0000439	YAL034W-A	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.88&CDS=1-852
440	OG0000440	YAL035W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.128&CDS=1-2922
441	OG0000441	YAL036C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.124&CDS=1-1101
442	OG0000442	YAL038W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.33&CDS=1-1515
443	OG0000443	YAL039C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.124&CDS=1-858
444	OG0000444	YAL041W	genemark-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.86-mRNA-1_1&gene=genemark-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.86&CDS=1-2217
445	OG0000445	YAL042W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.77&CDS=1-1218
446	OG0000446	YAL043C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.18&CDS=1-2226
447	OG0000447	YAL044C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.139&CDS=1-504
448	OG0000448	YAL044W-A	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.166-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.166&CDS=1-318
449	OG0000449	YAL047C	snap_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.121&CDS=1-2763
450	OG0000450	YAL048C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.34&CDS=1-1932
451	OG0000451	YAL049C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-1.12&CDS=1-726
452	OG0000452	YAL051W, YOR363C	
453	OG0000453	YAL058W	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-1.110&CDS=1-1707
454	OG0000454	YAL059W	maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-1.2&CDS=1-534
455	OG0000455	YAR002C-A	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.172&CDS=1-642
456	OG0000456	YAR002W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.58&CDS=1-1680
457	OG0000457	YAR003W	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.201&CDS=1-1200
458	OG0000458	YAR007C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.97&CDS=1-1827
459	OG0000459	YAR008W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.79&CDS=1-687
460	OG0000460	YAR009C, YPR137C-B	
461	OG0000461	YAR014C	snap_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.120&CDS=1-1545
462	OG0000462	YAR015W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.90&CDS=1-903
