	OrthologID	Lachancea_waltii	Saccharomyces_cerevisiae
451	OG0000451	snap_masked-AADM01000010.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.136&CDS=1-975	YBR128C
452	OG0000452	snap_masked-AADM01000010.1-processed-gene-0.137-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.137&CDS=1-1530	YBR127C
453	OG0000453	augustus_masked-AADM01000010.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.104&CDS=1-1488	YPR083W
454	OG0000454	snap_masked-AADM01000010.1-processed-gene-0.139-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.139&CDS=1-1518	YBR126C
455	OG0000455	augustus_masked-AADM01000010.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.78&CDS=1-3441	YBR123C
456	OG0000456	maker-AADM01000010.1-snap-gene-0.127-mRNA-1_1&gene=maker-AADM01000010.1-snap-gene-0.127&CDS=1-2442	YBR121C
457	OG0000457	snap_masked-AADM01000010.1-processed-gene-0.144-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.144&CDS=1-468	YBR120C
458	OG0000458	augustus_masked-AADM01000010.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.105&CDS=1-1221	YBR119W
459	OG0000459	augustus_masked-AADM01000010.1-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.107&CDS=1-1014	YPR079W
460	OG0000460	augustus_masked-AADM01000010.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.81&CDS=1-1203	YPR075C
461	OG0000461	snap_masked-AADM01000010.1-processed-gene-0.147-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.147&CDS=1-2040	YPR074C
462	OG0000462	augustus_masked-AADM01000010.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.83&CDS=1-474	YPR073C
463	OG0000463	snap_masked-AADM01000010.1-processed-gene-0.176-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.176&CDS=1-1659	YPR072W
464	OG0000464	snap_masked-AADM01000010.1-processed-gene-0.177-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.177&CDS=1-921	YGR096W
465	OG0000465	snap_masked-AADM01000010.1-processed-gene-0.149-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.149&CDS=1-672	YGR095C
466	OG0000466	snap_masked-AADM01000010.1-processed-gene-0.178-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.178&CDS=1-3174	YGR094W
467	OG0000467	snap_masked-AADM01000010.1-processed-gene-0.150-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.150&CDS=1-2628	YPR112C
468	OG0000468	snap_masked-AADM01000010.1-processed-gene-0.151-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.151&CDS=1-1002	YPR110C
469	OG0000469	snap_masked-AADM01000010.1-processed-gene-0.182-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.182&CDS=1-576	YPR109W
470	OG0000470	snap_masked-AADM01000010.1-processed-gene-0.183-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.183&CDS=1-3636	YGR090W
471	OG0000471	augustus_masked-AADM01000010.1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.114&CDS=1-2622	YGR089W
472	OG0000472	snap_masked-AADM01000010.1-processed-gene-0.155-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.155&CDS=1-1083	YKL189W
473	OG0000473	snap_masked-AADM01000010.1-processed-gene-0.185-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.185&CDS=1-1560	YLR417W
474	OG0000474	genemark-AADM01000010.1-processed-gene-0.54-mRNA-1_1&gene=genemark-AADM01000010.1-processed-gene-0.54&CDS=1-2283	YKL188C
475	OG0000475	snap_masked-AADM01000010.1-processed-gene-0.157-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.157&CDS=1-1101	YNR074C
476	OG0000476	snap_masked-AADM01000010.1-processed-gene-0.188-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.188&CDS=1-522	YKL186C
477	OG0000477	snap_masked-AADM01000010.1-processed-gene-0.158-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.158&CDS=1-1740	YKL185W
478	OG0000478	snap_masked-AADM01000010.1-processed-gene-0.159-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.159&CDS=1-1338	YKL184W
479	OG0000479	snap_masked-AADM01000010.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.160&CDS=1-921	YKL183W
480	OG0000480	snap_masked-AADM01000010.1-processed-gene-0.161-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.161&CDS=1-6150	YKL182W
481	OG0000481	snap_masked-AADM01000010.1-processed-gene-0.190-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.190&CDS=1-792	YLR412W
482	OG0000482	snap_masked-AADM01000010.1-processed-gene-0.162-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.162&CDS=1-1281	YKL181W
483	OG0000483	snap_masked-AADM01000010.1-processed-gene-0.191-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.191&CDS=1-660	YLR411W
484	OG0000484	snap_masked-AADM01000010.1-processed-gene-0.192-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.192&CDS=1-3324	YLR410W
485	OG0000485	snap_masked-AADM01000010.1-processed-gene-0.163-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.163&CDS=1-2817	YLR409C
486	OG0000486	augustus_masked-AADM01000010.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-AADM01000010.1-processed-gene-0.123&CDS=1-3039	YDL077C
487	OG0000487	snap_masked-AADM01000010.1-processed-gene-0.164-mRNA-1_1&gene=snap_masked-AADM01000010.1-processed-gene-0.164&CDS=1-333	YLR408C
488	OG0000488	snap_masked-AADM01000011.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000011.1-processed-gene-0.2&CDS=1-2004	YDL074C
489	OG0000489	genemark-AADM01000012.1-processed-gene-0.4-mRNA-1_1&gene=genemark-AADM01000012.1-processed-gene-0.4&CDS=1-513	YLR405W
490	OG0000490	augustus_masked-AADM01000014.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.3&CDS=1-2331	YDL073W
491	OG0000491	snap_masked-AADM01000014.1-processed-gene-0.137-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.137&CDS=1-708	YLR404W
492	OG0000492	snap_masked-AADM01000014.1-processed-gene-0.138-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.138&CDS=1-2118	YLR403W
493	OG0000493	snap_masked-AADM01000014.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.110&CDS=1-1992	YLR401C
494	OG0000494	snap_masked-AADM01000014.1-processed-gene-0.139-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.139&CDS=1-507	YDL072C
495	OG0000495	snap_masked-AADM01000014.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.111&CDS=1-1980	YLR399C
496	OG0000496	snap_masked-AADM01000014.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.112&CDS=1-3774	YLR398C
497	OG0000497	snap_masked-AADM01000014.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.113&CDS=1-2322	YLR397C
498	OG0000498	augustus_masked-AADM01000014.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.8&CDS=1-2010	YLR396C
499	OG0000499	snap_masked-AADM01000014.1-processed-gene-0.141-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.141&CDS=1-180	YDL067C
500	OG0000500	snap_masked-AADM01000014.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.115&CDS=1-222	YLR395C
501	OG0000501	maker-AADM01000014.1-augustus-gene-0.106-mRNA-1_1&gene=maker-AADM01000014.1-augustus-gene-0.106&CDS=1-1041	YLR393W
502	OG0000502	snap_masked-AADM01000014.1-processed-gene-0.144-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.144&CDS=1-903	YDL065C
503	OG0000503	maker-AADM01000014.1-snap-gene-0.170-mRNA-1_1&gene=maker-AADM01000014.1-snap-gene-0.170&CDS=1-471	YDL064W
504	OG0000504	snap_masked-AADM01000014.1-processed-gene-0.145-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.145&CDS=1-1851	YDL063C
505	OG0000505	snap_masked-AADM01000014.1-processed-gene-0.146-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.146&CDS=1-276	YLR390W
506	OG0000506	snap_masked-AADM01000014.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.120&CDS=1-2892	YLR389C
507	OG0000507	snap_masked-AADM01000014.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.121&CDS=1-2349	YDL060W
508	OG0000508	snap_masked-AADM01000014.1-processed-gene-0.123-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.123&CDS=1-1395	YMR293C
509	OG0000509	augustus_masked-AADM01000014.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.34&CDS=1-4362	YGR270W
510	OG0000510	snap_masked-AADM01000014.1-processed-gene-0.124-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.124&CDS=1-1344	YGR267C
511	OG0000511	snap_masked-AADM01000014.1-processed-gene-0.149-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.149&CDS=1-1563	YMR291W
512	OG0000512	snap_masked-AADM01000014.1-processed-gene-0.150-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.150&CDS=1-2088	YGR266W
513	OG0000513	snap_masked-AADM01000014.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.125&CDS=1-1476	YMR290C
514	OG0000514	snap_masked-AADM01000014.1-processed-gene-0.126-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.126&CDS=1-2253	YGR264C
515	OG0000515	snap_masked-AADM01000014.1-processed-gene-0.127-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.127&CDS=1-786	YGR262C
516	OG0000516	snap_masked-AADM01000014.1-processed-gene-0.151-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.151&CDS=1-1140	YMR289W
517	OG0000517	snap_masked-AADM01000014.1-processed-gene-0.128-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.128&CDS=1-2391	YGR261C
518	OG0000518	snap_masked-AADM01000014.1-processed-gene-0.152-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.152&CDS=1-2904	YMR288W
519	OG0000519	snap_masked-AADM01000014.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.129&CDS=1-1974	YHR188C
520	OG0000520	snap_masked-AADM01000014.1-processed-gene-0.153-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.153&CDS=1-882	YHR187W
521	OG0000521	snap_masked-AADM01000014.1-processed-gene-0.130-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.130&CDS=1-4548	YHR186C
522	OG0000522	maker-AADM01000014.1-snap-gene-0.171-mRNA-1_1&gene=maker-AADM01000014.1-snap-gene-0.171&CDS=1-2517	YGR258C
523	OG0000523	augustus_masked-AADM01000014.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.23&CDS=1-789	YHR185C
524	OG0000524	snap_masked-AADM01000014.1-processed-gene-0.133-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.133&CDS=1-1029	YGR257C
525	OG0000525	augustus_masked-AADM01000014.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.40&CDS=1-1782	YHR184W
526	OG0000526	snap_masked-AADM01000014.1-processed-gene-0.155-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.155&CDS=1-1476	YHR183W
527	OG0000527	augustus_masked-AADM01000014.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.42&CDS=1-2211	YHR182W
528	OG0000528	snap_masked-AADM01000014.1-processed-gene-0.157-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.157&CDS=1-678	YHR181W
529	OG0000529	snap_masked-AADM01000014.1-processed-gene-0.158-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.158&CDS=1-2076	YHR178W
530	OG0000530	snap_masked-AADM01000014.1-processed-gene-0.159-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.159&CDS=1-1305	YHR176W
531	OG0000531	snap_masked-AADM01000014.1-processed-gene-0.160-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.160&CDS=1-450	YHR175W
532	OG0000532	augustus_masked-AADM01000014.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.45&CDS=1-2403	YHR172W
533	OG0000533	snap_masked-AADM01000014.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.135&CDS=1-2811	YNL233W
534	OG0000534	snap_masked-AADM01000014.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.136&CDS=1-855	YNL232W
535	OG0000535	snap_masked-AADM01000014.1-processed-gene-0.164-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.164&CDS=1-1044	YNL231C
536	OG0000536	snap_masked-AADM01000014.1-processed-gene-0.165-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.165&CDS=1-1113	YNL230C
537	OG0000537	snap_masked-AADM01000014.1-processed-gene-0.166-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.166&CDS=1-1134	YNL229C
538	OG0000538	snap_masked-AADM01000014.1-processed-gene-0.167-mRNA-1_1&gene=snap_masked-AADM01000014.1-processed-gene-0.167&CDS=1-1776	YNL227C
539	OG0000539	augustus_masked-AADM01000014.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-AADM01000014.1-processed-gene-0.50&CDS=1-2844	YNL225C
540	OG0000540	genemark-AADM01000014.1-processed-gene-0.103-mRNA-1_1&gene=genemark-AADM01000014.1-processed-gene-0.103&CDS=1-2118	YNL224C
541	OG0000541	snap_masked-AADM01000015.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000015.1-processed-gene-0.14&CDS=1-1413	YNL223W
542	OG0000542	snap_masked-AADM01000015.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000015.1-processed-gene-0.18&CDS=1-1422	YDL238C
543	OG0000543	snap_masked-AADM01000015.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000015.1-processed-gene-0.15&CDS=1-1197	YDL237W
544	OG0000544	snap_masked-AADM01000015.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000015.1-processed-gene-0.19&CDS=1-2532	YNL221C
545	OG0000545	augustus_masked-AADM01000016.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-AADM01000016.1-processed-gene-0.9&CDS=1-951	YNL220W
546	OG0000546	snap_masked-AADM01000016.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.6&CDS=1-1656	YNL219C
547	OG0000547	snap_masked-AADM01000016.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.1&CDS=1-924	YDL236W
548	OG0000548	snap_masked-AADM01000016.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.2&CDS=1-1659	YNL218W
549	OG0000549	snap_masked-AADM01000016.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.7&CDS=1-414	YDL235C
550	OG0000550	snap_masked-AADM01000016.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.3&CDS=1-915	YNL217W
551	OG0000551	snap_masked-AADM01000016.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.4&CDS=1-2229	YNL216W
552	OG0000552	snap_masked-AADM01000016.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.8&CDS=1-2235	YDL234C
553	OG0000553	snap_masked-AADM01000016.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000016.1-processed-gene-0.5&CDS=1-696	YNL215W
554	OG0000554	snap_masked-AADM01000017.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.21&CDS=1-1500	YDL233W
555	OG0000555	snap_masked-AADM01000017.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.22&CDS=1-633	YNL214W
556	OG0000556	snap_masked-AADM01000017.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.28&CDS=1-366	YNL213C
557	OG0000557	snap_masked-AADM01000017.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.23&CDS=1-2427	YNL212W
558	OG0000558	snap_masked-AADM01000017.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.29&CDS=1-3183	YDL231C
559	OG0000559	snap_masked-AADM01000017.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.24&CDS=1-945	YDL230W
560	OG0000560	snap_masked-AADM01000017.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.25&CDS=1-993	YNL210W
561	OG0000561	snap_masked-AADM01000017.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000017.1-processed-gene-0.27&CDS=1-1275	YNL207W
562	OG0000562	augustus_masked-AADM01000018.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.27&CDS=1-651	YNL206C
563	OG0000563	snap_masked-AADM01000018.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.82&CDS=1-1110	YDL226C
564	OG0000564	snap_masked-AADM01000018.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.53&CDS=1-900	YNL202W
565	OG0000565	snap_masked-AADM01000018.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.83&CDS=1-2355	YNL201C
566	OG0000566	snap_masked-AADM01000018.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.84&CDS=1-723	YNL200C
567	OG0000567	snap_masked-AADM01000018.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.85&CDS=1-1269	YNL199C
568	OG0000568	snap_masked-AADM01000018.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.54&CDS=1-1638	YDL225W
569	OG0000569	snap_masked-AADM01000018.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.86&CDS=1-1992	YNL197C
570	OG0000570	augustus_masked-AADM01000018.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.34&CDS=1-2778	YDL220C
571	OG0000571	augustus_masked-AADM01000018.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.2&CDS=1-1512	YNL193W
572	OG0000572	snap_masked-AADM01000018.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.58&CDS=1-1155	YDL218W
573	OG0000573	genemark-AADM01000018.1-processed-gene-0.117-mRNA-1_1&gene=genemark-AADM01000018.1-processed-gene-0.117&CDS=1-1623	YNL189W
574	OG0000574	snap_masked-AADM01000018.1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.90&CDS=1-588	YDL217C
575	OG0000575	snap_masked-AADM01000018.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.61&CDS=1-1269	YNL187W
576	OG0000576	genemark-AADM01000018.1-processed-gene-0.150-mRNA-1_1&gene=genemark-AADM01000018.1-processed-gene-0.150&CDS=1-1083	YDL216C
577	OG0000577	snap_masked-AADM01000018.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.91&CDS=1-3132	YDL215C
578	OG0000578	snap_masked-AADM01000018.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.62&CDS=1-315	YJR085C
579	OG0000579	augustus_masked-AADM01000018.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.36&CDS=1-1248	YJR084W
580	OG0000580	snap_masked-AADM01000018.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.93&CDS=1-1395	YPR036W
581	OG0000581	snap_masked-AADM01000018.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.94&CDS=1-1107	YPR035W
582	OG0000582	snap_masked-AADM01000018.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.65&CDS=1-1572	YNL073W
583	OG0000583	snap_masked-AADM01000018.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.66&CDS=1-930	YNL072W
584	OG0000584	snap_masked-AADM01000018.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.67&CDS=1-1416	YNL071W
585	OG0000585	augustus_masked-AADM01000018.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.13&CDS=1-927	YIL134W
586	OG0000586	augustus_masked-AADM01000018.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.39&CDS=1-684	YIL132C
587	OG0000587	snap_masked-AADM01000018.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.98&CDS=1-2283	YIL131C
588	OG0000588	snap_masked-AADM01000018.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.69&CDS=1-2436	YIL130W
589	OG0000589	snap_masked-AADM01000018.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.99&CDS=1-7746	YIL129C
590	OG0000590	snap_masked-AADM01000018.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.70&CDS=1-3090	YIL128W
591	OG0000591	snap_masked-AADM01000018.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.100&CDS=1-591	YIL127C
592	OG0000592	augustus_masked-AADM01000018.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.18&CDS=1-2982	YIL125W
593	OG0000593	snap_masked-AADM01000018.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.75&CDS=1-1659	YNL065W
594	OG0000594	snap_masked-AADM01000018.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.103&CDS=1-1233	YNL064C
595	OG0000595	augustus_masked-AADM01000018.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.22&CDS=1-879	YNL063W
596	OG0000596	snap_masked-AADM01000018.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.104&CDS=1-1449	YNL062C
597	OG0000597	snap_masked-AADM01000018.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.77&CDS=1-1881	YNL061W
598	OG0000598	snap_masked-AADM01000018.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.105&CDS=1-2235	YNL059C
599	OG0000599	snap_masked-AADM01000018.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.78&CDS=1-690	YIL118W
600	OG0000600	snap_masked-AADM01000018.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.108&CDS=1-840	YIL117C
601	OG0000601	snap_masked-AADM01000018.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.79&CDS=1-513	YNL056W
602	OG0000602	snap_masked-AADM01000018.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-AADM01000018.1-processed-gene-0.80&CDS=1-1167	YIL116W
603	OG0000603	augustus_masked-AADM01000018.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.51&CDS=1-4206	YIL115C
604	OG0000604	augustus_masked-AADM01000018.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-AADM01000018.1-processed-gene-0.52&CDS=1-702	YNL055C
