	OrthologID	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
855	OG0000855	snap_masked-mar-_s117-processed-gene-2.24-mRNA-1_1&gene=snap_masked-mar-_s117-processed-gene-2.24&CDS=1-882	YOL136C
856	OG0000856	snap_masked-mar-_s117-processed-gene-2.52-mRNA-1_1&gene=snap_masked-mar-_s117-processed-gene-2.52&CDS=1-1419	YNL317W
857	OG0000857	augustus_masked-mar-_s117-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-mar-_s117-processed-gene-2.144&CDS=1-537	YMR009W
858	OG0000858	snap_masked-mar-_s117-processed-gene-2.53-mRNA-1_1&gene=snap_masked-mar-_s117-processed-gene-2.53&CDS=1-1305	YEL002C
859	OG0000859	snap_masked-mar-_s117-processed-gene-2.26-mRNA-1_1&gene=snap_masked-mar-_s117-processed-gene-2.26&CDS=1-300	YIL008W
860	OG0000860	snap_masked-mar-_s117-processed-gene-2.54-mRNA-1_1&gene=snap_masked-mar-_s117-processed-gene-2.54&CDS=1-675	YIL007C
861	OG0000861	maker-mar-_s117-snap-gene-2.58-mRNA-1_1&gene=maker-mar-_s117-snap-gene-2.58&CDS=1-2433	YPR167C
862	OG0000862	snap_masked-mar-_s117-processed-gene-2.56-mRNA-1_1&gene=snap_masked-mar-_s117-processed-gene-2.56&CDS=1-2970	YOL090W
863	OG0000863	snap_masked-mar-_s119-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s119-processed-gene-0.23&CDS=1-1914	YDR386W
864	OG0000864	genemark-mar-_s119-processed-gene-0.36-mRNA-1_1&gene=genemark-mar-_s119-processed-gene-0.36&CDS=1-1263	YDR473C
865	OG0000865	snap_masked-mar-_s119-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mar-_s119-processed-gene-0.27&CDS=1-2496	YHR073W
866	OG0000866	snap_masked-mar-_s119-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s119-processed-gene-0.30&CDS=1-1482	YHR070W
867	OG0000867	snap_masked-mar-_s119-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s119-processed-gene-0.21&CDS=1-1068	YHR069C
868	OG0000868	augustus_masked-mar-_s12-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mar-_s12-processed-gene-0.46&CDS=1-978	YBL033C
869	OG0000869	snap_masked-mar-_s12-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s12-processed-gene-0.11&CDS=1-1386	YNL051W
870	OG0000870	snap_masked-mar-_s12-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s12-processed-gene-0.18&CDS=1-2787	YNL049C
871	OG0000871	snap_masked-mar-_s128-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s128-processed-gene-0.13&CDS=1-3195	YHR077C
872	OG0000872	snap_masked-mar-_s128-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s128-processed-gene-0.17&CDS=1-1191	YHR076W
873	OG0000873	snap_masked-mar-_s13-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mar-_s13-processed-gene-0.27&CDS=1-279	YFR049W
874	OG0000874	augustus_masked-mar-_s13-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mar-_s13-processed-gene-0.0&CDS=1-942	YOR164C
875	OG0000875	snap_masked-mar-_s13-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s13-processed-gene-0.30&CDS=1-540	YOR163W
876	OG0000876	augustus_masked-mar-_s13-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mar-_s13-processed-gene-0.1&CDS=1-636	YLR250W
877	OG0000877	augustus_masked-mar-_s13-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mar-_s13-processed-gene-0.6&CDS=1-717	YER100W
878	OG0000878	snap_masked-mar-_s13-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s13-processed-gene-0.24&CDS=1-1617	YBL061C
879	OG0000879	snap_masked-mar-_s13-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s13-processed-gene-0.37&CDS=1-2631	YGL216W
880	OG0000880	augustus_masked-mar-_s130-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mar-_s130-processed-gene-0.1&CDS=1-3156	YMR189W
881	OG0000881	maker-mar-_s135-snap-gene-0.33-mRNA-1_1&gene=maker-mar-_s135-snap-gene-0.33&CDS=1-2724	YPR066W
882	OG0000882	snap_masked-mar-_s135-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.88&CDS=1-1296	YGR110W
883	OG0000883	snap_masked-mar-_s135-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.73&CDS=1-1524	YBR288C
884	OG0000884	snap_masked-mar-_s135-processed-gene-0.90-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.90&CDS=1-1356	YHR011W
885	OG0000885	snap_masked-mar-_s135-processed-gene-0.91-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.91&CDS=1-2313	YKL134C
886	OG0000886	snap_masked-mar-_s135-processed-gene-0.79-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.79&CDS=1-597	YKR035W-A
887	OG0000887	augustus_masked-mar-_s135-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-0.45&CDS=1-675	YHR008C
888	OG0000888	augustus_masked-mar-_s135-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-0.59&CDS=1-1581	YOR132W
889	OG0000889	snap_masked-mar-_s135-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.80&CDS=1-2412	YNL161W
890	OG0000890	snap_masked-mar-_s135-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.81&CDS=1-1803	YCR061W
891	OG0000891	snap_masked-mar-_s135-processed-gene-0.82-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.82&CDS=1-2940	YMR125W
892	OG0000892	snap_masked-mar-_s135-processed-gene-0.83-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.83&CDS=1-951	YFL028C
893	OG0000893	snap_masked-mar-_s135-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.84&CDS=1-456	YKL067W
894	OG0000894	snap_masked-mar-_s135-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.85&CDS=1-1920	YLR055C
895	OG0000895	snap_masked-mar-_s135-processed-gene-0.97-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.97&CDS=1-954	YHR104W
896	OG0000896	snap_masked-mar-_s135-processed-gene-0.98-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.98&CDS=1-465	YIL062C
897	OG0000897	snap_masked-mar-_s135-processed-gene-0.99-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.99&CDS=1-432	YML108W
898	OG0000898	snap_masked-mar-_s135-processed-gene-0.100-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-0.100&CDS=1-1659	YBR196C
899	OG0000899	snap_masked-mar-_s135-processed-gene-1.28-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.28&CDS=1-1134	YBR234C
900	OG0000900	augustus_masked-mar-_s135-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-1.88&CDS=1-1149	YDR087C
901	OG0000901	snap_masked-mar-_s135-processed-gene-1.29-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.29&CDS=1-1146	YLR181C
902	OG0000902	snap_masked-mar-_s135-processed-gene-1.30-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.30&CDS=1-417	YOL071W
903	OG0000903	snap_masked-mar-_s135-processed-gene-1.12-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.12&CDS=1-573	YDR373W
904	OG0000904	snap_masked-mar-_s135-processed-gene-1.13-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.13&CDS=1-729	YDL043C
905	OG0000905	snap_masked-mar-_s135-processed-gene-1.14-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.14&CDS=1-819	YDL045C
906	OG0000906	snap_masked-mar-_s135-processed-gene-1.32-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.32&CDS=1-798	YOL067C
907	OG0000907	snap_masked-mar-_s135-processed-gene-1.18-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.18&CDS=1-1464	YPL091W
908	OG0000908	snap_masked-mar-_s135-processed-gene-1.20-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.20&CDS=1-1797	YLR253W
909	OG0000909	snap_masked-mar-_s135-processed-gene-1.21-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.21&CDS=1-1473	YEL064C
910	OG0000910	snap_masked-mar-_s135-processed-gene-1.39-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.39&CDS=1-3663	YNL273W
911	OG0000911	snap_masked-mar-_s135-processed-gene-1.24-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.24&CDS=1-891	YNL289W
912	OG0000912	augustus_masked-mar-_s135-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-1.104&CDS=1-4581	YDL045W-A
913	OG0000913	snap_masked-mar-_s135-processed-gene-1.40-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-1.40&CDS=1-2436	YDR257C
914	OG0000914	snap_masked-mar-_s135-processed-gene-2.85-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.85&CDS=1-1809	YOL070C
915	OG0000915	snap_masked-mar-_s135-processed-gene-2.87-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.87&CDS=1-3288	YLR071C
916	OG0000916	snap_masked-mar-_s135-processed-gene-2.89-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.89&CDS=1-1761	YJR001W
917	OG0000917	snap_masked-mar-_s135-processed-gene-2.112-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.112&CDS=1-543	YEL012W
918	OG0000918	snap_masked-mar-_s135-processed-gene-2.113-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.113&CDS=1-1203	YPR108W
919	OG0000919	snap_masked-mar-_s135-processed-gene-2.114-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.114&CDS=1-549	YJL124C
920	OG0000920	snap_masked-mar-_s135-processed-gene-2.92-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.92&CDS=1-1110	YJL125C
921	OG0000921	maker-mar-_s135-snap-gene-2.45-mRNA-1_1&gene=maker-mar-_s135-snap-gene-2.45&CDS=1-1176	YDL029W
922	OG0000922	snap_masked-mar-_s135-processed-gene-2.115-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.115&CDS=1-2370	YDL028C
923	OG0000923	snap_masked-mar-_s135-processed-gene-2.94-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.94&CDS=1-3180	YOL098C
924	OG0000924	snap_masked-mar-_s135-processed-gene-2.99-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.99&CDS=1-1398	YGL059W
925	OG0000925	snap_masked-mar-_s135-processed-gene-2.100-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.100&CDS=1-1389	YBR215W
926	OG0000926	snap_masked-mar-_s135-processed-gene-2.101-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.101&CDS=1-540	YBR217W
927	OG0000927	snap_masked-mar-_s135-processed-gene-2.121-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.121&CDS=1-1896	YLL019C
928	OG0000928	snap_masked-mar-_s135-processed-gene-2.104-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.104&CDS=1-4308	YGL173C
929	OG0000929	snap_masked-mar-_s135-processed-gene-2.122-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.122&CDS=1-288	YLL018C-A
930	OG0000930	snap_masked-mar-_s135-processed-gene-2.105-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.105&CDS=1-2151	YPR021C
931	OG0000931	snap_masked-mar-_s135-processed-gene-2.124-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.124&CDS=1-846	YGL174W
932	OG0000932	snap_masked-mar-_s135-processed-gene-2.125-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.125&CDS=1-1353	YGL172W
933	OG0000933	augustus_masked-mar-_s135-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-2.63&CDS=1-1356	YGL175C
934	OG0000934	snap_masked-mar-_s135-processed-gene-2.126-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.126&CDS=1-1038	YER127W
935	OG0000935	snap_masked-mar-_s135-processed-gene-2.108-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.108&CDS=1-783	YER126C
936	OG0000936	snap_masked-mar-_s135-processed-gene-2.127-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-2.127&CDS=1-3342	YPR022C
937	OG0000937	maker-mar-_s135-augustus-gene-3.128-mRNA-1_1&gene=maker-mar-_s135-augustus-gene-3.128&CDS=1-1839	YGL044C
938	OG0000938	snap_masked-mar-_s135-processed-gene-3.67-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.67&CDS=1-867	YGL043W
939	OG0000939	snap_masked-mar-_s135-processed-gene-3.71-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.71&CDS=1-1479	YGR155W
940	OG0000940	snap_masked-mar-_s135-processed-gene-3.96-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.96&CDS=1-2112	YFR029W
941	OG0000941	snap_masked-mar-_s135-processed-gene-3.73-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.73&CDS=1-1464	YEL015W
942	OG0000942	snap_masked-mar-_s135-processed-gene-3.75-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.75&CDS=1-975	YGL091C
943	OG0000943	augustus_masked-mar-_s135-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-3.138&CDS=1-1347	YJL049W
944	OG0000944	snap_masked-mar-_s135-processed-gene-3.98-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.98&CDS=1-1671	YEL013W
945	OG0000945	snap_masked-mar-_s135-processed-gene-3.77-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.77&CDS=1-1251	YFR024C-A
946	OG0000946	maker-mar-_s135-augustus-gene-3.129-mRNA-1_1&gene=maker-mar-_s135-augustus-gene-3.129&CDS=1-1929	YOR202W
947	OG0000947	maker-mar-_s135-snap-gene-3.64-mRNA-1_1&gene=maker-mar-_s135-snap-gene-3.64&CDS=1-2205	YAL011W
948	OG0000948	snap_masked-mar-_s135-processed-gene-3.103-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.103&CDS=1-1095	YPL118W
949	OG0000949	augustus_masked-mar-_s135-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-3.165&CDS=1-1410	YAL010C
950	OG0000950	snap_masked-mar-_s135-processed-gene-3.81-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.81&CDS=1-1272	YKR063C
951	OG0000951	augustus_masked-mar-_s135-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-3.144&CDS=1-5535	YNL242W
952	OG0000952	snap_masked-mar-_s135-processed-gene-3.84-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.84&CDS=1-2772	YJL154C
953	OG0000953	snap_masked-mar-_s135-processed-gene-3.106-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.106&CDS=1-690	YAR008W
954	OG0000954	snap_masked-mar-_s135-processed-gene-3.108-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.108&CDS=1-210	YBL071W-A
955	OG0000955	maker-mar-_s135-snap-gene-3.65-mRNA-1_1&gene=maker-mar-_s135-snap-gene-3.65&CDS=1-6024	YJL109C
956	OG0000956	snap_masked-mar-_s135-processed-gene-3.112-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.112&CDS=1-450	YOR298C-A
957	OG0000957	snap_masked-mar-_s135-processed-gene-3.91-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.91&CDS=1-945	YDL015C
958	OG0000958	augustus_masked-mar-_s135-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-mar-_s135-processed-gene-3.173&CDS=1-519	YCL033C
959	OG0000959	snap_masked-mar-_s135-processed-gene-3.113-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.113&CDS=1-1011	YBR034C
960	OG0000960	snap_masked-mar-_s135-processed-gene-3.115-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.115&CDS=1-996	YPR147C
961	OG0000961	snap_masked-mar-_s135-processed-gene-3.116-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.116&CDS=1-951	YGR127W
962	OG0000962	snap_masked-mar-_s135-processed-gene-3.117-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.117&CDS=1-1440	YJL106W
963	OG0000963	snap_masked-mar-_s135-processed-gene-3.92-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.92&CDS=1-1512	YKR023W
964	OG0000964	snap_masked-mar-_s135-processed-gene-3.119-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.119&CDS=1-1455	YKL108W
965	OG0000965	snap_masked-mar-_s135-processed-gene-3.120-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.120&CDS=1-1815	YMR098C
966	OG0000966	snap_masked-mar-_s135-processed-gene-3.93-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.93&CDS=1-738	YKL099C
967	OG0000967	snap_masked-mar-_s135-processed-gene-3.121-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.121&CDS=1-864	YKL110C
968	OG0000968	snap_masked-mar-_s135-processed-gene-3.94-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.94&CDS=1-1101	YMR097C
969	OG0000969	snap_masked-mar-_s135-processed-gene-3.122-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.122&CDS=1-1938	YMR106C
970	OG0000970	snap_masked-mar-_s135-processed-gene-3.123-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.123&CDS=1-2091	YEL011W
971	OG0000971	snap_masked-mar-_s135-processed-gene-3.124-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.124&CDS=1-1830	YMR092C
972	OG0000972	snap_masked-mar-_s135-processed-gene-3.126-mRNA-1_1&gene=snap_masked-mar-_s135-processed-gene-3.126&CDS=1-1728	YKR016W
973	OG0000973	snap_masked-mar-_s138-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.33&CDS=1-1104	YMR310C
974	OG0000974	maker-mar-_s138-augustus-gene-0.186-mRNA-1_1&gene=maker-mar-_s138-augustus-gene-0.186&CDS=1-1857	YOR196C
975	OG0000975	snap_masked-mar-_s138-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.3&CDS=1-2169	YPL116W
976	OG0000976	snap_masked-mar-_s138-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.4&CDS=1-2928	YPL115C
977	OG0000977	snap_masked-mar-_s138-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.35&CDS=1-765	YOR194C
978	OG0000978	augustus_masked-mar-_s138-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-mar-_s138-processed-gene-0.132&CDS=1-546	YCL001W
979	OG0000979	snap_masked-mar-_s138-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.38&CDS=1-3072	YNL243W
980	OG0000980	snap_masked-mar-_s138-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.6&CDS=1-810	YLR348C
981	OG0000981	maker-mar-_s138-snap-gene-0.0-mRNA-1_1&gene=maker-mar-_s138-snap-gene-0.0&CDS=1-372	YDR529C
982	OG0000982	snap_masked-mar-_s138-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.41&CDS=1-1041	YPR086W
983	OG0000983	snap_masked-mar-_s138-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.43&CDS=1-2064	YCL054W
984	OG0000984	snap_masked-mar-_s138-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.7&CDS=1-1953	YDR129C
985	OG0000985	snap_masked-mar-_s138-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.9&CDS=1-693	YKL009W
986	OG0000986	snap_masked-mar-_s138-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.45&CDS=1-1545	YKL089W
987	OG0000987	maker-mar-_s138-augustus-gene-0.191-mRNA-1_1&gene=maker-mar-_s138-augustus-gene-0.191&CDS=1-1611	YOL063C
988	OG0000988	augustus_masked-mar-_s138-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-mar-_s138-processed-gene-0.136&CDS=1-528	YKL069W
989	OG0000989	snap_masked-mar-_s138-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.47&CDS=1-909	YBL032W
990	OG0000990	snap_masked-mar-_s138-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.11&CDS=1-1668	YKL100C
991	OG0000991	snap_masked-mar-_s138-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.13&CDS=1-1665	YPR088C
992	OG0000992	snap_masked-mar-_s138-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.50&CDS=1-363	YKL160W
993	OG0000993	snap_masked-mar-_s138-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.51&CDS=1-1377	YJL044C
994	OG0000994	snap_masked-mar-_s138-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.53&CDS=1-1053	YHR025W
995	OG0000995	snap_masked-mar-_s138-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.54&CDS=1-1575	YHR007C
996	OG0000996	snap_masked-mar-_s138-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.15&CDS=1-1311	YDR465C
997	OG0000997	snap_masked-mar-_s138-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.16&CDS=1-1485	YHR024C
998	OG0000998	maker-mar-_s138-augustus-gene-0.188-mRNA-1_1&gene=maker-mar-_s138-augustus-gene-0.188&CDS=1-3930	YNL267W
999	OG0000999	genemark-mar-_s138-processed-gene-0.118-mRNA-1_1&gene=genemark-mar-_s138-processed-gene-0.118&CDS=1-1656	YKR002W
1000	OG0001000	snap_masked-mar-_s138-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.20&CDS=1-2478	YJL204C
1001	OG0001001	snap_masked-mar-_s138-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.58&CDS=1-456	YBR122C
1002	OG0001002	snap_masked-mar-_s138-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.22&CDS=1-1620	YJL111W
1003	OG0001003	snap_masked-mar-_s138-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.25&CDS=1-1653	YML123C
1004	OG0001004	snap_masked-mar-_s138-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.59&CDS=1-1110	YKR070W
1005	OG0001005	snap_masked-mar-_s138-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.60&CDS=1-1626	YKR069W
1006	OG0001006	snap_masked-mar-_s138-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.26&CDS=1-1449	YOR051C
1007	OG0001007	genemark-mar-_s138-processed-gene-0.123-mRNA-1_1&gene=genemark-mar-_s138-processed-gene-0.123&CDS=1-519	YOR052C
1008	OG0001008	snap_masked-mar-_s138-processed-gene-0.64-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.64&CDS=1-567	YKR068C
1009	OG0001009	snap_masked-mar-_s138-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mar-_s138-processed-gene-0.27&CDS=1-1077	YDR297W
1010	OG0001010	snap_masked-mar-_s141-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s141-processed-gene-0.2&CDS=1-3312	YJR035W
1011	OG0001011	augustus_masked-mar-_s142-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mar-_s142-processed-gene-0.9&CDS=1-1884	YDR425W
1012	OG0001012	snap_masked-mar-_s143-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s143-processed-gene-0.8&CDS=1-1452	YGL055W
1013	OG0001013	augustus_masked-mar-_s144-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mar-_s144-processed-gene-0.38&CDS=1-1356	YMR033W
1014	OG0001014	snap_masked-mar-_s144-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s144-processed-gene-0.1&CDS=1-2322	YDL164C
1015	OG0001015	snap_masked-mar-_s144-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s144-processed-gene-0.4&CDS=1-2709	YKR009C
1016	OG0001016	augustus_masked-mar-_s144-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-mar-_s144-processed-gene-0.41&CDS=1-1833	YMR036C
1017	OG0001017	snap_masked-mar-_s144-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mar-_s144-processed-gene-0.25&CDS=1-1323	YGL194C
1018	OG0001018	snap_masked-mar-_s144-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s144-processed-gene-0.13&CDS=1-741	YGL011C
1019	OG0001019	snap_masked-mar-_s144-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mar-_s144-processed-gene-0.26&CDS=1-1443	YGL012W
1020	OG0001020	augustus_masked-mar-_s146-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-mar-_s146-processed-gene-0.111&CDS=1-1395	YJR124C
1021	OG0001021	augustus_masked-mar-_s146-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-mar-_s146-processed-gene-0.92&CDS=1-2664	YLR451W
1022	OG0001022	maker-mar-_s146-snap-gene-0.86-mRNA-1_1&gene=maker-mar-_s146-snap-gene-0.86&CDS=1-222	YDR320C-A
1023	OG0001023	snap_masked-mar-_s146-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mar-_s146-processed-gene-0.71&CDS=1-177	YHR072W-A
1024	OG0001024	snap_masked-mar-_s146-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mar-_s146-processed-gene-0.44&CDS=1-2358	YDR320C
1025	OG0001025	snap_masked-mar-_s146-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mar-_s146-processed-gene-0.45&CDS=1-525	YMR295C
