	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034654_Aciculoconidium_aculeatum
827	OG0000827	YDL133W	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.192&CDS=1-1224
828	OG0000828	YDL134C	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.189-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.189&CDS=1-1047
829	OG0000829	YDL135C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.89&CDS=1-600
830	OG0000830	YDL139C	snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.66&CDS=1-2019
831	OG0000831	YDL140C	maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-1.259-mRNA-1_1&gene=maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-1.259&CDS=1-5187
832	OG0000832	YDL141W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.235&CDS=1-2004
833	OG0000833	YDL142C	augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.90&CDS=1-807
834	OG0000834	YDL143W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-6.33&CDS=1-1587
835	OG0000835	YDL144C	augustus_masked-NODE_93_length_37414_cov_36.1603_ID_185-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_93_length_37414_cov_36.1603_ID_185-processed-gene-0.18&CDS=1-1035
836	OG0000836	YDL145C	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.219&CDS=1-3597
837	OG0000837	YDL146W	genemark-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.78&CDS=1-2103
838	OG0000838	YDL147W	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.38&CDS=1-1419
839	OG0000839	YDL148C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.95&CDS=1-2310
840	OG0000840	YDL149W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.96&CDS=1-2418
841	OG0000841	YDL150W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.56&CDS=1-1032
842	OG0000842	YDL153C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.26&CDS=1-1608
843	OG0000843	YDL155W	snap_masked-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.80&CDS=1-966
844	OG0000844	YDL156W	augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.103&CDS=1-1656
845	OG0000845	YDL157C	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.91&CDS=1-285
846	OG0000846	YDL159W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.94&CDS=1-1569
847	OG0000847	YDL160C	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.41&CDS=1-1575
848	OG0000848	YDL164C	augustus_masked-NODE_96_length_34206_cov_34.1868_ID_191-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_96_length_34206_cov_34.1868_ID_191-processed-gene-0.25&CDS=1-2094
849	OG0000849	YDL165W	augustus_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.42&CDS=1-597
850	OG0000850	YDL166C	snap_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.132&CDS=1-630
851	OG0000851	YDL167C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.241-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.241&CDS=1-2196
852	OG0000852	YDL168W	maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-0.38-mRNA-1_1&gene=maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-0.38&CDS=1-1134
853	OG0000853	YDL170W	maker-NODE_18_length_287367_cov_35.4547_ID_35-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_18_length_287367_cov_35.4547_ID_35-snap-gene-0.44&CDS=1-1902
854	OG0000854	YDL171C	augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.22&CDS=1-6393
855	OG0000855	YDL174C	genemark-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.105&CDS=1-1641
856	OG0000856	YDL177C	genemark-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-0.64&CDS=1-1095
857	OG0000857	YDL178W	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-1.139&CDS=1-1575
858	OG0000858	YDL183C	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.221-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.221&CDS=1-903
859	OG0000859	YDL185W	snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.40&CDS=1-1884
860	OG0000860	YDL190C	genemark-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.7&CDS=1-3060
861	OG0000861	YDL193W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.93&CDS=1-1074
862	OG0000862	YDL195W	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.30&CDS=1-3753
863	OG0000863	YDL198C	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-2.16&CDS=1-900
864	OG0000864	YDL201W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.254-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.254&CDS=1-867
865	OG0000865	YDL202W	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.255&CDS=1-711
866	OG0000866	YDL205C	augustus_masked-NODE_122_length_16844_cov_31.0266_ID_243-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_122_length_16844_cov_31.0266_ID_243-processed-gene-0.15&CDS=1-999
867	OG0000867	YDL206W	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.122&CDS=1-2004
868	OG0000868	YDL207W	augustus_masked-NODE_56_length_89561_cov_35.5468_ID_111-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_56_length_89561_cov_35.5468_ID_111-processed-gene-0.17&CDS=1-1488
869	OG0000869	YDL208W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.130&CDS=1-462
870	OG0000870	YDL209C	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.175&CDS=1-885
871	OG0000871	YDL210W	snap_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.73&CDS=1-1647
872	OG0000872	YDL212W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.235-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.235&CDS=1-666
873	OG0000873	YDL213C	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.152&CDS=1-636
874	OG0000874	YDL215C	augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.51&CDS=1-3126
875	OG0000875	YDL216C	genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.76-mRNA-1_1&gene=genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.76&CDS=1-1971
876	OG0000876	YDL217C	augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.148&CDS=1-546
877	OG0000877	YDL219W	maker-NODE_12_length_346549_cov_34.9883_ID_23-snap-gene-1.148-mRNA-1_1&gene=maker-NODE_12_length_346549_cov_34.9883_ID_23-snap-gene-1.148&CDS=1-513
878	OG0000878	YDL225W	augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.4&CDS=1-1908
879	OG0000879	YDL226C	augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.12&CDS=1-1059
880	OG0000880	YDL230W	augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.35&CDS=1-837
881	OG0000881	YDL234C	augustus_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.16&CDS=1-2223
882	OG0000882	YDL235C	augustus_masked-NODE_89_length_43261_cov_34.9976_ID_177-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_89_length_43261_cov_34.9976_ID_177-processed-gene-0.16&CDS=1-471
883	OG0000883	YDL236W	augustus_masked-NODE_89_length_43261_cov_34.9976_ID_177-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_89_length_43261_cov_34.9976_ID_177-processed-gene-0.17&CDS=1-915
884	OG0000884	YDL237W	snap_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.92&CDS=1-1014
885	OG0000885	YDL238C	maker-NODE_6_length_411934_cov_33.9477_ID_11-snap-gene-2.106-mRNA-1_1&gene=maker-NODE_6_length_411934_cov_33.9477_ID_11-snap-gene-2.106&CDS=1-1401
886	OG0000886	YDL240W	augustus_masked-NODE_34_length_161411_cov_34.277_ID_67-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_34_length_161411_cov_34.277_ID_67-processed-gene-0.104&CDS=1-4656
887	OG0000887	YDR002W	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-1.8&CDS=1-588
888	OG0000888	YDR004W	snap_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.32&CDS=1-1554
889	OG0000889	YDR005C	snap_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.31&CDS=1-1209
890	OG0000890	YDR006C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.23&CDS=1-2067
891	OG0000891	YDR007W	augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.89&CDS=1-750
892	OG0000892	YDR013W	augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-1.101&CDS=1-654
893	OG0000893	YDR016C	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.121&CDS=1-312
894	OG0000894	YDR017C	augustus_masked-NODE_68_length_74480_cov_35.2063_ID_135-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_68_length_74480_cov_35.2063_ID_135-processed-gene-0.20&CDS=1-2349
895	OG0000895	YDR019C	augustus_masked-NODE_90_length_43132_cov_34.0799_ID_179-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_90_length_43132_cov_34.0799_ID_179-processed-gene-0.8&CDS=1-1122
896	OG0000896	YDR020C	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.26&CDS=1-681
897	OG0000897	YDR021W	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-3.6&CDS=1-1179
898	OG0000898	YDR023W	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.144&CDS=1-1374
899	OG0000899	YDR026C	augustus_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.25&CDS=1-1854
900	OG0000900	YDR027C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.15&CDS=1-3348
901	OG0000901	YDR028C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.13&CDS=1-2763
902	OG0000902	YDR030C	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.140&CDS=1-1230
903	OG0000903	YDR031W	snap_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.65&CDS=1-273
904	OG0000904	YDR032C	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-0.16&CDS=1-606
905	OG0000905	YDR035W	maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-1.261-mRNA-1_1&gene=maker-NODE_18_length_287367_cov_35.4547_ID_35-augustus-gene-1.261&CDS=1-1107
906	OG0000906	YDR036C	augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.102&CDS=1-1467
907	OG0000907	YDR037W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.27&CDS=1-1779
908	OG0000908	YDR043C	snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-2.47&CDS=1-582
909	OG0000909	YDR044W	augustus_masked-NODE_65_length_77767_cov_34.5944_ID_129-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_65_length_77767_cov_34.5944_ID_129-processed-gene-0.91&CDS=1-972
910	OG0000910	YDR045C	augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.16&CDS=1-333
911	OG0000911	YDR047W	augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.9&CDS=1-1086
912	OG0000912	YDR049W	augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_27_length_182873_cov_34.0862_ID_53-processed-gene-0.10&CDS=1-1785
913	OG0000913	YDR050C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.42&CDS=1-741
914	OG0000914	YDR051C	maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-1.5&CDS=1-1797
915	OG0000915	YDR052C	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.168&CDS=1-1794
916	OG0000916	YDR054C	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.142&CDS=1-723
917	OG0000917	YDR058C	snap_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.97&CDS=1-867
918	OG0000918	YDR060W	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.28&CDS=1-3483
919	OG0000919	YDR061W	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.9&CDS=1-1455
920	OG0000920	YDR062W	maker-NODE_24_length_205090_cov_35.6791_ID_47-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_24_length_205090_cov_35.6791_ID_47-augustus-gene-0.2&CDS=1-2358
921	OG0000921	YDR064W	snap_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-1.118&CDS=1-747
922	OG0000922	YDR068W	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.25&CDS=1-981
923	OG0000923	YDR071C	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.164&CDS=1-669
924	OG0000924	YDR072C	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.26&CDS=1-1200
925	OG0000925	YDR074W	augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.98&CDS=1-2586
926	OG0000926	YDR075W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-1.41&CDS=1-915
927	OG0000927	YDR079C-A	augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.65&CDS=1-213
928	OG0000928	YDR079W	augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.75&CDS=1-306
929	OG0000929	YDR080W	augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.77&CDS=1-2619
930	OG0000930	YDR083W	augustus_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.20&CDS=1-1254
931	OG0000931	YDR084C	augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_70_length_72228_cov_33.8195_ID_139-processed-gene-0.64&CDS=1-774
932	OG0000932	YDR086C	maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-0.71&CDS=1-204
933	OG0000933	YDR087C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-0.83&CDS=1-846
934	OG0000934	YDR088C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-0.84&CDS=1-1038
935	OG0000935	YDR089W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.7&CDS=1-2562
936	OG0000936	YDR090C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-4.25&CDS=1-810
937	OG0000937	YDR091C	augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-1.99&CDS=1-1848
938	OG0000938	YDR092W	snap_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.36&CDS=1-453
