	OrthologID	Pachysolen_tannophilus	Saccharomyces_cerevisiae
789	OG0000789	augustus_masked-scaffold_1-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.108&CDS=1-705	YDR174W
790	OG0000790	augustus_masked-scaffold_1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.109&CDS=1-909	YDR175C
791	OG0000791	augustus_masked-scaffold_1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.110&CDS=1-2316	YDR176W
792	OG0000792	augustus_masked-scaffold_1-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.112&CDS=1-984	YML060W
793	OG0000793	augustus_masked-scaffold_1-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.113&CDS=1-1518	YDR182W
794	OG0000794	augustus_masked-scaffold_1-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.127&CDS=1-2481	YLR166C
795	OG0000795	augustus_masked-scaffold_1-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.128&CDS=1-4860	YDR180W
796	OG0000796	genemark-scaffold_1-processed-gene-8.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.71&CDS=1-798	YLR165C
797	OG0000797	augustus_masked-scaffold_1-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.115&CDS=1-651	YDR183W
798	OG0000798	genemark-scaffold_1-processed-gene-8.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.74&CDS=1-858	YAL039C
799	OG0000799	genemark-scaffold_1-processed-gene-8.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.75&CDS=1-1770	YMR090W
800	OG0000800	augustus_masked-scaffold_1-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.133&CDS=1-660	YLR145W
801	OG0000801	augustus_masked-scaffold_1-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.55&CDS=1-2037	YDR137W
802	OG0000802	augustus_masked-scaffold_1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.56&CDS=1-1116	YLR113W
803	OG0000803	augustus_masked-scaffold_1-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.74&CDS=1-2259	YLR114C
804	OG0000804	maker-scaffold_1-augustus-gene-9.14-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.14&CDS=1-1275	YDR165W
805	OG0000805	augustus_masked-scaffold_1-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.76&CDS=1-1374	YDR190C
806	OG0000806	augustus_masked-scaffold_1-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.57&CDS=1-1497	YDR191W
807	OG0000807	augustus_masked-scaffold_1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.77&CDS=1-879	YLR243W
808	OG0000808	augustus_masked-scaffold_1-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.78&CDS=1-2283	YDR205W
809	OG0000809	augustus_masked-scaffold_1-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.58&CDS=1-2550	YMR165C
810	OG0000810	augustus_masked-scaffold_1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.59&CDS=1-879	YLR239C
811	OG0000811	augustus_masked-scaffold_1-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.83&CDS=1-1467	YLR231C
812	OG0000812	augustus_masked-scaffold_1-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.61&CDS=1-2202	YHR072W
813	OG0000813	augustus_masked-scaffold_1-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.86&CDS=1-846	YLR242C
814	OG0000814	augustus_masked-scaffold_1-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.66&CDS=1-2115	YDR194C
815	OG0000815	augustus_masked-scaffold_1-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.67&CDS=1-1101	YHR063C
816	OG0000816	augustus_masked-scaffold_1-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.89&CDS=1-1323	YDR198C
817	OG0000817	augustus_masked-scaffold_1-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.68&CDS=1-738	YDR196C
818	OG0000818	maker-scaffold_1-snap-gene-9.3-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.3&CDS=1-477	YLR245C
819	OG0000819	augustus_masked-scaffold_1-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.70&CDS=1-3189	YLR240W
820	OG0000820	maker-scaffold_1-augustus-gene-9.13-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.13&CDS=1-2013	YDR189W
821	OG0000821	augustus_masked-scaffold_1-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.72&CDS=1-1149	YDR202C
822	OG0000822	augustus_masked-scaffold_1-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.93&CDS=1-1128	YLR244C
823	OG0000823	augustus_masked-scaffold_1-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.100&CDS=1-1944	YLR143W
824	OG0000824	augustus_masked-scaffold_1-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.101&CDS=1-2187	YDR164C
825	OG0000825	augustus_masked-scaffold_1-processed-gene-10.104-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.104&CDS=1-1308	YKL143W
826	OG0000826	augustus_masked-scaffold_1-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.105&CDS=1-1491	YLR142W
827	OG0000827	augustus_masked-scaffold_1-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.107&CDS=1-2487	YPR018W
828	OG0000828	maker-scaffold_1-augustus-gene-10.151-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.151&CDS=1-432	YPR020W
829	OG0000829	augustus_masked-scaffold_1-processed-gene-10.123-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.123&CDS=1-1668	YGL171W
830	OG0000830	maker-scaffold_1-snap-gene-10.145-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.145&CDS=1-2619	YFL053W
831	OG0000831	snap_masked-scaffold_1-processed-gene-10.32-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.32&CDS=1-3723	YLL021W
832	OG0000832	maker-scaffold_1-snap-gene-10.146-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.146&CDS=1-666	YLR312W-A
833	OG0000833	augustus_masked-scaffold_1-processed-gene-10.129-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.129&CDS=1-486	YDR155C
834	OG0000834	augustus_masked-scaffold_1-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.109&CDS=1-1305	YDR531W
835	OG0000835	augustus_masked-scaffold_1-processed-gene-10.133-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.133&CDS=1-2205	YCL057W
836	OG0000836	augustus_masked-scaffold_1-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.135&CDS=1-255	YCL057C-A
837	OG0000837	augustus_masked-scaffold_1-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.112&CDS=1-4095	YCL061C
838	OG0000838	augustus_masked-scaffold_1-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.137&CDS=1-945	YCL059C
839	OG0000839	augustus_masked-scaffold_1-processed-gene-10.138-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.138&CDS=1-2052	YNL279W
840	OG0000840	augustus_masked-scaffold_1-processed-gene-10.140-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.140&CDS=1-732	YLR186W
841	OG0000841	augustus_masked-scaffold_1-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.114&CDS=1-2412	YDR499W
842	OG0000842	augustus_masked-scaffold_1-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.118&CDS=1-303	YDR510W
843	OG0000843	augustus_masked-scaffold_1-processed-gene-10.120-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.120&CDS=1-1572	YCL027W
844	OG0000844	augustus_masked-scaffold_1-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.121&CDS=1-2652	YLR187W
845	OG0000845	augustus_masked-scaffold_1-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.39&CDS=1-2592	YLR182W
846	OG0000846	augustus_masked-scaffold_1-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.38&CDS=1-1164	YLR181C
847	OG0000847	augustus_masked-scaffold_1-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.40&CDS=1-5883	YNL271C
848	OG0000848	augustus_masked-scaffold_1-processed-gene-11.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.41&CDS=1-2343	YNL272C
849	OG0000849	augustus_masked-scaffold_1-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.42&CDS=1-1467	YEL064C
850	OG0000850	snap_masked-scaffold_1-processed-gene-11.99-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.99&CDS=1-4050	YNL273W
851	OG0000851	augustus_masked-scaffold_1-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.63&CDS=1-2853	YOR154W
852	OG0000852	augustus_masked-scaffold_1-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.64&CDS=1-5223	YCR042C
853	OG0000853	augustus_masked-scaffold_1-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.44&CDS=1-3207	YNL267W
854	OG0000854	maker-scaffold_1-augustus-gene-11.116-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.116&CDS=1-942	YNL265C
855	OG0000855	augustus_masked-scaffold_1-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.66&CDS=1-3033	YGR047C
856	OG0000856	augustus_masked-scaffold_1-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.45&CDS=1-1044	YGR048W
857	OG0000857	augustus_masked-scaffold_1-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.46&CDS=1-1713	YDR153C
858	OG0000858	augustus_masked-scaffold_1-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.67&CDS=1-801	YDR152W
859	OG0000859	augustus_masked-scaffold_1-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.47&CDS=1-1137	YDR161W
860	OG0000860	augustus_masked-scaffold_1-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.68&CDS=1-975	YDR162C
861	OG0000861	maker-scaffold_1-augustus-gene-11.117-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.117&CDS=1-381	YDR529C
862	OG0000862	augustus_masked-scaffold_1-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.49&CDS=1-2508	YCL054W
863	OG0000863	augustus_masked-scaffold_1-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.51&CDS=1-1737	YHR037W
864	OG0000864	augustus_masked-scaffold_1-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.52&CDS=1-873	YDR302W
865	OG0000865	augustus_masked-scaffold_1-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.70&CDS=1-1881	YDR314C
866	OG0000866	augustus_masked-scaffold_1-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.55&CDS=1-3480	YDL102W
867	OG0000867	augustus_masked-scaffold_1-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.72&CDS=1-1074	YMR161W
868	OG0000868	augustus_masked-scaffold_1-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.73&CDS=1-1458	YDL103C
869	OG0000869	augustus_masked-scaffold_1-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.57&CDS=1-1566	YBL080C
870	OG0000870	genemark-scaffold_1-processed-gene-11.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.20&CDS=1-375	YBL078C
871	OG0000871	genemark-scaffold_1-processed-gene-11.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.21&CDS=1-2907	YBR229C
872	OG0000872	genemark-scaffold_1-processed-gene-11.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.22&CDS=1-3171	YGR094W
873	OG0000873	augustus_masked-scaffold_1-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.75&CDS=1-753	YGR095C
874	OG0000874	augustus_masked-scaffold_1-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.13&CDS=1-1590	YMR140W
875	OG0000875	maker-scaffold_1-augustus-gene-12.7-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.7&CDS=1-1302	YDL084W
876	OG0000876	augustus_masked-scaffold_1-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.36&CDS=1-804	YLL033W
877	OG0000877	maker-scaffold_1-snap-gene-12.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.2&CDS=1-3072	YGR012W
878	OG0000878	augustus_masked-scaffold_1-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.39&CDS=1-2787	YGL014W
879	OG0000879	augustus_masked-scaffold_1-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.40&CDS=1-2454	YGL022W
880	OG0000880	augustus_masked-scaffold_1-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.20&CDS=1-2508	YDR313C
881	OG0000881	augustus_masked-scaffold_1-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.41&CDS=1-2697	YGL008C
882	OG0000882	augustus_masked-scaffold_1-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.42&CDS=1-1179	YGR234W
883	OG0000883	augustus_masked-scaffold_1-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.22&CDS=1-3603	YNL233W
884	OG0000884	augustus_masked-scaffold_1-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.45&CDS=1-1422	YGL012W
885	OG0000885	maker-scaffold_1-augustus-gene-12.9-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.9&CDS=1-780	YGL011C
886	OG0000886	augustus_masked-scaffold_1-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.23&CDS=1-1407	YGL194C
887	OG0000887	augustus_masked-scaffold_1-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.48&CDS=1-1353	YJL049W
888	OG0000888	augustus_masked-scaffold_1-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.50&CDS=1-603	YGL020C
889	OG0000889	augustus_masked-scaffold_1-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.27&CDS=1-993	YGL019W
890	OG0000890	augustus_masked-scaffold_1-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.28&CDS=1-1551	YGL017W
891	OG0000891	augustus_masked-scaffold_1-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.30&CDS=1-1218	YGR007W
892	OG0000892	augustus_masked-scaffold_1-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.52&CDS=1-765	YLR326W
893	OG0000893	augustus_masked-scaffold_1-processed-gene-12.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.53&CDS=1-1251	YGR005C
894	OG0000894	augustus_masked-scaffold_1-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.31&CDS=1-948	YGR006W
895	OG0000895	augustus_masked-scaffold_1-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.54&CDS=1-849	YLR323C
896	OG0000896	augustus_masked-scaffold_1-processed-gene-12.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.32&CDS=1-234	YLR325C
897	OG0000897	augustus_masked-scaffold_1-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.22&CDS=1-1602	YLR324W
898	OG0000898	maker-scaffold_1-augustus-gene-13.18-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.18&CDS=1-2637	YBL008W
899	OG0000899	augustus_masked-scaffold_1-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.24&CDS=1-1419	YGL202W
900	OG0000900	augustus_masked-scaffold_1-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.26&CDS=1-1308	YAR003W
901	OG0000901	augustus_masked-scaffold_1-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.21&CDS=1-5637	YAL002W
902	OG0000902	augustus_masked-scaffold_1-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.49&CDS=1-1053	YGL001C
903	OG0000903	maker-scaffold_1-augustus-gene-13.19-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.19&CDS=1-1563	YAR002W
904	OG0000904	augustus_masked-scaffold_1-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.27&CDS=1-759	YGR001C
905	OG0000905	maker-scaffold_1-snap-gene-13.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.1&CDS=1-1545	YPL003W
906	OG0000906	augustus_masked-scaffold_1-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.51&CDS=1-1842	YFL002C
907	OG0000907	snap_masked-scaffold_1-processed-gene-13.76-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.76&CDS=1-1335	YFL001W
908	OG0000908	augustus_masked-scaffold_1-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.31&CDS=1-1434	YKL178C
909	OG0000909	augustus_masked-scaffold_1-processed-gene-13.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.52&CDS=1-399	YCR028C-A
910	OG0000910	augustus_masked-scaffold_1-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.34&CDS=1-2733	YCR030C
911	OG0000911	augustus_masked-scaffold_1-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.35&CDS=1-2622	YMR179W
912	OG0000912	augustus_masked-scaffold_1-processed-gene-13.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.53&CDS=1-2526	YPL227C
913	OG0000913	augustus_masked-scaffold_1-processed-gene-13.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.54&CDS=1-558	YGL068W
914	OG0000914	augustus_masked-scaffold_1-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.38&CDS=1-363	YGL070C
915	OG0000915	maker-scaffold_1-augustus-gene-13.16-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.16&CDS=1-5034	YNL297C
916	OG0000916	augustus_masked-scaffold_1-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.55&CDS=1-3660	YBR023C
917	OG0000917	augustus_masked-scaffold_1-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.41&CDS=1-1098	YCR016W
918	OG0000918	snap_masked-scaffold_1-processed-gene-13.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.107&CDS=1-1248	YCR012W
919	OG0000919	genemark-scaffold_1-processed-gene-13.154-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.154&CDS=1-2466	YBR045C
920	OG0000920	augustus_masked-scaffold_1-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.43&CDS=1-795	YGR030C
921	OG0000921	augustus_masked-scaffold_1-processed-gene-13.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.44&CDS=1-1059	YDL100C
922	OG0000922	augustus_masked-scaffold_1-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.60&CDS=1-864	YMR157C
923	OG0000923	augustus_masked-scaffold_1-processed-gene-13.45-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.45&CDS=1-468	YMR158W
924	OG0000924	augustus_masked-scaffold_1-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.61&CDS=1-771	YMR156C
925	OG0000925	maker-scaffold_1-augustus-gene-13.17-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.17&CDS=1-852	YDL099W
926	OG0000926	snap_masked-scaffold_1-processed-gene-13.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.95&CDS=1-1047	YMR146C
927	OG0000927	augustus_masked-scaffold_1-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.62&CDS=1-651	YDL098C
928	OG0000928	augustus_masked-scaffold_1-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.48&CDS=1-549	YDL217C
929	OG0000929	augustus_masked-scaffold_1-processed-gene-14.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.54&CDS=1-1107	YFL031W
930	OG0000930	augustus_masked-scaffold_1-processed-gene-14.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.82&CDS=1-3228	YDL077C
931	OG0000931	maker-scaffold_1-snap-gene-14.146-mRNA-1_1&gene=maker-scaffold_1-snap-gene-14.146&CDS=1-564	YKL138C
932	OG0000932	augustus_masked-scaffold_1-processed-gene-14.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.84&CDS=1-636	YMR117C
933	OG0000933	augustus_masked-scaffold_1-processed-gene-14.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.60&CDS=1-303	YKL137W
934	OG0000934	augustus_masked-scaffold_1-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.85&CDS=1-1467	YOL049W
935	OG0000935	augustus_masked-scaffold_1-processed-gene-14.64-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.64&CDS=1-1587	YGR211W
936	OG0000936	augustus_masked-scaffold_1-processed-gene-14.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.86&CDS=1-7026	YGR217W
937	OG0000937	augustus_masked-scaffold_1-processed-gene-14.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.65&CDS=1-1320	YDL131W
938	OG0000938	augustus_masked-scaffold_1-processed-gene-14.88-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.88&CDS=1-2058	YER077C
939	OG0000939	augustus_masked-scaffold_1-processed-gene-14.68-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.68&CDS=1-5211	YPL167C
940	OG0000940	augustus_masked-scaffold_1-processed-gene-14.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.89&CDS=1-1824	YOR249C
941	OG0000941	augustus_masked-scaffold_1-processed-gene-14.90-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.90&CDS=1-684	YPR113W
942	OG0000942	augustus_masked-scaffold_1-processed-gene-14.91-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.91&CDS=1-1596	YER078C
943	OG0000943	augustus_masked-scaffold_1-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.70&CDS=1-354	YGR215W
