	OrthologID	Candida_auris	Saccharomyces_cerevisiae
325	OG0000325	augustus_masked-LGST01000027.1-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-LGST01000027.1-processed-gene-1.140&CDS=1-3633	YHR155W, YNL257C
326	OG0000326	snap_masked-LGST01000029.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-LGST01000029.1-processed-gene-0.129&CDS=1-357, snap_masked-LGST01000048.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LGST01000048.1-processed-gene-0.59&CDS=1-300	YNL322C
327	OG0000327	augustus_masked-LGST01000029.1-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-LGST01000029.1-processed-gene-0.203&CDS=1-2808	YDR251W, YPL032C
328	OG0000328	snap_masked-LGST01000029.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-LGST01000029.1-processed-gene-0.104&CDS=1-933	YHR133C, YNL156C
329	OG0000329	snap_masked-LGST01000029.1-processed-gene-0.147-mRNA-1_1&gene=snap_masked-LGST01000029.1-processed-gene-0.147&CDS=1-369	YHR132W-A, YNL157W
330	OG0000330	snap_masked-LGST01000030.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-LGST01000030.1-processed-gene-0.57&CDS=1-1167	YMR243C, YOR316C
331	OG0000331	maker-LGST01000031.1-augustus-gene-0.101-mRNA-1_1&gene=maker-LGST01000031.1-augustus-gene-0.101&CDS=1-1938	YER185W, YGR213C
332	OG0000332	snap_masked-LGST01000031.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-0.34&CDS=1-894	YGR136W, YPR154W
333	OG0000333	snap_masked-LGST01000031.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-1.57&CDS=1-858	YHL034C, YLL046C
334	OG0000334	snap_masked-LGST01000031.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-2.54&CDS=1-2127	YGR241C, YHR161C
335	OG0000335	snap_masked-LGST01000031.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-2.80&CDS=1-297	YJR094W-A, YPR043W
336	OG0000336	snap_masked-LGST01000031.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-2.82&CDS=1-3264	YJR091C, YPR042C
337	OG0000337	snap_masked-LGST01000031.1-processed-gene-2.88-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-2.88&CDS=1-756	YER062C, YIL053W
338	OG0000338	maker-LGST01000031.1-augustus-gene-3.124-mRNA-1_1&gene=maker-LGST01000031.1-augustus-gene-3.124&CDS=1-1623	YER037W, YGL224C
339	OG0000339	maker-LGST01000041.1-augustus-gene-6.121-mRNA-1_1&gene=maker-LGST01000041.1-augustus-gene-6.121&CDS=1-2394, snap_masked-LGST01000031.1-processed-gene-3.22-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-3.22&CDS=1-1251	YBR160W
340	OG0000340	snap_masked-LGST01000031.1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-4.69&CDS=1-2235	YDL109C, YGL144C
341	OG0000341	snap_masked-LGST01000031.1-processed-gene-4.92-mRNA-1_1&gene=snap_masked-LGST01000031.1-processed-gene-4.92&CDS=1-606	YDR259C, YOR028C
342	OG0000342	snap_masked-LGST01000032.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LGST01000032.1-processed-gene-0.4&CDS=1-996	YDR151C, YLR136C
343	OG0000343	snap_masked-LGST01000033.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-LGST01000033.1-processed-gene-0.104&CDS=1-1557	YBR214W, YGL056C
344	OG0000344	maker-LGST01000040.1-snap-gene-1.129-mRNA-1_1&gene=maker-LGST01000040.1-snap-gene-1.129&CDS=1-4173, snap_masked-LGST01000033.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-LGST01000033.1-processed-gene-0.80&CDS=1-2133	YGL205W
345	OG0000345	snap_masked-LGST01000033.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-LGST01000033.1-processed-gene-0.117&CDS=1-339	YDL075W, YLR406C
346	OG0000346	snap_masked-LGST01000033.1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-LGST01000033.1-processed-gene-0.143&CDS=1-435	YGR118W, YPR132W
347	OG0000347	snap_masked-LGST01000034.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-LGST01000034.1-processed-gene-0.142&CDS=1-1233	YDR312W, YHR066W
348	OG0000348	snap_masked-LGST01000034.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-LGST01000034.1-processed-gene-0.100&CDS=1-246	YHR021C, YKL156W
349	OG0000349	snap_masked-LGST01000034.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-LGST01000034.1-processed-gene-0.110&CDS=1-1215	YHL003C, YKL008C
350	OG0000350	augustus_masked-LGST01000034.1-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-LGST01000034.1-processed-gene-0.217&CDS=1-2646	YIL156W, YKR098C
351	OG0000351	genemark-LGST01000035.1-processed-gene-0.65-mRNA-1_1&gene=genemark-LGST01000035.1-processed-gene-0.65&CDS=1-591	YBL072C, YER102W
352	OG0000352	maker-LGST01000035.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LGST01000035.1-augustus-gene-0.4&CDS=1-3000	YBR049C, YDR026C
353	OG0000353	augustus_masked-LGST01000036.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LGST01000036.1-processed-gene-0.20&CDS=1-2157, augustus_masked-LGST01000037.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LGST01000037.1-processed-gene-0.15&CDS=1-4416	YMR165C
354	OG0000354	maker-LGST01000037.1-augustus-gene-0.131-mRNA-1_1&gene=maker-LGST01000037.1-augustus-gene-0.131&CDS=1-2586, maker-LGST01000060.1-augustus-gene-0.8-mRNA-1_1&gene=maker-LGST01000060.1-augustus-gene-0.8&CDS=1-2487	YOR057W
355	OG0000355	snap_masked-LGST01000037.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LGST01000037.1-processed-gene-0.58&CDS=1-2601	YKL121W, YMR102C
356	OG0000356	snap_masked-LGST01000037.1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LGST01000037.1-processed-gene-1.53&CDS=1-369	YMR230W, YOR293W
357	OG0000357	maker-LGST01000037.1-augustus-gene-1.216-mRNA-1_1&gene=maker-LGST01000037.1-augustus-gene-1.216&CDS=1-2559	YJL139C, YKR061W
358	OG0000358	snap_masked-LGST01000037.1-processed-gene-1.62-mRNA-1_1&gene=snap_masked-LGST01000037.1-processed-gene-1.62&CDS=1-555	YJL177W, YKL180W
359	OG0000359	augustus_masked-LGST01000038.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LGST01000038.1-processed-gene-0.83&CDS=1-3795, snap_masked-LGST01000047.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-LGST01000047.1-processed-gene-0.51&CDS=1-2097	YLL029W
360	OG0000360	maker-LGST01000052.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LGST01000052.1-augustus-gene-0.3&CDS=1-2622, snap_masked-LGST01000039.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LGST01000039.1-processed-gene-0.8&CDS=1-1986	YOR021C
361	OG0000361	snap_masked-LGST01000040.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-0.67&CDS=1-4167	YCL068C, YCR038C
362	OG0000362	snap_masked-LGST01000040.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-0.74&CDS=1-594	YIR013C, YLR013W
363	OG0000363	snap_masked-LGST01000040.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-1.76&CDS=1-3675	YML109W, YMR273C
364	OG0000364	snap_masked-LGST01000040.1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-1.78&CDS=1-657	YML106W, YMR271C
365	OG0000365	snap_masked-LGST01000040.1-processed-gene-1.92-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-1.92&CDS=1-2229	YER066W, YFL009W
366	OG0000366	genemark-LGST01000040.1-processed-gene-2.13-mRNA-1_1&gene=genemark-LGST01000040.1-processed-gene-2.13&CDS=1-2559	YBR033W, YKL038W
367	OG0000367	maker-LGST01000040.1-augustus-gene-2.126-mRNA-1_1&gene=maker-LGST01000040.1-augustus-gene-2.126&CDS=1-2487	YDR107C, YLR083C
368	OG0000368	snap_masked-LGST01000040.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-2.60&CDS=1-2658	YBR172C, YPL105C
369	OG0000369	snap_masked-LGST01000040.1-processed-gene-3.42-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-3.42&CDS=1-612	YLR029C, YMR121C
370	OG0000370	snap_masked-LGST01000040.1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-4.111&CDS=1-786	YDR066C, YER139C
371	OG0000371	snap_masked-LGST01000040.1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-4.143&CDS=1-3159	YML100W, YMR261C
372	OG0000372	snap_masked-LGST01000040.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-LGST01000040.1-processed-gene-4.121&CDS=1-357	YFL034C-A, YLR061W
373	OG0000373	maker-LGST01000041.1-snap-gene-0.0-mRNA-1_1&gene=maker-LGST01000041.1-snap-gene-0.0&CDS=1-753	YIR035C, YIR036C
374	OG0000374	maker-LGST01000041.1-snap-gene-1.144-mRNA-1_1&gene=maker-LGST01000041.1-snap-gene-1.144&CDS=1-1521	YDL049C, YJL174W
375	OG0000375	augustus_masked-LGST01000041.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-1.110&CDS=1-516	YGR085C, YPR102C
376	OG0000376	snap_masked-LGST01000041.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-1.22&CDS=1-543	YDL137W, YDL192W
377	OG0000377	augustus_masked-LGST01000041.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-1.118&CDS=1-360	YDL136W, YDL191W
378	OG0000378	snap_masked-LGST01000041.1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.0&CDS=1-1491, snap_masked-LGST01000041.1-processed-gene-2.1-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.1&CDS=1-1626	YGR276C
379	OG0000379	snap_masked-LGST01000041.1-processed-gene-2.18-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.18&CDS=1-933	YDL204W, YDR233C
380	OG0000380	snap_masked-LGST01000041.1-processed-gene-2.22-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.22&CDS=1-765	YDR099W, YER177W
381	OG0000381	augustus_masked-LGST01000041.1-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.2&CDS=1-1257	YDR451C, YML027W
382	OG0000382	augustus_masked-LGST01000041.1-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.27&CDS=1-2628, snap_masked-LGST01000057.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-0.101&CDS=1-2682	YDL056W
383	OG0000383	genemark-LGST01000041.1-processed-gene-3.92-mRNA-1_1&gene=genemark-LGST01000041.1-processed-gene-3.92&CDS=1-7443, snap_masked-LGST01000066.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-LGST01000066.1-processed-gene-1.8&CDS=1-4620	YER166W
384	OG0000384	snap_masked-LGST01000041.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.99&CDS=1-573	YGL147C, YNL067W
385	OG0000385	snap_masked-LGST01000041.1-processed-gene-4.137-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.137&CDS=1-954	YBR105C, YGR066C
386	OG0000386	snap_masked-LGST01000041.1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.122&CDS=1-882	YMR183C, YPL232W
387	OG0000387	snap_masked-LGST01000041.1-processed-gene-5.88-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.88&CDS=1-540	YER063W, YMR003W
388	OG0000388	snap_masked-LGST01000041.1-processed-gene-6.31-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.31&CDS=1-1668	YKL127W, YMR105C
389	OG0000389	snap_masked-LGST01000041.1-processed-gene-7.26-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.26&CDS=1-1509	YKL133C, YMR115W
390	OG0000390	snap_masked-LGST01000041.1-processed-gene-7.33-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.33&CDS=1-615	YBR197C, YPL077C
391	OG0000391	snap_masked-LGST01000041.1-processed-gene-7.78-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.78&CDS=1-969	YCL036W, YDR514C
392	OG0000392	snap_masked-LGST01000043.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-1.27&CDS=1-1125	YCL050C, YDR530C
393	OG0000393	snap_masked-LGST01000043.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-1.20&CDS=1-1287	YHR001W, YKR003W
394	OG0000394	snap_masked-LGST01000043.1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-2.7&CDS=1-1374, snap_masked-LGST01000066.1-processed-gene-1.15-mRNA-1_1&gene=snap_masked-LGST01000066.1-processed-gene-1.15&CDS=1-1359	YAL040C
395	OG0000395	snap_masked-LGST01000043.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-2.25&CDS=1-2724, snap_masked-LGST01000045.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LGST01000045.1-processed-gene-0.60&CDS=1-2400	YIR007W
396	OG0000396	snap_masked-LGST01000046.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LGST01000046.1-processed-gene-0.38&CDS=1-507	YGR131W, YPR149W
397	OG0000397	maker-LGST01000046.1-snap-gene-0.55-mRNA-1_1&gene=maker-LGST01000046.1-snap-gene-0.55&CDS=1-4017	YGR143W, YPR159W
398	OG0000398	snap_masked-LGST01000047.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LGST01000047.1-processed-gene-0.8&CDS=1-3048	YFL048C, YLR080W
399	OG0000399	genemark-LGST01000047.1-processed-gene-0.95-mRNA-1_1&gene=genemark-LGST01000047.1-processed-gene-0.95&CDS=1-609	YGL096W, YPL177C
400	OG0000400	snap_masked-LGST01000047.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-LGST01000047.1-processed-gene-0.25&CDS=1-2466	YFL004W, YPL019C
401	OG0000401	snap_masked-LGST01000047.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LGST01000047.1-processed-gene-0.30&CDS=1-600, snap_masked-LGST01000057.1-processed-gene-1.224-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.224&CDS=1-600	YDR032C
402	OG0000402	genemark-LGST01000048.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LGST01000048.1-processed-gene-0.69&CDS=1-765	YBR066C, YDR043C
403	OG0000403	snap_masked-LGST01000048.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-LGST01000048.1-processed-gene-0.49&CDS=1-2544	YDR069C, YER144C
404	OG0000404	augustus_masked-LGST01000048.1-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-LGST01000048.1-processed-gene-0.177&CDS=1-2796	YKL132C, YMR113W
405	OG0000405	maker-LGST01000048.1-snap-gene-0.134-mRNA-1_1&gene=maker-LGST01000048.1-snap-gene-0.134&CDS=1-690	YLR287C-A, YOR182C
406	OG0000406	snap_masked-LGST01000050.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LGST01000050.1-processed-gene-0.85&CDS=1-1077	YPR013C, YPR015C
407	OG0000407	snap_masked-LGST01000050.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-LGST01000050.1-processed-gene-0.61&CDS=1-864	YJL158C, YJL160C
408	OG0000408	snap_masked-LGST01000050.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LGST01000050.1-processed-gene-0.91&CDS=1-1758	YGR138C, YPR156C
409	OG0000409	augustus_masked-LGST01000050.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LGST01000050.1-processed-gene-0.33&CDS=1-4614	YBR210W, YGL054C
410	OG0000410	snap_masked-LGST01000050.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-LGST01000050.1-processed-gene-0.114&CDS=1-675	YFL061W, YNL335W
411	OG0000411	augustus_masked-LGST01000050.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LGST01000050.1-processed-gene-0.44&CDS=1-1884	YNL108C, YOR110W
412	OG0000412	snap_masked-LGST01000050.1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-LGST01000050.1-processed-gene-0.82&CDS=1-252	YPR169W-A, YPR170W-B
413	OG0000413	augustus_masked-LGST01000050.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LGST01000050.1-processed-gene-0.52&CDS=1-9798	YAR042W, YDL019C
414	OG0000414	maker-LGST01000051.1-snap-gene-0.103-mRNA-1_1&gene=maker-LGST01000051.1-snap-gene-0.103&CDS=1-852	YER045C, YIL036W
415	OG0000415	snap_masked-LGST01000051.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LGST01000051.1-processed-gene-0.58&CDS=1-3150	YGR238C, YHR158C
416	OG0000416	augustus_masked-LGST01000051.1-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-LGST01000051.1-processed-gene-0.112&CDS=1-1770	YNL104C, YOR108W
417	OG0000417	snap_masked-LGST01000052.1-processed-gene-0.128-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.128&CDS=1-2559	YDR385W, YOR133W
418	OG0000418	snap_masked-LGST01000052.1-processed-gene-0.159-mRNA-1_1&gene=snap_masked-LGST01000052.1-processed-gene-0.159&CDS=1-879	YGL071W, YPL202C
419	OG0000419	snap_masked-LGST01000054.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LGST01000054.1-processed-gene-0.5&CDS=1-1287	YDR247W, YPL026C
420	OG0000420	snap_masked-LGST01000055.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.98&CDS=1-1482	YGR121C, YPR138C
421	OG0000421	snap_masked-LGST01000055.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.121&CDS=1-1086	YDL246C, YJR159W
422	OG0000422	snap_masked-LGST01000055.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-LGST01000055.1-processed-gene-0.105&CDS=1-2277	YGL139W, YPL221W
423	OG0000423	snap_masked-LGST01000056.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.75&CDS=1-3840	YDR122W, YLR096W
424	OG0000424	snap_masked-LGST01000056.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.58&CDS=1-2220	YGR056W, YLR357W
425	OG0000425	snap_masked-LGST01000056.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.89&CDS=1-1398	YMR172W, YOL116W
426	OG0000426	snap_masked-LGST01000056.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LGST01000056.1-processed-gene-0.73&CDS=1-480	YBR191W, YPL079W
427	OG0000427	genemark-LGST01000057.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LGST01000057.1-processed-gene-0.53&CDS=1-1746	YDL224C, YNL197C
428	OG0000428	snap_masked-LGST01000057.1-processed-gene-1.194-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.194&CDS=1-2001	YBR216C, YGL060W
429	OG0000429	snap_masked-LGST01000057.1-processed-gene-1.209-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.209&CDS=1-2733	YJL084C, YKR021W
430	OG0000430	snap_masked-LGST01000057.1-processed-gene-1.187-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.187&CDS=1-1035	YEL006W, YIL006W
431	OG0000431	snap_masked-LGST01000057.1-processed-gene-1.222-mRNA-1_1&gene=snap_masked-LGST01000057.1-processed-gene-1.222&CDS=1-1197	YJL137C, YKR058W
432	OG0000432	snap_masked-LGST01000058.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LGST01000058.1-processed-gene-0.58&CDS=1-1416	YJR054W, YML047C
433	OG0000433	augustus_masked-LGST01000059.1-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-LGST01000059.1-processed-gene-0.121&CDS=1-273	YER019C-A, YER087C-B
434	OG0000434	snap_masked-LGST01000059.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LGST01000059.1-processed-gene-0.10&CDS=1-1488	YBL056W, YER089C
435	OG0000435	snap_masked-LGST01000059.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LGST01000059.1-processed-gene-0.37&CDS=1-2475	YOR256C, YPL176C
436	OG0000436	snap_masked-LGST01000061.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LGST01000061.1-processed-gene-0.69&CDS=1-1143	YBR273C, YJL048C
437	OG0000437	snap_masked-LGST01000062.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LGST01000062.1-processed-gene-0.58&CDS=1-312	YCL035C, YDR513W
438	OG0000438	snap_masked-LGST01000062.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LGST01000062.1-processed-gene-0.55&CDS=1-615	YGL135W, YPL220W
439	OG0000439	snap_masked-LGST01000063.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LGST01000063.1-processed-gene-0.85&CDS=1-1839	YDL229W, YNL209W
440	OG0000440	augustus_masked-LGST01000064.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LGST01000064.1-processed-gene-0.38&CDS=1-954	YBR147W, YOL092W
441	OG0000441	snap_masked-LGST01000064.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-LGST01000064.1-processed-gene-0.106&CDS=1-1074	YDL175C, YIL079C
442	OG0000442	snap_masked-LGST01000064.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-LGST01000064.1-processed-gene-0.115&CDS=1-1098	YMR253C, YPL264C
443	OG0000443	genemark-LGST01000064.1-processed-gene-0.179-mRNA-1_1&gene=genemark-LGST01000064.1-processed-gene-0.179&CDS=1-2718	YKR089C, YOR081C
444	OG0000444	snap_masked-LGST01000065.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LGST01000065.1-processed-gene-0.38&CDS=1-1935	YDR389W, YOR134W
445	OG0000445	maker-LGST01000066.1-snap-gene-0.1-mRNA-1_1&gene=maker-LGST01000066.1-snap-gene-0.1&CDS=1-1560	YDR146C, YLR131C
446	OG0000446	snap_masked-LGST01000066.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LGST01000066.1-processed-gene-1.40&CDS=1-1137	YOR390W, YPL279C
447	OG0000447	snap_masked-LGST01000068.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LGST01000068.1-processed-gene-0.53&CDS=1-2049	YJL083W, YKR019C
448	OG0000448	maker-LGST01000070.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LGST01000070.1-augustus-gene-0.33&CDS=1-1008	YNL301C, YOL120C
449	OG0000449	genemark-LGST01000072.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LGST01000072.1-processed-gene-0.27&CDS=1-1791	YCR048W, YNR019W
450	OG0000450	snap_masked-LGST01000074.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LGST01000074.1-processed-gene-0.1&CDS=1-1320	YDR134C, YLR110C
451	OG0000451	genemark-LGST01000074.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LGST01000074.1-processed-gene-0.25&CDS=1-4431	YER132C, YGL197W
452	OG0000452	snap_masked-LGST01000001.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LGST01000001.1-processed-gene-0.12&CDS=1-924	YIL145C
453	OG0000453	snap_masked-LGST01000001.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LGST01000001.1-processed-gene-0.17&CDS=1-1800	YGR119C
454	OG0000454	snap_masked-LGST01000002.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.43&CDS=1-1044	YPR065W
455	OG0000455	snap_masked-LGST01000002.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.64&CDS=1-1038	YKR071C
456	OG0000456	snap_masked-LGST01000002.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.45&CDS=1-1830	YIL144W
457	OG0000457	snap_masked-LGST01000002.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.66&CDS=1-546	YKR085C
458	OG0000458	snap_masked-LGST01000002.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.67&CDS=1-1437	YNL152W
459	OG0000459	snap_masked-LGST01000002.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.68&CDS=1-1371	YDR072C
460	OG0000460	snap_masked-LGST01000002.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.47&CDS=1-645	YNL151C
461	OG0000461	snap_masked-LGST01000002.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.69&CDS=1-1560	YPR137W
462	OG0000462	snap_masked-LGST01000002.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.70&CDS=1-411	YNL149C
463	OG0000463	snap_masked-LGST01000002.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-LGST01000002.1-processed-gene-0.71&CDS=1-720	YNL148C
