	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041713_Debaryomyces_maramus
687	OG0000687	YBR233W-A	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.141&CDS=1-456
688	OG0000688	YBR234C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.121&CDS=1-1140
689	OG0000689	YBR235W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.99&CDS=1-6738
690	OG0000690	YBR236C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.74&CDS=1-1566
691	OG0000691	YBR243C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.16&CDS=1-1485
692	OG0000692	YBR246W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.32&CDS=1-1047
693	OG0000693	YBR247C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.22&CDS=1-1365
694	OG0000694	YBR248C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.20&CDS=1-1770
695	OG0000695	YBR254C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.29&CDS=1-498
696	OG0000696	YBR255W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.31&CDS=1-2175
697	OG0000697	YBR256C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.165-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.165&CDS=1-711
698	OG0000698	YBR257W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.10&CDS=1-870
699	OG0000699	YBR260C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.133&CDS=1-1836
700	OG0000700	YBR261C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.47&CDS=1-750
701	OG0000701	YBR265W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-2.167&CDS=1-945
702	OG0000702	YBR267W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.17&CDS=1-1212
703	OG0000703	YBR268W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.7&CDS=1-345
704	OG0000704	YBR269C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.35&CDS=1-402
705	OG0000705	YBR271W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.34&CDS=1-1245
706	OG0000706	YBR274W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.136&CDS=1-1623
707	OG0000707	YBR275C	snap_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.93&CDS=1-5061
708	OG0000708	YBR278W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.134&CDS=1-771
709	OG0000709	YBR279W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.4&CDS=1-1386
710	OG0000710	YBR280C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.111&CDS=1-1725
711	OG0000711	YBR281C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.117&CDS=1-2856
712	OG0000712	YBR282W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.133&CDS=1-495
713	OG0000713	YBR283C	snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-1.16&CDS=1-1479
714	OG0000714	YBR286W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-6.41&CDS=1-1608
715	OG0000715	YBR287W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.42&CDS=1-1512
716	OG0000716	YBR288C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.8&CDS=1-1578
717	OG0000717	YBR289W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.148&CDS=1-2109
718	OG0000718	YBR290W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.150&CDS=1-1203
719	OG0000719	YBR291C	genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.49-mRNA-1_1&gene=genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.49&CDS=1-2079
720	OG0000720	YBR294W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.136&CDS=1-2448
721	OG0000721	YBR296C	augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.52&CDS=1-1707
722	OG0000722	YCL004W	snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.74-mRNA-1_1&gene=snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.74&CDS=1-1626
723	OG0000723	YCL005W-A	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.120&CDS=1-210
724	OG0000724	YCL009C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.202-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.202&CDS=1-909
725	OG0000725	YCL010C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.123&CDS=1-792
726	OG0000726	YCL014W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.125&CDS=1-3915
727	OG0000727	YCL017C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-7.138&CDS=1-4407
728	OG0000728	YCL027W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.33&CDS=1-1254
729	OG0000729	YCL030C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.120&CDS=1-2583
730	OG0000730	YCL031C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.125&CDS=1-858
731	OG0000731	YCL032W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.180-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.180&CDS=1-1302
732	OG0000732	YCL034W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.8&CDS=1-1332
733	OG0000733	YCL039W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.267-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.267&CDS=1-2286
734	OG0000734	YCL043C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.227-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.227&CDS=1-1632
735	OG0000735	YCL044C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.137-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.137&CDS=1-1020
736	OG0000736	YCL045C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-10.39&CDS=1-2712
737	OG0000737	YCL047C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.127&CDS=1-798
738	OG0000738	YCL054W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.14&CDS=1-2478
739	OG0000739	YCL055W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.261-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.261&CDS=1-1197
740	OG0000740	YCL057C-A	snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.126-mRNA-1_1&gene=snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.126&CDS=1-246
741	OG0000741	YCL059C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.18&CDS=1-1113
742	OG0000742	YCL061C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.41&CDS=1-3732
743	OG0000743	YCR002C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.137&CDS=1-1062
744	OG0000744	YCR003W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-8.114&CDS=1-582
745	OG0000745	YCR009C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.122&CDS=1-807
746	OG0000746	YCR011C	maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-8.97-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-8.97&CDS=1-6921
747	OG0000747	YCR012W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.45&CDS=1-1248
748	OG0000748	YCR015C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.108&CDS=1-846
749	OG0000749	YCR016W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-16.127&CDS=1-1107
750	OG0000750	YCR017C	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-5.156-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-5.156&CDS=1-3474
751	OG0000751	YCR019W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.130&CDS=1-1035
752	OG0000752	YCR020C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-0.129&CDS=1-696
753	OG0000753	YCR020C-A	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.4&CDS=1-303
754	OG0000754	YCR021C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.117&CDS=1-1014
755	OG0000755	YCR023C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.133&CDS=1-1812
756	OG0000756	YCR024C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.140&CDS=1-1521
757	OG0000757	YCR027C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-7.41&CDS=1-546
758	OG0000758	YCR028C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-3.118&CDS=1-1437
759	OG0000759	YCR028C-A	snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-1.41&CDS=1-408
760	OG0000760	YCR030C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.33&CDS=1-3039
761	OG0000761	YCR032W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.10&CDS=1-8280
762	OG0000762	YCR033W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.130&CDS=1-3432
763	OG0000763	YCR034W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.144&CDS=1-1002
764	OG0000764	YCR035C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-4.9&CDS=1-1041
765	OG0000765	YCR036W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.126&CDS=1-1002
766	OG0000766	YCR042C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.17&CDS=1-4842
767	OG0000767	YCR044C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.275-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.275&CDS=1-1191
768	OG0000768	YCR045C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.21&CDS=1-1206
769	OG0000769	YCR047C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.5&CDS=1-1239
770	OG0000770	YCR051W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-3.8&CDS=1-672
771	OG0000771	YCR053W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.107&CDS=1-1560
772	OG0000772	YCR054C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.112&CDS=1-1464
773	OG0000773	YCR057C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.24&CDS=1-2793
774	OG0000774	YCR059C	maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-0.3&CDS=1-903
775	OG0000775	YCR060W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-0.45&CDS=1-981
776	OG0000776	YCR061W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.154&CDS=1-1824
777	OG0000777	YCR063W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.169-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.169&CDS=1-453
778	OG0000778	YCR065W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.151-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.151&CDS=1-1776
779	OG0000779	YCR066W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.127&CDS=1-1407
780	OG0000780	YCR068W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.125&CDS=1-1809
781	OG0000781	YCR071C	maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-7.90-mRNA-1_1&gene=maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-7.90&CDS=1-2373
782	OG0000782	YCR072C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.122&CDS=1-1554
783	OG0000783	YCR077C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.125&CDS=1-2532
784	OG0000784	YCR079W	maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-7.0-mRNA-1_1&gene=maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-7.0&CDS=1-3348
785	OG0000785	YCR081W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.99&CDS=1-4968
786	OG0000786	YCR084C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.320-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.320&CDS=1-1824
787	OG0000787	YCR086W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.321-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-9.321&CDS=1-867
788	OG0000788	YCR088W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.5&CDS=1-2103
789	OG0000789	YCR090C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.49&CDS=1-486
790	OG0000790	YCR091W	genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.75-mRNA-1_1&gene=genemark-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.75&CDS=1-2466
791	OG0000791	YCR092C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.26&CDS=1-3063
792	OG0000792	YCR093W	maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_2_length_1781626_cov_27.7105_ID_1459-augustus-gene-0.48&CDS=1-6657
793	OG0000793	YCR095C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-13.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-13.114&CDS=1-1425
