	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026142_Citeromyces_matritensis
565	OG0000565	YKL016C	augustus_masked-scf7180000041066-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000041066-processed-gene-0.2&CDS=1-333, snap_masked-scf7180000043214-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scf7180000043214-processed-gene-0.73&CDS=1-525
566	OG0000566	YKL033W	augustus_masked-scf7180000041024-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000041024-processed-gene-0.0&CDS=1-720, snap_masked-scf7180000042924-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000042924-processed-gene-0.16&CDS=1-2760
567	OG0000567	YKL050C, YMR031C	snap_masked-scf7180000043327-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scf7180000043327-processed-gene-0.132&CDS=1-2538
568	OG0000568	YKL065C, YMR040W	maker-scf7180000043327-snap-gene-0.88-mRNA-1_1&gene=maker-scf7180000043327-snap-gene-0.88&CDS=1-600
569	OG0000569	YKL068W, YMR047C	snap_masked-scf7180000043233-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000043233-processed-gene-0.32&CDS=1-2715
570	OG0000570	YKL072W, YMR053C	snap_masked-scf7180000042955-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000042955-processed-gene-0.12&CDS=1-2289
571	OG0000571	YKL074C	augustus_masked-scf7180000042955-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000042955-processed-gene-0.6&CDS=1-1422, snap_masked-scf7180000042920-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000042920-processed-gene-0.15&CDS=1-375
572	OG0000572	YKL098W	genemark-scf7180000042880-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000042880-processed-gene-0.17&CDS=1-537, snap_masked-scf7180000043155-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000043155-processed-gene-0.1&CDS=1-855
573	OG0000573	YKL116C	genemark-scf7180000041008-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000041008-processed-gene-0.1&CDS=1-924, snap_masked-scf7180000042969-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.93&CDS=1-1305
574	OG0000574	YKL121W, YMR102C	snap_masked-scf7180000042962-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000042962-processed-gene-0.14&CDS=1-1935
575	OG0000575	YKL127W, YMR105C	augustus_masked-scf7180000043134-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000043134-processed-gene-0.2&CDS=1-1980
576	OG0000576	YKL141W, YMR118C	maker-scf7180000043184-snap-gene-0.81-mRNA-1_1&gene=maker-scf7180000043184-snap-gene-0.81&CDS=1-513
577	OG0000577	YKL142W	snap_masked-scf7180000042923-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042923-processed-gene-0.5&CDS=1-636, snap_masked-scf7180000042984-processed-gene-0.107-mRNA-1_1&gene=snap_masked-scf7180000042984-processed-gene-0.107&CDS=1-636
578	OG0000578	YKL149C	augustus_masked-scf7180000041955-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000041955-processed-gene-0.2&CDS=1-1182, genemark-scf7180000042984-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000042984-processed-gene-0.20&CDS=1-1182
579	OG0000579	YKL162C	snap_masked-scf7180000040201-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000040201-processed-gene-0.3&CDS=1-294, snap_masked-scf7180000043056-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043056-processed-gene-0.0&CDS=1-1482
580	OG0000580	YKL173W	augustus_masked-scf7180000040043-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040043-processed-gene-0.1&CDS=1-861, snap_masked-scf7180000040041-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000040041-processed-gene-0.27&CDS=1-2862
581	OG0000581	YKL186C	genemark-scf7180000040515-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000040515-processed-gene-0.4&CDS=1-513, snap_masked-scf7180000041993-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041993-processed-gene-0.0&CDS=1-528
582	OG0000582	YKL189W	augustus_masked-scf7180000040892-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040892-processed-gene-0.2&CDS=1-711, snap_masked-scf7180000041966-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041966-processed-gene-0.0&CDS=1-1041
583	OG0000583	YKL190W	snap_masked-scf7180000043273-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043273-processed-gene-0.2&CDS=1-432, snap_masked-scf7180000043333-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043333-processed-gene-0.17&CDS=1-522
584	OG0000584	YKL191W	snap_masked-scf7180000043163-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043163-processed-gene-0.0&CDS=1-1530, snap_masked-scf7180000043333-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000043333-processed-gene-0.16&CDS=1-666
585	OG0000585	YKL197C	augustus_masked-scf7180000042024-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000042024-processed-gene-0.7&CDS=1-1719, snap_masked-scf7180000041922-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000041922-processed-gene-0.113&CDS=1-3105
586	OG0000586	YKL216W	augustus_masked-scf7180000040390-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040390-processed-gene-0.1&CDS=1-993, snap_masked-scf7180000043032-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.14&CDS=1-1302
587	OG0000587	YKL217W	augustus_masked-scf7180000042982-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000042982-processed-gene-0.57&CDS=1-987, snap_masked-scf7180000041966-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000041966-processed-gene-0.9&CDS=1-1524
588	OG0000588	YKL221W	snap_masked-scf7180000041925-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000041925-processed-gene-0.3&CDS=1-1374, snap_masked-scf7180000042980-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000042980-processed-gene-0.49&CDS=1-1392
589	OG0000589	YKR019C	augustus_masked-scf7180000042899-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000042899-processed-gene-0.4&CDS=1-1212, snap_masked-scf7180000040401-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000040401-processed-gene-0.7&CDS=1-1746
590	OG0000590	YKR034W	snap_masked-scf7180000041985-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000041985-processed-gene-0.5&CDS=1-657, snap_masked-scf7180000042130-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042130-processed-gene-0.2&CDS=1-186
591	OG0000591	YKR035W-A	augustus_masked-scf7180000040481-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040481-processed-gene-0.0&CDS=1-219, augustus_masked-scf7180000043254-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000043254-processed-gene-0.67&CDS=1-633
592	OG0000592	YKR037C	augustus_masked-scf7180000041479-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000041479-processed-gene-0.1&CDS=1-222, snap_masked-scf7180000043254-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043254-processed-gene-0.17&CDS=1-684
593	OG0000593	YKR051W	augustus_masked-scf7180000042746-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000042746-processed-gene-0.0&CDS=1-531, snap_masked-scf7180000042275-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000042275-processed-gene-0.4&CDS=1-1398
594	OG0000594	YKR055W	snap_masked-scf7180000040384-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000040384-processed-gene-0.14&CDS=1-765, snap_masked-scf7180000042871-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000042871-processed-gene-0.24&CDS=1-765
595	OG0000595	YKR075C, YOR062C	augustus_masked-scf7180000042957-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000042957-processed-gene-0.13&CDS=1-717
596	OG0000596	YKR076W, YMR251W	snap_masked-scf7180000042936-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042936-processed-gene-0.8&CDS=1-963
597	OG0000597	YKR080W	augustus_masked-scf7180000043014-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000043014-processed-gene-0.2&CDS=1-840, snap_masked-scf7180000042890-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000042890-processed-gene-0.12&CDS=1-933
598	OG0000598	YKR083C	snap_masked-scf7180000041157-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000041157-processed-gene-0.15&CDS=1-354, snap_masked-scf7180000041157-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000041157-processed-gene-0.16&CDS=1-354
599	OG0000599	YLL005C	augustus_masked-scf7180000042224-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000042224-processed-gene-0.67&CDS=1-837, snap_masked-scf7180000041975-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000041975-processed-gene-0.5&CDS=1-2424
600	OG0000600	YLL012W, YLR020C	snap_masked-scf7180000042515-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000042515-processed-gene-0.52&CDS=1-846
601	OG0000601	YLL016W, YLR310C	snap_masked-scf7180000043032-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.1&CDS=1-3603
602	OG0000602	YLL057C	maker-scf7180000042920-snap-gene-0.23-mRNA-1_1&gene=maker-scf7180000042920-snap-gene-0.23&CDS=1-2250, snap_masked-scf7180000043105-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043105-processed-gene-0.17&CDS=1-1116
603	OG0000603	YLR015W	genemark-scf7180000041097-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000041097-processed-gene-0.0&CDS=1-729, snap_masked-scf7180000043240-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000043240-processed-gene-0.37&CDS=1-1215
604	OG0000604	YLR016C	snap_masked-scf7180000042359-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042359-processed-gene-0.2&CDS=1-450, snap_masked-scf7180000042902-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042902-processed-gene-0.8&CDS=1-450
605	OG0000605	YLR038C	maker-scf7180000042514-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000042514-snap-gene-0.3&CDS=1-240, snap_masked-scf7180000042914-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000042914-processed-gene-0.26&CDS=1-240
606	OG0000606	YLR057W	snap_masked-scf7180000040994-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040994-processed-gene-0.0&CDS=1-1038, snap_masked-scf7180000043029-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000043029-processed-gene-0.10&CDS=1-2124
607	OG0000607	YLR064W	snap_masked-scf7180000042777-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042777-processed-gene-0.0&CDS=1-777, snap_masked-scf7180000043171-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000043171-processed-gene-0.10&CDS=1-777
608	OG0000608	YLR075W	snap_masked-scf7180000040113-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040113-processed-gene-0.0&CDS=1-666, snap_masked-scf7180000042963-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scf7180000042963-processed-gene-0.96&CDS=1-666
609	OG0000609	YLR084C	augustus_masked-scf7180000042055-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042055-processed-gene-0.1&CDS=1-3300, augustus_masked-scf7180000042177-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042177-processed-gene-0.1&CDS=1-1125
610	OG0000610	YLR085C	snap_masked-scf7180000042745-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000042745-processed-gene-0.10&CDS=1-1236, snap_masked-scf7180000043013-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043013-processed-gene-0.2&CDS=1-903
611	OG0000611	YLR104W	snap_masked-scf7180000042952-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042952-processed-gene-0.5&CDS=1-366, snap_masked-scf7180000043335-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000043335-processed-gene-0.8&CDS=1-366
612	OG0000612	YLR117C	augustus_masked-scf7180000042852-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000042852-processed-gene-0.35&CDS=1-849, snap_masked-scf7180000042148-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042148-processed-gene-0.3&CDS=1-2073
613	OG0000613	YLR138W	augustus_masked-scf7180000040964-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040964-processed-gene-0.0&CDS=1-1461, snap_masked-scf7180000043046-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000043046-processed-gene-0.24&CDS=1-2649
614	OG0000614	YLR144C	augustus_masked-scf7180000042734-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000042734-processed-gene-0.8&CDS=1-1689, snap_masked-scf7180000042973-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000042973-processed-gene-0.22&CDS=1-2172
615	OG0000615	YLR166C	augustus_masked-scf7180000041132-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000041132-processed-gene-0.0&CDS=1-342, augustus_masked-scf7180000043028-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000043028-processed-gene-0.48&CDS=1-6483
616	OG0000616	YLR178C	augustus_masked-scf7180000042186-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000042186-processed-gene-0.4&CDS=1-684, augustus_masked-scf7180000042546-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000042546-processed-gene-0.5&CDS=1-759
617	OG0000617	YLR207W	augustus_masked-scf7180000040257-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000040257-processed-gene-0.1&CDS=1-1338, genemark-scf7180000043105-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000043105-processed-gene-0.36&CDS=1-1923
618	OG0000618	YLR210W	augustus_masked-scf7180000040888-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040888-processed-gene-0.2&CDS=1-573, snap_masked-scf7180000043285-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000043285-processed-gene-0.50&CDS=1-1122
619	OG0000619	YLR214W	augustus_masked-scf7180000043325-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000043325-processed-gene-0.51&CDS=1-2025, snap_masked-scf7180000042984-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scf7180000042984-processed-gene-0.112&CDS=1-2028
620	OG0000620	YLR220W	augustus_masked-scf7180000041067-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000041067-processed-gene-0.2&CDS=1-507, snap_masked-scf7180000043057-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000043057-processed-gene-0.3&CDS=1-882
621	OG0000621	YLR223C	augustus_masked-scf7180000042272-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000042272-processed-gene-0.0&CDS=1-357, snap_masked-scf7180000042120-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000042120-processed-gene-0.15&CDS=1-1791
622	OG0000622	YLR264W, YOR167C	augustus_masked-scf7180000043166-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-scf7180000043166-processed-gene-0.150&CDS=1-201
623	OG0000623	YLR270W, YOR173W	snap_masked-scf7180000043342-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000043342-processed-gene-0.102&CDS=1-999
624	OG0000624	YLR287C-A, YOR182C	augustus_masked-scf7180000040117-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040117-processed-gene-0.0&CDS=1-186
625	OG0000625	YLR300W, YOR190W	snap_masked-scf7180000043117-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000043117-processed-gene-0.15&CDS=1-1209
626	OG0000626	YLR307W	snap_masked-scf7180000042275-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042275-processed-gene-0.2&CDS=1-879, snap_masked-scf7180000042746-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000042746-processed-gene-0.12&CDS=1-879
627	OG0000627	YLR363W-A	snap_masked-scf7180000043007-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043007-processed-gene-0.0&CDS=1-270, snap_masked-scf7180000043296-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000043296-processed-gene-0.68&CDS=1-270
628	OG0000628	YLR380W	snap_masked-scf7180000040118-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000040118-processed-gene-0.12&CDS=1-849, snap_masked-scf7180000043058-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000043058-processed-gene-0.22&CDS=1-1620
629	OG0000629	YLR381W	snap_masked-scf7180000041246-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041246-processed-gene-0.0&CDS=1-468, snap_masked-scf7180000043058-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000043058-processed-gene-0.31&CDS=1-2424
630	OG0000630	YLR383W	genemark-scf7180000043058-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000043058-processed-gene-0.5&CDS=1-498, snap_masked-scf7180000042903-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042903-processed-gene-0.1&CDS=1-3219
631	OG0000631	YLR393W	genemark-scf7180000042152-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000042152-processed-gene-0.1&CDS=1-813, snap_masked-scf7180000043123-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043123-processed-gene-0.17&CDS=1-873
632	OG0000632	YLR403W	snap_masked-scf7180000042862-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000042862-processed-gene-0.15&CDS=1-462, snap_masked-scf7180000043151-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043151-processed-gene-0.0&CDS=1-1065
633	OG0000633	YLR425W	snap_masked-scf7180000042118-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042118-processed-gene-0.1&CDS=1-231, snap_masked-scf7180000043238-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043238-processed-gene-0.0&CDS=1-3552
634	OG0000634	YLR438C-A	maker-scf7180000040458-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000040458-augustus-gene-0.1&CDS=1-195, snap_masked-scf7180000042989-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000042989-processed-gene-0.29&CDS=1-255
635	OG0000635	YLR441C, YML063W	maker-scf7180000043348-snap-gene-0.15-mRNA-1_1&gene=maker-scf7180000043348-snap-gene-0.15&CDS=1-1044
636	OG0000636	YLR443W	snap_masked-scf7180000041993-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000041993-processed-gene-0.4&CDS=1-1293, snap_masked-scf7180000043348-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000043348-processed-gene-0.11&CDS=1-534
637	OG0000637	YLR450W, YML075C	snap_masked-scf7180000042985-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000042985-processed-gene-0.9&CDS=1-2889
638	OG0000638	YLR456W, YPR172W	augustus_masked-scf7180000042515-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000042515-processed-gene-0.18&CDS=1-492
639	OG0000639	YML007W	snap_masked-scf7180000040883-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000040883-processed-gene-0.0&CDS=1-486, snap_masked-scf7180000042854-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042854-processed-gene-0.2&CDS=1-1230
640	OG0000640	YML025C	augustus_masked-scf7180000041956-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000041956-processed-gene-0.5&CDS=1-768, snap_masked-scf7180000041949-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000041949-processed-gene-0.1&CDS=1-786
641	OG0000641	YML069W	augustus_masked-scf7180000042745-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000042745-processed-gene-0.27&CDS=1-981, snap_masked-scf7180000041971-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000041971-processed-gene-0.8&CDS=1-1539
642	OG0000642	YML076C	snap_masked-scf7180000041294-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000041294-processed-gene-0.1&CDS=1-393, snap_masked-scf7180000042985-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000042985-processed-gene-0.10&CDS=1-2106
643	OG0000643	YML100W, YMR261C	snap_masked-scf7180000043186-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000043186-processed-gene-0.34&CDS=1-2592
644	OG0000644	YML106W, YMR271C	snap_masked-scf7180000042850-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042850-processed-gene-0.3&CDS=1-657
645	OG0000645	YML108W	snap_masked-scf7180000040471-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000040471-processed-gene-0.4&CDS=1-342, snap_masked-scf7180000042993-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000042993-processed-gene-0.41&CDS=1-342
646	OG0000646	YML109W, YMR273C	snap_masked-scf7180000040013-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000040013-processed-gene-0.10&CDS=1-1461
647	OG0000647	YML114C	augustus_masked-scf7180000042065-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000042065-processed-gene-0.1&CDS=1-795, augustus_masked-scf7180000042956-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000042956-processed-gene-0.6&CDS=1-1686
648	OG0000648	YMR020W	snap_masked-scf7180000040556-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000040556-processed-gene-0.2&CDS=1-492, snap_masked-scf7180000042961-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042961-processed-gene-0.2&CDS=1-1314
649	OG0000649	YMR026C	genemark-scf7180000040571-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000040571-processed-gene-0.1&CDS=1-945, genemark-scf7180000042852-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000042852-processed-gene-0.80&CDS=1-849
650	OG0000650	YMR073C	genemark-scf7180000040445-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000040445-processed-gene-0.1&CDS=1-162, snap_masked-scf7180000042862-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000042862-processed-gene-0.9&CDS=1-408
