	OrthologID	Candida_orthopsilosis	Saccharomyces_cerevisiae
433	OG0000433	genemark-NC_018298.1-processed-gene-8.49-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.49&CDS=1-1719, genemark-NC_018298.1-processed-gene-8.57-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.57&CDS=1-1719	YOR348C
434	OG0000434	augustus_masked-NC_018298.1-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-8.114&CDS=1-1359	YDL088C, YMR153W
435	OG0000435	genemark-NC_018298.1-processed-gene-8.82-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.82&CDS=1-1653, maker-NC_018301.1-snap-gene-7.92-mRNA-1_1&gene=maker-NC_018301.1-snap-gene-7.92&CDS=1-5097	YDR242W
436	OG0000436	augustus_masked-NC_018298.1-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-9.87&CDS=1-708	YBR181C, YPL090C
437	OG0000437	genemark-NC_018298.1-processed-gene-10.40-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.40&CDS=1-3189	YIL156W, YKR098C
438	OG0000438	genemark-NC_018298.1-processed-gene-10.71-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.71&CDS=1-1278	YDL204W, YDR233C
439	OG0000439	genemark-NC_018298.1-processed-gene-10.78-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.78&CDS=1-1062	YGL162W, YPR009W
440	OG0000440	maker-NC_018298.1-augustus-gene-11.1-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-11.1&CDS=1-2913	YMR237W, YOR299W
441	OG0000441	augustus_masked-NC_018298.1-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-11.123&CDS=1-1497	YDR353W, YHR106W
442	OG0000442	genemark-NC_018298.1-processed-gene-12.79-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.79&CDS=1-1809	YNL293W, YOL112W
443	OG0000443	genemark-NC_018298.1-processed-gene-12.68-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.68&CDS=1-1314	YHR001W, YKR003W
444	OG0000444	genemark-NC_018298.1-processed-gene-12.73-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.73&CDS=1-2244, genemark-NC_018298.1-processed-gene-13.188-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.188&CDS=1-1056	YAL040C
445	OG0000445	genemark-NC_018298.1-processed-gene-13.145-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.145&CDS=1-2151	YDR263C, YOR033C
446	OG0000446	snap_masked-NC_018298.1-processed-gene-13.46-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-13.46&CDS=1-315	YGR027C, YLR333C
447	OG0000447	genemark-NC_018300.1-processed-gene-0.50-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.50&CDS=1-822	YLR178C, YLR179C
448	OG0000448	augustus_masked-NC_018300.1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-1.119&CDS=1-2925	YJR094W-A, YPR043W
449	OG0000449	genemark-NC_018300.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.57&CDS=1-3411	YJR091C, YPR042C
450	OG0000450	augustus_masked-NC_018300.1-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-1.125&CDS=1-2529, augustus_masked-NC_018301.1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NC_018301.1-processed-gene-4.58&CDS=1-1020	YJR101W
451	OG0000451	genemark-NC_018300.1-processed-gene-1.63-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.63&CDS=1-834	YMR222C, YOR280C
452	OG0000452	genemark-NC_018300.1-processed-gene-1.87-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.87&CDS=1-891	YER037W, YGL224C
453	OG0000453	genemark-NC_018300.1-processed-gene-2.70-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-2.70&CDS=1-3192	YDR223W, YLR223C
454	OG0000454	genemark-NC_018300.1-processed-gene-4.11-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.11&CDS=1-3348	YJL084C, YKR021W
455	OG0000455	genemark-NC_018300.1-processed-gene-4.18-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-4.18&CDS=1-651	YGL135W, YPL220W
456	OG0000456	genemark-NC_018300.1-processed-gene-5.32-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.32&CDS=1-2478	YIL105C, YNL047C
457	OG0000457	genemark-NC_018300.1-processed-gene-5.47-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-5.47&CDS=1-411	YBL087C, YER117W
458	OG0000458	genemark-NC_018300.1-processed-gene-6.81-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-6.81&CDS=1-1104	YCR105W, YMR318C
459	OG0000459	genemark-NC_018300.1-processed-gene-7.97-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.97&CDS=1-2607	YJR059W, YKL198C
460	OG0000460	genemark-NC_018300.1-processed-gene-7.87-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-7.87&CDS=1-3291	YCR067C, YNR026C
461	OG0000461	genemark-NC_018300.1-processed-gene-8.70-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.70&CDS=1-840	YDR066C, YER139C
462	OG0000462	augustus_masked-NC_018300.1-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-8.18&CDS=1-3036, genemark-NC_018300.1-processed-gene-8.61-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-8.61&CDS=1-1521	YGR053C
463	OG0000463	genemark-NC_018300.1-processed-gene-9.66-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.66&CDS=1-1710	YHR115C, YNL116W
464	OG0000464	genemark-NC_018300.1-processed-gene-9.103-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.103&CDS=1-3225	YBL106C, YPR032W
465	OG0000465	genemark-NC_018300.1-processed-gene-9.105-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.105&CDS=1-1740, genemark-NC_018300.1-processed-gene-9.106-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-9.106&CDS=1-1365	YMR058W
466	OG0000466	snap_masked-NC_018301.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NC_018301.1-processed-gene-0.84&CDS=1-2397	YDR069C, YER144C
467	OG0000467	genemark-NC_018301.1-processed-gene-1.51-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-1.51&CDS=1-3453	YKL121W, YMR102C
468	OG0000468	genemark-NC_018301.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-1.74&CDS=1-2526	YJL082W, YKR018C
469	OG0000469	genemark-NC_018301.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-1.59&CDS=1-954	YJL079C, YKR013W
470	OG0000470	genemark-NC_018301.1-processed-gene-1.75-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-1.75&CDS=1-1089	YBR031W, YDR012W
471	OG0000471	snap_masked-NC_018301.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NC_018301.1-processed-gene-1.105&CDS=1-7872	YBR140C, YOL081W
472	OG0000472	genemark-NC_018301.1-processed-gene-1.62-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-1.62&CDS=1-408	YDR471W, YHR010W
473	OG0000473	genemark-NC_018301.1-processed-gene-2.78-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-2.78&CDS=1-1266	YDR312W, YHR066W
474	OG0000474	genemark-NC_018301.1-processed-gene-3.80-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-3.80&CDS=1-2286, genemark-NC_018302.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-0.9&CDS=1-2025	YGL203C
475	OG0000475	snap_masked-NC_018301.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NC_018301.1-processed-gene-5.42&CDS=1-249	YLR264W, YOR167C
476	OG0000476	genemark-NC_018301.1-processed-gene-5.117-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-5.117&CDS=1-3990	YOR227W, YPL137C
477	OG0000477	genemark-NC_018301.1-processed-gene-5.99-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-5.99&CDS=1-609	YOR226C, YPL135W
478	OG0000478	genemark-NC_018301.1-processed-gene-6.25-mRNA-1_1&gene=genemark-NC_018301.1-processed-gene-6.25&CDS=1-1671, maker-NC_018301.1-snap-gene-6.87-mRNA-1_1&gene=maker-NC_018301.1-snap-gene-6.87&CDS=1-6741	YIL166C
479	OG0000479	maker-NC_018301.1-augustus-gene-6.125-mRNA-1_1&gene=maker-NC_018301.1-augustus-gene-6.125&CDS=1-3960	YHR117W, YNL121C
480	OG0000480	augustus_masked-NC_018301.1-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-NC_018301.1-processed-gene-6.121&CDS=1-4959	YMR186W, YPL240C
481	OG0000481	genemark-NC_018302.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-0.11&CDS=1-435	YDR450W, YML026C
482	OG0000482	genemark-NC_018302.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-0.12&CDS=1-1272	YDR451C, YML027W
483	OG0000483	genemark-NC_018302.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-1.74&CDS=1-1800	YJR054W, YML047C
484	OG0000484	genemark-NC_018302.1-processed-gene-2.37-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-2.37&CDS=1-1416	YCL036W, YDR514C
485	OG0000485	augustus_masked-NC_018302.1-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NC_018302.1-processed-gene-2.2&CDS=1-1830	YLR273C, YOR178C
486	OG0000486	genemark-NC_018302.1-processed-gene-2.61-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-2.61&CDS=1-882	YDL222C, YNL194C
487	OG0000487	genemark-NC_018302.1-processed-gene-2.62-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-2.62&CDS=1-2310	YDL224C, YNL197C
488	OG0000488	genemark-NC_018302.1-processed-gene-2.49-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-2.49&CDS=1-852	YGL096W, YPL177C
489	OG0000489	genemark-NC_018302.1-processed-gene-3.14-mRNA-1_1&gene=genemark-NC_018302.1-processed-gene-3.14&CDS=1-1494	YNL108C, YOR110W
490	OG0000490	snap_masked-NC_018302.1-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NC_018302.1-processed-gene-3.64&CDS=1-1356	YCL011C, YNL004W
491	OG0000491		YAL051W, YLL054C, YOR363C
492	OG0000492	genemark-NC_018292.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-0.68&CDS=1-1473	YHR030C
493	OG0000493	genemark-NC_018292.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-0.69&CDS=1-519	YBL090W
494	OG0000494	genemark-NC_018292.1-processed-gene-0.73-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-0.73&CDS=1-816	YPR192W
495	OG0000495	genemark-NC_018292.1-processed-gene-0.91-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-0.91&CDS=1-2133	YPR185W
496	OG0000496	genemark-NC_018292.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-0.74&CDS=1-1776	YPR190C
497	OG0000497	genemark-NC_018292.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-0.95&CDS=1-1680	YMR105C
498	OG0000498	genemark-NC_018292.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-0.76&CDS=1-3891	YDL240W
499	OG0000499	snap_masked-NC_018292.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-0.41&CDS=1-261	YGL220W
500	OG0000500	augustus_masked-NC_018292.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NC_018292.1-processed-gene-0.30&CDS=1-4131	YGR002C
501	OG0000501	genemark-NC_018292.1-processed-gene-1.47-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.47&CDS=1-2304	YGL009C
502	OG0000502	genemark-NC_018292.1-processed-gene-1.48-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.48&CDS=1-2415	YPL147W
503	OG0000503	genemark-NC_018292.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.49&CDS=1-1263	YKR048C
504	OG0000504	genemark-NC_018292.1-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.66&CDS=1-1422	YLL002W
505	OG0000505	genemark-NC_018292.1-processed-gene-1.68-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.68&CDS=1-294	YDR377W
506	OG0000506	genemark-NC_018292.1-processed-gene-1.69-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.69&CDS=1-5763	YJL039C
507	OG0000507	genemark-NC_018292.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.71&CDS=1-1662	YKR097W
508	OG0000508	augustus_masked-NC_018292.1-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NC_018292.1-processed-gene-1.88&CDS=1-6222	YMR247C
509	OG0000509	augustus_masked-NC_018292.1-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NC_018292.1-processed-gene-1.105&CDS=1-3126	YFL024C
510	OG0000510	genemark-NC_018292.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.58&CDS=1-852	YOR100C
511	OG0000511	genemark-NC_018292.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.59&CDS=1-1905	YOR334W
512	OG0000512	genemark-NC_018292.1-processed-gene-1.60-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.60&CDS=1-2514	YNL021W
513	OG0000513	genemark-NC_018292.1-processed-gene-1.62-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.62&CDS=1-1386	YNL022C
514	OG0000514	genemark-NC_018292.1-processed-gene-1.80-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.80&CDS=1-1164	YGR152C
515	OG0000515	genemark-NC_018292.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-1.64&CDS=1-1689	YKL088W
516	OG0000516	snap_masked-NC_018292.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-2.53&CDS=1-1962	YPL009C
517	OG0000517	genemark-NC_018292.1-processed-gene-2.2-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.2&CDS=1-954	YPL015C
518	OG0000518	genemark-NC_018292.1-processed-gene-2.3-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.3&CDS=1-2361	YFL003C
519	OG0000519	snap_masked-NC_018292.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-2.54&CDS=1-933	YLR063W
520	OG0000520	genemark-NC_018292.1-processed-gene-2.7-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.7&CDS=1-2637	YFL034W
521	OG0000521	genemark-NC_018292.1-processed-gene-2.8-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.8&CDS=1-1770	YLR060W
522	OG0000522	genemark-NC_018292.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.9&CDS=1-627	YFL005W
523	OG0000523	maker-NC_018292.1-augustus-gene-2.142-mRNA-1_1&gene=maker-NC_018292.1-augustus-gene-2.142&CDS=1-1101	YFL010C
524	OG0000524	genemark-NC_018292.1-processed-gene-2.10-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.10&CDS=1-1986	YKL013C
525	OG0000525	genemark-NC_018292.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.32&CDS=1-4014	YIR023W
526	OG0000526	snap_masked-NC_018292.1-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-2.81&CDS=1-249	YLR099W-A
527	OG0000527	genemark-NC_018292.1-processed-gene-2.13-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.13&CDS=1-1635	YDR120C
528	OG0000528	augustus_masked-NC_018292.1-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NC_018292.1-processed-gene-2.110&CDS=1-2361	YGR119C
529	OG0000529	genemark-NC_018292.1-processed-gene-2.36-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.36&CDS=1-930	YIL145C
530	OG0000530	genemark-NC_018292.1-processed-gene-2.20-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.20&CDS=1-1008	YKR092C
531	OG0000531	genemark-NC_018292.1-processed-gene-2.21-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.21&CDS=1-2544	YIL143C
532	OG0000532	genemark-NC_018292.1-processed-gene-2.38-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.38&CDS=1-2346	YNL126W
533	OG0000533	genemark-NC_018292.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.39&CDS=1-1755	YDR232W
534	OG0000534	genemark-NC_018292.1-processed-gene-2.22-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.22&CDS=1-1404	YPR065W
535	OG0000535	genemark-NC_018292.1-processed-gene-2.40-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.40&CDS=1-1071	YKR071C
536	OG0000536	snap_masked-NC_018292.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-2.71&CDS=1-2100	YIL144W
537	OG0000537	genemark-NC_018292.1-processed-gene-2.25-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.25&CDS=1-762	YNL148C
538	OG0000538	genemark-NC_018292.1-processed-gene-2.26-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.26&CDS=1-378	YNL149C
539	OG0000539	genemark-NC_018292.1-processed-gene-2.27-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.27&CDS=1-1587	YPR137W
540	OG0000540	genemark-NC_018292.1-processed-gene-2.43-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.43&CDS=1-723	YNL151C
541	OG0000541	genemark-NC_018292.1-processed-gene-2.28-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-2.28&CDS=1-1617	YNL152W
542	OG0000542	genemark-NC_018292.1-processed-gene-3.36-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.36&CDS=1-1101	YCL055W
543	OG0000543	snap_masked-NC_018292.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-3.2&CDS=1-2964	YLR188W
544	OG0000544	genemark-NC_018292.1-processed-gene-3.42-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.42&CDS=1-4818	YLR189C
545	OG0000545	genemark-NC_018292.1-processed-gene-3.43-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.43&CDS=1-1380	YNL277W
546	OG0000546	genemark-NC_018292.1-processed-gene-3.45-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.45&CDS=1-2901	YNL023C
547	OG0000547	genemark-NC_018292.1-processed-gene-3.59-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.59&CDS=1-906	YOR004W
548	OG0000548	snap_masked-NC_018292.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-3.10&CDS=1-465	YIL027C
549	OG0000549	genemark-NC_018292.1-processed-gene-3.47-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.47&CDS=1-1104	YER095W
550	OG0000550	genemark-NC_018292.1-processed-gene-3.48-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.48&CDS=1-2886	YBL066C
551	OG0000551	genemark-NC_018292.1-processed-gene-3.49-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.49&CDS=1-2739	YGL201C
552	OG0000552	genemark-NC_018292.1-processed-gene-3.65-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.65&CDS=1-345	YHR116W
553	OG0000553	genemark-NC_018292.1-processed-gene-3.54-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.54&CDS=1-1662	YPR088C
554	OG0000554	genemark-NC_018292.1-processed-gene-3.66-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.66&CDS=1-687	YDR167W
555	OG0000555	snap_masked-NC_018292.1-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-3.19&CDS=1-4122	YDR128W
556	OG0000556	genemark-NC_018292.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.67&CDS=1-1035	YLR100W
557	OG0000557	genemark-NC_018292.1-processed-gene-3.69-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.69&CDS=1-1554	YNL240C
558	OG0000558	genemark-NC_018292.1-processed-gene-3.70-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.70&CDS=1-1365	YNL237W
559	OG0000559	genemark-NC_018292.1-processed-gene-3.56-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.56&CDS=1-2604	YNL238W
560	OG0000560	genemark-NC_018292.1-processed-gene-3.57-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-3.57&CDS=1-2154	YNL272C
561	OG0000561	snap_masked-NC_018292.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-4.78&CDS=1-3342	YLR067C
562	OG0000562	genemark-NC_018292.1-processed-gene-4.42-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.42&CDS=1-561	YLR066W
563	OG0000563	genemark-NC_018292.1-processed-gene-4.48-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.48&CDS=1-3726	YDR097C
564	OG0000564	genemark-NC_018292.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.69&CDS=1-3708	YBR023C
565	OG0000565	maker-NC_018292.1-augustus-gene-4.117-mRNA-1_1&gene=maker-NC_018292.1-augustus-gene-4.117&CDS=1-3546	YLR069C
566	OG0000566	genemark-NC_018292.1-processed-gene-4.52-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.52&CDS=1-2313	YNL247W
567	OG0000567	genemark-NC_018292.1-processed-gene-4.53-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.53&CDS=1-3732	YFL008W
568	OG0000568	genemark-NC_018292.1-processed-gene-4.73-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.73&CDS=1-3123	YLR336C
569	OG0000569	genemark-NC_018292.1-processed-gene-4.55-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.55&CDS=1-1104	YGR028W
570	OG0000570	genemark-NC_018292.1-processed-gene-4.56-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.56&CDS=1-2559	YMR302C
571	OG0000571	genemark-NC_018292.1-processed-gene-4.74-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.74&CDS=1-1497	YPL020C
572	OG0000572	genemark-NC_018292.1-processed-gene-4.58-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.58&CDS=1-636	YPL010W
573	OG0000573	snap_masked-NC_018292.1-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-4.98&CDS=1-2310	YBR163W
574	OG0000574	genemark-NC_018292.1-processed-gene-4.61-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.61&CDS=1-1398	YNR001C
575	OG0000575	genemark-NC_018292.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.62&CDS=1-2958	YPL040C
576	OG0000576	genemark-NC_018292.1-processed-gene-4.76-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-4.76&CDS=1-1806	YER068W
577	OG0000577	augustus_masked-NC_018292.1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NC_018292.1-processed-gene-4.22&CDS=1-3594	YIR026C
578	OG0000578	genemark-NC_018292.1-processed-gene-5.54-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.54&CDS=1-1341	YNL119W
579	OG0000579	genemark-NC_018292.1-processed-gene-5.55-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.55&CDS=1-1731	YKR016W
580	OG0000580	genemark-NC_018292.1-processed-gene-5.49-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.49&CDS=1-1842	YMR092C
581	OG0000581	snap_masked-NC_018292.1-processed-gene-5.112-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-5.112&CDS=1-1827	YMR106C
582	OG0000582	snap_masked-NC_018292.1-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-5.118&CDS=1-1110	YMR097C
583	OG0000583	genemark-NC_018292.1-processed-gene-5.51-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.51&CDS=1-861	YKL110C
584	OG0000584	snap_masked-NC_018292.1-processed-gene-5.119-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-5.119&CDS=1-741	YKL099C
585	OG0000585	genemark-NC_018292.1-processed-gene-5.52-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.52&CDS=1-1731	YMR098C
586	OG0000586	genemark-NC_018292.1-processed-gene-5.58-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.58&CDS=1-1014	YKL108W
587	OG0000587	snap_masked-NC_018292.1-processed-gene-5.146-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-5.146&CDS=1-1068	YKR023W
588	OG0000588	snap_masked-NC_018292.1-processed-gene-5.122-mRNA-1_1&gene=snap_masked-NC_018292.1-processed-gene-5.122&CDS=1-1107	YJL106W
589	OG0000589	maker-NC_018292.1-snap-gene-5.170-mRNA-1_1&gene=maker-NC_018292.1-snap-gene-5.170&CDS=1-954	YGR127W
590	OG0000590	genemark-NC_018292.1-processed-gene-5.61-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.61&CDS=1-1014	YPR147C
591	OG0000591	genemark-NC_018292.1-processed-gene-5.66-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.66&CDS=1-1839	YNL227C
592	OG0000592	genemark-NC_018292.1-processed-gene-5.83-mRNA-1_1&gene=genemark-NC_018292.1-processed-gene-5.83&CDS=1-2205	YNL224C
