	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034865_Zygosaccharomyces_kombuchaensis
958	OG0000958	YDR264C	augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.15&CDS=1-6339
959	OG0000959	YDR265W	augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.34&CDS=1-990
960	OG0000960	YDR266C	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.142&CDS=1-1938
961	OG0000961	YDR267C	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.141&CDS=1-984
962	OG0000962	YDR268W	augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.32&CDS=1-2064
963	OG0000963	YDR276C	maker-NODE_41_length_91025_cov_9.81865_ID_81-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_41_length_91025_cov_9.81865_ID_81-augustus-gene-0.92&CDS=1-201
964	OG0000964	YDR280W	maker-NODE_141_length_6947_cov_11.3549_ID_281-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_141_length_6947_cov_11.3549_ID_281-augustus-gene-0.11&CDS=1-1983
965	OG0000965	YDR283C	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.35&CDS=1-5583
966	OG0000966	YDR284C	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.34&CDS=1-879
967	OG0000967	YDR285W	maker-NODE_70_length_55367_cov_10.5679_ID_139-snap-gene-0.31-mRNA-1_1&gene=maker-NODE_70_length_55367_cov_10.5679_ID_139-snap-gene-0.31&CDS=1-2448
968	OG0000968	YDR286C	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.33&CDS=1-315
969	OG0000969	YDR287W	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.45&CDS=1-876
970	OG0000970	YDR289C	augustus_masked-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.71&CDS=1-1086
971	OG0000971	YDR291W	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.36&CDS=1-3222
972	OG0000972	YDR292C	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.48&CDS=1-1791
973	OG0000973	YDR293C	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.51&CDS=1-3729
974	OG0000974	YDR294C	maker-NODE_70_length_55367_cov_10.5679_ID_139-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_70_length_55367_cov_10.5679_ID_139-snap-gene-0.32&CDS=1-3645
975	OG0000975	YDR296W	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.40&CDS=1-663
976	OG0000976	YDR297W	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.41&CDS=1-1005
977	OG0000977	YDR298C	genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_70_length_55367_cov_10.5679_ID_139-processed-gene-0.57&CDS=1-612
978	OG0000978	YDR299W	genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.6&CDS=1-1485
979	OG0000979	YDR300C	genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.26&CDS=1-1248
980	OG0000980	YDR301W	augustus_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.98&CDS=1-4653
981	OG0000981	YDR303C	snap_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.75&CDS=1-2418
982	OG0000982	YDR304C	genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.29&CDS=1-624
983	OG0000983	YDR306C	maker-NODE_56_length_71981_cov_10.3572_ID_111-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_56_length_71981_cov_10.3572_ID_111-augustus-gene-0.47&CDS=1-1797
984	OG0000984	YDR307W	augustus_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.100&CDS=1-1998
985	OG0000985	YDR308C	genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.32&CDS=1-438
986	OG0000986	YDR311W	genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.13&CDS=1-1878
987	OG0000987	YDR314C	augustus_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.120&CDS=1-2823
988	OG0000988	YDR315C	genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_56_length_71981_cov_10.3572_ID_111-processed-gene-0.41&CDS=1-639
989	OG0000989	YDR317W	snap_masked-NODE_64_length_62397_cov_9.98418_ID_127-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_64_length_62397_cov_9.98418_ID_127-processed-gene-0.58&CDS=1-1254
990	OG0000990	YDR318W	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.62&CDS=1-987
991	OG0000991	YDR320C	augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.210&CDS=1-1914
992	OG0000992	YDR320C-A	augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.209&CDS=1-216
993	OG0000993	YDR321W	maker-NODE_2_length_270538_cov_10.4682_ID_3-augustus-gene-1.181-mRNA-1_1&gene=maker-NODE_2_length_270538_cov_10.4682_ID_3-augustus-gene-1.181&CDS=1-2157
994	OG0000994	YDR322C-A	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.52&CDS=1-267
995	OG0000995	YDR322W	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.9&CDS=1-1059
996	OG0000996	YDR324C	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.54&CDS=1-2214
997	OG0000997	YDR325W	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.12&CDS=1-3078
998	OG0000998	YDR330W	maker-NODE_2_length_270538_cov_10.4682_ID_3-augustus-gene-1.182-mRNA-1_1&gene=maker-NODE_2_length_270538_cov_10.4682_ID_3-augustus-gene-1.182&CDS=1-2028
999	OG0000999	YDR331W	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.15&CDS=1-1089
1000	OG0001000	YDR332W	snap_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.94&CDS=1-1956
1001	OG0001001	YDR333C	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.0&CDS=1-2073
1002	OG0001002	YDR334W	genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.57&CDS=1-4431
1003	OG0001003	YDR335W	augustus_masked-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.102&CDS=1-4644
1004	OG0001004	YDR337W	genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.62&CDS=1-882
1005	OG0001005	YDR338C	genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.81&CDS=1-2073
1006	OG0001006	YDR339C	genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.83&CDS=1-567
1007	OG0001007	YDR341C	genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.84&CDS=1-1818
1008	OG0001008	YDR346C	genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_45_length_84110_cov_9.9571_ID_89-processed-gene-0.88&CDS=1-1362
1009	OG0001009	YDR347W	genemark-NODE_3_length_264769_cov_10.0898_ID_5-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_3_length_264769_cov_10.0898_ID_5-processed-gene-1.115&CDS=1-909
1010	OG0001010	YDR352W	genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.1&CDS=1-927
1011	OG0001011	YDR353W	genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.4&CDS=1-957
1012	OG0001012	YDR354W	maker-NODE_27_length_119109_cov_10.1131_ID_53-snap-gene-0.175-mRNA-1_1&gene=maker-NODE_27_length_119109_cov_10.1131_ID_53-snap-gene-0.175&CDS=1-2787
1013	OG0001013	YDR356W	genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.96&CDS=1-2466
1014	OG0001014	YDR359C	genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.66&CDS=1-2802
1015	OG0001015	YDR361C	genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.65&CDS=1-816
1016	OG0001016	YDR363W-A	augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.34&CDS=1-213
1017	OG0001017	YDR364C	augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.12&CDS=1-3243
1018	OG0001018	YDR370C	augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.10&CDS=1-4659
1019	OG0001019	YDR371W	genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.83&CDS=1-1488
1020	OG0001020	YDR372C	genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.54&CDS=1-996
1021	OG0001021	YDR373W	genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.116&CDS=1-570
1022	OG0001022	YDR374W-A	augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.174&CDS=1-219
1023	OG0001023	YDR375C	maker-NODE_25_length_122347_cov_9.93001_ID_49-augustus-gene-0.66-mRNA-1_1&gene=maker-NODE_25_length_122347_cov_9.93001_ID_49-augustus-gene-0.66&CDS=1-2112
1024	OG0001024	YDR376W	augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.173&CDS=1-1755
1025	OG0001025	YDR378C	augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.142&CDS=1-246
1026	OG0001026	YDR380W	genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.112&CDS=1-1830
1027	OG0001027	YDR381C-A	augustus_masked-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.92&CDS=1-297
1028	OG0001028	YDR381W	genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.23&CDS=1-660
1029	OG0001029	YDR382W	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.282-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.282&CDS=1-330
1030	OG0001030	YDR383C	snap_masked-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.130&CDS=1-546
1031	OG0001031	YDR384C	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.231-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.231&CDS=1-831
1032	OG0001032	YDR387C	augustus_masked-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.16&CDS=1-1602
1033	OG0001033	YDR388W	genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.55&CDS=1-1506
1034	OG0001034	YDR389W	genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.56&CDS=1-2211
1035	OG0001035	YDR390C	genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.70&CDS=1-1887
1036	OG0001036	YDR391C	genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_25_length_122347_cov_9.93001_ID_49-processed-gene-0.91&CDS=1-705
1037	OG0001037	YDR392W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.2&CDS=1-984
1038	OG0001038	YDR394W	augustus_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.119&CDS=1-2520
1039	OG0001039	YDR395W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.6&CDS=1-2835
1040	OG0001040	YDR397C	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.32&CDS=1-465
1041	OG0001041	YDR400W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.9&CDS=1-1008
1042	OG0001042	YDR402C	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.33&CDS=1-1473
1043	OG0001043	YDR403W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.10&CDS=1-1581
1044	OG0001044	YDR404C	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.34&CDS=1-513
1045	OG0001045	YDR405W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.12&CDS=1-759
1046	OG0001046	YDR407C	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.39&CDS=1-4557
1047	OG0001047	YDR408C	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.40&CDS=1-636
1048	OG0001048	YDR410C	augustus_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.150&CDS=1-1440
1049	OG0001049	YDR411C	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.44&CDS=1-924
1050	OG0001050	YDR412W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.18&CDS=1-654
1051	OG0001051	YDR414C	augustus_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.153&CDS=1-873
1052	OG0001052	YDR415C	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.46&CDS=1-1107
1053	OG0001053	YDR416W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.20&CDS=1-2412
1054	OG0001054	YDR419W	snap_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.81&CDS=1-1785
1055	OG0001055	YDR421W	genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_28_length_118691_cov_10.2088_ID_55-processed-gene-0.24&CDS=1-2547
1056	OG0001056	YDR422C	maker-NODE_28_length_118691_cov_10.2088_ID_55-augustus-gene-0.56-mRNA-1_1&gene=maker-NODE_28_length_118691_cov_10.2088_ID_55-augustus-gene-0.56&CDS=1-4608
1057	OG0001057	YDR429C	augustus_masked-NODE_106_length_23827_cov_9.65821_ID_211-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_106_length_23827_cov_9.65821_ID_211-processed-gene-0.31&CDS=1-1335
1058	OG0001058	YDR430C	maker-NODE_106_length_23827_cov_9.65821_ID_211-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_106_length_23827_cov_9.65821_ID_211-augustus-gene-0.14&CDS=1-3609
1059	OG0001059	YDR432W	genemark-NODE_106_length_23827_cov_9.65821_ID_211-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_106_length_23827_cov_9.65821_ID_211-processed-gene-0.6&CDS=1-1221
1060	OG0001060	YDR434W	genemark-NODE_176_length_1960_cov_9.66142_ID_351-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_176_length_1960_cov_9.66142_ID_351-processed-gene-0.2&CDS=1-1545
1061	OG0001061	YDR435C	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.22&CDS=1-935
1062	OG0001062	YDR439W	snap_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.78&CDS=1-723
1063	OG0001063	YDR444W	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.34&CDS=1-1956
1064	OG0001064	YDR446W	snap_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.73&CDS=1-816
1065	OG0001065	YDR448W	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.32&CDS=1-1305
1066	OG0001066	YDR449C	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.12&CDS=1-1305
1067	OG0001067	YDR452W	augustus_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.108&CDS=1-1890
1068	OG0001068	YDR454C	augustus_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.89&CDS=1-999
1069	OG0001069	YDR456W	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.28&CDS=1-1881
1070	OG0001070	YDR457W	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.26&CDS=1-9843
1071	OG0001071	YDR459C	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.4&CDS=1-1062
1072	OG0001072	YDR460W	genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_47_length_80422_cov_10.2449_ID_93-processed-gene-0.24&CDS=1-978
1073	OG0001073	YDR463W	genemark-NODE_55_length_72100_cov_9.9165_ID_109-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_55_length_72100_cov_9.9165_ID_109-processed-gene-0.65&CDS=1-1566
1074	OG0001074	YDR464W	augustus_masked-NODE_55_length_72100_cov_9.9165_ID_109-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_55_length_72100_cov_9.9165_ID_109-processed-gene-0.31&CDS=1-4194
