	OrthologID	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
512	OG0000512	-processed-gene-0.116-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.116&CDS=1-2643	YHR073W
513	OG0000513	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.99&CDS=1-651	YDR302W
514	OG0000514	-augustus-gene-0.1-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-augustus-gene-0.1&CDS=1-2064	YJL019W
515	OG0000515	-processed-gene-0.19-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.19&CDS=1-990	YCR044C
516	OG0000516	-processed-gene-0.121-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.121&CDS=1-1620	YNL275W
517	OG0000517	-snap-gene-0.4-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-0.4&CDS=1-1944	YNL277W
518	OG0000518	-processed-gene-0.104-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.104&CDS=1-1260	YER019W
519	OG0000519	-processed-gene-0.106-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.106&CDS=1-876	YDL201W
520	OG0000520	-processed-gene-0.107-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.107&CDS=1-3645	YLR189C
521	OG0000521	-processed-gene-0.108-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.108&CDS=1-780	YPR143W
522	OG0000522	-processed-gene-0.127-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.127&CDS=1-1659	YGR055W
523	OG0000523	-processed-gene-0.128-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.128&CDS=1-1320	YBL098W
524	OG0000524	-processed-gene-0.109-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.109&CDS=1-1341	YER122C
525	OG0000525	-processed-gene-0.129-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.129&CDS=1-4152	YHR186C
526	OG0000526	-processed-gene-0.131-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-0.131&CDS=1-246	YER180C-A
527	OG0000527	-processed-gene-1.1-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.1&CDS=1-2169	YHL016C
528	OG0000528	-snap-gene-1.57-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-1.57&CDS=1-1338	YER136W
529	OG0000529	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.73&CDS=1-1872	YPR140W
530	OG0000530	-processed-gene-1.31-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.31&CDS=1-1977	YPR141C
531	OG0000531	-processed-gene-1.32-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.32&CDS=1-870	YPR139C
532	OG0000532	-processed-gene-1.33-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.33&CDS=1-621	YFR001W
533	OG0000533	-processed-gene-1.34-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.34&CDS=1-630	YDR476C
534	OG0000534	-processed-gene-1.35-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.35&CDS=1-3273	YLL021W
535	OG0000535	-processed-gene-1.36-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.36&CDS=1-3348	YDR217C
536	OG0000536	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.38&CDS=1-1965	YLR226W
537	OG0000537	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.39&CDS=1-1236	YHL021C
538	OG0000538	-processed-gene-1.40-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.40&CDS=1-1197	YPR108W
539	OG0000539	-processed-gene-1.41-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.41&CDS=1-345	YLR099W-A
540	OG0000540	-processed-gene-1.16-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.16&CDS=1-1701	YGL252C
541	OG0000541	-processed-gene-1.159-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.159&CDS=1-747	YOL038W
542	OG0000542	-processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.135&CDS=1-399	YIR015W
543	OG0000543	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.45&CDS=1-372	YOL026C
544	OG0000544	-snap-gene-1.55-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-1.55&CDS=1-309	YIL008W
545	OG0000545	-snap-gene-1.60-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-1.60&CDS=1-630	YIL007C
546	OG0000546	-processed-gene-1.48-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.48&CDS=1-759	YDR071C
547	OG0000547	-processed-gene-1.25-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.25&CDS=1-270	YER146W
548	OG0000548	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.49&CDS=1-1005	YER142C
549	OG0000549	-processed-gene-1.26-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.26&CDS=1-1350	YER143W
550	OG0000550	-processed-gene-1.50-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.50&CDS=1-603	YDR067C
551	OG0000551	-processed-gene-1.27-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.27&CDS=1-1128	YDR068W
552	OG0000552	-processed-gene-1.28-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-1.28&CDS=1-1071	YOL065C
553	OG0000553	-processed-gene-2.4-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.4&CDS=1-1011	YPL244C
554	OG0000554	-processed-gene-2.0-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.0&CDS=1-1602	YPL243W
555	OG0000555	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.5&CDS=1-687	YDR007W
556	OG0000556	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.101&CDS=1-558	YER134C
557	OG0000557	-snap-gene-2.65-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-2.65&CDS=1-1329	YHR190W
558	OG0000558	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.79&CDS=1-1407	YDL030W
559	OG0000559	-processed-gene-2.29-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.29&CDS=1-405	YGL054C
560	OG0000560	-processed-gene-2.30-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.30&CDS=1-3276	YOR191W
561	OG0000561	-processed-gene-2.9-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.9&CDS=1-903	YBR151W
562	OG0000562	-processed-gene-2.105-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.105&CDS=1-414	YNL328C
563	OG0000563	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.10&CDS=1-1083	YNL326C
564	OG0000564	-processed-gene-2.32-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.32&CDS=1-4587	YPL242C
565	OG0000565	-processed-gene-2.12-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.12&CDS=1-3084	YNL329C
566	OG0000566	-snap-gene-2.66-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-2.66&CDS=1-1311	YNL330C
567	OG0000567	-processed-gene-2.39-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.39&CDS=1-885	YIL145C
568	OG0000568	-processed-gene-2.17-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.17&CDS=1-258	YGR037C
569	OG0000569	-processed-gene-2.18-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.18&CDS=1-1440	YDR182W
570	OG0000570	-snap-gene-2.64-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-2.64&CDS=1-525	YOL146W
571	OG0000571	-processed-gene-2.42-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.42&CDS=1-618	YLR059C
572	OG0000572	-processed-gene-2.21-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.21&CDS=1-522	YLR050C
573	OG0000573	-processed-gene-2.43-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.43&CDS=1-915	YOR074C
574	OG0000574	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.22&CDS=1-909	YOR075W
575	OG0000575	-processed-gene-2.44-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.44&CDS=1-1695	YOR073W
576	OG0000576	-snap-gene-2.67-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-2.67&CDS=1-2220	YKR084C
577	OG0000577	-processed-gene-2.46-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.46&CDS=1-546	YKR085C
578	OG0000578	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.47&CDS=1-1521	YHR183W
579	OG0000579	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.24&CDS=1-630	YDR183W
580	OG0000580	-processed-gene-2.26-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.26&CDS=1-831	YDR446W
581	OG0000581	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-2.53&CDS=1-1293	YDR448W
582	OG0000582	-processed-gene-3.141-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.141&CDS=1-1251	YDR449C
583	OG0000583	-processed-gene-3.143-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.143&CDS=1-753	YML025C
584	OG0000584	-processed-gene-3.173-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.173&CDS=1-606	YHR026W
585	OG0000585	-processed-gene-3.174-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.174&CDS=1-1071	YHR025W
586	OG0000586	-processed-gene-3.147-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.147&CDS=1-1479	YHR024C
587	OG0000587	-processed-gene-3.175-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.175&CDS=1-2859	YHR027C
588	OG0000588	-processed-gene-3.177-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.177&CDS=1-2373	YHR028C
589	OG0000589	-processed-gene-3.178-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.178&CDS=1-1401	YHR030C
590	OG0000590	-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.77&CDS=1-1581	YHR048W
591	OG0000591	-processed-gene-3.183-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.183&CDS=1-741	YKL152C
592	OG0000592	-processed-gene-3.150-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.150&CDS=1-735	YKL159C
593	OG0000593	-processed-gene-3.185-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.185&CDS=1-1152	YHR052W
594	OG0000594	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.12&CDS=1-372	YKL160W
595	OG0000595	-processed-gene-3.186-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.186&CDS=1-450	YHR051W
596	OG0000596	-processed-gene-3.152-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.152&CDS=1-1284	YEL002C
597	OG0000597	-processed-gene-3.188-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.188&CDS=1-336	YEL003W
598	OG0000598	-processed-gene-3.153-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.153&CDS=1-696	YER148W
599	OG0000599	-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.117&CDS=1-2403	YER151C
600	OG0000600	-processed-gene-3.155-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.155&CDS=1-669	YER002W
601	OG0000601	-processed-gene-3.192-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.192&CDS=1-1287	YER003C
602	OG0000602	-processed-gene-3.193-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.193&CDS=1-1410	YOL030W
603	OG0000603	-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.122&CDS=1-2022	YIR003W
604	OG0000604	-snap-gene-3.209-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-3.209&CDS=1-378	YER009W
605	OG0000605	-processed-gene-3.156-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.156&CDS=1-1995	YOR017W
606	OG0000606	-processed-gene-3.198-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.198&CDS=1-912	YMR010W
607	OG0000607	-processed-gene-3.199-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.199&CDS=1-1155	YEL004W
608	OG0000608	-processed-gene-3.200-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.200&CDS=1-2136	YIL005W
609	OG0000609	-processed-gene-3.157-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.157&CDS=1-1830	YEL007W
610	OG0000610	-processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.19&CDS=1-1062	YIL006W
611	OG0000611	-processed-gene-3.159-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.159&CDS=1-918	YDR075W
612	OG0000612	-processed-gene-3.161-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.161&CDS=1-522	YMR009W
613	OG0000613	-snap-gene-3.210-mRNA-1_1&gene=maker-gi|1002316263|dbj|BCGI01000007.1|-snap-gene-3.210&CDS=1-2577	YDR074W
614	OG0000614	-processed-gene-3.163-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.163&CDS=1-1374	YDR191W
615	OG0000615	-processed-gene-3.203-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.203&CDS=1-816	YLR243W
616	OG0000616	-processed-gene-3.204-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.204&CDS=1-2517	YNL127W
617	OG0000617	-processed-gene-3.25-mRNA-1_1&gene=genemark-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.25&CDS=1-2517	YNL126W
618	OG0000618	-processed-gene-3.205-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.205&CDS=1-1020	YFL029C
619	OG0000619	-processed-gene-3.167-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.167&CDS=1-1122	YFL027C
620	OG0000620	-processed-gene-3.206-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.206&CDS=1-1710	YLR055C
621	OG0000621	-processed-gene-3.168-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.168&CDS=1-957	YFL028C
622	OG0000622	-processed-gene-3.169-mRNA-1_1&gene=snap_masked-gi|1002316263|dbj|BCGI01000007.1|-processed-gene-3.169&CDS=1-1134	YLR056W
623	OG0000623	-processed-gene-0.132-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.132&CDS=1-774	YML097C
624	OG0000624	-processed-gene-0.106-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.106&CDS=1-1458	YML096W
625	OG0000625	-processed-gene-0.80-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.80&CDS=1-669	YML095C
626	OG0000626	-processed-gene-0.107-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.107&CDS=1-480	YML094W
627	OG0000627	-processed-gene-0.108-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.108&CDS=1-2697	YML093W
628	OG0000628	-snap-gene-0.96-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-snap-gene-0.96&CDS=1-750	YML092C
629	OG0000629	-processed-gene-0.109-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.109&CDS=1-2082	YER173W
630	OG0000630	-processed-gene-0.136-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.136&CDS=1-2232	YML091C
631	OG0000631	-processed-gene-0.137-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.137&CDS=1-1341	YML126C
632	OG0000632	-processed-gene-0.138-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.138&CDS=1-1527	YML127W
633	OG0000633	-augustus-gene-0.146-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-augustus-gene-0.146&CDS=1-1785	YML128C
634	OG0000634	-processed-gene-0.114-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.114&CDS=1-2523	YER169W
635	OG0000635	-processed-gene-0.117-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.117&CDS=1-1008	YOR313C
636	OG0000636	-processed-gene-0.143-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.143&CDS=1-1542	YOR310C
637	OG0000637	-processed-gene-0.119-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-0.119&CDS=1-942	YOR311C
638	OG0000638	-processed-gene-1.102-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.102&CDS=1-1395	YMR243C
639	OG0000639	-processed-gene-1.128-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.128&CDS=1-1881	YOR308C
640	OG0000640	-processed-gene-1.130-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.130&CDS=1-657	YBR096W
641	OG0000641	-processed-gene-1.108-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.108&CDS=1-1047	YLR181C
642	OG0000642	-processed-gene-1.110-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.110&CDS=1-528	YLR370C
643	OG0000643	-processed-gene-1.111-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.111&CDS=1-2307	YDR160W
644	OG0000644	-processed-gene-1.135-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.135&CDS=1-672	YER170W
645	OG0000645	-processed-gene-1.136-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.136&CDS=1-3675	YDR097C
646	OG0000646	-processed-gene-1.112-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.112&CDS=1-4026	YPR189W
647	OG0000647	-processed-gene-1.114-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.114&CDS=1-4260	YLR371W
648	OG0000648	-processed-gene-1.116-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.116&CDS=1-315	YCL057C-A
649	OG0000649	-processed-gene-1.142-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.142&CDS=1-1011	YHR076W
650	OG0000650	-processed-gene-1.118-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.118&CDS=1-282	YDR322C-A
651	OG0000651	-processed-gene-1.143-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.143&CDS=1-1101	YDR322W
652	OG0000652	-snap-gene-1.2-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-snap-gene-1.2&CDS=1-213	YNL259C
653	OG0000653	-processed-gene-1.145-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.145&CDS=1-459	YNL260C
654	OG0000654	-processed-gene-1.120-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.120&CDS=1-2004	YCL057W
655	OG0000655	-processed-gene-1.146-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.146&CDS=1-2868	YHR077C
656	OG0000656	-processed-gene-1.121-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.121&CDS=1-1893	YDR323C
657	OG0000657	-processed-gene-1.122-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.122&CDS=1-1287	YNL261W
658	OG0000658	-processed-gene-1.123-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.123&CDS=1-804	YML112W
659	OG0000659	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.29&CDS=1-972	YMR262W
660	OG0000660	-processed-gene-1.124-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-1.124&CDS=1-1569	YBL015W
661	OG0000661	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.10&CDS=1-1836	YML088W
662	OG0000662	-processed-gene-2.7-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.7&CDS=1-453	YMR260C
663	OG0000663	-processed-gene-2.8-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.8&CDS=1-3951	YMR259C
664	OG0000664	-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.115&CDS=1-1800	YER049W
665	OG0000665	-processed-gene-2.31-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.31&CDS=1-291	YER048W-A
666	OG0000666	-processed-gene-2.15-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.15&CDS=1-1227	YER048C
667	OG0000667	-processed-gene-2.33-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.33&CDS=1-2340	YER171W
668	OG0000668	-processed-gene-2.18-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.18&CDS=1-609	YER128W
669	OG0000669	-processed-gene-2.19-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.19&CDS=1-594	YGL200C
670	OG0000670	-processed-gene-2.38-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.38&CDS=1-2400	YLL001W
671	OG0000671	-processed-gene-2.39-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.39&CDS=1-1269	YLL002W
672	OG0000672	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.63&CDS=1-2220	YJR119C
673	OG0000673	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.22&CDS=1-849	YKL107W
674	OG0000674	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.24&CDS=1-651	YHL031C
675	OG0000675	-processed-gene-2.40-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.40&CDS=1-816	YLL041C
676	OG0000676	-snap-gene-2.4-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-snap-gene-2.4&CDS=1-1374	YGL164C
677	OG0000677	-processed-gene-2.42-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-2.42&CDS=1-1311	YGL166W
