	OrthologID	Saccharomyces_cerevisiae	Xylona_heveae
2635	OG0002635	YNR006W	XP_018186687.1
2636	OG0002636	YNR007C	XP_018188472.1
2637	OG0002637	YNR008W	XP_018187370.1
2638	OG0002638	YNR012W	XP_018188839.1
2639	OG0002639	YNR013C	XP_018185433.1
2640	OG0002640	YNR015W	XP_018191531.1
2641	OG0002641	YNR016C	XP_018187258.1
2642	OG0002642	YNR017W	XP_018187217.1
2643	OG0002643	YNR020C	XP_018187118.1
2644	OG0002644	YNR029C	XP_018190917.1
2645	OG0002645	YNR030W	XP_018191508.1
2646	OG0002646	YNR032C-A	XP_018190830.1
2647	OG0002647	YNR032W	XP_018188750.1
2648	OG0002648	YNR033W	XP_018186930.1
2649	OG0002649	YNR035C	XP_018191460.1
2650	OG0002650	YNR036C	XP_018184938.1
2651	OG0002651	YNR037C	XP_018185040.1
2652	OG0002652	YNR039C	XP_018192304.1
2653	OG0002653	YNR041C	XP_018189421.1
2654	OG0002654	YNR043W	XP_018191302.1
2655	OG0002655	YNR046W	XP_018190210.1
2656	OG0002656	YNR050C	XP_018188226.1
2657	OG0002657	YNR052C	XP_018184654.1
2658	OG0002658	YNR053C	XP_018191823.1
2659	OG0002659	YNR054C	XP_018188728.1
2660	OG0002660	YOL001W	XP_018186282.1
2661	OG0002661	YOL003C	XP_018191641.1
2662	OG0002662	YOL004W	XP_018191655.1
2663	OG0002663	YOL005C	XP_018192414.1
2664	OG0002664	YOL006C	XP_018191520.1
2665	OG0002665	YOL009C	XP_018187555.1
2666	OG0002666	YOL010W	XP_018191501.1
2667	OG0002667	YOL012C	XP_018186095.1
2668	OG0002668	YOL013C	XP_018190545.1
2669	OG0002669	YOL018C	XP_018187266.1
2670	OG0002670	YOL021C	XP_018187792.1
2671	OG0002671	YOL022C	XP_018184421.1
2672	OG0002672	YOL023W	XP_018190252.1
2673	OG0002673	YOL026C	XP_018185835.1
2674	OG0002674	YOL031C	XP_018189352.1
2675	OG0002675	YOL032W	XP_018188698.1
2676	OG0002676	YOL033W	XP_018192119.1
2677	OG0002677	YOL034W	XP_018186474.1
2678	OG0002678	YOL038W	XP_018185919.1
2679	OG0002679	YOL040C	XP_018189315.1
2680	OG0002680	YOL041C	XP_018189366.1
2681	OG0002681	YOL043C	XP_018189111.1
2682	OG0002682	YOL049W	XP_018187804.1
2683	OG0002683	YOL052C	XP_018185832.1
2684	OG0002684	YOL057W	XP_018191887.1
2685	OG0002685	YOL058W	XP_018191421.1
2686	OG0002686	YOL060C	XP_018186708.1
2687	OG0002687	YOL064C	XP_018186648.1
2688	OG0002688	YOL065C	XP_018188571.1
2689	OG0002689	YOL071W	XP_018192268.1
2690	OG0002690	YOL073C	XP_018190395.1
2691	OG0002691	YOL075C	XP_018187317.1
2692	OG0002692	YOL076W	XP_018190164.1
2693	OG0002693	YOL077C	XP_018186151.1
2694	OG0002694	YOL078W	XP_018187160.1
2695	OG0002695	YOL080C	XP_018188809.1
2696	OG0002696	YOL086W-A	XP_018185086.1
2697	OG0002697	YOL090W	XP_018187459.1
2698	OG0002698	YOL093W	XP_018187383.1
2699	OG0002699	YOL094C	XP_018186852.1
2700	OG0002700	YOL096C	XP_018190474.1
2701	OG0002701	YOL097C	XP_018185150.1
2702	OG0002702	YOL098C	XP_018190282.1
2703	OG0002703	YOL102C	XP_018187770.1
2704	OG0002704	YOL107W	XP_018185520.1
2705	OG0002705	YOL108C	XP_018187639.1
2706	OG0002706	YOL114C	XP_018187473.1
2707	OG0002707	YOL122C	XP_018190512.1
2708	OG0002708	YOL123W	XP_018185647.1
2709	OG0002709	YOL124C	XP_018187874.1
2710	OG0002710	YOL127W	XP_018186883.1
2711	OG0002711	YOL129W	XP_018186887.1
2712	OG0002712	YOL133W	XP_018186901.1
2713	OG0002713	YOL135C	XP_018186561.1
2714	OG0002714	YOL139C	XP_018189790.1
2715	OG0002715	YOL140W	XP_018187076.1
2716	OG0002716	YOL141W	XP_018184961.1
2717	OG0002717	YOL142W	XP_018184809.1
2718	OG0002718	YOL143C	XP_018192266.1
2719	OG0002719	YOL145C	XP_018188124.1
2720	OG0002720	YOL146W	XP_018191029.1
2721	OG0002721	YOL147C	XP_018186576.1
2722	OG0002722	YOL154W	XP_018189289.1
2723	OG0002723	YOR001W	XP_018187463.1
2724	OG0002724	YOR002W	XP_018189284.1
2725	OG0002725	YOR004W	XP_018191696.1
2726	OG0002726	YOR005C	XP_018192147.1
2727	OG0002727	YOR006C	XP_018190256.1
2728	OG0002728	YOR007C	XP_018184408.1
2729	OG0002729	YOR014W	XP_018185743.1
2730	OG0002730	YOR017W	XP_018186876.1
2731	OG0002731	YOR020C	XP_018184885.1
2732	OG0002732	YOR021C	XP_018191260.1
2733	OG0002733	YOR022C	XP_018185683.1
2734	OG0002734	YOR023C	XP_018191195.1
2735	OG0002735	YOR025W	XP_018188881.1
2736	OG0002736	YOR032C	XP_018189099.1
2737	OG0002737	YOR035C	XP_018185021.1
2738	OG0002738	YOR036W	XP_018191304.1
2739	OG0002739	YOR039W	XP_018184405.1
2740	OG0002740	YOR042W	XP_018191065.1
2741	OG0002741	YOR043W	XP_018191918.1
2742	OG0002742	YOR046C	XP_018189153.1
2743	OG0002743	YOR052C	XP_018189121.1
2744	OG0002744	YOR056C	XP_018185935.1
2745	OG0002745	YOR057W	XP_018185801.1
2746	OG0002746	YOR058C	XP_018192121.1
2747	OG0002747	YOR059C	XP_018189204.1
2748	OG0002748	YOR061W	XP_018191658.1
2749	OG0002749	YOR063W	XP_018185513.1
2750	OG0002750	YOR065W	XP_018192355.1
2751	OG0002751	YOR067C	XP_018187049.1
2752	OG0002752	YOR069W	XP_018190592.1
2753	OG0002753	YOR070C	XP_018185645.1
2754	OG0002754	YOR074C	XP_018191032.1
2755	OG0002755	YOR075W	XP_018191085.1
2756	OG0002756	YOR077W	XP_018188227.1
2757	OG0002757	YOR085W	XP_018185668.1
2758	OG0002758	YOR087W	XP_018188890.1
2759	OG0002759	YOR089C	XP_018191798.1
2760	OG0002760	YOR090C	XP_018191348.1
2761	OG0002761	YOR091W	XP_018185057.1
2762	OG0002762	YOR093C	XP_018189673.1
2763	OG0002763	YOR095C	XP_018184865.1
2764	OG0002764	YOR100C	XP_018190595.1
2765	OG0002765	YOR101W	XP_018188711.1
2766	OG0002766	YOR103C	XP_018191701.1
2767	OG0002767	YOR111W	XP_018187632.1
2768	OG0002768	YOR112W	XP_018191203.1
2769	OG0002769	YOR113W	XP_018186830.1
2770	OG0002770	YOR115C	XP_018186823.1
2771	OG0002771	YOR116C	XP_018184573.1
2772	OG0002772	YOR117W	XP_018185220.1
2773	OG0002773	YOR118W	XP_018191790.1
2774	OG0002774	YOR119C	XP_018187225.1
2775	OG0002775	YOR122C	XP_018186771.1
2776	OG0002776	YOR124C	XP_018190105.1
2777	OG0002777	YOR125C	XP_018184608.1
2778	OG0002778	YOR126C	XP_018187051.1
2779	OG0002779	YOR128C	XP_018190486.1
2780	OG0002780	YOR129C	XP_018190627.1
2781	OG0002781	YOR130C	XP_018189336.1
2782	OG0002782	YOR131C	XP_018184618.1
2783	OG0002783	YOR132W	XP_018188477.1
2784	OG0002784	YOR136W	XP_018189004.1
2785	OG0002785	YOR140W	XP_018188344.1
2786	OG0002786	YOR141C	XP_018188271.1
2787	OG0002787	YOR142W	XP_018188120.1
2788	OG0002788	YOR143C	XP_018186291.1
2789	OG0002789	YOR145C	XP_018190205.1
2790	OG0002790	YOR149C	XP_018188145.1
2791	OG0002791	YOR150W	XP_018188292.1
2792	OG0002792	YOR151C	XP_018189852.1
2793	OG0002793	YOR154W	XP_018188090.1
2794	OG0002794	YOR155C	XP_018188249.1
2795	OG0002795	YOR157C	XP_018189911.1
2796	OG0002796	YOR159C	XP_018190970.1
2797	OG0002797	YOR160W	XP_018190971.1
2798	OG0002798	YOR161C	XP_018190995.1
2799	OG0002799	YOR163W	XP_018185578.1
2800	OG0002800	YOR164C	XP_018186854.1
2801	OG0002801	YOR165W	XP_018186295.1
2802	OG0002802	YOR168W	XP_018188892.1
2803	OG0002803	YOR175C	XP_018186842.1
2804	OG0002804	YOR176W	XP_018188498.1
2805	OG0002805	YOR181W	XP_018186371.1
2806	OG0002806	YOR184W	XP_018186947.1
2807	OG0002807	YOR187W	XP_018192207.1
2808	OG0002808	YOR188W	XP_018191716.1
2809	OG0002809	YOR194C	XP_018187514.1
2810	OG0002810	YOR196C	XP_018184839.1
2811	OG0002811	YOR197W	XP_018190128.1
2812	OG0002812	YOR201C	XP_018185133.1
2813	OG0002813	YOR202W	XP_018186869.1
2814	OG0002814	YOR205C	XP_018185531.1
2815	OG0002815	YOR206W	XP_018187569.1
2816	OG0002816	YOR207C	XP_018186224.1
2817	OG0002817	YOR209C	XP_018189785.1
2818	OG0002818	YOR210W	XP_018187518.1
2819	OG0002819	YOR211C	XP_018192307.1
2820	OG0002820	YOR212W	XP_018192157.1
2821	OG0002821	YOR215C	XP_018190936.1
2822	OG0002822	YOR216C	XP_018191272.1
2823	OG0002823	YOR222W	XP_018184389.1
2824	OG0002824	YOR223W	XP_018185486.1
2825	OG0002825	YOR224C	XP_018188700.1
2826	OG0002826	YOR232W	XP_018185590.1
2827	OG0002827	YOR233W	XP_018187571.1
2828	OG0002828	YOR236W	XP_018187063.1
2829	OG0002829	YOR238W	XP_018184626.1
2830	OG0002830	YOR239W	XP_018190365.1
2831	OG0002831	YOR241W	XP_018187399.1
2832	OG0002832	YOR243C	XP_018189607.1
2833	OG0002833	YOR244W	XP_018188813.1
2834	OG0002834	YOR245C	XP_018192432.1
2835	OG0002835	YOR250C	XP_018188747.1
2836	OG0002836	YOR251C	XP_018189761.1
2837	OG0002837	YOR252W	XP_018187388.1
2838	OG0002838	YOR254C	XP_018189678.1
2839	OG0002839	YOR257W	XP_018190489.1
2840	OG0002840	YOR258W	XP_018192095.1
2841	OG0002841	YOR259C	XP_018190183.1
2842	OG0002842	YOR260W	XP_018189578.1
2843	OG0002843	YOR261C	XP_018186254.1
2844	OG0002844	YOR262W	XP_018184926.1
2845	OG0002845	YOR265W	XP_018190086.1
2846	OG0002846	YOR267C	XP_018184886.1
2847	OG0002847	YOR269W	XP_018190426.1
2848	OG0002848	YOR270C	XP_018190417.1
2849	OG0002849	YOR271C	XP_018189521.1
2850	OG0002850	YOR272W	XP_018190299.1
2851	OG0002851	YOR274W	XP_018186838.1
2852	OG0002852	YOR278W	XP_018187360.1
2853	OG0002853	YOR281C	XP_018184829.1
2854	OG0002854	YOR283W	XP_018185454.1
2855	OG0002855	YOR286W	XP_018188971.1
2856	OG0002856	YOR287C	XP_018188209.1
2857	OG0002857	YOR288C	XP_018191616.1
2858	OG0002858	YOR289W	XP_018184415.1
2859	OG0002859	YOR291W	XP_018188200.1
2860	OG0002860	YOR292C	XP_018187855.1
2861	OG0002861	YOR294W	XP_018192354.1
2862	OG0002862	YOR296W	XP_018187654.1
2863	OG0002863	YOR298C-A	XP_018184568.1
2864	OG0002864	YOR301W	XP_018187666.1
2865	OG0002865	YOR303W	XP_018188374.1
2866	OG0002866	YOR307C	XP_018186208.1
2867	OG0002867	YOR308C	XP_018185495.1
2868	OG0002868	YOR310C	XP_018190835.1
2869	OG0002869	YOR311C	XP_018190824.1
2870	OG0002870	YOR317W	XP_018190965.1
2871	OG0002871	YOR319W	XP_018186827.1
2872	OG0002872	YOR322C	XP_018192234.1
2873	OG0002873	YOR323C	XP_018185676.1
2874	OG0002874	YOR326W	XP_018188197.1
2875	OG0002875	YOR330C	XP_018192258.1
2876	OG0002876	YOR332W	XP_018186382.1
2877	OG0002877	YOR335C	XP_018191610.1
2878	OG0002878	YOR336W	XP_018187352.1
2879	OG0002879	YOR339C	XP_018187677.1
2880	OG0002880	YOR340C	XP_018189867.1
2881	OG0002881	YOR341W	XP_018190755.1
2882	OG0002882	YOR346W	XP_018187932.1
2883	OG0002883	YOR349W	XP_018188867.1
2884	OG0002884	YOR356W	XP_018188046.1
2885	OG0002885	YOR357C	XP_018186039.1
2886	OG0002886	YOR358W	XP_018186760.1
2887	OG0002887	YOR359W	XP_018190547.1
2888	OG0002888	YOR360C	XP_018190670.1
2889	OG0002889	YOR361C	XP_018192392.1
2890	OG0002890	YOR362C	XP_018190213.1
2891	OG0002891	YOR367W	XP_018184533.1
2892	OG0002892	YOR369C	XP_018187756.1
2893	OG0002893	YOR370C	XP_018186470.1
2894	OG0002894	YOR375C	XP_018191363.1
2895	OG0002895	YOR378W	XP_018186664.1
2896	OG0002896	YOR380W	XP_018192008.1
2897	OG0002897	YOR386W	XP_018189979.1
2898	OG0002898	YOR388C	XP_018186969.1
2899	OG0002899	YPL001W	XP_018187193.1
2900	OG0002900	YPL002C	XP_018188275.1
2901	OG0002901	YPL003W	XP_018184866.1
2902	OG0002902	YPL006W	XP_018186641.1
2903	OG0002903	YPL008W	XP_018187365.1
2904	OG0002904	YPL009C	XP_018187911.1
2905	OG0002905	YPL010W	XP_018187912.1
2906	OG0002906	YPL011C	XP_018189264.1
2907	OG0002907	YPL012W	XP_018185521.1
2908	OG0002908	YPL013C	XP_018188594.1
2909	OG0002909	YPL015C	XP_018187904.1
2910	OG0002910	YPL016W	XP_018187434.1
2911	OG0002911	YPL020C	XP_018184958.1
2912	OG0002912	YPL022W	XP_018186367.1
2913	OG0002913	YPL028W	XP_018191598.1
2914	OG0002914	YPL029W	XP_018188798.1
2915	OG0002915	YPL030W	XP_018186473.1
2916	OG0002916	YPL040C	XP_018189765.1
2917	OG0002917	YPL041C	XP_018185871.1
2918	OG0002918	YPL042C	XP_018192330.1
2919	OG0002919	YPL043W	XP_018192002.1
2920	OG0002920	YPL045W	XP_018192175.1
2921	OG0002921	YPL046C	XP_018184968.1
2922	OG0002922	YPL048W	XP_018188211.1
2923	OG0002923	YPL050C	XP_018189205.1
2924	OG0002924	YPL051W	XP_018189558.1
2925	OG0002925	YPL054W	XP_018187363.1
2926	OG0002926	YPL059W	XP_018191206.1
2927	OG0002927	YPL060W	XP_018186372.1
2928	OG0002928	YPL063W	XP_018190066.1
2929	OG0002929	YPL065W	XP_018187568.1
2930	OG0002930	YPL076W	XP_018186002.1
2931	OG0002931	YPL078C	XP_018189404.1
2932	OG0002932	YPL082C	XP_018187710.1
2933	OG0002933	YPL083C	XP_018184967.1
2934	OG0002934	YPL085W	XP_018186957.1
2935	OG0002935	YPL086C	XP_018188119.1
2936	OG0002936	YPL088W	XP_018190503.1
2937	OG0002937	YPL091W	XP_018191279.1
2938	OG0002938	YPL093W	XP_018190927.1
2939	OG0002939	YPL094C	XP_018188992.1
2940	OG0002940	YPL096W	XP_018189739.1
2941	OG0002941	YPL097W	XP_018191807.1
2942	OG0002942	YPL098C	XP_018184800.1
2943	OG0002943	YPL101W	XP_018188701.1
2944	OG0002944	YPL103C	XP_018185237.1
2945	OG0002945	YPL104W	XP_018191765.1
2946	OG0002946	YPL107W	XP_018188352.1
2947	OG0002947	YPL109C	XP_018188349.1
2948	OG0002948	YPL110C	XP_018185013.1
2949	OG0002949	YPL116W	XP_018191092.1
2950	OG0002950	YPL117C	XP_018188689.1
2951	OG0002951	YPL118W	XP_018191090.1
2952	OG0002952	YPL120W	XP_018191665.1
2953	OG0002953	YPL122C	XP_018188326.1
2954	OG0002954	YPL123C	XP_018190269.1
2955	OG0002955	YPL125W	XP_018190028.1
2956	OG0002956	YPL126W	XP_018187517.1
2957	OG0002957	YPL127C	XP_018187332.1
2958	OG0002958	YPL128C	XP_018185038.1
2959	OG0002959	YPL129W	XP_018192155.1
2960	OG0002960	YPL131W	XP_018185218.1
2961	OG0002961	YPL133C	XP_018185564.1
2962	OG0002962	YPL138C	XP_018187742.1
2963	OG0002963	YPL146C	XP_018188793.1
2964	OG0002964	YPL149W	XP_018190344.1
2965	OG0002965	YPL150W	XP_018190168.1
2966	OG0002966	YPL151C	XP_018191863.1
2967	OG0002967	YPL154C	XP_018187455.1
2968	OG0002968	YPL157W	XP_018187926.1
2969	OG0002969	YPL160W	XP_018185397.1
2970	OG0002970	YPL162C	XP_018189959.1
2971	OG0002971	YPL166W	XP_018186670.1
2972	OG0002972	YPL167C	XP_018186044.1
2973	OG0002973	YPL169C	XP_018191498.1
2974	OG0002974	YPL170W	XP_018185337.1
2975	OG0002975	YPL172C	XP_018191753.1
2976	OG0002976	YPL173W	XP_018191307.1
2977	OG0002977	YPL175W	XP_018189531.1
2978	OG0002978	YPL178W	XP_018187253.1
2979	OG0002979	YPL181W	XP_018188611.1
2980	OG0002980	YPL183C	XP_018189733.1
2981	OG0002981	YPL183W-A	XP_018191791.1
2982	OG0002982	YPL184C	XP_018187019.1
2983	OG0002983	YPL188W	XP_018188123.1
2984	OG0002984	YPL190C	XP_018187474.1
2985	OG0002985	YPL195W	XP_018192464.1
2986	OG0002986	YPL196W	XP_018187384.1
2987	OG0002987	YPL199C	XP_018189180.1
2988	OG0002988	YPL203W	XP_018187150.1
2989	OG0002989	YPL206C	XP_018189119.1
2990	OG0002990	YPL207W	XP_018184882.1
2991	OG0002991	YPL209C	XP_018187119.1
2992	OG0002992	YPL210C	XP_018187127.1
2993	OG0002993	YPL211W	XP_018187128.1
2994	OG0002994	YPL212C	XP_018187139.1
2995	OG0002995	YPL214C	XP_018187093.1
2996	OG0002996	YPL215W	XP_018187121.1
2997	OG0002997	YPL217C	XP_018189059.1
2998	OG0002998	YPL218W	XP_018190681.1
2999	OG0002999	YPL222W	XP_018186212.1
3000	OG0003000	YPL225W	XP_018191822.1
3001	OG0003001	YPL227C	XP_018188467.1
3002	OG0003002	YPL234C	XP_018188539.1
3003	OG0003003	YPL235W	XP_018186109.1
3004	OG0003004	YPL236C	XP_018191562.1
3005	OG0003005	YPL237W	XP_018184513.1
3006	OG0003006	YPL239W	XP_018185811.1
3007	OG0003007	YPL243W	XP_018188967.1
3008	OG0003008	YPL244C	XP_018187778.1
3009	OG0003009	YPL246C	XP_018188535.1
3010	OG0003010	YPL247C	XP_018191744.1
3011	OG0003011	YPL248C	XP_018187979.1
3012	OG0003012	YPL249C	XP_018185378.1
3013	OG0003013	YPL252C	XP_018185854.1
3014	OG0003014	YPL260W	XP_018191235.1
3015	OG0003015	YPL262W	XP_018186475.1
3016	OG0003016	YPL263C	XP_018189914.1
3017	OG0003017	YPL266W	XP_018185644.1
3018	OG0003018	YPL268W	XP_018185296.1
3019	OG0003019	YPL271W	XP_018186242.1
3020	OG0003020	YPR002W	XP_018186336.1
3021	OG0003021	YPR003C	XP_018188914.1
3022	OG0003022	YPR004C	XP_018189050.1
3023	OG0003023	YPR010C	XP_018187965.1
3024	OG0003024	YPR016C	XP_018188130.1
3025	OG0003025	YPR018W	XP_018185940.1
3026	OG0003026	YPR019W	XP_018187903.1
3027	OG0003027	YPR020W	XP_018187643.1
3028	OG0003028	YPR021C	XP_018190559.1
3029	OG0003029	YPR023C	XP_018185482.1
3030	OG0003030	YPR024W	XP_018190383.1
3031	OG0003031	YPR025C	XP_018184660.1
3032	OG0003032	YPR026W	XP_018186796.1
3033	OG0003033	YPR028W	XP_018188133.1
3034	OG0003034	YPR031W	XP_018190609.1
3035	OG0003035	YPR033C	XP_018191566.1
3036	OG0003036	YPR035W	XP_018184516.1
3037	OG0003037	YPR036W	XP_018187791.1
3038	OG0003038	YPR037C	XP_018192368.1
3039	OG0003039	YPR040W	XP_018187120.1
3040	OG0003040	YPR041W	XP_018187094.1
3041	OG0003041	YPR045C	XP_018191040.1
3042	OG0003042	YPR047W	XP_018185584.1
3043	OG0003043	YPR048W	XP_018188367.1
3044	OG0003044	YPR049C	XP_018188054.1
3045	OG0003045	YPR051W	XP_018187369.1
3046	OG0003046	YPR056W	XP_018185022.1
3047	OG0003047	YPR060C	XP_018187910.1
3048	OG0003048	YPR061C	XP_018187482.1
3049	OG0003049	YPR062W	XP_018191494.1
3050	OG0003050	YPR063C	XP_018187962.1
3051	OG0003051	YPR066W	XP_018191576.1
3052	OG0003052	YPR067W	XP_018188297.1
3053	OG0003053	YPR069C	XP_018189155.1
3054	OG0003054	YPR072W	XP_018184587.1
3055	OG0003055	YPR073C	XP_018184625.1
3056	OG0003056	YPR074C	XP_018189154.1
3057	OG0003057	YPR079W	XP_018189084.1
3058	OG0003058	YPR082C	XP_018187949.1
3059	OG0003059	YPR086W	XP_018185335.1
3060	OG0003060	YPR088C	XP_018185852.1
3061	OG0003061	YPR089W	XP_018190792.1
3062	OG0003062	YPR091C	XP_018186045.1
3063	OG0003063	YPR094W	XP_018187086.1
3064	OG0003064	YPR095C	XP_018187071.1
3065	OG0003065	YPR097W	XP_018189330.1
3066	OG0003066	YPR098C	XP_018189714.1
3067	OG0003067	YPR100W	XP_018192163.1
3068	OG0003068	YPR103W	XP_018189958.1
3069	OG0003069	YPR105C	XP_018187905.1
3070	OG0003070	YPR107C	XP_018191553.1
3071	OG0003071	YPR108W	XP_018186574.1
3072	OG0003072	YPR110C	XP_018191580.1
3073	OG0003073	YPR112C	XP_018187674.1
3074	OG0003074	YPR118W	XP_018192251.1
3075	OG0003075	YPR125W	XP_018191471.1
3076	OG0003076	YPR128C	XP_018190571.1
3077	OG0003077	YPR129W	XP_018186197.1
3078	OG0003078	YPR131C	XP_018190676.1
3079	OG0003079	YPR133C	XP_018186191.1
3080	OG0003080	YPR135W	XP_018186167.1
3081	OG0003081	YPR137W	XP_018190160.1
3082	OG0003082	YPR139C	XP_018187211.1
3083	OG0003083	YPR140W	XP_018187202.1
3084	OG0003084	YPR141C	XP_018187263.1
3085	OG0003085	YPR143W	XP_018185853.1
3086	OG0003086	YPR144C	XP_018189405.1
3087	OG0003087	YPR153W	XP_018187140.1
3088	OG0003088	YPR155C	XP_018186816.1
3089	OG0003089	YPR160W	XP_018189014.1
3090	OG0003090	YPR162C	XP_018190881.1
3091	OG0003091	YPR165W	XP_018191306.1
3092	OG0003092	YPR166C	XP_018184851.1
3093	OG0003093	YPR167C	XP_018191819.1
3094	OG0003094	YPR168W	XP_018187712.1
3095	OG0003095	YPR169W	XP_018191627.1
3096	OG0003096	YPR173C	XP_018190097.1
3097	OG0003097	YPR175W	XP_018185653.1
3098	OG0003098	YPR176C	XP_018192351.1
3099	OG0003099	YPR178W	XP_018189416.1
3100	OG0003100	YPR180W	XP_018184736.1
3101	OG0003101	YPR181C	XP_018190548.1
3102	OG0003102	YPR182W	XP_018185017.1
3103	OG0003103	YPR183W	XP_018185312.1
3104	OG0003104	YPR184W	XP_018192374.1
3105	OG0003105	YPR187W	XP_018190623.1
3106	OG0003106	YPR189W	XP_018187379.1
3107	OG0003107	YPR190C	XP_018186244.1
3108	OG0003108	YPR191W	XP_018186243.1
3109	OG0003109	YPR192W	XP_018184786.1
3110	OG0003110	YPR201W	XP_018186384.1
