	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035658_Starmera_amethionina
362	OG0000362	YHL002W, YKL007W	maker-flattened_line_228-snap-gene-0.19-mRNA-1_1&gene=maker-flattened_line_228-snap-gene-0.19&CDS=1-2058
363	OG0000363	YHL009W-B, YJL113W, YPL060C-A	
364	OG0000364	YHL033C, YLL045C	snap_masked-flattened_line_94-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.97&CDS=1-756
365	OG0000365	YHR043C, YHR044C	snap_masked-flattened_line_16-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.72&CDS=1-699
366	OG0000366	YHR105W	snap_masked-flattened_line_320-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_320-processed-gene-0.5&CDS=1-444, snap_masked-flattened_line_322-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_322-processed-gene-0.4&CDS=1-444
367	OG0000367	YHR115C, YNL116W	augustus_masked-flattened_line_20-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.47&CDS=1-1389
368	OG0000368	YHR117W, YNL121C	maker-flattened_line_28-augustus-gene-0.239-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.239&CDS=1-2478
369	OG0000369	YHR123W, YNL130C	augustus_masked-flattened_line_136-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.6&CDS=1-1638
370	OG0000370	YHR131C, YNL144C	snap_masked-flattened_line_174-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_174-processed-gene-0.31&CDS=1-1701
371	OG0000371	YHR133C, YNL156C	augustus_masked-flattened_line_6-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.24&CDS=1-732
372	OG0000372	YHR135C	augustus_masked-flattened_line_28-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.56&CDS=1-1269, snap_masked-flattened_line_82-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.137&CDS=1-1566
373	OG0000373	YHR141C, YNL162W	maker-flattened_line_174-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_174-snap-gene-0.34&CDS=1-318
374	OG0000374	YHR155W, YNL257C	augustus_masked-flattened_line_38-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.208&CDS=1-3684
375	OG0000375	YHR179W, YPL171C	snap_masked-flattened_line_168-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.37&CDS=1-1152
376	OG0000376	YIL085C, YNL029C	maker-flattened_line_40-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.4&CDS=1-2580
377	OG0000377	YIL094C	augustus_masked-flattened_line_482-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_482-processed-gene-0.4&CDS=1-882, augustus_masked-flattened_line_558-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_558-processed-gene-0.5&CDS=1-888
378	OG0000378	YIL105C, YNL047C	augustus_masked-flattened_line_214-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_214-processed-gene-0.0&CDS=1-2487
379	OG0000379	YIL111W, YNL052W	snap_masked-flattened_line_214-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.23&CDS=1-474
380	OG0000380	YIL133C, YNL069C	snap_masked-flattened_line_12-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.6&CDS=1-603
381	OG0000381	YIL151C, YKR096W	snap_masked-flattened_line_0-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.105&CDS=1-3687
382	OG0000382	YIR013C, YLR013W	snap_masked-flattened_line_92-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.75&CDS=1-642
383	OG0000383	YIR031C	snap_masked-flattened_line_170-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.51&CDS=1-1653, snap_masked-flattened_line_226-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_226-processed-gene-0.9&CDS=1-1668
384	OG0000384	YIR033W, YKL020C	snap_masked-flattened_line_6-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.54&CDS=1-3258
385	OG0000385	YJL076W, YKR010C	augustus_masked-flattened_line_94-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.22&CDS=1-3642
386	OG0000386	YJL079C, YKR013W	maker-flattened_line_4-snap-gene-2.65-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.65&CDS=1-1512
387	OG0000387	YJL082W, YKR018C	snap_masked-flattened_line_4-processed-gene-2.89-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.89&CDS=1-2106
388	OG0000388	YJL099W, YKR027W	genemark-flattened_line_218-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_218-processed-gene-0.8&CDS=1-1647
389	OG0000389	YJL133W, YKR052C	augustus_masked-flattened_line_56-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.164&CDS=1-849
390	OG0000390	YJL137C, YKR058W	snap_masked-flattened_line_6-processed-gene-1.234-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.234&CDS=1-1056
391	OG0000391	YJL163C	augustus_masked-flattened_line_102-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.23&CDS=1-1482, snap_masked-flattened_line_174-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_174-processed-gene-0.15&CDS=1-1500
392	OG0000392	YJL174W	augustus_masked-flattened_line_102-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.42&CDS=1-804, augustus_masked-flattened_line_106-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.16&CDS=1-864
393	OG0000393	YJL177W, YKL180W	snap_masked-flattened_line_54-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.73&CDS=1-552
394	OG0000394	YJL190C, YLR367W	snap_masked-flattened_line_2-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.27&CDS=1-390
395	OG0000395	YJR004C	augustus_masked-flattened_line_8-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.107&CDS=1-969, snap_masked-flattened_line_36-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.71&CDS=1-2421
396	OG0000396	YJR059W, YKL198C	snap_masked-flattened_line_36-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.63&CDS=1-1914
397	OG0000397	YJR091C, YPR042C	snap_masked-flattened_line_26-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.80&CDS=1-2967
398	OG0000398	YJR094W-A, YPR043W	genemark-flattened_line_26-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.199&CDS=1-279
399	OG0000399	YJR096W	genemark-flattened_line_124-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.12&CDS=1-843, snap_masked-flattened_line_10-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.110&CDS=1-873
400	OG0000400	YJR111C	augustus_masked-flattened_line_106-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.22&CDS=1-819, snap_masked-flattened_line_158-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.22&CDS=1-279
401	OG0000401	YJR130C, YML082W	augustus_masked-flattened_line_44-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.53&CDS=1-1671
402	OG0000402	YKL043W	snap_masked-flattened_line_134-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.20&CDS=1-1761, snap_masked-flattened_line_6-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.42&CDS=1-1332
403	OG0000403	YKL050C, YMR031C	snap_masked-flattened_line_50-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.78&CDS=1-2469
404	OG0000404	YKL068W, YMR047C	snap_masked-flattened_line_78-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.87&CDS=1-3279
405	OG0000405	YKL072W, YMR053C	genemark-flattened_line_4-processed-gene-2.158-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.158&CDS=1-2169
406	OG0000406	YKL081W, YPL048W	maker-flattened_line_24-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.81&CDS=1-1224
407	OG0000407	YKL117W	snap_masked-flattened_line_486-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_486-processed-gene-0.0&CDS=1-645, snap_masked-flattened_line_498-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_498-processed-gene-0.3&CDS=1-645
408	OG0000408	YKL121W, YMR102C	snap_masked-flattened_line_50-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.59&CDS=1-2046
409	OG0000409	YKL141W, YMR118C	augustus_masked-flattened_line_32-processed-gene-0.276-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.276&CDS=1-495
410	OG0000410	YKL142W	snap_masked-flattened_line_290-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_290-processed-gene-0.0&CDS=1-621, snap_masked-flattened_line_544-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_544-processed-gene-0.0&CDS=1-621
411	OG0000411	YKR050W	snap_masked-flattened_line_6-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.57&CDS=1-2070, snap_masked-flattened_line_62-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.81&CDS=1-3372
412	OG0000412	YKR067W	augustus_masked-flattened_line_12-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.182&CDS=1-2022, augustus_masked-flattened_line_234-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.1&CDS=1-3249
413	OG0000413	YKR076W, YMR251W	maker-flattened_line_110-snap-gene-0.68-mRNA-1_1&gene=maker-flattened_line_110-snap-gene-0.68&CDS=1-1017
414	OG0000414	YLL012W, YLR020C	snap_masked-flattened_line_6-processed-gene-1.184-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.184&CDS=1-1122
415	OG0000415	YLL016W, YLR310C	augustus_masked-flattened_line_78-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.29&CDS=1-6873
416	OG0000416	YLL024C	maker-flattened_line_128-augustus-gene-0.35-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.35&CDS=1-2934, snap_masked-flattened_line_202-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_202-processed-gene-0.14&CDS=1-1932
417	OG0000417	YLL061W, YPL274W	snap_masked-flattened_line_100-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.41&CDS=1-1758
418	OG0000418	YLR004C	maker-flattened_line_24-augustus-gene-0.87-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.87&CDS=1-2538, snap_masked-flattened_line_14-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.31&CDS=1-1509
419	OG0000419	YLR031W, YMR124W	snap_masked-flattened_line_62-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.128&CDS=1-3411
420	OG0000420	YLR241W	genemark-flattened_line_72-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.76&CDS=1-4626, snap_masked-flattened_line_124-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.40&CDS=1-2382
421	OG0000421	YLR264W, YOR167C	snap_masked-flattened_line_14-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.37&CDS=1-234
422	OG0000422	YLR270W, YOR173W	augustus_masked-flattened_line_14-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.147&CDS=1-1503
423	OG0000423	YLR273C, YOR178C	snap_masked-flattened_line_14-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.13&CDS=1-1812
424	OG0000424	YLR284C, YOR180C	augustus_masked-flattened_line_100-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.133&CDS=1-810
425	OG0000425	YLR287C-A, YOR182C	maker-flattened_line_14-snap-gene-1.128-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.128&CDS=1-726
426	OG0000426	YLR300W, YOR190W	snap_masked-flattened_line_10-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.84&CDS=1-1341
427	OG0000427	YLR433C, YML057W	augustus_masked-flattened_line_448-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_448-processed-gene-0.0&CDS=1-969
428	OG0000428	YLR437C, YML058W	snap_masked-flattened_line_2-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.111&CDS=1-420
429	OG0000429	YLR441C	augustus_masked-flattened_line_140-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.31&CDS=1-768, snap_masked-flattened_line_520-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_520-processed-gene-0.1&CDS=1-768
430	OG0000430	YLR449W, YML074C	snap_masked-flattened_line_22-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.139&CDS=1-1317
431	OG0000431	YLR455W	augustus_masked-flattened_line_14-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.114&CDS=1-1278, augustus_masked-flattened_line_14-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.115&CDS=1-960
432	OG0000432	YML066C	augustus_masked-flattened_line_10-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.139&CDS=1-1002, augustus_masked-flattened_line_206-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.27&CDS=1-2262
433	OG0000433	YML100W, YMR261C	snap_masked-flattened_line_58-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.102&CDS=1-2904
434	OG0000434	YML109W, YMR273C	snap_masked-flattened_line_44-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.169&CDS=1-1953
435	OG0000435	YML111W, YMR275C	augustus_masked-flattened_line_22-processed-gene-0.253-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.253&CDS=1-2298
436	OG0000436	YML116W, YMR279C	augustus_masked-flattened_line_20-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.90&CDS=1-1518
437	OG0000437	YMR183C, YPL232W	snap_masked-flattened_line_60-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.48&CDS=1-819
438	OG0000438	YMR194W, YPL249C-A	augustus_masked-flattened_line_162-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.10&CDS=1-852
439	OG0000439	YMR199W, YPL256C	snap_masked-flattened_line_18-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.89&CDS=1-1314
440	OG0000440	YMR222C, YOR280C	snap_masked-flattened_line_18-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.72&CDS=1-708
441	OG0000441	YMR226C	snap_masked-flattened_line_22-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.152&CDS=1-810, snap_masked-flattened_line_56-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.64&CDS=1-801
442	OG0000442	YMR230W, YOR293W	augustus_masked-flattened_line_98-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.3&CDS=1-324
443	OG0000443	YMR233W, YOR295W	snap_masked-flattened_line_76-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.85&CDS=1-528
444	OG0000444	YMR237W, YOR299W	genemark-flattened_line_4-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.134&CDS=1-2595
445	OG0000445	YMR242C, YOR312C	augustus_masked-flattened_line_18-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.55&CDS=1-525
446	OG0000446	YNL098C, YOR101W	maker-flattened_line_68-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.78&CDS=1-897
447	OG0000447	YNL108C, YOR110W	augustus_masked-flattened_line_2-processed-gene-2.182-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.182&CDS=1-1122
448	OG0000448	YNL277W	snap_masked-flattened_line_328-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_328-processed-gene-0.6&CDS=1-1365, snap_masked-flattened_line_330-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_330-processed-gene-0.1&CDS=1-1365
449	OG0000449	YNL298W, YOL113W	snap_masked-flattened_line_212-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.12&CDS=1-3015
450	OG0000450	YNL299W, YOL115W	maker-flattened_line_114-snap-gene-0.39-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.39&CDS=1-3105
451	OG0000451	YNL301C, YOL120C	maker-flattened_line_48-snap-gene-0.220-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.220&CDS=1-984
452	OG0000452	YNL318C	augustus_masked-flattened_line_2-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.220&CDS=1-1434, snap_masked-flattened_line_4-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.142&CDS=1-1596
453	OG0000453	YOL075C	snap_masked-flattened_line_4-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.135&CDS=1-3831, snap_masked-flattened_line_78-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.66&CDS=1-3894
454	OG0000454	YOL123W	augustus_masked-flattened_line_556-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_556-processed-gene-0.2&CDS=1-1287, snap_masked-flattened_line_580-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_580-processed-gene-0.0&CDS=1-1257
455	OG0000455	YOR049C	snap_masked-flattened_line_186-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.8&CDS=1-1185, snap_masked-flattened_line_6-processed-gene-1.201-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.201&CDS=1-1191
456	OG0000456	YOR099W	snap_masked-flattened_line_188-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_188-processed-gene-0.19&CDS=1-1257, snap_masked-flattened_line_42-processed-gene-0.232-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.232&CDS=1-1134
457	OG0000457	YOR153W	snap_masked-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.121&CDS=1-4569, snap_masked-flattened_line_88-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.63&CDS=1-4542
458	OG0000458	YOR226C, YPL135W	snap_masked-flattened_line_0-processed-gene-2.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.154&CDS=1-504
459	OG0000459	YOR227W, YPL137C	snap_masked-flattened_line_0-processed-gene-2.153-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.153&CDS=1-3522
460	OG0000460	YOR234C, YPL143W	augustus_masked-flattened_line_128-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.15&CDS=1-321
461	OG0000461	YOR237W, YPL145C	snap_masked-flattened_line_128-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.55&CDS=1-1893
462	OG0000462	YOR242C	snap_masked-flattened_line_452-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_452-processed-gene-0.7&CDS=1-1308, snap_masked-flattened_line_550-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_550-processed-gene-0.5&CDS=1-1314
463	OG0000463	YOR256C, YPL176C	augustus_masked-flattened_line_84-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.13&CDS=1-2016
464	OG0000464	YOR261C, YPL172C	genemark-flattened_line_84-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.51&CDS=1-2073
465	OG0000465	YOR270C	maker-flattened_line_4-snap-gene-2.74-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.74&CDS=1-2577, snap_masked-flattened_line_32-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.70&CDS=1-2439
466	OG0000466	YOR388C, YPL275W	snap_masked-flattened_line_344-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_344-processed-gene-0.4&CDS=1-1089
467	OG0000467	YOR390W, YPL279C	snap_masked-flattened_line_2-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.121&CDS=1-1092
468	OG0000468	YPL165C	augustus_masked-flattened_line_314-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_314-processed-gene-0.0&CDS=1-774, snap_masked-flattened_line_602-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_602-processed-gene-0.4&CDS=1-708
