	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii
933	OG0000933	YDR270W	augustus_masked-flattened_line_4-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.106&CDS=1-3258
934	OG0000934	YDR279W	snap_masked-flattened_line_120-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.18&CDS=1-957
935	OG0000935	YDR280W	augustus_masked-flattened_line_54-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.7&CDS=1-966
936	OG0000936	YDR283C	augustus_masked-flattened_line_10-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.168&CDS=1-5616
937	OG0000937	YDR284C	augustus_masked-flattened_line_10-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.167&CDS=1-897
938	OG0000938	YDR291W	augustus_masked-flattened_line_10-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.161&CDS=1-3285
939	OG0000939	YDR293C	augustus_masked-flattened_line_54-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.38&CDS=1-3687
940	OG0000940	YDR294C	augustus_masked-flattened_line_74-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.54&CDS=1-1623
941	OG0000941	YDR296W	augustus_masked-flattened_line_10-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.196&CDS=1-747
942	OG0000942	YDR297W	augustus_masked-flattened_line_10-processed-gene-2.195-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.195&CDS=1-1077
943	OG0000943	YDR298C	augustus_masked-flattened_line_10-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.162&CDS=1-612
944	OG0000944	YDR299W	augustus_masked-flattened_line_10-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.176&CDS=1-1266
945	OG0000945	YDR301W	augustus_masked-flattened_line_10-processed-gene-2.200-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.200&CDS=1-4290
946	OG0000946	YDR302W	augustus_masked-flattened_line_10-processed-gene-2.204-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.204&CDS=1-876
947	OG0000947	YDR305C	augustus_masked-flattened_line_10-processed-gene-2.186-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.186&CDS=1-561
948	OG0000948	YDR306C	augustus_masked-flattened_line_10-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.185&CDS=1-1368
949	OG0000949	YDR308C	augustus_masked-flattened_line_10-processed-gene-2.208-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.208&CDS=1-465
950	OG0000950	YDR310C	genemark-flattened_line_10-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.62&CDS=1-606
951	OG0000951	YDR311W	augustus_masked-flattened_line_40-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.99&CDS=1-1767
952	OG0000952	YDR313C	genemark-flattened_line_12-processed-gene-2.36-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.36&CDS=1-723
953	OG0000953	YDR314C	augustus_masked-flattened_line_12-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.97&CDS=1-1929
954	OG0000954	YDR316W	snap_masked-flattened_line_130-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.2&CDS=1-1377
955	OG0000955	YDR320C	snap_masked-flattened_line_54-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.93&CDS=1-1404
956	OG0000956	YDR321W	augustus_masked-flattened_line_10-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.166&CDS=1-1080
957	OG0000957	YDR322W	augustus_masked-flattened_line_76-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.19&CDS=1-1479
958	OG0000958	YDR324C	augustus_masked-flattened_line_76-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.15&CDS=1-2361
959	OG0000959	YDR325W	augustus_masked-flattened_line_76-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.1&CDS=1-3183
960	OG0000960	YDR328C	augustus_masked-flattened_line_12-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.77&CDS=1-618
961	OG0000961	YDR330W	snap_masked-flattened_line_12-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.165&CDS=1-1281
962	OG0000962	YDR331W	augustus_masked-flattened_line_12-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.100&CDS=1-1053
963	OG0000963	YDR333C	augustus_masked-flattened_line_12-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.102&CDS=1-2028
964	OG0000964	YDR334W	augustus_masked-flattened_line_12-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.65&CDS=1-3708
965	OG0000965	YDR335W	maker-flattened_line_10-snap-gene-2.76-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.76&CDS=1-3831
966	OG0000966	YDR337W	augustus_masked-flattened_line_10-processed-gene-2.212-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.212&CDS=1-1041
967	OG0000967	YDR338C	augustus_masked-flattened_line_12-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.102&CDS=1-2373
968	OG0000968	YDR339C	augustus_masked-flattened_line_12-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.119&CDS=1-1164
969	OG0000969	YDR341C	genemark-flattened_line_22-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.159&CDS=1-1863
970	OG0000970	YDR346C	augustus_masked-flattened_line_12-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.96&CDS=1-1233
971	OG0000971	YDR347W	snap_masked-flattened_line_76-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.54&CDS=1-1074
972	OG0000972	YDR349C	augustus_masked-flattened_line_76-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.4&CDS=1-2025
973	OG0000973	YDR352W	augustus_masked-flattened_line_4-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.98&CDS=1-930
974	OG0000974	YDR353W	augustus_masked-flattened_line_4-processed-gene-3.263-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.263&CDS=1-819
975	OG0000975	YDR354W	augustus_masked-flattened_line_4-processed-gene-3.264-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.264&CDS=1-1203
976	OG0000976	YDR359C	augustus_masked-flattened_line_4-processed-gene-3.268-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.268&CDS=1-2469
977	OG0000977	YDR361C	augustus_masked-flattened_line_4-processed-gene-3.267-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.267&CDS=1-885
978	OG0000978	YDR365C	augustus_masked-flattened_line_4-processed-gene-3.314-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.314&CDS=1-1899
979	OG0000979	YDR367W	augustus_masked-flattened_line_4-processed-gene-3.272-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.272&CDS=1-699
980	OG0000980	YDR371W	augustus_masked-flattened_line_4-processed-gene-3.273-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.273&CDS=1-1407
981	OG0000981	YDR372C	augustus_masked-flattened_line_4-processed-gene-3.319-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.319&CDS=1-1029
982	OG0000982	YDR373W	augustus_masked-flattened_line_4-processed-gene-3.274-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.274&CDS=1-588
983	OG0000983	YDR374C	snap_masked-flattened_line_4-processed-gene-3.213-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.213&CDS=1-765
984	OG0000984	YDR375C	augustus_masked-flattened_line_4-processed-gene-3.323-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.323&CDS=1-1341
985	OG0000985	YDR376W	augustus_masked-flattened_line_4-processed-gene-3.275-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.275&CDS=1-1653
986	OG0000986	YDR378C	augustus_masked-flattened_line_4-processed-gene-3.325-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.325&CDS=1-282
987	OG0000987	YDR379C-A	augustus_masked-flattened_line_4-processed-gene-3.279-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.279&CDS=1-243
988	OG0000988	YDR381W	maker-flattened_line_4-augustus-gene-3.111-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.111&CDS=1-738
989	OG0000989	YDR386W	augustus_masked-flattened_line_4-processed-gene-3.330-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.330&CDS=1-2109
990	OG0000990	YDR388W	augustus_masked-flattened_line_4-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.88&CDS=1-1266
991	OG0000991	YDR390C	augustus_masked-flattened_line_4-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.61&CDS=1-1788
992	OG0000992	YDR391C	augustus_masked-flattened_line_90-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.57&CDS=1-651
993	OG0000993	YDR392W	augustus_masked-flattened_line_4-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.157&CDS=1-1095
994	OG0000994	YDR393W	augustus_masked-flattened_line_4-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.114&CDS=1-966
995	OG0000995	YDR394W	augustus_masked-flattened_line_4-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.115&CDS=1-1293
996	OG0000996	YDR395W	augustus_masked-flattened_line_4-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.116&CDS=1-2955
997	OG0000997	YDR397C	augustus_masked-flattened_line_4-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.141&CDS=1-456
998	OG0000998	YDR398W	augustus_masked-flattened_line_4-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.117&CDS=1-1839
999	OG0000999	YDR399W	augustus_masked-flattened_line_4-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.118&CDS=1-669
1000	OG0001000	YDR400W	augustus_masked-flattened_line_4-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.119&CDS=1-675
1001	OG0001001	YDR402C	snap_masked-flattened_line_98-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.20&CDS=1-1638
1002	OG0001002	YDR403W	augustus_masked-flattened_line_4-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.120&CDS=1-1971
1003	OG0001003	YDR404C	augustus_masked-flattened_line_4-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.142&CDS=1-513
1004	OG0001004	YDR405W	augustus_masked-flattened_line_4-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.122&CDS=1-951
1005	OG0001005	YDR408C	maker-flattened_line_4-augustus-gene-1.53-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.53&CDS=1-1947
1006	OG0001006	YDR410C	augustus_masked-flattened_line_4-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.148&CDS=1-705
1007	OG0001007	YDR411C	augustus_masked-flattened_line_4-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.150&CDS=1-918
1008	OG0001008	YDR412W	augustus_masked-flattened_line_4-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.128&CDS=1-759
1009	OG0001009	YDR415C	snap_masked-flattened_line_12-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.61&CDS=1-1209
1010	OG0001010	YDR416W	augustus_masked-flattened_line_70-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.52&CDS=1-2409
1011	OG0001011	YDR419W	augustus_masked-flattened_line_128-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.16&CDS=1-1875
1012	OG0001012	YDR421W	augustus_masked-flattened_line_128-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.15&CDS=1-2517
1013	OG0001013	YDR424C	augustus_masked-flattened_line_70-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.48&CDS=1-312
1014	OG0001014	YDR425W	augustus_masked-flattened_line_70-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.68&CDS=1-2157
1015	OG0001015	YDR427W	augustus_masked-flattened_line_70-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.43&CDS=1-1242
1016	OG0001016	YDR429C	augustus_masked-flattened_line_70-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.62&CDS=1-897
1017	OG0001017	YDR430C	augustus_masked-flattened_line_70-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.47&CDS=1-3117
1018	OG0001018	YDR432W	augustus_masked-flattened_line_12-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.56&CDS=1-906
1019	OG0001019	YDR434W	genemark-flattened_line_12-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.43&CDS=1-1611
1020	OG0001020	YDR440W	snap_masked-flattened_line_22-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.136&CDS=1-2529
1021	OG0001021	YDR443C	augustus_masked-flattened_line_22-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.60&CDS=1-4602
1022	OG0001022	YDR444W	snap_masked-flattened_line_12-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.2&CDS=1-1911
1023	OG0001023	YDR446W	augustus_masked-flattened_line_12-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.55&CDS=1-879
1024	OG0001024	YDR448W	augustus_masked-flattened_line_12-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.59&CDS=1-1425
1025	OG0001025	YDR449C	augustus_masked-flattened_line_12-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.88&CDS=1-1386
1026	OG0001026	YDR452W	augustus_masked-flattened_line_76-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.13&CDS=1-1944
1027	OG0001027	YDR454C	augustus_masked-flattened_line_76-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.30&CDS=1-564
1028	OG0001028	YDR456W	augustus_masked-flattened_line_22-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.69&CDS=1-1941
1029	OG0001029	YDR457W	genemark-flattened_line_22-processed-gene-1.213-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.213&CDS=1-10224
1030	OG0001030	YDR459C	genemark-flattened_line_22-processed-gene-1.182-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.182&CDS=1-558
1031	OG0001031	YDR460W	augustus_masked-flattened_line_76-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.11&CDS=1-1110
1032	OG0001032	YDR465C	augustus_masked-flattened_line_12-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.107&CDS=1-1458
1033	OG0001033	YDR466W	augustus_masked-flattened_line_12-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.110&CDS=1-1947
1034	OG0001034	YDR470C	augustus_masked-flattened_line_12-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.120&CDS=1-1569
1035	OG0001035	YDR473C	augustus_masked-flattened_line_12-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.99&CDS=1-1158
1036	OG0001036	YDR477W	augustus_masked-flattened_line_12-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.66&CDS=1-1806
1037	OG0001037	YDR479C	augustus_masked-flattened_line_12-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.104&CDS=1-1338
1038	OG0001038	YDR481C	augustus_masked-flattened_line_102-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.8&CDS=1-1614
1039	OG0001039	YDR485C	augustus_masked-flattened_line_8-processed-gene-2.195-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.195&CDS=1-1515
1040	OG0001040	YDR487C	augustus_masked-flattened_line_8-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.159&CDS=1-642
1041	OG0001041	YDR489W	augustus_masked-flattened_line_8-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.191&CDS=1-1020
1042	OG0001042	YDR490C	augustus_masked-flattened_line_8-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.158&CDS=1-2862
1043	OG0001043	YDR493W	augustus_masked-flattened_line_0-processed-gene-5.191-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.191&CDS=1-375
1044	OG0001044	YDR495C	augustus_masked-flattened_line_8-processed-gene-2.200-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.200&CDS=1-2592
1045	OG0001045	YDR496C	augustus_masked-flattened_line_8-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.201&CDS=1-1932
1046	OG0001046	YDR498C	augustus_masked-flattened_line_8-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.193&CDS=1-1194
1047	OG0001047	YDR499W	snap_masked-flattened_line_6-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.59&CDS=1-2754
1048	OG0001048	YDR510W	augustus_masked-flattened_line_6-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.93&CDS=1-288
1049	OG0001049	YDR511W	augustus_masked-flattened_line_6-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.122&CDS=1-477
1050	OG0001050	YDR517W	augustus_masked-flattened_line_6-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.101&CDS=1-1128
1051	OG0001051	YDR519W	augustus_masked-flattened_line_6-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.105&CDS=1-399
1052	OG0001052	YDR520C	augustus_masked-flattened_line_6-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.139&CDS=1-2658
1053	OG0001053	YDR523C	genemark-flattened_line_6-processed-gene-3.220-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.220&CDS=1-1713
1054	OG0001054	YDR527W	augustus_masked-flattened_line_6-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.106&CDS=1-1353
1055	OG0001055	YDR529C	augustus_masked-flattened_line_6-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.109&CDS=1-378
1056	OG0001056	YDR531W	augustus_masked-flattened_line_6-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.142&CDS=1-1113
1057	OG0001057	YEL001C	augustus_masked-flattened_line_46-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.0&CDS=1-786
1058	OG0001058	YEL002C	augustus_masked-flattened_line_46-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.2&CDS=1-1353
1059	OG0001059	YEL003W	augustus_masked-flattened_line_46-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.3&CDS=1-339
1060	OG0001060	YEL011W	augustus_masked-flattened_line_150-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.9&CDS=1-2142
1061	OG0001061	YEL012W	augustus_masked-flattened_line_150-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.10&CDS=1-984
