	OrthologID	Babjeviella_inositovora	Saccharomyces_cerevisiae
573	OG0000573	genemark-scaffold_1-processed-gene-4.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.104&CDS=1-1479	YNL166C
574	OG0000574	genemark-scaffold_1-processed-gene-4.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.89&CDS=1-2121	YNL161W
575	OG0000575	genemark-scaffold_1-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.107&CDS=1-1395	YPL020C
576	OG0000576	genemark-scaffold_1-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.108&CDS=1-807	YDL086W
577	OG0000577	genemark-scaffold_1-processed-gene-4.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.91&CDS=1-2457	YER157W
578	OG0000578	genemark-scaffold_1-processed-gene-4.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.92&CDS=1-1275	YDR083W
579	OG0000579	genemark-scaffold_1-processed-gene-4.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.93&CDS=1-1569	YBL015W
580	OG0000580	genemark-scaffold_1-processed-gene-4.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.94&CDS=1-2775	YDR160W
581	OG0000581	genemark-scaffold_1-processed-gene-4.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.95&CDS=1-1830	YCR061W
582	OG0000582	genemark-scaffold_1-processed-gene-4.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.109&CDS=1-525	YBL093C
583	OG0000583	genemark-scaffold_1-processed-gene-4.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.99&CDS=1-393	YBL092W
584	OG0000584	genemark-scaffold_1-processed-gene-5.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.9&CDS=1-1272	YPR163C
585	OG0000585	genemark-scaffold_1-processed-gene-5.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.26&CDS=1-1683	YLR055C
586	OG0000586	genemark-scaffold_1-processed-gene-5.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.11&CDS=1-1743	YBR296C
587	OG0000587	augustus_masked-scaffold_1-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.82&CDS=1-1737	YLL028W
588	OG0000588	genemark-scaffold_1-processed-gene-5.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.14&CDS=1-1542	YFR051C
589	OG0000589	genemark-scaffold_1-processed-gene-5.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.27&CDS=1-1128	YGL248W
590	OG0000590	genemark-scaffold_1-processed-gene-5.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.28&CDS=1-807	YFR050C
591	OG0000591	genemark-scaffold_1-processed-gene-5.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.29&CDS=1-294	YFR049W
592	OG0000592	genemark-scaffold_1-processed-gene-5.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.30&CDS=1-1641	YGL250W
593	OG0000593	genemark-scaffold_1-processed-gene-5.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.31&CDS=1-852	YKR060W
594	OG0000594	genemark-scaffold_1-processed-gene-5.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.15&CDS=1-1863	YKL174C
595	OG0000595	genemark-scaffold_1-processed-gene-5.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.16&CDS=1-3339	YGR067C
596	OG0000596	genemark-scaffold_1-processed-gene-5.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.17&CDS=1-1581	YNL193W
597	OG0000597	genemark-scaffold_1-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.33&CDS=1-900	YDL198C
598	OG0000598	genemark-scaffold_1-processed-gene-5.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.18&CDS=1-906	YKL094W
599	OG0000599	genemark-scaffold_1-processed-gene-5.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.20&CDS=1-1935	YDR228C
600	OG0000600	genemark-scaffold_1-processed-gene-5.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.34&CDS=1-744	YDR226W
601	OG0000601	genemark-scaffold_1-processed-gene-5.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.36&CDS=1-300	YMR123W
602	OG0000602	genemark-scaffold_1-processed-gene-6.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.4&CDS=1-2646	YMR125W
603	OG0000603	genemark-scaffold_1-processed-gene-6.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.7&CDS=1-453	YKL067W
604	OG0000604	genemark-scaffold_1-processed-gene-6.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.5&CDS=1-672	YFL010C
605	OG0000605	genemark-scaffold_1-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.23&CDS=1-576	YJL140W
606	OG0000606	genemark-scaffold_1-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.8&CDS=1-465	YJL143W
607	OG0000607	augustus_masked-scaffold_1-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.101&CDS=1-1257	YMR232W
608	OG0000608	genemark-scaffold_1-processed-gene-6.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.9&CDS=1-2895	YMR231W
609	OG0000609	snap_masked-scaffold_1-processed-gene-6.50-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.50&CDS=1-1848	YLR362W
610	OG0000610	augustus_masked-scaffold_1-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.88&CDS=1-1638	YLR361C
611	OG0000611	genemark-scaffold_1-processed-gene-6.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.11&CDS=1-891	YDR233C
612	OG0000612	genemark-scaffold_1-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.25&CDS=1-1080	YDL115C
613	OG0000613	genemark-scaffold_1-processed-gene-6.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.27&CDS=1-1875	YJL141C
614	OG0000614	maker-scaffold_1-snap-gene-6.0-mRNA-1_1&gene=maker-scaffold_1-snap-gene-6.0&CDS=1-681	YOR115C
615	OG0000615	genemark-scaffold_1-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.18&CDS=1-1131	YGR026W
616	OG0000616	genemark-scaffold_1-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.19&CDS=1-1377	YFL016C
617	OG0000617	genemark-scaffold_1-processed-gene-6.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.30&CDS=1-351	YBR233W-A
618	OG0000618	genemark-scaffold_1-processed-gene-6.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.31&CDS=1-1101	YBR234C
619	OG0000619	genemark-scaffold_1-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.32&CDS=1-1449	YLR359W
620	OG0000620	genemark-scaffold_1-processed-gene-6.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.20&CDS=1-2949	YKL173W
621	OG0000621	genemark-scaffold_1-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.33&CDS=1-1509	YKL035W
622	OG0000622	genemark-scaffold_1-processed-gene-6.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.34&CDS=1-861	YGR267C
623	OG0000623	genemark-scaffold_1-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.22&CDS=1-843	YLR290C
624	OG0000624	genemark-scaffold_1-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.36&CDS=1-1728	YLR276C
625	OG0000625	genemark-scaffold_1-processed-gene-7.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.72&CDS=1-2892	YMR268C
626	OG0000626	genemark-scaffold_1-processed-gene-7.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.73&CDS=1-4845	YML103C
627	OG0000627	genemark-scaffold_1-processed-gene-7.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.74&CDS=1-957	YMR267W
628	OG0000628	genemark-scaffold_1-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.76&CDS=1-624	YMR269W
629	OG0000629	genemark-scaffold_1-processed-gene-7.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.94&CDS=1-3612	YML104C
630	OG0000630	genemark-scaffold_1-processed-gene-7.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.96&CDS=1-762	YML105C
631	OG0000631	genemark-scaffold_1-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.99&CDS=1-1248	YNR023W
632	OG0000632	genemark-scaffold_1-processed-gene-7.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.100&CDS=1-1188	YEL056W
633	OG0000633	genemark-scaffold_1-processed-gene-7.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.79&CDS=1-774	YNR022C
634	OG0000634	genemark-scaffold_1-processed-gene-7.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.80&CDS=1-993	YCR059C
635	OG0000635	genemark-scaffold_1-processed-gene-7.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.81&CDS=1-2682	YCR057C
636	OG0000636	augustus_masked-scaffold_1-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.10&CDS=1-1026	YCR060W
637	OG0000637	genemark-scaffold_1-processed-gene-7.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.83&CDS=1-6663	YNR016C
638	OG0000638	genemark-scaffold_1-processed-gene-7.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.103&CDS=1-1209	YCR045C
639	OG0000639	genemark-scaffold_1-processed-gene-7.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.85&CDS=1-804	YCR047C
640	OG0000640	genemark-scaffold_1-processed-gene-7.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.86&CDS=1-558	YCR046C
641	OG0000641	genemark-scaffold_1-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.105&CDS=1-687	YNR020C
642	OG0000642	genemark-scaffold_1-processed-gene-7.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.88&CDS=1-639	YCR051W
643	OG0000643	genemark-scaffold_1-processed-gene-7.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.90&CDS=1-1113	YNR021W
644	OG0000644	genemark-scaffold_1-processed-gene-7.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.106&CDS=1-1488	YCR054C
645	OG0000645	genemark-scaffold_1-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.107&CDS=1-1530	YCR053W
646	OG0000646	genemark-scaffold_1-processed-gene-7.108-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.108&CDS=1-1752	YOR329C
647	OG0000647	genemark-scaffold_1-processed-gene-8.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.90&CDS=1-3672	YOR330C
648	OG0000648	genemark-scaffold_1-processed-gene-8.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.89&CDS=1-690	YOR332W
649	OG0000649	genemark-scaffold_1-processed-gene-8.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.91&CDS=1-498	YOR339C
650	OG0000650	genemark-scaffold_1-processed-gene-8.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.93&CDS=1-3003	YAL031C
651	OG0000651	genemark-scaffold_1-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.94&CDS=1-876	YOR340C
652	OG0000652	genemark-scaffold_1-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.95&CDS=1-924	YAL034W-A
653	OG0000653	genemark-scaffold_1-processed-gene-8.114-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.114&CDS=1-1374	YOR334W
654	OG0000654	genemark-scaffold_1-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.96&CDS=1-1116	YNR015W
655	OG0000655	genemark-scaffold_1-processed-gene-8.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.116&CDS=1-630	YNR017W
656	OG0000656	genemark-scaffold_1-processed-gene-8.117-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.117&CDS=1-1707	YOR166C
657	OG0000657	genemark-scaffold_1-processed-gene-8.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.99&CDS=1-2382	YOR168W
658	OG0000658	genemark-scaffold_1-processed-gene-8.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.100&CDS=1-342	YAL046C
659	OG0000659	genemark-scaffold_1-processed-gene-8.120-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.120&CDS=1-2145	YOR361C
660	OG0000660	genemark-scaffold_1-processed-gene-8.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.121&CDS=1-756	YOR362C
661	OG0000661	genemark-scaffold_1-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.102&CDS=1-1989	YAL048C
662	OG0000662	genemark-scaffold_1-processed-gene-8.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.104&CDS=1-984	YOR246C
663	OG0000663	genemark-scaffold_1-processed-gene-8.123-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.123&CDS=1-3267	YPL160W
664	OG0000664	genemark-scaffold_1-processed-gene-8.124-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.124&CDS=1-1338	YOR260W
665	OG0000665	genemark-scaffold_1-processed-gene-8.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.105&CDS=1-1233	YOR259C
666	OG0000666	genemark-scaffold_1-processed-gene-8.125-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.125&CDS=1-936	YPL173W
667	OG0000667	genemark-scaffold_1-processed-gene-8.126-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.126&CDS=1-510	YOR257W
668	OG0000668	genemark-scaffold_1-processed-gene-8.127-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.127&CDS=1-1422	YPL175W
669	OG0000669	genemark-scaffold_1-processed-gene-8.108-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.108&CDS=1-456	YPL170W
670	OG0000670	genemark-scaffold_1-processed-gene-8.128-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.128&CDS=1-489	YOR253W
671	OG0000671	genemark-scaffold_1-processed-gene-8.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.109&CDS=1-975	YOR239W
672	OG0000672	genemark-scaffold_1-processed-gene-8.110-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.110&CDS=1-984	YOR261C
673	OG0000673	genemark-scaffold_1-processed-gene-8.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.111&CDS=1-1362	YPL172C
674	OG0000674	maker-scaffold_1-snap-gene-8.138-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.138&CDS=1-981	YPL149W
675	OG0000675	genemark-scaffold_1-processed-gene-8.130-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.130&CDS=1-1119	YMR272C
676	OG0000676	genemark-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.4&CDS=1-852	YMR274C
677	OG0000677	snap_masked-scaffold_1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.86&CDS=1-1479	YOR241W
678	OG0000678	genemark-scaffold_1-processed-gene-9.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.2&CDS=1-2268	YPL150W
679	OG0000679	genemark-scaffold_1-processed-gene-9.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.6&CDS=1-2994	YFL023W
680	OG0000680	genemark-scaffold_1-processed-gene-9.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.26&CDS=1-1467	YKL149C
681	OG0000681	genemark-scaffold_1-processed-gene-9.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.27&CDS=1-930	YAR008W
682	OG0000682	genemark-scaffold_1-processed-gene-9.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.28&CDS=1-1710	YPL169C
683	OG0000683	genemark-scaffold_1-processed-gene-9.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.7&CDS=1-1968	YOR254C
684	OG0000684	genemark-scaffold_1-processed-gene-9.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.29&CDS=1-987	YJL180C
685	OG0000685	genemark-scaffold_1-processed-gene-9.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.9&CDS=1-357	YJL179W
686	OG0000686	genemark-scaffold_1-processed-gene-9.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.11&CDS=1-1086	YOR262W
687	OG0000687	genemark-scaffold_1-processed-gene-9.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.31&CDS=1-312	YOR265W
688	OG0000688	genemark-scaffold_1-processed-gene-9.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.33&CDS=1-972	YBR187W
689	OG0000689	genemark-scaffold_1-processed-gene-9.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.36&CDS=1-5676	YPL082C
690	OG0000690	genemark-scaffold_1-processed-gene-9.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.37&CDS=1-390	YOL108C
691	OG0000691	genemark-scaffold_1-processed-gene-9.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.16&CDS=1-324	YJL184W
692	OG0000692	snap_masked-scaffold_1-processed-gene-9.98-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.98&CDS=1-1278	YJL183W
693	OG0000693	genemark-scaffold_1-processed-gene-9.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.38&CDS=1-1002	YOL107W
694	OG0000694	genemark-scaffold_1-processed-gene-9.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.39&CDS=1-1470	YDR256C
695	OG0000695	genemark-scaffold_1-processed-gene-9.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.19&CDS=1-1209	YIR026C
696	OG0000696	snap_masked-scaffold_1-processed-gene-9.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.101&CDS=1-1812	YBR163W
697	OG0000697	genemark-scaffold_1-processed-gene-9.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.41&CDS=1-2145	YBL011W
698	OG0000698	augustus_masked-scaffold_1-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.52&CDS=1-1161	YOR176W
699	OG0000699	genemark-scaffold_1-processed-gene-10.110-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.110&CDS=1-1584	YMR004W
700	OG0000700	genemark-scaffold_1-processed-gene-10.114-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.114&CDS=1-1077	YOL010W
701	OG0000701	genemark-scaffold_1-processed-gene-10.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.111&CDS=1-1449	YMR005W
702	OG0000702	genemark-scaffold_1-processed-gene-10.112-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.112&CDS=1-3438	YLR272C
703	OG0000703	genemark-scaffold_1-processed-gene-10.135-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.135&CDS=1-549	YOL008W
704	OG0000704	genemark-scaffold_1-processed-gene-10.115-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.115&CDS=1-525	YOR163W
705	OG0000705	genemark-scaffold_1-processed-gene-10.136-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.136&CDS=1-1710	YOR175C
706	OG0000706	genemark-scaffold_1-processed-gene-10.137-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.137&CDS=1-1089	YMR214W
707	OG0000707	genemark-scaffold_1-processed-gene-10.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.116&CDS=1-1509	YMR211W
708	OG0000708	genemark-scaffold_1-processed-gene-10.138-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.138&CDS=1-531	YOR252W
709	OG0000709	genemark-scaffold_1-processed-gene-10.117-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.117&CDS=1-507	YOR276W
710	OG0000710	genemark-scaffold_1-processed-gene-10.139-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.139&CDS=1-2289	YMR212C
711	OG0000711	genemark-scaffold_1-processed-gene-10.118-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.118&CDS=1-4092	YMR213W
712	OG0000712	maker-scaffold_1-augustus-gene-10.106-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.106&CDS=1-1377	YOR274W
713	OG0000713	genemark-scaffold_1-processed-gene-10.141-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.141&CDS=1-1830	YBR047W
714	OG0000714	genemark-scaffold_1-processed-gene-10.142-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.142&CDS=1-2316	YOR165W
715	OG0000715	snap_masked-scaffold_1-processed-gene-10.37-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.37&CDS=1-1032	YGR006W
716	OG0000716	genemark-scaffold_1-processed-gene-10.124-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.124&CDS=1-468	YMR263W
717	OG0000717	genemark-scaffold_1-processed-gene-10.125-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.125&CDS=1-1398	YMR209C
718	OG0000718	genemark-scaffold_1-processed-gene-10.145-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.145&CDS=1-1383	YOR272W
719	OG0000719	genemark-scaffold_1-processed-gene-10.146-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.146&CDS=1-1578	YMR217W
720	OG0000720	genemark-scaffold_1-processed-gene-10.147-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.147&CDS=1-1275	YMR208W
721	OG0000721	genemark-scaffold_1-processed-gene-10.148-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.148&CDS=1-1140	YDL205C
722	OG0000722	genemark-scaffold_1-processed-gene-10.149-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.149&CDS=1-2865	YJL176C
723	OG0000723	genemark-scaffold_1-processed-gene-10.150-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.150&CDS=1-2547	YKL171W
724	OG0000724	genemark-scaffold_1-processed-gene-10.129-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.129&CDS=1-456	YFL017C
725	OG0000725	snap_masked-scaffold_1-processed-gene-10.45-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.45&CDS=1-258	YFL017W-A
726	OG0000726	maker-scaffold_1-snap-gene-10.97-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.97&CDS=1-1176	YOL003C
727	OG0000727	genemark-scaffold_1-processed-gene-10.133-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.133&CDS=1-1383	YHR118C
728	OG0000728	genemark-scaffold_1-processed-gene-10.153-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.153&CDS=1-1269	YNL119W
729	OG0000729	genemark-scaffold_1-processed-gene-10.134-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.134&CDS=1-2946	YNL123W
730	OG0000730	genemark-scaffold_1-processed-gene-10.154-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.154&CDS=1-318	YNL122C
731	OG0000731	maker-scaffold_1-snap-gene-11.67-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.67&CDS=1-327	YNL135C
732	OG0000732	genemark-scaffold_1-processed-gene-11.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.76&CDS=1-3384	YHR119W
733	OG0000733	maker-scaffold_1-snap-gene-11.70-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.70&CDS=1-285	YBL026W
734	OG0000734	genemark-scaffold_1-processed-gene-11.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.79&CDS=1-1722	YGR124W
735	OG0000735	genemark-scaffold_1-processed-gene-11.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.94&CDS=1-981	YFR007W
736	OG0000736	genemark-scaffold_1-processed-gene-11.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.82&CDS=1-999	YPR004C
737	OG0000737	genemark-scaffold_1-processed-gene-11.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.101&CDS=1-2022	YGL203C
738	OG0000738	genemark-scaffold_1-processed-gene-11.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.102&CDS=1-2622	YPR160W
739	OG0000739	genemark-scaffold_1-processed-gene-11.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.105&CDS=1-891	YDL201W
740	OG0000740	genemark-scaffold_1-processed-gene-11.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.106&CDS=1-693	YDL202W
741	OG0000741	genemark-scaffold_1-processed-gene-11.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.90&CDS=1-1203	YDR229W
742	OG0000742	genemark-scaffold_1-processed-gene-11.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.91&CDS=1-318	YHR116W
743	OG0000743	genemark-scaffold_1-processed-gene-11.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.92&CDS=1-2988	YIL125W
744	OG0000744	genemark-scaffold_1-processed-gene-12.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.80&CDS=1-3690	YIL126W
745	OG0000745	genemark-scaffold_1-processed-gene-12.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.82&CDS=1-2259	YPR003C
