	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034675_Blastobotrys_mokoenaii
676	OG0000676	YCL057W	snap_masked-NODE_35_length_132968_cov_35.6456_ID_69-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_35_length_132968_cov_35.6456_ID_69-processed-gene-0.40&CDS=1-2013
677	OG0000677	YCL059C	snap_masked-NODE_61_length_46681_cov_38.2901_ID_121-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_61_length_46681_cov_38.2901_ID_121-processed-gene-0.11&CDS=1-1008
678	OG0000678	YCL061C	snap_masked-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.103&CDS=1-2907
679	OG0000679	YCR002C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.91&CDS=1-1050
680	OG0000680	YCR003W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.114&CDS=1-498
681	OG0000681	YCR009C	maker-NODE_6_length_536151_cov_35.7945_ID_11-snap-gene-3.107-mRNA-1_1&gene=maker-NODE_6_length_536151_cov_35.7945_ID_11-snap-gene-3.107&CDS=1-786
682	OG0000682	YCR011C	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-0.19&CDS=1-3036
683	OG0000683	YCR012W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.96&CDS=1-1245
684	OG0000684	YCR014C	snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.85&CDS=1-1614
685	OG0000685	YCR015C	snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_47_length_85844_cov_37.2975_ID_93-processed-gene-0.86&CDS=1-765
686	OG0000686	YCR016W	snap_masked-NODE_31_length_153071_cov_36.322_ID_61-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_31_length_153071_cov_36.322_ID_61-processed-gene-0.67&CDS=1-969
687	OG0000687	YCR017C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.98&CDS=1-2793
688	OG0000688	YCR019W	snap_masked-NODE_59_length_50040_cov_35.0484_ID_117-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_59_length_50040_cov_35.0484_ID_117-processed-gene-0.18&CDS=1-1005
689	OG0000689	YCR023C	snap_masked-NODE_73_length_19635_cov_39.459_ID_145-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_73_length_19635_cov_39.459_ID_145-processed-gene-0.12&CDS=1-1542
690	OG0000690	YCR024C	snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.108&CDS=1-1356
691	OG0000691	YCR028C-A	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-3.55-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-3.55&CDS=1-405
692	OG0000692	YCR033W	snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.100&CDS=1-4611
693	OG0000693	YCR034W	snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.103&CDS=1-1005
694	OG0000694	YCR035C	snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.109&CDS=1-906
695	OG0000695	YCR036W	snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_29_length_161128_cov_35.597_ID_57-processed-gene-0.137&CDS=1-927
696	OG0000696	YCR042C	maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_10_length_307126_cov_36.5879_ID_19-snap-gene-0.45&CDS=1-3840
697	OG0000697	YCR044C	genemark-NODE_25_length_184078_cov_35.73_ID_49-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_25_length_184078_cov_35.73_ID_49-processed-gene-0.63&CDS=1-978
698	OG0000698	YCR045C	maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-1.57-mRNA-1_1&gene=maker-NODE_5_length_573879_cov_35.9527_ID_9-snap-gene-1.57&CDS=1-1215
699	OG0000699	YCR046C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.150&CDS=1-531
700	OG0000700	YCR047C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.174&CDS=1-786
701	OG0000701	YCR051W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.153&CDS=1-615
702	OG0000702	YCR053W	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.53&CDS=1-1527
703	OG0000703	YCR054C	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.49&CDS=1-1074
704	OG0000704	YCR057C	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.48&CDS=1-2721
705	OG0000705	YCR059C	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.47&CDS=1-744
706	OG0000706	YCR061W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.159&CDS=1-1875
707	OG0000707	YCR063W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.180-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-1.180&CDS=1-477
708	OG0000708	YCR066W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.119&CDS=1-1125
709	OG0000709	YCR068W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.117&CDS=1-1452
710	OG0000710	YCR071C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.85&CDS=1-408
711	OG0000711	YCR072C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.84&CDS=1-1548
712	OG0000712	YCR075C	maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-3.85-mRNA-1_1&gene=maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-3.85&CDS=1-807
713	OG0000713	YCR077C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.127&CDS=1-2175
714	OG0000714	YCR079W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.152-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.152&CDS=1-1179
715	OG0000715	YCR081W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.118&CDS=1-4257
716	OG0000716	YCR084C	snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-1.31&CDS=1-1803
717	OG0000717	YCR086W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.95&CDS=1-1272
718	OG0000718	YCR087C-A	genemark-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.24&CDS=1-465
719	OG0000719	YCR088W	snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_28_length_169718_cov_36.0306_ID_55-processed-gene-0.111&CDS=1-2115
720	OG0000720	YCR090C	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-1.38&CDS=1-498
721	OG0000721	YCR091W	snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-0.53&CDS=1-2403
722	OG0000722	YCR092C	snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-0.76&CDS=1-2988
723	OG0000723	YCR093W	genemark-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.32&CDS=1-6399
724	OG0000724	YCR094W	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.221-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.221&CDS=1-1188
725	OG0000725	YCR095C	snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.159&CDS=1-627
726	OG0000726	YCR098C	snap_masked-NODE_41_length_107853_cov_36.7081_ID_81-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_41_length_107853_cov_36.7081_ID_81-processed-gene-0.106&CDS=1-1476
727	OG0000727	YDL001W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.103&CDS=1-1254
728	OG0000728	YDL002C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.130&CDS=1-918
729	OG0000729	YDL003W	snap_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.91&CDS=1-1572
730	OG0000730	YDL004W	maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.176-mRNA-1_1&gene=maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.176&CDS=1-480
731	OG0000731	YDL006W	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.224&CDS=1-921
732	OG0000732	YDL007W	maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.180-mRNA-1_1&gene=maker-NODE_11_length_299995_cov_35.9452_ID_21-snap-gene-1.180&CDS=1-1404
733	OG0000733	YDL008W	genemark-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-1.34&CDS=1-132
734	OG0000734	YDL010W	maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-3.86-mRNA-1_1&gene=maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-3.86&CDS=1-579
735	OG0000735	YDL013W	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-3.11&CDS=1-888
736	OG0000736	YDL014W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.109&CDS=1-960
737	OG0000737	YDL015C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.121&CDS=1-969
738	OG0000738	YDL017W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.141-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.141&CDS=1-1671
739	OG0000739	YDL028C	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.276-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.276&CDS=1-1860
740	OG0000740	YDL029W	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.236-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-1.236&CDS=1-1164
741	OG0000741	YDL030W	snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.71&CDS=1-1590
742	OG0000742	YDL031W	genemark-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.8&CDS=1-2799
743	OG0000743	YDL033C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.71&CDS=1-1089
744	OG0000744	YDL040C	snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.107&CDS=1-2448
745	OG0000745	YDL044C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.58-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.58&CDS=1-900
746	OG0000746	YDL045C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.59-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-7.59&CDS=1-759
747	OG0000747	YDL045W-A	maker-NODE_34_length_134307_cov_35.6343_ID_67-snap-gene-0.64-mRNA-1_1&gene=maker-NODE_34_length_134307_cov_35.6343_ID_67-snap-gene-0.64&CDS=1-273
748	OG0000748	YDL046W	snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_11_length_299995_cov_35.9452_ID_21-processed-gene-0.8&CDS=1-510
749	OG0000749	YDL047W	snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-1.64&CDS=1-927
750	OG0000750	YDL051W	snap_masked-NODE_39_length_115304_cov_35.7936_ID_77-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_39_length_115304_cov_35.7936_ID_77-processed-gene-0.110&CDS=1-885
751	OG0000751	YDL052C	snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.219-mRNA-1_1&gene=snap_masked-NODE_24_length_187586_cov_36.3305_ID_47-processed-gene-0.219&CDS=1-831
752	OG0000752	YDL054C	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.189-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.189&CDS=1-1335
753	OG0000753	YDL055C	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.193-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.193&CDS=1-1089
754	OG0000754	YDL058W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-2.63&CDS=1-5358
755	OG0000755	YDL060W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.42&CDS=1-2406
756	OG0000756	YDL063C	snap_masked-NODE_61_length_46681_cov_38.2901_ID_121-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_61_length_46681_cov_38.2901_ID_121-processed-gene-0.13&CDS=1-1914
757	OG0000757	YDL064W	snap_masked-NODE_56_length_54026_cov_39.0122_ID_111-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_56_length_54026_cov_39.0122_ID_111-processed-gene-0.81&CDS=1-474
758	OG0000758	YDL065C	genemark-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.0&CDS=1-948
759	OG0000759	YDL066W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.119&CDS=1-1239
760	OG0000760	YDL067C	genemark-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.18&CDS=1-174
761	OG0000761	YDL072C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.106&CDS=1-630
762	OG0000762	YDL074C	snap_masked-NODE_39_length_115304_cov_35.7936_ID_77-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_39_length_115304_cov_35.7936_ID_77-processed-gene-0.119&CDS=1-2091
763	OG0000763	YDL076C	snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.116&CDS=1-1536
764	OG0000764	YDL077C	snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.114&CDS=1-2766
765	OG0000765	YDL081C	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-4.146-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-4.146&CDS=1-309
766	OG0000766	YDL084W	maker-NODE_13_length_273656_cov_36.2819_ID_25-snap-gene-1.111-mRNA-1_1&gene=maker-NODE_13_length_273656_cov_36.2819_ID_25-snap-gene-1.111&CDS=1-1323
767	OG0000767	YDL086W	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-3.43&CDS=1-810
768	OG0000768	YDL087C	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.39&CDS=1-732
769	OG0000769	YDL090C	snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.76&CDS=1-1245
770	OG0000770	YDL091C	snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.50&CDS=1-1506
771	OG0000771	YDL092W	maker-NODE_43_length_105778_cov_36.8872_ID_85-snap-gene-0.137-mRNA-1_1&gene=maker-NODE_43_length_105778_cov_36.8872_ID_85-snap-gene-0.137&CDS=1-342
772	OG0000772	YDL095W	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.178-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.178&CDS=1-2664
773	OG0000773	YDL097C	snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.53&CDS=1-1266
774	OG0000774	YDL098C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.107&CDS=1-519
775	OG0000775	YDL100C	genemark-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-3.131-mRNA-1_1&gene=genemark-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-3.131&CDS=1-3060
776	OG0000776	YDL102W	genemark-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.4-mRNA-1_1&gene=genemark-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.4&CDS=1-3195
777	OG0000777	YDL103C	snap_masked-NODE_42_length_106520_cov_36.1385_ID_83-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_42_length_106520_cov_36.1385_ID_83-processed-gene-0.149&CDS=1-1419
778	OG0000778	YDL104C	snap_masked-NODE_50_length_77115_cov_36.3192_ID_99-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_50_length_77115_cov_36.3192_ID_99-processed-gene-0.91&CDS=1-1140
779	OG0000779	YDL105W	snap_masked-NODE_52_length_73906_cov_40.1028_ID_103-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_52_length_73906_cov_40.1028_ID_103-processed-gene-0.48&CDS=1-1017
780	OG0000780	YDL107W	snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.72&CDS=1-1053
781	OG0000781	YDL108W	maker-NODE_18_length_214091_cov_36.9011_ID_35-snap-gene-1.173-mRNA-1_1&gene=maker-NODE_18_length_214091_cov_36.9011_ID_35-snap-gene-1.173&CDS=1-1026
782	OG0000782	YDL111C	snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.62&CDS=1-858
783	OG0000783	YDL112W	augustus_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.152&CDS=1-4026
784	OG0000784	YDL113C	snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_18_length_214091_cov_36.9011_ID_35-processed-gene-1.65&CDS=1-1581
785	OG0000785	YDL114W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.91&CDS=1-786
786	OG0000786	YDL116W	snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.78&CDS=1-2298
787	OG0000787	YDL117W	maker-NODE_18_length_214091_cov_36.9011_ID_35-snap-gene-1.172-mRNA-1_1&gene=maker-NODE_18_length_214091_cov_36.9011_ID_35-snap-gene-1.172&CDS=1-3513
788	OG0000788	YDL119C	snap_masked-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_16_length_234033_cov_177.797_ID_31-processed-gene-0.48&CDS=1-951
789	OG0000789	YDL120W	maker-NODE_54_length_56416_cov_35.9498_ID_107-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_54_length_56416_cov_35.9498_ID_107-snap-gene-0.92&CDS=1-498
790	OG0000790	YDL122W	snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_43_length_105778_cov_36.8872_ID_85-processed-gene-0.63&CDS=1-1641
791	OG0000791	YDL125C	maker-NODE_34_length_134307_cov_35.6343_ID_67-snap-gene-0.63-mRNA-1_1&gene=maker-NODE_34_length_134307_cov_35.6343_ID_67-snap-gene-0.63&CDS=1-450
792	OG0000792	YDL126C	snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_34_length_134307_cov_35.6343_ID_67-processed-gene-0.105&CDS=1-2451
793	OG0000793	YDL128W	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-0.31&CDS=1-1146
794	OG0000794	YDL131W	snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_13_length_273656_cov_36.2819_ID_25-processed-gene-1.69&CDS=1-1281
