	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034611_Saturnispora_mendoncae
766	OG0000766	YDL148C	snap_masked-NODE_26_length_108805_cov_42.9802_ID_51-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_26_length_108805_cov_42.9802_ID_51-processed-gene-0.92&CDS=1-2622
767	OG0000767	YDL149W	genemark-NODE_26_length_108805_cov_42.9802_ID_51-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_26_length_108805_cov_42.9802_ID_51-processed-gene-0.6&CDS=1-2940
768	OG0000768	YDL153C	genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.41&CDS=1-1128
769	OG0000769	YDL154W	genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.18&CDS=1-1920
770	OG0000770	YDL156W	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.113&CDS=1-1554
771	OG0000771	YDL157C	snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.42&CDS=1-291
772	OG0000772	YDL160C	genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.2&CDS=1-1260
773	OG0000773	YDL164C	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.11&CDS=1-2139
774	OG0000774	YDL166C	genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-0.95&CDS=1-549
775	OG0000775	YDL167C	snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.28&CDS=1-1683
776	OG0000776	YDL168W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.120-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.120&CDS=1-2820
777	OG0000777	YDL171C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.76&CDS=1-6390
778	OG0000778	YDL177C	genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.57&CDS=1-465
779	OG0000779	YDL178W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.331-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.331&CDS=1-1530
780	OG0000780	YDL183C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.109-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.109&CDS=1-921
781	OG0000781	YDL185W	genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.75&CDS=1-1848
782	OG0000782	YDL189W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.136-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.136&CDS=1-1053
783	OG0000783	YDL190C	augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.154&CDS=1-6393
784	OG0000784	YDL195W	snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.137&CDS=1-3750
785	OG0000785	YDL198C	genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.26&CDS=1-894
786	OG0000786	YDL201W	genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.130&CDS=1-897
787	OG0000787	YDL202W	genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.131&CDS=1-675
788	OG0000788	YDL205C	augustus_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.51&CDS=1-1404
789	OG0000789	YDL206W	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.83&CDS=1-2469
790	OG0000790	YDL207W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.44&CDS=1-1509
791	OG0000791	YDL208W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.32-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.32&CDS=1-441
792	OG0000792	YDL209C	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.62&CDS=1-702
793	OG0000793	YDL212W	genemark-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.6&CDS=1-567
794	OG0000794	YDL213C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.24-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.24&CDS=1-648
795	OG0000795	YDL215C	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.288-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.288&CDS=1-3069
796	OG0000796	YDL216C	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.32&CDS=1-1086
797	OG0000797	YDL219W	maker-NODE_18_length_180837_cov_41.9367_ID_35-augustus-gene-0.304-mRNA-1_1&gene=maker-NODE_18_length_180837_cov_41.9367_ID_35-augustus-gene-0.304&CDS=1-1038
798	OG0000798	YDL225W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.242-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.242&CDS=1-1425
799	OG0000799	YDL230W	augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.222-mRNA-1_1&gene=augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.222&CDS=1-852
800	OG0000800	YDL233W	augustus_masked-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.176&CDS=1-891
801	OG0000801	YDL234C	snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.105&CDS=1-3723
802	OG0000802	YDL236W	maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-4.2-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-4.2&CDS=1-1200
803	OG0000803	YDL238C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-3.44&CDS=1-1416
804	OG0000804	YDR002W	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.86&CDS=1-606
805	OG0000805	YDR004W	genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.55&CDS=1-1539
806	OG0000806	YDR005C	maker-NODE_20_length_127495_cov_41.6239_ID_39-snap-gene-0.71-mRNA-1_1&gene=maker-NODE_20_length_127495_cov_41.6239_ID_39-snap-gene-0.71&CDS=1-1122
807	OG0000807	YDR006C	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.238-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.238&CDS=1-1785
808	OG0000808	YDR007W	snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.17&CDS=1-738
809	OG0000809	YDR017C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.47&CDS=1-1608
810	OG0000810	YDR020C	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.107&CDS=1-606
811	OG0000811	YDR021W	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.126&CDS=1-1188
812	OG0000812	YDR023W	augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.58&CDS=1-1941
813	OG0000813	YDR027C	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.74&CDS=1-3207
814	OG0000814	YDR028C	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.22&CDS=1-2034
815	OG0000815	YDR034C	snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.23&CDS=1-282
816	OG0000816	YDR035W	augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.134&CDS=1-1140
817	OG0000817	YDR036C	snap_masked-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.142&CDS=1-1518
818	OG0000818	YDR041W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.102-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.102&CDS=1-789
819	OG0000819	YDR043C	genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.14&CDS=1-633
820	OG0000820	YDR044W	genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.15&CDS=1-957
821	OG0000821	YDR045C	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.321-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.321&CDS=1-306
822	OG0000822	YDR047W	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.30&CDS=1-3030
823	OG0000823	YDR049W	snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.33&CDS=1-1842
824	OG0000824	YDR050C	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.47&CDS=1-1590
825	OG0000825	YDR052C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.137-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.137&CDS=1-2145
826	OG0000826	YDR054C	maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-3.99-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-augustus-gene-3.99&CDS=1-1110
827	OG0000827	YDR057W	snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.88&CDS=1-1242
828	OG0000828	YDR058C	genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.13&CDS=1-816
829	OG0000829	YDR060W	genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.168&CDS=1-3066
830	OG0000830	YDR062W	genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.5&CDS=1-1716
831	OG0000831	YDR063W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.32&CDS=1-420
832	OG0000832	YDR064W	snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.70&CDS=1-453
833	OG0000833	YDR067C	snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.117&CDS=1-627
834	OG0000834	YDR068W	snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.84&CDS=1-585
835	OG0000835	YDR071C	genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.39&CDS=1-570
836	OG0000836	YDR074W	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.116-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.116&CDS=1-2586
837	OG0000837	YDR080W	snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.109&CDS=1-2742
838	OG0000838	YDR084C	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.3&CDS=1-579
839	OG0000839	YDR086C	snap_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.91&CDS=1-198
840	OG0000840	YDR087C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.17&CDS=1-906
841	OG0000841	YDR088C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.46&CDS=1-1071
842	OG0000842	YDR089W	augustus_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.73&CDS=1-2580
843	OG0000843	YDR091C	genemark-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.58&CDS=1-1818
844	OG0000844	YDR092W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.141&CDS=1-444
845	OG0000845	YDR097C	maker-NODE_34_length_60141_cov_41.4034_ID_67-snap-gene-0.30-mRNA-1_1&gene=maker-NODE_34_length_60141_cov_41.4034_ID_67-snap-gene-0.30&CDS=1-4632
846	OG0000846	YDR100W	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.42&CDS=1-432
847	OG0000847	YDR101C	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.40&CDS=1-1668
848	OG0000848	YDR103W	snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.229-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.229&CDS=1-3129
849	OG0000849	YDR104C	snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.329-mRNA-1_1&gene=snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.329&CDS=1-3795
850	OG0000850	YDR105C	genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.117&CDS=1-1701
851	OG0000851	YDR108W	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.33&CDS=1-4350
852	OG0000852	YDR109C	genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_28_length_106324_cov_41.1752_ID_55-processed-gene-0.118&CDS=1-2055
853	OG0000853	YDR115W	augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.118&CDS=1-534
854	OG0000854	YDR116C	augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.143&CDS=1-771
855	OG0000855	YDR117C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.36&CDS=1-1737
856	OG0000856	YDR120C	genemark-NODE_33_length_63906_cov_41.5924_ID_65-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_33_length_63906_cov_41.5924_ID_65-processed-gene-0.93&CDS=1-1641
857	OG0000857	YDR121W	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.26-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.26&CDS=1-765
858	OG0000858	YDR124W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.140&CDS=1-1455
859	OG0000859	YDR126W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.97&CDS=1-1179
860	OG0000860	YDR127W	snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.16&CDS=1-5496
861	OG0000861	YDR128W	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.33&CDS=1-2634
862	OG0000862	YDR129C	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.37&CDS=1-1908
863	OG0000863	YDR140W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.131&CDS=1-678
864	OG0000864	YDR141C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.147&CDS=1-5262
865	OG0000865	YDR142C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.49&CDS=1-2883
866	OG0000866	YDR145W	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.51&CDS=1-1122
867	OG0000867	YDR148C	maker-NODE_23_length_113240_cov_44.465_ID_45-augustus-gene-0.163-mRNA-1_1&gene=maker-NODE_23_length_113240_cov_44.465_ID_45-augustus-gene-0.163&CDS=1-2808
868	OG0000868	YDR150W	genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.66&CDS=1-9399
869	OG0000869	YDR152W	genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.6&CDS=1-780
870	OG0000870	YDR155C	genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.59&CDS=1-483
871	OG0000871	YDR158W	genemark-NODE_39_length_13598_cov_43.9591_ID_77-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_39_length_13598_cov_43.9591_ID_77-processed-gene-0.16&CDS=1-1086
872	OG0000872	YDR160W	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.83&CDS=1-3687
873	OG0000873	YDR161W	genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.0&CDS=1-1131
874	OG0000874	YDR162C	genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.7&CDS=1-432
875	OG0000875	YDR164C	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.52&CDS=1-2052
876	OG0000876	YDR165W	genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_38_length_15145_cov_45.1509_ID_75-processed-gene-0.10&CDS=1-1332
877	OG0000877	YDR166C	augustus_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.127&CDS=1-2742
878	OG0000878	YDR167W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.30&CDS=1-642
879	OG0000879	YDR168W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-1.145&CDS=1-1497
880	OG0000880	YDR169C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.131&CDS=1-1395
881	OG0000881	YDR170C	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.75&CDS=1-7590
882	OG0000882	YDR171W	snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.17&CDS=1-828
883	OG0000883	YDR172W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.115&CDS=1-1986
884	OG0000884	YDR173C	snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.87&CDS=1-1011
