	OrthologID	Metschnikowia_matae	Saccharomyces_cerevisiae
206	OG0000206	maker-mat-_C44985-snap-gene-0.7-mRNA-1_1&gene=maker-mat-_C44985-snap-gene-0.7&CDS=1-2601, snap_masked-mat-_s71-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mat-_s71-processed-gene-0.54&CDS=1-1857	YMR058W
207	OG0000207	snap_masked-mat-_C45125-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_C45125-processed-gene-0.25&CDS=1-2268, snap_masked-mat-_s36-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s36-processed-gene-0.35&CDS=1-186	YOL076W
208	OG0000208	snap_masked-mat-_C45125-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mat-_C45125-processed-gene-0.27&CDS=1-456	YEL066W, YPR193C
209	OG0000209	snap_masked-mat-_C45125-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_C45125-processed-gene-0.28&CDS=1-1647	YHR115C, YNL116W
210	OG0000210	augustus_masked-mat-_s1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-mat-_s1-processed-gene-0.53&CDS=1-741, genemark-mat-_s480-processed-gene-1.29-mRNA-1_1&gene=genemark-mat-_s480-processed-gene-1.29&CDS=1-3918	YFL036W
211	OG0000211	snap_masked-mat-_s101-processed-gene-0.193-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.193&CDS=1-1839	YDL229W, YNL209W
212	OG0000212	augustus_masked-mat-_s507-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mat-_s507-processed-gene-0.19&CDS=1-252, snap_masked-mat-_s101-processed-gene-0.195-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.195&CDS=1-354	YHL015W
213	OG0000213	snap_masked-mat-_s101-processed-gene-0.239-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.239&CDS=1-198	YDL061C, YLR388W
214	OG0000214	snap_masked-mat-_s101-processed-gene-0.215-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.215&CDS=1-1737, snap_masked-mat-_s184-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s184-processed-gene-0.17&CDS=1-1692	YKR093W
215	OG0000215	snap_masked-mat-_s101-processed-gene-0.249-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.249&CDS=1-2250, snap_masked-mat-_s179-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mat-_s179-processed-gene-0.62&CDS=1-597	YOR112W
216	OG0000216	augustus_masked-mat-_s101-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-mat-_s101-processed-gene-0.173&CDS=1-1308	YMR177W, YPL224C
217	OG0000217	snap_masked-mat-_s104-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.21&CDS=1-3549	YGL133W, YPL216W
218	OG0000218	snap_masked-mat-_s104-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.23&CDS=1-1956, snap_masked-mat-_s185-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mat-_s185-processed-gene-0.36&CDS=1-228	YPL210C
219	OG0000219	snap_masked-mat-_s106-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s106-processed-gene-0.3&CDS=1-291, snap_masked-mat-_s641-processed-gene-0.197-mRNA-1_1&gene=snap_masked-mat-_s641-processed-gene-0.197&CDS=1-3960	YDR407C
220	OG0000220	maker-mat-_s109-snap-gene-0.4-mRNA-1_1&gene=maker-mat-_s109-snap-gene-0.4&CDS=1-507, snap_masked-mat-_s152-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mat-_s152-processed-gene-0.44&CDS=1-1740	YML066C
221	OG0000221	augustus_masked-mat-_s11-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s11-processed-gene-0.1&CDS=1-585, snap_masked-mat-_s488-processed-gene-0.120-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.120&CDS=1-441	YOR104W
222	OG0000222	augustus_masked-mat-_s112-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-mat-_s112-processed-gene-0.96&CDS=1-288, snap_masked-mat-_s156-processed-gene-1.81-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-1.81&CDS=1-549	YJL124C
223	OG0000223	genemark-mat-_s112-processed-gene-0.23-mRNA-1_1&gene=genemark-mat-_s112-processed-gene-0.23&CDS=1-738	YHR203C, YJR145C
224	OG0000224	augustus_masked-mat-_s472-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-mat-_s472-processed-gene-4.67&CDS=1-996, snap_masked-mat-_s112-processed-gene-0.183-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.183&CDS=1-978	YOR246C
225	OG0000225	augustus_masked-mat-_s601-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mat-_s601-processed-gene-0.7&CDS=1-519, snap_masked-mat-_s112-processed-gene-0.230-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.230&CDS=1-1524	YPR083W
226	OG0000226	maker-mat-_s173-snap-gene-0.20-mRNA-1_1&gene=maker-mat-_s173-snap-gene-0.20&CDS=1-1692, snap_masked-mat-_s112-processed-gene-0.205-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.205&CDS=1-1623	YGL186C
227	OG0000227	maker-mat-_s112-snap-gene-0.10-mRNA-1_1&gene=maker-mat-_s112-snap-gene-0.10&CDS=1-4233, snap_masked-mat-_s592-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s592-processed-gene-0.11&CDS=1-2121	YGL205W
228	OG0000228	genemark-mat-_s356-processed-gene-0.14-mRNA-1_1&gene=genemark-mat-_s356-processed-gene-0.14&CDS=1-2667, maker-mat-_s112-snap-gene-0.11-mRNA-1_1&gene=maker-mat-_s112-snap-gene-0.11&CDS=1-1407	YGL023C
229	OG0000229	maker-mat-_s112-snap-gene-0.12-mRNA-1_1&gene=maker-mat-_s112-snap-gene-0.12&CDS=1-1251	YDR348C, YHR097C
230	OG0000230	snap_masked-mat-_s114-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.0&CDS=1-819	YDL049C, YJL174W
231	OG0000231	snap_masked-mat-_s114-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.9&CDS=1-2319, snap_masked-mat-_s289-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s289-processed-gene-0.4&CDS=1-444	YJL212C
232	OG0000232	snap_masked-mat-_s118-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.40&CDS=1-594, snap_masked-mat-_s757-processed-gene-0.125-mRNA-1_1&gene=snap_masked-mat-_s757-processed-gene-0.125&CDS=1-600	YDR032C
233	OG0000233	snap_masked-mat-_s118-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.57&CDS=1-1245	YGL082W, YPL191C
234	OG0000234	snap_masked-mat-_s12-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.44&CDS=1-1560, snap_masked-mat-_s430-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mat-_s430-processed-gene-0.33&CDS=1-1539	YKL103C
235	OG0000235	snap_masked-mat-_s12-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.38&CDS=1-1533	YBR020W, YDR009W
236	OG0000236	snap_masked-mat-_s123-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s123-processed-gene-0.38&CDS=1-1419	YDR247W, YPL026C
237	OG0000237	snap_masked-mat-_s129-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.29&CDS=1-996	YCR073W-A, YNR034W
238	OG0000238	snap_masked-mat-_s129-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.30&CDS=1-4767, snap_masked-mat-_s509-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.85&CDS=1-4248	YGR281W
239	OG0000239	maker-mat-_s129-snap-gene-0.88-mRNA-1_1&gene=maker-mat-_s129-snap-gene-0.88&CDS=1-2061	YEL039C, YJR048W
240	OG0000240	maker-mat-_s720-snap-gene-0.10-mRNA-1_1&gene=maker-mat-_s720-snap-gene-0.10&CDS=1-363, snap_masked-mat-_s129-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.49&CDS=1-873	YJL035C
241	OG0000241	genemark-mat-_s129-processed-gene-0.85-mRNA-1_1&gene=genemark-mat-_s129-processed-gene-0.85&CDS=1-744, genemark-mat-_s487-processed-gene-0.1-mRNA-1_1&gene=genemark-mat-_s487-processed-gene-0.1&CDS=1-195	YMR038C
242	OG0000242	snap_masked-mat-_s134-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s134-processed-gene-0.12&CDS=1-816, snap_masked-mat-_s66-processed-gene-1.60-mRNA-1_1&gene=snap_masked-mat-_s66-processed-gene-1.60&CDS=1-1332	YNL040W
243	OG0000243	augustus_masked-mat-_s455-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s455-processed-gene-0.1&CDS=1-1419, genemark-mat-_s135-processed-gene-0.50-mRNA-1_1&gene=genemark-mat-_s135-processed-gene-0.50&CDS=1-603	YJL002C
244	OG0000244	snap_masked-mat-_s14-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.50&CDS=1-3729	YIL151C, YKR096W
245	OG0000245	snap_masked-mat-_s14-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.59&CDS=1-1698, snap_masked-mat-_s171-processed-gene-1.90-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-1.90&CDS=1-1740	YBR132C
246	OG0000246	snap_masked-mat-_s14-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.53&CDS=1-2964, snap_masked-mat-_s591-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mat-_s591-processed-gene-0.49&CDS=1-2838	YGR204W
247	OG0000247	snap_masked-mat-_s14-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.69&CDS=1-2862, snap_masked-mat-_s273-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s273-processed-gene-0.10&CDS=1-450	YFL024C
248	OG0000248	snap_masked-mat-_s15-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s15-processed-gene-0.28&CDS=1-1929, snap_masked-mat-_s84-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s84-processed-gene-0.48&CDS=1-1395	YNL027W
249	OG0000249	snap_masked-mat-_s15-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s15-processed-gene-0.45&CDS=1-585, snap_masked-mat-_s47-processed-gene-1.137-mRNA-1_1&gene=snap_masked-mat-_s47-processed-gene-1.137&CDS=1-1329	YOR198C
250	OG0000250	augustus_masked-mat-_s150-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s150-processed-gene-0.2&CDS=1-1335, snap_masked-mat-_s204-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.58&CDS=1-2142	YKL054C
251	OG0000251	snap_masked-mat-_s150-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mat-_s150-processed-gene-0.60&CDS=1-1284, snap_masked-mat-_s472-processed-gene-4.25-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.25&CDS=1-1263	YDL131W
252	OG0000252	snap_masked-mat-_s156-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-0.71&CDS=1-1617	YDL042C, YOL068C
253	OG0000253	snap_masked-mat-_s156-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-0.51&CDS=1-1653	YIR031C, YNL117W
254	OG0000254	snap_masked-mat-_s156-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-0.52&CDS=1-639	YBR014C, YDL010W
255	OG0000255	augustus_masked-mat-_s156-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-mat-_s156-processed-gene-0.32&CDS=1-465	YBR048W, YDR025W
256	OG0000256	augustus_masked-mat-_s156-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mat-_s156-processed-gene-0.16&CDS=1-1539, snap_masked-mat-_s179-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mat-_s179-processed-gene-0.55&CDS=1-669	YPL091W
257	OG0000257	augustus_masked-mat-_s608-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mat-_s608-processed-gene-0.9&CDS=1-399, snap_masked-mat-_s156-processed-gene-1.54-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-1.54&CDS=1-1662	YKL116C
258	OG0000258	maker-mat-_s156-snap-gene-1.42-mRNA-1_1&gene=maker-mat-_s156-snap-gene-1.42&CDS=1-2805, snap_masked-mat-_s302-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.19&CDS=1-2742	YDL056W
259	OG0000259	augustus_masked-mat-_s306-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-mat-_s306-processed-gene-1.40&CDS=1-1947, snap_masked-mat-_s156-processed-gene-1.78-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-1.78&CDS=1-1509	YBR006W
260	OG0000260	augustus_masked-mat-_s512-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-mat-_s512-processed-gene-0.120&CDS=1-1410, maker-mat-_s156-augustus-gene-1.47-mRNA-1_1&gene=maker-mat-_s156-augustus-gene-1.47&CDS=1-2253	YEL060C
261	OG0000261	snap_masked-mat-_s156-processed-gene-1.86-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-1.86&CDS=1-2001	YBR216C, YGL060W
262	OG0000262	augustus_masked-mat-_s156-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-mat-_s156-processed-gene-1.116&CDS=1-1593, augustus_masked-mat-_s701-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s701-processed-gene-0.1&CDS=1-489	YGL175C
263	OG0000263	snap_masked-mat-_s156-processed-gene-2.41-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-2.41&CDS=1-969	YBR273C, YJL048C
264	OG0000264	snap_masked-mat-_s156-processed-gene-2.43-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-2.43&CDS=1-1461, snap_masked-mat-_s253-processed-gene-2.113-mRNA-1_1&gene=snap_masked-mat-_s253-processed-gene-2.113&CDS=1-1737	YOR059C
265	OG0000265	snap_masked-mat-_s156-processed-gene-2.21-mRNA-1_1&gene=snap_masked-mat-_s156-processed-gene-2.21&CDS=1-591	YBL072C, YER102W
266	OG0000266	snap_masked-mat-_s158-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mat-_s158-processed-gene-0.33&CDS=1-2013	YGR241C, YHR161C
267	OG0000267	snap_masked-mat-_s158-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s158-processed-gene-0.11&CDS=1-927, snap_masked-mat-_s696-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s696-processed-gene-0.39&CDS=1-924	YDL236W
268	OG0000268	snap_masked-mat-_s16-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s16-processed-gene-0.4&CDS=1-3027	YJR091C, YPR042C
269	OG0000269	augustus_masked-mat-_s166-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s166-processed-gene-0.2&CDS=1-555, snap_masked-mat-_s547-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.49&CDS=1-1692	YHL029C
270	OG0000270	augustus_masked-mat-_s17-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mat-_s17-processed-gene-0.16&CDS=1-513, snap_masked-mat-_s71-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mat-_s71-processed-gene-0.62&CDS=1-597	YKR035W-A
271	OG0000271	maker-mat-_s485-snap-gene-1.129-mRNA-1_1&gene=maker-mat-_s485-snap-gene-1.129&CDS=1-1722, snap_masked-mat-_s170-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-0.38&CDS=1-528	YBR220C
272	OG0000272	snap_masked-mat-_s170-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-0.39&CDS=1-1950, snap_masked-mat-_s67-processed-gene-1.40-mRNA-1_1&gene=snap_masked-mat-_s67-processed-gene-1.40&CDS=1-1869	YNL101W
273	OG0000273	augustus_masked-mat-_s170-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-mat-_s170-processed-gene-0.92&CDS=1-471, augustus_masked-mat-_s173-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-mat-_s173-processed-gene-0.22&CDS=1-213	YJL122W
274	OG0000274	snap_masked-mat-_s170-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-0.46&CDS=1-753, snap_masked-mat-_s397-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-0.81&CDS=1-738	YKL040C
275	OG0000275	genemark-mat-_s170-processed-gene-0.25-mRNA-1_1&gene=genemark-mat-_s170-processed-gene-0.25&CDS=1-336	YOR234C, YPL143W
276	OG0000276	snap_masked-mat-_s170-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-0.65&CDS=1-1263	YOR237W, YPL145C
277	OG0000277	snap_masked-mat-_s170-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-0.73&CDS=1-1410, snap_masked-mat-_s740-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s740-processed-gene-0.1&CDS=1-1518	YGR019W
278	OG0000278	snap_masked-mat-_s170-processed-gene-1.102-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-1.102&CDS=1-1917	YER059W, YIL050W
279	OG0000279	snap_masked-mat-_s170-processed-gene-1.92-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-1.92&CDS=1-3501	YJR127C, YML081W
280	OG0000280	augustus_masked-mat-_s32-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s32-processed-gene-0.2&CDS=1-1035, snap_masked-mat-_s170-processed-gene-1.136-mRNA-1_1&gene=snap_masked-mat-_s170-processed-gene-1.136&CDS=1-870	YER118C
281	OG0000281	snap_masked-mat-_s171-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-0.55&CDS=1-753, snap_masked-mat-_s171-processed-gene-0.82-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-0.82&CDS=1-729	YIR038C
282	OG0000282	snap_masked-mat-_s171-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-0.85&CDS=1-1362, snap_masked-mat-_s591-processed-gene-1.95-mRNA-1_1&gene=snap_masked-mat-_s591-processed-gene-1.95&CDS=1-1470	YHR176W
283	OG0000283	snap_masked-mat-_s171-processed-gene-0.89-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-0.89&CDS=1-723	YDR098C, YER174C
284	OG0000284	snap_masked-mat-_s171-processed-gene-0.93-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-0.93&CDS=1-2367	YDR264C, YOR034C
285	OG0000285	genemark-mat-_s171-processed-gene-1.105-mRNA-1_1&gene=genemark-mat-_s171-processed-gene-1.105&CDS=1-1059	YCL048W, YDR522C
286	OG0000286	augustus_masked-mat-_s171-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-mat-_s171-processed-gene-1.27&CDS=1-1926	YDR263C, YOR033C
287	OG0000287	augustus_masked-mat-_s436-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-mat-_s436-processed-gene-0.149&CDS=1-366, snap_masked-mat-_s171-processed-gene-1.89-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-1.89&CDS=1-1932	YDL035C
288	OG0000288	snap_masked-mat-_s171-processed-gene-1.93-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-1.93&CDS=1-1776	YIL085C, YNL029C
289	OG0000289	genemark-mat-_s171-processed-gene-1.149-mRNA-1_1&gene=genemark-mat-_s171-processed-gene-1.149&CDS=1-1122	YIL135C, YNL074C
290	OG0000290	snap_masked-mat-_s171-processed-gene-1.72-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-1.72&CDS=1-675, snap_masked-mat-_s472-processed-gene-3.113-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-3.113&CDS=1-762	YBL064C
291	OG0000291	snap_masked-mat-_s171-processed-gene-1.100-mRNA-1_1&gene=snap_masked-mat-_s171-processed-gene-1.100&CDS=1-768, snap_masked-mat-_s326-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.19&CDS=1-768	YLR441C
292	OG0000292	snap_masked-mat-_s173-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s173-processed-gene-0.8&CDS=1-1383, snap_masked-mat-_s204-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.87&CDS=1-1374	YMR020W
293	OG0000293	augustus_masked-mat-_s88-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s88-processed-gene-0.1&CDS=1-285, snap_masked-mat-_s174-processed-gene-0.106-mRNA-1_1&gene=snap_masked-mat-_s174-processed-gene-0.106&CDS=1-3375	YGR274C
294	OG0000294	augustus_masked-mat-_s174-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-mat-_s174-processed-gene-0.52&CDS=1-309	YCL035C, YDR513W
295	OG0000295	augustus_masked-mat-_s174-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mat-_s174-processed-gene-0.73&CDS=1-480	YBR191W, YPL079W
296	OG0000296	snap_masked-mat-_s174-processed-gene-0.118-mRNA-1_1&gene=snap_masked-mat-_s174-processed-gene-0.118&CDS=1-372, snap_masked-mat-_s36-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s36-processed-gene-0.48&CDS=1-2532	YHR154W
297	OG0000297	genemark-mat-_s480-processed-gene-1.15-mRNA-1_1&gene=genemark-mat-_s480-processed-gene-1.15&CDS=1-1938, snap_masked-mat-_s174-processed-gene-0.97-mRNA-1_1&gene=snap_masked-mat-_s174-processed-gene-0.97&CDS=1-1929	YJR045C
298	OG0000298	augustus_masked-mat-_s184-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_s184-processed-gene-0.0&CDS=1-297, augustus_masked-mat-_s714-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-mat-_s714-processed-gene-0.69&CDS=1-1074	YCL016C
299	OG0000299	augustus_masked-mat-_s53-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mat-_s53-processed-gene-0.2&CDS=1-849, snap_masked-mat-_s185-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s185-processed-gene-0.37&CDS=1-3024	YMR185W
300	OG0000300	snap_masked-mat-_s19-processed-gene-0.104-mRNA-1_1&gene=snap_masked-mat-_s19-processed-gene-0.104&CDS=1-1524, snap_masked-mat-_s639-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s639-processed-gene-0.1&CDS=1-1515	YGR260W
301	OG0000301	snap_masked-mat-_s191-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s191-processed-gene-0.28&CDS=1-1278	YAL015C, YOL043C
302	OG0000302	snap_masked-mat-_s200-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s200-processed-gene-0.18&CDS=1-1719	YGR138C, YPR156C
303	OG0000303	maker-mat-_s202-snap-gene-0.0-mRNA-1_1&gene=maker-mat-_s202-snap-gene-0.0&CDS=1-1530	YHR146W, YNL173C
304	OG0000304	snap_masked-mat-_s204-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.66&CDS=1-972, snap_masked-mat-_s404-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s404-processed-gene-0.5&CDS=1-909	YGR060W
305	OG0000305	snap_masked-mat-_s204-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.67&CDS=1-516	YMR242C, YOR312C
306	OG0000306	snap_masked-mat-_s204-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.68&CDS=1-807, snap_masked-mat-_s397-processed-gene-1.64-mRNA-1_1&gene=snap_masked-mat-_s397-processed-gene-1.64&CDS=1-804	YMR226C
307	OG0000307	augustus_masked-mat-_s36-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s36-processed-gene-0.4&CDS=1-630, genemark-mat-_s204-processed-gene-0.173-mRNA-1_1&gene=genemark-mat-_s204-processed-gene-0.173&CDS=1-2511	YOR249C
308	OG0000308	augustus_masked-mat-_s204-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mat-_s204-processed-gene-0.16&CDS=1-3123	YFR010W, YMR110C
309	OG0000309	snap_masked-mat-_s204-processed-gene-0.109-mRNA-1_1&gene=snap_masked-mat-_s204-processed-gene-0.109&CDS=1-1275, snap_masked-mat-_s436-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mat-_s436-processed-gene-0.63&CDS=1-1224	YLR174W
310	OG0000310	snap_masked-mat-_s208-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s208-processed-gene-0.5&CDS=1-258, snap_masked-mat-_s485-processed-gene-1.76-mRNA-1_1&gene=snap_masked-mat-_s485-processed-gene-1.76&CDS=1-219	YNR032C-A
311	OG0000311	maker-mat-_s209-snap-gene-0.0-mRNA-1_1&gene=maker-mat-_s209-snap-gene-0.0&CDS=1-390	YHL001W, YKL006W
312	OG0000312	augustus_masked-mat-_s489-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s489-processed-gene-0.1&CDS=1-4140, snap_masked-mat-_s209-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s209-processed-gene-0.10&CDS=1-378	YBL060W
313	OG0000313	augustus_masked-mat-_s68-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mat-_s68-processed-gene-0.7&CDS=1-378, snap_masked-mat-_s210-processed-gene-0.44-mRNA-1_1&gene=snap_masked-mat-_s210-processed-gene-0.44&CDS=1-1608	YOR359W
314	OG0000314	snap_masked-mat-_s210-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s210-processed-gene-0.50&CDS=1-435	YDR450W, YML026C
315	OG0000315	snap_masked-mat-_s210-processed-gene-1.89-mRNA-1_1&gene=snap_masked-mat-_s210-processed-gene-1.89&CDS=1-210	YLR264W, YOR167C
316	OG0000316	augustus_masked-mat-_s218-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mat-_s218-processed-gene-0.8&CDS=1-315	YGR209C, YLR043C
317	OG0000317	snap_masked-mat-_s223-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s223-processed-gene-0.14&CDS=1-1158	YDR312W, YHR066W
318	OG0000318	maker-mat-_s223-snap-gene-0.10-mRNA-1_1&gene=maker-mat-_s223-snap-gene-0.10&CDS=1-324, snap_masked-mat-_s472-processed-gene-4.46-mRNA-1_1&gene=snap_masked-mat-_s472-processed-gene-4.46&CDS=1-915	YNL232W
