	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034950_Citeromyces_hawaiiensis
840	OG0000840	YBR003W	augustus_masked-scf7180000028615-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000028615-processed-gene-0.121&CDS=1-1560
841	OG0000841	YBR006W	augustus_masked-scf7180000030558-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030558-processed-gene-0.4&CDS=1-1485
842	OG0000842	YBR007C	augustus_masked-scf7180000031643-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031643-processed-gene-0.4&CDS=1-939
843	OG0000843	YBR011C	augustus_masked-scf7180000029882-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000029882-processed-gene-0.10&CDS=1-861
844	OG0000844	YBR015C	snap_masked-scf7180000030902-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000030902-processed-gene-0.22&CDS=1-1860
845	OG0000845	YBR017C	augustus_masked-scf7180000028615-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-scf7180000028615-processed-gene-0.138&CDS=1-2646
846	OG0000846	YBR022W	augustus_masked-scf7180000031659-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000031659-processed-gene-0.52&CDS=1-483
847	OG0000847	YBR023C	augustus_masked-scf7180000031659-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000031659-processed-gene-0.55&CDS=1-3240
848	OG0000848	YBR025C	augustus_masked-scf7180000031362-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031362-processed-gene-0.8&CDS=1-5370
849	OG0000849	YBR026C	maker-scf7180000028615-snap-gene-0.59-mRNA-1_1&gene=maker-scf7180000028615-snap-gene-0.59&CDS=1-1365
850	OG0000850	YBR028C	augustus_masked-scf7180000028747-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000028747-processed-gene-0.1&CDS=1-1233
851	OG0000851	YBR029C	augustus_masked-scf7180000031540-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000031540-processed-gene-0.37&CDS=1-1302
852	OG0000852	YBR030W	augustus_masked-scf7180000031445-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031445-processed-gene-0.7&CDS=1-1629
853	OG0000853	YBR034C	augustus_masked-scf7180000031086-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031086-processed-gene-0.12&CDS=1-1026
854	OG0000854	YBR035C	augustus_masked-scf7180000031422-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000031422-processed-gene-0.98&CDS=1-678
855	OG0000855	YBR038W	augustus_masked-scf7180000028630-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000028630-processed-gene-0.18&CDS=1-3144
856	OG0000856	YBR039W	augustus_masked-scf7180000031336-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031336-processed-gene-0.7&CDS=1-852
857	OG0000857	YBR046C	augustus_masked-scf7180000031472-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031472-processed-gene-0.11&CDS=1-1032
858	OG0000858	YBR053C	augustus_masked-scf7180000031522-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000031522-processed-gene-0.32&CDS=1-1002
859	OG0000859	YBR055C	augustus_masked-scf7180000028630-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000028630-processed-gene-0.42&CDS=1-2598
860	OG0000860	YBR056W	augustus_masked-scf7180000030622-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030622-processed-gene-0.2&CDS=1-1419
861	OG0000861	YBR057C	augustus_masked-scf7180000031549-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000031549-processed-gene-0.46&CDS=1-456
862	OG0000862	YBR060C	maker-scf7180000031549-snap-gene-0.41-mRNA-1_1&gene=maker-scf7180000031549-snap-gene-0.41&CDS=1-1551
863	OG0000863	YBR061C	maker-scf7180000030461-augustus-gene-0.25-mRNA-1_1&gene=maker-scf7180000030461-augustus-gene-0.25&CDS=1-909
864	OG0000864	YBR062C	augustus_masked-scf7180000030461-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000030461-processed-gene-0.21&CDS=1-543
865	OG0000865	YBR065C	augustus_masked-scf7180000031170-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031170-processed-gene-0.0&CDS=1-993
866	OG0000866	YBR070C	snap_masked-scf7180000031170-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000031170-processed-gene-0.2&CDS=1-489
867	OG0000867	YBR073W	augustus_masked-scf7180000031493-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031493-processed-gene-0.26&CDS=1-2325
868	OG0000868	YBR074W	snap_masked-scf7180000030368-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000030368-processed-gene-0.12&CDS=1-2718
869	OG0000869	YBR079C	augustus_masked-scf7180000031664-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000031664-processed-gene-0.75&CDS=1-2625
870	OG0000870	YBR080C	augustus_masked-scf7180000031499-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000031499-processed-gene-0.37&CDS=1-2265
871	OG0000871	YBR081C	augustus_masked-scf7180000028620-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000028620-processed-gene-0.65&CDS=1-3225
872	OG0000872	YBR082C	augustus_masked-scf7180000028620-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000028620-processed-gene-0.79&CDS=1-441
873	OG0000873	YBR083W	augustus_masked-scf7180000030553-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030553-processed-gene-0.8&CDS=1-1380
874	OG0000874	YBR084W	augustus_masked-scf7180000031412-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031412-processed-gene-0.4&CDS=1-2871
875	OG0000875	YBR085W	augustus_masked-scf7180000031555-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000031555-processed-gene-0.30&CDS=1-906
876	OG0000876	YBR087W	augustus_masked-scf7180000028697-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028697-processed-gene-0.0&CDS=1-1116
877	OG0000877	YBR088C	augustus_masked-scf7180000030513-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030513-processed-gene-0.3&CDS=1-774
878	OG0000878	YBR094W	maker-scf7180000029192-augustus-gene-0.11-mRNA-1_1&gene=maker-scf7180000029192-augustus-gene-0.11&CDS=1-2082
879	OG0000879	YBR095C	augustus_masked-scf7180000031218-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031218-processed-gene-0.8&CDS=1-918
880	OG0000880	YBR096W	augustus_masked-scf7180000030756-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030756-processed-gene-0.1&CDS=1-669
881	OG0000881	YBR101C	augustus_masked-scf7180000031496-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000031496-processed-gene-0.27&CDS=1-891
882	OG0000882	YBR103W	augustus_masked-scf7180000031613-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000031613-processed-gene-0.58&CDS=1-1392
883	OG0000883	YBR105C	augustus_masked-scf7180000028805-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000028805-processed-gene-0.25&CDS=1-774
884	OG0000884	YBR106W	augustus_masked-scf7180000031621-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000031621-processed-gene-0.19&CDS=1-564
885	OG0000885	YBR109C	snap_masked-scf7180000030926-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000030926-processed-gene-0.16&CDS=1-489
886	OG0000886	YBR110W	snap_masked-scf7180000030926-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000030926-processed-gene-0.18&CDS=1-1362
887	OG0000887	YBR111C	maker-scf7180000030827-augustus-gene-0.13-mRNA-1_1&gene=maker-scf7180000030827-augustus-gene-0.13&CDS=1-615
888	OG0000888	YBR111W-A	augustus_masked-scf7180000030827-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000030827-processed-gene-0.20&CDS=1-276
889	OG0000889	YBR112C	augustus_masked-scf7180000030827-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000030827-processed-gene-0.18&CDS=1-1650
890	OG0000890	YBR114W	augustus_masked-scf7180000029485-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000029485-processed-gene-0.2&CDS=1-2358
891	OG0000891	YBR115C	augustus_masked-scf7180000031521-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000031521-processed-gene-0.29&CDS=1-3921
892	OG0000892	YBR121C	augustus_masked-scf7180000031357-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031357-processed-gene-0.6&CDS=1-1947
893	OG0000893	YBR122C	augustus_masked-scf7180000031453-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031453-processed-gene-0.16&CDS=1-444
894	OG0000894	YBR123C	augustus_masked-scf7180000031453-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000031453-processed-gene-0.17&CDS=1-1617
895	OG0000895	YBR125C	augustus_masked-scf7180000031453-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031453-processed-gene-0.12&CDS=1-1011
896	OG0000896	YBR126C	augustus_masked-scf7180000031453-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031453-processed-gene-0.13&CDS=1-1407
897	OG0000897	YBR127C	augustus_masked-scf7180000031453-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031453-processed-gene-0.14&CDS=1-1518
898	OG0000898	YBR132C	snap_masked-scf7180000031680-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000031680-processed-gene-0.23&CDS=1-1761
899	OG0000899	YBR133C	snap_masked-scf7180000030549-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000030549-processed-gene-0.8&CDS=1-1239
900	OG0000900	YBR141C	augustus_masked-scf7180000031683-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000031683-processed-gene-0.39&CDS=1-960
901	OG0000901	YBR142W	augustus_masked-scf7180000031683-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000031683-processed-gene-0.31&CDS=1-2238
902	OG0000902	YBR143C	augustus_masked-scf7180000031683-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000031683-processed-gene-0.40&CDS=1-1314
903	OG0000903	YBR146W	augustus_masked-scf7180000031278-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031278-processed-gene-0.6&CDS=1-858
904	OG0000904	YBR149W	augustus_masked-scf7180000031495-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000031495-processed-gene-0.21&CDS=1-960
905	OG0000905	YBR153W	augustus_masked-scf7180000031278-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031278-processed-gene-0.8&CDS=1-690
906	OG0000906	YBR154C	snap_masked-scf7180000031278-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000031278-processed-gene-0.0&CDS=1-642
907	OG0000907	YBR156C	augustus_masked-scf7180000031416-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031416-processed-gene-0.13&CDS=1-2187
908	OG0000908	YBR158W	snap_masked-scf7180000030477-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000030477-processed-gene-0.24&CDS=1-1638
909	OG0000909	YBR159W	maker-scf7180000030477-augustus-gene-0.11-mRNA-1_1&gene=maker-scf7180000030477-augustus-gene-0.11&CDS=1-1029
910	OG0000910	YBR160W	augustus_masked-scf7180000031643-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031643-processed-gene-0.1&CDS=1-942
911	OG0000911	YBR162C	augustus_masked-scf7180000031501-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000031501-processed-gene-0.19&CDS=1-1404
912	OG0000912	YBR162W-A	snap_masked-scf7180000031501-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000031501-processed-gene-0.2&CDS=1-198
913	OG0000913	YBR163W	augustus_masked-scf7180000031487-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000031487-processed-gene-0.38&CDS=1-1545
914	OG0000914	YBR164C	augustus_masked-scf7180000031641-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031641-processed-gene-0.2&CDS=1-549
915	OG0000915	YBR166C	genemark-scf7180000030772-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000030772-processed-gene-0.15&CDS=1-1263
916	OG0000916	YBR167C	snap_masked-scf7180000031223-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000031223-processed-gene-0.8&CDS=1-357
917	OG0000917	YBR170C	augustus_masked-scf7180000031273-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031273-processed-gene-0.26&CDS=1-1674
918	OG0000918	YBR171W	augustus_masked-scf7180000030476-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000030476-processed-gene-0.39&CDS=1-528
919	OG0000919	YBR173C	snap_masked-scf7180000030476-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000030476-processed-gene-0.10&CDS=1-435
920	OG0000920	YBR176W	snap_masked-scf7180000028861-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000028861-processed-gene-0.5&CDS=1-924
921	OG0000921	YBR179C	augustus_masked-scf7180000031220-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031220-processed-gene-0.11&CDS=1-2523
922	OG0000922	YBR182C	augustus_masked-scf7180000028628-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000028628-processed-gene-0.19&CDS=1-1350
923	OG0000923	YBR185C	augustus_masked-scf7180000028628-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000028628-processed-gene-0.17&CDS=1-768
924	OG0000924	YBR187W	maker-scf7180000031568-augustus-gene-0.41-mRNA-1_1&gene=maker-scf7180000031568-augustus-gene-0.41&CDS=1-2298
925	OG0000925	YBR189W	snap_masked-scf7180000031568-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scf7180000031568-processed-gene-0.97&CDS=1-570
926	OG0000926	YBR192W	augustus_masked-scf7180000031568-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000031568-processed-gene-0.22&CDS=1-2031
927	OG0000927	YBR193C	augustus_masked-scf7180000031568-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031568-processed-gene-0.8&CDS=1-600
928	OG0000928	YBR195C	augustus_masked-scf7180000030573-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000030573-processed-gene-0.14&CDS=1-1164
929	OG0000929	YBR196C	augustus_masked-scf7180000030573-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000030573-processed-gene-0.13&CDS=1-1647
930	OG0000930	YBR199W	augustus_masked-scf7180000031503-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031503-processed-gene-0.9&CDS=1-1128
931	OG0000931	YBR201W	snap_masked-scf7180000031249-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000031249-processed-gene-0.37&CDS=1-669
932	OG0000932	YBR202W	augustus_masked-scf7180000031501-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000031501-processed-gene-0.18&CDS=1-2409
933	OG0000933	YBR203W	snap_masked-scf7180000028615-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scf7180000028615-processed-gene-0.85&CDS=1-2145
934	OG0000934	YBR207W	augustus_masked-scf7180000030476-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000030476-processed-gene-0.44&CDS=1-1116
935	OG0000935	YBR208C	augustus_masked-scf7180000031579-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031579-processed-gene-0.5&CDS=1-5454
936	OG0000936	YBR213W	maker-scf7180000031349-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000031349-augustus-gene-0.2&CDS=1-807
937	OG0000937	YBR217W	augustus_masked-scf7180000031440-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000031440-processed-gene-0.27&CDS=1-429
938	OG0000938	YBR220C	snap_masked-scf7180000031454-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000031454-processed-gene-0.6&CDS=1-1575
939	OG0000939	YBR221C	augustus_masked-scf7180000029170-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029170-processed-gene-0.0&CDS=1-1071
940	OG0000940	YBR222C	augustus_masked-scf7180000030488-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000030488-processed-gene-0.29&CDS=1-1581
941	OG0000941	YBR223C	augustus_masked-scf7180000031645-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000031645-processed-gene-0.22&CDS=1-1512
942	OG0000942	YBR228W	snap_masked-scf7180000028967-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000028967-processed-gene-0.8&CDS=1-801
943	OG0000943	YBR229C	augustus_masked-scf7180000031439-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000031439-processed-gene-0.31&CDS=1-2586
944	OG0000944	YBR233W-A	augustus_masked-scf7180000030719-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030719-processed-gene-0.4&CDS=1-348
945	OG0000945	YBR234C	augustus_masked-scf7180000030719-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030719-processed-gene-0.5&CDS=1-1065
946	OG0000946	YBR235W	augustus_masked-scf7180000030527-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000030527-processed-gene-0.13&CDS=1-3306
947	OG0000947	YBR236C	augustus_masked-scf7180000030527-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000030527-processed-gene-0.12&CDS=1-1296
948	OG0000948	YBR237W	genemark-scf7180000030527-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000030527-processed-gene-0.4&CDS=1-2349
949	OG0000949	YBR239C	augustus_masked-scf7180000031485-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031485-processed-gene-0.2&CDS=1-1212
950	OG0000950	YBR243C	augustus_masked-scf7180000031681-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000031681-processed-gene-0.43&CDS=1-1356
951	OG0000951	YBR245C	snap_masked-scf7180000031485-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000031485-processed-gene-0.30&CDS=1-2910
952	OG0000952	YBR246W	augustus_masked-scf7180000031485-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031485-processed-gene-0.3&CDS=1-1047
953	OG0000953	YBR247C	augustus_masked-scf7180000031591-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031591-processed-gene-0.6&CDS=1-1341
954	OG0000954	YBR248C	maker-scf7180000031679-snap-gene-0.10-mRNA-1_1&gene=maker-scf7180000031679-snap-gene-0.10&CDS=1-2721
955	OG0000955	YBR251W	augustus_masked-scf7180000031434-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000031434-processed-gene-0.25&CDS=1-912
956	OG0000956	YBR253W	augustus_masked-scf7180000030788-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030788-processed-gene-0.4&CDS=1-306
957	OG0000957	YBR254C	snap_masked-scf7180000030788-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000030788-processed-gene-0.7&CDS=1-429
958	OG0000958	YBR255C-A	snap_masked-scf7180000031604-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000031604-processed-gene-0.1&CDS=1-342
959	OG0000959	YBR256C	augustus_masked-scf7180000031572-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031572-processed-gene-0.6&CDS=1-696
960	OG0000960	YBR257W	genemark-scf7180000031591-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000031591-processed-gene-0.9&CDS=1-804
961	OG0000961	YBR260C	augustus_masked-scf7180000031044-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031044-processed-gene-0.9&CDS=1-1692
962	OG0000962	YBR261C	augustus_masked-scf7180000031665-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031665-processed-gene-0.0&CDS=1-684
963	OG0000963	YBR263W	augustus_masked-scf7180000031511-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031511-processed-gene-0.4&CDS=1-1440
964	OG0000964	YBR265W	augustus_masked-scf7180000031521-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000031521-processed-gene-0.30&CDS=1-882
965	OG0000965	YBR267W	augustus_masked-scf7180000028768-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028768-processed-gene-0.0&CDS=1-1092
966	OG0000966	YBR268W	snap_masked-scf7180000031149-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000031149-processed-gene-0.0&CDS=1-273
967	OG0000967	YBR269C	snap_masked-scf7180000031595-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000031595-processed-gene-0.1&CDS=1-375
968	OG0000968	YBR271W	augustus_masked-scf7180000031679-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031679-processed-gene-0.0&CDS=1-1047
969	OG0000969	YBR274W	maker-scf7180000031511-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000031511-augustus-gene-0.0&CDS=1-1542
970	OG0000970	YBR276C	snap_masked-scf7180000031550-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000031550-processed-gene-0.22&CDS=1-2457
971	OG0000971	YBR279W	augustus_masked-scf7180000031595-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000031595-processed-gene-0.17&CDS=1-1260
972	OG0000972	YBR280C	augustus_masked-scf7180000031521-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000031521-processed-gene-0.38&CDS=1-1503
973	OG0000973	YBR281C	augustus_masked-scf7180000031521-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000031521-processed-gene-0.39&CDS=1-2484
974	OG0000974	YBR282W	augustus_masked-scf7180000031416-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000031416-processed-gene-0.20&CDS=1-432
975	OG0000975	YBR283C	augustus_masked-scf7180000031665-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031665-processed-gene-0.1&CDS=1-1452
976	OG0000976	YBR287W	maker-scf7180000031426-snap-gene-0.23-mRNA-1_1&gene=maker-scf7180000031426-snap-gene-0.23&CDS=1-2397
977	OG0000977	YBR289W	genemark-scf7180000030070-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000030070-processed-gene-0.9&CDS=1-1380
