	OrthologID	Candida_intermedia	Saccharomyces_cerevisiae
794	OG0000794	-processed-gene-8.18-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.18&CDS=1-4251	YDL112W
795	OG0000795	-processed-gene-8.40-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.40&CDS=1-858	YDL111C
796	OG0000796	-processed-gene-8.19-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.19&CDS=1-1146	YDL088C
797	OG0000797	-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.119&CDS=1-1302	YDL090C
798	OG0000798	-processed-gene-8.42-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.42&CDS=1-372	YDL092W
799	OG0000799	-processed-gene-8.24-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.24&CDS=1-1590	YMR155W
800	OG0000800	-processed-gene-8.43-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.43&CDS=1-2649	YBR179C
801	OG0000801	-processed-gene-8.25-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.25&CDS=1-645	YIR032C
802	OG0000802	-processed-gene-8.44-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.44&CDS=1-804	YFR043C
803	OG0000803	-processed-gene-8.26-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.26&CDS=1-2610	YGL233W
804	OG0000804	-processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.27&CDS=1-855	YMR314W
805	OG0000805	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.28&CDS=1-840	YGL232W
806	OG0000806	-processed-gene-8.47-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.47&CDS=1-525	YGL231C
807	OG0000807	-processed-gene-8.31-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-8.31&CDS=1-1182	YPL138C
808	OG0000808	-processed-gene-9.2-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.2&CDS=1-1221	YNR058W
809	OG0000809	-processed-gene-9.0-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.0&CDS=1-633	YNR057C
810	OG0000810	-processed-gene-9.4-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.4&CDS=1-1422	YDR403W
811	OG0000811	-processed-gene-9.6-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.6&CDS=1-3093	YDR060W
812	OG0000812	-snap-gene-9.45-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-9.45&CDS=1-2232	YBL105C
813	OG0000813	-processed-gene-9.25-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.25&CDS=1-2964	YBL104C
814	OG0000814	-processed-gene-9.9-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.9&CDS=1-414	YDR462W
815	OG0000815	-processed-gene-9.28-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.28&CDS=1-432	YJR082C
816	OG0000816	-processed-gene-9.29-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.29&CDS=1-1371	YLR231C
817	OG0000817	-snap-gene-9.42-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-9.42&CDS=1-513	YJL024C
818	OG0000818	-processed-gene-9.30-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.30&CDS=1-420	YGR174C
819	OG0000819	-processed-gene-9.12-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.12&CDS=1-1875	YLR228C
820	OG0000820	-processed-gene-9.13-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.13&CDS=1-573	YLR229C
821	OG0000821	-processed-gene-9.16-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.16&CDS=1-504	YBL093C
822	OG0000822	-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.107&CDS=1-429	YBL092W
823	OG0000823	-processed-gene-9.35-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.35&CDS=1-834	YML052W
824	OG0000824	-snap-gene-9.48-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-9.48&CDS=1-2658	YCR068W
825	OG0000825	-processed-gene-9.19-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.19&CDS=1-1653	YCR066W
826	OG0000826	-processed-gene-9.20-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.20&CDS=1-1593	YHL008C
827	OG0000827	-processed-gene-9.21-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.21&CDS=1-1752	YLR276C
828	OG0000828	-snap-gene-9.44-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-9.44&CDS=1-1890	YHR048W
829	OG0000829	-processed-gene-9.39-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.39&CDS=1-2526	YDR485C
830	OG0000830	-processed-gene-9.23-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-9.23&CDS=1-939	YOL096C
831	OG0000831	-processed-gene-10.49-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.49&CDS=1-1614	YNL138W
832	OG0000832	-processed-gene-10.46-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.46&CDS=1-2319	YNL059C
833	OG0000833	-processed-gene-10.50-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.50&CDS=1-1815	YNL061W
834	OG0000834	-processed-gene-10.47-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.47&CDS=1-1482	YNL062C
835	OG0000835	-processed-gene-10.51-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.51&CDS=1-876	YNL063W
836	OG0000836	-processed-gene-10.52-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.52&CDS=1-1407	YNL137C
837	OG0000837	-processed-gene-10.93-mRNA-1_1&gene=snap_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.93&CDS=1-801	YNL136W
838	OG0000838	-processed-gene-10.113-mRNA-1_1&gene=snap_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.113&CDS=1-1629	YEL063C
839	OG0000839	-augustus-gene-10.2-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-augustus-gene-10.2&CDS=1-5898	YHR120W
840	OG0000840	-processed-gene-10.73-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.73&CDS=1-3132	YCR017C
841	OG0000841	-snap-gene-10.6-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-10.6&CDS=1-1092	YBR039W
842	OG0000842	-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.34&CDS=1-6900	YER113C
843	OG0000843	-processed-gene-10.56-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.56&CDS=1-483	YGL058W
844	OG0000844	-processed-gene-10.57-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.57&CDS=1-1431	YGL059W
845	OG0000845	-processed-gene-10.58-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.58&CDS=1-1419	YBR215W
846	OG0000846	-processed-gene-10.59-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.59&CDS=1-393	YBR217W
847	OG0000847	-processed-gene-10.80-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.80&CDS=1-1959	YLL019C
848	OG0000848	-processed-gene-10.62-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.62&CDS=1-4356	YGL173C
849	OG0000849	-processed-gene-10.81-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.81&CDS=1-300	YLL018C-A
850	OG0000850	-processed-gene-10.63-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.63&CDS=1-2151	YPR021C
851	OG0000851	-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.41&CDS=1-2109	YGL172W
852	OG0000852	-processed-gene-10.65-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.65&CDS=1-2133	YGL178W
853	OG0000853	-processed-gene-10.85-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.85&CDS=1-1032	YER127W
854	OG0000854	-processed-gene-10.66-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.66&CDS=1-783	YER126C
855	OG0000855	-snap-gene-10.8-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-10.8&CDS=1-1878	YGL044C
856	OG0000856	-processed-gene-10.67-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-10.67&CDS=1-846	YGL043W
857	OG0000857	-processed-gene-11.143-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.143&CDS=1-1479	YGR155W
858	OG0000858	-processed-gene-11.144-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.144&CDS=1-2133	YFR029W
859	OG0000859	-augustus-gene-11.134-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-augustus-gene-11.134&CDS=1-6753	YGL091C
860	OG0000860	-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.7&CDS=1-1542	YJL049W
861	OG0000861	-processed-gene-11.175-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.175&CDS=1-1674	YEL013W
862	OG0000862	-snap-gene-11.132-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-11.132&CDS=1-1248	YHR016C
863	OG0000863	-augustus-gene-11.138-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-augustus-gene-11.138&CDS=1-1875	YOR202W
864	OG0000864	-processed-gene-11.150-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.150&CDS=1-2517	YHR102W
865	OG0000865	-processed-gene-11.151-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.151&CDS=1-2364	YAL011W
866	OG0000866	-processed-gene-11.179-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.179&CDS=1-1089	YPL118W
867	OG0000867	-processed-gene-11.100-mRNA-1_1&gene=snap_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.100&CDS=1-1524	YAL010C
868	OG0000868	-processed-gene-11.153-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.153&CDS=1-1278	YKR063C
869	OG0000869	-processed-gene-11.154-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.154&CDS=1-5499	YNL242W
870	OG0000870	-processed-gene-11.156-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.156&CDS=1-2715	YJL154C
871	OG0000871	-processed-gene-11.183-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.183&CDS=1-1287	YAR008W
872	OG0000872	-processed-gene-11.105-mRNA-1_1&gene=snap_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.105&CDS=1-204	YBL071W-A
873	OG0000873	-snap-gene-11.133-mRNA-1_1&gene=maker-gi|1002316276|dbj|BCGD01000007.1|-snap-gene-11.133&CDS=1-6786	YJL109C
874	OG0000874	-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.42&CDS=1-1338	YNR063W
875	OG0000875	-processed-gene-11.163-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.163&CDS=1-639	YKR014C
876	OG0000876	-processed-gene-11.194-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.194&CDS=1-450	YOR298C-A
877	OG0000877	-processed-gene-11.164-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.164&CDS=1-942	YDL015C
878	OG0000878	-processed-gene-11.195-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.195&CDS=1-387	YCL033C
879	OG0000879	-processed-gene-11.196-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.196&CDS=1-1011	YBR034C
880	OG0000880	-processed-gene-11.198-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.198&CDS=1-1005	YPR147C
881	OG0000881	-processed-gene-11.199-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.199&CDS=1-954	YGR127W
882	OG0000882	-processed-gene-11.200-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.200&CDS=1-1503	YJL106W
883	OG0000883	-processed-gene-11.165-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.165&CDS=1-1542	YKR023W
884	OG0000884	-processed-gene-11.122-mRNA-1_1&gene=snap_masked-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.122&CDS=1-1803	YMR098C
885	OG0000885	-processed-gene-11.166-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.166&CDS=1-741	YKL099C
886	OG0000886	-processed-gene-11.203-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.203&CDS=1-870	YKL110C
887	OG0000887	-processed-gene-11.167-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.167&CDS=1-1101	YMR097C
888	OG0000888	-processed-gene-11.204-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.204&CDS=1-1938	YMR106C
889	OG0000889	-processed-gene-11.205-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.205&CDS=1-2097	YEL011W
890	OG0000890	-processed-gene-11.206-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.206&CDS=1-1857	YMR092C
891	OG0000891	-processed-gene-11.207-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.207&CDS=1-1419	YJL081C
892	OG0000892	-processed-gene-11.208-mRNA-1_1&gene=genemark-gi|1002316276|dbj|BCGD01000007.1|-processed-gene-11.208&CDS=1-1758	YKR016W
893	OG0000893	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.9&CDS=1-1389	YJL123C
894	OG0000894	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.51&CDS=1-960	YJL126W
895	OG0000895	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.38&CDS=1-1242	YLR191W
896	OG0000896	-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.28&CDS=1-1338	YLL002W
897	OG0000897	-augustus-gene-0.5-mRNA-1_1&gene=maker-gi|1002316277|dbj|BCGD01000006.1|-augustus-gene-0.5&CDS=1-1503	YOR236W
898	OG0000898	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.46&CDS=1-510	YOR215C
899	OG0000899	-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.18&CDS=1-723	YPL129W
900	OG0000900	-processed-gene-0.59-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.59&CDS=1-1314	YOR212W
901	OG0000901	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-0.60&CDS=1-2262	YPL128C
902	OG0000902	-processed-gene-1.1-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.1&CDS=1-972	YPR011C
903	OG0000903	-processed-gene-1.2-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.2&CDS=1-234	YPR010C-A
904	OG0000904	-processed-gene-1.4-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.4&CDS=1-819	YGR021W
905	OG0000905	-processed-gene-1.3-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.3&CDS=1-372	YGR020C
906	OG0000906	-processed-gene-1.5-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.5&CDS=1-1665	YLR330W
907	OG0000907	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.6&CDS=1-1761	YAL013W
908	OG0000908	-processed-gene-1.7-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.7&CDS=1-1392	YOL041C
909	OG0000909	-processed-gene-1.8-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.8&CDS=1-1500	YNL239W
910	OG0000910	-processed-gene-1.9-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.9&CDS=1-2550	YPR105C
911	OG0000911	-processed-gene-1.31-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.31&CDS=1-627	YPR107C
912	OG0000912	-processed-gene-1.11-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.11&CDS=1-567	YPL010W
913	OG0000913	-processed-gene-1.12-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.12&CDS=1-1473	YPL011C
914	OG0000914	-processed-gene-1.15-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.15&CDS=1-936	YLR308W
915	OG0000915	-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.84&CDS=1-684	YBR035C
916	OG0000916	-processed-gene-1.36-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.36&CDS=1-567	YCR003W
917	OG0000917	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.18&CDS=1-1110	YCR002C
918	OG0000918	-processed-gene-1.20-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.20&CDS=1-315	YBL001C
919	OG0000919	-processed-gene-1.22-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.22&CDS=1-1497	YLR004C
920	OG0000920	-processed-gene-1.23-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.23&CDS=1-984	YER053C
921	OG0000921	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.39&CDS=1-1302	YIL044C
922	OG0000922	-processed-gene-1.25-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.25&CDS=1-1071	YHL009C
923	OG0000923	-processed-gene-1.26-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.26&CDS=1-1776	YOR027W
924	OG0000924	-processed-gene-1.27-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.27&CDS=1-2241	YDL040C
925	OG0000925	-processed-gene-1.29-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.29&CDS=1-1500	YNL294C
926	OG0000926	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.44&CDS=1-1743	YOL066C
927	OG0000927	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.45&CDS=1-1524	YDL030W
928	OG0000928	-processed-gene-1.30-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.30&CDS=1-1284	YOL065C
929	OG0000929	-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.96&CDS=1-5313	YBR236C
930	OG0000930	-processed-gene-1.51-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-1.51&CDS=1-2883	YGR047C
931	OG0000931	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.47&CDS=1-4293	YOR336W
932	OG0000932	-processed-gene-2.48-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.48&CDS=1-1833	YGL125W
933	OG0000933	-augustus-gene-2.92-mRNA-1_1&gene=maker-gi|1002316277|dbj|BCGD01000006.1|-augustus-gene-2.92&CDS=1-1575	YPL196W
934	OG0000934	-processed-gene-2.52-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.52&CDS=1-327	YGL080W
935	OG0000935	-processed-gene-2.72-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.72&CDS=1-1776	YMR013C
936	OG0000936	-processed-gene-2.73-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.73&CDS=1-3261	YPL195W
937	OG0000937	-processed-gene-2.74-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.74&CDS=1-2178	YIL108W
938	OG0000938	-processed-gene-2.56-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.56&CDS=1-2358	YBR223C
939	OG0000939	-processed-gene-2.57-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.57&CDS=1-3567	YJL074C
940	OG0000940	-processed-gene-2.77-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.77&CDS=1-1377	YDR023W
941	OG0000941	-processed-gene-2.59-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.59&CDS=1-1392	YDR030C
942	OG0000942	-processed-gene-2.80-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.80&CDS=1-1386	YJL046W
943	OG0000943	-processed-gene-2.62-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.62&CDS=1-798	YBR257W
944	OG0000944	-processed-gene-2.81-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.81&CDS=1-966	YNR003C
945	OG0000945	-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.19&CDS=1-1017	YJL088W
946	OG0000946	-processed-gene-2.82-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.82&CDS=1-795	YEL009C
947	OG0000947	-processed-gene-2.66-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.66&CDS=1-3372	YER162C
948	OG0000948	-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.23&CDS=1-7134	YDR090C
949	OG0000949	-processed-gene-2.69-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.69&CDS=1-2250	YJR143C
950	OG0000950	-processed-gene-2.70-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.70&CDS=1-1185	YHR201C
951	OG0000951	-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.42&CDS=1-1038	YJR141W
952	OG0000952	-processed-gene-2.71-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.71&CDS=1-813	YMR048W
953	OG0000953	-processed-gene-2.88-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-2.88&CDS=1-768	YHR200W
954	OG0000954	-processed-gene-3.47-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-3.47&CDS=1-4242	YJR137C
955	OG0000955	-processed-gene-3.46-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-3.46&CDS=1-2580	YDR089W
956	OG0000956	-processed-gene-3.49-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-3.49&CDS=1-639	YPR067W
957	OG0000957	-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-3.32&CDS=1-1881	YAL016W
958	OG0000958	-processed-gene-3.77-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-3.77&CDS=1-2139	YMR284W
959	OG0000959	-processed-gene-3.52-mRNA-1_1&gene=snap_masked-gi|1002316277|dbj|BCGD01000006.1|-processed-gene-3.52&CDS=1-438	YJR058C
