	OrthologID	Lachancea_fantastica	Saccharomyces_cerevisiae
872	OG0000872	snap_masked-LAFA0C-processed-gene-2.91-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.91&CDS=1-294	YBR268W
873	OG0000873	augustus_masked-LAFA0C-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.47&CDS=1-2058	YJL061W
874	OG0000874	snap_masked-LAFA0C-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.114&CDS=1-393	YBR269C
875	OG0000875	augustus_masked-LAFA0C-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.50&CDS=1-1215	YOL144W
876	OG0000876	snap_masked-LAFA0C-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.115&CDS=1-477	YOL143C
877	OG0000877	snap_masked-LAFA0C-processed-gene-2.96-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.96&CDS=1-195	YNL328C
878	OG0000878	snap_masked-LAFA0C-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.97&CDS=1-3135	YNL329C
879	OG0000879	snap_masked-LAFA0C-processed-gene-2.98-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.98&CDS=1-1296	YNL330C
880	OG0000880	augustus_masked-LAFA0C-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.53&CDS=1-2631	YNL327W
881	OG0000881	snap_masked-LAFA0C-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.116&CDS=1-621	YNL326C
882	OG0000882	snap_masked-LAFA0C-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.100&CDS=1-708	YOL142W
883	OG0000883	snap_masked-LAFA0C-processed-gene-2.117-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.117&CDS=1-2553	YNL325C
884	OG0000884	augustus_masked-LAFA0C-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.55&CDS=1-2061	YOL141W
885	OG0000885	snap_masked-LAFA0C-processed-gene-2.102-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.102&CDS=1-1245	YNL323W
886	OG0000886	snap_masked-LAFA0C-processed-gene-2.103-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.103&CDS=1-1272	YOL140W
887	OG0000887	snap_masked-LAFA0C-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.119&CDS=1-840	YNL322C
888	OG0000888	snap_masked-LAFA0C-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.104&CDS=1-2433	YNL321W
889	OG0000889	snap_masked-LAFA0C-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.120&CDS=1-627	YOL139C
890	OG0000890	snap_masked-LAFA0C-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.105&CDS=1-846	YNL320W
891	OG0000891	snap_masked-LAFA0C-processed-gene-2.121-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.121&CDS=1-3879	YOL138C
892	OG0000892	genemark-LAFA0C-processed-gene-2.34-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-2.34&CDS=1-1965	YGL086W
893	OG0000893	genemark-LAFA0C-processed-gene-2.19-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-2.19&CDS=1-414	YGL087C
894	OG0000894	snap_masked-LAFA0C-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.107&CDS=1-1272	YPL188W
895	OG0000895	augustus_masked-LAFA0C-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.78&CDS=1-672	YPL186C
896	OG0000896	snap_masked-LAFA0C-processed-gene-2.125-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.125&CDS=1-1710	YPL184C
897	OG0000897	augustus_masked-LAFA0C-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.80&CDS=1-1278	YGL090W
898	OG0000898	snap_masked-LAFA0C-processed-gene-2.109-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.109&CDS=1-972	YGL091C
899	OG0000899	snap_masked-LAFA0C-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.127&CDS=1-3825	YGL092W
900	OG0000900	augustus_masked-LAFA0C-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.82&CDS=1-2598	YGL093W
901	OG0000901	maker-LAFA0C-snap-gene-2.0-mRNA-1_1&gene=maker-LAFA0C-snap-gene-2.0&CDS=1-222	YPL183W-A
902	OG0000902	snap_masked-LAFA0C-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.129&CDS=1-3000	YPL183C
903	OG0000903	snap_masked-LAFA0C-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.110&CDS=1-3387	YGL094C
904	OG0000904	augustus_masked-LAFA0C-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-2.84&CDS=1-2160	YPL180W
905	OG0000905	snap_masked-LAFA0C-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.111&CDS=1-1734	YGL095C
906	OG0000906	snap_masked-LAFA0C-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-2.131&CDS=1-1509	YPL181W
907	OG0000907	genemark-LAFA0C-processed-gene-3.102-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-3.102&CDS=1-651	YPL178W
908	OG0000908	maker-LAFA0C-snap-gene-3.100-mRNA-1_1&gene=maker-LAFA0C-snap-gene-3.100&CDS=1-2589	YBR248C
909	OG0000909	snap_masked-LAFA0C-processed-gene-3.25-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.25&CDS=1-1443	YGL097W
910	OG0000910	snap_masked-LAFA0C-processed-gene-3.8-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.8&CDS=1-1425	YBR247C
911	OG0000911	snap_masked-LAFA0C-processed-gene-3.26-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.26&CDS=1-816	YGL098W
912	OG0000912	snap_masked-LAFA0C-processed-gene-3.27-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.27&CDS=1-1917	YGL099W
913	OG0000913	snap_masked-LAFA0C-processed-gene-3.28-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.28&CDS=1-1137	YBR246W
914	OG0000914	snap_masked-LAFA0C-processed-gene-3.30-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.30&CDS=1-1017	YGL100W
915	OG0000915	snap_masked-LAFA0C-processed-gene-3.10-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.10&CDS=1-1344	YBR243C
916	OG0000916	snap_masked-LAFA0C-processed-gene-3.31-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.31&CDS=1-645	YGL101W
917	OG0000917	genemark-LAFA0C-processed-gene-3.134-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-3.134&CDS=1-348	YGL103W
918	OG0000918	snap_masked-LAFA0C-processed-gene-3.11-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.11&CDS=1-1515	YBR241C
919	OG0000919	snap_masked-LAFA0C-processed-gene-3.12-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.12&CDS=1-1140	YBR240C
920	OG0000920	snap_masked-LAFA0C-processed-gene-3.33-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.33&CDS=1-1116	YGL105W
921	OG0000921	snap_masked-LAFA0C-processed-gene-3.13-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.13&CDS=1-1401	YBR239C
922	OG0000922	snap_masked-LAFA0C-processed-gene-3.34-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.34&CDS=1-429	YGL106W
923	OG0000923	snap_masked-LAFA0C-processed-gene-3.14-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.14&CDS=1-1977	YBR238C
924	OG0000924	snap_masked-LAFA0C-processed-gene-3.35-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.35&CDS=1-2514	YBR237W
925	OG0000925	snap_masked-LAFA0C-processed-gene-3.16-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.16&CDS=1-1281	YBR236C
926	OG0000926	snap_masked-LAFA0C-processed-gene-3.36-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.36&CDS=1-3384	YBR235W
927	OG0000927	snap_masked-LAFA0C-processed-gene-3.17-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.17&CDS=1-1764	YGL110C
928	OG0000928	snap_masked-LAFA0C-processed-gene-3.37-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.37&CDS=1-1320	YGL111W
929	OG0000929	snap_masked-LAFA0C-processed-gene-3.19-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.19&CDS=1-1119	YBR234C
930	OG0000930	snap_masked-LAFA0C-processed-gene-3.39-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.39&CDS=1-258	YBR233W-A
931	OG0000931	snap_masked-LAFA0C-processed-gene-3.20-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.20&CDS=1-1530	YGL112C
932	OG0000932	snap_masked-LAFA0C-processed-gene-3.40-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.40&CDS=1-2160	YGL113W
933	OG0000933	snap_masked-LAFA0C-processed-gene-3.41-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.41&CDS=1-1377	YBR233W
934	OG0000934	snap_masked-LAFA0C-processed-gene-3.21-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.21&CDS=1-852	YBR231C
935	OG0000935	snap_masked-LAFA0C-processed-gene-3.42-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.42&CDS=1-2181	YGL114W
936	OG0000936	snap_masked-LAFA0C-processed-gene-3.43-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.43&CDS=1-948	YGL115W
937	OG0000937	snap_masked-LAFA0C-processed-gene-3.44-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.44&CDS=1-1728	YGL116W
938	OG0000938	snap_masked-LAFA0C-processed-gene-3.47-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.47&CDS=1-1332	YGL119W
939	OG0000939	snap_masked-LAFA0C-processed-gene-3.23-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.23&CDS=1-1536	YGL122C
940	OG0000940	snap_masked-LAFA0C-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.49&CDS=1-771	YGL123W
941	OG0000941	snap_masked-LAFA0C-processed-gene-3.24-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-3.24&CDS=1-510	YBR230C
942	OG0000942	snap_masked-LAFA0C-processed-gene-4.45-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.45&CDS=1-1869	YGL124C
943	OG0000943	augustus_masked-LAFA0C-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.88&CDS=1-2772	YBR229C
944	OG0000944	snap_masked-LAFA0C-processed-gene-4.49-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.49&CDS=1-729	YBR228W
945	OG0000945	snap_masked-LAFA0C-processed-gene-4.47-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.47&CDS=1-1518	YBR227C
946	OG0000946	augustus_masked-LAFA0C-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.92&CDS=1-2307	YBR225W
947	OG0000947	snap_masked-LAFA0C-processed-gene-4.67-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.67&CDS=1-1797	YGL125W
948	OG0000948	augustus_masked-LAFA0C-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.93&CDS=1-1725	YBR223C
949	OG0000949	snap_masked-LAFA0C-processed-gene-4.52-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.52&CDS=1-1617	YBR222C
950	OG0000950	augustus_masked-LAFA0C-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.95&CDS=1-1071	YBR221C
951	OG0000951	snap_masked-LAFA0C-processed-gene-4.54-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.54&CDS=1-1632	YBR220C
952	OG0000952	genemark-LAFA0C-processed-gene-4.26-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-4.26&CDS=1-795	YGL126W
953	OG0000953	snap_masked-LAFA0C-processed-gene-4.55-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.55&CDS=1-381	YGL127C
954	OG0000954	maker-LAFA0C-augustus-gene-4.127-mRNA-1_1&gene=maker-LAFA0C-augustus-gene-4.127&CDS=1-1209	YBR217W
955	OG0000955	snap_masked-LAFA0C-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.70&CDS=1-2160	YBR215W
956	OG0000956	genemark-LAFA0C-processed-gene-4.17-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-4.17&CDS=1-1986	YGL059W
957	OG0000957	snap_masked-LAFA0C-processed-gene-4.63-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.63&CDS=1-1494	YGL055W
958	OG0000958	snap_masked-LAFA0C-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.73&CDS=1-951	YBR213W
959	OG0000959	snap_masked-LAFA0C-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.74&CDS=1-1815	YBR212W
960	OG0000960	augustus_masked-LAFA0C-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.105&CDS=1-1005	YBR211C
961	OG0000961	genemark-LAFA0C-processed-gene-4.34-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-4.34&CDS=1-405	YGL054C
962	OG0000962	snap_masked-LAFA0C-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.76&CDS=1-732	YLR301W
963	OG0000963	snap_masked-LAFA0C-processed-gene-4.77-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.77&CDS=1-3951	YOR191W
964	OG0000964	snap_masked-LAFA0C-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.78&CDS=1-1320	YLR300W
965	OG0000965	augustus_masked-LAFA0C-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.119&CDS=1-543	YOR189W
966	OG0000966	snap_masked-LAFA0C-processed-gene-4.81-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.81&CDS=1-3651	YOR188W
967	OG0000967	snap_masked-LAFA0C-processed-gene-4.82-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.82&CDS=1-1842	YLR299W
968	OG0000968	snap_masked-LAFA0C-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.83&CDS=1-1278	YOR187W
969	OG0000969	genemark-LAFA0C-processed-gene-4.22-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-4.22&CDS=1-690	YLR298C
970	OG0000970	augustus_masked-LAFA0C-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-4.125&CDS=1-1383	YDR082W
971	OG0000971	snap_masked-LAFA0C-processed-gene-4.66-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-4.66&CDS=1-2331	YDR081C
972	OG0000972	snap_masked-LAFA0C-processed-gene-5.98-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.98&CDS=1-3036	YDR080W
973	OG0000973	snap_masked-LAFA0C-processed-gene-5.94-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.94&CDS=1-216	YDR079C-A
974	OG0000974	augustus_masked-LAFA0C-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.52&CDS=1-2199	YER157W
975	OG0000975	genemark-LAFA0C-processed-gene-5.5-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-5.5&CDS=1-315	YDR079W
976	OG0000976	snap_masked-LAFA0C-processed-gene-5.96-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.96&CDS=1-1002	YER156C
977	OG0000977	snap_masked-LAFA0C-processed-gene-5.97-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.97&CDS=1-5916	YER155C
978	OG0000978	augustus_masked-LAFA0C-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.73&CDS=1-1176	YER154W
979	OG0000979	snap_masked-LAFA0C-processed-gene-5.101-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.101&CDS=1-882	YER153C
980	OG0000980	snap_masked-LAFA0C-processed-gene-5.102-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.102&CDS=1-1344	YER152C
981	OG0000981	maker-LAFA0C-snap-gene-5.92-mRNA-1_1&gene=maker-LAFA0C-snap-gene-5.92&CDS=1-735	YDR078C
982	OG0000982	snap_masked-LAFA0C-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.104&CDS=1-2400	YER151C
983	OG0000983	augustus_masked-LAFA0C-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.75&CDS=1-1230	YDR076W
984	OG0000984	snap_masked-LAFA0C-processed-gene-5.127-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.127&CDS=1-921	YDR075W
985	OG0000985	augustus_masked-LAFA0C-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.57&CDS=1-1071	YER149C
986	OG0000986	snap_masked-LAFA0C-processed-gene-5.128-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.128&CDS=1-690	YER148W
987	OG0000987	augustus_masked-LAFA0C-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.58&CDS=1-1839	YER147C
988	OG0000988	maker-LAFA0C-augustus-gene-5.46-mRNA-1_1&gene=maker-LAFA0C-augustus-gene-5.46&CDS=1-3060	YDR074W
989	OG0000989	snap_masked-LAFA0C-processed-gene-5.109-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.109&CDS=1-1524	YDR072C
990	OG0000990	snap_masked-LAFA0C-processed-gene-5.132-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.132&CDS=1-243	YER146W
991	OG0000991	snap_masked-LAFA0C-processed-gene-5.110-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.110&CDS=1-576	YDR071C
992	OG0000992	snap_masked-LAFA0C-processed-gene-5.111-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.111&CDS=1-279	YDR070C
993	OG0000993	snap_masked-LAFA0C-processed-gene-5.112-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.112&CDS=1-2604	YDR069C
994	OG0000994	augustus_masked-LAFA0C-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.80&CDS=1-885	YDR068W
995	OG0000995	snap_masked-LAFA0C-processed-gene-5.113-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.113&CDS=1-690	YDR067C
996	OG0000996	snap_masked-LAFA0C-processed-gene-5.114-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.114&CDS=1-825	YER142C
997	OG0000997	augustus_masked-LAFA0C-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.81&CDS=1-2913	YER141W
998	OG0000998	snap_masked-LAFA0C-processed-gene-5.115-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.115&CDS=1-684	YER139C
999	OG0000999	augustus_masked-LAFA0C-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.82&CDS=1-1419	YDR064W
1000	OG0001000	snap_masked-LAFA0C-processed-gene-5.138-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.138&CDS=1-438	YDR063W
1001	OG0001001	snap_masked-LAFA0C-processed-gene-5.139-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.139&CDS=1-1686	YDR062W
1002	OG0001002	snap_masked-LAFA0C-processed-gene-5.140-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.140&CDS=1-1566	YDR061W
1003	OG0001003	augustus_masked-LAFA0C-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.86&CDS=1-2175	YER001W
1004	OG0001004	snap_masked-LAFA0C-processed-gene-5.116-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.116&CDS=1-1341	YER136W
1005	OG0001005	snap_masked-LAFA0C-processed-gene-5.117-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.117&CDS=1-285	YBL026W
1006	OG0001006	augustus_masked-LAFA0C-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-5.87&CDS=1-459	YER137C
1007	OG0001007	snap_masked-LAFA0C-processed-gene-5.119-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.119&CDS=1-408	YBL025W
1008	OG0001008	snap_masked-LAFA0C-processed-gene-5.120-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.120&CDS=1-2091	YBL024W
1009	OG0001009	snap_masked-LAFA0C-processed-gene-5.143-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.143&CDS=1-2553	YBL023C
1010	OG0001010	snap_masked-LAFA0C-processed-gene-5.145-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.145&CDS=1-3291	YBL022C
1011	OG0001011	snap_masked-LAFA0C-processed-gene-5.146-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.146&CDS=1-528	YBL021C
1012	OG0001012	snap_masked-LAFA0C-processed-gene-5.122-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.122&CDS=1-1701	YBL020W
1013	OG0001013	snap_masked-LAFA0C-processed-gene-5.123-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-5.123&CDS=1-1551	YBL019W
1014	OG0001014	snap_masked-LAFA0C-processed-gene-6.6-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.6&CDS=1-309	YBL018C
1015	OG0001015	snap_masked-LAFA0C-processed-gene-6.3-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.3&CDS=1-1062	YBL016W
1016	OG0001016	snap_masked-LAFA0C-processed-gene-6.4-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.4&CDS=1-960	YPL111W
1017	OG0001017	snap_masked-LAFA0C-processed-gene-6.5-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.5&CDS=1-450	YNL113W
1018	OG0001018	maker-LAFA0C-snap-gene-6.139-mRNA-1_1&gene=maker-LAFA0C-snap-gene-6.139&CDS=1-1662	YNL112W
1019	OG0001019	snap_masked-LAFA0C-processed-gene-6.30-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.30&CDS=1-2127	YOR112W
1020	OG0001020	snap_masked-LAFA0C-processed-gene-6.31-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.31&CDS=1-372	YNL111C
1021	OG0001021	snap_masked-LAFA0C-processed-gene-6.32-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.32&CDS=1-675	YNL110C
1022	OG0001022	snap_masked-LAFA0C-processed-gene-6.33-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.33&CDS=1-675	YOR111W
1023	OG0001023	maker-LAFA0C-snap-gene-6.140-mRNA-1_1&gene=maker-LAFA0C-snap-gene-6.140&CDS=1-1272	YNL108C
1024	OG0001024	genemark-LAFA0C-processed-gene-6.100-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-6.100&CDS=1-648	YNL107W
1025	OG0001025	snap_masked-LAFA0C-processed-gene-6.35-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.35&CDS=1-3411	YOR109W
1026	OG0001026	snap_masked-LAFA0C-processed-gene-6.36-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.36&CDS=1-1827	YNL104C
1027	OG0001027	augustus_masked-LAFA0C-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-LAFA0C-processed-gene-6.82&CDS=1-1146	YOR107W
1028	OG0001028	snap_masked-LAFA0C-processed-gene-6.10-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.10&CDS=1-1887	YNL103W
1029	OG0001029	snap_masked-LAFA0C-processed-gene-6.38-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.38&CDS=1-795	YOR106W
1030	OG0001030	snap_masked-LAFA0C-processed-gene-6.11-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.11&CDS=1-4440	YNL102W
1031	OG0001031	snap_masked-LAFA0C-processed-gene-6.39-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.39&CDS=1-453	YPR062W
1032	OG0001032	snap_masked-LAFA0C-processed-gene-6.12-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.12&CDS=1-2181	YNL101W
1033	OG0001033	snap_masked-LAFA0C-processed-gene-6.13-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.13&CDS=1-684	YNL100W
1034	OG0001034	snap_masked-LAFA0C-processed-gene-6.40-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.40&CDS=1-420	YOR104W
1035	OG0001035	snap_masked-LAFA0C-processed-gene-6.41-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.41&CDS=1-603	YNL099C
1036	OG0001036	snap_masked-LAFA0C-processed-gene-6.14-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.14&CDS=1-378	YOR103C
1037	OG0001037	snap_masked-LAFA0C-processed-gene-6.43-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.43&CDS=1-1053	YNL097C
1038	OG0001038	genemark-LAFA0C-processed-gene-6.106-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-6.106&CDS=1-606	YKL065C
1039	OG0001039	genemark-LAFA0C-processed-gene-6.133-mRNA-1_1&gene=genemark-LAFA0C-processed-gene-6.133&CDS=1-1017	YMR041C
1040	OG0001040	snap_masked-LAFA0C-processed-gene-6.16-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.16&CDS=1-885	YMR039C
1041	OG0001041	snap_masked-LAFA0C-processed-gene-6.17-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.17&CDS=1-2814	YKL064W
1042	OG0001042	snap_masked-LAFA0C-processed-gene-6.18-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.18&CDS=1-732	YMR038C
1043	OG0001043	snap_masked-LAFA0C-processed-gene-6.45-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.45&CDS=1-681	YKL063C
1044	OG0001044	snap_masked-LAFA0C-processed-gene-6.19-mRNA-1_1&gene=snap_masked-LAFA0C-processed-gene-6.19&CDS=1-1950	YKL062W
