	OrthologID	Candida_versatilis	Saccharomyces_cerevisiae
512	OG0000512	-processed-gene-6.33-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.33&CDS=1-864	YBR265W
513	OG0000513	-processed-gene-6.69-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.69&CDS=1-3207	YMR259C
514	OG0000514	-processed-gene-6.70-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.70&CDS=1-1899	YBR198C
515	OG0000515	-processed-gene-6.71-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.71&CDS=1-756	YOL038W
516	OG0000516	-processed-gene-7.120-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.120&CDS=1-513	YPR107C
517	OG0000517	-processed-gene-7.65-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.65&CDS=1-876	YBR290W
518	OG0000518	-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.34&CDS=1-2724	YKL033W
519	OG0000519	-processed-gene-7.69-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.69&CDS=1-1062	YHL022C
520	OG0000520	-processed-gene-7.71-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.71&CDS=1-1380	YPL212C
521	OG0000521	-processed-gene-7.95-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.95&CDS=1-774	YOR006C
522	OG0000522	-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.13&CDS=1-2832	YML002W
523	OG0000523	-processed-gene-7.73-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.73&CDS=1-1317	YLR303W
524	OG0000524	-processed-gene-7.96-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.96&CDS=1-984	YOR007C
525	OG0000525	-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.39&CDS=1-2673	YOR160W
526	OG0000526	-processed-gene-7.101-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.101&CDS=1-579	YBR189W
527	OG0000527	-processed-gene-7.77-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.77&CDS=1-1002	YBR192W
528	OG0000528	-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.41&CDS=1-1257	YKL005C
529	OG0000529	-processed-gene-7.104-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.104&CDS=1-579	YNL152W
530	OG0000530	-processed-gene-7.81-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.81&CDS=1-507	YER134C
531	OG0000531	-processed-gene-7.144-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.144&CDS=1-2187	YDR359C
532	OG0000532	-processed-gene-7.84-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.84&CDS=1-1122	YJR148W
533	OG0000533	-processed-gene-7.85-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.85&CDS=1-1143	YKL189W
534	OG0000534	-processed-gene-7.109-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.109&CDS=1-810	YOR158W
535	OG0000535	-processed-gene-7.110-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.110&CDS=1-1578	YDR386W
536	OG0000536	-processed-gene-7.86-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.86&CDS=1-1116	YPL020C
537	OG0000537	-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.50&CDS=1-2142	YMR302C
538	OG0000538	-processed-gene-7.112-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.112&CDS=1-1560	YKL103C
539	OG0000539	-processed-gene-7.87-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.87&CDS=1-1413	YNL240C
540	OG0000540	-processed-gene-7.88-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.88&CDS=1-1500	YNL241C
541	OG0000541	-processed-gene-7.114-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.114&CDS=1-624	YPR165W
542	OG0000542	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.90&CDS=1-1293	YHR005C
543	OG0000543	-processed-gene-7.91-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.91&CDS=1-624	YDR140W
544	OG0000544	-processed-gene-7.115-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.115&CDS=1-810	YDR361C
545	OG0000545	-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.32&CDS=1-6405	YBL004W
546	OG0000546	-processed-gene-7.117-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.117&CDS=1-459	YJR104C
547	OG0000547	-processed-gene-7.93-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.93&CDS=1-627	YMR003W
548	OG0000548	-processed-gene-8.0-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.0&CDS=1-819	YPR167C
549	OG0000549	-processed-gene-8.3-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.3&CDS=1-2466	YPL183C
550	OG0000550	-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.65&CDS=1-921	YHR201C
551	OG0000551	-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.61&CDS=1-726	YBR261C
552	OG0000552	-processed-gene-8.6-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.6&CDS=1-1356	YOR212W
553	OG0000553	-processed-gene-8.32-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.32&CDS=1-1677	YLR361C
554	OG0000554	-processed-gene-8.33-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.33&CDS=1-567	YDR339C
555	OG0000555	-processed-gene-8.8-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.8&CDS=1-2622	YMR231W
556	OG0000556	-processed-gene-8.11-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.11&CDS=1-1008	YDR126W
557	OG0000557	-processed-gene-8.35-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.35&CDS=1-459	YJL143W
558	OG0000558	-processed-gene-8.12-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.12&CDS=1-1806	YDR341C
559	OG0000559	-processed-gene-8.13-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.13&CDS=1-702	YDL045C
560	OG0000560	-processed-gene-8.41-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.41&CDS=1-1959	YPR031W
561	OG0000561	-processed-gene-8.42-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.42&CDS=1-1296	YLR055C
562	OG0000562	-processed-gene-8.43-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.43&CDS=1-519	YER182W
563	OG0000563	-processed-gene-8.14-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.14&CDS=1-1230	YHR207C
564	OG0000564	-processed-gene-8.44-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.44&CDS=1-1362	YOR161C
565	OG0000565	-processed-gene-8.45-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.45&CDS=1-1740	YHR204W
566	OG0000566	-processed-gene-8.17-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.17&CDS=1-747	YKL007W
567	OG0000567	-processed-gene-8.47-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.47&CDS=1-267	YKL006C-A
568	OG0000568	-processed-gene-8.48-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.48&CDS=1-1842	YHL002W
569	OG0000569	-processed-gene-8.49-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.49&CDS=1-1272	YHL004W
570	OG0000570	-processed-gene-8.50-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.50&CDS=1-2007	YHL007C
571	OG0000571	-processed-gene-8.22-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.22&CDS=1-474	YOR357C
572	OG0000572	-processed-gene-8.173-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.173&CDS=1-4851	YPL167C
573	OG0000573	-processed-gene-8.23-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.23&CDS=1-1296	YBR123C
574	OG0000574	-processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.54&CDS=1-2991	YNL243W
575	OG0000575	-processed-gene-8.147-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.147&CDS=1-327	YNL244C
576	OG0000576	-processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.55&CDS=1-2295	YPR091C
577	OG0000577	-processed-gene-8.26-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.26&CDS=1-1290	YDL084W
578	OG0000578	-processed-gene-8.27-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.27&CDS=1-1614	YDR232W
579	OG0000579	-processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.56&CDS=1-465	YDR231C
580	OG0000580	-processed-gene-8.28-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.28&CDS=1-957	YHL011C
581	OG0000581	-processed-gene-8.58-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.58&CDS=1-723	YKL033W-A
582	OG0000582	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.59&CDS=1-1347	YML085C
583	OG0000583	-processed-gene-9.1-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.1&CDS=1-435	YFL014W
584	OG0000584	-processed-gene-9.3-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.3&CDS=1-1623	YMR250W
585	OG0000585	-processed-gene-9.6-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.6&CDS=1-594	YHR071W
586	OG0000586	-processed-gene-9.7-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.7&CDS=1-1323	YDR229W
587	OG0000587	-processed-gene-9.9-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.9&CDS=1-1494	YMR296C
588	OG0000588	-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.77&CDS=1-4119	YNL139C
589	OG0000589	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.12&CDS=1-822	YIL043C
590	OG0000590	-processed-gene-9.43-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.43&CDS=1-1452	YER052C
591	OG0000591	-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.105&CDS=1-699	YKL185W
592	OG0000592	-processed-gene-9.44-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.44&CDS=1-534	YIR001C
593	OG0000593	-processed-gene-9.15-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.15&CDS=1-453	YPR168W
594	OG0000594	-processed-gene-9.47-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.47&CDS=1-858	YDR280W
595	OG0000595	-processed-gene-9.48-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.48&CDS=1-828	YNL025C
596	OG0000596	-processed-gene-9.19-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.19&CDS=1-4167	YGR281W
597	OG0000597	-processed-gene-9.22-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.22&CDS=1-1215	YDR394W
598	OG0000598	-processed-gene-9.49-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.49&CDS=1-2079	YJL029C
599	OG0000599	-processed-gene-9.23-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.23&CDS=1-1563	YJL008C
600	OG0000600	-processed-gene-9.50-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.50&CDS=1-2130	YJL033W
601	OG0000601	-processed-gene-9.51-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.51&CDS=1-1023	YPL228W
602	OG0000602	-processed-gene-9.52-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.52&CDS=1-1434	YKL211C
603	OG0000603	-processed-gene-9.25-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.25&CDS=1-1566	YDR484W
604	OG0000604	-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.115&CDS=1-1830	YAL048C
605	OG0000605	-processed-gene-9.54-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.54&CDS=1-369	YGL191W
606	OG0000606	-processed-gene-9.55-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.55&CDS=1-1020	YJR149W
607	OG0000607	-processed-gene-9.27-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.27&CDS=1-1632	YBL099W
608	OG0000608	-processed-gene-9.56-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.56&CDS=1-1341	YGL190C
609	OG0000609	-processed-gene-9.29-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.29&CDS=1-1149	YDL150W
610	OG0000610	-processed-gene-9.59-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.59&CDS=1-714	YLR186W
611	OG0000611	-processed-gene-9.60-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.60&CDS=1-984	YOL094C
612	OG0000612	-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.123&CDS=1-948	YEL007W
613	OG0000613	-processed-gene-9.62-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.62&CDS=1-603	YJL066C
614	OG0000614	-processed-gene-9.191-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.191&CDS=1-387	YJR044C
615	OG0000615	-snap-gene-9.66-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-9.66&CDS=1-1131	YMR314W
616	OG0000616	-processed-gene-9.35-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.35&CDS=1-756	YNL305C
617	OG0000617	-processed-gene-9.65-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.65&CDS=1-1671	YOR243C
618	OG0000618	-processed-gene-10.63-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.63&CDS=1-1032	YBL058W
619	OG0000619	-processed-gene-10.116-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.116&CDS=1-960	YBL055C
620	OG0000620	-processed-gene-10.143-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.143&CDS=1-1164	YDL001W
621	OG0000621	-processed-gene-10.66-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.66&CDS=1-1707	YJR103W
622	OG0000622	-processed-gene-10.90-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.90&CDS=1-1131	YML008C
623	OG0000623	-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.37&CDS=1-2415	YDR325W
624	OG0000624	-processed-gene-10.67-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.67&CDS=1-1998	YDR324C
625	OG0000625	-processed-gene-10.92-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.92&CDS=1-1548	YPR190C
626	OG0000626	-processed-gene-10.120-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.120&CDS=1-1140	YPR191W
627	OG0000627	-processed-gene-10.147-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.147&CDS=1-1926	YEL053C
628	OG0000628	-processed-gene-10.148-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.148&CDS=1-1260	YPR133C
629	OG0000629	-processed-gene-10.95-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.95&CDS=1-825	YGR119C
630	OG0000630	-processed-gene-10.96-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.96&CDS=1-2202	YPR135W
631	OG0000631	-processed-gene-10.71-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.71&CDS=1-1959	YPR137W
632	OG0000632	-processed-gene-10.72-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.72&CDS=1-2919	YMR196W
633	OG0000633	-processed-gene-10.74-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.74&CDS=1-657	YPR143W
634	OG0000634	-processed-gene-10.97-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.97&CDS=1-456	YPL252C
635	OG0000635	-processed-gene-10.75-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.75&CDS=1-690	YMR197C
636	OG0000636	-processed-gene-10.101-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.101&CDS=1-771	YIL003W
637	OG0000637	-processed-gene-10.78-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.78&CDS=1-852	YMR200W
638	OG0000638	-processed-gene-10.103-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.103&CDS=1-3336	YCR042C
639	OG0000639	-processed-gene-10.79-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.79&CDS=1-1773	YEL060C
640	OG0000640	-processed-gene-10.104-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.104&CDS=1-837	YJL126W
641	OG0000641	-processed-gene-10.80-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.80&CDS=1-1266	YJL127C
642	OG0000642	-processed-gene-10.106-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.106&CDS=1-1269	YHR016C
643	OG0000643	-processed-gene-10.136-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.136&CDS=1-930	YOL003C
644	OG0000644	-processed-gene-10.84-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-10.84&CDS=1-2313	YJL200C
645	OG0000645	-processed-gene-11.54-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.54&CDS=1-354	YOL005C
646	OG0000646	-processed-gene-11.53-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.53&CDS=1-4161	YOL004W
647	OG0000647	-processed-gene-11.80-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.80&CDS=1-453	YPR062W
648	OG0000648	-augustus-gene-11.156-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-augustus-gene-11.156&CDS=1-4020	YGL156W
649	OG0000649	-processed-gene-11.58-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.58&CDS=1-441	YMR260C
650	OG0000650	-processed-gene-11.84-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.84&CDS=1-2256	YNR013C
651	OG0000651	-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.110&CDS=1-2214	YMR212C
652	OG0000652	-processed-gene-11.29-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.29&CDS=1-951	YDR282C
653	OG0000653	-snap-gene-11.52-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-11.52&CDS=1-3756	YKL215C
654	OG0000654	-processed-gene-11.87-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.87&CDS=1-726	YER026C
655	OG0000655	-processed-gene-11.63-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.63&CDS=1-1398	YPL260W
656	OG0000656	-processed-gene-11.89-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.89&CDS=1-696	YDR196C
657	OG0000657	-processed-gene-11.90-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.90&CDS=1-1161	YOR274W
658	OG0000658	-processed-gene-11.65-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.65&CDS=1-321	YOR265W
659	OG0000659	-processed-gene-11.92-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.92&CDS=1-984	YOR262W
660	OG0000660	-processed-gene-11.38-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.38&CDS=1-516	YOR252W
661	OG0000661	-processed-gene-11.67-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.67&CDS=1-1569	YBL015W
662	OG0000662	-processed-gene-11.68-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.68&CDS=1-666	YIL106W
663	OG0000663	-processed-gene-11.69-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.69&CDS=1-1593	YNL048W
664	OG0000664	-processed-gene-11.97-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.97&CDS=1-1479	YMR093W
665	OG0000665	-processed-gene-11.98-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.98&CDS=1-807	YKL110C
666	OG0000666	-processed-gene-11.16-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.16&CDS=1-963	YMR097C
667	OG0000667	-processed-gene-11.100-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.100&CDS=1-867	YOR261C
668	OG0000668	-processed-gene-11.18-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.18&CDS=1-1785	YMR078C
669	OG0000669	-processed-gene-11.47-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.47&CDS=1-609	YMR121C
670	OG0000670	-processed-gene-11.75-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.75&CDS=1-1521	YNR030W
671	OG0000671	-processed-gene-11.101-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.101&CDS=1-711	YPL199C
672	OG0000672	-processed-gene-11.76-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.76&CDS=1-1767	YLR028C
673	OG0000673	-processed-gene-11.77-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.77&CDS=1-492	YDR397C
674	OG0000674	-processed-gene-11.103-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.103&CDS=1-1158	YMR220W
675	OG0000675	-processed-gene-11.79-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-11.79&CDS=1-642	YKL087C
676	OG0000676	-processed-gene-12.126-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-12.126&CDS=1-2481	YGL141W
