	OrthologID	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
662	OG0000662	genemark-BBIL01000001.1-processed-gene-9.92-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.92&CDS=1-1629	YDR479C
663	OG0000663	augustus_masked-BBIL01000001.1-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-9.128&CDS=1-939	YOR026W
664	OG0000664	genemark-BBIL01000001.1-processed-gene-9.93-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.93&CDS=1-1557	YDR257C
665	OG0000665	snap_masked-BBIL01000001.1-processed-gene-9.17-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-9.17&CDS=1-1734	YOR027W
666	OG0000666	snap_masked-BBIL01000001.1-processed-gene-9.18-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-9.18&CDS=1-270	YHR079C-A
667	OG0000667	genemark-BBIL01000001.1-processed-gene-9.71-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.71&CDS=1-1827	YDR341C
668	OG0000668	genemark-BBIL01000001.1-processed-gene-9.72-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.72&CDS=1-567	YDR339C
669	OG0000669	genemark-BBIL01000001.1-processed-gene-9.73-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.73&CDS=1-981	YHR090C
670	OG0000670	maker-BBIL01000001.1-snap-gene-9.104-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-9.104&CDS=1-2154	YDR338C
671	OG0000671	genemark-BBIL01000001.1-processed-gene-9.75-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.75&CDS=1-1767	YKR039W
672	OG0000672	genemark-BBIL01000001.1-processed-gene-9.77-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.77&CDS=1-2325	YKL168C
673	OG0000673	genemark-BBIL01000001.1-processed-gene-9.95-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.95&CDS=1-414	YKL170W
674	OG0000674	genemark-BBIL01000001.1-processed-gene-9.96-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.96&CDS=1-2427	YKL171W
675	OG0000675	maker-BBIL01000001.1-snap-gene-9.106-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-9.106&CDS=1-1284	YJL167W
676	OG0000676	snap_masked-BBIL01000001.1-processed-gene-9.47-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-9.47&CDS=1-1242	YKL172W
677	OG0000677	genemark-BBIL01000001.1-processed-gene-9.98-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.98&CDS=1-2823	YKL173W
678	OG0000678	genemark-BBIL01000001.1-processed-gene-9.78-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.78&CDS=1-1569	YKL174C
679	OG0000679	genemark-BBIL01000001.1-processed-gene-9.99-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.99&CDS=1-1575	YKL175W
680	OG0000680	genemark-BBIL01000001.1-processed-gene-9.79-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.79&CDS=1-2184	YKL176C
681	OG0000681	genemark-BBIL01000001.1-processed-gene-9.80-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.80&CDS=1-2136	YJL168C
682	OG0000682	snap_masked-BBIL01000001.1-processed-gene-9.27-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-9.27&CDS=1-561	YJL170C
683	OG0000683	genemark-BBIL01000001.1-processed-gene-9.82-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.82&CDS=1-1317	YKL178C
684	OG0000684	genemark-BBIL01000001.1-processed-gene-9.83-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.83&CDS=1-348	YJL173C
685	OG0000685	maker-BBIL01000001.1-snap-gene-9.105-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-9.105&CDS=1-2826	YJL176C
686	OG0000686	genemark-BBIL01000001.1-processed-gene-9.85-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.85&CDS=1-2019	YKL179C
687	OG0000687	genemark-BBIL01000001.1-processed-gene-9.86-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-9.86&CDS=1-837	YJL178C
688	OG0000688	genemark-BBIL01000001.1-processed-gene-10.86-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.86&CDS=1-339	YJL179W
689	OG0000689	genemark-BBIL01000001.1-processed-gene-10.84-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.84&CDS=1-987	YJL180C
690	OG0000690	genemark-BBIL01000001.1-processed-gene-10.87-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.87&CDS=1-2451	YJR030C
691	OG0000691	genemark-BBIL01000001.1-processed-gene-10.88-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.88&CDS=1-1227	YJL183W
692	OG0000692	genemark-BBIL01000001.1-processed-gene-10.91-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.91&CDS=1-396	YCR028C-A
693	OG0000693	genemark-BBIL01000001.1-processed-gene-10.92-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.92&CDS=1-558	YKR065C
694	OG0000694	genemark-BBIL01000001.1-processed-gene-10.107-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.107&CDS=1-1962	YKR064W
695	OG0000695	genemark-BBIL01000001.1-processed-gene-10.94-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.94&CDS=1-1365	YKR063C
696	OG0000696	genemark-BBIL01000001.1-processed-gene-10.95-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.95&CDS=1-573	YJL148W
697	OG0000697	snap_masked-BBIL01000001.1-processed-gene-10.66-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.66&CDS=1-1275	YKR062W
698	OG0000698	snap_masked-BBIL01000001.1-processed-gene-10.67-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.67&CDS=1-1110	YJL147C
699	OG0000699	snap_masked-BBIL01000001.1-processed-gene-10.53-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.53&CDS=1-1104	YJL146W
700	OG0000700	snap_masked-BBIL01000001.1-processed-gene-10.54-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.54&CDS=1-840	YJL145W
701	OG0000701	genemark-BBIL01000001.1-processed-gene-10.109-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.109&CDS=1-1152	YGR286C
702	OG0000702	genemark-BBIL01000001.1-processed-gene-10.97-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.97&CDS=1-462	YJL143W
703	OG0000703	genemark-BBIL01000001.1-processed-gene-10.110-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.110&CDS=1-2160	YJL141C
704	OG0000704	genemark-BBIL01000001.1-processed-gene-10.98-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.98&CDS=1-600	YJL140W
705	OG0000705	snap_masked-BBIL01000001.1-processed-gene-10.74-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.74&CDS=1-1872	YKR056W
706	OG0000706	genemark-BBIL01000001.1-processed-gene-10.117-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.117&CDS=1-654	YKR055W
707	OG0000707	snap_masked-BBIL01000001.1-processed-gene-10.59-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.59&CDS=1-12174	YKR054C
708	OG0000708	augustus_masked-BBIL01000001.1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-10.31&CDS=1-273	YJL133C-A
709	OG0000709	snap_masked-BBIL01000001.1-processed-gene-10.77-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.77&CDS=1-2934	YGR240C
710	OG0000710	snap_masked-BBIL01000001.1-processed-gene-10.78-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-10.78&CDS=1-1728	YHR161C
711	OG0000711	genemark-BBIL01000001.1-processed-gene-10.120-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.120&CDS=1-1272	YGR244C
712	OG0000712	genemark-BBIL01000001.1-processed-gene-10.121-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.121&CDS=1-2316	YGR245C
713	OG0000713	genemark-BBIL01000001.1-processed-gene-10.122-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.122&CDS=1-1677	YGR246C
714	OG0000714	genemark-BBIL01000001.1-processed-gene-10.103-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.103&CDS=1-642	YGR247W
715	OG0000715	genemark-BBIL01000001.1-processed-gene-10.104-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.104&CDS=1-798	YHR163W
716	OG0000716	genemark-BBIL01000001.1-processed-gene-10.105-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.105&CDS=1-1455	YGR249W
717	OG0000717	genemark-BBIL01000001.1-processed-gene-10.123-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-10.123&CDS=1-2589	YGR250C
718	OG0000718	snap_masked-BBIL01000001.1-processed-gene-11.105-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-11.105&CDS=1-4434	YHR164C
719	OG0000719	maker-BBIL01000001.1-snap-gene-11.152-mRNA-1_1&gene=maker-BBIL01000001.1-snap-gene-11.152&CDS=1-9123	YHR165C
720	OG0000720	snap_masked-BBIL01000001.1-processed-gene-11.103-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-11.103&CDS=1-789	YHR167W
721	OG0000721	genemark-BBIL01000001.1-processed-gene-11.53-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.53&CDS=1-1644	YHR168W
722	OG0000722	genemark-BBIL01000001.1-processed-gene-11.56-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.56&CDS=1-543	YOR276W
723	OG0000723	genemark-BBIL01000001.1-processed-gene-11.57-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.57&CDS=1-1107	YMR214W
724	OG0000724	genemark-BBIL01000001.1-processed-gene-11.58-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.58&CDS=1-1509	YMR215W
725	OG0000725	genemark-BBIL01000001.1-processed-gene-11.80-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.80&CDS=1-2142	YMR216C
726	OG0000726	genemark-BBIL01000001.1-processed-gene-11.59-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.59&CDS=1-1572	YMR217W
727	OG0000727	genemark-BBIL01000001.1-processed-gene-11.60-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.60&CDS=1-783	YOR278W
728	OG0000728	snap_masked-BBIL01000001.1-processed-gene-11.132-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-11.132&CDS=1-3201	YMR218C
729	OG0000729	genemark-BBIL01000001.1-processed-gene-11.62-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.62&CDS=1-1347	YMR220W
730	OG0000730	genemark-BBIL01000001.1-processed-gene-11.84-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.84&CDS=1-1536	YMR221C
731	OG0000731	genemark-BBIL01000001.1-processed-gene-11.63-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.63&CDS=1-1341	YMR223W
732	OG0000732	genemark-BBIL01000001.1-processed-gene-11.87-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.87&CDS=1-840	YOR281C
733	OG0000733	genemark-BBIL01000001.1-processed-gene-11.88-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.88&CDS=1-2058	YMR224C
734	OG0000734	augustus_masked-BBIL01000001.1-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-11.18&CDS=1-1473	YOR283W
735	OG0000735	genemark-BBIL01000001.1-processed-gene-11.89-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.89&CDS=1-1035	YOR287C
736	OG0000736	genemark-BBIL01000001.1-processed-gene-11.90-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.90&CDS=1-345	YMR225C
737	OG0000737	genemark-BBIL01000001.1-processed-gene-11.67-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.67&CDS=1-513	YDR404C
738	OG0000738	genemark-BBIL01000001.1-processed-gene-11.91-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.91&CDS=1-1587	YDR403W
739	OG0000739	genemark-BBIL01000001.1-processed-gene-11.68-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.68&CDS=1-1542	YDR402C
740	OG0000740	genemark-BBIL01000001.1-processed-gene-11.92-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.92&CDS=1-1014	YDR400W
741	OG0000741	genemark-BBIL01000001.1-processed-gene-11.93-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.93&CDS=1-645	YDR399W
742	OG0000742	genemark-BBIL01000001.1-processed-gene-11.94-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.94&CDS=1-1878	YDR398W
743	OG0000743	genemark-BBIL01000001.1-processed-gene-11.71-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.71&CDS=1-462	YDR397C
744	OG0000744	genemark-BBIL01000001.1-processed-gene-11.95-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.95&CDS=1-2856	YDR395W
745	OG0000745	genemark-BBIL01000001.1-processed-gene-11.72-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.72&CDS=1-963	YOR149C
746	OG0000746	snap_masked-BBIL01000001.1-processed-gene-11.145-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-11.145&CDS=1-2214	YDR394W
747	OG0000747	genemark-BBIL01000001.1-processed-gene-11.73-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.73&CDS=1-531	YOR148C
748	OG0000748	genemark-BBIL01000001.1-processed-gene-11.98-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.98&CDS=1-1674	YOR147W
749	OG0000749	genemark-BBIL01000001.1-processed-gene-11.74-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.74&CDS=1-822	YOR145C
750	OG0000750	snap_masked-BBIL01000001.1-processed-gene-11.147-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-11.147&CDS=1-549	YHR189W
751	OG0000751	genemark-BBIL01000001.1-processed-gene-11.75-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.75&CDS=1-897	YML121W
752	OG0000752	genemark-BBIL01000001.1-processed-gene-11.100-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.100&CDS=1-1554	YML120C
753	OG0000753	genemark-BBIL01000001.1-processed-gene-11.76-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.76&CDS=1-2976	YMR287C
754	OG0000754	snap_masked-BBIL01000001.1-processed-gene-11.128-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-11.128&CDS=1-774	YML119W
755	OG0000755	snap_masked-BBIL01000001.1-processed-gene-11.149-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-11.149&CDS=1-252	YMR286W
756	OG0000756	augustus_masked-BBIL01000001.1-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-11.30&CDS=1-1563	YMR285C
757	OG0000757	genemark-BBIL01000001.1-processed-gene-11.102-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.102&CDS=1-1773	YMR284W
758	OG0000758	genemark-BBIL01000001.1-processed-gene-11.79-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-11.79&CDS=1-666	YOL003C
759	OG0000759	genemark-BBIL01000001.1-processed-gene-12.58-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.58&CDS=1-4470	YOL004W
760	OG0000760	genemark-BBIL01000001.1-processed-gene-12.55-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.55&CDS=1-363	YOL005C
761	OG0000761	genemark-BBIL01000001.1-processed-gene-12.59-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.59&CDS=1-2112	YMR001C
762	OG0000762	genemark-BBIL01000001.1-processed-gene-12.56-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.56&CDS=1-2301	YOL006C
763	OG0000763	genemark-BBIL01000001.1-processed-gene-12.57-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.57&CDS=1-459	YMR002W
764	OG0000764	genemark-BBIL01000001.1-processed-gene-12.60-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.60&CDS=1-771	YMR003W
765	OG0000765	genemark-BBIL01000001.1-processed-gene-12.82-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.82&CDS=1-585	YOL008W
766	OG0000766	genemark-BBIL01000001.1-processed-gene-12.61-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.61&CDS=1-900	YOL009C
767	OG0000767	genemark-BBIL01000001.1-processed-gene-12.62-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.62&CDS=1-1542	YMR004W
768	OG0000768	snap_masked-BBIL01000001.1-processed-gene-12.31-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.31&CDS=1-1095	YOL010W
769	OG0000769	genemark-BBIL01000001.1-processed-gene-12.63-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.63&CDS=1-1080	YMR005W
770	OG0000770	genemark-BBIL01000001.1-processed-gene-12.84-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.84&CDS=1-1956	YMR008C
771	OG0000771	genemark-BBIL01000001.1-processed-gene-12.64-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.64&CDS=1-396	YOL012C
772	OG0000772	snap_masked-BBIL01000001.1-processed-gene-12.12-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.12&CDS=1-1632	YOL013C
773	OG0000773	snap_masked-BBIL01000001.1-processed-gene-12.34-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.34&CDS=1-1443	YML043C
774	OG0000774	genemark-BBIL01000001.1-processed-gene-12.66-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.66&CDS=1-378	YGL127C
775	OG0000775	augustus_masked-BBIL01000001.1-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-12.139&CDS=1-1182	YBR217W
776	OG0000776	snap_masked-BBIL01000001.1-processed-gene-12.37-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.37&CDS=1-1605	YBR215W
777	OG0000777	genemark-BBIL01000001.1-processed-gene-12.69-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.69&CDS=1-1407	YGL059W
778	OG0000778	genemark-BBIL01000001.1-processed-gene-12.70-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.70&CDS=1-495	YGL058W
779	OG0000779	genemark-BBIL01000001.1-processed-gene-12.71-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.71&CDS=1-1431	YGL055W
780	OG0000780	snap_masked-BBIL01000001.1-processed-gene-12.40-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.40&CDS=1-828	YBR213W
781	OG0000781	genemark-BBIL01000001.1-processed-gene-12.93-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.93&CDS=1-1914	YBR212W
782	OG0000782	snap_masked-BBIL01000001.1-processed-gene-12.20-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.20&CDS=1-906	YBR211C
783	OG0000783	genemark-BBIL01000001.1-processed-gene-12.94-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.94&CDS=1-405	YGL054C
784	OG0000784	genemark-BBIL01000001.1-processed-gene-12.96-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.96&CDS=1-723	YLR301W
785	OG0000785	genemark-BBIL01000001.1-processed-gene-12.97-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.97&CDS=1-4890	YOR191W
786	OG0000786	genemark-BBIL01000001.1-processed-gene-12.98-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.98&CDS=1-609	YFL010C
787	OG0000787	genemark-BBIL01000001.1-processed-gene-12.101-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.101&CDS=1-3837	YOR188W
788	OG0000788	genemark-BBIL01000001.1-processed-gene-12.102-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.102&CDS=1-1812	YLR299W
789	OG0000789	genemark-BBIL01000001.1-processed-gene-12.74-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.74&CDS=1-597	YLR298C
790	OG0000790	genemark-BBIL01000001.1-processed-gene-12.104-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.104&CDS=1-639	YCR020C
791	OG0000791	genemark-BBIL01000001.1-processed-gene-12.105-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.105&CDS=1-1893	YLR289W
792	OG0000792	snap_masked-BBIL01000001.1-processed-gene-12.27-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.27&CDS=1-1200	YLR288C
793	OG0000793	genemark-BBIL01000001.1-processed-gene-12.106-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.106&CDS=1-1176	YOR184W
794	OG0000794	snap_masked-BBIL01000001.1-processed-gene-12.29-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-12.29&CDS=1-1053	YLR287C
795	OG0000795	genemark-BBIL01000001.1-processed-gene-12.107-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-12.107&CDS=1-2217	YOR181W
796	OG0000796	genemark-BBIL01000001.1-processed-gene-13.44-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.44&CDS=1-1674	YLR286C
797	OG0000797	genemark-BBIL01000001.1-processed-gene-13.48-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.48&CDS=1-810	YLR285W
798	OG0000798	genemark-BBIL01000001.1-processed-gene-13.49-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.49&CDS=1-834	YLR283W
799	OG0000799	genemark-BBIL01000001.1-processed-gene-13.46-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.46&CDS=1-534	YLR281C
800	OG0000800	genemark-BBIL01000001.1-processed-gene-13.47-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.47&CDS=1-3687	YLR278C
801	OG0000801	genemark-BBIL01000001.1-processed-gene-13.50-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.50&CDS=1-2301	YLR277C
802	OG0000802	genemark-BBIL01000001.1-processed-gene-13.51-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.51&CDS=1-1776	YLR276C
803	OG0000803	augustus_masked-BBIL01000001.1-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-13.22&CDS=1-1695	YGR077C
804	OG0000804	augustus_masked-BBIL01000001.1-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-13.8&CDS=1-834	YOL073C
805	OG0000805	genemark-BBIL01000001.1-processed-gene-13.66-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.66&CDS=1-600	YGR078C
806	OG0000806	genemark-BBIL01000001.1-processed-gene-13.53-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.53&CDS=1-3768	YOL075C
807	OG0000807	augustus_masked-BBIL01000001.1-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-13.24&CDS=1-1398	YBR138C
808	OG0000808	snap_masked-BBIL01000001.1-processed-gene-13.113-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-13.113&CDS=1-1836	YDL013W
809	OG0000809	genemark-BBIL01000001.1-processed-gene-13.70-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.70&CDS=1-981	YDL014W
810	OG0000810	genemark-BBIL01000001.1-processed-gene-13.55-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.55&CDS=1-1032	YDL015C
811	OG0000811	genemark-BBIL01000001.1-processed-gene-13.72-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.72&CDS=1-1437	YDL017W
812	OG0000812	genemark-BBIL01000001.1-processed-gene-13.56-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.56&CDS=1-627	YDL018C
813	OG0000813	genemark-BBIL01000001.1-processed-gene-13.73-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.73&CDS=1-1596	YIR027C
814	OG0000814	genemark-BBIL01000001.1-processed-gene-13.74-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.74&CDS=1-2664	YBR017C
815	OG0000815	genemark-BBIL01000001.1-processed-gene-13.75-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.75&CDS=1-2157	YAR014C
816	OG0000816	genemark-BBIL01000001.1-processed-gene-13.57-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.57&CDS=1-915	YAR015W
817	OG0000817	genemark-BBIL01000001.1-processed-gene-13.76-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.76&CDS=1-1209	YAR018C
818	OG0000818	genemark-BBIL01000001.1-processed-gene-13.77-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.77&CDS=1-2475	YAR019C
819	OG0000819	snap_masked-BBIL01000001.1-processed-gene-13.101-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-13.101&CDS=1-2094	YAR035W
820	OG0000820	snap_masked-BBIL01000001.1-processed-gene-13.102-mRNA-1_1&gene=snap_masked-BBIL01000001.1-processed-gene-13.102&CDS=1-3687	YAR042W
821	OG0000821	augustus_masked-BBIL01000001.1-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-BBIL01000001.1-processed-gene-13.16&CDS=1-1854	YDL020C
822	OG0000822	genemark-BBIL01000001.1-processed-gene-13.80-mRNA-1_1&gene=genemark-BBIL01000001.1-processed-gene-13.80&CDS=1-2010	YOL057W
