	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034761_Lipomyces_lipofer
374	OG0000374	YJL111W	maker-flattened_line_8-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.50&CDS=1-1650, maker-flattened_line_8-augustus-gene-2.155-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.155&CDS=1-1650
375	OG0000375	YJL122W	maker-flattened_line_35-augustus-gene-0.202-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.202&CDS=1-432, maker-flattened_line_35-augustus-gene-0.217-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.217&CDS=1-432
376	OG0000376	YJL123C	maker-flattened_line_1-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.48&CDS=1-1170, maker-flattened_line_1-augustus-gene-3.101-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.101&CDS=1-1170
377	OG0000377	YJL126W	maker-flattened_line_131-augustus-gene-0.102-mRNA-1_1&gene=maker-flattened_line_131-augustus-gene-0.102&CDS=1-855, maker-flattened_line_131-augustus-gene-0.97-mRNA-1_1&gene=maker-flattened_line_131-augustus-gene-0.97&CDS=1-855
378	OG0000378	YJL133W, YKR052C	augustus_masked-flattened_line_118-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.139&CDS=1-1053
379	OG0000379	YJL134W, YKR053C	augustus_masked-flattened_line_17-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.5&CDS=1-1527
380	OG0000380	YJL136C, YKR057W	snap_masked-flattened_line_38-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.101&CDS=1-282
381	OG0000381	YJL137C, YKR058W	maker-flattened_line_465-augustus-gene-0.24-mRNA-1_1&gene=maker-flattened_line_465-augustus-gene-0.24&CDS=1-2169
382	OG0000382	YJL138C, YKR059W	maker-flattened_line_96-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_96-augustus-gene-0.88&CDS=1-1215
383	OG0000383	YJL177W, YKL180W	augustus_masked-flattened_line_17-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.48&CDS=1-501
384	OG0000384	YJL208C	maker-flattened_line_128-augustus-gene-0.100-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.100&CDS=1-1041, maker-flattened_line_128-augustus-gene-0.99-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.99&CDS=1-1041
385	OG0000385	YJR040W	augustus_masked-flattened_line_0-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.43&CDS=1-2391, augustus_masked-flattened_line_0-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.80&CDS=1-2391
386	OG0000386	YJR061W, YKL201C	augustus_masked-flattened_line_234-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.59&CDS=1-1482
387	OG0000387	YJR091C, YPR042C	maker-flattened_line_214-augustus-gene-0.80-mRNA-1_1&gene=maker-flattened_line_214-augustus-gene-0.80&CDS=1-3453
388	OG0000388	YJR094W-A, YPR043W	maker-flattened_line_80-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.91&CDS=1-273
389	OG0000389	YJR095W	augustus_masked-flattened_line_80-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.184&CDS=1-948, maker-flattened_line_178-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_178-augustus-gene-0.62&CDS=1-954
390	OG0000390	YJR107W	augustus_masked-flattened_line_0-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.55&CDS=1-1425, augustus_masked-flattened_line_0-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.74&CDS=1-1425
391	OG0000391	YJR129C	augustus_masked-flattened_line_8-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.139&CDS=1-1050, augustus_masked-flattened_line_8-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.34&CDS=1-1050
392	OG0000392	YJR130C, YML082W	maker-flattened_line_31-snap-gene-0.335-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.335&CDS=1-1824
393	OG0000393	YJR137C	maker-flattened_line_236-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_236-augustus-gene-0.2&CDS=1-4503, snap_masked-flattened_line_195-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.51&CDS=1-4641
394	OG0000394	YKL004W	augustus_masked-flattened_line_172-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.86&CDS=1-1194, augustus_masked-flattened_line_172-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.99&CDS=1-1257
395	OG0000395	YKL050C, YMR031C	maker-flattened_line_58-augustus-gene-0.98-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.98&CDS=1-2055
396	OG0000396	YKL053C-A	augustus_masked-flattened_line_8-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.13&CDS=1-342, maker-flattened_line_8-augustus-gene-0.61-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.61&CDS=1-342
397	OG0000397	YKL072W, YMR053C	snap_masked-flattened_line_25-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.46&CDS=1-3120
398	OG0000398	YKL089W	augustus_masked-flattened_line_46-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.168&CDS=1-1533, maker-flattened_line_66-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.77&CDS=1-2028
399	OG0000399	YKL094W	genemark-flattened_line_0-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.29&CDS=1-927, snap_masked-flattened_line_0-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.119&CDS=1-981
400	OG0000400	YKL100C	augustus_masked-flattened_line_74-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.57&CDS=1-1467, maker-flattened_line_106-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.55&CDS=1-1524
401	OG0000401	YKL103C	augustus_masked-flattened_line_62-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.89&CDS=1-1575, maker-flattened_line_150-augustus-gene-0.92-mRNA-1_1&gene=maker-flattened_line_150-augustus-gene-0.92&CDS=1-1620
402	OG0000402	YKL116C	augustus_masked-flattened_line_1-processed-gene-3.216-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.216&CDS=1-1902, maker-flattened_line_1-augustus-gene-1.11-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-1.11&CDS=1-1902
403	OG0000403	YKL121W, YMR102C	augustus_masked-flattened_line_11-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.79&CDS=1-2802
404	OG0000404	YKL133C, YMR115W	augustus_masked-flattened_line_170-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.52&CDS=1-1497
405	OG0000405	YKL141W, YMR118C	augustus_masked-flattened_line_50-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.143&CDS=1-543
406	OG0000406	YKL143W	augustus_masked-flattened_line_1-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.76&CDS=1-1548, augustus_masked-flattened_line_1-processed-gene-3.220-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.220&CDS=1-1548
407	OG0000407	YKL150W	maker-flattened_line_1-snap-gene-1.133-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-1.133&CDS=1-930, maker-flattened_line_1-snap-gene-2.19-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-2.19&CDS=1-930
408	OG0000408	YKL194C	maker-flattened_line_1-augustus-gene-2.148-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.148&CDS=1-1413, maker-flattened_line_1-augustus-gene-2.161-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.161&CDS=1-1413
409	OG0000409	YKL205W	augustus_masked-flattened_line_0-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.122&CDS=1-2667, maker-flattened_line_0-augustus-gene-3.313-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.313&CDS=1-2667
410	OG0000410	YKR009C	maker-flattened_line_1-augustus-gene-1.15-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-1.15&CDS=1-2754, maker-flattened_line_1-augustus-gene-2.156-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.156&CDS=1-2754
411	OG0000411	YKR076W, YMR251W	augustus_masked-flattened_line_250-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_250-processed-gene-0.1&CDS=1-960
412	OG0000412	YKR085C	augustus_masked-flattened_line_1-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.65&CDS=1-639, augustus_masked-flattened_line_1-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.97&CDS=1-639
413	OG0000413	YKR089C, YOR081C	maker-flattened_line_162-augustus-gene-0.64-mRNA-1_1&gene=maker-flattened_line_162-augustus-gene-0.64&CDS=1-3042
414	OG0000414	YKR091W, YOR083W	maker-flattened_line_56-augustus-gene-0.139-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.139&CDS=1-1623
415	OG0000415	YLL012W, YLR020C	maker-flattened_line_96-snap-gene-0.17-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.17&CDS=1-1275
416	OG0000416	YLL016W, YLR310C	maker-flattened_line_17-augustus-gene-0.28-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-0.28&CDS=1-3300
417	OG0000417	YLL027W	augustus_masked-flattened_line_8-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.137&CDS=1-786, augustus_masked-flattened_line_8-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.36&CDS=1-786
418	OG0000418	YLL028W	augustus_masked-flattened_line_132-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.146&CDS=1-1743, maker-flattened_line_11-snap-gene-1.10-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.10&CDS=1-1968
419	OG0000419	YLL036C	augustus_masked-flattened_line_13-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.201&CDS=1-405, maker-flattened_line_4-augustus-gene-2.182-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.182&CDS=1-432
420	OG0000420	YLL057C	augustus_masked-flattened_line_21-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.138&CDS=1-1140, maker-flattened_line_304-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_304-augustus-gene-0.2&CDS=1-1137
421	OG0000421	YLR149C	augustus_masked-flattened_line_1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.86&CDS=1-1629, augustus_masked-flattened_line_1-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.87&CDS=1-1629
422	OG0000422	YLR178C, YLR179C	maker-flattened_line_6-snap-gene-0.73-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.73&CDS=1-726
423	OG0000423	YLR186W	augustus_masked-flattened_line_0-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.63&CDS=1-747, maker-flattened_line_0-snap-gene-3.192-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.192&CDS=1-690
424	OG0000424	YLR191W	augustus_masked-flattened_line_35-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.18&CDS=1-1176, augustus_masked-flattened_line_35-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.57&CDS=1-1176
425	OG0000425	YLR260W, YOR171C	maker-flattened_line_324-augustus-gene-0.14-mRNA-1_1&gene=maker-flattened_line_324-augustus-gene-0.14&CDS=1-1485
426	OG0000426	YLR264W, YOR167C	augustus_masked-flattened_line_290-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_290-processed-gene-0.25&CDS=1-201
427	OG0000427	YLR270W, YOR173W	maker-flattened_line_9-augustus-gene-1.118-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-1.118&CDS=1-810
428	OG0000428	YLR287C-A, YOR182C	maker-flattened_line_218-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_218-snap-gene-0.4&CDS=1-201
429	OG0000429	YLR300W, YOR190W	maker-flattened_line_13-augustus-gene-1.14-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.14&CDS=1-1275
430	OG0000430	YLR307W, YLR308W	augustus_masked-flattened_line_4-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.96&CDS=1-942
431	OG0000431	YLR417W	augustus_masked-flattened_line_52-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.12&CDS=1-1962, augustus_masked-flattened_line_52-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.32&CDS=1-1746
432	OG0000432	YLR420W	augustus_masked-flattened_line_0-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.112&CDS=1-1044, maker-flattened_line_0-augustus-gene-0.138-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.138&CDS=1-1044
433	OG0000433	YLR421C	maker-flattened_line_35-augustus-gene-0.213-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.213&CDS=1-906, maker-flattened_line_35-snap-gene-0.168-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.168&CDS=1-903
434	OG0000434	YLR424W	augustus_masked-flattened_line_8-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.115&CDS=1-2469, augustus_masked-flattened_line_8-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.129&CDS=1-2469
435	OG0000435	YLR427W	maker-flattened_line_1-augustus-gene-2.152-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.152&CDS=1-2178, maker-flattened_line_1-augustus-gene-2.157-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.157&CDS=1-2178
436	OG0000436	YLR449W, YML074C	maker-flattened_line_455-snap-gene-0.24-mRNA-1_1&gene=maker-flattened_line_455-snap-gene-0.24&CDS=1-1449
437	OG0000437	YLR450W, YML075C	augustus_masked-flattened_line_36-processed-gene-0.263-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.263&CDS=1-3084
438	OG0000438	YLR456W, YPR172W	augustus_masked-flattened_line_54-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.56&CDS=1-639
439	OG0000439	YML061C	maker-flattened_line_1-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.46&CDS=1-2079, maker-flattened_line_1-augustus-gene-3.103-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.103&CDS=1-2079
440	OG0000440	YML079W	maker-flattened_line_1-augustus-gene-2.146-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.146&CDS=1-558, maker-flattened_line_1-augustus-gene-2.164-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-2.164&CDS=1-558
441	OG0000441	YML100W, YMR261C	maker-flattened_line_19-augustus-gene-0.43-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.43&CDS=1-2196
442	OG0000442	YML106W, YMR271C	augustus_masked-flattened_line_54-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.52&CDS=1-666
443	OG0000443	YML109W, YMR273C	augustus_masked-flattened_line_203-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_203-processed-gene-0.66&CDS=1-3405
444	OG0000444	YMR001C	maker-flattened_line_0-snap-gene-1.175-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.175&CDS=1-2418, maker-flattened_line_0-snap-gene-3.157-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.157&CDS=1-2418
445	OG0000445	YMR091C	augustus_masked-flattened_line_0-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.116&CDS=1-1188, augustus_masked-flattened_line_0-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.137&CDS=1-1188
446	OG0000446	YMR111C	augustus_masked-flattened_line_112-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.36&CDS=1-2136, augustus_masked-flattened_line_38-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.202&CDS=1-1119
447	OG0000447	YMR119W, YNL008C	genemark-flattened_line_164-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.80&CDS=1-2445
448	OG0000448	YMR169C, YMR170C	genemark-flattened_line_156-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.44&CDS=1-1494
449	OG0000449	YMR177W, YPL224C	augustus_masked-flattened_line_172-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.95&CDS=1-1452
450	OG0000450	YMR186W	augustus_masked-flattened_line_0-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.129&CDS=1-2109, augustus_masked-flattened_line_0-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.124&CDS=1-2109
451	OG0000451	YMR194W, YPL249C-A	maker-flattened_line_352-augustus-gene-0.9-mRNA-1_1&gene=maker-flattened_line_352-augustus-gene-0.9&CDS=1-306
452	OG0000452	YMR222C, YOR280C	augustus_masked-flattened_line_4-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.114&CDS=1-729
453	OG0000453	YMR230W, YOR293W	snap_masked-flattened_line_197-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_197-processed-gene-0.98&CDS=1-390
454	OG0000454	YMR233W, YOR295W	maker-flattened_line_264-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_264-augustus-gene-0.76&CDS=1-885
455	OG0000455	YMR237W, YOR299W	maker-flattened_line_21-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-1.3&CDS=1-2085
456	OG0000456	YMR242C, YOR312C	augustus_masked-flattened_line_23-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.194&CDS=1-1593
457	OG0000457	YMR243C	augustus_masked-flattened_line_238-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_238-processed-gene-0.32&CDS=1-1290, maker-flattened_line_206-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_206-augustus-gene-0.56&CDS=1-1359
458	OG0000458	YMR253C, YPL264C	augustus_masked-flattened_line_36-processed-gene-0.288-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.288&CDS=1-1380
459	OG0000459	YMR269W	augustus_masked-flattened_line_1-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.83&CDS=1-573, augustus_masked-flattened_line_1-processed-gene-3.211-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.211&CDS=1-573
460	OG0000460	YMR315W	maker-flattened_line_8-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.48&CDS=1-1038, snap_masked-flattened_line_8-processed-gene-2.209-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.209&CDS=1-1080
461	OG0000461	YMR318C	augustus_masked-flattened_line_409-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_409-processed-gene-0.15&CDS=1-1074, maker-flattened_line_348-augustus-gene-0.12-mRNA-1_1&gene=maker-flattened_line_348-augustus-gene-0.12&CDS=1-1086
462	OG0000462	YNL010W	maker-flattened_line_0-augustus-gene-2.133-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.133&CDS=1-750, maker-flattened_line_0-augustus-gene-2.134-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.134&CDS=1-750
463	OG0000463	YNL025C	genemark-flattened_line_8-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.163&CDS=1-834, genemark-flattened_line_8-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.50&CDS=1-834
464	OG0000464	YNL059C	augustus_masked-flattened_line_128-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.14&CDS=1-2244, augustus_masked-flattened_line_128-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.33&CDS=1-2244
465	OG0000465	YNL087W, YOR086C	maker-flattened_line_4-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.111&CDS=1-3699
466	OG0000466	YNL095C, YOR092W	augustus_masked-flattened_line_240-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_240-processed-gene-0.55&CDS=1-1584
467	OG0000467	YNL096C, YOR096W	genemark-flattened_line_370-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_370-processed-gene-0.31&CDS=1-576
468	OG0000468	YNL106C, YOR109W	genemark-flattened_line_21-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.149&CDS=1-3984
469	OG0000469	YNL108C, YOR110W	augustus_masked-flattened_line_6-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.35&CDS=1-822
470	OG0000470	YNL110C	augustus_masked-flattened_line_1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.102&CDS=1-837, augustus_masked-flattened_line_1-processed-gene-3.253-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.253&CDS=1-837
471	OG0000471	YNL222W	augustus_masked-flattened_line_0-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.59&CDS=1-606, augustus_masked-flattened_line_0-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.70&CDS=1-606
