	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_phaffii
1064	OG0001064	YDR143C	augustus_masked-NC_016522.1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-1.15&CDS=1-2343
1065	OG0001065	YDR145W	snap_masked-NC_016520.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-3.32&CDS=1-1620
1066	OG0001066	YDR146C	snap_masked-NC_016522.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-1.49&CDS=1-2040
1067	OG0001067	YDR148C	snap_masked-NC_016520.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-3.6&CDS=1-1365
1068	OG0001068	YDR150W	augustus_masked-NC_016520.1-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-3.48&CDS=1-5667
1069	OG0001069	YDR151C	snap_masked-NC_016520.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-3.2&CDS=1-882
1070	OG0001070	YDR152W	snap_masked-NC_016522.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-1.67&CDS=1-789
1071	OG0001071	YDR155C	snap_masked-NC_016520.1-processed-gene-3.0-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-3.0&CDS=1-486
1072	OG0001072	YDR156W	augustus_masked-NC_016522.1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-1.28&CDS=1-441
1073	OG0001073	YDR158W	snap_masked-NC_016520.1-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-3.4&CDS=1-1092
1074	OG0001074	YDR159W	snap_masked-NC_016522.1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-1.65&CDS=1-4092
1075	OG0001075	YDR161W	snap_masked-NC_016522.1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-1.63&CDS=1-1143
1076	OG0001076	YDR162C	snap_masked-NC_016520.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-2.71&CDS=1-651
1077	OG0001077	YDR163W	snap_masked-NC_016520.1-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-2.92&CDS=1-558
1078	OG0001078	YDR164C	snap_masked-NC_016522.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-1.45&CDS=1-2163
1079	OG0001079	YDR165W	snap_masked-NC_016522.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-1.57&CDS=1-1344
1080	OG0001080	YDR166C	snap_masked-NC_016520.1-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-2.68&CDS=1-2841
1081	OG0001081	YDR167W	genemark-NC_016520.1-processed-gene-2.44-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-2.44&CDS=1-690
1082	OG0001082	YDR168W	snap_masked-NC_016520.1-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-2.89&CDS=1-1503
1083	OG0001083	YDR169C	snap_masked-NC_016520.1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-2.67&CDS=1-1233
1084	OG0001084	YDR170C	snap_masked-NC_016522.1-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-1.38&CDS=1-5778
1085	OG0001085	YDR171W	snap_masked-NC_016530.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NC_016530.1-processed-gene-0.71&CDS=1-888
1086	OG0001086	YDR172W	snap_masked-NC_016522.1-processed-gene-5.137-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.137&CDS=1-1983
1087	OG0001087	YDR173C	snap_masked-NC_016522.1-processed-gene-5.114-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.114&CDS=1-1122
1088	OG0001088	YDR174W	snap_masked-NC_016522.1-processed-gene-5.136-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.136&CDS=1-711
1089	OG0001089	YDR175C	snap_masked-NC_016531.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.81&CDS=1-948
1090	OG0001090	YDR176W	snap_masked-NC_016531.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.66&CDS=1-2190
1091	OG0001091	YDR177W	snap_masked-NC_016531.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.67&CDS=1-648
1092	OG0001092	YDR179C	snap_masked-NC_016522.1-processed-gene-5.112-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.112&CDS=1-549
1093	OG0001093	YDR179W-A	snap_masked-NC_016531.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.68&CDS=1-1515
1094	OG0001094	YDR180W	snap_masked-NC_016531.1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.69&CDS=1-4461
1095	OG0001095	YDR181C	snap_masked-NC_016522.1-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.111&CDS=1-1680
1096	OG0001096	YDR182W	genemark-NC_016531.1-processed-gene-1.29-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-1.29&CDS=1-1452
1097	OG0001097	YDR183W	snap_masked-NC_016522.1-processed-gene-5.134-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.134&CDS=1-678
1098	OG0001098	YDR184C	snap_masked-NC_016522.1-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.109&CDS=1-1059
1099	OG0001099	YDR186C	snap_masked-NC_016531.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.83&CDS=1-2727
1100	OG0001100	YDR188W	snap_masked-NC_016522.1-processed-gene-5.132-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.132&CDS=1-1638
1101	OG0001101	YDR189W	snap_masked-NC_016531.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.70&CDS=1-2031
1102	OG0001102	YDR190C	genemark-NC_016531.1-processed-gene-1.43-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-1.43&CDS=1-1392
1103	OG0001103	YDR191W	snap_masked-NC_016531.1-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.42&CDS=1-1182
1104	OG0001104	YDR194C	augustus_masked-NC_016531.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NC_016531.1-processed-gene-2.4&CDS=1-1980
1105	OG0001105	YDR195W	genemark-NC_016522.1-processed-gene-5.32-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-5.32&CDS=1-1329
1106	OG0001106	YDR196C	snap_masked-NC_016531.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.47&CDS=1-735
1107	OG0001107	YDR197W	snap_masked-NC_016531.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.43&CDS=1-1146
1108	OG0001108	YDR198C	genemark-NC_016522.1-processed-gene-5.8-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-5.8&CDS=1-1410
1109	OG0001109	YDR201W	snap_masked-NC_016522.1-processed-gene-5.127-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.127&CDS=1-450
1110	OG0001110	YDR202C	genemark-NC_016522.1-processed-gene-5.6-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-5.6&CDS=1-1080
1111	OG0001111	YDR204W	genemark-NC_016522.1-processed-gene-5.29-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-5.29&CDS=1-993
1112	OG0001112	YDR205W	genemark-NC_016531.1-processed-gene-2.93-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-2.93&CDS=1-2226
1113	OG0001113	YDR206W	snap_masked-NC_016531.1-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.50&CDS=1-3321
1114	OG0001114	YDR207C	snap_masked-NC_016522.1-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.102&CDS=1-2049
1115	OG0001115	YDR208W	snap_masked-NC_016531.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.52&CDS=1-2355
1116	OG0001116	YDR211W	snap_masked-NC_016522.1-processed-gene-5.125-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.125&CDS=1-2163
1117	OG0001117	YDR212W	snap_masked-NC_016531.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.53&CDS=1-1680
1118	OG0001118	YDR214W	snap_masked-NC_016522.1-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.99&CDS=1-1080
1119	OG0001119	YDR216W	snap_masked-NC_016522.1-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-5.98&CDS=1-4125
1120	OG0001120	YDR217C	augustus_masked-NC_016522.1-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-4.125&CDS=1-3303
1121	OG0001121	YDR218C	snap_masked-NC_016522.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.76&CDS=1-1161
1122	OG0001122	YDR219C	snap_masked-NC_016522.1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.74&CDS=1-1449
1123	OG0001123	YDR221W	snap_masked-NC_016522.1-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.91&CDS=1-2262
1124	OG0001124	YDR226W	snap_masked-NC_016531.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.59&CDS=1-663
1125	OG0001125	YDR227W	snap_masked-NC_016522.1-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.88&CDS=1-2661
1126	OG0001126	YDR228C	snap_masked-NC_016522.1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.70&CDS=1-1989
1127	OG0001127	YDR229W	snap_masked-NC_016522.1-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.85&CDS=1-1626
1128	OG0001128	YDR231C	snap_masked-NC_016531.1-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.77&CDS=1-567
1129	OG0001129	YDR232W	snap_masked-NC_016531.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.60&CDS=1-1713
1130	OG0001130	YDR233C	snap_masked-NC_016522.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.67&CDS=1-825
1131	OG0001131	YDR234W	snap_masked-NC_016531.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.61&CDS=1-2082
1132	OG0001132	YDR235W	genemark-NC_016531.1-processed-gene-2.107-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-2.107&CDS=1-1617
1133	OG0001133	YDR237W	snap_masked-NC_016522.1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.83&CDS=1-891
1134	OG0001134	YDR238C	snap_masked-NC_016531.1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.79&CDS=1-2916
1135	OG0001135	YDR239C	snap_masked-NC_016522.1-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.64&CDS=1-2418
1136	OG0001136	YDR240C	snap_masked-NC_016522.1-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.63&CDS=1-1320
1137	OG0001137	YDR243C	snap_masked-NC_016522.1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.59&CDS=1-1821
1138	OG0001138	YDR244W	snap_masked-NC_016531.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.64&CDS=1-1764
1139	OG0001139	YDR245W	snap_masked-NC_016531.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.65&CDS=1-1164
1140	OG0001140	YDR246W	snap_masked-NC_016522.1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-4.81&CDS=1-735
1141	OG0001141	YDR248C	snap_masked-NC_016531.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.80&CDS=1-558
1142	OG0001142	YDR253C	snap_masked-NC_016531.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.82&CDS=1-504
1143	OG0001143	YDR254W	snap_masked-NC_016531.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-2.73&CDS=1-1284
1144	OG0001144	YDR255C	genemark-NC_016522.1-processed-gene-4.4-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-4.4&CDS=1-1251
1145	OG0001145	YDR256C	maker-NC_016522.1-snap-gene-4.92-mRNA-1_1&gene=maker-NC_016522.1-snap-gene-4.92&CDS=1-3264
1146	OG0001146	YDR257C	snap_masked-NC_016523.1-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-6.101&CDS=1-1485
1147	OG0001147	YDR258C	snap_masked-NC_016523.1-processed-gene-6.124-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-6.124&CDS=1-2406
1148	OG0001148	YDR260C	augustus_masked-NC_016522.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-1.2&CDS=1-753
1149	OG0001149	YDR261C	augustus_masked-NC_016523.1-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-6.56&CDS=1-2439
1150	OG0001150	YDR262W	genemark-NC_016522.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-0.37&CDS=1-852
1151	OG0001151	YDR264C	snap_masked-NC_016522.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-0.53&CDS=1-2277
1152	OG0001152	YDR265W	augustus_masked-NC_016522.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NC_016522.1-processed-gene-0.123&CDS=1-1032
1153	OG0001153	YDR266C	genemark-NC_016522.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NC_016522.1-processed-gene-0.9&CDS=1-2001
1154	OG0001154	YDR267C	snap_masked-NC_016522.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-0.50&CDS=1-1062
1155	OG0001155	YDR268W	snap_masked-NC_016522.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-0.75&CDS=1-1125
1156	OG0001156	YDR270W	snap_masked-NC_016522.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NC_016522.1-processed-gene-0.73&CDS=1-2994
1157	OG0001157	YDR279W	snap_masked-NC_016524.1-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.79&CDS=1-1077
1158	OG0001158	YDR280W	snap_masked-NC_016524.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.78&CDS=1-909
1159	OG0001159	YDR282C	snap_masked-NC_016523.1-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.39&CDS=1-1158
1160	OG0001160	YDR283C	augustus_masked-NC_016523.1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-3.111&CDS=1-5022
1161	OG0001161	YDR284C	snap_masked-NC_016523.1-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.20&CDS=1-906
1162	OG0001162	YDR285W	augustus_masked-NC_016523.1-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-3.130&CDS=1-2643
1163	OG0001163	YDR286C	snap_masked-NC_016523.1-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.19&CDS=1-333
1164	OG0001164	YDR287W	genemark-NC_016523.1-processed-gene-3.86-mRNA-1_1&gene=genemark-NC_016523.1-processed-gene-3.86&CDS=1-882
1165	OG0001165	YDR288W	snap_masked-NC_016524.1-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.55&CDS=1-957
1166	OG0001166	YDR289C	snap_masked-NC_016523.1-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.42&CDS=1-1116
1167	OG0001167	YDR291W	snap_masked-NC_016524.1-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-3.48&CDS=1-3354
1168	OG0001168	YDR292C	snap_masked-NC_016524.1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.123&CDS=1-1863
1169	OG0001169	YDR294C	snap_masked-NC_016523.1-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-3.46&CDS=1-1746
1170	OG0001170	YDR295C	augustus_masked-NC_016523.1-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-3.136&CDS=1-2049
1171	OG0001171	YDR296W	snap_masked-NC_016523.1-processed-gene-4.0-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.0&CDS=1-672
1172	OG0001172	YDR297W	snap_masked-NC_016524.1-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.136&CDS=1-963
1173	OG0001173	YDR298C	snap_masked-NC_016523.1-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.2&CDS=1-621
1174	OG0001174	YDR299W	snap_masked-NC_016523.1-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.1&CDS=1-1587
1175	OG0001175	YDR300C	genemark-NC_016524.1-processed-gene-2.24-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-2.24&CDS=1-1296
1176	OG0001176	YDR301W	snap_masked-NC_016524.1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.135&CDS=1-4071
1177	OG0001177	YDR302W	snap_masked-NC_016524.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.134&CDS=1-654
1178	OG0001178	YDR303C	snap_masked-NC_016524.1-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.115&CDS=1-2556
1179	OG0001179	YDR305C	snap_masked-NC_016523.1-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.5&CDS=1-558
1180	OG0001180	YDR306C	genemark-NC_016524.1-processed-gene-2.19-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-2.19&CDS=1-1377
1181	OG0001181	YDR307W	augustus_masked-NC_016524.1-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NC_016524.1-processed-gene-2.84&CDS=1-1512
1182	OG0001182	YDR308C	snap_masked-NC_016523.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.6&CDS=1-468
1183	OG0001183	YDR309C	snap_masked-NC_016524.1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.110&CDS=1-1176
1184	OG0001184	YDR310C	augustus_masked-NC_016523.1-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-4.77&CDS=1-2718
1185	OG0001185	YDR313C	snap_masked-NC_016524.1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.107&CDS=1-867
1186	OG0001186	YDR314C	genemark-NC_016524.1-processed-gene-2.14-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-2.14&CDS=1-2058
1187	OG0001187	YDR315C	augustus_masked-NC_016523.1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-4.80&CDS=1-849
1188	OG0001188	YDR316W	genemark-NC_016524.1-processed-gene-2.38-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-2.38&CDS=1-1254
1189	OG0001189	YDR318W	snap_masked-NC_016523.1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.13&CDS=1-2652
1190	OG0001190	YDR319C	snap_masked-NC_016524.1-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.105&CDS=1-831
1191	OG0001191	YDR320C	augustus_masked-NC_016524.1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NC_016524.1-processed-gene-2.61&CDS=1-2079
1192	OG0001192	YDR320C-A	snap_masked-NC_016524.1-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-2.103&CDS=1-231
1193	OG0001193	YDR321W	snap_masked-NC_016523.1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.15&CDS=1-1146
1194	OG0001194	YDR322C-A	snap_masked-NC_016523.1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.34&CDS=1-285
1195	OG0001195	YDR322W	snap_masked-NC_016523.1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.17&CDS=1-1068
1196	OG0001196	YDR323C	snap_masked-NC_016523.1-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.36&CDS=1-1635
1197	OG0001197	YDR324C	snap_masked-NC_016523.1-processed-gene-4.37-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.37&CDS=1-2325
1198	OG0001198	YDR325W	snap_masked-NC_016523.1-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.18&CDS=1-3081
1199	OG0001199	YDR326C	snap_masked-NC_016523.1-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.39&CDS=1-4485
1200	OG0001200	YDR328C	snap_masked-NC_016523.1-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.40&CDS=1-555
1201	OG0001201	YDR329C	snap_masked-NC_016523.1-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.41&CDS=1-1548
1202	OG0001202	YDR330W	snap_masked-NC_016523.1-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.19&CDS=1-1548
1203	OG0001203	YDR331W	augustus_masked-NC_016527.1-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NC_016527.1-processed-gene-3.95&CDS=1-1485
1204	OG0001204	YDR332W	snap_masked-NC_016527.1-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.57&CDS=1-2028
1205	OG0001205	YDR333C	snap_masked-NC_016523.1-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.43&CDS=1-2223
1206	OG0001206	YDR334W	snap_masked-NC_016523.1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.23&CDS=1-4572
1207	OG0001207	YDR335W	snap_masked-NC_016527.1-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.60&CDS=1-3714
1208	OG0001208	YDR336W	snap_masked-NC_016527.1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.61&CDS=1-942
1209	OG0001209	YDR337W	snap_masked-NC_016523.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.25&CDS=1-924
1210	OG0001210	YDR338C	genemark-NC_016527.1-processed-gene-3.33-mRNA-1_1&gene=genemark-NC_016527.1-processed-gene-3.33&CDS=1-2079
1211	OG0001211	YDR339C	snap_masked-NC_016523.1-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-4.46&CDS=1-567
1212	OG0001212	YDR341C	snap_masked-NC_016524.1-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.49&CDS=1-1818
1213	OG0001213	YDR347W	snap_masked-NC_016524.1-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.66&CDS=1-993
1214	OG0001214	YDR348C	snap_masked-NC_016524.1-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.47&CDS=1-1548
1215	OG0001215	YDR349C	snap_masked-NC_016524.1-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-4.44&CDS=1-1872
1216	OG0001216	YDR350C	snap_masked-NC_016527.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.81&CDS=1-2112
1217	OG0001217	YDR352W	snap_masked-NC_016524.1-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-3.90&CDS=1-990
1218	OG0001218	YDR354W	snap_masked-NC_016527.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.66&CDS=1-1140
1219	OG0001219	YDR356W	snap_masked-NC_016527.1-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.67&CDS=1-2967
1220	OG0001220	YDR357C	snap_masked-NC_016527.1-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-3.82&CDS=1-351
1221	OG0001221	YDR359C	maker-NC_016527.1-snap-gene-4.71-mRNA-1_1&gene=maker-NC_016527.1-snap-gene-4.71&CDS=1-3351
1222	OG0001222	YDR361C	snap_masked-NC_016527.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-4.75&CDS=1-825
1223	OG0001223	YDR362C	snap_masked-NC_016527.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-4.76&CDS=1-1959
1224	OG0001224	YDR363W	snap_masked-NC_016524.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-3.85&CDS=1-1395
1225	OG0001225	YDR364C	genemark-NC_016524.1-processed-gene-3.22-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-3.22&CDS=1-1323
1226	OG0001226	YDR365C	snap_masked-NC_016527.1-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-4.96&CDS=1-1866
1227	OG0001227	YDR367W	snap_masked-NC_016524.1-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-3.83&CDS=1-651
1228	OG0001228	YDR369C	augustus_masked-NC_016529.1-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-NC_016529.1-processed-gene-5.138&CDS=1-2325
