	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034710_Kluyveromyces_dobzhanskii
1210	OG0001210	YDR440W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.19&CDS=1-1746
1211	OG0001211	YDR443C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.54&CDS=1-4155
1212	OG0001212	YDR444W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.21&CDS=1-1923
1213	OG0001213	YDR446W	augustus_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.150&CDS=1-846
1214	OG0001214	YDR448W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.23&CDS=1-1305
1215	OG0001215	YDR449C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.57&CDS=1-1362
1216	OG0001216	YDR452W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.26&CDS=1-2049
1217	OG0001217	YDR454C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.62&CDS=1-567
1218	OG0001218	YDR456W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.27&CDS=1-1839
1219	OG0001219	YDR457W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.29&CDS=1-9750
1220	OG0001220	YDR460W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.37&CDS=1-954
1221	OG0001221	YDR461C-A	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.125&CDS=1-228
1222	OG0001222	YDR462W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.35&CDS=1-447
1223	OG0001223	YDR464W	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.167-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.167&CDS=1-4026
1224	OG0001224	YDR465C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.47&CDS=1-1233
1225	OG0001225	YDR468C	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.198-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.198&CDS=1-708
1226	OG0001226	YDR469W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.21&CDS=1-396
1227	OG0001227	YDR470C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.52&CDS=1-1440
1228	OG0001228	YDR472W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.25-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.25&CDS=1-1275
1229	OG0001229	YDR473C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.14&CDS=1-1278
1230	OG0001230	YDR477W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.62-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-4.62&CDS=1-1806
1231	OG0001231	YDR478W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.94-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.94&CDS=1-525
1232	OG0001232	YDR479C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.67&CDS=1-1587
1233	OG0001233	YDR481C	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.110&CDS=1-1692
1234	OG0001234	YDR482C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-0.68&CDS=1-339
1235	OG0001235	YDR484W	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.26&CDS=1-1782
1236	OG0001236	YDR485C	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.67&CDS=1-2094
1237	OG0001237	YDR486C	snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_19_length_181920_cov_18.9675_ID_37-processed-gene-0.68&CDS=1-675
1238	OG0001238	YDR487C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-2.101&CDS=1-627
1239	OG0001239	YDR488C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.122&CDS=1-1722
1240	OG0001240	YDR489W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.105&CDS=1-876
1241	OG0001241	YDR493W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.54&CDS=1-345
1242	OG0001242	YDR494W	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.105&CDS=1-1026
1243	OG0001243	YDR495C	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.103&CDS=1-2616
1244	OG0001244	YDR496C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-4.49&CDS=1-1974
1245	OG0001245	YDR497C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.80&CDS=1-1707
1246	OG0001246	YDR498C	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.131&CDS=1-1089
1247	OG0001247	YDR499W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.51&CDS=1-2028
1248	OG0001248	YDR501W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.50&CDS=1-1566
1249	OG0001249	YDR502C	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.14&CDS=1-1149
1250	OG0001250	YDR506C	augustus_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.90&CDS=1-1800
1251	OG0001251	YDR510W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.10&CDS=1-279
1252	OG0001252	YDR511W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.5&CDS=1-387
1253	OG0001253	YDR512C	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.18&CDS=1-234
1254	OG0001254	YDR517W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.40&CDS=1-1152
1255	OG0001255	YDR519W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.36&CDS=1-420
1256	OG0001256	YDR520C	maker-NODE_12_length_260850_cov_26.5876_ID_23-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_12_length_260850_cov_26.5876_ID_23-augustus-gene-0.44&CDS=1-2982
1257	OG0001257	YDR525W-A	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.34&CDS=1-225
1258	OG0001258	YDR527W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.33&CDS=1-1437
1259	OG0001259	YDR529C	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.30&CDS=1-381
1260	OG0001260	YDR531W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.9&CDS=1-1098
1261	OG0001261	YDR532C	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-0.32&CDS=1-1053
1262	OG0001262	YDR536W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.203-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-5.203&CDS=1-1749
1263	OG0001263	YEL001C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.108&CDS=1-705
1264	OG0001264	YEL002C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.106&CDS=1-1326
1265	OG0001265	YEL003W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.77&CDS=1-333
1266	OG0001266	YEL005C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.105&CDS=1-849
1267	OG0001267	YEL009C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.103&CDS=1-1029
1268	OG0001268	YEL011W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.136-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.136&CDS=1-2136
1269	OG0001269	YEL012W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.137-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.137&CDS=1-591
1270	OG0001270	YEL013W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.140-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.140&CDS=1-1737
1271	OG0001271	YEL015W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.141-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.141&CDS=1-1440
1272	OG0001272	YEL017W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.144-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.144&CDS=1-918
1273	OG0001273	YEL018W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.145-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.145&CDS=1-855
1274	OG0001274	YEL019C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-8.98&CDS=1-783
1275	OG0001275	YEL020W-A	snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.31&CDS=1-261
1276	OG0001276	YEL021W	snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.30&CDS=1-801
1277	OG0001277	YEL022W	snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.29&CDS=1-4146
1278	OG0001278	YEL023C	snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_28_length_56091_cov_22.5367_ID_55-processed-gene-0.38&CDS=1-2040
1279	OG0001279	YEL024W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.37&CDS=1-639
1280	OG0001280	YEL026W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.35&CDS=1-378
1281	OG0001281	YEL027W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.33&CDS=1-480
1282	OG0001282	YEL029C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.65&CDS=1-936
1283	OG0001283	YEL031W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.28&CDS=1-3618
1284	OG0001284	YEL032W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.27&CDS=1-2793
1285	OG0001285	YEL036C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.64&CDS=1-1347
1286	OG0001286	YEL037C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.63&CDS=1-1143
1287	OG0001287	YEL038W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.25&CDS=1-663
1288	OG0001288	YEL040W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.117&CDS=1-1347
1289	OG0001289	YEL042W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.115&CDS=1-1590
1290	OG0001290	YEL043W	augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.11&CDS=1-2352
1291	OG0001291	YEL044W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.113&CDS=1-417
1292	OG0001292	YEL046C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.139&CDS=1-1176
1293	OG0001293	YEL048C	augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-4.9&CDS=1-408
1294	OG0001294	YEL050C	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.85&CDS=1-1074
1295	OG0001295	YEL052W	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.50&CDS=1-1404
1296	OG0001296	YEL053C	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.83&CDS=1-2364
1297	OG0001297	YEL055C	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-0.15&CDS=1-3084
1298	OG0001298	YEL058W	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.7&CDS=1-1626
1299	OG0001299	YEL059C-A	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.0&CDS=1-213
1300	OG0001300	YEL060C	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.2&CDS=1-1779
1301	OG0001301	YEL061C	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.8&CDS=1-2877
1302	OG0001302	YEL062W	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-1.24&CDS=1-1980
1303	OG0001303	YEL064C	genemark-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.210-mRNA-1_1&gene=genemark-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.210&CDS=1-1395
1304	OG0001304	YER002W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.79&CDS=1-720
1305	OG0001305	YER003C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.110&CDS=1-1284
1306	OG0001306	YER005W	maker-NODE_2_length_1173375_cov_22.3644_ID_3-augustus-gene-4.164-mRNA-1_1&gene=maker-NODE_2_length_1173375_cov_22.3644_ID_3-augustus-gene-4.164&CDS=1-2616
1307	OG0001307	YER006W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.83&CDS=1-1575
1308	OG0001308	YER007C-A	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.44&CDS=1-543
1309	OG0001309	YER007W	augustus_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-4.137&CDS=1-1485
1310	OG0001310	YER009W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.42&CDS=1-375
1311	OG0001311	YER010C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.67-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.67&CDS=1-705
1312	OG0001312	YER012W	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.66&CDS=1-585
1313	OG0001313	YER014W	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.68&CDS=1-1608
1314	OG0001314	YER015W	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.70&CDS=1-2235
1315	OG0001315	YER016W	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-1.71&CDS=1-828
1316	OG0001316	YER019C-A	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.167-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.167&CDS=1-264
1317	OG0001317	YER019W	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.53&CDS=1-1344
1318	OG0001318	YER020W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.60&CDS=1-1596
1319	OG0001319	YER021W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.63-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.63&CDS=1-1515
1320	OG0001320	YER022W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.64&CDS=1-2010
1321	OG0001321	YER023W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.65-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.65&CDS=1-852
1322	OG0001322	YER024W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.69&CDS=1-2589
1323	OG0001323	YER025W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-7.71&CDS=1-1560
1324	OG0001324	YER026C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.50&CDS=1-816
1325	OG0001325	YER027C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.37&CDS=1-1404
1326	OG0001326	YER029C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.39&CDS=1-582
