	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034594_Starmera_quercuum
304	OG0000304	YGL133W, YPL216W	genemark-flattened_line_15-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.141&CDS=1-3327
305	OG0000305	YGL135W, YPL220W	snap_masked-flattened_line_15-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.59&CDS=1-651
306	OG0000306	YGL162W, YPR009W	snap_masked-flattened_line_41-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.124&CDS=1-885
307	OG0000307	YGL166W, YPR008W	snap_masked-flattened_line_91-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.62&CDS=1-891
308	OG0000308	YGL219C	snap_masked-flattened_line_2-processed-gene-5.38-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.38&CDS=1-1221, snap_masked-flattened_line_69-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.108&CDS=1-1413
309	OG0000309	YGL247W	snap_masked-flattened_line_0-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.75&CDS=1-1542, snap_masked-flattened_line_23-processed-gene-1.213-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.213&CDS=1-1551
310	OG0000310	YGL255W	snap_masked-flattened_line_39-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.44&CDS=1-1143, snap_masked-flattened_line_51-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.157&CDS=1-1140
311	OG0000311	YGR008C, YLR327C	snap_masked-flattened_line_19-processed-gene-1.258-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.258&CDS=1-276
312	OG0000312	YGR010W, YLR328W	snap_masked-flattened_line_2-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.90&CDS=1-1224
313	OG0000313	YGR027C, YLR333C	snap_masked-flattened_line_8-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.16&CDS=1-324
314	OG0000314	YGR034W, YLR344W	maker-flattened_line_6-snap-gene-3.3-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.3&CDS=1-381
315	OG0000315	YGR038W, YLR350W	snap_masked-flattened_line_2-processed-gene-5.39-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.39&CDS=1-561
316	OG0000316	YGR049W, YLR356W	snap_masked-flattened_line_8-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.5&CDS=1-660
317	OG0000317	YGR056W, YLR357W	snap_masked-flattened_line_6-processed-gene-3.88-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.88&CDS=1-2109
318	OG0000318	YGR085C, YPR102C	augustus_masked-flattened_line_53-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.125&CDS=1-522
319	OG0000319	YGR092W, YPR111W	genemark-flattened_line_0-processed-gene-8.270-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.270&CDS=1-1647
320	OG0000320	YGR108W, YPR119W	maker-flattened_line_61-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_61-snap-gene-0.5&CDS=1-2178
321	OG0000321	YGR110W	snap_masked-flattened_line_35-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.99&CDS=1-1224, snap_masked-flattened_line_45-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.117&CDS=1-1155
322	OG0000322	YGR118W, YPR132W	snap_masked-flattened_line_43-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.164&CDS=1-348
323	OG0000323	YGR131W, YPR149W	snap_masked-flattened_line_103-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.64&CDS=1-507
324	OG0000324	YGR138C, YPR156C	snap_masked-flattened_line_43-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.121&CDS=1-1902
325	OG0000325	YGR141W, YPR157W	snap_masked-flattened_line_6-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.93&CDS=1-1359
326	OG0000326	YGR177C, YOR377W	snap_masked-flattened_line_2-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.15&CDS=1-1434
327	OG0000327	YGR209C, YLR043C	snap_masked-flattened_line_25-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.168&CDS=1-309
328	OG0000328	YGR214W, YLR048W	maker-flattened_line_19-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-1.1&CDS=1-792
329	OG0000329	YGR221C, YHR149C	snap_masked-flattened_line_15-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.45&CDS=1-2202
330	OG0000330	YGR238C, YHR158C	snap_masked-flattened_line_59-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.95&CDS=1-3588
331	OG0000331	YGR241C, YHR161C	genemark-flattened_line_113-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.4&CDS=1-2049
332	OG0000332	YGR243W, YHR162W	genemark-flattened_line_97-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.82&CDS=1-390
333	OG0000333	YGR248W, YHR163W	snap_masked-flattened_line_0-processed-gene-3.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.82&CDS=1-750
334	OG0000334	YGR254W, YHR174W	snap_masked-flattened_line_97-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.59&CDS=1-1308
335	OG0000335	YGR260W	augustus_masked-flattened_line_67-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.102&CDS=1-1464, snap_masked-flattened_line_2-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.48&CDS=1-1476
336	OG0000336	YGR273C, YMR295C	augustus_masked-flattened_line_97-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.25&CDS=1-2622
337	OG0000337	YGR277C	snap_masked-flattened_line_10-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.79&CDS=1-879, snap_masked-flattened_line_10-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.38&CDS=1-879
338	OG0000338	YGR278W	snap_masked-flattened_line_10-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.59&CDS=1-2031, snap_masked-flattened_line_10-processed-gene-3.69-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.69&CDS=1-2031
339	OG0000339	YGR279C	snap_masked-flattened_line_10-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.80&CDS=1-1197, snap_masked-flattened_line_10-processed-gene-3.37-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.37&CDS=1-1197
340	OG0000340	YGR280C	snap_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.81&CDS=1-705, snap_masked-flattened_line_10-processed-gene-3.36-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.36&CDS=1-705
341	OG0000341	YGR285C	snap_masked-flattened_line_10-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.85&CDS=1-1293, snap_masked-flattened_line_10-processed-gene-3.32-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.32&CDS=1-1293
342	OG0000342	YHL001W, YKL006W	maker-flattened_line_135-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_135-snap-gene-0.3&CDS=1-414
343	OG0000343	YHL015W	snap_masked-flattened_line_10-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.51&CDS=1-351, snap_masked-flattened_line_10-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.77&CDS=1-351
344	OG0000344	YHL034C, YLL046C	snap_masked-flattened_line_57-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.67&CDS=1-825
345	OG0000345	YHR001W-A	snap_masked-flattened_line_10-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.56&CDS=1-234, snap_masked-flattened_line_10-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.72&CDS=1-234
346	OG0000346	YHR021C, YKL156W	snap_masked-flattened_line_77-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.164&CDS=1-255
347	OG0000347	YHR043C, YHR044C	snap_masked-flattened_line_0-processed-gene-2.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.106&CDS=1-702
348	OG0000348	YHR115C, YNL116W	genemark-flattened_line_21-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.35&CDS=1-1407
349	OG0000349	YHR117W, YNL121C	snap_masked-flattened_line_159-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.2&CDS=1-1818
350	OG0000350	YHR131C, YNL144C	augustus_masked-flattened_line_8-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.77&CDS=1-1596
351	OG0000351	YHR132W-A, YNL157W	snap_masked-flattened_line_33-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.113&CDS=1-420
352	OG0000352	YHR135C	snap_masked-flattened_line_103-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.53&CDS=1-1470, snap_masked-flattened_line_79-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.98&CDS=1-1236
353	OG0000353	YHR141C, YNL162W	maker-flattened_line_8-snap-gene-0.120-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.120&CDS=1-318
354	OG0000354	YHR146W, YNL173C	snap_masked-flattened_line_73-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.98&CDS=1-1713
355	OG0000355	YHR209W	snap_masked-flattened_line_75-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.155&CDS=1-843, snap_masked-flattened_line_77-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.156&CDS=1-861
356	OG0000356	YIL077C	augustus_masked-flattened_line_2-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.83&CDS=1-498, snap_masked-flattened_line_15-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.54&CDS=1-921
357	OG0000357	YIL085C, YNL029C	snap_masked-flattened_line_19-processed-gene-1.243-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.243&CDS=1-1632
358	OG0000358	YIL105C, YNL047C	snap_masked-flattened_line_31-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.86&CDS=1-2598
359	OG0000359	YIL111W, YNL052W	snap_masked-flattened_line_31-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.82&CDS=1-480
360	OG0000360	YIL113W, YNL053W	snap_masked-flattened_line_21-processed-gene-1.166-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.166&CDS=1-1230
361	OG0000361	YIL130W	genemark-flattened_line_67-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.150&CDS=1-2223, snap_masked-flattened_line_8-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.107&CDS=1-2691
362	OG0000362	YIL133C, YNL069C	snap_masked-flattened_line_8-processed-gene-2.108-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.108&CDS=1-603
363	OG0000363	YIL149C, YKR095W	augustus_masked-flattened_line_37-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.119&CDS=1-5613
364	OG0000364	YIL151C, YKR096W	snap_masked-flattened_line_37-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.197&CDS=1-3681
365	OG0000365	YIL166C	snap_masked-flattened_line_29-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.74&CDS=1-1677, snap_masked-flattened_line_57-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.121&CDS=1-1689
366	OG0000366	YIR001C	snap_masked-flattened_line_43-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.148&CDS=1-528, snap_masked-flattened_line_55-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.153&CDS=1-675
367	OG0000367	YIR006C	snap_masked-flattened_line_13-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.135&CDS=1-3084, snap_masked-flattened_line_4-processed-gene-4.214-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.214&CDS=1-4380
368	OG0000368	YIR013C, YLR013W	augustus_masked-flattened_line_2-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.29&CDS=1-771
369	OG0000369	YIR033W, YKL020C	snap_masked-flattened_line_33-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.147&CDS=1-3072
370	OG0000370	YJL076W, YKR010C	snap_masked-flattened_line_2-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.12&CDS=1-3267
371	OG0000371	YJL082W, YKR018C	snap_masked-flattened_line_23-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.57&CDS=1-2196
372	OG0000372	YJL112W, YKR036C	snap_masked-flattened_line_0-processed-gene-5.160-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.160&CDS=1-1992
373	OG0000373	YJL133W, YKR052C	snap_masked-flattened_line_65-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.58&CDS=1-975
374	OG0000374	YJL134W, YKR053C	snap_masked-flattened_line_31-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.19&CDS=1-1413
375	OG0000375	YJL137C, YKR058W	snap_masked-flattened_line_43-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.176&CDS=1-1023
376	OG0000376	YJL138C, YKR059W	maker-flattened_line_25-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-0.2&CDS=1-1191
377	OG0000377	YJL139C, YKR061W	augustus_masked-flattened_line_25-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.75&CDS=1-1269
378	OG0000378	YJL172W, YOL153C	snap_masked-flattened_line_8-processed-gene-3.135-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.135&CDS=1-1716
379	OG0000379	YJL174W	snap_masked-flattened_line_13-processed-gene-2.136-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.136&CDS=1-822, snap_masked-flattened_line_8-processed-gene-3.139-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.139&CDS=1-837
380	OG0000380	YJL177W, YKL180W	snap_masked-flattened_line_15-processed-gene-2.200-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.200&CDS=1-552
381	OG0000381	YJL204C	snap_masked-flattened_line_10-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.52&CDS=1-2286, snap_masked-flattened_line_10-processed-gene-3.55-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.55&CDS=1-2286
382	OG0000382	YJL213W	snap_masked-flattened_line_61-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.117&CDS=1-2784, snap_masked-flattened_line_61-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.118&CDS=1-2658
383	OG0000383	YJR052W	snap_masked-flattened_line_10-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.71&CDS=1-1785, snap_masked-flattened_line_10-processed-gene-3.57-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.57&CDS=1-1785
384	OG0000384	YJR059W, YKL198C	snap_masked-flattened_line_43-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.161&CDS=1-2145
385	OG0000385	YJR060W	snap_masked-flattened_line_10-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.68&CDS=1-741, snap_masked-flattened_line_10-processed-gene-3.60-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.60&CDS=1-741
386	OG0000386	YJR062C	snap_masked-flattened_line_10-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.90&CDS=1-1035, snap_masked-flattened_line_10-processed-gene-3.27-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.27&CDS=1-1035
387	OG0000387	YJR091C, YPR042C	snap_masked-flattened_line_101-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.87&CDS=1-3078
388	OG0000388	YJR094W-A, YPR043W	genemark-flattened_line_4-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.87&CDS=1-363
389	OG0000389	YJR097W	snap_masked-flattened_line_10-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.93&CDS=1-489, snap_masked-flattened_line_10-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.62&CDS=1-489
390	OG0000390	YJR098C	snap_masked-flattened_line_10-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.66&CDS=1-1788, snap_masked-flattened_line_10-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.84&CDS=1-1788
391	OG0000391	YJR126C	snap_masked-flattened_line_13-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.160&CDS=1-2202, snap_masked-flattened_line_55-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.174&CDS=1-2298
392	OG0000392	YJR130C, YML082W	snap_masked-flattened_line_13-processed-gene-2.168-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.168&CDS=1-1638
393	OG0000393	YKL040C	snap_masked-flattened_line_29-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.31&CDS=1-708, snap_masked-flattened_line_59-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.78&CDS=1-684
394	OG0000394	YKL050C, YMR031C	snap_masked-flattened_line_91-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.68&CDS=1-2487
395	OG0000395	YKL055C	maker-flattened_line_27-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.91&CDS=1-756, snap_masked-flattened_line_4-processed-gene-4.223-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.223&CDS=1-777
396	OG0000396	YKL072W, YMR053C	snap_masked-flattened_line_23-processed-gene-1.181-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.181&CDS=1-2340
397	OG0000397	YKL079W	snap_masked-flattened_line_21-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.118&CDS=1-1542, snap_masked-flattened_line_33-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.100&CDS=1-2016
398	OG0000398	YKL096W	augustus_masked-flattened_line_45-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.184&CDS=1-621, snap_masked-flattened_line_19-processed-gene-1.257-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.257&CDS=1-621
399	OG0000399	YKL121W, YMR102C	snap_masked-flattened_line_21-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.139&CDS=1-2112
400	OG0000400	YKL128C	snap_masked-flattened_line_39-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.97&CDS=1-1116, snap_masked-flattened_line_67-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.16&CDS=1-1140
401	OG0000401	YKR009C	snap_masked-flattened_line_10-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.53&CDS=1-2694, snap_masked-flattened_line_10-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.75&CDS=1-2694
402	OG0000402	YKR055W	snap_masked-flattened_line_10-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.47&CDS=1-960, snap_masked-flattened_line_10-processed-gene-3.24-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.24&CDS=1-960
403	OG0000403	YKR069W	snap_masked-flattened_line_2-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.46&CDS=1-1746, snap_masked-flattened_line_2-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.96&CDS=1-1737
404	OG0000404	YKR075C, YOR062C	snap_masked-flattened_line_2-processed-gene-4.141-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.141&CDS=1-528
405	OG0000405	YKR091W, YOR083W	snap_masked-flattened_line_2-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.91&CDS=1-1092
406	OG0000406	YKR093W	snap_masked-flattened_line_69-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.88&CDS=1-1953, snap_masked-flattened_line_91-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.49&CDS=1-1938
407	OG0000407	YLL012W, YLR020C	genemark-flattened_line_43-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.203&CDS=1-1377
408	OG0000408	YLL056C	snap_masked-flattened_line_11-processed-gene-3.70-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.70&CDS=1-903, snap_masked-flattened_line_49-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.103&CDS=1-903
