	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035662_Meyerozyma_caribbica
198	OG0000198	YDL042C, YOL068C	snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.85&CDS=1-1581
199	OG0000199	YDL048C, YLR375W	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.125-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.125&CDS=1-948
200	OG0000200	YDL049C, YJL174W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.124&CDS=1-819
201	OG0000201	YDL056W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.124&CDS=1-2457, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.143&CDS=1-2439
202	OG0000202	YDL075W, YLR406C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.111-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.111&CDS=1-336
203	OG0000203	YDL082W, YMR142C	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.134&CDS=1-606
204	OG0000204	YDL083C, YMR143W	maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-1.108-mRNA-1_1&gene=maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-1.108&CDS=1-426
205	OG0000205	YDL088C, YMR153W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.66-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.66&CDS=1-1182
206	OG0000206	YDL127W, YDL179W	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.83&CDS=1-825
207	OG0000207	YDL131W	maker-NODE_7_length_691971_cov_18.1586_ID_999-snap-gene-5.112-mRNA-1_1&gene=maker-NODE_7_length_691971_cov_18.1586_ID_999-snap-gene-5.112&CDS=1-2289, snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.79&CDS=1-1308
208	OG0000208	YDL134C, YDL188C	maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-9.51-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-9.51&CDS=1-2190
209	OG0000209	YDL136W, YDL191W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.167&CDS=1-360
210	OG0000210	YDL137W, YDL192W	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.52&CDS=1-543
211	OG0000211	YDL155W, YLR210W	augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.0&CDS=1-2130
212	OG0000212	YDL161W, YLR206W	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.23&CDS=1-1476
213	OG0000213	YDL210W	snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.38&CDS=1-1668, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.128&CDS=1-1665
214	OG0000214	YDL218W	snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.195&CDS=1-699, snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.40&CDS=1-639
215	OG0000215	YDL222C, YNL194C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-4.118&CDS=1-798
216	OG0000216	YDL224C, YNL197C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-4.117&CDS=1-1776
217	OG0000217	YDL229W, YNL209W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.128-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.128&CDS=1-1839
218	OG0000218	YDR034C	augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.95&CDS=1-1632, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.28&CDS=1-2292
219	OG0000219	YDR066C, YER139C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.41-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.41&CDS=1-828
220	OG0000220	YDR069C, YER144C	genemark-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-8.15-mRNA-1_1&gene=genemark-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-8.15&CDS=1-2643
221	OG0000221	YDR072C	snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.267-mRNA-1_1&gene=snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.267&CDS=1-975, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.120&CDS=1-1386
222	OG0000222	YDR085C, YER158C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.41&CDS=1-3651
223	OG0000223	YDR099W, YER177W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.120&CDS=1-762
224	OG0000224	YDR107C, YLR083C	maker-NODE_13_length_195850_cov_25.4824_ID_1570-augustus-gene-0.116-mRNA-1_1&gene=maker-NODE_13_length_195850_cov_25.4824_ID_1570-augustus-gene-0.116&CDS=1-3318
225	OG0000225	YDR122W, YLR096W	maker-NODE_6_length_736192_cov_18.5434_ID_1264-snap-gene-0.158-mRNA-1_1&gene=maker-NODE_6_length_736192_cov_18.5434_ID_1264-snap-gene-0.158&CDS=1-3669
226	OG0000226	YDR131C, YJL149W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.131-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.131&CDS=1-945
227	OG0000227	YDR132C, YLR108C	snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.35&CDS=1-1317
228	OG0000228	YDR134C, YLR110C	genemark-NODE_214_length_394_cov_0.338182_ID_2941-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_214_length_394_cov_0.338182_ID_2941-processed-gene-0.0&CDS=1-360
229	OG0000229	YDR146C, YLR131C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.124&CDS=1-1788
230	OG0000230	YDR151C, YLR136C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-2.148&CDS=1-612
231	OG0000231	YDR178W, YLR164W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-6.117-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-6.117&CDS=1-468
232	OG0000232	YDR185C, YLR168C	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-6.122-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-6.122&CDS=1-639
233	OG0000233	YDR206W, YLR233C	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.141-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.141&CDS=1-2493
234	OG0000234	YDR247W, YPL026C	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.115&CDS=1-1497
235	OG0000235	YDR251W, YPL032C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.12-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.12&CDS=1-2712
236	OG0000236	YDR252W, YPL037C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.39-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.39&CDS=1-453
237	OG0000237	YDR253C, YPL038W	genemark-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.311-mRNA-1_1&gene=genemark-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.311&CDS=1-846
238	OG0000238	YDR263C, YOR033C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.4-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.4&CDS=1-4302
239	OG0000239	YDR272W, YOR040W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.126&CDS=1-2559
240	OG0000240	YDR277C, YOR047C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.186-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.186&CDS=1-1011
241	OG0000241	YDR300C, YHR033W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.6&CDS=1-1260
242	OG0000242	YDR312W, YHR066W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-5.150-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-5.150&CDS=1-1239
243	OG0000243	YDR351W, YHR103W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-5.111&CDS=1-2526
244	OG0000244	YDR379W, YOR127W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.153&CDS=1-3489
245	OG0000245	YDR409W, YOR156C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.145&CDS=1-2703
246	OG0000246	YDR418W, YEL054C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-11.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-11.90&CDS=1-495
247	OG0000247	YDR447C, YML024W	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.60&CDS=1-411
248	OG0000248	YDR450W, YML026C	maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-6.117-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-6.117&CDS=1-3144
249	OG0000249	YDR451C, YML027W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-6.149-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-6.149&CDS=1-1038
250	OG0000250	YDR453C, YML028W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.6&CDS=1-963
251	OG0000251	YDR471W, YHR010W	maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-7.54-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-7.54&CDS=1-408
252	OG0000252	YDR497C, YOL103W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-3.20&CDS=1-1617
253	OG0000253	YDR500C, YLR185W	genemark-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.173&CDS=1-261
254	OG0000254	YDR501W, YLR183C	augustus_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.54&CDS=1-1368
255	OG0000255	YDR536W	snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.175&CDS=1-1659, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.13-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.13&CDS=1-1710
256	OG0000256	YEL006W, YIL006W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-1.32&CDS=1-1116
257	OG0000257	YEL022W, YJR031C	maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-5.118-mRNA-1_1&gene=maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-5.118&CDS=1-5340
258	OG0000258	YEL034W, YJR047C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.27&CDS=1-1650
259	OG0000259	YEL039C, YJR048W	maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-3.104-mRNA-1_1&gene=maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-3.104&CDS=1-2109
260	OG0000260	YEL041W, YJR049C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.118&CDS=1-1527
261	OG0000261	YEL046C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.127&CDS=1-1107, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.76&CDS=1-1134
262	OG0000262	YEL060C	genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.329-mRNA-1_1&gene=genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.329&CDS=1-2223, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.93&CDS=1-1386
263	OG0000263	YEL065W	augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.117&CDS=1-2727, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-2.80&CDS=1-1944
264	OG0000264	YEL066W, YPR193C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.66&CDS=1-465
265	OG0000265	YER017C	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.107&CDS=1-4950, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.103&CDS=1-2133
266	OG0000266	YER019C-A, YER087C-B	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.131&CDS=1-312
267	OG0000267	YER024W	maker-NODE_15_length_185063_cov_26.2943_ID_1655-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_15_length_185063_cov_26.2943_ID_1655-augustus-gene-0.14&CDS=1-1962, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.127&CDS=1-2514
268	OG0000268	YER031C, YGL210W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-5.145-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-5.145&CDS=1-654
269	OG0000269	YER037W, YGL224C	snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.197&CDS=1-864
270	OG0000270	YER047C, YPL074W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.138&CDS=1-2130
271	OG0000271	YER054C, YIL045W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-9.63&CDS=1-1776
272	OG0000272	YER056C-A, YIL052C	maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-6.119-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-6.119&CDS=1-549
273	OG0000273	YER064C, YIL056W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-0.116&CDS=1-1611
274	OG0000274	YER066W, YFL009W	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.156&CDS=1-2055
275	OG0000275	YER067W, YIL057C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.100&CDS=1-603
276	OG0000276	YER070W	augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-0.33&CDS=1-2409, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.73-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.73&CDS=1-2589
277	OG0000277	YER131W, YGL189C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.42&CDS=1-357
278	OG0000278	YER166W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.67&CDS=1-5517, snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-0.48&CDS=1-5193
279	OG0000279	YER185W	snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_16_length_162208_cov_25.2841_ID_1753-processed-gene-0.99&CDS=1-876, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-2.147&CDS=1-915
280	OG0000280	YFL004W, YPL019C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-5.55-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-5.55&CDS=1-2367
281	OG0000281	YFL034C-A, YLR061W	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.70&CDS=1-357
282	OG0000282	YFL050C, YOL130W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.36&CDS=1-2304
283	OG0000283	YFL061W, YNL335W	genemark-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.157-mRNA-1_1&gene=genemark-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.157&CDS=1-5499
284	OG0000284	YFR007W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.7&CDS=1-678, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-3.63&CDS=1-654
285	OG0000285	YFR031C-A, YIL018W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.53&CDS=1-7041
286	OG0000286	YGL031C, YGR148C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.140-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.140&CDS=1-468
287	OG0000287	YGL049C, YGR162W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.51&CDS=1-3054
288	OG0000288	YGL071W, YPL202C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.51&CDS=1-1299
289	OG0000289	YGL076C, YPL198W	snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_18_length_61333_cov_30.325_ID_1861-processed-gene-0.56&CDS=1-735
290	OG0000290	YGL077C	maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-8.91-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-augustus-gene-8.91&CDS=1-3369, snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.18&CDS=1-1545
291	OG0000291	YGL135W, YPL220W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.119&CDS=1-651
292	OG0000292	YGL139W, YPL221W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-11.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-11.110&CDS=1-2361
293	OG0000293	YGL147C, YNL067W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.51-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.51&CDS=1-573
