	OrthologID	Lipomyces_starkeyi	Saccharomyces_cerevisiae
903	OG0000903	augustus_masked-scaffold_10-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-8.111&CDS=1-2253	YKR024C
904	OG0000904	maker-scaffold_10-augustus-gene-8.141-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-8.141&CDS=1-813	YKR025W
905	OG0000905	maker-scaffold_10-augustus-gene-8.165-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-8.165&CDS=1-1173	YPR085C
906	OG0000906	augustus_masked-scaffold_10-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-8.79&CDS=1-3294	YPL226W
907	OG0000907	maker-scaffold_10-augustus-gene-8.143-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-8.143&CDS=1-822	YMR178W
908	OG0000908	augustus_masked-scaffold_11-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.87&CDS=1-1221	YGL143C
909	OG0000909	maker-scaffold_11-augustus-gene-1.76-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-1.76&CDS=1-1998	YDR189W
910	OG0000910	augustus_masked-scaffold_11-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.102&CDS=1-702	YPR113W
911	OG0000911	augustus_masked-scaffold_11-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-1.89&CDS=1-810	YMR289W
912	OG0000912	genemark-scaffold_11-processed-gene-1.65-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-1.65&CDS=1-1812	YMR092C
913	OG0000913	snap_masked-scaffold_11-processed-gene-2.23-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-2.23&CDS=1-1299	YMR005W
914	OG0000914	maker-scaffold_11-augustus-gene-2.59-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-2.59&CDS=1-2073	YOR243C
915	OG0000915	augustus_masked-scaffold_11-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.97&CDS=1-1935	YBR004C
916	OG0000916	augustus_masked-scaffold_11-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.113&CDS=1-1299	YHR030C
917	OG0000917	augustus_masked-scaffold_11-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.98&CDS=1-2970	YHR073W
918	OG0000918	augustus_masked-scaffold_11-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.114&CDS=1-939	YPR192W
919	OG0000919	maker-scaffold_11-snap-gene-2.75-mRNA-1_1&gene=maker-scaffold_11-snap-gene-2.75&CDS=1-2409	YGL137W
920	OG0000920	augustus_masked-scaffold_11-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-2.102&CDS=1-2355	YPL116W
921	OG0000921	genemark-scaffold_11-processed-gene-3.141-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-3.141&CDS=1-654	YGR268C
922	OG0000922	maker-scaffold_11-augustus-gene-3.115-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.115&CDS=1-222	YNL259C
923	OG0000923	augustus_masked-scaffold_11-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.28&CDS=1-858	YER175C
924	OG0000924	augustus_masked-scaffold_11-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.31&CDS=1-1905	YNL027W
925	OG0000925	maker-scaffold_11-augustus-gene-3.117-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.117&CDS=1-2682	YER070W
926	OG0000926	augustus_masked-scaffold_11-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.49&CDS=1-1527	YDL033C
927	OG0000927	augustus_masked-scaffold_11-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.50&CDS=1-993	YGR267C
928	OG0000928	maker-scaffold_11-augustus-gene-3.118-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.118&CDS=1-570	YCR071C
929	OG0000929	augustus_masked-scaffold_11-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.52&CDS=1-639	YJR133W
930	OG0000930	maker-scaffold_11-augustus-gene-3.120-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.120&CDS=1-2064	YDR160W
931	OG0000931	augustus_masked-scaffold_11-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.54&CDS=1-447	YNL162W-A
932	OG0000932	augustus_masked-scaffold_11-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.37&CDS=1-912	YDL237W
933	OG0000933	maker-scaffold_11-augustus-gene-3.122-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.122&CDS=1-4179	YLR086W
934	OG0000934	maker-scaffold_11-augustus-gene-3.130-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.130&CDS=1-4110	YPR189W
935	OG0000935	maker-scaffold_11-augustus-gene-3.123-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.123&CDS=1-2166	YIR007W
936	OG0000936	augustus_masked-scaffold_11-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.41&CDS=1-1008	YOL093W
937	OG0000937	snap_masked-scaffold_11-processed-gene-3.104-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-3.104&CDS=1-1551	YIR008C
938	OG0000938	maker-scaffold_11-augustus-gene-3.125-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.125&CDS=1-1305	YKL108W
939	OG0000939	maker-scaffold_11-augustus-gene-3.126-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.126&CDS=1-3471	YIL147C
940	OG0000940	maker-scaffold_11-augustus-gene-3.136-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.136&CDS=1-1452	YDR470C
941	OG0000941	maker-scaffold_11-augustus-gene-3.127-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.127&CDS=1-918	YPR143W
942	OG0000942	maker-scaffold_11-augustus-gene-3.137-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-3.137&CDS=1-480	YPL252C
943	OG0000943	augustus_masked-scaffold_11-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-3.46&CDS=1-684	YJR057W
944	OG0000944	maker-scaffold_11-augustus-gene-4.134-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.134&CDS=1-447	YMR071C
945	OG0000945	genemark-scaffold_11-processed-gene-4.150-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.150&CDS=1-1152	YOR176W
946	OG0000946	augustus_masked-scaffold_11-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.32&CDS=1-357	YPL013C
947	OG0000947	maker-scaffold_11-augustus-gene-4.135-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.135&CDS=1-1128	YJR076C
948	OG0000948	snap_masked-scaffold_11-processed-gene-4.77-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-4.77&CDS=1-738	YNL200C
949	OG0000949	maker-scaffold_11-snap-gene-4.1-mRNA-1_1&gene=maker-scaffold_11-snap-gene-4.1&CDS=1-1140	YMR114C
950	OG0000950	maker-scaffold_11-augustus-gene-4.121-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.121&CDS=1-975	YOR238W
951	OG0000951	augustus_masked-scaffold_11-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.54&CDS=1-1221	YDL226C
952	OG0000952	genemark-scaffold_11-processed-gene-4.161-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-4.161&CDS=1-2334	YMR110C
953	OG0000953	augustus_masked-scaffold_11-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.57&CDS=1-1155	YGL038C
954	OG0000954	maker-scaffold_11-augustus-gene-4.138-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.138&CDS=1-1638	YGR055W
955	OG0000955	maker-scaffold_11-augustus-gene-4.139-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.139&CDS=1-1320	YDR076W
956	OG0000956	maker-scaffold_11-augustus-gene-4.140-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.140&CDS=1-1029	YDL134C
957	OG0000957	augustus_masked-scaffold_11-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.44&CDS=1-708	YBR256C
958	OG0000958	maker-scaffold_11-augustus-gene-4.141-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.141&CDS=1-1359	YHR065C
959	OG0000959	maker-scaffold_11-augustus-gene-4.142-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.142&CDS=1-1983	YDR324C
960	OG0000960	maker-scaffold_11-snap-gene-4.10-mRNA-1_1&gene=maker-scaffold_11-snap-gene-4.10&CDS=1-1134	YNR029C
961	OG0000961	augustus_masked-scaffold_11-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.65&CDS=1-1329	YOR117W
962	OG0000962	maker-scaffold_11-augustus-gene-4.131-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-4.131&CDS=1-966	YLR421C
963	OG0000963	augustus_masked-scaffold_11-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.66&CDS=1-1437	YGR246C
964	OG0000964	augustus_masked-scaffold_11-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-4.68&CDS=1-462	YJR104C
965	OG0000965	augustus_masked-scaffold_11-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.126&CDS=1-726	YGR152C
966	OG0000966	augustus_masked-scaffold_11-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.129&CDS=1-1578	YOR161C
967	OG0000967	genemark-scaffold_11-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-5.68&CDS=1-2508	YHR205W
968	OG0000968	maker-scaffold_11-augustus-gene-5.43-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.43&CDS=1-519	YDR305C
969	OG0000969	maker-scaffold_11-augustus-gene-5.44-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.44&CDS=1-1671	YML069W
970	OG0000970	augustus_masked-scaffold_11-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.134&CDS=1-1548	YOR070C
971	OG0000971	maker-scaffold_11-augustus-gene-5.52-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.52&CDS=1-816	YER050C
972	OG0000972	augustus_masked-scaffold_11-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.146&CDS=1-1338	YGL035C
973	OG0000973	maker-scaffold_11-snap-gene-5.114-mRNA-1_1&gene=maker-scaffold_11-snap-gene-5.114&CDS=1-2115	YJL092W
974	OG0000974	maker-scaffold_11-augustus-gene-5.54-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.54&CDS=1-411	YPR017C
975	OG0000975	augustus_masked-scaffold_11-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.149&CDS=1-1017	YDR173C
976	OG0000976	maker-scaffold_11-augustus-gene-5.55-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.55&CDS=1-3348	YHL023C
977	OG0000977	maker-scaffold_11-augustus-gene-5.56-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.56&CDS=1-906	YNL006W
978	OG0000978	maker-scaffold_11-augustus-gene-5.48-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.48&CDS=1-495	YPL059W
979	OG0000979	maker-scaffold_11-augustus-gene-5.57-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.57&CDS=1-645	YMR132C
980	OG0000980	maker-scaffold_11-augustus-gene-5.58-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.58&CDS=1-1323	YFL030W
981	OG0000981	maker-scaffold_11-augustus-gene-5.60-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.60&CDS=1-1233	YHR075C
982	OG0000982	maker-scaffold_11-augustus-gene-5.61-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-5.61&CDS=1-297	YGR105W
983	OG0000983	augustus_masked-scaffold_11-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.161&CDS=1-825	YDL111C
984	OG0000984	augustus_masked-scaffold_11-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-5.143&CDS=1-1686	YMR284W
985	OG0000985	maker-scaffold_11-snap-gene-6.33-mRNA-1_1&gene=maker-scaffold_11-snap-gene-6.33&CDS=1-3285	YDR150W
986	OG0000986	maker-scaffold_11-augustus-gene-6.104-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.104&CDS=1-1380	YGR175C
987	OG0000987	maker-scaffold_11-augustus-gene-6.93-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.93&CDS=1-2676	YNL201C
988	OG0000988	genemark-scaffold_11-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-6.21&CDS=1-909	YNL202W
989	OG0000989	augustus_masked-scaffold_11-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-6.68&CDS=1-1338	YNL217W
990	OG0000990	augustus_masked-scaffold_11-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-6.70&CDS=1-912	YML060W
991	OG0000991	snap_masked-scaffold_11-processed-gene-6.138-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-6.138&CDS=1-3885	YDR293C
992	OG0000992	maker-scaffold_11-augustus-gene-6.109-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.109&CDS=1-2514	YMR049C
993	OG0000993	maker-scaffold_11-augustus-gene-6.96-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.96&CDS=1-1581	YMR313C
994	OG0000994	maker-scaffold_11-augustus-gene-6.97-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.97&CDS=1-918	YGR282C
995	OG0000995	maker-scaffold_11-augustus-gene-6.101-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.101&CDS=1-894	YHR062C
996	OG0000996	maker-scaffold_11-augustus-gene-6.110-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-6.110&CDS=1-2439	YDR258C
997	OG0000997	maker-scaffold_11-snap-gene-6.60-mRNA-1_1&gene=maker-scaffold_11-snap-gene-6.60&CDS=1-1431	YBR267W
998	OG0000998	augustus_masked-scaffold_11-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.26&CDS=1-333	YIL027C
999	OG0000999	maker-scaffold_11-augustus-gene-7.131-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.131&CDS=1-2058	YDL207W
1000	OG0001000	maker-scaffold_11-augustus-gene-7.132-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.132&CDS=1-783	YFL034C-B
1001	OG0001001	maker-scaffold_11-augustus-gene-7.118-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.118&CDS=1-2235	YLR337C
1002	OG0001002	augustus_masked-scaffold_11-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.51&CDS=1-960	YHR104W
1003	OG0001003	augustus_masked-scaffold_11-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.33&CDS=1-1221	YBL013W
1004	OG0001004	augustus_masked-scaffold_11-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.35&CDS=1-1050	YGL040C
1005	OG0001005	maker-scaffold_11-augustus-gene-7.136-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.136&CDS=1-699	YMR077C
1006	OG0001006	augustus_masked-scaffold_11-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.36&CDS=1-2541	YLL034C
1007	OG0001007	augustus_masked-scaffold_11-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.58&CDS=1-2094	YFR015C
1008	OG0001008	genemark-scaffold_11-processed-gene-7.176-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-7.176&CDS=1-798	YNL306W
1009	OG0001009	augustus_masked-scaffold_11-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.37&CDS=1-1038	YDR142C
1010	OG0001010	maker-scaffold_11-snap-gene-7.4-mRNA-1_1&gene=maker-scaffold_11-snap-gene-7.4&CDS=1-2058	YBL014C
1011	OG0001011	maker-scaffold_11-augustus-gene-7.141-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.141&CDS=1-3189	YJL050W
1012	OG0001012	maker-scaffold_11-augustus-gene-7.142-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.142&CDS=1-3021	YLR386W
1013	OG0001013	snap_masked-scaffold_11-processed-gene-7.111-mRNA-1_1&gene=snap_masked-scaffold_11-processed-gene-7.111&CDS=1-1734	YOR027W
1014	OG0001014	maker-scaffold_11-augustus-gene-7.125-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.125&CDS=1-432	YPR153W
1015	OG0001015	maker-scaffold_11-augustus-gene-7.129-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-7.129&CDS=1-1773	YOR023C
1016	OG0001016	augustus_masked-scaffold_11-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.65&CDS=1-603	YHR012W
1017	OG0001017	augustus_masked-scaffold_11-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-7.49&CDS=1-429	YER009W
1018	OG0001018	augustus_masked-scaffold_11-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-8.66&CDS=1-789	YJR056C
1019	OG0001019	maker-scaffold_11-augustus-gene-8.172-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-8.172&CDS=1-3084	YOR304W
1020	OG0001020	maker-scaffold_11-augustus-gene-8.186-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-8.186&CDS=1-2733	YIR002C
1021	OG0001021	maker-scaffold_11-augustus-gene-8.187-mRNA-1_1&gene=maker-scaffold_11-augustus-gene-8.187&CDS=1-1536	YCR053W
1022	OG0001022	augustus_masked-scaffold_11-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-8.52&CDS=1-1398	YLL063C
1023	OG0001023	maker-scaffold_12-augustus-gene-1.73-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-1.73&CDS=1-1506	YCR098C
1024	OG0001024	genemark-scaffold_12-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-1.7&CDS=1-1029	YDL193W
1025	OG0001025	maker-scaffold_12-augustus-gene-1.74-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-1.74&CDS=1-561	YHR013C
1026	OG0001026	augustus_masked-scaffold_12-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.121&CDS=1-714	YIR038C
1027	OG0001027	augustus_masked-scaffold_12-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.137&CDS=1-2376	YJL041W
1028	OG0001028	maker-scaffold_12-augustus-gene-1.78-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-1.78&CDS=1-1869	YDR390C
1029	OG0001029	augustus_masked-scaffold_12-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-1.140&CDS=1-1092	YGL001C
1030	OG0001030	maker-scaffold_12-augustus-gene-2.155-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.155&CDS=1-1029	YDL216C
1031	OG0001031	augustus_masked-scaffold_12-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.3&CDS=1-1731	YOL033W
1032	OG0001032	maker-scaffold_12-augustus-gene-2.168-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.168&CDS=1-1500	YML018C
1033	OG0001033	maker-scaffold_12-snap-gene-2.54-mRNA-1_1&gene=maker-scaffold_12-snap-gene-2.54&CDS=1-618	YML001W
1034	OG0001034	snap_masked-scaffold_12-processed-gene-2.114-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.114&CDS=1-636	YMR159C
1035	OG0001035	genemark-scaffold_12-processed-gene-2.90-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-2.90&CDS=1-1731	YDR440W
1036	OG0001036	maker-scaffold_12-augustus-gene-2.170-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.170&CDS=1-2577	YPL268W
1037	OG0001037	snap_masked-scaffold_12-processed-gene-2.138-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.138&CDS=1-888	YNL075W
1038	OG0001038	maker-scaffold_12-augustus-gene-2.157-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.157&CDS=1-3201	YMR080C
1039	OG0001039	maker-scaffold_12-augustus-gene-2.159-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.159&CDS=1-1632	YML128C
1040	OG0001040	augustus_masked-scaffold_12-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.9&CDS=1-990	YCL031C
1041	OG0001041	augustus_masked-scaffold_12-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.12&CDS=1-513	YER180C-A
1042	OG0001042	maker-scaffold_12-augustus-gene-2.173-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.173&CDS=1-1029	YER179W
1043	OG0001043	maker-scaffold_12-augustus-gene-2.161-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.161&CDS=1-2754	YCL045C
1044	OG0001044	maker-scaffold_12-augustus-gene-2.174-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.174&CDS=1-1341	YEL002C
1045	OG0001045	augustus_masked-scaffold_12-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.17&CDS=1-576	YLR229C
1046	OG0001046	snap_masked-scaffold_12-processed-gene-2.147-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.147&CDS=1-975	YDR214W
1047	OG0001047	maker-scaffold_12-augustus-gene-2.175-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.175&CDS=1-1356	YNR006W
1048	OG0001048	maker-scaffold_12-augustus-gene-2.164-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.164&CDS=1-828	YDL087C
1049	OG0001049	maker-scaffold_12-snap-gene-2.61-mRNA-1_1&gene=maker-scaffold_12-snap-gene-2.61&CDS=1-2454	YPR112C
1050	OG0001050	augustus_masked-scaffold_12-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.21&CDS=1-1284	YDR030C
1051	OG0001051	maker-scaffold_12-augustus-gene-2.177-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.177&CDS=1-876	YPL149W
1052	OG0001052	augustus_masked-scaffold_12-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.22&CDS=1-2493	YPL150W
1053	OG0001053	maker-scaffold_12-augustus-gene-2.178-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-2.178&CDS=1-363	YHR116W
1054	OG0001054	augustus_masked-scaffold_12-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-2.23&CDS=1-978	YJR101W
1055	OG0001055	snap_masked-scaffold_12-processed-gene-2.154-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-2.154&CDS=1-1449	YOR272W
1056	OG0001056	maker-scaffold_12-augustus-gene-3.137-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.137&CDS=1-1599	YML007W
1057	OG0001057	augustus_masked-scaffold_12-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-3.24&CDS=1-705	YER004W
1058	OG0001058	maker-scaffold_12-augustus-gene-3.124-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.124&CDS=1-1065	YOR239W
1059	OG0001059	snap_masked-scaffold_12-processed-gene-3.58-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-3.58&CDS=1-2115	YKL104C
1060	OG0001060	snap_masked-scaffold_12-processed-gene-3.61-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-3.61&CDS=1-966	YPL031C
1061	OG0001061	augustus_masked-scaffold_12-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-3.44&CDS=1-699	YDL200C
1062	OG0001062	augustus_masked-scaffold_12-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-3.33&CDS=1-5916	YPL082C
1063	OG0001063	maker-scaffold_12-augustus-gene-3.140-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.140&CDS=1-2058	YJR090C
1064	OG0001064	genemark-scaffold_12-processed-gene-3.104-mRNA-1_1&gene=genemark-scaffold_12-processed-gene-3.104&CDS=1-1281	YNL181W
1065	OG0001065	maker-scaffold_12-augustus-gene-3.141-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.141&CDS=1-615	YGL187C
1066	OG0001066	snap_masked-scaffold_12-processed-gene-3.83-mRNA-1_1&gene=snap_masked-scaffold_12-processed-gene-3.83&CDS=1-993	YLR063W
1067	OG0001067	maker-scaffold_12-augustus-gene-3.142-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.142&CDS=1-417	YNL322C
1068	OG0001068	augustus_masked-scaffold_12-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-3.35&CDS=1-2145	YJR002W
1069	OG0001069	maker-scaffold_12-augustus-gene-3.133-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.133&CDS=1-2346	YLR069C
1070	OG0001070	augustus_masked-scaffold_12-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-scaffold_12-processed-gene-3.51&CDS=1-1617	YBR006W
1071	OG0001071	maker-scaffold_12-augustus-gene-3.145-mRNA-1_1&gene=maker-scaffold_12-augustus-gene-3.145&CDS=1-7227	YHR165C
