	OrthologID	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
505	OG0000505	genemark-NC_027860.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-1.49&CDS=1-3063	YDR217C
506	OG0000506	augustus_masked-NC_027860.1-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.6&CDS=1-6546	YNL262W
507	OG0000507	augustus_masked-NC_027860.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.4&CDS=1-885	YNL263C
508	OG0000508	snap_masked-NC_027860.1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.55&CDS=1-2139	YPR031W
509	OG0000509	snap_masked-NC_027860.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.57&CDS=1-1116	YBL103C
510	OG0000510	maker-NC_027860.1-snap-gene-2.175-mRNA-1_1&gene=maker-NC_027860.1-snap-gene-2.175&CDS=1-3567	YDL126C
511	OG0000511	maker-NC_027860.1-augustus-gene-2.170-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-2.170&CDS=1-2934	YKL034W
512	OG0000512	augustus_masked-NC_027860.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.30&CDS=1-900	YGR060W
513	OG0000513	augustus_masked-NC_027860.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.12&CDS=1-1548	YJR002W
514	OG0000514	augustus_masked-NC_027860.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.32&CDS=1-1662	YJR001W
515	OG0000515	snap_masked-NC_027860.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.64&CDS=1-1287	YKL077W
516	OG0000516	augustus_masked-NC_027860.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.14&CDS=1-897	YHR090C
517	OG0000517	snap_masked-NC_027860.1-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.88&CDS=1-2157	YCL045C
518	OG0000518	augustus_masked-NC_027860.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.16&CDS=1-2790	YIL130W
519	OG0000519	snap_masked-NC_027860.1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.90&CDS=1-1902	YOR113W
520	OG0000520	augustus_masked-NC_027860.1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.17&CDS=1-375	YNL113W
521	OG0000521	augustus_masked-NC_027860.1-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.39&CDS=1-642	YLR178C
522	OG0000522	augustus_masked-NC_027860.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.40&CDS=1-450	YOR357C
523	OG0000523	augustus_masked-NC_027860.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.21&CDS=1-1464	YDL020C
524	OG0000524	maker-NC_027860.1-augustus-gene-2.171-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-2.171&CDS=1-1437	YOR095C
525	OG0000525	augustus_masked-NC_027860.1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.23&CDS=1-567	YNL096C
526	OG0000526	augustus_masked-NC_027860.1-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.47&CDS=1-903	YBR085W
527	OG0000527	augustus_masked-NC_027860.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.25&CDS=1-798	YFR052W
528	OG0000528	snap_masked-NC_027860.1-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-2.77&CDS=1-1092	YBR004C
529	OG0000529	augustus_masked-NC_027860.1-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-2.51&CDS=1-1140	YDL168W
530	OG0000530	augustus_masked-NC_027860.1-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.113&CDS=1-1362	YGR255C
531	OG0000531	augustus_masked-NC_027860.1-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.110&CDS=1-2217	YNL256W
532	OG0000532	augustus_masked-NC_027860.1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.115&CDS=1-537	YOR344C
533	OG0000533	augustus_masked-NC_027860.1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.111&CDS=1-1704	YHR166C
534	OG0000534	augustus_masked-NC_027860.1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.112&CDS=1-7185	YHR165C
535	OG0000535	augustus_masked-NC_027860.1-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.135&CDS=1-834	YMR126C
536	OG0000536	snap_masked-NC_027860.1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-3.65&CDS=1-273	YMR059W
537	OG0000537	augustus_masked-NC_027860.1-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.136&CDS=1-834	YMR060C
538	OG0000538	augustus_masked-NC_027860.1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.116&CDS=1-1764	YMR061W
539	OG0000539	augustus_masked-NC_027860.1-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.117&CDS=1-3150	YBR079C
540	OG0000540	augustus_masked-NC_027860.1-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.120&CDS=1-1092	YDL055C
541	OG0000541	augustus_masked-NC_027860.1-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.121&CDS=1-7818	YJR138W
542	OG0000542	augustus_masked-NC_027860.1-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.122&CDS=1-1041	YHR201C
543	OG0000543	genemark-NC_027860.1-processed-gene-3.44-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-3.44&CDS=1-978	YJR141W
544	OG0000544	augustus_masked-NC_027860.1-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.123&CDS=1-2604	YBL099W
545	OG0000545	augustus_masked-NC_027860.1-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.142&CDS=1-1095	YDL150W
546	OG0000546	augustus_masked-NC_027860.1-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.124&CDS=1-1563	YDL153C
547	OG0000547	augustus_masked-NC_027860.1-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.143&CDS=1-1011	YLR215C
548	OG0000548	augustus_masked-NC_027860.1-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.126&CDS=1-1581	YDL143W
549	OG0000549	augustus_masked-NC_027860.1-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.144&CDS=1-765	YDL142C
550	OG0000550	genemark-NC_027860.1-processed-gene-3.27-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-3.27&CDS=1-1929	YDL141W
551	OG0000551	augustus_masked-NC_027860.1-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.145&CDS=1-5190	YDL140C
552	OG0000552	augustus_masked-NC_027860.1-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.128&CDS=1-6630	YDL195W
553	OG0000553	augustus_masked-NC_027860.1-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.147&CDS=1-5754	YIL048W
554	OG0000554	maker-NC_027860.1-augustus-gene-3.2-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-3.2&CDS=1-3186	YGR134W
555	OG0000555	augustus_masked-NC_027860.1-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.149&CDS=1-1638	YOR067C
556	OG0000556	augustus_masked-NC_027860.1-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.150&CDS=1-1056	YKR081C
557	OG0000557	augustus_masked-NC_027860.1-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-3.151&CDS=1-315	YKR083C
558	OG0000558	augustus_masked-NC_027860.1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.67&CDS=1-888	YOR074C
559	OG0000559	augustus_masked-NC_027860.1-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.64&CDS=1-909	YOR065W
560	OG0000560	augustus_masked-NC_027860.1-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.70&CDS=1-879	YBR151W
561	OG0000561	augustus_masked-NC_027860.1-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.71&CDS=1-1089	YGL211W
562	OG0000562	augustus_masked-NC_027860.1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.72&CDS=1-729	YDR007W
563	OG0000563	augustus_masked-NC_027860.1-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.88&CDS=1-843	YBR011C
564	OG0000564	augustus_masked-NC_027860.1-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.73&CDS=1-1080	YDR005C
565	OG0000565	augustus_masked-NC_027860.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.74&CDS=1-1248	YDR004W
566	OG0000566	maker-NC_027860.1-augustus-gene-4.4-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-4.4&CDS=1-3585	YMR080C
567	OG0000567	augustus_masked-NC_027860.1-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.92&CDS=1-4116	YNL088W
568	OG0000568	augustus_masked-NC_027860.1-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.93&CDS=1-4749	YKL010C
569	OG0000569	maker-NC_027860.1-augustus-gene-4.0-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-4.0&CDS=1-2376	YKL009W
570	OG0000570	augustus_masked-NC_027860.1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.95&CDS=1-2601	YBR121C
571	OG0000571	maker-NC_027860.1-augustus-gene-4.6-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-4.6&CDS=1-456	YLL050C
572	OG0000572	augustus_masked-NC_027860.1-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.99&CDS=1-1197	YDL033C
573	OG0000573	augustus_masked-NC_027860.1-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.81&CDS=1-852	YJR093C
574	OG0000574	augustus_masked-NC_027860.1-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.101&CDS=1-4098	YJR092W
575	OG0000575	augustus_masked-NC_027860.1-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.82&CDS=1-1119	YPR035W
576	OG0000576	augustus_masked-NC_027860.1-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.83&CDS=1-3684	YPR041W
577	OG0000577	augustus_masked-NC_027860.1-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.104&CDS=1-2088	YJR090C
578	OG0000578	augustus_masked-NC_027860.1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.105&CDS=1-2859	YJR089W
579	OG0000579	augustus_masked-NC_027860.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.85&CDS=1-882	YJR088C
580	OG0000580	augustus_masked-NC_027860.1-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-4.106&CDS=1-825	YPR037C
581	OG0000581	augustus_masked-NC_027860.1-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.89&CDS=1-2298	YDR376W
582	OG0000582	augustus_masked-NC_027860.1-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.92&CDS=1-294	YDR377W
583	OG0000583	augustus_masked-NC_027860.1-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.94&CDS=1-2310	YNL212W
584	OG0000584	augustus_masked-NC_027860.1-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.91&CDS=1-714	YNL213C
585	OG0000585	augustus_masked-NC_027860.1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.97&CDS=1-570	YBR106W
586	OG0000586	maker-NC_027860.1-snap-gene-5.8-mRNA-1_1&gene=maker-NC_027860.1-snap-gene-5.8&CDS=1-1407	YOL132W
587	OG0000587	snap_masked-NC_027860.1-processed-gene-5.61-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-5.61&CDS=1-3105	YKL033W
588	OG0000588	snap_masked-NC_027860.1-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-5.62&CDS=1-1896	YOR058C
589	OG0000589	augustus_masked-NC_027860.1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.110&CDS=1-1023	YOR057W
590	OG0000590	maker-NC_027860.1-augustus-gene-5.1-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-5.1&CDS=1-2322	YOR056C
591	OG0000591	genemark-NC_027860.1-processed-gene-5.39-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-5.39&CDS=1-1671	YER130C
592	OG0000592	augustus_masked-NC_027860.1-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.113&CDS=1-4857	YJL187C
593	OG0000593	maker-NC_027860.1-augustus-gene-5.5-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-5.5&CDS=1-2565	YGL112C
594	OG0000594	maker-NC_027860.1-augustus-gene-5.2-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-5.2&CDS=1-2877	YAL016W
595	OG0000595	augustus_masked-NC_027860.1-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.103&CDS=1-1248	YBR279W
596	OG0000596	augustus_masked-NC_027860.1-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.105&CDS=1-3387	YPL217C
597	OG0000597	augustus_masked-NC_027860.1-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-5.117&CDS=1-453	YPL218W
598	OG0000598	augustus_masked-NC_027860.1-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.61&CDS=1-2448	YGL137W
599	OG0000599	snap_masked-NC_027860.1-processed-gene-6.5-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-6.5&CDS=1-678	YGL136C
600	OG0000600	snap_masked-NC_027860.1-processed-gene-6.3-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-6.3&CDS=1-1749	YBR223C
601	OG0000601	snap_masked-NC_027860.1-processed-gene-6.4-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-6.4&CDS=1-2070	YGL099W
602	OG0000602	maker-NC_027860.1-augustus-gene-6.168-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-6.168&CDS=1-1257	YDR323C
603	OG0000603	augustus_masked-NC_027860.1-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.87&CDS=1-1173	YMR139W
604	OG0000604	augustus_masked-NC_027860.1-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.65&CDS=1-381	YEL026W
605	OG0000605	augustus_masked-NC_027860.1-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.90&CDS=1-729	YAL049C
606	OG0000606	snap_masked-NC_027860.1-processed-gene-6.11-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-6.11&CDS=1-2880	YOR346W
607	OG0000607	augustus_masked-NC_027860.1-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.91&CDS=1-897	YOR251C
608	OG0000608	augustus_masked-NC_027860.1-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.68&CDS=1-3135	YGR274C
609	OG0000609	augustus_masked-NC_027860.1-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.69&CDS=1-5037	YKL017C
610	OG0000610	augustus_masked-NC_027860.1-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.93&CDS=1-990	YKL018W
611	OG0000611	augustus_masked-NC_027860.1-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.94&CDS=1-426	YPL059W
612	OG0000612	augustus_masked-NC_027860.1-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.71&CDS=1-4089	YPR004C
613	OG0000613	augustus_masked-NC_027860.1-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.95&CDS=1-963	YGR042W
614	OG0000614	augustus_masked-NC_027860.1-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.97&CDS=1-723	YLR078C
615	OG0000615	augustus_masked-NC_027860.1-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.74&CDS=1-480	YEL027W
616	OG0000616	maker-NC_027860.1-augustus-gene-6.169-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-6.169&CDS=1-4545	YJR040W
617	OG0000617	augustus_masked-NC_027860.1-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.99&CDS=1-2250	YFR009W
618	OG0000618	augustus_masked-NC_027860.1-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.100&CDS=1-2922	YOL021C
619	OG0000619	augustus_masked-NC_027860.1-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.101&CDS=1-1164	YBR155W
620	OG0000620	augustus_masked-NC_027860.1-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.102&CDS=1-3231	YJR041C
621	OG0000621	augustus_masked-NC_027860.1-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.76&CDS=1-2097	YJR042W
622	OG0000622	augustus_masked-NC_027860.1-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.77&CDS=1-642	YHR128W
623	OG0000623	augustus_masked-NC_027860.1-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.103&CDS=1-1410	YCR065W
624	OG0000624	augustus_masked-NC_027860.1-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.81&CDS=1-321	YPR094W
625	OG0000625	augustus_masked-NC_027860.1-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.106&CDS=1-2571	YPR095C
626	OG0000626	augustus_masked-NC_027860.1-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.82&CDS=1-2760	YPR097W
627	OG0000627	augustus_masked-NC_027860.1-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.107&CDS=1-498	YGR082W
628	OG0000628	augustus_masked-NC_027860.1-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-6.83&CDS=1-372	YGR081C
629	OG0000629	augustus_masked-NC_027860.1-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.155&CDS=1-345	YOL133W
630	OG0000630	augustus_masked-NC_027860.1-processed-gene-7.151-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.151&CDS=1-690	YOL135C
631	OG0000631	maker-NC_027860.1-snap-gene-7.10-mRNA-1_1&gene=maker-NC_027860.1-snap-gene-7.10&CDS=1-486	YNL310C
632	OG0000632	augustus_masked-NC_027860.1-processed-gene-7.157-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.157&CDS=1-4215	YFR044C
633	OG0000633	augustus_masked-NC_027860.1-processed-gene-7.158-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.158&CDS=1-1725	YPR145W
634	OG0000634	augustus_masked-NC_027860.1-processed-gene-7.180-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.180&CDS=1-1212	YAR003W
635	OG0000635	maker-NC_027860.1-snap-gene-7.16-mRNA-1_1&gene=maker-NC_027860.1-snap-gene-7.16&CDS=1-5769	YOR191W
636	OG0000636	augustus_masked-NC_027860.1-processed-gene-7.161-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.161&CDS=1-375	YLR298C
637	OG0000637	maker-NC_027860.1-augustus-gene-7.2-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-7.2&CDS=1-648	YLR293C
638	OG0000638	augustus_masked-NC_027860.1-processed-gene-7.163-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.163&CDS=1-384	YLR295C
639	OG0000639	augustus_masked-NC_027860.1-processed-gene-7.164-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.164&CDS=1-981	YOR158W
640	OG0000640	augustus_masked-NC_027860.1-processed-gene-7.186-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.186&CDS=1-837	YML052W
641	OG0000641	augustus_masked-NC_027860.1-processed-gene-7.187-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.187&CDS=1-864	YBR101C
642	OG0000642	augustus_masked-NC_027860.1-processed-gene-7.188-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.188&CDS=1-744	YGR053C
643	OG0000643	augustus_masked-NC_027860.1-processed-gene-7.191-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.191&CDS=1-1353	YMR211W
644	OG0000644	augustus_masked-NC_027860.1-processed-gene-7.170-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.170&CDS=1-3219	YKL104C
645	OG0000645	augustus_masked-NC_027860.1-processed-gene-7.193-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.193&CDS=1-1350	YDR330W
646	OG0000646	augustus_masked-NC_027860.1-processed-gene-7.173-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.173&CDS=1-459	YLR170C
647	OG0000647	snap_masked-NC_027860.1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NC_027860.1-processed-gene-7.110&CDS=1-729	YPL078C
648	OG0000648	augustus_masked-NC_027860.1-processed-gene-7.175-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.175&CDS=1-513	YBR193C
649	OG0000649	genemark-NC_027860.1-processed-gene-7.72-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-7.72&CDS=1-513	YOR258W
650	OG0000650	augustus_masked-NC_027860.1-processed-gene-7.197-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.197&CDS=1-1059	YBR192W
651	OG0000651	genemark-NC_027860.1-processed-gene-7.75-mRNA-1_1&gene=genemark-NC_027860.1-processed-gene-7.75&CDS=1-1722	YDL131W
652	OG0000652	augustus_masked-NC_027860.1-processed-gene-7.200-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.200&CDS=1-2724	YDR495C
653	OG0000653	maker-NC_027860.1-augustus-gene-7.7-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-7.7&CDS=1-2592	YDR299W
654	OG0000654	augustus_masked-NC_027860.1-processed-gene-7.203-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.203&CDS=1-1605	YER140W
655	OG0000655	augustus_masked-NC_027860.1-processed-gene-7.177-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.177&CDS=1-597	YER139C
656	OG0000656	augustus_masked-NC_027860.1-processed-gene-7.205-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.205&CDS=1-1650	YDR101C
657	OG0000657	augustus_masked-NC_027860.1-processed-gene-7.179-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-7.179&CDS=1-1440	YNL277W
658	OG0000658	maker-NC_027860.1-augustus-gene-8.185-mRNA-1_1&gene=maker-NC_027860.1-augustus-gene-8.185&CDS=1-6324	YLR189C
659	OG0000659	augustus_masked-NC_027860.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-8.67&CDS=1-1452	YNL065W
660	OG0000660	augustus_masked-NC_027860.1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-8.65&CDS=1-1560	YDL178W
661	OG0000661	augustus_masked-NC_027860.1-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NC_027860.1-processed-gene-8.72&CDS=1-1452	YPL260W
