	OrthologID	Metschnikowia_hibisci	Saccharomyces_cerevisiae
846	OG0000846	augustus_masked-hib_s155-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.57&CDS=1-855	YFL034C-B
847	OG0000847	augustus_masked-hib_s155-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.58&CDS=1-1800	YNL169C
848	OG0000848	augustus_masked-hib_s155-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.59&CDS=1-5877	YOR187W
849	OG0000849	genemark-hib_s155-processed-gene-5.199-mRNA-1_1&gene=genemark-hib_s155-processed-gene-5.199&CDS=1-3279	YBR155W
850	OG0000850	augustus_masked-hib_s155-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.32&CDS=1-2205	YOL023W
851	OG0000851	snap_masked-hib_s155-processed-gene-5.97-mRNA-1_1&gene=snap_masked-hib_s155-processed-gene-5.97&CDS=1-1278	YOL022C
852	OG0000852	augustus_masked-hib_s155-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.34&CDS=1-2844	YJL108C
853	OG0000853	augustus_masked-hib_s155-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.63&CDS=1-4239	YGR116W
854	OG0000854	augustus_masked-hib_s155-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.36&CDS=1-1011	YPL069C
855	OG0000855	augustus_masked-hib_s155-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.37&CDS=1-897	YLR172C
856	OG0000856	augustus_masked-hib_s155-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.67&CDS=1-1083	YMR152W
857	OG0000857	augustus_masked-hib_s155-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-hib_s155-processed-gene-5.38&CDS=1-708	YPL002C
858	OG0000858	snap_masked-hib_s16-processed-gene-0.80-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-0.80&CDS=1-255	YDR539W
859	OG0000859	augustus_masked-hib_s16-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.103&CDS=1-2382	YJR126C
860	OG0000860	augustus_masked-hib_s16-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.128&CDS=1-2406	YGR099W
861	OG0000861	maker-hib_s16-snap-gene-0.1-mRNA-1_1&gene=maker-hib_s16-snap-gene-0.1&CDS=1-1116	YKL114C
862	OG0000862	augustus_masked-hib_s16-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.107&CDS=1-1119	YKL113C
863	OG0000863	snap_masked-hib_s16-processed-gene-0.85-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-0.85&CDS=1-720	YOL038W
864	OG0000864	snap_masked-hib_s16-processed-gene-0.56-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-0.56&CDS=1-381	YIR015W
865	OG0000865	snap_masked-hib_s16-processed-gene-0.86-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-0.86&CDS=1-411	YOL026C
866	OG0000866	augustus_masked-hib_s16-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.108&CDS=1-849	YPL076W
867	OG0000867	augustus_masked-hib_s16-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.109&CDS=1-2232	YBR198C
868	OG0000868	genemark-hib_s16-processed-gene-0.13-mRNA-1_1&gene=genemark-hib_s16-processed-gene-0.13&CDS=1-702	YGR057C
869	OG0000869	augustus_masked-hib_s16-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.133&CDS=1-522	YMR035W
870	OG0000870	genemark-hib_s16-processed-gene-0.39-mRNA-1_1&gene=genemark-hib_s16-processed-gene-0.39&CDS=1-786	YNL155W
871	OG0000871	augustus_masked-hib_s16-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.112&CDS=1-951	YHR062C
872	OG0000872	augustus_masked-hib_s16-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.135&CDS=1-963	YNL230C
873	OG0000873	augustus_masked-hib_s16-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.114&CDS=1-1071	YER142C
874	OG0000874	augustus_masked-hib_s16-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.116&CDS=1-1182	YDR083W
875	OG0000875	augustus_masked-hib_s16-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.119&CDS=1-957	YPR023C
876	OG0000876	augustus_masked-hib_s16-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.120&CDS=1-549	YDL217C
877	OG0000877	augustus_masked-hib_s16-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.121&CDS=1-1062	YNL141W
878	OG0000878	augustus_masked-hib_s16-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.144&CDS=1-396	YBL078C
879	OG0000879	augustus_masked-hib_s16-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-0.123&CDS=1-1497	YBL080C
880	OG0000880	augustus_masked-hib_s16-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.108&CDS=1-1083	YKL178C
881	OG0000881	augustus_masked-hib_s16-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.109&CDS=1-3315	YER110C
882	OG0000882	augustus_masked-hib_s16-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.107&CDS=1-696	YDR020C
883	OG0000883	augustus_masked-hib_s16-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.112&CDS=1-1200	YDR415C
884	OG0000884	augustus_masked-hib_s16-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.138&CDS=1-405	YCR028C-A
885	OG0000885	augustus_masked-hib_s16-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.114&CDS=1-717	YPR037C
886	OG0000886	maker-hib_s16-augustus-gene-1.106-mRNA-1_1&gene=maker-hib_s16-augustus-gene-1.106&CDS=1-954	YHL031C
887	OG0000887	augustus_masked-hib_s16-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.115&CDS=1-897	YOR228C
888	OG0000888	augustus_masked-hib_s16-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.142&CDS=1-894	YPL131W
889	OG0000889	augustus_masked-hib_s16-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.118&CDS=1-633	YPR067W
890	OG0000890	augustus_masked-hib_s16-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.143&CDS=1-1875	YAL016W
891	OG0000891	augustus_masked-hib_s16-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.146&CDS=1-2079	YMR284W
892	OG0000892	augustus_masked-hib_s16-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.121&CDS=1-438	YJR058C
893	OG0000893	augustus_masked-hib_s16-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.147&CDS=1-633	YJR057W
894	OG0000894	augustus_masked-hib_s16-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.124&CDS=1-354	YNL322C
895	OG0000895	augustus_masked-hib_s16-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.125&CDS=1-627	YOL139C
896	OG0000896	augustus_masked-hib_s16-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.149&CDS=1-909	YNL320W
897	OG0000897	augustus_masked-hib_s16-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.126&CDS=1-3411	YOL138C
898	OG0000898	augustus_masked-hib_s16-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.150&CDS=1-693	YDR489W
899	OG0000899	augustus_masked-hib_s16-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.151&CDS=1-1518	YDL003W
900	OG0000900	augustus_masked-hib_s16-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.129&CDS=1-471	YDL004W
901	OG0000901	augustus_masked-hib_s16-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.130&CDS=1-471	YGR076C
902	OG0000902	augustus_masked-hib_s16-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.152&CDS=1-342	YGR074W
903	OG0000903	augustus_masked-hib_s16-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.132&CDS=1-2961	YNL321W
904	OG0000904	genemark-hib_s16-processed-gene-1.28-mRNA-1_1&gene=genemark-hib_s16-processed-gene-1.28&CDS=1-5154	YDL140C
905	OG0000905	augustus_masked-hib_s16-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.134&CDS=1-906	YNL282W
906	OG0000906	augustus_masked-hib_s16-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.135&CDS=1-972	YOL094C
907	OG0000907	augustus_masked-hib_s16-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.154&CDS=1-1890	YDR484W
908	OG0000908	augustus_masked-hib_s16-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-1.155&CDS=1-1395	YDR289C
909	OG0000909	snap_masked-hib_s16-processed-gene-1.84-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-1.84&CDS=1-942	YCR086W
910	OG0000910	maker-hib_s16-snap-gene-1.1-mRNA-1_1&gene=maker-hib_s16-snap-gene-1.1&CDS=1-783	YJL003W
911	OG0000911	augustus_masked-hib_s16-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.87&CDS=1-1878	YCR084C
912	OG0000912	maker-hib_s16-augustus-gene-2.42-mRNA-1_1&gene=maker-hib_s16-augustus-gene-2.42&CDS=1-1158	YNR043W
913	OG0000913	augustus_masked-hib_s16-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.89&CDS=1-741	YDL142C
914	OG0000914	augustus_masked-hib_s16-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.93&CDS=1-480	YER046W
915	OG0000915	augustus_masked-hib_s16-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.91&CDS=1-1665	YJL008C
916	OG0000916	maker-hib_s16-augustus-gene-2.43-mRNA-1_1&gene=maker-hib_s16-augustus-gene-2.43&CDS=1-3132	YDR007W
917	OG0000917	augustus_masked-hib_s16-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.111&CDS=1-2100	YGL045W
918	OG0000918	augustus_masked-hib_s16-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.113&CDS=1-1161	YDR058C
919	OG0000919	genemark-hib_s16-processed-gene-2.29-mRNA-1_1&gene=genemark-hib_s16-processed-gene-2.29&CDS=1-1416	YGR255C
920	OG0000920	augustus_masked-hib_s16-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.98&CDS=1-735	YNL246W
921	OG0000921	augustus_masked-hib_s16-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.115&CDS=1-1233	YNL248C
922	OG0000922	snap_masked-hib_s16-processed-gene-2.57-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-2.57&CDS=1-462	YJR097W
923	OG0000923	augustus_masked-hib_s16-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.116&CDS=1-1962	YJR098C
924	OG0000924	augustus_masked-hib_s16-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.100&CDS=1-1287	YMR091C
925	OG0000925	augustus_masked-hib_s16-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.119&CDS=1-1356	YKL140W
926	OG0000926	augustus_masked-hib_s16-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.102&CDS=1-969	YJL208C
927	OG0000927	augustus_masked-hib_s16-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.103&CDS=1-6177	YKL182W
928	OG0000928	augustus_masked-hib_s16-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.121&CDS=1-3330	YLR410W
929	OG0000929	augustus_masked-hib_s16-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.122&CDS=1-1206	YKL181W
930	OG0000930	augustus_masked-hib_s16-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.104&CDS=1-711	YLR412W
931	OG0000931	augustus_masked-hib_s16-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.124&CDS=1-2718	YBR229C
932	OG0000932	augustus_masked-hib_s16-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.105&CDS=1-2007	YDL074C
933	OG0000933	augustus_masked-hib_s16-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.106&CDS=1-1974	YLR399C
934	OG0000934	snap_masked-hib_s16-processed-gene-2.67-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-2.67&CDS=1-990	YLR405W
935	OG0000935	augustus_masked-hib_s16-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.125&CDS=1-4344	YLR086W
936	OG0000936	augustus_masked-hib_s16-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-2.108&CDS=1-330	YDR115W
937	OG0000937	augustus_masked-hib_s16-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.84&CDS=1-9813	YLR087C
938	OG0000938	snap_masked-hib_s16-processed-gene-3.45-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-3.45&CDS=1-420	YLL050C
939	OG0000939	maker-hib_s16-snap-gene-3.3-mRNA-1_1&gene=maker-hib_s16-snap-gene-3.3&CDS=1-1950	YIR029W
940	OG0000940	augustus_masked-hib_s16-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.88&CDS=1-915	YNL025C
941	OG0000941	augustus_masked-hib_s16-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.94&CDS=1-1809	YAR007C
942	OG0000942	augustus_masked-hib_s16-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.106&CDS=1-2994	YGL016W
943	OG0000943	augustus_masked-hib_s16-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.96&CDS=1-882	YLL027W
944	OG0000944	snap_masked-hib_s16-processed-gene-3.61-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-3.61&CDS=1-813	YIL106W
945	OG0000945	augustus_masked-hib_s16-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.99&CDS=1-1734	YDR498C
946	OG0000946	augustus_masked-hib_s16-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.109&CDS=1-1035	YMR315W
947	OG0000947	augustus_masked-hib_s16-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.110&CDS=1-1647	YDR168W
948	OG0000948	augustus_masked-hib_s16-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.112&CDS=1-2076	YML097C
949	OG0000949	augustus_masked-hib_s16-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.113&CDS=1-4719	YCR042C
950	OG0000950	augustus_masked-hib_s16-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.101&CDS=1-3240	YBL076C
951	OG0000951	augustus_masked-hib_s16-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.115&CDS=1-2874	YPL183C
952	OG0000952	augustus_masked-hib_s16-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-3.102&CDS=1-690	YNL168C
953	OG0000953	augustus_masked-hib_s16-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.127&CDS=1-960	YHR144C
954	OG0000954	maker-hib_s16-augustus-gene-4.123-mRNA-1_1&gene=maker-hib_s16-augustus-gene-4.123&CDS=1-5484	YPL006W
955	OG0000955	augustus_masked-hib_s16-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.151&CDS=1-1251	YDR449C
956	OG0000956	snap_masked-hib_s16-processed-gene-4.29-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-4.29&CDS=1-1305	YHR009C
957	OG0000957	augustus_masked-hib_s16-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.153&CDS=1-1428	YHR113W
958	OG0000958	augustus_masked-hib_s16-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.154&CDS=1-1170	YBL103C
959	OG0000959	augustus_masked-hib_s16-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.155&CDS=1-1422	YOR119C
960	OG0000960	genemark-hib_s16-processed-gene-4.66-mRNA-1_1&gene=genemark-hib_s16-processed-gene-4.66&CDS=1-687	YDR367W
961	OG0000961	augustus_masked-hib_s16-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.131&CDS=1-1992	YOR118W
962	OG0000962	augustus_masked-hib_s16-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.132&CDS=1-2154	YDR365C
963	OG0000963	augustus_masked-hib_s16-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.133&CDS=1-633	YHR110W
964	OG0000964	augustus_masked-hib_s16-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.156&CDS=1-1308	YDR448W
965	OG0000965	augustus_masked-hib_s16-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.158&CDS=1-495	YDL219W
966	OG0000966	augustus_masked-hib_s16-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.159&CDS=1-1425	YHR132C
967	OG0000967	augustus_masked-hib_s16-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.160&CDS=1-675	YHR140W
968	OG0000968	augustus_masked-hib_s16-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.136&CDS=1-1635	YNL189W
969	OG0000969	augustus_masked-hib_s16-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.138&CDS=1-2127	YLR144C
970	OG0000970	augustus_masked-hib_s16-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.139&CDS=1-1317	YCR028C
971	OG0000971	augustus_masked-hib_s16-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.140&CDS=1-1347	YGL164C
972	OG0000972	snap_masked-hib_s16-processed-gene-4.45-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-4.45&CDS=1-1767	YGL166W
973	OG0000973	augustus_masked-hib_s16-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.167&CDS=1-876	YAL044W-A
974	OG0000974	augustus_masked-hib_s16-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.143&CDS=1-2097	YPL072W
975	OG0000975	genemark-hib_s16-processed-gene-4.110-mRNA-1_1&gene=genemark-hib_s16-processed-gene-4.110&CDS=1-2004	YHR207C
976	OG0000976	snap_masked-hib_s16-processed-gene-4.54-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-4.54&CDS=1-780	YER182W
977	OG0000977	snap_masked-hib_s16-processed-gene-4.56-mRNA-1_1&gene=snap_masked-hib_s16-processed-gene-4.56&CDS=1-1116	YDR005C
978	OG0000978	augustus_masked-hib_s16-processed-gene-4.176-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.176&CDS=1-852	YBR011C
979	OG0000979	augustus_masked-hib_s16-processed-gene-4.178-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.178&CDS=1-1476	YCR098C
980	OG0000980	augustus_masked-hib_s16-processed-gene-4.180-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.180&CDS=1-735	YEL001C
981	OG0000981	augustus_masked-hib_s16-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.147&CDS=1-387	YNR046W
982	OG0000982	augustus_masked-hib_s16-processed-gene-4.148-mRNA-1_1&gene=augustus_masked-hib_s16-processed-gene-4.148&CDS=1-972	YEL051W
983	OG0000983	augustus_masked-hib_s183-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.71&CDS=1-1449	YGL055W
984	OG0000984	maker-hib_s183-augustus-gene-0.69-mRNA-1_1&gene=maker-hib_s183-augustus-gene-0.69&CDS=1-468	YOR357C
985	OG0000985	augustus_masked-hib_s183-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.88&CDS=1-2022	YPR074C
986	OG0000986	augustus_masked-hib_s183-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.90&CDS=1-1767	YPR072W
987	OG0000987	augustus_masked-hib_s183-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.91&CDS=1-474	YPR073C
988	OG0000988	genemark-hib_s183-processed-gene-0.23-mRNA-1_1&gene=genemark-hib_s183-processed-gene-0.23&CDS=1-3207	YOL051W
989	OG0000989	augustus_masked-hib_s183-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.93&CDS=1-2853	YLR129W
990	OG0000990	augustus_masked-hib_s183-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.75&CDS=1-5637	YLR422W
991	OG0000991	augustus_masked-hib_s183-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.76&CDS=1-339	YKL192C
992	OG0000992	augustus_masked-hib_s183-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.77&CDS=1-1098	YKL193C
993	OG0000993	augustus_masked-hib_s183-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.97&CDS=1-1068	YLR291C
994	OG0000994	augustus_masked-hib_s183-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.98&CDS=1-966	YML110C
995	OG0000995	augustus_masked-hib_s183-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.99&CDS=1-1512	YAL038W
996	OG0000996	augustus_masked-hib_s183-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.80&CDS=1-426	YNL328C
997	OG0000997	snap_masked-hib_s183-processed-gene-0.65-mRNA-1_1&gene=snap_masked-hib_s183-processed-gene-0.65&CDS=1-3633	YNL329C
998	OG0000998	augustus_masked-hib_s183-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.81&CDS=1-3060	YDR430C
999	OG0000999	augustus_masked-hib_s183-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.102&CDS=1-210	YML009C
1000	OG0001000	augustus_masked-hib_s183-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.82&CDS=1-633	YML012W
1001	OG0001001	augustus_masked-hib_s183-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.84&CDS=1-2466	YML020W
1002	OG0001002	augustus_masked-hib_s183-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-0.85&CDS=1-3462	YDR440W
1003	OG0001003	augustus_masked-hib_s183-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-1.2&CDS=1-2097	YML021C
1004	OG0001004	augustus_masked-hib_s183-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-1.3&CDS=1-1200	YML018C
1005	OG0001005	augustus_masked-hib_s183-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-1.4&CDS=1-1023	YCR019W
1006	OG0001006	augustus_masked-hib_s183-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-1.21&CDS=1-2550	YDR517W
1007	OG0001007	augustus_masked-hib_s183-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-hib_s183-processed-gene-1.6&CDS=1-498	YBR282W
