	OrthologID	Candida_sorboxylosa	Saccharomyces_cerevisiae
791	OG0000791	-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.34&CDS=1-2685	YPR019W
792	OG0000792	-augustus-gene-3.122-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-augustus-gene-3.122&CDS=1-399	YPR020W
793	OG0000793	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.39&CDS=1-633	YLR312W-A
794	OG0000794	-processed-gene-3.83-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.83&CDS=1-1455	YGL171W
795	OG0000795	-snap-gene-3.73-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-snap-gene-3.73&CDS=1-3597	YLL021W
796	OG0000796	-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.54&CDS=1-1167	YKL080W
797	OG0000797	-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.41&CDS=1-4365	YGL234W
798	OG0000798	-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.42&CDS=1-1521	YPL214C
799	OG0000799	-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.57&CDS=1-1920	YDR419W
800	OG0000800	-snap-gene-3.77-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-snap-gene-3.77&CDS=1-2964	YLR176C
801	OG0000801	-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.61&CDS=1-3519	YDR520C
802	OG0000802	-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.44&CDS=1-3102	YDR017C
803	OG0000803	-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.62&CDS=1-339	YDR031W
804	OG0000804	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.63&CDS=1-723	YDR013W
805	OG0000805	-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.64&CDS=1-2232	YKR024C
806	OG0000806	-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.65&CDS=1-1245	YGR244C
807	OG0000807	-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.66&CDS=1-1539	YJR110W
808	OG0000808	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.68&CDS=1-1026	YNL274C
809	OG0000809	-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.49&CDS=1-675	YIL064W
810	OG0000810	-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.69&CDS=1-1059	YIL063C
811	OG0000811	-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.52&CDS=1-744	YMR188C
812	OG0000812	-processed-gene-3.118-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.118&CDS=1-741	YDR472W
813	OG0000813	-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-3.53&CDS=1-612	YHR013C
814	OG0000814	-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.1&CDS=1-855	YHR012W
815	OG0000815	-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.0&CDS=1-312	YOR020C
816	OG0000816	-snap-gene-4.66-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-snap-gene-4.66&CDS=1-1311	YDR473C
817	OG0000817	-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.4&CDS=1-10041	YDR457W
818	OG0000818	-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.18&CDS=1-936	YJR008W
819	OG0000819	-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.19&CDS=1-2328	YLL001W
820	OG0000820	-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.20&CDS=1-1242	YLL002W
821	OG0000821	-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.21&CDS=1-618	YJL001W
822	OG0000822	-processed-gene-4.80-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.80&CDS=1-3135	YGR094W
823	OG0000823	-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.23&CDS=1-666	YGR095C
824	OG0000824	-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.9&CDS=1-2202	YHR197W
825	OG0000825	-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.10&CDS=1-1533	YPR144C
826	OG0000826	-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.11&CDS=1-1074	YOL052C
827	OG0000827	-processed-gene-4.100-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.100&CDS=1-486	YKL043W
828	OG0000828	-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.26&CDS=1-1677	YMR296C
829	OG0000829	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.27&CDS=1-2217	YMR277W
830	OG0000830	-processed-gene-4.104-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.104&CDS=1-2043	YML114C
831	OG0000831	-processed-gene-4.105-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.105&CDS=1-1149	YMR203W
832	OG0000832	-processed-gene-4.86-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.86&CDS=1-2484	YLL004W
833	OG0000833	-processed-gene-4.87-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.87&CDS=1-549	YKL196C
834	OG0000834	-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-4.16&CDS=1-867	YKL195W
835	OG0000835	-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.84&CDS=1-1383	YHL020C
836	OG0000836	-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.105&CDS=1-558	YLR109W
837	OG0000837	-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.86&CDS=1-1539	YPR088C
838	OG0000838	-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.87&CDS=1-561	YOR285W
839	OG0000839	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.65&CDS=1-216	YNL138W-A
840	OG0000840	-processed-gene-5.66-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.66&CDS=1-528	YDR328C
841	OG0000841	-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.89&CDS=1-1356	YKR092C
842	OG0000842	-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.90&CDS=1-2535	YIL143C
843	OG0000843	-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.108&CDS=1-1812	YIL144W
844	OG0000844	-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.91&CDS=1-1617	YGR046W
845	OG0000845	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.109&CDS=1-1539	YBR103W
846	OG0000846	-processed-gene-5.50-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.50&CDS=1-2028	YPL190C
847	OG0000847	-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.94&CDS=1-2397	YBL084C
848	OG0000848	-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.95&CDS=1-1176	YBL091C
849	OG0000849	-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.98&CDS=1-903	YDR412W
850	OG0000850	-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.112&CDS=1-1164	YDR414C
851	OG0000851	-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.100&CDS=1-4686	YDR127W
852	OG0000852	-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.101&CDS=1-636	YDL059C
853	OG0000853	-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.113&CDS=1-2130	YLR396C
854	OG0000854	-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.114&CDS=1-1449	YJL002C
855	OG0000855	-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.102&CDS=1-2337	YKL078W
856	OG0000856	-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.103&CDS=1-1080	YPL050C
857	OG0000857	-processed-gene-5.61-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.61&CDS=1-504	YPL054W
858	OG0000858	-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-5.118&CDS=1-1917	YPL093W
859	OG0000859	-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.61&CDS=1-1314	YDL216C
860	OG0000860	-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.62&CDS=1-2628	YIL107C
861	OG0000861	-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.45&CDS=1-1554	YDL178W
862	OG0000862	-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.63&CDS=1-1089	YOR008C
863	OG0000863	-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.46&CDS=1-1521	YPL260W
864	OG0000864	-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.48&CDS=1-1848	YLR116W
865	OG0000865	-snap-gene-6.3-mRNA-1_1&gene=maker-gi|1002316171|dbj|BCGC01000007.1|-snap-gene-6.3&CDS=1-3006	YNL250W
866	OG0000866	-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.49&CDS=1-2283	YNL247W
867	OG0000867	-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.68&CDS=1-1497	YDR527W
868	OG0000868	-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.50&CDS=1-1251	YLR027C
869	OG0000869	-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.51&CDS=1-816	YER026C
870	OG0000870	-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.69&CDS=1-855	YGR113W
871	OG0000871	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.52&CDS=1-462	YBR120C
872	OG0000872	-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.72&CDS=1-2103	YCL057W
873	OG0000873	-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.54&CDS=1-444	YLR008C
874	OG0000874	-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.73&CDS=1-1644	YDR244W
875	OG0000875	-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.55&CDS=1-348	YGL080W
876	OG0000876	-processed-gene-6.20-mRNA-1_1&gene=genemark-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.20&CDS=1-1923	YFR031C
877	OG0000877	-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.76&CDS=1-1803	YOL060C
878	OG0000878	-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.58&CDS=1-2433	YOR217W
879	OG0000879	-processed-gene-6.40-mRNA-1_1&gene=genemark-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-6.40&CDS=1-1104	YOR260W
880	OG0000880	-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.57&CDS=1-1332	YOR259C
881	OG0000881	-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.60&CDS=1-1062	YPL173W
882	OG0000882	-processed-gene-7.13-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.13&CDS=1-1632	YER065C
883	OG0000883	-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.61&CDS=1-1131	YPR178W
884	OG0000884	-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.74&CDS=1-1074	YPR180W
885	OG0000885	-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.63&CDS=1-1095	YBR192W
886	OG0000886	-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.75&CDS=1-675	YPL078C
887	OG0000887	-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.76&CDS=1-1275	YDR330W
888	OG0000888	-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.65&CDS=1-3477	YBL047C
889	OG0000889	-processed-gene-7.18-mRNA-1_1&gene=snap_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.18&CDS=1-366	YDR140W
890	OG0000890	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.38&CDS=1-645	YLR268W
891	OG0000891	-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.78&CDS=1-2700	YLR115W
892	OG0000892	-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.81&CDS=1-246	YIL007C
893	OG0000893	-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.71&CDS=1-840	YLR105C
894	OG0000894	-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.82&CDS=1-1752	YKR051W
895	OG0000895	-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-gi|1002316171|dbj|BCGC01000007.1|-processed-gene-7.72&CDS=1-2352	YJL132W
896	OG0000896	-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.79&CDS=1-1311	YNR058W
897	OG0000897	-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.59&CDS=1-630	YNR057C
898	OG0000898	-processed-gene-0.99-mRNA-1_1&gene=genemark-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.99&CDS=1-1494	YMR110C
899	OG0000899	-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.81&CDS=1-4248	YDR334W
900	OG0000900	-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.62&CDS=1-1452	YLR055C
901	OG0000901	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.63&CDS=1-1830	YML042W
902	OG0000902	-processed-gene-0.17-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.17&CDS=1-2250	YIL140W
903	OG0000903	-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.66&CDS=1-1116	YLR056W
904	OG0000904	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.20&CDS=1-597	YNL090W
905	OG0000905	-processed-gene-0.108-mRNA-1_1&gene=genemark-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.108&CDS=1-1668	YMR023C
906	OG0000906	-processed-gene-0.128-mRNA-1_1&gene=genemark-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.128&CDS=1-1347	YNL206C
907	OG0000907	-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.69&CDS=1-1944	YOR087W
908	OG0000908	-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.70&CDS=1-1230	YNL092W
909	OG0000909	-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.88&CDS=1-3516	YPR122W
910	OG0000910	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.71&CDS=1-651	YOR089C
911	OG0000911	-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.89&CDS=1-1638	YOR090C
912	OG0000912	-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.72&CDS=1-1062	YOR091W
913	OG0000913	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.50&CDS=1-1833	YNL094W
914	OG0000914	-processed-gene-0.134-mRNA-1_1&gene=genemark-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.134&CDS=1-699	YKL117W
915	OG0000915	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.76&CDS=1-564	YPR131C
916	OG0000916	-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-0.92&CDS=1-1506	YGR117C
917	OG0000917	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.57&CDS=1-1368	YPR133C
918	OG0000918	-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.58&CDS=1-867	YAL034W-A
919	OG0000919	-processed-gene-1.8-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.8&CDS=1-1044	YOR340C
920	OG0000920	-processed-gene-1.10-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.10&CDS=1-1323	YOR334W
921	OG0000921	-snap-gene-1.54-mRNA-1_1&gene=maker-gi|1002316172|dbj|BCGC01000006.1|-snap-gene-1.54&CDS=1-690	YOR332W
922	OG0000922	-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.62&CDS=1-1623	YHR132C
923	OG0000923	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.80&CDS=1-2358	YJR113C
924	OG0000924	-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.65&CDS=1-741	YPR167C
925	OG0000925	-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.66&CDS=1-594	YPR165W
926	OG0000926	-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.67&CDS=1-1248	YKR048C
927	OG0000927	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.83&CDS=1-1062	YMR146C
928	OG0000928	-snap-gene-1.53-mRNA-1_1&gene=maker-gi|1002316172|dbj|BCGC01000006.1|-snap-gene-1.53&CDS=1-2346	YPL016W
929	OG0000929	-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.84&CDS=1-2844	YPL022W
930	OG0000930	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.109&CDS=1-1923	YPL023C
931	OG0000931	-processed-gene-1.42-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.42&CDS=1-1767	YDR245W
932	OG0000932	-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.70&CDS=1-1749	YGL084C
933	OG0000933	-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.86&CDS=1-684	YGL085W
934	OG0000934	-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.71&CDS=1-729	YKR087C
935	OG0000935	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.72&CDS=1-1038	YJR105W
936	OG0000936	-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.87&CDS=1-876	YPL094C
937	OG0000937	-processed-gene-1.26-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.26&CDS=1-2910	YDR160W
938	OG0000938	-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.88&CDS=1-663	YJR050W
939	OG0000939	-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.74&CDS=1-7173	YEL042W
940	OG0000940	-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.89&CDS=1-921	YGR277C
941	OG0000941	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.75&CDS=1-2166	YGR278W
942	OG0000942	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.90&CDS=1-1110	YNL231C
943	OG0000943	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.49&CDS=1-4209	YNL233W
944	OG0000944	-processed-gene-1.134-mRNA-1_1&gene=genemark-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.134&CDS=1-1101	YNL234W
945	OG0000945	-processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-1.135&CDS=1-3468	YNL236W
946	OG0000946	-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.7&CDS=1-1134	YDR331W
947	OG0000947	-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.4&CDS=1-1911	YDR332W
948	OG0000948	-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.5&CDS=1-3291	YLR240W
949	OG0000949	-processed-gene-2.85-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.85&CDS=1-1194	YFL027C
950	OG0000950	-processed-gene-2.103-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.103&CDS=1-2361	YMR302C
951	OG0000951	-processed-gene-2.104-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.104&CDS=1-1698	YJR064W
952	OG0000952	-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.10&CDS=1-369	YJR063W
953	OG0000953	-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-2.27&CDS=1-948	YJR070C
