	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041818_Magnusiomyces_tetrasperma
354	OG0000354	YBR280C	snap_masked-flattened_line_104-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.48&CDS=1-2337, snap_masked-flattened_line_184-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.15&CDS=1-1473
355	OG0000355	YBR287W	genemark-flattened_line_448-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_448-processed-gene-0.9&CDS=1-1512, genemark-flattened_line_60-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.65&CDS=1-1464
356	OG0000356	YBR289W	genemark-flattened_line_106-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.47&CDS=1-2355, genemark-flattened_line_180-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.33&CDS=1-2262
357	OG0000357	YBR290W	genemark-flattened_line_106-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.70&CDS=1-1602, genemark-flattened_line_180-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.19&CDS=1-1605
358	OG0000358	YBR296C	genemark-flattened_line_194-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_194-processed-gene-0.40&CDS=1-1752, snap_masked-flattened_line_100-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.117&CDS=1-1890
359	OG0000359	YCL004W	genemark-flattened_line_4-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.80&CDS=1-1956, genemark-flattened_line_62-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.120&CDS=1-1665
360	OG0000360	YCL005W-A	genemark-flattened_line_198-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_198-processed-gene-0.65&CDS=1-216, snap_masked-flattened_line_515-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_515-processed-gene-0.15&CDS=1-216
361	OG0000361	YCL009C	genemark-flattened_line_12-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.121&CDS=1-942, genemark-flattened_line_8-processed-gene-2.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.65&CDS=1-927
362	OG0000362	YCL010C	genemark-flattened_line_4-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.81&CDS=1-2202, genemark-flattened_line_62-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.119&CDS=1-1929
363	OG0000363	YCL029C	genemark-flattened_line_198-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_198-processed-gene-0.53&CDS=1-2985, genemark-flattened_line_32-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.15&CDS=1-3504
364	OG0000364	YCL032W	maker-flattened_line_110-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_110-snap-gene-0.3&CDS=1-1281, maker-flattened_line_50-snap-gene-1.93-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-1.93&CDS=1-1143
365	OG0000365	YCL035C, YDR513W	genemark-flattened_line_252-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_252-processed-gene-0.45&CDS=1-441
366	OG0000366	YCL038C	genemark-flattened_line_132-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.23&CDS=1-2124, genemark-flattened_line_188-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.116&CDS=1-1869
367	OG0000367	YCL050C, YDR530C	genemark-flattened_line_6-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.51&CDS=1-1050
368	OG0000368	YCL054W	genemark-flattened_line_228-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_228-processed-gene-0.32&CDS=1-2481, maker-flattened_line_0-snap-gene-5.111-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.111&CDS=1-2475
369	OG0000369	YCL064C, YIL167W	genemark-flattened_line_379-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_379-processed-gene-0.7&CDS=1-1368
370	OG0000370	YCR002C	augustus_masked-flattened_line_464-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_464-processed-gene-0.14&CDS=1-1176, genemark-flattened_line_92-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.7&CDS=1-1089
371	OG0000371	YCR004C, YDR032C	maker-flattened_line_194-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_194-snap-gene-0.54&CDS=1-1155
372	OG0000372	YCR008W	augustus_masked-flattened_line_336-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_336-processed-gene-0.25&CDS=1-2703, snap_masked-flattened_line_48-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-1.113&CDS=1-2658
373	OG0000373	YCR009C	genemark-flattened_line_22-processed-gene-1.184-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.184&CDS=1-801, genemark-flattened_line_64-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.10&CDS=1-789
374	OG0000374	YCR012W	genemark-flattened_line_256-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_256-processed-gene-0.46&CDS=1-1248, genemark-flattened_line_46-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.63&CDS=1-1248
375	OG0000375	YCR017C	genemark-flattened_line_120-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.108&CDS=1-2841, genemark-flattened_line_94-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.37&CDS=1-2862
376	OG0000376	YCR026C, YEL016C	genemark-flattened_line_288-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_288-processed-gene-0.59&CDS=1-2193
377	OG0000377	YCR027C	genemark-flattened_line_110-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.66&CDS=1-546, genemark-flattened_line_42-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.60&CDS=1-546
378	OG0000378	YCR028C-A	genemark-flattened_line_258-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_258-processed-gene-0.9&CDS=1-453, genemark-flattened_line_38-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.81&CDS=1-411
379	OG0000379	YCR034W	genemark-flattened_line_764-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_764-processed-gene-0.1&CDS=1-1209, genemark-flattened_line_8-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.32&CDS=1-1035
380	OG0000380	YCR042C	augustus_masked-flattened_line_128-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.55&CDS=1-5067, genemark-flattened_line_316-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_316-processed-gene-0.4&CDS=1-5124
381	OG0000381	YCR044C	genemark-flattened_line_30-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.75&CDS=1-1140, genemark-flattened_line_90-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.36&CDS=1-1266
382	OG0000382	YCR045C	genemark-flattened_line_134-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.65&CDS=1-1371, maker-flattened_line_186-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_186-snap-gene-0.0&CDS=1-1362
383	OG0000383	YCR048W, YNR019W	genemark-flattened_line_232-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_232-processed-gene-0.57&CDS=1-1647
384	OG0000384	YCR065W	genemark-flattened_line_446-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_446-processed-gene-0.15&CDS=1-2433, genemark-flattened_line_82-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.135&CDS=1-2355
385	OG0000385	YCR067C, YNR026C	snap_masked-flattened_line_76-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.67&CDS=1-2217
386	OG0000386	YCR068W	genemark-flattened_line_395-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_395-processed-gene-0.32&CDS=1-1710, genemark-flattened_line_4-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.35&CDS=1-1773
387	OG0000387	YCR073C, YNR031C	snap_masked-flattened_line_60-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.161&CDS=1-4329
388	OG0000388	YCR075C	augustus_masked-flattened_line_96-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.101&CDS=1-753, genemark-flattened_line_56-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-1.31&CDS=1-933
389	OG0000389	YCR084C	genemark-flattened_line_108-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.18&CDS=1-2037, genemark-flattened_line_48-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.64&CDS=1-2001
390	OG0000390	YCR093W	augustus_masked-flattened_line_26-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.44&CDS=1-5790, maker-flattened_line_18-snap-gene-1.87-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.87&CDS=1-5862
391	OG0000391	YCR098C	genemark-flattened_line_198-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_198-processed-gene-0.49&CDS=1-1554, genemark-flattened_line_515-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_515-processed-gene-0.11&CDS=1-1554
392	OG0000392	YDL013W	augustus_masked-flattened_line_574-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_574-processed-gene-0.0&CDS=1-1509, snap_masked-flattened_line_6-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.31&CDS=1-1251
393	OG0000393	YDL020C	augustus_masked-flattened_line_124-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.85&CDS=1-2451, snap_masked-flattened_line_0-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.1&CDS=1-1836
394	OG0000394	YDL028C	genemark-flattened_line_375-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_375-processed-gene-0.24&CDS=1-3720, genemark-flattened_line_38-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.16&CDS=1-3666
395	OG0000395	YDL029W	genemark-flattened_line_375-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_375-processed-gene-0.30&CDS=1-1191, genemark-flattened_line_38-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.35&CDS=1-1191
396	OG0000396	YDL035C	genemark-flattened_line_118-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.116&CDS=1-2568, genemark-flattened_line_76-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.118&CDS=1-2559
397	OG0000397	YDL045C	genemark-flattened_line_0-processed-gene-4.112-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.112&CDS=1-1320, genemark-flattened_line_200-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.48&CDS=1-1359
398	OG0000398	YDL046W	genemark-flattened_line_24-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.94&CDS=1-576, genemark-flattened_line_74-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.103&CDS=1-594
399	OG0000399	YDL054C	augustus_masked-flattened_line_152-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.116&CDS=1-1743, snap_masked-flattened_line_8-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.13&CDS=1-2106
400	OG0000400	YDL055C	genemark-flattened_line_194-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_194-processed-gene-0.33&CDS=1-1089, genemark-flattened_line_64-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.14&CDS=1-1089
401	OG0000401	YDL061C, YLR388W	genemark-flattened_line_332-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_332-processed-gene-0.64&CDS=1-168
402	OG0000402	YDL074C	augustus_masked-flattened_line_525-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_525-processed-gene-0.2&CDS=1-2418, snap_masked-flattened_line_98-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.131&CDS=1-2298
403	OG0000403	YDL088C, YMR153W	augustus_masked-flattened_line_18-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.75&CDS=1-1776
404	OG0000404	YDL095W	genemark-flattened_line_152-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.70&CDS=1-2571, genemark-flattened_line_8-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.65&CDS=1-2937
405	OG0000405	YDL106C	genemark-flattened_line_102-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.17&CDS=1-2064, genemark-flattened_line_22-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.47&CDS=1-2238
406	OG0000406	YDL111C	genemark-flattened_line_142-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.67&CDS=1-1137, genemark-flattened_line_20-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.51&CDS=1-1137
407	OG0000407	YDL112W	genemark-flattened_line_20-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.26&CDS=1-4470, snap_masked-flattened_line_142-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.98&CDS=1-888
408	OG0000408	YDL114W, YLR426W	maker-flattened_line_220-snap-gene-0.30-mRNA-1_1&gene=maker-flattened_line_220-snap-gene-0.30&CDS=1-1167
409	OG0000409	YDL116W	augustus_masked-flattened_line_26-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.142&CDS=1-3540, snap_masked-flattened_line_18-processed-gene-2.125-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.125&CDS=1-2202
410	OG0000410	YDL117W	maker-flattened_line_134-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_134-snap-gene-0.0&CDS=1-4011, maker-flattened_line_450-snap-gene-0.14-mRNA-1_1&gene=maker-flattened_line_450-snap-gene-0.14&CDS=1-3891
411	OG0000411	YDL132W	genemark-flattened_line_2-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.46&CDS=1-2421, genemark-flattened_line_346-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_346-processed-gene-0.28&CDS=1-2445
412	OG0000412	YDL133W	genemark-flattened_line_2-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.47&CDS=1-2940, genemark-flattened_line_346-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_346-processed-gene-0.29&CDS=1-3225
413	OG0000413	YDL141W	genemark-flattened_line_28-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.50&CDS=1-2091, maker-flattened_line_154-snap-gene-0.127-mRNA-1_1&gene=maker-flattened_line_154-snap-gene-0.127&CDS=1-2088
414	OG0000414	YDL146W	genemark-flattened_line_10-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.90&CDS=1-3519, genemark-flattened_line_220-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.62&CDS=1-2745
415	OG0000415	YDL161W, YLR206W	maker-flattened_line_340-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_340-snap-gene-0.0&CDS=1-1116
416	OG0000416	YDL170W	genemark-flattened_line_292-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_292-processed-gene-0.7&CDS=1-2667, snap_masked-flattened_line_114-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.45&CDS=1-2877
417	OG0000417	YDL171C	augustus_masked-flattened_line_78-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.18&CDS=1-6369, snap_masked-flattened_line_236-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_236-processed-gene-0.11&CDS=1-6372
418	OG0000418	YDL175C, YIL079C	genemark-flattened_line_10-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.104&CDS=1-1248
419	OG0000419	YDL185W	genemark-flattened_line_30-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.53&CDS=1-1854, genemark-flattened_line_84-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.77&CDS=1-1854
420	OG0000420	YDL193W	genemark-flattened_line_30-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.88&CDS=1-897, genemark-flattened_line_90-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.19&CDS=1-909
421	OG0000421	YDL195W	genemark-flattened_line_0-processed-gene-4.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.92&CDS=1-4065, genemark-flattened_line_200-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.35&CDS=1-3807
422	OG0000422	YDL202W	genemark-flattened_line_260-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_260-processed-gene-0.21&CDS=1-756, genemark-flattened_line_46-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.101&CDS=1-774
423	OG0000423	YDL207W	genemark-flattened_line_10-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.14&CDS=1-2115, genemark-flattened_line_272-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_272-processed-gene-0.41&CDS=1-2001
424	OG0000424	YDL208W	genemark-flattened_line_156-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.75&CDS=1-480, genemark-flattened_line_395-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_395-processed-gene-0.22&CDS=1-519
425	OG0000425	YDL212W	genemark-flattened_line_365-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_365-processed-gene-0.13&CDS=1-645, genemark-flattened_line_78-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.51&CDS=1-642
426	OG0000426	YDL215C	genemark-flattened_line_186-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.49&CDS=1-3228, genemark-flattened_line_8-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.45&CDS=1-3225
427	OG0000427	YDL222C, YNL194C	genemark-flattened_line_859-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_859-processed-gene-0.1&CDS=1-1080
428	OG0000428	YDL230W	augustus_masked-flattened_line_418-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_418-processed-gene-0.25&CDS=1-1953, snap_masked-flattened_line_252-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.21&CDS=1-1266
429	OG0000429	YDL233W	augustus_masked-flattened_line_367-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_367-processed-gene-0.27&CDS=1-2673, snap_masked-flattened_line_12-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.2&CDS=1-3669
430	OG0000430	YDL236W	genemark-flattened_line_166-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.51&CDS=1-912, genemark-flattened_line_4-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.63&CDS=1-912
431	OG0000431	YDL246C, YJR159W	genemark-flattened_line_6-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.112&CDS=1-1065
432	OG0000432	YDR006C	genemark-flattened_line_134-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.69&CDS=1-2529, genemark-flattened_line_622-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_622-processed-gene-0.2&CDS=1-2661
433	OG0000433	YDR011W	augustus_masked-flattened_line_38-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.38&CDS=1-4848, genemark-flattened_line_258-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_258-processed-gene-0.2&CDS=1-4743
434	OG0000434	YDR017C	genemark-flattened_line_206-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.73&CDS=1-4392, maker-flattened_line_190-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_190-snap-gene-0.34&CDS=1-4671
435	OG0000435	YDR034C	augustus_masked-flattened_line_68-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.47&CDS=1-1110, snap_masked-flattened_line_318-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_318-processed-gene-0.36&CDS=1-1419
