	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034667_Blastobotrys_serpentis
342	OG0000342	YJL139C, YKR061W	snap_masked-flattened_line_60-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.212&CDS=1-1206
343	OG0000343	YJL163C	snap_masked-flattened_line_18-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.97&CDS=1-1518, snap_masked-flattened_line_50-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.7&CDS=1-1410
344	OG0000344	YJL177W, YKL180W	genemark-flattened_line_10-processed-gene-2.358-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.358&CDS=1-561
345	OG0000345	YJR054W, YML047C	augustus_masked-flattened_line_104-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.19&CDS=1-2088
346	OG0000346	YJR061W, YKL201C	snap_masked-flattened_line_48-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.153&CDS=1-1812
347	OG0000347	YJR091C, YPR042C	maker-flattened_line_2-snap-gene-3.144-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.144&CDS=1-2781
348	OG0000348	YJR092W	maker-flattened_line_66-snap-gene-0.155-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.155&CDS=1-3660, snap_masked-flattened_line_76-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.160&CDS=1-2376
349	OG0000349	YJR094W-A, YPR043W	maker-flattened_line_0-augustus-gene-5.179-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.179&CDS=1-291
350	OG0000350	YJR105W	snap_masked-flattened_line_108-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.64&CDS=1-1047, snap_masked-flattened_line_18-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.153&CDS=1-1044
351	OG0000351	YJR127C, YML081W	snap_masked-flattened_line_22-processed-gene-1.261-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.261&CDS=1-2976
352	OG0000352	YJR130C, YML082W	snap_masked-flattened_line_44-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.26&CDS=1-1638
353	OG0000353	YJR148W	snap_masked-flattened_line_112-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.115&CDS=1-1179, snap_masked-flattened_line_261-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_261-processed-gene-0.1&CDS=1-1182
354	OG0000354	YKL050C, YMR031C	snap_masked-flattened_line_38-processed-gene-1.1-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.1&CDS=1-2697
355	OG0000355	YKL068W, YMR047C	snap_masked-flattened_line_102-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.102&CDS=1-3411
356	OG0000356	YKL070W	snap_masked-flattened_line_42-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.90&CDS=1-657, snap_masked-flattened_line_54-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.51&CDS=1-651
357	OG0000357	YKL072W, YMR053C	genemark-flattened_line_74-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.187&CDS=1-2190
358	OG0000358	YKL081W, YPL048W	maker-flattened_line_24-snap-gene-1.242-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-1.242&CDS=1-1218
359	OG0000359	YKL121W, YMR102C	snap_masked-flattened_line_144-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.18&CDS=1-2235
360	OG0000360	YKL128C	genemark-flattened_line_58-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.17&CDS=1-861, snap_masked-flattened_line_0-processed-gene-5.110-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.110&CDS=1-918
361	OG0000361	YKL132C, YMR113W	snap_masked-flattened_line_26-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.63&CDS=1-1200
362	OG0000362	YKL141W, YMR118C	snap_masked-flattened_line_4-processed-gene-3.180-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.180&CDS=1-540
363	OG0000363	YKL215C	snap_masked-flattened_line_106-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.2&CDS=1-3810, snap_masked-flattened_line_46-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.58&CDS=1-3834
364	OG0000364	YKL217W	genemark-flattened_line_126-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.21&CDS=1-1464, maker-flattened_line_144-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_144-snap-gene-0.0&CDS=1-2958
365	OG0000365	YKR001C	snap_masked-flattened_line_12-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.48&CDS=1-2064, snap_masked-flattened_line_171-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.25&CDS=1-2049
366	OG0000366	YKR076W, YMR251W	genemark-flattened_line_4-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.59&CDS=1-939
367	OG0000367	YLL012W, YLR020C	snap_masked-flattened_line_60-processed-gene-0.223-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.223&CDS=1-1359
368	OG0000368	YLL016W, YLR310C	snap_masked-flattened_line_22-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.89&CDS=1-4077
369	OG0000369	YLL048C	genemark-flattened_line_50-processed-gene-0.210-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.210&CDS=1-5031, maker-flattened_line_94-augustus-gene-0.34-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.34&CDS=1-5229
370	OG0000370	YLR109W	maker-flattened_line_34-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.6&CDS=1-984, snap_masked-flattened_line_64-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.42&CDS=1-513
371	OG0000371	YLR153C	snap_masked-flattened_line_12-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.2&CDS=1-1992, snap_masked-flattened_line_46-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.76&CDS=1-1974
372	OG0000372	YLR260W, YOR171C	maker-flattened_line_2-snap-gene-4.294-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.294&CDS=1-1380
373	OG0000373	YLR264W, YOR167C	genemark-flattened_line_6-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.33&CDS=1-201
374	OG0000374	YLR270W, YOR173W	snap_masked-flattened_line_30-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.129&CDS=1-885
375	OG0000375	YLR278C	augustus_masked-flattened_line_22-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.85&CDS=1-1788, maker-flattened_line_30-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.151&CDS=1-2379
376	OG0000376	YLR284C, YOR180C	snap_masked-flattened_line_30-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.92&CDS=1-843
377	OG0000377	YLR287C-A, YOR182C	maker-flattened_line_8-snap-gene-2.0-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.0&CDS=1-588
378	OG0000378	YLR300W, YOR190W	snap_masked-flattened_line_14-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.82&CDS=1-1236
379	OG0000379	YLR380W	snap_masked-flattened_line_10-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.3&CDS=1-1302, snap_masked-flattened_line_68-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.213&CDS=1-1320
380	OG0000380	YLR411W	augustus_masked-flattened_line_84-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.74&CDS=1-645, genemark-flattened_line_36-processed-gene-1.179-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.179&CDS=1-552
381	OG0000381	YLR414C	snap_masked-flattened_line_10-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.120&CDS=1-891, snap_masked-flattened_line_60-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.157&CDS=1-771
382	OG0000382	YLR449W, YML074C	snap_masked-flattened_line_6-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.96&CDS=1-1161
383	OG0000383	YLR450W, YML075C	snap_masked-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.1&CDS=1-3042
384	OG0000384	YLR456W, YPR172W	snap_masked-flattened_line_102-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.108&CDS=1-507
385	OG0000385	YML038C	maker-flattened_line_20-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.40&CDS=1-2898, snap_masked-flattened_line_88-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.104&CDS=1-1998
386	OG0000386	YML046W	augustus_masked-flattened_line_48-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.241&CDS=1-1626, snap_masked-flattened_line_32-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.15&CDS=1-1554
387	OG0000387	YML095C	augustus_masked-flattened_line_98-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.3&CDS=1-1179, snap_masked-flattened_line_0-processed-gene-4.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.6&CDS=1-2265
388	OG0000388	YML100W, YMR261C	augustus_masked-flattened_line_70-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.117&CDS=1-2931
389	OG0000389	YML109W, YMR273C	snap_masked-flattened_line_30-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.144&CDS=1-2670
390	OG0000390	YMR002W	snap_masked-flattened_line_158-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.15&CDS=1-432, snap_masked-flattened_line_158-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.2&CDS=1-432
391	OG0000391	YMR008C, YOL011W	snap_masked-flattened_line_2-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.12&CDS=1-1869
392	OG0000392	YMR042W, YMR043W	snap_masked-flattened_line_40-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.79&CDS=1-777
393	OG0000393	YMR110C	snap_masked-flattened_line_26-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.19&CDS=1-1578, snap_masked-flattened_line_86-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.15&CDS=1-1509
394	OG0000394	YMR119W, YNL008C	snap_masked-flattened_line_58-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.134&CDS=1-2082
395	OG0000395	YMR155W	genemark-flattened_line_50-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.199&CDS=1-1365, snap_masked-flattened_line_6-processed-gene-3.90-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.90&CDS=1-1419
396	OG0000396	YMR177W, YPL224C	maker-flattened_line_4-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.6&CDS=1-5424
397	OG0000397	YMR183C, YPL232W	snap_masked-flattened_line_2-processed-gene-4.135-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.135&CDS=1-912
398	OG0000398	YMR222C, YOR280C	snap_masked-flattened_line_192-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.3&CDS=1-744
399	OG0000399	YMR230W, YOR293W	snap_masked-flattened_line_30-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.73&CDS=1-417
400	OG0000400	YMR237W, YOR299W	snap_masked-flattened_line_2-processed-gene-3.72-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.72&CDS=1-2025
401	OG0000401	YMR242C, YOR312C	snap_masked-flattened_line_74-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.4&CDS=1-528
402	OG0000402	YNL026W	snap_masked-flattened_line_2-processed-gene-4.119-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.119&CDS=1-1425, snap_masked-flattened_line_28-processed-gene-1.230-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.230&CDS=1-1356
403	OG0000403	YNL055C	snap_masked-flattened_line_158-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.0&CDS=1-849, snap_masked-flattened_line_158-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.17&CDS=1-849
404	OG0000404	YNL087W, YOR086C	snap_masked-flattened_line_0-processed-gene-3.32-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.32&CDS=1-4329
405	OG0000405	YNL096C, YOR096W	snap_masked-flattened_line_68-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.220&CDS=1-570
406	OG0000406	YNL104C, YOR108W	snap_masked-flattened_line_64-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.73&CDS=1-1704
407	OG0000407	YNL106C, YOR109W	genemark-flattened_line_22-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.106&CDS=1-3225
408	OG0000408	YNL108C, YOR110W	genemark-flattened_line_82-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.48&CDS=1-1302
409	OG0000409	YNL294C	augustus_masked-flattened_line_0-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.97&CDS=1-1398, snap_masked-flattened_line_54-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.82&CDS=1-1683
410	OG0000410	YNL299W, YOL115W	snap_masked-flattened_line_94-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.126&CDS=1-1611
411	OG0000411	YNL301C, YOL120C	snap_masked-flattened_line_12-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.59&CDS=1-558
412	OG0000412	YNL302C, YOL121C	snap_masked-flattened_line_12-processed-gene-2.10-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.10&CDS=1-444
413	OG0000413	YOL060C	snap_masked-flattened_line_18-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.112&CDS=1-1362, snap_masked-flattened_line_82-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.159&CDS=1-1920
414	OG0000414	YOL107W	snap_masked-flattened_line_100-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.68&CDS=1-1227, snap_masked-flattened_line_12-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.1&CDS=1-1038
415	OG0000415	YOL137W	snap_masked-flattened_line_56-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.148&CDS=1-1356, snap_masked-flattened_line_76-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.161&CDS=1-1296
416	OG0000416	YOR084W	snap_masked-flattened_line_16-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.1&CDS=1-1128, snap_masked-flattened_line_26-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.22&CDS=1-1107
417	OG0000417	YOR227W, YPL137C	maker-flattened_line_4-snap-gene-3.1-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.1&CDS=1-3324
418	OG0000418	YOR231W, YPL140C	snap_masked-flattened_line_4-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.126&CDS=1-1362
419	OG0000419	YOR234C, YPL143W	snap_masked-flattened_line_4-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.62&CDS=1-321
420	OG0000420	YOR237W, YPL145C	snap_masked-flattened_line_4-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.82&CDS=1-1215
421	OG0000421	YOR241W	snap_masked-flattened_line_8-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.41&CDS=1-1482, snap_masked-flattened_line_8-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.146&CDS=1-1464
422	OG0000422	YOR256C, YPL176C	snap_masked-flattened_line_0-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.41&CDS=1-2553
423	OG0000423	YOR270C	maker-flattened_line_10-snap-gene-1.92-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-1.92&CDS=1-2481, snap_masked-flattened_line_74-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.10&CDS=1-2511
424	OG0000424	YOR304W	snap_masked-flattened_line_40-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.25&CDS=1-3204, snap_masked-flattened_line_80-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.55&CDS=1-3237
425	OG0000425	YOR348C	snap_masked-flattened_line_24-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.179&CDS=1-1656, snap_masked-flattened_line_24-processed-gene-1.186-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.186&CDS=1-1641
426	OG0000426	YOR390W, YPL279C	snap_masked-flattened_line_142-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.11&CDS=1-1017
427	OG0000427	YPL242C	maker-flattened_line_4-snap-gene-0.113-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.113&CDS=1-4686, snap_masked-flattened_line_159-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.15&CDS=1-2328
428	OG0000428	YPR013C, YPR015C	snap_masked-flattened_line_24-processed-gene-1.193-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.193&CDS=1-999
429	OG0000429	YPR159W	snap_masked-flattened_line_0-processed-gene-4.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.1&CDS=1-2151, snap_masked-flattened_line_58-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.132&CDS=1-1935
430	OG0000430	YPR169W-A, YPR170W-B	maker-flattened_line_134-snap-gene-0.93-mRNA-1_1&gene=maker-flattened_line_134-snap-gene-0.93&CDS=1-252
431	OG0000431		augustus_masked-flattened_line_106-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.42&CDS=1-864, augustus_masked-flattened_line_48-processed-gene-0.249-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.249&CDS=1-684, augustus_masked-flattened_line_62-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.221&CDS=1-933
432	OG0000432	YAL001C	augustus_masked-flattened_line_62-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.201&CDS=1-4197
433	OG0000433	YAL002W	genemark-flattened_line_62-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.50&CDS=1-4023
434	OG0000434	YAL003W	snap_masked-flattened_line_66-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.13&CDS=1-666
435	OG0000435	YAL009W	snap_masked-flattened_line_32-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.14&CDS=1-813
436	OG0000436	YAL010C	snap_masked-flattened_line_40-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.116&CDS=1-1074
437	OG0000437	YAL011W	snap_masked-flattened_line_40-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.87&CDS=1-2694
438	OG0000438	YAL012W	snap_masked-flattened_line_58-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.125&CDS=1-1194
439	OG0000439	YAL013W	snap_masked-flattened_line_6-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.52&CDS=1-1101
440	OG0000440	YAL014C	snap_masked-flattened_line_40-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.85&CDS=1-702
441	OG0000441	YAL015C	snap_masked-flattened_line_0-processed-gene-5.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.108&CDS=1-891
442	OG0000442	YAL016W	snap_masked-flattened_line_54-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.19&CDS=1-1818
443	OG0000443	YAL019W	snap_masked-flattened_line_58-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.161&CDS=1-3066
444	OG0000444	YAL020C	snap_masked-flattened_line_58-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.160&CDS=1-1005
445	OG0000445	YAL021C	snap_masked-flattened_line_0-processed-gene-5.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.107&CDS=1-2049
446	OG0000446	YAL022C	snap_masked-flattened_line_28-processed-gene-1.175-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.175&CDS=1-1266
447	OG0000447	YAL023C	augustus_masked-flattened_line_28-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.40&CDS=1-2226
448	OG0000448	YAL025C	augustus_masked-flattened_line_0-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.17&CDS=1-3687
