	OrthologID	Kazachstania_naganishii	Saccharomyces_cerevisiae
1007	OG0001007	genemark-HE978315-processed-gene-6.6-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.6&CDS=1-1416	YOR042W
1008	OG0001008	augustus_masked-HE978315-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-6.52&CDS=1-846	YOR040W
1009	OG0001009	genemark-HE978315-processed-gene-6.8-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.8&CDS=1-759	YOR039W
1010	OG0001010	genemark-HE978315-processed-gene-6.4-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.4&CDS=1-2679	YOR038C
1011	OG0001011	genemark-HE978315-processed-gene-6.9-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.9&CDS=1-1662	YOR036W
1012	OG0001012	snap_masked-HE978315-processed-gene-6.91-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-6.91&CDS=1-4233	YDR266C
1013	OG0001013	genemark-HE978315-processed-gene-6.11-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.11&CDS=1-2157	YOR033C
1014	OG0001014	genemark-HE978315-processed-gene-6.12-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.12&CDS=1-924	YOR032C
1015	OG0001015	snap_masked-HE978315-processed-gene-6.117-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-6.117&CDS=1-1137	YOR030W
1016	OG0001016	genemark-HE978315-processed-gene-6.13-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.13&CDS=1-1701	YDR261C
1017	OG0001017	genemark-HE978315-processed-gene-6.14-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.14&CDS=1-756	YOR028C
1018	OG0001018	genemark-HE978315-processed-gene-6.32-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.32&CDS=1-1737	YOR027W
1019	OG0001019	genemark-HE978315-processed-gene-6.33-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.33&CDS=1-2151	YOR025W
1020	OG0001020	genemark-HE978315-processed-gene-6.34-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.34&CDS=1-1923	YDR477W
1021	OG0001021	genemark-HE978315-processed-gene-6.35-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.35&CDS=1-2055	YOR022C
1022	OG0001022	snap_masked-HE978315-processed-gene-6.121-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-6.121&CDS=1-1869	YOR023C
1023	OG0001023	genemark-HE978315-processed-gene-6.16-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.16&CDS=1-720	YHR013C
1024	OG0001024	genemark-HE978315-processed-gene-6.38-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.38&CDS=1-2097	YHR011W
1025	OG0001025	maker-HE978315-augustus-gene-6.136-mRNA-1_1&gene=maker-HE978315-augustus-gene-6.136&CDS=1-2097	YHR008C
1026	OG0001026	genemark-HE978315-processed-gene-6.19-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.19&CDS=1-1593	YHR007C
1027	OG0001027	augustus_masked-HE978315-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-6.83&CDS=1-1323	YML037C
1028	OG0001028	genemark-HE978315-processed-gene-6.20-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.20&CDS=1-522	YML036W
1029	OG0001029	genemark-HE978315-processed-gene-6.42-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.42&CDS=1-2346	YML035C
1030	OG0001030	genemark-HE978315-processed-gene-6.21-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.21&CDS=1-2529	YML034W
1031	OG0001031	genemark-HE978315-processed-gene-6.43-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.43&CDS=1-1368	YML032C
1032	OG0001032	genemark-HE978315-processed-gene-6.22-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.22&CDS=1-1872	YML031W
1033	OG0001033	genemark-HE978315-processed-gene-6.23-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.23&CDS=1-483	YML030W
1034	OG0001034	snap_masked-HE978315-processed-gene-6.110-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-6.110&CDS=1-2463	YML029W
1035	OG0001035	genemark-HE978315-processed-gene-6.26-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.26&CDS=1-1347	YML027W
1036	OG0001036	genemark-HE978315-processed-gene-6.45-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.45&CDS=1-741	YML041C
1037	OG0001037	snap_masked-HE978315-processed-gene-6.132-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-6.132&CDS=1-1551	YML023C
1038	OG0001038	genemark-HE978315-processed-gene-6.28-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.28&CDS=1-561	YML022W
1039	OG0001039	genemark-HE978315-processed-gene-6.47-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.47&CDS=1-1044	YML021C
1040	OG0001040	genemark-HE978315-processed-gene-6.29-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.29&CDS=1-2004	YML020W
1041	OG0001041	genemark-HE978315-processed-gene-6.30-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.30&CDS=1-981	YML019W
1042	OG0001042	genemark-HE978315-processed-gene-6.48-mRNA-1_1&gene=genemark-HE978315-processed-gene-6.48&CDS=1-1215	YML018C
1043	OG0001043	augustus_masked-HE978315-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-7.104&CDS=1-1086	YML017W
1044	OG0001044	genemark-HE978315-processed-gene-7.54-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.54&CDS=1-852	YML014W
1045	OG0001045	snap_masked-HE978315-processed-gene-7.7-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.7&CDS=1-1902	YML013W
1046	OG0001046	genemark-HE978315-processed-gene-7.56-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.56&CDS=1-627	YML012W
1047	OG0001047	genemark-HE978315-processed-gene-7.59-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.59&CDS=1-528	YML011C
1048	OG0001048	genemark-HE978315-processed-gene-7.57-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.57&CDS=1-2979	YML010W
1049	OG0001049	snap_masked-HE978315-processed-gene-7.34-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.34&CDS=1-222	YML009C
1050	OG0001050	genemark-HE978315-processed-gene-7.60-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.60&CDS=1-837	YDR429C
1051	OG0001051	snap_masked-HE978315-processed-gene-7.35-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.35&CDS=1-1854	YDR425W
1052	OG0001052	genemark-HE978315-processed-gene-7.85-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.85&CDS=1-1137	YML008C
1053	OG0001053	maker-HE978315-snap-gene-7.103-mRNA-1_1&gene=maker-HE978315-snap-gene-7.103&CDS=1-1251	YML007W
1054	OG0001054	genemark-HE978315-processed-gene-7.86-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.86&CDS=1-2133	YML006C
1055	OG0001055	genemark-HE978315-processed-gene-7.88-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.88&CDS=1-2337	YEL053C
1056	OG0001056	maker-HE978315-augustus-gene-7.3-mRNA-1_1&gene=maker-HE978315-augustus-gene-7.3&CDS=1-2340	YEL052W
1057	OG0001057	genemark-HE978315-processed-gene-7.89-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.89&CDS=1-1179	YEL050C
1058	OG0001058	maker-HE978315-augustus-gene-7.4-mRNA-1_1&gene=maker-HE978315-augustus-gene-7.4&CDS=1-3114	YML042W
1059	OG0001059	genemark-HE978315-processed-gene-7.91-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.91&CDS=1-783	YOR157C
1060	OG0001060	genemark-HE978315-processed-gene-7.92-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.92&CDS=1-1608	YMR319C
1061	OG0001061	snap_masked-HE978315-processed-gene-7.19-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.19&CDS=1-822	YOR158W
1062	OG0001062	snap_masked-HE978315-processed-gene-7.44-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.44&CDS=1-270	YOR159C
1063	OG0001063	genemark-HE978315-processed-gene-7.68-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.68&CDS=1-2949	YOR160W
1064	OG0001064	genemark-HE978315-processed-gene-7.94-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.94&CDS=1-1668	YOR161C
1065	OG0001065	genemark-HE978315-processed-gene-7.69-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.69&CDS=1-1416	YOR155C
1066	OG0001066	snap_masked-HE978315-processed-gene-7.22-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.22&CDS=1-810	YOR152C
1067	OG0001067	genemark-HE978315-processed-gene-7.72-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.72&CDS=1-3660	YOR151C
1068	OG0001068	genemark-HE978315-processed-gene-7.96-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.96&CDS=1-477	YOR150W
1069	OG0001069	genemark-HE978315-processed-gene-7.97-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.97&CDS=1-1845	YDR398W
1070	OG0001070	snap_masked-HE978315-processed-gene-7.24-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.24&CDS=1-534	YOR148C
1071	OG0001071	genemark-HE978315-processed-gene-7.98-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.98&CDS=1-1728	YOR147W
1072	OG0001072	snap_masked-HE978315-processed-gene-7.25-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.25&CDS=1-2352	YOR144C
1073	OG0001073	genemark-HE978315-processed-gene-7.75-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.75&CDS=1-1005	YOR143C
1074	OG0001074	genemark-HE978315-processed-gene-7.76-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.76&CDS=1-1356	YMR044W
1075	OG0001075	genemark-HE978315-processed-gene-7.99-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.99&CDS=1-990	YOR142W
1076	OG0001076	genemark-HE978315-processed-gene-7.77-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.77&CDS=1-2802	YOR141C
1077	OG0001077	genemark-HE978315-processed-gene-7.100-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.100&CDS=1-2556	YOR140W
1078	OG0001078	snap_masked-HE978315-processed-gene-7.29-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.29&CDS=1-2019	YOR138C
1079	OG0001079	genemark-HE978315-processed-gene-7.101-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.101&CDS=1-1119	YOR136W
1080	OG0001080	genemark-HE978315-processed-gene-7.102-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.102&CDS=1-1752	YOR132W
1081	OG0001081	genemark-HE978315-processed-gene-7.79-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.79&CDS=1-657	YOR131C
1082	OG0001082	snap_masked-HE978315-processed-gene-7.32-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-7.32&CDS=1-2676	YOR129C
1083	OG0001083	genemark-HE978315-processed-gene-7.82-mRNA-1_1&gene=genemark-HE978315-processed-gene-7.82&CDS=1-1716	YOR128C
1084	OG0001084	genemark-HE978315-processed-gene-8.45-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.45&CDS=1-2394	YOR127W
1085	OG0001085	genemark-HE978315-processed-gene-8.40-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.40&CDS=1-702	YOR126C
1086	OG0001086	genemark-HE978315-processed-gene-8.41-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.41&CDS=1-1359	YDR375C
1087	OG0001087	genemark-HE978315-processed-gene-8.42-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.42&CDS=1-711	YOR125C
1088	OG0001088	augustus_masked-HE978315-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-8.84&CDS=1-4806	YOR124C
1089	OG0001089	snap_masked-HE978315-processed-gene-8.8-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-8.8&CDS=1-1389	YOR123C
1090	OG0001090	snap_masked-HE978315-processed-gene-8.9-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-8.9&CDS=1-378	YOR122C
1091	OG0001091	genemark-HE978315-processed-gene-8.62-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.62&CDS=1-1731	YOR118W
1092	OG0001092	genemark-HE978315-processed-gene-8.47-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.47&CDS=1-4365	YOR116C
1093	OG0001093	augustus_masked-HE978315-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-8.103&CDS=1-1464	YHR113W
1094	OG0001094	genemark-HE978315-processed-gene-8.64-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.64&CDS=1-693	YHR110W
1095	OG0001095	genemark-HE978315-processed-gene-8.48-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.48&CDS=1-1245	YHR107C
1096	OG0001096	snap_masked-HE978315-processed-gene-8.28-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-8.28&CDS=1-3102	YHR103W
1097	OG0001097	genemark-HE978315-processed-gene-8.68-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.68&CDS=1-3069	YHR102W
1098	OG0001098	snap_masked-HE978315-processed-gene-8.12-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-8.12&CDS=1-846	YHR101C
1099	OG0001099	genemark-HE978315-processed-gene-8.51-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.51&CDS=1-2898	YHR098C
1100	OG0001100	genemark-HE978315-processed-gene-8.54-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.54&CDS=1-837	YHR090C
1101	OG0001101	genemark-HE978315-processed-gene-8.55-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.55&CDS=1-687	YHR089C
1102	OG0001102	genemark-HE978315-processed-gene-8.69-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.69&CDS=1-3669	YDR335W
1103	OG0001103	genemark-HE978315-processed-gene-8.70-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.70&CDS=1-885	YHR088W
1104	OG0001104	genemark-HE978315-processed-gene-8.71-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.71&CDS=1-327	YHR087W
1105	OG0001105	snap_masked-HE978315-processed-gene-8.33-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-8.33&CDS=1-1236	YHR086W
1106	OG0001106	genemark-HE978315-processed-gene-8.56-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.56&CDS=1-2964	YHR082C
1107	OG0001107	genemark-HE978315-processed-gene-8.75-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.75&CDS=1-531	YHR081W
1108	OG0001108	augustus_masked-HE978315-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-8.98&CDS=1-2736	YHR079C
1109	OG0001109	genemark-HE978315-processed-gene-8.76-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.76&CDS=1-1608	YHR078W
1110	OG0001110	snap_masked-HE978315-processed-gene-8.21-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-8.21&CDS=1-3162	YHR077C
1111	OG0001111	genemark-HE978315-processed-gene-8.77-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.77&CDS=1-1146	YHR076W
1112	OG0001112	genemark-HE978315-processed-gene-8.60-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.60&CDS=1-1179	YHR075C
1113	OG0001113	genemark-HE978315-processed-gene-8.78-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.78&CDS=1-2142	YHR074W
1114	OG0001114	genemark-HE978315-processed-gene-8.79-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.79&CDS=1-2877	YHR073W
1115	OG0001115	genemark-HE978315-processed-gene-8.80-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.80&CDS=1-2187	YHR072W
1116	OG0001116	genemark-HE978315-processed-gene-8.61-mRNA-1_1&gene=genemark-HE978315-processed-gene-8.61&CDS=1-516	YHR060W
1117	OG0001117	snap_masked-HE978315-processed-gene-9.101-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.101&CDS=1-1104	YDR309C
1118	OG0001118	genemark-HE978315-processed-gene-9.48-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.48&CDS=1-846	YHR062C
1119	OG0001119	augustus_masked-HE978315-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-9.3&CDS=1-3795	YHR064C
1120	OG0001120	genemark-HE978315-processed-gene-9.46-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.46&CDS=1-1875	YDR311W
1121	OG0001121	maker-HE978315-augustus-gene-9.155-mRNA-1_1&gene=maker-HE978315-augustus-gene-9.155&CDS=1-2427	YHR065C
1122	OG0001122	snap_masked-HE978315-processed-gene-9.107-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.107&CDS=1-819	YHR067W
1123	OG0001123	genemark-HE978315-processed-gene-9.80-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.80&CDS=1-1095	YHR069C
1124	OG0001124	snap_masked-HE978315-processed-gene-9.136-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.136&CDS=1-363	YHR059W
1125	OG0001125	genemark-HE978315-processed-gene-9.54-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.54&CDS=1-840	YHR058C
1126	OG0001126	genemark-HE978315-processed-gene-9.55-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.55&CDS=1-618	YDR304C
1127	OG0001127	augustus_masked-HE978315-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-9.29&CDS=1-819	YHR034C
1128	OG0001128	genemark-HE978315-processed-gene-9.83-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.83&CDS=1-1053	YDR297W
1129	OG0001129	snap_masked-HE978315-processed-gene-9.113-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.113&CDS=1-1320	YHR036W
1130	OG0001130	genemark-HE978315-processed-gene-9.59-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.59&CDS=1-1695	YHR037W
1131	OG0001131	genemark-HE978315-processed-gene-9.60-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.60&CDS=1-708	YHR038W
1132	OG0001132	genemark-HE978315-processed-gene-9.84-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.84&CDS=1-1947	YHR039C
1133	OG0001133	maker-HE978315-snap-gene-9.99-mRNA-1_1&gene=maker-HE978315-snap-gene-9.99&CDS=1-933	YHR041C
1134	OG0001134	genemark-HE978315-processed-gene-9.87-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.87&CDS=1-921	YDR280W
1135	OG0001135	genemark-HE978315-processed-gene-9.62-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.62&CDS=1-1704	YHR045W
1136	OG0001136	genemark-HE978315-processed-gene-9.88-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.88&CDS=1-885	YHR046C
1137	OG0001137	genemark-HE978315-processed-gene-9.63-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.63&CDS=1-1488	YHR048W
1138	OG0001138	genemark-HE978315-processed-gene-9.64-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.64&CDS=1-720	YHR049W
1139	OG0001139	maker-HE978315-augustus-gene-9.153-mRNA-1_1&gene=maker-HE978315-augustus-gene-9.153&CDS=1-2220	YHR050W
1140	OG0001140	genemark-HE978315-processed-gene-9.90-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.90&CDS=1-510	YKL160W
1141	OG0001141	genemark-HE978315-processed-gene-9.67-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.67&CDS=1-1116	YHR052W
1142	OG0001142	genemark-HE978315-processed-gene-9.91-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.91&CDS=1-2004	YHR032W
1143	OG0001143	snap_masked-HE978315-processed-gene-9.123-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.123&CDS=1-1152	YJL013C
1144	OG0001144	snap_masked-HE978315-processed-gene-9.145-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.145&CDS=1-1392	YJL016W
1145	OG0001145	snap_masked-HE978315-processed-gene-9.146-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.146&CDS=1-1863	YJL019W
1146	OG0001146	genemark-HE978315-processed-gene-9.69-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.69&CDS=1-2565	YJL020C
1147	OG0001147	snap_masked-HE978315-processed-gene-9.125-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.125&CDS=1-648	YJL023C
1148	OG0001148	snap_masked-HE978315-processed-gene-9.147-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.147&CDS=1-270	YJR005C-A
1149	OG0001149	genemark-HE978315-processed-gene-9.71-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.71&CDS=1-1431	YJR006W
1150	OG0001150	genemark-HE978315-processed-gene-9.72-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.72&CDS=1-1185	YJL026W
1151	OG0001151	snap_masked-HE978315-processed-gene-9.128-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.128&CDS=1-1614	YJL025W
1152	OG0001152	snap_masked-HE978315-processed-gene-9.148-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.148&CDS=1-561	YJL024C
1153	OG0001153	snap_masked-HE978315-processed-gene-9.129-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-9.129&CDS=1-5598	YLR024C
1154	OG0001154	genemark-HE978315-processed-gene-9.96-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.96&CDS=1-1200	YGR185C
1155	OG0001155	genemark-HE978315-processed-gene-9.75-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.75&CDS=1-1614	YLR023C
1156	OG0001156	genemark-HE978315-processed-gene-9.97-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.97&CDS=1-1296	YLR015W
1157	OG0001157	genemark-HE978315-processed-gene-9.76-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.76&CDS=1-2664	YLR014C
1158	OG0001158	genemark-HE978315-processed-gene-9.77-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.77&CDS=1-1512	YLR006C
1159	OG0001159	genemark-HE978315-processed-gene-9.98-mRNA-1_1&gene=genemark-HE978315-processed-gene-9.98&CDS=1-1407	YLR005W
1160	OG0001160	genemark-HE978315-processed-gene-10.87-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.87&CDS=1-1089	YLR003C
1161	OG0001161	genemark-HE978315-processed-gene-10.90-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.90&CDS=1-1038	YNL084C
1162	OG0001162	genemark-HE978315-processed-gene-10.88-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.88&CDS=1-1590	YNL083W
1163	OG0001163	genemark-HE978315-processed-gene-10.89-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.89&CDS=1-2619	YNL082W
1164	OG0001164	genemark-HE978315-processed-gene-10.111-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.111&CDS=1-3675	YJL074C
1165	OG0001165	genemark-HE978315-processed-gene-10.93-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.93&CDS=1-2004	YJL073W
1166	OG0001166	genemark-HE978315-processed-gene-10.112-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.112&CDS=1-702	YJL072C
1167	OG0001167	genemark-HE978315-processed-gene-10.94-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.94&CDS=1-1761	YJL071W
1168	OG0001168	genemark-HE978315-processed-gene-10.113-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.113&CDS=1-2499	YJL070C
1169	OG0001169	augustus_masked-HE978315-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-10.74&CDS=1-2538	YJL069C
1170	OG0001170	snap_masked-HE978315-processed-gene-10.31-mRNA-1_1&gene=snap_masked-HE978315-processed-gene-10.31&CDS=1-519	YJL066C
1171	OG0001171	genemark-HE978315-processed-gene-10.117-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.117&CDS=1-435	YJL065C
1172	OG0001172	genemark-HE978315-processed-gene-10.95-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.95&CDS=1-1326	YJL060W
1173	OG0001173	genemark-HE978315-processed-gene-10.96-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.96&CDS=1-1149	YJL059W
1174	OG0001174	genemark-HE978315-processed-gene-10.118-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.118&CDS=1-1794	YJL057C
1175	OG0001175	genemark-HE978315-processed-gene-10.97-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.97&CDS=1-708	YKL009W
1176	OG0001176	augustus_masked-HE978315-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-HE978315-processed-gene-10.57&CDS=1-1098	YHL004W
1177	OG0001177	genemark-HE978315-processed-gene-10.100-mRNA-1_1&gene=genemark-HE978315-processed-gene-10.100&CDS=1-1038	YFR007W
