	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034881_Torulaspora_pretoriensis
344	OG0000344	YER156C	genemark-flattened_line_8-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.24&CDS=1-1002, genemark-flattened_line_8-processed-gene-4.92-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.92&CDS=1-1002
345	OG0000345	YER157W	genemark-flattened_line_8-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.43&CDS=1-2304, genemark-flattened_line_8-processed-gene-4.69-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.69&CDS=1-2304
346	OG0000346	YER159C	genemark-flattened_line_8-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.18&CDS=1-390, genemark-flattened_line_8-processed-gene-4.98-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.98&CDS=1-390
347	OG0000347	YER161C	genemark-flattened_line_8-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.15&CDS=1-999, genemark-flattened_line_8-processed-gene-5.2-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.2&CDS=1-999
348	OG0000348	YER164W	genemark-flattened_line_8-processed-gene-2.38-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.38&CDS=1-4380, genemark-flattened_line_8-processed-gene-5.0-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.0&CDS=1-4380
349	OG0000349	YER165W	genemark-flattened_line_8-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.37&CDS=1-1758, genemark-flattened_line_8-processed-gene-5.1-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.1&CDS=1-1758
350	OG0000350	YER166W	snap_masked-flattened_line_8-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.87&CDS=1-4812, snap_masked-flattened_line_8-processed-gene-5.99-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.99&CDS=1-4812
351	OG0000351	YER167W	augustus_masked-flattened_line_8-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.137&CDS=1-2337, snap_masked-flattened_line_8-processed-gene-5.100-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.100&CDS=1-2337
352	OG0000352	YER168C	augustus_masked-flattened_line_8-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.73&CDS=1-1638, genemark-flattened_line_8-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.13&CDS=1-1593
353	OG0000353	YER169W	genemark-flattened_line_8-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.34&CDS=1-2502, genemark-flattened_line_8-processed-gene-5.6-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.6&CDS=1-2502
354	OG0000354	YER170W	genemark-flattened_line_8-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.33&CDS=1-690, genemark-flattened_line_8-processed-gene-5.7-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.7&CDS=1-690
355	OG0000355	YER171W	genemark-flattened_line_8-processed-gene-2.32-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.32&CDS=1-2325, genemark-flattened_line_8-processed-gene-5.8-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.8&CDS=1-2325
356	OG0000356	YER172C	genemark-flattened_line_8-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.11&CDS=1-6498, genemark-flattened_line_8-processed-gene-5.29-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.29&CDS=1-6498
357	OG0000357	YER173W	genemark-flattened_line_8-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.31&CDS=1-1944, genemark-flattened_line_8-processed-gene-5.9-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.9&CDS=1-1944
358	OG0000358	YER184C	augustus_masked-flattened_line_61-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.4&CDS=1-2319, snap_masked-flattened_line_51-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.10&CDS=1-2319
359	OG0000359	YER185W	genemark-flattened_line_51-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.0&CDS=1-975, genemark-flattened_line_61-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.5&CDS=1-978
360	OG0000360	YFL011W, YMR011W	genemark-flattened_line_4-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.19&CDS=1-1743
361	OG0000361	YFL050C, YOL130W	genemark-flattened_line_22-processed-gene-2.238-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.238&CDS=1-2421
362	OG0000362	YFL059W, YNL333W	genemark-flattened_line_1-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.7&CDS=1-882
363	OG0000363	YFR013W	genemark-flattened_line_9-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.71&CDS=1-2538, genemark-flattened_line_9-processed-gene-6.218-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.218&CDS=1-2538
364	OG0000364	YFR016C	augustus_masked-flattened_line_9-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.125&CDS=1-1833, augustus_masked-flattened_line_9-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-6.25&CDS=1-1833
365	OG0000365	YFR030W	genemark-flattened_line_3-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.130&CDS=1-3117, genemark-flattened_line_3-processed-gene-7.223-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.223&CDS=1-3117
366	OG0000366	YFR031C	genemark-flattened_line_3-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.132&CDS=1-3510, genemark-flattened_line_3-processed-gene-7.192-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.192&CDS=1-3510
367	OG0000367	YFR032C-A	maker-flattened_line_3-augustus-gene-1.53-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-1.53&CDS=1-999, maker-flattened_line_3-augustus-gene-7.77-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-7.77&CDS=1-999
368	OG0000368	YFR033C	genemark-flattened_line_3-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.134&CDS=1-399, genemark-flattened_line_3-processed-gene-7.190-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.190&CDS=1-399
369	OG0000369	YFR034C	genemark-flattened_line_3-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.135&CDS=1-1437, genemark-flattened_line_3-processed-gene-7.189-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.189&CDS=1-1437
370	OG0000370	YFR036W	augustus_masked-flattened_line_3-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.10&CDS=1-348, snap_masked-flattened_line_3-processed-gene-7.143-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.143&CDS=1-348
371	OG0000371	YFR037C	genemark-flattened_line_3-processed-gene-1.161-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.161&CDS=1-1701, genemark-flattened_line_3-processed-gene-7.180-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.180&CDS=1-1701
372	OG0000372	YFR038W	augustus_masked-flattened_line_3-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.11&CDS=1-2499, augustus_masked-flattened_line_3-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-7.48&CDS=1-2499
373	OG0000373	YFR053C, YGL253W	genemark-flattened_line_4-processed-gene-6.157-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.157&CDS=1-1461
374	OG0000374	YGL031C, YGR148C	genemark-flattened_line_34-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.110&CDS=1-465
375	OG0000375	YGL040C	genemark-flattened_line_9-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.60&CDS=1-1020, genemark-flattened_line_9-processed-gene-5.40-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.40&CDS=1-1020
376	OG0000376	YGL041W-A	genemark-flattened_line_9-processed-gene-2.82-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.82&CDS=1-432, genemark-flattened_line_9-processed-gene-5.16-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.16&CDS=1-432
377	OG0000377	YGL043W	genemark-flattened_line_9-processed-gene-2.84-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.84&CDS=1-876, genemark-flattened_line_9-processed-gene-5.14-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.14&CDS=1-876
378	OG0000378	YGL044C	genemark-flattened_line_9-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.62&CDS=1-837, genemark-flattened_line_9-processed-gene-5.38-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.38&CDS=1-837
379	OG0000379	YGL045W	genemark-flattened_line_9-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.87&CDS=1-1617, genemark-flattened_line_9-processed-gene-5.11-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.11&CDS=1-1617
380	OG0000380	YGL049C, YGR162W	genemark-flattened_line_40-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.27&CDS=1-2925
381	OG0000381	YGL076C, YPL198W	snap_masked-flattened_line_24-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.79&CDS=1-732
382	OG0000382	YGL077C	maker-flattened_line_13-augustus-gene-2.109-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-2.109&CDS=1-3168, maker-flattened_line_13-augustus-gene-3.1-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-3.1&CDS=1-3168
383	OG0000383	YGL079W	genemark-flattened_line_13-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.40&CDS=1-582, genemark-flattened_line_13-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.79&CDS=1-582
384	OG0000384	YGL080W	genemark-flattened_line_13-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.41&CDS=1-384, genemark-flattened_line_13-processed-gene-3.78-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.78&CDS=1-384
385	OG0000385	YGL081W	augustus_masked-flattened_line_13-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.149&CDS=1-942, augustus_masked-flattened_line_13-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.23&CDS=1-942
386	OG0000386	YGL082W	genemark-flattened_line_13-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.43&CDS=1-1113, genemark-flattened_line_13-processed-gene-3.76-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.76&CDS=1-1113
387	OG0000387	YGL083W	genemark-flattened_line_13-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.45&CDS=1-2328, genemark-flattened_line_13-processed-gene-3.74-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.74&CDS=1-2328
388	OG0000388	YGL084C	genemark-flattened_line_13-processed-gene-2.23-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.23&CDS=1-1764, genemark-flattened_line_13-processed-gene-3.96-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.96&CDS=1-1764
389	OG0000389	YGL085W	genemark-flattened_line_13-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.46&CDS=1-834, genemark-flattened_line_13-processed-gene-3.73-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.73&CDS=1-834
390	OG0000390	YGL086W	genemark-flattened_line_13-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.47&CDS=1-1995, genemark-flattened_line_13-processed-gene-3.72-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.72&CDS=1-1995
391	OG0000391	YGL087C	snap_masked-flattened_line_13-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.78&CDS=1-414, snap_masked-flattened_line_13-processed-gene-3.151-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.151&CDS=1-414
392	OG0000392	YGL090W	genemark-flattened_line_13-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.50&CDS=1-1158, genemark-flattened_line_13-processed-gene-3.69-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.69&CDS=1-1158
393	OG0000393	YGL091C	genemark-flattened_line_13-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.27&CDS=1-999, genemark-flattened_line_13-processed-gene-3.92-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.92&CDS=1-999
394	OG0000394	YGL092W	genemark-flattened_line_13-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.51&CDS=1-3939, genemark-flattened_line_13-processed-gene-3.68-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.68&CDS=1-3939
395	OG0000395	YGL093W	augustus_masked-flattened_line_13-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.159&CDS=1-2238, augustus_masked-flattened_line_13-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.13&CDS=1-2238
396	OG0000396	YGL110C	genemark-flattened_line_8-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.50&CDS=1-1794, genemark-flattened_line_8-processed-gene-4.86-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.86&CDS=1-1794
397	OG0000397	YGL111W	genemark-flattened_line_8-processed-gene-3.53-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.53&CDS=1-1329, genemark-flattened_line_8-processed-gene-4.66-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.66&CDS=1-1329
398	OG0000398	YGL112C	genemark-flattened_line_8-processed-gene-3.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.52&CDS=1-1518, genemark-flattened_line_8-processed-gene-4.84-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.84&CDS=1-1518
399	OG0000399	YGL114W	genemark-flattened_line_8-processed-gene-3.77-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.77&CDS=1-2151, genemark-flattened_line_8-processed-gene-4.63-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.63&CDS=1-2151
400	OG0000400	YGL115W	genemark-flattened_line_8-processed-gene-3.78-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.78&CDS=1-966, genemark-flattened_line_8-processed-gene-4.62-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.62&CDS=1-966
401	OG0000401	YGL116W	genemark-flattened_line_8-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.79&CDS=1-1809, genemark-flattened_line_8-processed-gene-4.61-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.61&CDS=1-1809
402	OG0000402	YGL119W	genemark-flattened_line_8-processed-gene-3.81-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.81&CDS=1-1647, genemark-flattened_line_8-processed-gene-4.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.59&CDS=1-1647
403	OG0000403	YGL120C	genemark-flattened_line_8-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.57&CDS=1-2328, genemark-flattened_line_8-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.81&CDS=1-2328
404	OG0000404	YGL121C	augustus_masked-flattened_line_8-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.129&CDS=1-396, snap_masked-flattened_line_8-processed-gene-3.9-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.9&CDS=1-396
405	OG0000405	YGL135W, YPL220W	genemark-flattened_line_24-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.191&CDS=1-651
406	OG0000406	YGL147C, YNL067W	genemark-flattened_line_1-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.42&CDS=1-573
407	OG0000407	YGL159W	genemark-flattened_line_9-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.69&CDS=1-1032, genemark-flattened_line_9-processed-gene-6.216-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.216&CDS=1-1032
408	OG0000408	YGL160W	genemark-flattened_line_9-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.61&CDS=1-1575, genemark-flattened_line_9-processed-gene-6.217-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.217&CDS=1-1575
409	OG0000409	YGL258W, YOR387C	genemark-flattened_line_16-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.62&CDS=1-624
410	OG0000410	YGR012W	augustus_masked-flattened_line_9-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.31&CDS=1-2799, augustus_masked-flattened_line_9-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-6.40&CDS=1-2799
411	OG0000411	YGR014W	augustus_masked-flattened_line_9-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.30&CDS=1-3561, augustus_masked-flattened_line_9-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-6.41&CDS=1-3561
412	OG0000412	YGR015C	genemark-flattened_line_9-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.55&CDS=1-969, genemark-flattened_line_9-processed-gene-6.234-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.234&CDS=1-969
413	OG0000413	YGR016W	genemark-flattened_line_9-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.79&CDS=1-561, genemark-flattened_line_9-processed-gene-6.200-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.200&CDS=1-561
414	OG0000414	YGR017W	snap_masked-flattened_line_9-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.128&CDS=1-873, snap_masked-flattened_line_9-processed-gene-6.124-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-6.124&CDS=1-873
415	OG0000415	YGR019W	genemark-flattened_line_9-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.77&CDS=1-1410, genemark-flattened_line_9-processed-gene-6.202-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.202&CDS=1-1410
416	OG0000416	YGR020C	genemark-flattened_line_9-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.54&CDS=1-354, genemark-flattened_line_9-processed-gene-6.235-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.235&CDS=1-354
417	OG0000417	YGR021W	augustus_masked-flattened_line_9-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.25&CDS=1-795, augustus_masked-flattened_line_9-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-6.46&CDS=1-795
418	OG0000418	YGR024C	genemark-flattened_line_9-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.52&CDS=1-708, genemark-flattened_line_9-processed-gene-6.237-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.237&CDS=1-708
419	OG0000419	YGR026W	genemark-flattened_line_9-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.74&CDS=1-822, genemark-flattened_line_9-processed-gene-6.205-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.205&CDS=1-822
420	OG0000420	YGR028W	genemark-flattened_line_9-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.72&CDS=1-1509, genemark-flattened_line_9-processed-gene-6.207-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.207&CDS=1-1509
421	OG0000421	YGR032W, YLR342W	augustus_masked-flattened_line_14-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.109&CDS=1-7209
422	OG0000422	YGR034W, YLR344W	genemark-flattened_line_14-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.62&CDS=1-381
423	OG0000423	YGR079W	snap_masked-flattened_line_12-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.42&CDS=1-798, snap_masked-flattened_line_12-processed-gene-5.146-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.146&CDS=1-798
424	OG0000424	YGR080W	genemark-flattened_line_12-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.78&CDS=1-984, genemark-flattened_line_12-processed-gene-5.84-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.84&CDS=1-984
425	OG0000425	YGR081C	genemark-flattened_line_12-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.60&CDS=1-591, genemark-flattened_line_12-processed-gene-5.113-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.113&CDS=1-591
426	OG0000426	YGR082W	genemark-flattened_line_12-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.76&CDS=1-561, genemark-flattened_line_12-processed-gene-5.86-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.86&CDS=1-561
