	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035645_Yarrowia_divulgata
309	OG0000309	YHL033C, YLL045C	snap_masked-flattened_line_93-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.122&CDS=1-792
310	OG0000310	YHR001W, YKR003W	snap_masked-flattened_line_101-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.35&CDS=1-1485
311	OG0000311	YHR002W	snap_masked-flattened_line_4-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.20&CDS=1-1086, snap_masked-flattened_line_4-processed-gene-3.23-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.23&CDS=1-1086
312	OG0000312	YHR021C, YKL156W	augustus_masked-flattened_line_107-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.90&CDS=1-246
313	OG0000313	YHR048W	genemark-flattened_line_91-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.14&CDS=1-1662, snap_masked-flattened_line_81-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.9&CDS=1-1602
314	OG0000314	YHR077C	augustus_masked-flattened_line_167-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.27&CDS=1-3957, augustus_masked-flattened_line_97-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.69&CDS=1-981
315	OG0000315	YHR101C	snap_masked-flattened_line_117-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.96&CDS=1-975, snap_masked-flattened_line_348-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_348-processed-gene-0.8&CDS=1-858
316	OG0000316	YHR115C, YNL116W	snap_masked-flattened_line_191-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.17&CDS=1-1806
317	OG0000317	YHR117W, YNL121C	snap_masked-flattened_line_7-processed-gene-2.207-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.207&CDS=1-1869
318	OG0000318	YHR123W, YNL130C	snap_masked-flattened_line_57-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.73&CDS=1-1182
319	OG0000319	YHR131C, YNL144C	snap_masked-flattened_line_65-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.18&CDS=1-1512
320	OG0000320	YHR132W-A, YNL157W	snap_masked-flattened_line_179-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.49&CDS=1-348
321	OG0000321	YHR133C, YNL156C	snap_masked-flattened_line_201-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.25&CDS=1-855
322	OG0000322	YHR141C, YNL162W	maker-flattened_line_19-snap-gene-1.62-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-1.62&CDS=1-318
323	OG0000323	YHR155W, YNL257C	augustus_masked-flattened_line_330-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_330-processed-gene-0.8&CDS=1-4191
324	OG0000324	YHR177W	genemark-flattened_line_131-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.25&CDS=1-954, genemark-flattened_line_77-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.88&CDS=1-582
325	OG0000325	YHR198C, YHR199C	snap_masked-flattened_line_83-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.21&CDS=1-909
326	OG0000326	YHR203C, YJR145C	snap_masked-flattened_line_93-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.112&CDS=1-780
327	OG0000327	YIL038C, YPR072W	snap_masked-flattened_line_5-processed-gene-3.15-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.15&CDS=1-1959
328	OG0000328	YIL085C, YNL029C	snap_masked-flattened_line_129-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.16&CDS=1-1527
329	OG0000329	YIL095W, YNL020C	maker-flattened_line_27-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_27-snap-gene-1.1&CDS=1-3264
330	OG0000330	YIL105C, YNL047C	snap_masked-flattened_line_195-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.19&CDS=1-2400
331	OG0000331	YIL111W, YNL052W	genemark-flattened_line_165-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_165-processed-gene-0.19&CDS=1-507
332	OG0000332	YIL114C, YNL055C	genemark-flattened_line_43-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-1.97&CDS=1-867
333	OG0000333	YIL120W, YIL121W	snap_masked-flattened_line_165-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.38&CDS=1-1755
334	OG0000334	YIL131C, YNL068C	maker-flattened_line_139-snap-gene-0.98-mRNA-1_1&gene=maker-flattened_line_139-snap-gene-0.98&CDS=1-2034
335	OG0000335	YIL142W	augustus_masked-flattened_line_4-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.140&CDS=1-1575, genemark-flattened_line_4-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.37&CDS=1-1575
336	OG0000336	YIL149C, YKR095W	augustus_masked-flattened_line_123-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.13&CDS=1-5763
337	OG0000337	YIR009W	snap_masked-flattened_line_242-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.3&CDS=1-438, snap_masked-flattened_line_53-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.69&CDS=1-687
338	OG0000338	YIR013C, YLR013W	augustus_masked-flattened_line_402-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_402-processed-gene-0.7&CDS=1-507
339	OG0000339	YIR031C, YNL117W	augustus_masked-flattened_line_73-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.90&CDS=1-1656
340	OG0000340	YJL081C	snap_masked-flattened_line_163-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.109&CDS=1-1281, snap_masked-flattened_line_33-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.33&CDS=1-1296
341	OG0000341	YJL082W, YKR018C	snap_masked-flattened_line_17-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.67&CDS=1-2166
342	OG0000342	YJL083W, YKR019C	genemark-flattened_line_15-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.137&CDS=1-3051
343	OG0000343	YJL084C, YKR021W	augustus_masked-flattened_line_364-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_364-processed-gene-0.11&CDS=1-1689
344	OG0000344	YJL090C	augustus_masked-flattened_line_73-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.83&CDS=1-1704, snap_masked-flattened_line_115-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.43&CDS=1-1233
345	OG0000345	YJL093C	genemark-flattened_line_282-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_282-processed-gene-0.25&CDS=1-2448, snap_masked-flattened_line_187-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_187-processed-gene-0.23&CDS=1-2490
346	OG0000346	YJL105W, YKR029C	snap_masked-flattened_line_13-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.91&CDS=1-1938
347	OG0000347	YJL123C	snap_masked-flattened_line_4-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.20&CDS=1-1257, snap_masked-flattened_line_4-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.28&CDS=1-1257
348	OG0000348	YJL133W, YKR052C	snap_masked-flattened_line_0-processed-gene-3.101-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.101&CDS=1-951
349	OG0000349	YJL134W, YKR053C	snap_masked-flattened_line_73-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.180&CDS=1-1890
350	OG0000350	YJL136C, YKR057W	snap_masked-flattened_line_103-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.100&CDS=1-261
351	OG0000351	YJL137C, YKR058W	snap_masked-flattened_line_115-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.3&CDS=1-1632
352	OG0000352	YJL138C, YKR059W	snap_masked-flattened_line_0-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.100&CDS=1-1185
353	OG0000353	YJL158C, YJL160C	snap_masked-flattened_line_0-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.85&CDS=1-855
354	OG0000354	YJL176C	snap_masked-flattened_line_4-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.7&CDS=1-2631, snap_masked-flattened_line_4-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.38&CDS=1-2631
355	OG0000355	YJL177W, YKL180W	snap_masked-flattened_line_173-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.79&CDS=1-552
356	OG0000356	YJL218W	snap_masked-flattened_line_25-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.69&CDS=1-663, snap_masked-flattened_line_7-processed-gene-2.188-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.188&CDS=1-660
357	OG0000357	YJR054W, YML047C	genemark-flattened_line_107-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.0&CDS=1-1434
358	OG0000358	YJR061W, YKL201C	augustus_masked-flattened_line_226-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_226-processed-gene-0.20&CDS=1-1791
359	OG0000359	YJR076C	snap_masked-flattened_line_121-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.8&CDS=1-1161, snap_masked-flattened_line_27-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.71&CDS=1-1275
360	OG0000360	YJR084W	genemark-flattened_line_4-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.38&CDS=1-1188, genemark-flattened_line_4-processed-gene-3.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.84&CDS=1-1188
361	OG0000361	YJR091C, YPR042C	genemark-flattened_line_2-processed-gene-3.87-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.87&CDS=1-2478
362	OG0000362	YJR092W	augustus_masked-flattened_line_75-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.139&CDS=1-6186, snap_masked-flattened_line_360-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_360-processed-gene-0.6&CDS=1-3546
363	OG0000363	YJR094W-A, YPR043W	snap_masked-flattened_line_107-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.45&CDS=1-300
364	OG0000364	YJR096W	snap_masked-flattened_line_2-processed-gene-3.182-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.182&CDS=1-861, snap_masked-flattened_line_332-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_332-processed-gene-0.11&CDS=1-852
365	OG0000365	YJR099W	snap_masked-flattened_line_4-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.10&CDS=1-711, snap_masked-flattened_line_4-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.44&CDS=1-711
366	OG0000366	YJR105W	snap_masked-flattened_line_4-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.11&CDS=1-1041, snap_masked-flattened_line_4-processed-gene-3.34-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.34&CDS=1-1041
367	OG0000367	YJR127C, YML081W	snap_masked-flattened_line_220-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_220-processed-gene-0.0&CDS=1-3216
368	OG0000368	YJR130C, YML082W	snap_masked-flattened_line_83-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.46&CDS=1-1647
369	OG0000369	YKL050C, YMR031C	augustus_masked-flattened_line_45-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.13&CDS=1-3915
370	OG0000370	YKL068W, YMR047C	snap_masked-flattened_line_33-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.19&CDS=1-3339
371	OG0000371	YKL072W, YMR053C	snap_masked-flattened_line_5-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.54&CDS=1-2664
372	OG0000372	YKL103C	snap_masked-flattened_line_123-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.51&CDS=1-1395, snap_masked-flattened_line_57-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.64&CDS=1-1479
373	OG0000373	YKL121W, YMR102C	snap_masked-flattened_line_23-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.0&CDS=1-2691
374	OG0000374	YKL141W, YMR118C	snap_masked-flattened_line_15-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.21&CDS=1-513
375	OG0000375	YKL221W	snap_masked-flattened_line_107-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.53&CDS=1-1317, snap_masked-flattened_line_129-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.29&CDS=1-1500
376	OG0000376	YKR076W, YMR251W	snap_masked-flattened_line_0-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.107&CDS=1-960
377	OG0000377	YKR089C, YOR081C	snap_masked-flattened_line_45-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.72&CDS=1-2328
378	OG0000378	YKR091W, YOR083W	snap_masked-flattened_line_29-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.122&CDS=1-1245
379	OG0000379	YLL012W, YLR020C	snap_masked-flattened_line_63-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.73&CDS=1-1512
380	OG0000380	YLL016W, YLR310C	maker-flattened_line_53-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_53-snap-gene-1.97&CDS=1-3333
381	OG0000381	YLR059C	snap_masked-flattened_line_11-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.92&CDS=1-546, snap_masked-flattened_line_25-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.16&CDS=1-543
382	OG0000382	YLR126C	snap_masked-flattened_line_27-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.28&CDS=1-726, snap_masked-flattened_line_65-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.29&CDS=1-729
383	OG0000383	YLR260W, YOR171C	maker-flattened_line_7-snap-gene-2.140-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-2.140&CDS=1-1398
384	OG0000384	YLR264W, YOR167C	augustus_masked-flattened_line_298-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_298-processed-gene-0.16&CDS=1-207
385	OG0000385	YLR270W, YOR173W	snap_masked-flattened_line_17-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.31&CDS=1-921
386	OG0000386	YLR287C-A, YOR182C	maker-flattened_line_79-augustus-gene-0.142-mRNA-1_1&gene=maker-flattened_line_79-augustus-gene-0.142&CDS=1-747
387	OG0000387	YLR291C	snap_masked-flattened_line_4-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.13&CDS=1-1068, snap_masked-flattened_line_4-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.35&CDS=1-1068
388	OG0000388	YLR300W, YOR190W	snap_masked-flattened_line_234-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.12&CDS=1-1263
389	OG0000389	YLR354C	snap_masked-flattened_line_4-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.8&CDS=1-975, snap_masked-flattened_line_4-processed-gene-3.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.46&CDS=1-975
390	OG0000390	YLR398C	snap_masked-flattened_line_2-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.3&CDS=1-3792, snap_masked-flattened_line_240-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_240-processed-gene-0.13&CDS=1-3741
391	OG0000391	YLR407W	augustus_masked-flattened_line_7-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.10&CDS=1-6987, snap_masked-flattened_line_89-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.78&CDS=1-966
392	OG0000392	YLR423C	snap_masked-flattened_line_4-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.25&CDS=1-1224, snap_masked-flattened_line_4-processed-gene-3.8-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.8&CDS=1-1224
393	OG0000393	YLR430W	snap_masked-flattened_line_2-processed-gene-3.162-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.162&CDS=1-2310, snap_masked-flattened_line_304-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_304-processed-gene-0.35&CDS=1-2214
394	OG0000394	YLR432W, YML056C	maker-flattened_line_53-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_53-snap-gene-0.89&CDS=1-1578
395	OG0000395	YLR449W, YML074C	snap_masked-flattened_line_15-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.28&CDS=1-1236
396	OG0000396	YLR450W, YML075C	augustus_masked-flattened_line_23-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.96&CDS=1-2997
397	OG0000397	YLR456W, YPR172W	snap_masked-flattened_line_73-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.204&CDS=1-474
398	OG0000398	YML046W	augustus_masked-flattened_line_41-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.78&CDS=1-1923, snap_masked-flattened_line_163-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.104&CDS=1-1719
399	OG0000399	YML100W, YMR261C	genemark-flattened_line_11-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.45&CDS=1-3141
400	OG0000400	YML106W, YMR271C	snap_masked-flattened_line_37-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.14&CDS=1-657
401	OG0000401	YML109W, YMR273C	augustus_masked-flattened_line_45-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-1.104&CDS=1-4215
402	OG0000402	YML118W, YMR285C	snap_masked-flattened_line_121-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.31&CDS=1-1374
403	OG0000403	YML123C	snap_masked-flattened_line_2-processed-gene-3.197-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.197&CDS=1-1725, snap_masked-flattened_line_25-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.71&CDS=1-1731
404	OG0000404	YML131W	snap_masked-flattened_line_119-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.85&CDS=1-1020, snap_masked-flattened_line_165-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.47&CDS=1-1011
405	OG0000405	YMR034C	snap_masked-flattened_line_191-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.13&CDS=1-1329, snap_masked-flattened_line_7-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.162&CDS=1-1392
406	OG0000406	YMR058W	snap_masked-flattened_line_203-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_203-processed-gene-0.45&CDS=1-1755, snap_masked-flattened_line_314-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_314-processed-gene-0.30&CDS=1-1953
407	OG0000407	YMR119W, YNL008C	augustus_masked-flattened_line_352-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_352-processed-gene-0.0&CDS=1-2022
408	OG0000408	YMR177W, YPL224C	genemark-flattened_line_444-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_444-processed-gene-0.3&CDS=1-1368
409	OG0000409	YMR182C, YPL230W	genemark-flattened_line_0-processed-gene-4.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.77&CDS=1-1806
410	OG0000410	YMR194W, YPL249C-A	snap_masked-flattened_line_11-processed-gene-2.154-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.154&CDS=1-300
411	OG0000411	YMR202W	snap_masked-flattened_line_181-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.38&CDS=1-654, snap_masked-flattened_line_320-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_320-processed-gene-0.29&CDS=1-654
412	OG0000412	YMR222C, YOR280C	snap_masked-flattened_line_83-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.26&CDS=1-714
413	OG0000413	YMR224C	genemark-flattened_line_47-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-1.135&CDS=1-1515, snap_masked-flattened_line_127-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.48&CDS=1-2124
